timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-2+.1;41: wc-2+.2;42: wc-2+.3;43: wc-1-.1;44: wc-1-.2;45: wc-1-.3
800;-127.994;-85.068;-84.164;-85.954;4.666;-102.983;194.589;-90.503;-75.502;-114.258;-32.649;-129.9;-94.424;-53.578;1.501
810;-120.056;-80.091;-72.919;-79.685;5.817;-98.732;194.602;-85.788;-63.012;-105.959;-22.502;-123.519;-85.336;-45.347;0.749
820;-113.28;-75.68;-63.253;-73.213;6.16;-97.24;195.853;-77.133;-49.413;-99.653;-13.92;-119.573;-77.253;-38.267;11.04
830;-105.421;-74.74;-54.763;-67.345;3.03;-97.431;193.23;-60.908;-36.684;-94.678;-7.076;-116.237;-69.438;-35.273;20.053
840;-98.506;-73.844;-47.374;-63.218;2.354;-98.397;189.888;-50.543;-23.811;-91.992;-2.903;-109.523;-62.183;-32.66;28.012
850;-91.551;-74.41;-41.103;-59.274;3.474;-98.466;185.201;-44.611;-14.556;-90.966;-0.41;-100.137;-52.765;-30.363;35.427
860;-85.363;-74.842;-34.698;-57.909;-6.015;-96.859;179.843;-40.304;-9.039;-90.021;2.927;-91.697;-46.989;-31.588;47.621
870;-79.4;-74.6;-30.212;-57.162;-16.462;-95.338;174.962;-37.775;-4.625;-88.625;7.875;-86.15;-41.788;-32.7;58.625
880;-74.028;-74.339;-19.466;-56.323;-27.734;-92.968;172.4;-37.459;-0.173;-87.407;9.961;-82.381;-39.175;-33.194;68.683
890;-70.759;-71.727;-9.85;-55.793;-35.017;-90.9;171.879;-35.995;2.703;-85.933;9.325;-79.009;-37.268;-33.635;72.674
900;-67.755;-69.355;0.355;-56.728;-39.025;-90.472;172.632;-33.339;12.979;-87.474;12.341;-73.497;-35.811;-34.031;76.346
910;-66.256;-63.149;9.488;-58.131;-42.881;-90.631;171.952;-32.167;21.613;-87.768;13.845;-68.202;-34.262;-33.81;79.738
920;-64.875;-56.602;14.602;-58.576;-47.478;-90.264;169.809;-33.416;26.019;-87.671;10.729;-63.374;-32.598;-33.616;82.553
930;-54.407;-39.983;29.356;-53.771;-47.192;-86.806;170.356;-12.54;59.732;-74.904;23.222;-55.931;-20.273;-25.422;82.313
940;-43.916;-23.931;39.322;-49.532;-45.389;-83.341;168.432;3.398;84.338;-62.636;32.195;-47.829;-7.568;-17.219;82.07
950;-36.627;-5.961;49.32;-42.131;-44.326;-79.132;163.941;13.597;92.3;-55.844;37.438;-40.813;0.129;-9.008;81.724
960;-29.417;9.198;57.186;-32.368;-41.828;-74.959;157.404;13.551;98.982;-58.337;43.798;-35.987;7.852;-5.128;78.658
970;-22.207;24.364;65.042;-23.162;-40.9;-71.48;149.996;10.078;97.816;-58.491;46.853;-31.527;11.824;-1.251;75.393
980;-19.358;37.654;66.645;-15.263;-47.367;-66.898;146.858;9.693;96.643;-55.571;45.42;-25.153;16.053;-0.485;72.129
990;-14.381;50.944;68.231;-7.269;-55.426;-60.385;140.436;14.672;92.394;-49.564;44.716;-12.962;16.02;0.276;68.984
1000;-12.711;58.471;62.629;-2.09;-63.33;-53.527;132.058;14.316;89.268;-43.679;44.037;1.603;16.243;1.032;65.718
1010;-8.538;66;57.06;0.464;-69.028;-45.226;125.766;11.357;86.995;-40.5;42.291;15.529;15.48;-0.958;62.449
1020;-5.629;65.406;52.187;2.64;-74.659;-37.714;116.438;15.402;84.566;-40.728;40.733;28.69;15.931;-2.949;58.947
1030;-0.899;64.831;47.882;3.245;-83.222;-32.875;103.748;19.057;79.11;-42.085;37.011;30.927;17.073;-4.645;56.048
1040;3.768;64.786;41.501;0.774;-90.489;-28.908;95.001;15.111;72.614;-45.409;33.62;31.584;15.794;-6.344;53.752
1050;5.979;64.762;37.769;-2.032;-93.001;-26.431;89.142;13.48;67.084;-48.182;28.33;34.135;14.528;-8.049;51.459
1060;6.938;65.426;33.326;-6.422;-89.575;-23.359;81.136;16.7;64.24;-50.037;20.807;39.763;10.723;-10.648;48.845
1070;6.97;66.1;30.73;-10.76;-86.49;-19.27;73.42;14.26;61.96;-49.25;13.52;46.1;6.78;-13.25;40.52
1080;5.759;66.476;27.831;-14.959;-78.668;-14.564;65.5;4.363;60.292;-48.771;9.336;52.812;3.171;-12.943;32.204
1090;4.829;66.867;27.309;-19.482;-76.491;-9.283;55.58;-6.634;57.57;-49.224;9.267;58.262;-0.866;-12.636;24.004
1100;3.07;66.852;26.775;-25.35;-73.814;-4.621;47.858;-13.574;54.941;-48.357;11.455;61.447;-5.602;-12.328;17.291
1110;2.032;66.852;21.328;-28.128;-65.581;-0.793;42.695;-18.33;53.967;-49.133;10.896;63.854;-8.524;-9.424;6.383
1120;0.81;65.85;15.88;-30.996;-54.678;3.057;40.817;-23.185;54.764;-50.352;5.971;63.046;-11.625;-6.516;-4.518
1130;-1.096;64.863;2.127;-32.439;-43.789;6.305;36.342;-23.697;55.99;-49.463;5.912;62.34;-14.255;-4.09;-15.301
1140;-0.913;61.553;-11.619;-33.329;-32.841;7.851;30.882;-28.726;56.808;-46.141;7.685;59.292;-16.866;-1.659;-21.24
1150;-0.537;58.261;-28.08;-31.615;-26.932;10.562;24.93;-33.624;48.801;-42.431;4.011;59.134;-18.088;0.776;-27.176
1160;0.593;52.146;-44.527;-31.008;-21.541;12.961;20.45;-31.515;41.001;-40.085;0.232;59.086;-19.311;1.887;-33.072
1170;2.438;46.238;-59.676;-30.427;-21.071;15.533;17.091;-24.113;35.638;-36.642;1.713;63.86;-19.238;3.002;-40.125
1180;4.415;36.183;-73.403;-31.782;-20.626;17.825;15.59;-24.301;34.015;-35.692;1.64;70.604;-19.194;3.013;-41.097
1190;7.592;26.257;-78.794;-33.157;-24.34;21.523;12.981;-26.468;33.255;-34.385;1.214;77.505;-20.454;3.025;-42.065
1200;10.458;15.981;-89.926;-37.515;-29.698;24.545;12.353;-24.793;33.732;-28.074;4.254;82.852;-21.276;3.038;-43.023
1210;12.883;5.793;-96.758;-46.562;-36.089;27.924;11.088;-18.488;34.907;-21.911;4.485;88.127;-23.085;1.534;-42.099
1220;15.47;-1.146;-99.958;-54.91;-43.172;30.47;9.485;-12.021;36.694;-15.826;1.816;92.704;-24.021;0.028;-41.172
1230;17.212;-6.889;-101.113;-62.176;-42.512;32.034;0.717;-6.851;38.118;-7.837;-0.182;97.103;-24.949;-1.188;-40.261
