timepoints (min);44: wc-2-.1;45: wc-2-.2;46: wc-2-.3
880;-27.426;-161.441;-48.192
890;-29.591;-148.502;-47.72
900;-31.773;-137.547;-47.267
910;-34.079;-128.003;-46.424
920;-36.189;-121.066;-45.843
930;-38.338;-114.436;-44.603
940;-38.76;-108.512;-43.522
950;-38.913;-102.375;-41.638
960;-37.667;-96.836;-39.947
970;-36.575;-91.841;-38.137
980;-35.34;-87.244;-36.299
990;-34.976;-83.048;-34.524
1000;-34.482;-78.842;-32.991
1010;-34.242;-65.095;-30.449
1020;-34;-50.994;-28.028
1030;-33.834;-36.251;-25.766
1040;-32.143;-21.462;-23.701
1050;-30.527;-8.391;-21.933
1060;-30.224;-1.958;-19.871
1070;-29.916;4.34;-17.803
1080;-28.616;7.761;-16.049
1090;-26.35;11.356;-14.446
1100;-24.067;13.366;-13.036
1110;-21.139;13.975;-11.214
1120;-18.112;13.675;-9.34
1130;-16.281;12.978;-6.736
1140;-14.967;12.233;-4.171
1150;-13.74;11.28;-1.36
1160;-12.308;10.329;0.968
1170;-10.841;10.162;2.209
1180;-8.57;10.358;2.741
1190;-7.496;10.75;2.868
1200;-6.341;11.288;3.164
1210;-6.264;11.823;3.609
1220;-6.053;12.66;4.459
1230;-6.603;14.018;5.133
1240;-6.433;15.359;5.572
1250;-6.182;17.236;6.058
1260;-5.532;19.115;5.39
1270;-4.776;19.75;4.872
1280;-3.784;20.343;4.164
1290;-4.076;20.831;3.661
1300;-4.388;22.033;3.435
1310;-4.943;23.242;3.178
1320;-5.697;25.789;2.888
1330;-7.371;28.9;2.608
1340;-9.044;32.081;2.371
1350;-10.925;35.312;2.345
1360;-11.122;38.545;1.905
1370;-11.397;41.059;1.717
1380;-9.507;42.097;1.08
1390;-7.612;43.042;1.099
1400;-5.28;44.112;0.88
1410;-2.946;45.189;1.289
1420;-0.507;47.113;1.221
1430;0.773;48.923;1.205
1440;1.952;50.811;1.433
1450;3.014;50.694;0.978
1460;3.958;50.582;0.366
1470;4.699;49.345;-1.203
1480;6.525;47.952;-3.051
1490;8.349;46.616;-4.85
1500;10.898;44.6;-6.905
1510;13.291;42.586;-7.794
1520;15.851;41.281;-8.025
1530;18.812;39.938;-7.251
1540;21.984;38.54;-6.422
1550;24.196;36.997;-6.59
1560;26.447;35.458;-6.919
1570;28.69;33.6;-6.244
1580;29.892;30.346;-5.448
1590;30.92;27.117;-5.047
1600;31.35;23.698;-4.854
1610;30.89;17.992;-6.321
1620;30.657;12.994;-8.029
1630;29.743;8.738;-9.094
1640;28.644;4.149;-10.559
1650;27.545;0.076;-10.95
1660;26.708;-2.852;-12.702
1670;25.822;-5.992;-13.097
1680;25.497;-9.032;-13.051
1690;25.15;-12.546;-12.727
1700;24.884;-14.753;-11.643
1710;24.321;-16.719;-10.419
1720;23.488;-17.436;-9.356
1730;22.335;-18.308;-8.012
1740;21.154;-19.083;-7.332
1750;19.614;-20.039;-6.532
1760;18.046;-21.084;-4.803
1770;16.357;-21.657;-3.033
1780;14.029;-21.708;-2.021
1790;12.052;-22.628;-1.608
1800;10.716;-23.983;-0.694
1810;9.614;-25.374;-0.379
1820;7.952;-26.706;-1.01
1830;7.21;-27.686;-1.686
1840;6.371;-28.481;-1.961
1850;5.772;-29.189;-2.057
1860;5.201;-30.083;-0.912
1870;4.15;-30.997;0.106
1880;2.819;-31.981;0.724
1890;1.799;-32.221;1.321
1900;0.578;-31.178;2.159
1910;-0.663;-30.046;3.596
1920;-0.985;-30.114;5.233
1930;-1.327;-30.101;6.32
1940;-1.897;-29.912;7.897
1950;-1.426;-29.237;8.713
1960;-1.218;-28.287;9.705
1970;-0.25;-27.774;10.857
1980;0.512;-27.164;10.963
1990;1.363;-26.392;10.589
2000;1.094;-25.161;10.367
2010;0.901;-23.952;9.985
2020;0.308;-22.672;8.726
2030;-0.148;-21.288;7.226
2040;-0.159;-19.348;6.458
2050;0.15;-17.149;5.414
2060;0.301;-15.088;4.97
2070;2.091;-14.134;4.822
2080;3.778;-13.097;4.754
2090;5.505;-12.309;5.486
2100;7.592;-11.35;6.817
2110;9.775;-10.35;7.872
2120;11.559;-9.006;8.327
2130;13.446;-7.737;8.801
2140;14.172;-6.648;8.996
2150;14.819;-7.011;8.098
2160;15.411;-7.332;7.639
2170;15.123;-6.31;6.979
2180;14.766;-5.109;6.731
2190;15.408;-3.604;5.883
2200;15.051;-2.08;5.142
2210;14.721;-0.487;3.881
2220;12.672;1.239;2.572
2230;10.781;2.806;2.063
2240;9.73;4.692;2.801
2250;9.487;6.672;3.579
2260;9.175;8.306;3.843
2270;9.663;9.61;4.414
2280;10;10.996;5.225
2290;8.977;11.92;6.29
2300;7.932;11.79;7.954
2310;6.923;11.702;9.739
