timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-1-.1;41: wc-1-.2;42: wc-1-.3;43: wc-2-.1;44: wc-2-.2;45: wc-2-.3
4740;-34.681;-24.937;-0.248;-60.131;-42.406;-144.553;24.138;-130.643;-102.815;10.546;-26.003;28.087;2.4;69.185;-28.81
4750;-30.826;-27.578;-1.011;-50.182;-37.583;-138.676;22.397;-127.379;-101.539;6.836;-27.774;26.429;3.855;70.524;-29.545
4760;-28.436;-27.805;-1.643;-39.714;-34.268;-131.72;21.186;-124.021;-99.793;4.49;-29.374;25.923;4.583;67.767;-30.061
4770;-25.575;-28.13;1.015;-30.233;-32.046;-123.923;19.913;-121.756;-98.166;2.149;-29.808;25.59;4.091;62.89;-29.261
4780;-21.457;-27.226;3.714;-23.803;-30.316;-117.541;17.701;-118.971;-96.339;0.401;-29.428;25.306;4.132;60;-25.942
4790;-17.411;-26.474;8.854;-18.48;-25.543;-111.315;16.324;-115.01;-94.292;0.003;-28.727;25.428;5.135;58.011;-22.215
4800;-10.648;-25.909;13.89;-11.457;-20.468;-105.468;15.309;-111.454;-92.4;-0.125;-27.259;24.35;6.039;53.95;-18.703
4810;-3.35;-25.268;17.686;-4.167;-12.098;-98.887;13.644;-108.316;-90.379;0.506;-24.982;20.932;6.677;47.157;-15.709
4820;5.428;-28.476;19.749;3.702;-2.316;-91.978;11.019;-104.703;-88.084;3.062;-23.488;17.869;7.109;42.345;-12.476
4830;14.694;-32.404;21.799;9.154;5.91;-84.211;8.825;-100.818;-84.983;3.487;-23.234;14.137;7.09;42.345;-10.043
4840;25.039;-32.857;27.208;12.516;14.923;-76.236;7.797;-97.768;-81.823;2.283;-22.876;10.359;7.028;45.203;-8.902
4850;36.869;-31.728;32.88;19.266;23.53;-68.261;7.832;-96.163;-79.149;1.165;-21.884;4.535;6.846;46.749;-7.761
4860;48.623;-29.706;40.832;26.299;34.559;-60.294;7.309;-94.708;-73.68;0.432;-21.276;-0.444;6.334;45.766;-4.806
4870;57.67;-26.036;48.901;33.963;47.981;-54.815;7.28;-92.966;-67.07;0.218;-20.01;-1.865;5.966;46.109;-1.262
4880;66.677;-22.379;57.548;40.246;62.526;-48.309;7.484;-88.73;-60.393;-0.954;-18.27;-0.716;5.752;47.395;0.088
4890;73.481;-17.218;64.121;48.37;76.565;-39.131;6.895;-83.047;-53.297;-2.017;-15.828;1.197;5.259;47.948;-0.775
4900;78.905;-12.263;70.406;57.868;93.019;-29.836;6.099;-76.543;-45.801;-3.029;-14.185;2.324;4.597;45.844;-2.065
4910;83.315;-6.112;76.865;67.338;108.423;-19.025;5.441;-69.655;-39.542;-3.026;-13.517;1.103;4.048;43.792;-1.549
4920;85.803;-0.48;83.476;77.652;121.599;-7.574;4.555;-64.21;-33.201;-2.593;-12.992;-0.884;3.993;45.247;2.819
4930;84.931;8.822;90.487;86.447;134.643;3.761;3.523;-57.011;-27.088;-4.619;-11.528;-2.612;3.88;44.385;7.503
4940;84.055;18.204;98.326;91.542;145.534;13.728;2.539;-48.284;-20.92;-6.614;-9.011;-2.586;4.014;38.772;12.023
4950;85.953;28.935;105.244;94.326;154.019;23.412;2.869;-38.847;-15.966;-7.752;-5.961;-0.75;4.314;29.672;17.083
4960;87.097;39.885;112.383;96.699;160.755;35.072;2.875;-29.135;-11.652;-8.666;-1.474;0.386;4.375;22.97;21.621
4970;89.614;50.836;117.646;98.326;170.131;50.731;2.517;-16.885;-7.055;-9.026;3.752;1.13;3.741;22.716;25.541
4980;92.131;61.803;125.396;101.032;180.196;70.854;2.074;-3.399;-1.731;-8.788;9.502;1.548;2.908;24.124;29.818
4990;92.49;72.528;132.87;103.469;195.349;92.655;1.83;10.208;3.124;-8.538;14.663;3.219;2.763;24.879;35.128
5000;89.248;81.537;139.481;105.145;212.993;114.367;0.477;22.734;7.997;-9.41;18.57;7.658;2.988;22.754;42.163
5010;84.435;90.083;146.451;108.074;225.835;134.121;-1.487;35.206;12.657;-10.4;22.476;11.95;3.462;21.644;50.121
5020;78.764;97.797;151.948;111.67;238.028;148.415;-4.252;48.237;19.317;-13.252;26.643;17.655;4.894;21.797;56.225
5030;72.134;105.152;157.837;116.47;252.455;154.666;-6.691;62.48;27.411;-17.952;31.245;23.742;5.756;25.545;59.043
5040;65.982;112.917;163.127;121.051;266.339;161.83;-8.892;77.654;35.553;-23.495;36.17;27.452;6.428;29.53;58.586
5050;59.67;120.601;168.251;125.079;278.101;168.994;-11.279;94.152;43.946;-30.275;40.101;29.406;7.113;32.756;57.109
5060;54.03;128.286;174.542;129.4;287.192;176.706;-12.378;110.297;53.946;-38.01;43.352;31.83;7.657;35.659;56.847
5070;46.69;133.166;179.481;133.193;296.822;185.617;-11.185;124.074;62.734;-44.439;47.879;36.059;7.713;37.852;57.101
5080;40.149;138.073;185.062;138.047;306.36;195.457;-8.897;134.03;71.974;-46.701;53.526;41.143;7.433;35.287;57.84
5090;32.974;136.526;185.579;143.698;309.233;207.361;-7.604;147.299;81.239;-47.603;59.343;46.116;7.575;30.237;59.248
5100;26.679;134.93;185.807;148.052;312.12;219.183;-6.666;160.597;89.701;-50.003;65.308;53.51;8.545;27.349;61.957
5110;18.367;130.866;180.112;152.403;306.468;230.252;-5.955;174.388;96.892;-52.11;71.956;60.712;10.221;28.913;63.117
5120;12.03;127.414;174.217;155.186;296.919;243.166;-5.046;189.083;103.841;-54.843;78.207;67.017;10.946;31.779;63.817
5130;2.945;122.844;164.481;154.659;290.001;251.092;-4.608;204.581;110.252;-58.137;83.862;71.126;10.64;27.239;64.779
5140;-5.017;120.114;153.463;151.463;282.954;253.519;-4.68;220.644;116.189;-61.855;89.368;73.721;9.943;18.188;66.01
5150;-12.978;117.012;142.445;146.143;274.888;256;-4.756;234.4;122.32;-65.13;95.338;75.284;9.509;12.246;66.869
5160;-21.243;112.553;129.938;141.852;266.503;256.721;-5.17;248.53;127.441;-68.825;101.971;76.794;9.454;6.574;67.27
5170;-30.215;108.094;116.961;137.69;257.873;257.106;-6.172;262.308;131.974;-73.05;108.058;79.764;9.575;0.588;67.469
5180;-40.12;100.052;104.305;134.341;250.85;256.633;-8.508;274.379;136.069;-77.081;113.71;84.415;9.401;-7.69;67.469
5190;-50.767;91.726;93.527;133.239;242.975;252.981;-11.377;284.868;139.995;-80.43;118.68;89.287;9.644;-16.789;67.356
5200;-61.641;82.077;83.491;131.519;234.766;246.368;-14.946;293.492;146.542;-82.661;124.661;91.854;9.211;-24.163;66.698
5210;-71.818;73.349;74.19;129.068;226.99;240.055;-17.367;302.375;153.102;-84.746;130.207;94.553;8.189;-29.64;66.331
5220;-80.99;64.972;65.999;125.719;216.636;231.512;-19.647;309.908;160.389;-84.807;134.688;97.377;7.575;-31.768;66.764
5230;-89.423;57.476;57.059;122.159;206.308;222.429;-22.357;315.495;166.153;-82.794;137.614;101.919;7.197;-32.6;66.186
5240;-95.523;49.495;47.71;119.548;190.713;208.872;-25.019;319.108;172.659;-81.028;139.942;107.281;5.263;-35.557;63.472
5250;-101.284;43.353;39.694;117.709;172.735;193.139;-26.702;322.557;179.161;-79.879;142.432;111.517;2.846;-37.866;59.199
5260;-105.426;37.211;31.691;113.807;159.764;179.128;-28.364;324.854;184.978;-78.92;145.368;113.77;0.521;-38.941;53.283
5270;-109.32;30.865;23.248;108.512;148.2;171.743;-30.582;326.177;187.819;-76.702;148.697;114.034;-0.84;-39.778;48.364
5280;-111.021;22.719;14.617;103.53;132.724;169.92;-32.688;321.364;188.655;-74.789;152.41;113.859;-0.39;-43.204;44.93
5290;-110.586;14.486;4.396;97.916;116.077;166.768;-34.988;311.807;189.537;-73.785;156.037;113.739;-0.079;-47.041;43.051
5300;-109.89;6.52;-7.433;91.921;101.935;163.479;-37.182;300.196;189.243;-73.11;159.794;113.763;-0.523;-50.801;40.614
5310;-110.49;-1.275;-20.233;86.196;86.117;159.909;-39.097;288.898;186.266;-70.703;161.385;114.572;-1.45;-55.726;36.801
5320;-111.048;-8.538;-31.792;80.55;66.494;156.134;-41.059;277.815;182.134;-68.898;160.619;114.404;-1.803;-62.337;33.519
5330;-111.062;-16.257;-42.797;75.669;46.262;150.741;-43.966;268.112;176.225;-68.045;159.175;112.332;-1.564;-65.952;31.003
5340;-109.574;-21.272;-52.817;71.072;32.579;141.436;-46.508;254.632;169.985;-67.316;157.843;109.837;-2.283;-67.008;28.244
5350;-107.851;-26.459;-63.043;65.92;18.71;130.251;-50.13;239.697;162.859;-65.822;157.022;106.977;-3.948;-68.343;23.71
5360;-103.141;-29.09;-71.589;60.786;13.789;117.651;-52.593;222.629;155.429;-64.051;156.619;103.737;-5.931;-72.017;19.017
5370;-98.534;-31.72;-80.979;54.207;12.15;103.847;-54.472;204.857;147.45;-59.971;155.189;100.269;-7.316;-76.807;14.428
5380;-92.486;-31.555;-87.701;49.994;7.636;91.251;-55.934;186.803;140.072;-54.233;153.39;97.292;-8.335;-76.851;10.261
5390;-87.041;-31.59;-91.203;45.863;2.557;82.861;-57.135;167.032;132.69;-48.625;151.632;95.789;-10.383;-73.159;7.004
5400;-81.949;-31.481;-94.181;41.739;-4.026;76.636;-58.681;150.559;125.535;-41.625;150.321;95.168;-12.985;-68.777;4.281
5410;-76.059;-31.473;-95.412;36.156;-10.534;67.423;-60.844;134.681;119.287;-36.345;148.506;94.943;-15.022;-61.796;1.443
5420;-69.977;-31.401;-95.735;29.778;-15.724;57.212;-62.437;119.039;113.229;-32.48;147.281;94.543;-15.717;-54.043;-2.003
5430;-63.49;-30.846;-96.541;22.459;-23.846;45.49;-63.086;103.109;108.306;-29.357;145.452;93.342;-15.106;-47.223;-6.109
5440;-56.843;-30.044;-98.763;13.836;-32.981;35.857;-62.975;88.617;104.182;-26.116;141.717;89.939;-15.174;-40.734;-10.214
5450;-50.623;-30.757;-101.349;5.292;-42.876;29.19;-62.69;74.586;98.884;-24.179;136.692;86.752;-14.946;-34.997;-14.116
5460;-44.004;-32.196;-104.698;-3.683;-54.596;20.59;-63.41;58.894;93.851;-23.887;132.659;83.094;-13.901;-30.13;-18.514
5470;-37.93;-35.112;-107.887;-12.321;-67.941;14.037;-63.884;41.629;87.132;-26.159;128.822;77.425;-12.08;-29.032;-22.112
5480;-32.608;-37.948;-112.519;-19.308;-82.537;5.92;-64.182;24.299;80.865;-26.619;124.385;68.567;-10.459;-29.643;-23.811
5490;-28.397;-40.823;-116.541;-27.101;-95.161;-0.52;-64.328;7.61;72.502;-26.854;120.469;58.315;-8.204;-27.888;-22.93
5500;-24.248;-42.372;-119.203;-34.599;-106.757;-5.761;-64.699;-8.301;62.891;-27.457;117.203;49.563;-6.676;-24.646;-21.353
5510;-20.659;-43.196;-120.872;-41.567;-119.298;-13.677;-64.526;-23.6;52.691;-30.181;113.603;43.273;-5.516;-21.423;-19.662
5520;-16.636;-42.99;-122.509;-47.977;-132.735;-23.534;-62.4;-38.037;42.182;-34.277;108.065;37.643;-5.519;-20.183;-19.452
5530;-13.273;-41.961;-123.833;-54.124;-145.054;-29.99;-58.995;-48.495;31.473;-36.966;100.67;33.108;-7.212;-17.801;-19.517
5540;-12.846;-40.946;-125.732;-59.057;-155.708;-33.695;-55.363;-56.109;21.001;-37.277;91.332;28.812;-7.901;-13.276;-19.313
5550;-13.08;-42.848;-126.327;-62.724;-166.585;-35.726;-51.564;-62.768;11.57;-35.143;81.418;24.124;-7.646;-7.166;-18.243
5560;-13.594;-46.444;-127.681;-67.028;-174.76;-37.862;-49.225;-69.29;3.028;-31.041;72.917;20.68;-7.377;-0.068;-16.811
5570;-15.298;-50.04;-128.956;-71.926;-180.814;-40.674;-48.166;-74.49;-4.17;-29.345;66.36;18.67;-7.501;3.526;-16.844
5580;-18.705;-53.851;-131.708;-77.527;-185.679;-44.572;-46.029;-77.832;-9.748;-29.419;61.498;17.43;-6.872;7.708;-17.319
5590;-23.994;-56.138;-132.579;-84.371;-192.239;-48.537;-44.001;-79.764;-14.971;-27.652;55.972;13.863;-5.724;13.211;-17.797
5600;-28.553;-58.225;-133.182;-90.772;-199.721;-50.439;-40.426;-80.395;-18.753;-22.619;49.404;7.71;-3.992;19.044;-18.87
5610;-33.472;-61.294;-132.6;-96.748;-207.377;-51.102;-37.975;-80.252;-22.754;-22.866;41.531;1.388;-2.716;23.095;-20.097
5620;-37.232;-64.808;-131.186;-101.501;-216.895;-51.534;-35.545;-80.392;-28.637;-25.579;34.233;-5.906;-2.028;25.583;-21.052
5630;-40.27;-70.581;-131.161;-104.84;-223.312;-53.091;-33.189;-81.76;-35.913;-27.083;26.441;-12.357;-0.385;25.783;-21.531
5640;-42.677;-77.571;-130.55;-107.084;-229.207;-57.796;-30.535;-83.484;-44.029;-26.899;18.228;-16.124;1.531;23.272;-21.854
5650;-45.201;-85.262;-128.939;-109.952;-234.837;-64.749;-27.108;-87.153;-52.697;-24.964;8.806;-18.154;3.432;19.524;-22.244
5660;-48.526;-92.299;-127.665;-112.32;-235.377;-69.254;-23.505;-91.548;-61.553;-19.259;-0.425;-22.014;4.674;17.597;-23.022
5670;-52.382;-98.124;-127.21;-115.11;-237.374;-74.479;-20.903;-93.412;-69.192;-10.926;-10.152;-29.75;4.782;17.681;-23.719
5680;-55.621;-104.109;-127.635;-116.237;-239.503;-78.061;-18.183;-94.648;-76.21;-5.728;-16.501;-39.932;3.764;19.814;-22.586
5690;-57.592;-110.026;-127.211;-115.072;-239.567;-80.633;-15.138;-96.603;-84.741;-1.259;-23.294;-49.523;2.975;22.625;-20.588
5700;-59.666;-114.79;-127.12;-113.121;-238.95;-82.726;-12.17;-98.095;-93.353;4.567;-31.954;-58.109;2.461;25.295;-19.018
5710;-61.461;-119.472;-123.76;-109.971;-234.33;-85.386;-9.37;-97.652;-102.261;12.123;-41.545;-64.92;1.497;27.908;-17.342
5720;-62.07;-123.193;-119.651;-107.039;-228.212;-90.708;-7.858;-96.35;-110.49;19.594;-50.685;-72.087;-0.434;29.099;-16.483
5730;-62.432;-126.297;-113.403;-105.492;-222.172;-97.65;-6.644;-94.986;-118.545;24.946;-58.877;-78.684;-2.804;29.408;-16.593
5740;-62.313;-129.572;-108.523;-103.952;-215.261;-104.757;-4.844;-92.919;-125.614;31.691;-67.294;-84.452;-4.756;28.349;-18.121
5750;-61.939;-130.833;-105.495;-103.106;-208.721;-111.257;-2.338;-90.403;-131.665;38.807;-76.27;-89.712;-5.662;24.603;-20.835
5760;-61.498;-130.303;-103.535;-102.886;-202.117;-114.819;1.279;-89.417;-136.284;48.858;-84.632;-94.174;-5.873;20.288;-23.252
5770;-61.062;-129.774;-98.839;-102.335;-197.192;-116.316;3.921;-89.429;-139.683;61.775;-91.521;-97.606;-5.516;16.502;-25.692
5780;-60.661;-128.119;-94.08;-102.513;-192.763;-117.476;5.745;-87.823;-143.12;75.966;-98.247;-102.796;-4.743;14.317;-28.005
5790;-58.673;-125.572;-90.561;-103.237;-188.979;-120.943;7.608;-85.023;-146.851;90.181;-104.775;-107.106;-4.637;12.814;-29.098
5800;-55.166;-121.411;-87.472;-104.381;-184.01;-126.279;10.135;-82.04;-151.972;102.869;-110.298;-107.652;-4.61;10.451;-28.939
5810;-50.857;-115.465;-83.505;-105.604;-179.487;-132.079;13.861;-80.026;-157.423;113.535;-116.326;-111.334;-4.392;8.316;-29.716
5820;-45.498;-110.479;-80.977;-106.579;-174.517;-137.935;17.661;-77.745;-162.881;126.47;-123.062;-115.959;-3.956;13.302;-30.103
5830;-40.015;-104.677;-78.652;-108.796;-167.068;-140.764;19.883;-77.207;-168.935;139.665;-129.931;-120.44;-4.415;19.97;-30.068
5840;-34.754;-101.119;-76.621;-110.106;-157.422;-142.982;21.716;-77.018;-175.207;150.141;-136.117;-123.061;-4.345;23.833;-29.41
5850;-31.792;-98.225;-75.208;-110.673;-147.015;-144.24;23.034;-78.033;-182.211;157.785;-141.137;-123.343;-6.126;23.705;-27.594
5860;-29.481;-95.394;-72.034;-109.472;-139.974;-145.888;24.964;-79.436;-187.766;169.535;-146.014;-122.8;-7.08;24.275;-25.393
5870;-28.977;-92.015;-68.676;-105.756;-133.214;-150.263;27.014;-80.516;-190.27;181.857;-151.192;-120.549;-7.074;27.299;-22.983
5880;-28.354;-88.636;-63.357;-102.535;-130.287;-155.292;29.56;-80.51;-191.357;192.361;-156.204;-120.029;-7.25;34.563;-21.406
5890;-27.56;-85.357;-58.868;-98.661;-125.994;-159.286;31.688;-81.161;-191.866;201.885;-160.526;-123.345;-7.102;44.454;-20.912
5900;-26.113;-81.469;-55.868;-94.643;-118.283;-162.354;33.742;-81.45;-191.208;208.218;-163.441;-124.833;-7.371;53.182;-20.83
5910;-23.539;-77.581;-52.979;-90.356;-111.05;-163.923;37.302;-82.094;-190.378;212.326;-164.113;-127.12;-7.828;58.425;-19.197
5920;-20.446;-72.913;-48.614;-85.843;-100.652;-164.651;42.931;-85.353;-190.094;214.59;-164.957;-129.07;-9.123;60.986;-17.679
5930;-17.379;-67.934;-43.317;-81.412;-89.503;-165.537;48.892;-88.57;-189.822;220.948;-168.635;-128.406;-10.098;61.731;-18.899
5940;-16.383;-63.437;-38.913;-77.441;-82.041;-166.84;53.777;-90.628;-188.287;226.939;-169.952;-125.316;-10.058;58.417;-21.935
5950;-16.215;-59.47;-34.684;-75.923;-73.585;-168.327;57.963;-92.168;-186.239;229.166;-169.308;-124.433;-9.417;56.119;-24.914
5960;-16.981;-55.11;-33.662;-74.432;-67.455;-168.468;62.452;-93.479;-183.414;230.033;-168.222;-125.268;-9.334;52.799;-27.43
5970;-17.986;-51.15;-31.92;-71.634;-59.299;-167.953;68.734;-94.938;-181.441;230.244;-167.564;-123.56;-9.55;50.117;-29.09
5980;-19.219;-45.964;-29.894;-67.885;-47.79;-166.32;75.037;-95.913;-179.931;227.957;-166.451;-119.913;-9.519;48.161;-30.561
5990;-19.211;-39.233;-27.506;-63.109;-39.008;-164.79;80.956;-94.301;-177.334;223.876;-164.96;-118.121;-8.883;47.937;-32.713
6000;-19.479;-34.738;-25.811;-59.651;-31.723;-163.217;85.458;-93.917;-174.596;220.028;-162.906;-117.159;-7.305;50.461;-34.491
6010;-20.59;-33.35;-24.803;-55.633;-26.046;-160.452;87.779;-92.535;-173.855;216.634;-161.819;-119.492;-5.604;53.626;-35.492
6020;-22.982;-32.426;-26.634;-51.902;-19.09;-157.97;90.297;-93.65;-173.48;210.13;-162.84;-122.177;-4.148;57.148;-35.604
6030;-25.539;-31.823;-27.462;-47.884;-11.818;-155.417;93.615;-95.157;-173.309;200.243;-163.206;-123.484;-3.196;59.189;-35.226
6040;-30.759;-30.841;-26.137;-44.435;-2.549;-154.822;96.923;-98.619;-172.788;189.328;-162.703;-125.852;-3.018;60.477;-36.099
6050;-37.052;-30.108;-21.411;-41.25;9.564;-154.199;98.786;-101.444;-171.374;179.172;-162.454;-130.607;-2.928;60.517;-38.356
6060;-43.298;-27.192;-15.745;-38.509;23.669;-150.634;99.759;-104.394;-170.353;168.989;-161.299;-132.222;-2.484;61.69;-39.946
6070;-49.543;-22.513;-10.058;-34.539;40.334;-147.193;100.194;-108.178;-167.156;157.876;-157.157;-131.61;-2.754;61.943;-39.943
6080;-55.686;-17.559;-5.891;-30.186;58.832;-141.473;100.51;-110.761;-163.443;146.586;-155.055;-129.214;-4.513;61.33;-39.767
6090;-60.884;-10.821;-3.895;-25.73;77.372;-134.589;100.556;-113.772;-158.396;134.317;-154.633;-124.29;-6.717;60.611;-40.648
6100;-62.72;-3.651;-2.004;-21.495;98.541;-129.338;100.186;-116.103;-152.374;121.378;-152.921;-121.879;-7.452;59.869;-42.589
6110;-64.673;3.519;-2.156;-18.381;121.183;-123.614;99.963;-118.634;-146.119;109.937;-150.161;-121.211;-8.534;58.164;-44.917
6120;-62.826;10.153;-3.27;-16.585;142.428;-116.634;99.443;-120.914;-139.629;98.941;-145.71;-121.804;-10.199;54.705;-46.81
6130;-61.021;18.108;-4.68;-15.458;162.886;-110.822;98.356;-124.953;-133.137;86.84;-140.732;-122.913;-12.157;50.419;-47.549
6140;-53.604;26.542;-5.21;-15.549;183.557;-103.116;97.123;-127.663;-125.927;73.245;-134.814;-123.524;-13.49;45.811;-47.549
6150;-45.732;38.054;-4.219;-14.49;204.908;-96.086;95.497;-129.963;-119.879;58.415;-128.974;-127.975;-13.593;41.519;-47.403
6160;-38.061;49.052;-2.76;-11.665;223.057;-90.086;92.966;-131.857;-113.523;40.982;-125.596;-129.761;-12.731;36.964;-48.794
6170;-28.309;59.458;0.389;-7.101;238.845;-85.473;89.629;-132.163;-106.196;25.098;-123.13;-126.295;-10.341;32.314;-49.519
6180;-17.716;68.12;7.09;-3.121;252.415;-80.476;86.092;-132.739;-98.883;9.001;-119.458;-122.116;-7.923;27.063;-48.898
6190;-5.299;76.103;13.51;0.819;266.852;-75.408;82.572;-133.564;-91.59;-7.799;-115.808;-119.672;-7.852;25.349;-47.964
6200;7.381;84.523;21.67;6.274;282.607;-68.705;77.928;-135.094;-83.982;-22.406;-112.306;-115.379;-7.761;23.97;-46.761
6210;20.543;94.448;28.811;11.596;300.908;-60.222;73.244;-137.479;-77.105;-34.203;-108.81;-110.283;-6.561;21.761;-44.337
6220;31.786;105.244;35.004;15.55;316.101;-52.746;68.394;-137.629;-70.458;-43.997;-104.669;-105.455;-4.39;19.165;-41.321
6230;43.211;115.04;38.317;17.705;329.932;-44.141;64.305;-136.472;-61.065;-53.291;-99.927;-101.135;-2.292;15.167;-38.469
6240;52.349;123.069;40.55;18.237;343.375;-35.469;60.357;-136.436;-52.137;-62.603;-94.594;-96.01;-1.236;11.106;-36.223
6250;62.527;131.091;43.338;19.19;355.995;-26.324;56.908;-132.806;-43.241;-70.174;-88.874;-92.356;-1.203;8.337;-34.126
6260;72.691;138.837;48.673;18.869;370.152;-19.197;54.034;-127.786;-29.286;-78.105;-82.801;-88.497;-0.819;6.217;-30.615
6270;83.935;145.979;55.159;19.542;387.229;-10.17;50.92;-119.526;-12.163;-84.203;-75.152;-82.909;0.534;3.866;-27.091
6280;93.295;153.121;61.226;20.297;402.659;-0.691;46.81;-112.087;4.585;-88.51;-67.465;-76.746;2.668;-0.839;-24.859
6290;103.636;160.023;68.985;22.685;410.149;11.53;42.811;-103.615;21.422;-92.737;-59.735;-69.863;5.503;-7.259;-22.474
6300;113.617;168.913;74.731;28.065;413.788;24.121;39.818;-95.165;39.308;-96.69;-52.92;-61.476;8.298;-10.599;-18.057
6310;123.687;175.683;80.026;33.745;410.77;36.338;36.823;-85.53;58.717;-100.29;-45.614;-50.926;10.916;-14.639;-11.343
6320;132.574;181.861;85.93;41.257;405.811;50.906;33.236;-75.672;76.359;-102.782;-39.739;-43.364;14.065;-19.942;-6.192
6330;140.152;186.092;93.364;47.52;395.211;61.772;30.061;-66.702;93.719;-103.223;-31.823;-38.206;18.233;-26.399;-3.537
6340;147.069;189.128;102.909;51.774;382.999;71.061;27.826;-58.108;109.898;-101.261;-22.214;-35.21;21.571;-30.981;0.483
6350;150.986;188.611;113.743;56.183;367.95;78.255;25.874;-48.927;125.127;-99.659;-12.995;-28.371;24.727;-32.665;7.625
6360;154.752;186.2;125.37;60.876;348.971;84.514;23.287;-36.583;141.134;-102.96;-2.27;-19.167;27.375;-33.488;17.433
6370;155.546;183.772;139.007;65.439;331.672;91.091;20.65;-22.815;158.429;-105.887;4.968;-8.099;29.688;-33.109;26.291
6380;156.292;180.948;152.644;71.159;314.713;98.857;18.017;-9.443;176.21;-106.03;11.713;4.44;31.803;-33.52;32.905
6390;152.168;178.702;165.541;76.699;295.275;107.197;15.276;4.501;193.873;-105.159;19.378;13.818;34.063;-34.241;38.364
6400;145.604;173.222;176.072;82.989;271.716;117.341;12.211;17.636;211.377;-104.337;29.48;19.382;35.877;-34.92;43.24
6410;139.116;166.752;183.541;88.305;248.346;128.363;9.079;30.321;228.208;-100.519;39.233;25.418;35.869;-35.782;47.92
6420;129.098;160.247;188.043;92.207;226.575;143.498;6.385;44.61;242.993;-96.643;49.014;30.914;34.357;-37.6;51.433
6430;117.898;154.977;187.105;95.634;206.749;160.548;4.257;60.596;257.05;-93.305;58.788;35.668;33.086;-38.418;54.56
6440;106.388;149.85;184.542;98.021;186.895;178.665;2.12;77.912;271.92;-88.658;69.074;39.672;33.959;-36.437;59.014
6450;97.477;144.723;179.781;99.298;162.405;194.857;0.519;94.577;286.115;-83.615;77.365;44.025;34.688;-33.808;64.608
6460;88.16;135.783;173.299;99.211;135.164;206.826;-1.04;112.548;300.448;-78.858;85.265;48.054;34.96;-30.51;69.887
6470;77.781;124.356;166.545;97.713;110.643;219.628;-3.272;129.095;313.11;-73.397;93.603;50.076;35.794;-27.025;73.546
6480;64.807;112.928;161.703;97.046;84.71;232.214;-5.985;146.654;321.681;-65.97;103.436;53.277;37.794;-22.214;76.44
6490;52.033;102.137;160.062;99.277;61.161;244.217;-8.988;164.152;330.343;-57.182;112.477;59.88;40.086;-18.246;79.408
6500;38.579;92.633;159.506;101.91;39.295;255.081;-11.73;179.596;338.206;-47.975;119.299;69.081;41.457;-15.534;82.354
6510;25.509;84.342;157.081;104.262;18.219;262.994;-14.09;192.883;341.697;-39.643;125.532;78.35;40.906;-13.261;83.101
6520;12.348;76.742;152.497;106.779;-6.33;267.418;-17.434;203.8;341.594;-33.143;134.221;84.546;39.185;-10.879;83.553
6530;2.01;69.208;145.681;108.702;-29.185;271.37;-22.119;212.983;342.036;-28.428;139.603;89.621;37.21;-7.182;85.192
6540;-8.646;60.527;137.313;110.265;-45.861;274.604;-27.167;220.215;341.721;-23.025;144.084;94.658;34.646;-2.85;88.16
6550;-18.861;50.054;128.265;110.086;-61.59;276.201;-32.001;225.394;339.361;-16.894;149.48;97.457;32.966;1.479;89.232
6560;-30.032;38.945;119.174;109.807;-74.142;272.164;-36.892;231.146;334.734;-13.47;155.822;98.444;30.797;5.993;86.921
6570;-40.597;27.425;109.323;107.041;-87.506;266.092;-41.164;236.668;329.643;-11.128;161.852;100.684;27.919;10.377;85.406
6580;-50.883;16.033;99.528;106.953;-99.244;256.059;-46.032;242.183;324.343;-9.321;166.255;102.004;25.135;13.399;83.466
6590;-60.775;4.697;89.277;108.634;-108.783;247.043;-51.698;245.225;315.957;-8.643;169.374;101.454;22.062;13.654;81.789
6600;-68.748;-4.279;77.866;108.688;-118.622;241.806;-56.84;246.687;306.401;-9.812;169.99;100.186;18.622;12.077;77.481
6610;-75.108;-11.084;64.956;107.757;-125.65;236.945;-60.152;247.815;296.739;-9.021;167.439;104.021;16.686;10.417;70.177
6620;-80.705;-18.45;52.087;105.139;-133.388;233.488;-62.473;246.954;284.233;-8.45;169.061;106.632;15.85;7.549;62.804
6630;-86.302;-26.043;36.858;102.919;-139.372;228.113;-63.892;245.499;272.077;-6.572;171.263;106.988;15.879;5.695;56.866
6640;-91.272;-33.87;20.821;102.186;-143.25;222.887;-66.197;242.011;258.901;-4.594;172.095;114.686;16.45;5.519;51.943
6650;-95.814;-40.037;5.326;100.774;-146.674;212.581;-68.857;239.127;246.513;-1.712;169.441;123.292;15.726;5.908;48.284
6660;-100.189;-44.859;-6.61;98.88;-151.09;201.759;-70.945;237.818;234.766;0.778;166.497;128.588;14.977;6.186;45.643
6670;-103.143;-50.127;-17.543;94.691;-156.119;188.743;-73.292;235.472;221.881;4.375;162.825;131.977;14.524;7.327;42.971
6680;-105.218;-56.961;-26.555;90.101;-160.654;174.172;-75.71;231.444;208.659;9.277;158.137;136.684;14.461;12.262;41.086
6690;-106.989;-63.281;-32.777;85.655;-163.735;159.745;-77.902;225.319;194.098;8.13;152.088;142.895;14.59;15.033;37.181
