timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-2+.1;41: wc-2+.2;42: wc-2+.3;43: wc-1-.1;44: wc-1-.2;45: wc-1-.3
1020;-73.159;-109.226;-142.122;-123.005;-48.342;-85.55;-83.07;-36.573;-88.591;-96.43;-6.027;-134.822;-70.003;-141.246;91.538
1030;-70.409;-103.878;-139.448;-106.861;-39.988;-78.015;-79.023;-29.718;-84.959;-94.745;-6.108;-136.297;-66.747;-131.807;87.417
1040;-68.373;-99.387;-137.48;-92.8;-32.573;-71.8;-75.093;-22.613;-81.133;-93.427;-6.28;-137.733;-62.48;-124.04;85.8
1050;-66.691;-95.553;-135.934;-74.434;-27.036;-65.576;-71.773;-16.293;-77.089;-91.868;-6.447;-139.132;-57.964;-117.579;84.431
1060;-66.461;-92.94;-134.678;-58.219;-22.332;-60.056;-69.191;-9.721;-74.313;-90.58;-6.434;-140.493;-53.746;-112.593;84.478
1070;-66.316;-90.739;-133.701;-43.795;-18.842;-55.667;-65.91;-2.03;-71.97;-89.295;-6.436;-141.821;-50.671;-108.581;84.731
1080;-65.821;-88.303;-131.065;-37.129;-16.667;-51.755;-62.876;4.897;-70.022;-88.041;-6.248;-142.886;-48.759;-103.872;80.199
1090;-65.463;-86.175;-128.825;-31.1;-14.75;-47.575;-61.113;9.225;-67.95;-86.962;-6.075;-143.925;-47.363;-97.75;75.938
1100;-64.996;-84.388;-125.55;-25.619;-12.333;-43.804;-59.677;13.249;-65.989;-85.896;-5.201;-144.891;-46.54;-91.778;69.538
1110;-64.3;-82.835;-122.705;-22.892;-11.389;-40.448;-58.075;15.769;-64.198;-84.141;-4.404;-145.836;-45.317;-85.78;65.33
1120;-63.73;-80.362;-119.255;-20.398;-11.249;-37.136;-55.577;18.153;-62.492;-82.568;-3.95;-146.761;-44.176;-82.292;62.043
1130;-62.857;-78.536;-116.167;-18.107;-12.601;-33.744;-53.089;19.673;-61.113;-81.536;-3.548;-147.667;-42.607;-79.5;58.5
1140;-61.412;-75.981;-115.278;-12.72;-13.998;-32.174;-50.868;20.894;-60.08;-79.873;-3.911;-148.706;-41.151;-78.005;55.934
1150;-57.369;-64.901;-107.341;-10.189;-6.64;-27.79;-40.631;35.652;-48.825;-77.151;-4.128;-149.713;-34.308;-63.357;41.071
1160;-52.558;-55.071;-98.979;-7.674;2.008;-23.491;-30.709;50.376;-37.5;-74.802;-4.824;-146.857;-27.896;-48.717;25.303
1170;-47.783;-44.997;-90.6;-5.289;10.67;-19.503;-25.245;59.171;-31.995;-72.386;-5.504;-143.977;-22.568;-36.462;33.271
1180;-43.958;-38.381;-85.925;12.005;15.498;-15.034;-20.477;62.506;-28.442;-69.944;-6.168;-141.075;-19.999;-24.36;40.893
1190;-38.982;-33.111;-81.758;29.287;20.338;-10.518;-17.604;63.856;-25.604;-67.322;-6.818;-138.151;-17.462;-19.664;29.211
1200;-35.193;-31.494;-80.804;43.177;21.465;-5.521;-15.045;63.149;-22.805;-64.72;-7.211;-135.206;-15.297;-13.566;18.305
1210;-30.232;-28.17;-80.557;54.651;22.6;-0.838;-13.29;61.421;-21.21;-62.097;-7.597;-132.197;-11.811;-7.964;20.928
1220;-26.713;-27.99;-79.988;66.11;22.104;4.292;-11.578;58.563;-20.527;-59.175;-7.973;-129.17;-8.228;-2.548;22.408
1230;-25.06;-27.102;-78.83;76.279;21.934;9.164;-9.473;55.202;-19.912;-55.681;-8.342;-121.284;-5.117;1.043;23.243
1240;-23.651;-26.533;-77.051;77.032;20.486;13.288;-7.931;51.48;-19.227;-52.175;-8.766;-113.381;-2.804;4.619;18.968
1250;-23.551;-27.099;-74.06;77.769;18.8;17.915;-6.506;50.417;-18.75;-48.698;-8.622;-105.461;-0.53;7.33;15.248
1260;-24.242;-28.639;-72.489;76.401;16.199;19.224;-5.481;48.655;-17.626;-43.969;-8.468;-97.524;1.349;9.233;10.349
1270;-23.523;-28.905;-69.055;70.165;14.002;20.534;-3.876;46.354;-16.155;-40.827;-8.307;-89.439;2.11;11.589;8.261
1280;-22.547;-27.654;-65.128;63.942;14.762;20.627;-2.175;44.01;-14.636;-37.866;-8.4;-81.341;2.793;12.878;10.054
1290;-21.6;-26.82;-59.67;56.82;15.2;20.72;-0.5;41.02;-13.62;-34.97;-7.4;-73.19;4.54;13.8;8.95
1300;-20.81;-26.034;-54.213;45.556;15.642;20.065;1.055;38.728;-13.118;-32.379;-6.387;-65.027;3.973;14.641;3.408
1310;-19.045;-25.106;-49.915;34.308;15.598;19.454;2.413;35.522;-12.067;-29.744;-5.482;-56.853;3.404;16.22;-2.687
1320;-16.192;-26.395;-45.606;26.184;13.127;19.421;2.845;30.193;-11.037;-26.976;-4.216;-48.667;3.662;17.935;-9.946
1330;-13.649;-28.102;-41.765;23.028;10.832;20.188;3.41;24.969;-9.878;-24.315;-3.585;-40.47;5.122;19.695;-13.501
