timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.2;20: frq1-.3;;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;26: frq9+.3;27: frq10+.1;28: frq10+.2;29: frq10+.3
2750;-197.848;-195.292;-226.753;28.847;32.555;;-46.281;-128.743;-132.232;182.033;140.417;227.875;26.574;133.523;137.668
2760;-191.855;-189.203;-225.003;35.328;45.139;;-50.057;-130.683;-130.512;177.683;145.884;242.801;26.709;137.956;145.974
2770;-185.701;-182.952;-223.779;42.219;58.201;;-53.994;-132.582;-129.092;176.022;151.49;257.728;26.72;140.109;156.12
2780;-175.091;-175.243;-220.634;50.466;71.058;;-57.099;-133.461;-127.708;174.313;158.604;273.029;25.806;141.863;168.319
2790;-163.057;-166.581;-217.171;59.381;85.378;;-58.977;-133.13;-126.011;169.861;165.712;288.971;24.974;141.379;179.726
2800;-150.862;-157.959;-214.068;70.77;100.037;;-60.934;-132.799;-124.487;165.112;171.819;300.49;23.702;138.975;189.763
2810;-135.673;-147.917;-210.364;82.207;114.137;;-62.15;-131.592;-121.959;156.59;177.961;311.85;22.341;134.457;196.495
2820;-120.756;-137.469;-205.014;93.334;128.492;;-63.185;-130.385;-119.541;148.152;183.994;315.015;22.444;129.332;202.099
2830;-106.719;-127.861;-198.543;107.299;142.968;;-64.843;-128.258;-115.994;140.341;189.786;318.057;22.692;124.528;204.157
2840;-93.926;-118.19;-191.726;121.105;156.361;;-66.222;-126.11;-112.497;133.081;194.219;318.43;23.971;121.488;204.691
2850;-80.481;-105.95;-184.441;133.814;169.435;;-67.261;-123.428;-107.868;126.444;198.57;318.632;25.043;119.734;206.055
2860;-65.542;-92.361;-176.997;145.923;179.531;;-68.139;-120.341;-103.239;119.766;202.575;319.297;25.378;117.841;206.829
2870;-51.399;-78.868;-169.943;156.07;187.348;;-69.114;-117.652;-96.243;112.421;206.67;320.079;25.658;115.634;206.539
2880;-35.883;-66.692;-163;166.349;193.223;;-70.221;-114.945;-89.247;105.17;208.11;317.712;26.36;113.175;204.132
2890;-17.433;-53.688;-155.848;174.428;197.139;;-69.343;-111.885;-81.594;98.153;209.488;315.345;26.986;109.636;205.383
2900;1.519;-37.705;-146.046;182.49;199.956;;-68.778;-106.829;-73.942;92.222;207.909;308.192;27.563;105.97;206.905
2910;22.546;-22.401;-136.182;188.072;202.732;;-69.794;-101.766;-66.119;86.451;206.37;300.359;26.877;101.823;204.887
2920;46.4;-5.458;-124.83;194.572;205.357;;-70.331;-97.154;-58.516;80.916;204.739;296.24;24.848;95.708;201.422
2930;69.741;9.69;-114.33;199.513;207.302;;-70.724;-93.203;-51.025;76.101;203.149;292.161;22.117;86.712;193.757
2940;92.059;25.233;-101.185;205.251;207.072;;-71.138;-89.247;-43.913;70.901;201.674;288.352;19.421;79.211;187.199
2950;112.992;41.043;-88.343;210.989;207.266;;-71.648;-85.291;-34.974;65.701;200.32;283.942;17.146;70.767;178.032
2960;134.033;57.447;-74.324;216.204;204.621;;-71.839;-81.59;-25.917;59.434;199.368;280.574;14.83;63.483;172.183
2970;153.852;70.961;-61.545;218.79;200.666;;-71.846;-77.89;-14.382;53.168;198.617;275.59;12.829;54.812;170.819
2980;172.943;84.596;-49.011;221.177;195.388;;-71.701;-75.117;-3.673;49.516;197.452;270.8;10.91;45.462;172.735
2990;191.983;99.995;-36.84;219.581;189.967;;-71.814;-72.366;4.19;45.663;195.422;264.559;8.92;37.386;175.415
3000;210.354;115.392;-22.815;217.985;184.31;;-71.666;-67.974;11.771;43.919;192.713;258.172;7.026;29.39;178.699
3010;225.716;130.932;-11.167;216.512;179.588;;-71.43;-63.554;18.352;42.422;189.634;247.734;5.741;21.937;183.72
3020;241.968;147.113;0.661;213.959;174.367;;-70.914;-55.988;26.396;40.406;186.699;237.337;4.414;16.646;189.494
3030;253.927;162.706;13.154;209.953;169.116;;-71.379;-48.688;36.232;37.767;182.188;221.774;5.337;11.806;192.491
3040;265.077;178.007;27.244;203.942;160.666;;-72.069;-41.087;45.928;37.248;177.372;205.025;6.232;10.063;195.953
3050;274.47;194.949;41.674;195.491;152.028;;-73.305;-34.494;60.234;35.672;172.665;188.389;6.705;8.874;200.123
3060;280.703;211.054;57.748;186.437;142.567;;-74.117;-28.141;73.781;36.375;167.05;171.87;7.178;8.56;204.932
3070;287.588;227.61;73.701;177.383;132.746;;-75.054;-20.407;90.412;34.043;161.513;159.757;5.996;9.086;208.305
3080;295.306;244.182;88.268;165.719;121.251;;-76.19;-13.663;106.764;33.35;156.377;147.706;4.814;10.686;214.996
3090;305.025;261.046;101.641;153.854;110.556;;-78.061;-4.738;125.526;31.608;152.12;136.961;3.513;10.521;220.607
3100;313.996;276.484;114.855;143.058;98.921;;-79.887;2.868;142.647;30.112;147.345;126.154;2.212;9.92;224.167
3110;321.532;292.593;128.937;131.728;90.167;;-81.777;10.59;162.183;28.197;142.17;115.124;1.141;8.912;227.559
3120;330.629;307.421;143.123;122.394;81.434;;-82.754;18.313;179.44;26.352;136.705;104.128;0.069;6.796;227.783
3130;337.683;323.997;158.426;113.403;74.836;;-83.393;28.054;197.779;25.68;132.76;92.662;-1.168;4.87;230.601
3140;343.168;338.614;175.423;104.411;67.168;;-84.292;37.794;215.519;25.001;128.094;81.527;-2.406;1.788;229.419
3150;349.233;350.753;190.957;95.374;59.618;;-85.072;48.823;235.67;25.406;125.468;72.557;-4.719;-1.058;227.805
3160;352.008;362.186;206.986;84.859;51.999;;-85.499;59.852;255.342;25.734;120.91;68.748;-5.792;-4.172;229.593
3170;352.755;374.287;222.428;73.309;45.088;;-85.812;72.548;276.812;24.586;116.223;65.421;-6.851;-5.421;229.844
3180;354.01;387.365;237.526;62.211;37.778;;-84.872;85.457;297.203;23.701;109.672;63.134;-6.67;-4.556;231.095
3190;357.607;400.35;249.759;50.33;29.927;;-82.433;99.697;317.546;24.015;103.156;61.33;-5.986;-4.655;232.199
3200;362.563;412.71;262.588;38.462;21.396;;-79.59;113.806;334.662;24.509;97.105;54.766;-4.942;-4.108;230.342
3210;367.677;424.662;275.725;26.286;12.121;;-76.508;131.108;350.49;26.086;90.492;48.105;-4.167;-3.926;226.753
3220;369.669;437.757;289.497;16.552;3.887;;-73.477;151.501;363.942;26.61;83.357;39.324;-3.592;-1.971;218.921
3230;372.095;449.99;305.011;5.694;-3.792;;-70.523;172.208;375.259;25.423;76;30.295;-3.189;1.025;211.037
3240;373.916;460.194;319.659;-0.899;-11.19;;-66.414;195.003;389.505;23.381;66.367;21.295;-3.346;2.953;202.341
3250;376.012;470.465;332.847;-7.447;-18.665;;-60.065;215.797;401.829;18.348;56.923;12.495;-3.476;3.561;193.204
3260;379.335;477.428;347.404;-13.829;-27.259;;-50.16;237.759;415.036;12.102;46.785;4.909;-4.086;3.29;182.869
3270;381.724;482.396;361.954;-18.993;-35.648;;-40.276;257.04;424.04;6.768;36.303;-2.96;-4.571;3.047;172.814
3280;383.163;486.066;374.345;-23.945;-43.437;;-27.044;276.997;431.218;0.946;26.386;-10.81;-5.577;2.004;159.476
3290;382.59;489.196;384.887;-26.857;-49.622;;-10.703;296.954;439.423;-5;16.869;-18.756;-6.644;0.757;146.046
3300;383.554;488.805;396.012;-29.119;-55.392;;5.75;316.924;443.364;-10.646;7.015;-23.566;-7.215;-0.931;136.429
3310;382.971;484.47;405.738;-31.185;-60.815;;24.644;336.894;443.228;-16.519;-1.759;-28.375;-7.69;-4.149;128.341
3320;381.028;479.808;413.749;-34.175;-66.123;;44.437;353.794;440.33;-20.306;-10.221;-32.455;-8.179;-9.113;122.29
3330;378.546;473.354;421.781;-37.469;-69.777;;64.484;370.695;435.137;-24.094;-18.883;-36.349;-8.648;-15.317;112.861
3340;374.538;465.063;430.691;-40.563;-72.357;;85.406;382.84;427.823;-27.982;-28.679;-41.832;-9.927;-22.971;105.029
3350;368.57;454.437;439.092;-42.612;-74.247;;106.508;394.985;418.538;-31.484;-37.914;-47.383;-11.288;-30.105;104.083
3360;362.659;441.695;446.495;-43.942;-77.454;;127.582;404.354;407.092;-33.622;-48.843;-53.514;-12.276;-38.539;96.571
3370;353.262;429.299;452.748;-46.404;-80.531;;147.217;413.676;392.669;-36.319;-60.295;-59.942;-13.312;-45.494;91.868
3380;341.273;415.294;455.537;-48.76;-83.767;;163.451;414.957;377.246;-40.243;-71.81;-64.481;-13.84;-52.109;87.237
3390;327.305;397.801;455.531;-51.466;-85.663;;174.225;411.077;358.739;-45.243;-82.68;-73.072;-14.723;-57.097;86.534
3400;312.654;380.621;455.532;-54.497;-86.847;;185.349;404.077;337.593;-51.832;-93.357;-80.697;-15.248;-62.015;86.31
3410;296.476;359.983;451.193;-56.367;-88.299;;191.712;393.15;314.814;-59.171;-102.572;-91.985;-15.977;-65.114;86.36
3420;277.335;335.626;444.857;-58.417;-89.032;;198.054;381.023;290.195;-65.07;-111.836;-102.832;-16.836;-68.614;88.146
3430;257.796;310.93;439.179;-61.866;-89.785;;202.724;367.799;263.99;-71.323;-118.021;-113.199;-18.77;-73.321;89.972
3440;234.44;286.523;431.505;-65.578;-88.27;;205.835;353.134;237.826;-78.215;-124.081;-123.172;-20.814;-77.389;91.826
3450;211.105;259.857;420.35;-68.77;-86.701;;208.85;339.364;211.959;-85.688;-129.844;-128.466;-21.652;-82.727;97.567
3460;184.822;233.743;407.232;-71.983;-83.366;;211.865;322.994;187.441;-91.841;-135.572;-133.981;-22.394;-87.465;103.225
3470;160.498;209.794;393.254;-75.574;-79.637;;214.119;304.461;161.625;-97.07;-141.181;-137.575;-22.857;-92.43;109.67
3480;136.25;186.887;376.102;-78.924;-76.739;;216.441;285.927;137.895;-102.299;-146.658;-142.906;-23.326;-98.396;114.756
3490;112.681;164.131;360.034;-82.281;-73.503;;217.806;265.559;114.418;-107.596;-148.975;-147.357;-22.894;-104.175;119.6
3500;89.003;139.039;340.977;-85.399;-71.17;;216.49;245.19;92.972;-113.772;-152.56;-151.641;-22.476;-108.088;121.966
3510;65.572;115.491;321.052;-88.019;-68.829;;211.985;223.574;73.134;-118.943;-155.472;-155.661;-21.25;-111.919;123.814
3520;43.135;92.946;301.128;-90.4;-67.837;;207.383;201.964;58.985;-124.939;-158.19;-160.646;-19.775;-113.251;122.819
3530;22.913;70.208;280.804;-92.993;-67.139;;198.938;179.992;45.05;-129.659;-161.556;-165.142;-19.948;-114.103;125.149
3540;3.975;47.578;259.138;-96.066;-66.599;;187.252;158.095;32.142;-135.36;-165.535;-171.479;-20.12;-115.801;125.999
3550;-14.77;26.902;236.992;-99.872;-66.418;;175.388;137.319;19.476;-140.221;-169.295;-180.032;-21.257;-118.131;123.166
3560;-32.148;8.287;212.691;-104.309;-65.396;;160.546;116.719;10.303;-145.437;-173.058;-188.705;-22.393;-120.661;110.528
3570;-48.09;-11.532;188.05;-108.146;-64.414;;145.99;97.959;1.131;-149.414;-177.463;-195.284;-21.866;-120.335;96.309
3580;-64.8;-29.512;163.422;-112.349;-63.561;;131.4;79.77;-5.33;-153.989;-181.189;-201.863;-21.339;-119.892;85.075
3590;-81.27;-46.992;139.221;-116.712;-63.789;;116.168;64.541;-11.956;-157.524;-184.095;-207.052;-19.091;-117.817;72.32
3600;-95.767;-63.732;115.404;-122.077;-64.626;;100.857;48.234;-18.319;-162.117;-187.001;-212.531;-16.843;-115.754;52.177
3610;-109.855;-79.905;91.726;-127.53;-63.863;;84.63;34.168;-24.723;-168.71;-188.29;-214.912;-15.142;-112.952;38.073
3620;-121.623;-96.423;67.694;-132.298;-63.923;;69.036;18.637;-30.247;-175.407;-188.778;-217.334;-13.441;-110.932;24.018
3630;-130.028;-111.966;46.516;-135.846;-63.782;;58.161;9.026;-35.93;-181.852;-189.79;-217.154;-12.254;-108.673;11.316
3640;-137.331;-124.378;26.532;-139.669;-64.014;;52.775;4.079;-39.63;-187.463;-190.843;-213.717;-10.746;-108.644;-6.614
3650;-144.794;-136.839;6.014;-142.954;-64.19;;48.579;-0.869;-44.931;-192.903;-192.193;-210.139;-9.139;-108.677;-24.123
3660;-150.31;-145.93;-11.239;-145.64;-63.123;;49.09;-1.814;-48.461;-198.097;-193.302;-208.044;-7.452;-107.564;-42.458
3670;-154.437;-151.941;-27.015;-147.988;-62.753;;49.909;-2.779;-53.465;-202.455;-194.192;-206.928;-6.032;-106.596;-61.117
3680;-159.324;-158.193;-40.979;-148.633;-63.6;;51.281;-4.044;-56.981;-206.937;-196.717;-206.072;-3.709;-105.037;-78.35
3690;-161.328;-165.895;-53.182;-149.058;-66.505;;52.754;-7.764;-62.183;-210.603;-199.394;-205.015;-2.143;-102.476;-95.356
3700;-163.374;-172.508;-62.383;-150.575;-67.819;;53.228;-12.097;-67.503;-213.757;-202.583;-204.599;-1.799;-99.106;-113.076
3710;-162.999;-178.865;-73.041;-151.672;-70.59;;53.604;-17.883;-73.917;-216.843;-205.703;-204.154;-1.102;-93.404;-130.279
3720;-161.377;-186.419;-83.599;-153.204;-72.954;;53.71;-24.589;-78.314;-220.186;-207.938;-203.23;-0.677;-87.902;-147.476
3730;-160.07;-194.462;-92.698;-154.057;-76.65;;53.817;-31.65;-82.712;-223.516;-210.435;-200.749;0.323;-81.011;-163.927
3740;-158.701;-202.188;-101.891;-154.668;-80.345;;52.731;-38.99;-87.403;-226.64;-212.612;-200.188;0.834;-74.12;-179.578
3750;-157.586;-207.752;-109.276;-155.785;-82.057;;51.583;-46.188;-91.654;-228.794;-213.343;-199.281;1.259;-67.399;-190.749
3760;-156.684;-213.279;-115.857;-156.626;-83.768;;48.775;-53.345;-97.801;-230.461;-212.995;-198.492;1.193;-60.677;-202.361
3770;-156.898;-218.806;-123.154;-157.102;-84.872;;45.953;-61.102;-105.349;-231.619;-212.463;-196.388;0.847;-56.739;-210.014
3780;-158.246;-224.366;-131.214;-157.468;-85.906;;43.265;-68.739;-112.676;-233.161;-211.932;-194.51;1.211;-55.33;-218.073
3790;-160.222;-229.861;-137.586;-156.636;-87.086;;40.577;-76.052;-121.643;-233.64;-211.283;-192.233;1.415;-53.24;-226.723
3800;-163.11;-235.273;-144.279;-155.625;-88.148;;37.37;-83.366;-129.884;-233.886;-210.633;-189.646;1.945;-48.888;-235.621
3810;-165.681;-239.741;-149.025;-152.989;-89.4;;34.121;-91.07;-137.446;-233.806;-208.788;-187.538;2.754;-44.537;-238.239
3820;-168.932;-243.397;-153.084;-149.715;-90.832;;28.941;-98.934;-145.488;-233.539;-206.942;-186.862;2.583;-44.433;-237.476
3830;-172.018;-247.033;-157.703;-146.337;-91.19;;23.76;-107.486;-153.451;-232.09;-202.931;-184.706;3.492;-44.33;-236.796
3840;-175.2;-250.018;-162.839;-144.349;-91.597;;18.95;-115.811;-162.273;-230.64;-198.84;-182.854;3.521;-44.47;-231.811
3850;-178.102;-252.385;-167.583;-142.817;-89.903;;14.217;-122.632;-169.586;-226.83;-193.05;-181.001;3.55;-42.69;-227.185
3860;-181.339;-254.588;-172.303;-142.164;-88.017;;10.526;-129.429;-176.392;-222.381;-186.364;-179.455;3.901;-40.397;-223.476
3870;-184.694;-256.894;-175.848;-141.939;-84.352;;6.834;-134.444;-181.568;-217.83;-179.037;-178.033;3.011;-38.203;-220.167
3880;-188.288;-260.443;-179.17;-141.394;-80.708;;1.041;-139.942;-186.508;-213.571;-171.381;-174.192;2.917;-35.919;-216.298
3890;-192.611;-263.032;-182.986;-140.561;-76.068;;-4.752;-145.08;-190.119;-208.564;-163.793;-170.419;3.183;-32.71;-211.568
3900;-197.243;-265.062;-186.84;-139.88;-71.428;;-11.748;-150.261;-191.705;-203.99;-155.633;-166.006;3.206;-29.502;-205.49
3910;-201.436;-266.239;-190.28;-137.808;-66.378;;-18.668;-155.441;-193.395;-198.09;-147.659;-160.884;2.668;-26.966;-200.121
3920;-205.715;-267.686;-192.932;-135.564;-61.328;;-26.218;-160.807;-192.735;-193.134;-138.095;-157.342;2.472;-21.592;-194.988
3930;-209.257;-269.291;-197.688;-131.88;-53.706;;-33.81;-164.492;-193.185;-187.702;-128.137;-154.644;2.156;-15.324;-192.174
3940;-212.367;-270.429;-202.463;-127.989;-46.084;;-41.819;-165.818;-191.789;-182.272;-118.79;-151.877;2.708;-6.612;-189.263
3950;-215.27;-270.003;-207.978;-121.618;-39.432;;-48.803;-167.143;-191.091;-177.041;-109.392;-148.953;3.739;2.01;-183.239
3960;-217.353;-269.225;-211.716;-115.212;-32.779;;-55.971;-167.026;-189.141;-169.382;-101.033;-146.326;4.295;9.724;-176.71
3970;-219.047;-269.011;-215.219;-106.43;-26.592;;-62.128;-167.233;-186.863;-161.323;-91.885;-141.778;5.131;17.183;-168.125
3980;-220.259;-268.295;-219.11;-99.76;-19.164;;-68.422;-166.755;-184.586;-152.655;-82.738;-137.389;5.316;21.348;-160.181
3990;-221.106;-267.6;-222.16;-93.117;-10.539;;-74.036;-166.61;-182.389;-144.028;-72.766;-129.16;5.701;23.978;-152.05
4000;-221.53;-266.338;-225.188;-84.394;-3.679;;-79.977;-165.767;-180.046;-133.254;-62.793;-121.746;6.166;26.246;-146.647
4010;-221.341;-265.279;-227.585;-75.865;5.309;;-83.997;-164.789;-177.862;-121.16;-53.404;-112.96;7.117;28.898;-141.334
4020;-219.858;-264.109;-229.338;-66.535;14.383;;-88.28;-163.204;-175.855;-109.073;-44.535;-105.535;8.418;31.579;-139.154
4030;-217.659;-262.754;-230.054;-56.964;23.596;;-91.061;-161.571;-173.608;-97.633;-34.542;-98.069;9.953;36.632;-136.803
4040;-215.121;-261.116;-230.21;-46.313;34.159;;-93.572;-160.09;-172.825;-86.083;-24.178;-88.799;11.648;41.574;-130.851
4050;-212.371;-259.477;-230.287;-35.793;44.721;;-96.421;-158.771;-171.161;-74.167;-12.308;-79.646;12.411;46.324;-125.203
4060;-209.172;-257.945;-229.971;-23.643;55.55;;-99.269;-157.044;-170.476;-63.159;-1.492;-69.812;12.783;50.971;-117.295
4070;-205.708;-255.349;-229.455;-9.292;66.379;;-102.026;-154.993;-168.95;-51.113;9.212;-60.221;13.163;60.848;-112.41
4080;-201.465;-251.95;-228.292;5.086;77.45;;-104.783;-152.742;-168.279;-39.708;17.585;-51.109;12.517;69.676;-107.331
4090;-197.353;-247.866;-227.436;22.543;88.52;;-107.291;-151.041;-167.327;-25.932;25.474;-42.743;11.676;78.343;-102.772
4100;-193.68;-242.916;-226.534;39.994;98.708;;-109.337;-149.341;-166.881;-12.797;30.898;-32.978;10.91;82.732;-98.152
4110;-190.568;-237.807;-226.135;58.005;108.895;;-111.917;-147.797;-167.116;1.393;36.204;-22.771;9.796;87.121;-88.771
4120;-187.41;-233.312;-225.608;76.106;118.313;;-114.498;-147.004;-168.877;17.303;40.978;-12.564;9.839;92.255;-79.342
4130;-184.328;-228.11;-224.401;93.203;127.814;;-116.486;-145.749;-170.317;32.876;46.222;-5.966;9.866;97.341;-71.556
4140;-181.503;-223.559;-221.443;110.306;138.074;;-117.914;-145.215;-171.71;47.106;52.637;0.861;9.561;102.858;-63.728
4150;-178.639;-219.076;-217.974;128.879;148.397;;-119.545;-144.914;-172.839;61.192;58.771;9.172;9.499;109.041;-55.061
4160;-176.861;-214.59;-214.443;145.931;155.288;;-120.679;-144.579;-174.764;74.172;66.545;17.663;9.983;113.545;-42.277
4170;-174.57;-209.786;-212.153;162.839;162.186;;-121.388;-144.321;-177.012;86.539;74.425;28.251;10.65;116.37;-29.404
4180;-171.599;-205.299;-210;180.306;167.563;;-122.097;-144.182;-179.116;99.752;82.305;39.85;11.505;119.194;-17.404
4190;-169.011;-200.072;-207.815;197.739;173.125;;-121.792;-144.513;-179.839;111.785;91.763;54.375;12.022;118.059;-5.646
4200;-166.621;-195.041;-204.501;212.606;177.96;;-121.473;-144.881;-180.946;123.388;101.221;70.215;12.094;116.924;3.05
4210;-164.35;-190.011;-201.341;227.375;182.519;;-120.541;-145.956;-181.117;132.465;112.269;85.752;11.887;114.561;10.559
4220;-162.462;-184.738;-197.274;240.614;190.796;;-119.725;-146.223;-182.298;141.778;122.459;99.974;11.345;112.106;16.428
4230;-160.335;-179.108;-193.015;256.037;199.039;;-119.477;-147.512;-182.131;151.303;133.883;113.906;11.088;112.53;23.796
4240;-158.026;-174.098;-189.299;271.804;205.123;;-120.167;-148.581;-182.436;160.829;143.706;127.957;10.577;112.957;32.303
4250;-155.727;-169.121;-185.583;285.011;211.207;;-120.833;-149.65;-182.182;169.505;154.25;142.153;10.425;113.385;38.651
4260;-153.25;-164.778;-183.149;298.383;213.277;;-122.553;-151.059;-181.23;176.31;163.491;155.228;9.841;110.884;44.709
4270;-151.212;-160.966;-180.719;308.556;215.479;;-124.521;-151.37;-181.239;182.943;172.732;168.934;8.778;108.383;53.847
4280;-150.194;-156.273;-178.288;318.818;215.948;;-126.986;-152.08;-181.142;190.669;179.93;178.004;7.037;105.083;62.861
4290;-149.008;-152.206;-177.154;326.12;215.748;;-128.858;-151.863;-179.846;197.854;187.127;185.968;5.297;101.782;69.115
4300;-147.619;-147.811;-176.326;333.415;212.588;;-130.737;-151.822;-178.906;204.537;194.077;194.105;4.732;98.743;75.651
4310;-146.954;-143.07;-175.497;335.964;209.393;;-131.709;-150.669;-176.087;211.274;200.828;201.272;4.168;95.768;79.014
4320;-145.418;-137.233;-174.699;333.014;203.756;;-133.531;-149.157;-175.138;216.519;206.501;208.273;3.372;90.068;83.497
4330;-142.334;-130.821;-173.07;329.87;197.437;;-135.105;-147.185;-174.149;222.135;212.412;213.917;2.577;84.543;87.814
4340;-139.229;-124.015;-171.441;323.087;190.995;;-136.621;-144.964;-172.314;225.685;217.466;219.479;2.339;79.019;89.811
4350;-136.895;-117.308;-169.897;316.379;183.556;;-138.137;-142.899;-170.76;229.084;222.291;224.073;2.102;76.494;91.532
4360;-133.436;-111.12;-167.964;308.472;176.117;;-138.794;-141.121;-166.75;230.665;227.116;227.105;1.574;73.968;89.454
4370;-129.61;-104.519;-166.032;300.612;168.407;;-139.452;-138.492;-162;230.163;232.803;230.788;1.046;72.888;87.072
4380;-125.51;-95.385;-163.192;291.873;160.697;;-139.641;-135.884;-157.96;230.033;238.49;234.923;-0.001;71.204;85.89
4390;-121.092;-83.207;-160.303;283.01;150.819;;-139.83;-132.543;-153.401;230.263;242.029;238.741;-1.048;69.883;84.397
4400;-116.669;-70.491;-157.415;272.141;140.942;;-138.717;-129.617;-148.923;230.713;245.568;239.999;-2.276;66.212;83.287
4410;-111.755;-60.441;-154.946;257.634;133.876;;-137.604;-126.361;-144.392;230.989;247.472;241.498;-3.503;62.542;79.738
4420;-107.132;-51.716;-151.15;243.128;126.81;;-135.073;-122.055;-139.421;230.171;247.935;241.692;-4.477;56.276;76.154
4430;-102.021;-42.99;-147.354;225.702;118.968;;-132.542;-117.313;-134.43;228.472;247.274;241.818;-5.451;50.01;73.691
4440;-94.218;-32.483;-142.043;208.2;111.127;;-130.13;-112.546;-129.92;226.766;245.131;239.674;-5.891;44.572;70.897
4450;-86.652;-20.79;-136.963;194.018;103.335;;-127.717;-108.059;-123.772;226.284;243.748;235.789;-6.331;37.783;72.022
4460;-78.804;-9.043;-131.883;179.781;95.543;;-124.964;-104.007;-117.865;225.692;240.444;232.396;-6.625;31.052;72.92
4470;-71.567;3.935;-128.553;166.503;83.636;;-122.211;-100.782;-111.466;225.021;237.141;229.269;-6.919;24.13;76.978
4480;-64.217;17.628;-124.829;153.537;71.728;;-118.663;-97.186;-105.988;223.977;231.967;226.308;-7.848;17.207;81.257
4490;-54.823;31.223;-120.985;138.852;59.732;;-115.116;-93.972;-100.906;222.828;226.793;221.28;-8.778;12.686;85.589
4500;-44.378;42.989;-115.052;123.408;47.737;;-110.898;-91.052;-96.101;221.32;219.851;216.197;-9.481;8.164;91.681
4510;-34.386;54.143;-107.561;107.888;36.83;;-106.68;-87.892;-90.578;219.793;213.149;211.517;-10.185;7.098;97.726
4520;-21.196;65.298;-99.91;93.328;25.924;;-101.443;-83.674;-84.268;218.604;204.571;206.789;-10.6;6.512;101.53
4530;-6.937;75.913;-90.196;79.127;14.967;;-96.206;-79.746;-75.237;214.6;196.61;207.479;-10.655;5.862;105.63
4540;6.603;88.142;-80.436;64.805;4.01;;-90.948;-74.735;-67.49;211.287;189.648;209.959;-10.771;4.548;109.411
4550;19.943;100.556;-70.716;50.326;-2.937;;-85.869;-69.669;-55.462;207.953;180.412;211.821;-11.007;2.353;113.109
4560;32.968;113.101;-62.912;37.365;-9.883;;-81.83;-63.091;-44.502;206.383;171.177;215.022;-10.75;-0.16;116.767
4570;45.011;125.571;-51.81;26.32;-14.781;;-77.423;-54.654;-30.662;205.105;161.051;218.189;-10.214;-2.673;119.716
4580;55.408;138.135;-40.95;15.406;-19.892;;-73.25;-46.512;-15.429;202.163;150.925;219.862;-9.494;-5.077;122.52
