timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
740;-128.46;-133.004;-154.153;-233.883;-251.371;-211.072;-88.705;-104.242;-68.801;-151.396;-86.993;-207.614;-132.625;-179.253;-113.565
750;-126.772;-137.423;-159.749;-225;-239.137;-194.902;-88.129;-103.728;-69.16;-133.701;-78.365;-194.214;-122.587;-170.884;-111.496
760;-126.293;-141.707;-165.573;-213.653;-224.893;-180.227;-87.893;-103.693;-65.48;-115.533;-70.613;-183.827;-112.933;-161.907;-108.907
770;-127.931;-144.227;-170.924;-199.967;-212.184;-165.928;-88.602;-103.73;-62.053;-99.826;-63.865;-175.414;-103.026;-151.72;-106.638
780;-126.859;-145.536;-174.44;-187.644;-199.855;-151.272;-89.827;-103.972;-57.515;-88.479;-64.477;-170.455;-90.926;-142.762;-104.837
790;-125.761;-146.833;-176.171;-175.316;-188.372;-137.974;-90.013;-104.872;-53.923;-79.171;-64.97;-167.701;-79.889;-134.671;-103.179
800;-128.133;-149.16;-178.221;-164.105;-177.328;-121.987;-90.386;-105.921;-51.372;-71.743;-67.336;-164.434;-72.532;-127.36;-101.923
810;-131.25;-153.15;-181.625;-152.237;-167.3;-104.9;-89.9;-106.237;-49.438;-65.387;-71.05;-158.75;-66.125;-119.712;-99.588
820;-135.503;-158.841;-184.681;-141.656;-157.829;-89.395;-89.637;-106.665;-47.961;-62.141;-75.741;-151.354;-60.949;-114.051;-96.423
830;-140.92;-165.098;-186.677;-131.916;-149.038;-73.705;-89.019;-106.838;-46.471;-60.794;-81.838;-144.618;-57.292;-108.739;-93.716
840;-146.131;-171.017;-188.124;-122.721;-141.026;-59.229;-87.924;-106.328;-45.422;-59.859;-89.215;-137.951;-50.236;-106.288;-91.353
850;-151.119;-176.738;-190.339;-114.161;-133.185;-44.339;-86.464;-106.351;-44.714;-57.649;-95.905;-134.643;-43.994;-104.119;-88.833
860;-155.395;-182.064;-192.033;-105.153;-125.838;-30.468;-85.388;-107.247;-45.073;-54.922;-100.254;-131.311;-41.689;-102.16;-86.798
870;-152.707;-182.811;-192.123;-82.954;-98.252;-3.143;-78.188;-100.639;-40.987;-40.791;-92.746;-112.225;-23.822;-81.032;-83.005
880;-149.181;-183.328;-192.714;-60.79;-70.7;22.226;-71.696;-93.971;-37.13;-25.861;-84.452;-91.249;-4.511;-58.129;-79.988
890;-149.222;-186.049;-190.21;-43.7;-47.9;42.53;-68.05;-91.9;-36.125;-15.902;-85.048;-77.67;7.692;-38.85;-77.652
900;-151.718;-189.585;-190.563;-26.646;-28.96;63.72;-64.775;-88.563;-34.906;-5.348;-83.77;-72.326;15.444;-27.196;-75.133
910;-155.958;-194.496;-189.467;-12.604;-9.976;82.011;-64.564;-86.782;-34.638;1.649;-87.084;-64.747;20.353;-20.964;-72.402
920;-158.807;-200.811;-188.374;-0.752;2.468;99.306;-64.346;-84.81;-34.353;8.953;-93.072;-59.163;25.629;-15.185;-69.183
930;-161.837;-206.172;-186.338;11.058;12.244;113.867;-66.106;-84.944;-34.538;14.497;-99.611;-53.543;30.461;-9.094;-63.743
