timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
1020;-143.443;-215.299;-138.615;-242.296;-179.537;-233.145;-81.034;-16.175;-6.754;-118.205;377.732;-89.312;-70.201;-119.141;-165.4
1030;-137.066;-197.834;-125.458;-233.755;-163.243;-231.861;-75.317;-13.28;-5.075;-112.091;363.739;-82.201;-53.813;-95.097;-148.923
1040;-134.013;-182.227;-114.253;-226.64;-148.853;-231.32;-70.333;-10.72;-3.76;-106.293;346.133;-76.04;-38.813;-77.16;-135.707
1050;-131.135;-169.457;-106.503;-221.503;-136.076;-231.171;-64.01;-8.839;-2.559;-101.938;330.914;-70.201;-26.309;-62.536;-124.487
1060;-128.254;-155.987;-98.379;-215.934;-125.96;-230.961;-58.384;-7.146;0.055;-96.979;317.655;-65.049;-14.985;-48.95;-114.598
1070;-124.846;-142.927;-89.299;-210.47;-117.03;-230.59;-51.799;-7.863;2.423;-92.521;303.359;-61.235;-5.829;-36.855;-104.415
1080;-121.342;-131.49;-79.821;-208.324;-111.237;-229.975;-45.87;-8.476;2.656;-86.75;290.717;-57.835;2.62;-26.394;-95.058
1090;-116.9;-121.95;-70.975;-205.675;-103.362;-229.412;-39.913;-7.85;4.175;-81.512;277.675;-55;10.65;-17.875;-84.75
1100;-109.974;-113.115;-61.153;-203.607;-92.75;-227.316;-34.506;-7.249;5.563;-76.212;266;-52.45;18.649;-9.758;-75.383
1110;-101.81;-106.051;-51.295;-201.752;-84.222;-225.14;-29.692;-6.612;8.155;-71.357;254.663;-49.796;26.315;-1.453;-65.997
1120;-93.622;-99.522;-41.76;-199.338;-76.06;-224.226;-25.284;-6;10.545;-65.795;244.399;-47.378;33.265;6.139;-55.908
1130;-85.185;-93.131;-31.381;-197.107;-67.208;-222.22;-21.774;-4.25;12.851;-60.798;235.071;-45.375;40.018;12.893;-46.161
1140;-77.035;-86.492;-21.504;-194.301;-60.939;-220.993;-18.393;-2.621;14.304;-56.179;225.626;-43.466;46.386;19.572;-36.659
1150;-53.465;-59.412;1.462;-175.407;-34.854;-208.805;-7.84;1.262;17.86;-43.574;207.392;-31.792;76.341;42.12;-6.628
1160;-31.43;-32.456;23.165;-156.28;-9.568;-200.84;2.672;5.138;21.087;-30.979;189.166;-20.186;105.494;65.175;23.387
1170;-16.42;-9.803;38.522;-140.539;10.118;-192.4;13.378;6.849;23.585;-21.406;170.906;-8.739;124.004;81.036;50.953
1180;-7.074;6.707;49.09;-132.052;24.081;-187.996;19.477;8.553;26.715;-11.844;152.791;-3.718;136.807;99.187;71.972
1190;-3.104;18.893;56.784;-124.72;34.724;-183.689;25.571;10.653;29.756;-1.967;134.644;1.307;147.082;115.673;88.511
1200;-2.808;27.154;62.324;-118.501;41.312;-178.993;30.522;12.75;34.07;8.251;115.466;3.197;153.668;128.644;103.979
1210;-3.121;33.701;66.88;-113.57;44.374;-174.257;35.465;13.221;35.83;16.979;96.106;5.087;156.751;141.679;116.203
1220;-3.764;40.16;73.488;-109.083;45.739;-170.608;38.962;13.692;36.828;25.469;78.6;6.549;156.768;154.194;124.791
1230;-5.096;44.016;80.642;-103.292;48.306;-166.783;42.451;14.162;37.072;32.837;61.092;8.007;156.739;163.943;132.43
1240;-8.558;47.44;88.682;-96.859;52.379;-162.358;45.103;14.632;36.712;40.701;43.556;9.299;156.488;173.651;139.888
1250;-10.082;49.705;95.968;-89.352;57.605;-157.513;47.75;15.387;35.905;48.559;30.061;10.588;156.304;182.744;146.313
1260;-8.331;53.242;101.588;-80.892;63.751;-151.882;50.073;16.139;35.107;54.569;16.539;11.692;156.945;188.639;150.993
1270;-5.362;56.752;106.913;-74.653;69.369;-146.16;52.39;16.831;34.984;61.111;7.551;12.795;157.692;189.938;155.778
1280;0.871;60.275;112.415;-67.94;74.289;-141.147;54.474;17.525;35.084;66.852;-1.755;13.786;157.887;190.387;163.129
1290;10.64;65.33;120.67;-61.21;79.76;-135.99;56.55;17.69;35.34;73.56;-7.64;14.78;157.73;193.27;171.45
1300;21.608;71.55;131.359;-54.082;86.059;-130.559;57.131;18.057;34.954;80.781;-13.663;15.289;158.289;197.101;179.45
1310;34.107;76.176;142.093;-47.855;93.391;-124.623;57.707;17.623;33.565;85.881;-19.702;15.806;159.014;199.454;186.098
1320;45.983;80.694;151.226;-41.849;100.949;-118.311;55.784;18.83;31.778;90.972;-23.469;16.451;159.119;201.77;191.097
1330;58.823;84.855;161.196;-32.943;108.178;-112.34;53.861;19.786;31.5;93.503;-27.253;17.104;158.353;202.554;196.028
1340;70.112;90.518;171.015;-23.745;112.486;-105.924;50.77;19.943;30.103;96.086;-30.6;17.741;156.208;203.133;200.143
1350;79.106;95.993;179.282;-13.296;113.212;-99.562;47.674;20.135;28.783;97.183;-33.962;18.38;152.163;203.255;204.422
1360;87.075;103.255;185.486;-1.4;113.427;-92.299;45.723;20.288;26.462;98.544;-36.857;18.819;146.517;201.755;207.022
1370;94.38;111.246;190.191;10.713;113.239;-82.389;43.764;20.948;24.224;98.782;-40.056;19.26;140.814;198.623;206.857
1380;100.885;119.49;193.285;23.945;112.37;-72.443;42.393;20.37;21.239;99.658;-43.269;20.501;133.598;194.854;205.008
1390;104.982;126.129;197.005;37.393;113.636;-61.327;41.016;20.276;18.891;100.533;-44.135;21.742;124.305;190.113;202.369
1400;110.672;131.393;200.745;50.978;116.075;-49.384;39.06;20.424;16.514;99.059;-45.017;23.089;113.975;185.368;199.226
1410;119.911;136.707;205.417;64.211;119.107;-37.492;37.1;20.115;14.372;97.506;-46.041;24.434;104.851;178.325;193.963
1420;129.201;139.967;212.247;75.709;119.859;-25.167;35.855;20.085;13.519;94.436;-47.084;25.659;95.56;168.442;188.006
1430;139.015;145.499;216.943;85.832;122.238;-12.1;34.439;19.695;12.099;91.253;-48.344;26.715;84.617;155.529;181.968
1440;149.694;151.089;220.868;96.315;126.061;0.473;33.663;18.943;10.817;87.831;-49.233;27.214;72.619;141.577;178.117
1450;161.32;157.603;224.964;107.2;129.321;12.29;32.665;17.887;7.325;82.589;-48.86;27.517;61.344;128.156;166.695
1460;173.505;164.402;228.987;116.642;133.152;24.435;31.666;17.554;5.512;77.347;-49.548;27.822;50.043;112.053;154.873
1470;185.458;171.002;230.028;125.867;137.075;36.274;29.51;17.798;3.327;71.254;-50.251;27.123;38.93;95.246;142.934
1480;197.291;174.536;229.286;135.024;139.116;48.535;27.365;17.242;2.024;65.158;-51.302;26.424;27.794;79.777;129.126
1490;207.692;175.922;226.872;142.988;140.533;60.583;24.415;17.003;0.82;60.25;-52.368;24.892;16.983;65.61;114.653
1500;215.239;178.573;224.166;149.777;141.628;72.512;21.465;16.641;0.211;55.466;-53.449;23.363;6.358;50.259;100.235
1510;221.718;181.763;222.335;156.211;141.071;84.153;19.057;15.811;-0.601;51.322;-53.866;22.187;-3.842;34.249;86.751
1520;228.583;183.537;220.046;162.404;141.278;96.029;16.645;14.498;-1.153;45.833;-53.814;21.016;-14.743;18.299;73.637
1530;235.509;184.904;216.416;168.859;141.198;107.063;14.701;12.341;-2.027;40.345;-54.214;19.53;-25.438;2.317;58.695
1540;239.336;184.608;209.936;175.376;141.056;118.136;12.752;10.704;-3.144;34.152;-54.624;18.048;-36.512;-14.408;42.56
1550;242.405;184.546;201.186;181.462;139.109;129.904;10.683;9.012;-3.702;27.961;-55.742;16.984;-48.509;-30.821;26.78
1560;243.212;183.877;189.253;187.605;136.511;141.423;8.615;8.201;-4.509;22.43;-56.871;15.922;-60.588;-46.192;13.022
