timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
690;-147.86;-230.518;-166.092;-150.188;-153.585;-124.247;-245.939;-284.384;-316.662;-169.999;-248.868;-177.508;-84.281;-60.25;-84.66
700;-132.025;-214.504;-160.707;-136.347;-140.819;-110.944;-239.16;-270.861;-299.369;-153.705;-228.106;-155.593;-76.822;-55.88;-76.861
710;-118.173;-201.08;-156.24;-121.16;-126.16;-99.307;-232.493;-259.253;-284.373;-138.053;-208.92;-134.813;-71.933;-52.307;-70.013
720;-105.98;-189.865;-149.763;-107.664;-112.967;-87.069;-226.697;-248.191;-271.309;-124.26;-191.102;-116.306;-66.405;-48.872;-64.954
730;-94.48;-179.914;-142.702;-93.308;-97.925;-76.17;-220.134;-238.417;-259.262;-109.781;-174.913;-100.869;-61.558;-45.853;-60.178
740;-84.021;-169.765;-135.761;-80.15;-84.273;-65.662;-214.244;-229.406;-250.184;-96.919;-161.385;-87.799;-57.556;-42.179;-55.038
750;-75.614;-160.798;-127.681;-66.175;-72.446;-56.181;-209.43;-221.366;-242.079;-83.897;-149.329;-76.464;-53.523;-38.927;-49.989
760;-67.537;-152.038;-119.063;-53.825;-61.7;-47.337;-205.063;-213.625;-234.488;-72.225;-138.175;-68.525;-49.925;-36.038;-45.563
770;-63.039;-143.409;-111.676;-40.79;-48.965;-39.284;-201.115;-206.614;-227.626;-61.362;-128.28;-62.619;-46.561;-33.758;-42.018
780;-58.476;-134.851;-104.988;-29.466;-37.268;-31.563;-197.52;-199.731;-220.998;-50.931;-118.66;-56.785;-43.888;-31.575;-39.215
790;-53.954;-125.621;-98.425;-18.927;-23.415;-24.47;-193.342;-193.448;-213.518;-39.49;-109.829;-51.886;-41.588;-28.983;-36.763
800;-51.637;-117.03;-90.738;-10.583;-10.679;-17.619;-189.548;-186.976;-206.726;-29.024;-102.19;-48.298;-39.446;-26.589;-34.542
810;-49.374;-110.049;-83.494;-2.826;-0.134;-11.28;-184.845;-181.021;-199.807;-19.958;-94.026;-44.889;-36.8;-23.824;-32.318
820;-29.836;-84.261;-62.236;19.291;24.145;5.573;-167.311;-161.394;-183.249;6.597;-64.816;-15.996;-30.373;-15.123;-21.844
830;-8.803;-57.048;-42.617;41.464;47.827;22.417;-148.787;-141.772;-167.215;33.17;-35.161;15.243;-23.958;-7.266;-11.446
840;5.452;-34.637;-29.158;56.921;65.997;39.547;-136.176;-123.412;-149.525;55.053;-7.098;35.775;-17.917;0.592;-0.976
850;15.51;-19.594;-20.996;72.571;85.207;51.788;-124.097;-105.055;-130;76.831;12.521;51.743;-11.638;5.745;6.929
860;26.042;-4.496;-16.72;84.742;101.467;65.1;-113.729;-91.111;-110.249;93.367;33.753;70.9;-5.3;10.642;10.86
870;32.765;6.676;-13.102;98.082;116.695;74.324;-103.37;-77.164;-88.116;106.441;48.487;85.047;0.02;12.75;14.833
880;35.716;15.783;-11.835;109.256;129.158;83.539;-92.233;-67.934;-72.797;119.583;58.235;98.713;2.739;13.778;16.824
890;37.744;22.354;-11.227;118.478;140.471;90.778;-81.114;-58.705;-58.035;131.805;68.563;108.923;5.534;14.583;17.794
900;37.844;30.343;-9.837;127.596;150.044;98.009;-71.506;-49.649;-48.406;141.246;75.867;117.524;6.515;15.501;18.416
910;37.101;38.648;-7.034;135.366;157.813;102.893;-61.918;-42.002;-38.8;150.636;82.358;124.646;6.857;15.792;19.065
920;36.81;46.373;-2.894;142.546;164.231;107.768;-51.978;-34.518;-30.446;155.638;88.6;127.418;7.968;16.005;19.519
930;37.398;53.653;2.189;149.72;170.047;109.303;-42.052;-29.12;-23.102;158.34;93.045;129.164;9.115;16.514;19.838
940;37.311;60.661;8.176;155.831;175.157;110.832;-32.337;-21.781;-15.81;161.035;96.32;131.368;8.589;17.447;19.632
950;37.722;67.003;13.968;160.121;179.43;111.024;-22.636;-15.295;-10.45;163.281;100.069;131.47;8.037;18.419;19.24
