timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-2+.1;41: wc-2+.2;42: wc-2+.3;43: wc-1-.1;44: wc-1-.2;45: wc-1-.3
1170;-40.821;43.924;54.515;-48.702;16.729;30.62;-4.545;72.761;40.983;21.238;39.508;-62.315;20.12;16.9;-10.712
1180;-39.71;44.103;56.625;-56.69;20.158;27.512;-3.697;75.362;43.61;20.752;40.31;-64.12;21.885;17.308;-10.225
1190;-38.595;42.924;58.331;-63.267;23.378;25.117;-2.848;77.947;45.596;20.275;41.479;-66.434;23.845;17.233;-9.722
1200;-37.748;42.434;60.034;-69.849;26.589;24.355;-1.87;81.615;48.676;20.649;42.655;-68.292;24.657;17.161;-9.917
1210;-36.897;41.954;62.771;-76.436;25.113;23.587;-0.646;85.205;51.394;21.031;43.126;-70.118;25.374;16.94;-10.097
1220;-36.1;41.363;65.507;-77.251;23.701;22.877;0.58;88.781;55.185;18.226;43.803;-72.33;24.849;17.244;-10.289
1230;-35.296;40.144;68.136;-78.072;22.28;20.24;1.536;89.64;58.64;15.432;44.488;-74.384;24.272;18.112;-10.472
1240;-34.138;41.224;67.925;-78.899;18.731;18.516;2.899;92.397;62.824;12.24;44.165;-75.669;23.733;19.623;-11.918
1250;-32.568;42.3;67.713;-79.265;15.26;16.785;4.26;95.141;67.56;10.977;43.21;-76.409;23.278;19.976;-14.437
1260;-30.08;42.932;67.399;-79.626;11.779;14.45;5.549;96.172;73.179;9.446;42.265;-76.258;22.86;20.371;-17.889
1270;-26.181;44.505;65.007;-79.981;10.41;12.11;6.48;95.518;78.056;7.201;41.607;-75.608;22.576;21.046;-20.491
1280;-20.709;45.082;62.615;-81.665;8.969;12.446;7.011;94.254;81.126;4.482;41.862;-76.028;22.352;21.422;-22.325
1290;-14.302;45.235;60.111;-83.339;7.521;12.777;7.527;93.002;82.614;2.381;42.12;-78.424;22.046;21.756;-23.008
1300;-7.883;45.918;57.968;-85.004;6.425;13.098;8.672;93.008;84.123;0.287;42.984;-81.687;21.806;21.946;-23.683
1310;-1.263;45.052;55.829;-84.502;5.171;13.416;10.137;93.165;84.863;-0.613;43.934;-83.964;20.962;21.577;-24.58
1320;5.369;44.056;53.355;-85.635;3.912;16.533;11.609;93.314;90.645;-1.504;44.368;-86.227;20.077;21.645;-25.47
1330;13.652;43.068;50.606;-86.764;0.207;19.647;12.236;94.83;96.286;-2.52;44.804;-86.818;18.75;21.637;-27.133
1340;21.943;42.449;47.86;-87.316;-3.166;21.938;12.143;96.619;96.321;-3.524;45.013;-87.401;17.338;22.364;-28.789
1350;26.587;41.431;45.824;-88.711;-6.541;24.223;12.043;98.62;98.076;-4.187;44.387;-87.662;16.165;23.654;-29.35
1360;31.117;40.662;43.792;-90.111;-9.678;25.583;12.132;99.604;101.519;-4.795;43.767;-87.919;15.514;25.139;-28.383
1370;33.908;40.188;42.065;-91.155;-11.595;27.168;13.056;99.662;104.254;-5.51;42.866;-89.054;15.926;26.766;-28.414
1380;35.864;39.759;37.939;-90.649;-13.51;26.384;13.98;99.714;107.229;-6.493;41.491;-90.18;16.734;27.459;-28.316
1390;37.827;38.013;33.811;-90.151;-11.862;25.593;15.04;99.271;110.85;-7.463;40.123;-90.256;17.568;27.979;-28.187
1400;40.368;35.812;29.972;-90.077;-8.33;21.116;15.618;96.944;113.963;-9.745;38.526;-90.428;16.839;27.793;-31.454
1410;42.914;33.617;24.209;-87.446;-4.8;16.632;16.191;94.612;114.582;-12.021;36.934;-89.549;16.134;27.453;-34.714
1420;43.179;32.266;18.441;-85.186;0.022;11.621;17.845;93.198;113.758;-14.612;35.107;-88.66;14.826;28.31;-34.796
1430;43.45;29.432;12.586;-82.923;0.029;6.77;20.269;91.218;112.839;-17.287;33.346;-88.717;13.514;29.752;-34.83
1440;42.778;23.608;4.612;-82.568;-0.472;0.335;22.052;86.612;109.95;-20.999;27.837;-86.331;11.432;29.946;-36.979
1450;42.211;17.381;-3.361;-82.214;-1.772;-6.072;23.36;81.618;105.164;-24.83;22.248;-84.585;9.123;29.512;-38.408
1460;42.604;11.153;-10.313;-81.852;1.978;-11.359;24.604;76.672;100.854;-28.142;16.659;-83.149;7.29;29.33;-41.084
1470;42.15;3.999;-15.794;-80.891;5.728;-16.646;25.938;71.974;95.577;-30.654;10.87;-81.177;5.657;28.703;-42.429
1480;42.177;-2.516;-21.276;-78.102;4.985;-19.454;27.259;67.232;91.366;-33.377;7.128;-79.204;4.279;27.597;-43.967
1490;42.269;-9.03;-25.946;-75.313;5.801;-22.262;28.203;61.233;87.499;-35.046;3.159;-77.866;2.851;26.426;-43.596
1500;41.823;-15.279;-30.308;-68.782;6.652;-23.51;28.401;55.2;83.501;-37.004;-0.171;-76.446;1.617;24.69;-43.17
1510;41.156;-21.356;-34.669;-61.382;6.171;-24.368;28.352;50.426;77.127;-37.814;-2.182;-76.12;0.702;23.268;-39.894
1520;40.192;-26.644;-39.058;-54.01;2.088;-24.84;28.03;46.074;70.211;-38.623;-4.365;-75.794;-0.24;22.262;-36.797
1530;39.603;-31.381;-42.654;-42.957;-1.994;-25.312;28.257;41.815;63.339;-38.411;-7.229;-76.239;-0.64;21.517;-33.743
1540;39.014;-36.117;-46.277;-30.772;-5.519;-25.508;28.483;37.514;57.275;-38.199;-9.644;-76.683;-0.288;20.703;-30.628
1550;39.684;-39.553;-46.221;-18.588;-6.603;-25.863;28.454;31.847;51.845;-37.106;-12.37;-75.385;0.139;19.739;-26
1560;40.138;-42.07;-45.743;-6.182;-7.673;-26.502;28.236;25.669;46.159;-36.505;-15.095;-74.356;1.327;18.559;-22.321
1570;39.092;-44.588;-45.501;9.172;-8.93;-27.141;27.956;19.491;34.312;-35.143;-17.301;-72.371;2.542;16.826;-18.764
1580;36.331;-45.483;-45.618;25.099;-7.113;-28.619;27.677;12.28;21.233;-34.604;-19.87;-71.306;3.68;15.377;-15.127
1590;33.797;-46.738;-45.901;41.026;-5.297;-28.894;26.963;3.646;14.83;-34.065;-22.44;-69.11;4.859;13.426;-11.428
1600;33.378;-46.461;-45.366;53.514;-4.563;-29.258;26.11;-4.989;8.832;-34.022;-24.17;-67.194;4.63;10.793;-9.621
1610;32.959;-46.086;-48.19;66.003;-5.229;-29.622;24.737;-12.781;2.313;-33.662;-25.034;-65.132;4.588;7.961;-7.71
1620;34.857;-45.71;-51.015;78.546;-6.199;-31.89;22.956;-19.048;-4.302;-32.815;-25.899;-62.902;3.463;5.441;-5.766
1630;36.754;-46.047;-52.503;84.232;-7.479;-31.797;21.23;-25.316;-11.599;-31.92;-26.284;-61.081;2.092;3.828;-3.966
1640;34.883;-45.022;-54.189;90.083;-9.981;-31.381;18.949;-31.892;-20.779;-30.874;-26.503;-59.421;0.777;2.251;-0.526
1650;31.651;-43.997;-55.874;95.934;-12.483;-30.964;15.935;-37.622;-29.481;-28.509;-27.323;-58.954;0.701;1.352;2.953
1660;31.819;-45.062;-57.768;98.16;-14.137;-31.348;12.942;-43.207;-36.512;-26.517;-28.418;-58.568;0.404;-0.961;8.112
1670;34.542;-46.967;-59.531;100.386;-15.87;-31.363;9.383;-50.233;-41.236;-24.092;-29.225;-55.886;0.059;-4.281;11.705
1680;37.265;-50.334;-61.294;102.337;-17.632;-31.206;6.164;-58.959;-46.135;-21.84;-29.512;-53.321;-0.354;-8.679;15.298
1690;36.258;-51.641;-63.324;103.647;-18.979;-31.048;2.703;-67.601;-51.141;-19.432;-29.716;-51.61;-0.713;-11.843;17.186
1700;35.251;-52.949;-65.161;104.716;-22.337;-30.126;-0.477;-75.345;-56.243;-17.023;-29.84;-49.698;-0.178;-14.281;19.012
1710;30.775;-53.297;-66.999;105.785;-25.694;-30.323;-3.953;-82.851;-62.377;-15.694;-28.997;-46.062;0.512;-16.032;21.563
1720;26.175;-51.966;-66.908;102.921;-28.954;-30.472;-7.461;-90.528;-68.15;-14.364;-27.968;-42.666;1.382;-17.297;24.017
1730;23.764;-50.634;-66.651;99.982;-28.215;-30.621;-11.364;-96.953;-74.804;-12.873;-27.179;-40.59;2.377;-19.328;26.476
1740;21.56;-47.428;-66.422;97.208;-27.421;-29.21;-15.16;-102.259;-81.487;-11.734;-26.11;-38.916;2.611;-21.412;28.866
1750;20.076;-44.101;-64.97;89.115;-26.799;-29.4;-18.28;-106.814;-88.061;-9.834;-25.034;-37.564;2.914;-23.681;31.537
1760;17.949;-39.521;-63.517;80.89;-23.777;-29.397;-21.428;-111.458;-93.138;-7.818;-24.719;-36.252;2.748;-26.072;32.262
1770;15.135;-35.703;-61.953;72.727;-21.086;-29.394;-24.182;-115.56;-96.575;-6.281;-24.458;-31.839;2.422;-27.978;34.011
1780;10.4;-31.886;-61.428;64.564;-18.836;-29.766;-27.388;-119.229;-99.971;-4.97;-24.4;-26.465;1.403;-29.526;35.463
1790;5.913;-26.135;-60.902;58.891;-16.047;-30.337;-30.745;-122.898;-102.206;-3.899;-24.342;-21.348;-0.725;-30.294;36.916
1800;0.196;-22.154;-64.337;53.218;-16.378;-30.818;-34.394;-126.425;-105.321;-4.219;-24.084;-17.458;-2.768;-30.822;37.527
1810;-5.521;-18.174;-67.73;47.448;-16.612;-31.299;-37.76;-129.486;-109.341;-4.512;-23.652;-13.841;-4.683;-31.443;38.166
1820;-7.473;-13.372;-71.123;40;-17.207;-32.101;-41.125;-132.546;-113.051;-4.225;-23.221;-11.305;-6.48;-32.277;37.237
1830;-9.425;-10.931;-73.246;32.635;-17.89;-32.31;-44.157;-136.459;-115.614;-3.938;-22.149;-10.378;-7.197;-33.712;36.295
1840;-9.207;-13.79;-75.065;25.269;-18.476;-32.679;-47.372;-140.366;-118.381;-3.852;-20.487;-10.451;-7.846;-35.643;34.485
1850;-7.218;-17.706;-76.884;23.817;-18.985;-33.047;-50.863;-144.272;-121.292;-4.018;-18.825;-10.308;-8.167;-36.698;33.806
1860;-5.246;-21.622;-75.079;22.364;-18.334;-32.863;-53.64;-147.783;-124.705;-5.223;-17.683;-9.931;-8.523;-37.912;34.045
1870;-4.354;-23.026;-72.977;20.615;-17.828;-30.68;-55.788;-151.604;-128.12;-6.378;-16.679;-9.291;-8.574;-39.486;34.822
1880;-3.463;-23.27;-70.874;25.011;-17.001;-28.607;-57.997;-155.439;-130.596;-7.532;-16.834;-8.331;-8.585;-41.634;35.502
1890;0.866;-21.274;-68.113;29.345;-19.058;-26.534;-59.843;-159.048;-132.661;-8.291;-16.99;-5.557;-8.658;-43.945;34.188
1900;5.196;-19.417;-65.366;33.679;-21.059;-23.581;-61.822;-161.211;-135.095;-9.05;-16.546;-2.423;-9.142;-45.909;32.873
1910;6.385;-14.959;-61.877;39.437;-22.206;-20.214;-63.926;-163.36;-137.426;-8.832;-16.542;0.891;-9.564;-46.832;30.377
1920;7.574;-10.786;-57.828;45.196;-23.672;-17.33;-66.406;-163.97;-140.712;-8.503;-16.538;1.13;-9.589;-46.957;27.818
1930;7.132;-4.497;-53.778;50.989;-24.848;-14.445;-69.138;-163.425;-143.357;-6.932;-17.164;-0.734;-9.655;-46.306;25.455
1940;9.555;1.793;-49.808;53.702;-25.114;-13.141;-71.781;-162.728;-146.258;-6.33;-16.743;-1.717;-9.414;-47.141;24.332
1950;11.617;7.985;-46.069;56.594;-22.433;-12.836;-74.634;-163.789;-147.833;-4.687;-16.399;-4.443;-9.207;-47.899;23.211
1960;16.029;14.017;-42.33;59.487;-19.752;-11.655;-77.073;-163.654;-149.49;-3.051;-17.014;-8.968;-9.691;-50.234;22.378
1970;20.361;18.448;-42.448;60.119;-15.777;-11.754;-79.633;-163.08;-149.397;-1.862;-17.114;-11.192;-10.375;-52.414;22.465
1980;22.239;22.956;-42.367;60.764;-10.721;-11.854;-82.379;-162.506;-149.599;-0.665;-17.277;-12.902;-11.128;-53.684;22.208
1990;24.164;25.863;-42.286;61.106;-5.852;-13.906;-85.046;-162.374;-150.988;1.022;-17.72;-14.764;-11.666;-56.366;21.756
2000;24.768;29.393;-44.349;65.248;-3.519;-14.898;-87.63;-162.367;-153.185;-0.455;-18.588;-15.586;-12.204;-57.726;20.73
2010;25.724;31.263;-46.247;68.811;-1.639;-15.89;-90.341;-162.36;-154.818;-1.932;-19.372;-17.036;-12.563;-57.971;19.703
2020;27.723;33.134;-48.145;74.494;-4.919;-17.164;-93.695;-162.654;-158.039;-2.661;-20.157;-21.926;-12.832;-59.066;17.483
2030;29.721;32.716;-48.028;79.99;-7.219;-19.039;-97.261;-162.553;-161.086;-2.869;-21.182;-26.032;-12.857;-59.291;15.126
2040;31.458;30.538;-47.979;81.451;-12.24;-20.699;-100.946;-162.452;-165.076;-3.077;-22.028;-29.668;-12.535;-60.821;12.691
2050;31.276;26.877;-47.931;82.712;-17.461;-22.52;-104.179;-162.168;-168.967;-2.886;-22.873;-33.228;-12.49;-63.152;9.772
2060;30.997;22.954;-48.532;83.932;-20.913;-24.341;-107.676;-161.534;-171.651;-2.694;-23.879;-36.508;-13.004;-65.076;6.57
2070;31.029;18.232;-49.134;86.116;-24.337;-26.103;-110.772;-160.899;-174.651;-3.579;-24.774;-39.194;-13.546;-68.359;5.892
2080;31.488;13.337;-50.669;87.179;-26.08;-26.317;-113.686;-159.327;-177.466;-3.705;-25.669;-40.561;-14.139;-69.412;5.072
2090;30.192;13.521;-50.83;89.043;-28.182;-26.531;-115.761;-156.935;-180.201;-3.746;-25.924;-41.797;-14.171;-70.421;4.843
2100;32.015;13.706;-50.992;84.81;-30.044;-27.269;-117.768;-154.543;-182.71;-1.99;-26.214;-43.178;-13.615;-69.801;4.521
2110;34.414;14.872;-51.797;80.577;-31.906;-28.17;-119.821;-152.793;-185.246;0.723;-26.503;-44.407;-13.114;-70.39;4.034
2120;38.532;13.277;-51.345;76.524;-32.514;-28.926;-122.552;-151.21;-187.316;3.339;-25.793;-45.996;-12.819;-70.541;4.588
2130;43.223;14.11;-50.892;70.317;-33.443;-29.681;-125.588;-149.743;-189.372;3.913;-23.64;-44.364;-12.611;-70.126;5.382
2140;47.514;12.041;-50.673;66.041;-33.497;-30.877;-128.428;-147.655;-190.778;3.927;-21.487;-44.132;-12.061;-68.16;5.695
2150;51.926;9.972;-50.406;61.766;-33.433;-32.594;-130.545;-145.292;-191.673;3.837;-18.694;-44.052;-10.954;-67.537;5.383
2160;56.229;10.968;-50.138;57.572;-34.608;-33.592;-132.106;-142.528;-190.921;1.959;-15.309;-42.559;-9.917;-65.578;5.098
2170;59.252;12.284;-48.872;53.097;-35.783;-34.589;-133.33;-139.557;-189.343;0.039;-12.014;-41.065;-9.479;-64.862;4.866
2180;64.099;15.28;-47.654;45.549;-37.553;-35.869;-134.917;-136.039;-188.287;-1.745;-8.599;-37.372;-9.651;-63.55;2.121
2190;67.626;18.2;-46.436;41.121;-40.323;-36.655;-135.899;-131.131;-187.448;-3.528;-6.148;-35.39;-10.488;-62.132;1.879
2200;70.872;21.08;-43.964;35.523;-41.727;-37.441;-136.328;-125.023;-185.087;-6.372;-3.841;-32.08;-10.942;-60.248;1.862
2210;74.186;22.041;-41.492;29.924;-43.09;-38.152;-136.844;-118.625;-181.764;-11.057;-2.377;-28.77;-11.142;-57.018;1.108
2220;78.877;24.589;-37.341;24.233;-45.069;-38.142;-137.276;-112.018;-178.732;-15.335;-1.392;-28.076;-10.597;-54.479;-0.938
2230;83.61;27.137;-33.901;18.825;-47.048;-38.236;-138.028;-105.411;-175.179;-19.997;-0.49;-27.382;-10.081;-51.531;-1.943
2240;89.222;29.161;-30.461;13.574;-47.157;-38.05;-138.159;-97.804;-170.097;-24.659;0.145;-26.661;-9.648;-46.817;-2.829
2250;95.829;30.626;-25.208;5.963;-44.986;-38.303;-137.214;-89.775;-163.95;-27.021;1.259;-23.575;-9.443;-45.033;-3.353
2260;102.27;30.011;-17.521;-0.778;-44.411;-38.316;-136.281;-81.746;-158.073;-28.142;3.974;-20.476;-8.727;-41.64;-3.732
2270;103.495;29.575;-9.834;-9.639;-38.607;-37.538;-135.404;-72.943;-152.419;-29.339;6.633;-17.377;-7.759;-37.676;-3.916
2280;104.72;31.179;-2.559;-16.72;-32.367;-35.8;-133.076;-62.88;-146.246;-30.098;9.652;-12.691;-6.657;-34.738;-3.811
2290;105.617;29.403;6.023;-22.698;-24.367;-34.007;-129.421;-52.817;-140.138;-30.712;12.192;-8.006;-6.207;-31.514;-3.567
2300;108.692;29.226;14.606;-27.668;-17.766;-30.694;-126.109;-41.735;-131.95;-31.505;14.503;-3.354;-5.87;-27.276;-3.19
2310;111.934;29.05;23.348;-32.597;-13.884;-27.043;-122.924;-31.725;-121.588;-30.888;16.815;-0.301;-5.601;-23.381;-3.068
2320;114.615;27.422;32.963;-38.068;-10.418;-22.912;-120.041;-21.716;-110.047;-30.272;18.047;2.194;-5.501;-17.379;-3.119
2330;117.524;25.794;42.578;-42.418;-9.508;-20.661;-115.178;-11.389;-98.103;-30.436;19.051;4.69;-6.119;-13.236;-2.604
2340;119.233;23.807;50.69;-47.528;-9.855;-18.182;-110.25;-4.295;-86.276;-28.56;18.735;5.989;-7.181;-8.713;-1.628
2350;117.87;22.392;58.774;-49.29;-10.003;-15.194;-104.299;2.764;-73.597;-28.364;18.379;7.768;-9.103;-6.207;-0.331
2360;116.604;19.417;66.858;-50.741;-10.35;-12.727;-98.566;10.272;-63.353;-27.356;17.92;9.554;-10.421;-1.764;0.69
2370;114.818;16.619;73.881;-52.712;-9.018;-10.28;-91.921;18.479;-53.488;-26.348;16.461;12.716;-11.244;2.852;0.043
2380;113.321;11.222;80.905;-54.565;-7.486;-7.753;-84.931;28.065;-43.891;-23.055;15.481;12.712;-11.891;6.994;-1.966
2390;110.385;5.825;87.768;-58.243;-4.153;-4.91;-77.061;37.411;-31.452;-18.363;14.606;12.708;-12.646;9.665;-3.614
2400;107.494;1.292;95.225;-62.148;-0.29;-4.228;-69.372;49.312;-18.917;-13.519;13.055;13.636;-14.036;12.814;-5.01
2410;104.603;-6.96;102.681;-64.212;2.254;-4.265;-61.883;62.004;-8.036;-7.6;12.105;13.004;-15.699;15.517;-6.179
2420;97.575;-15.372;108.778;-66.16;4.797;-4.212;-54.877;74.697;3.326;-1.55;11.058;12.559;-16.821;19.331;-7.603
2430;90.492;-24.63;114.331;-65.268;4.211;-2.865;-48.694;86.401;16.717;2.879;9.781;13.823;-17.607;23.854;-9.222
2440;83.05;-33.888;119.884;-64.258;3.632;-0.797;-43.888;98.603;29.189;7.548;9.903;17.261;-18.119;28.516;-10.494
2450;75.234;-44.194;123.959;-62.742;-1.748;1.512;-38.062;110.804;39.132;12.203;10.075;20.698;-19.123;32.768;-11.261
2460;67.979;-52.541;126.683;-61.226;-7.327;4.101;-32.374;121.792;48.367;18.339;11.135;20.71;-20.404;36.302;-11.428
2470;59.269;-60.927;129.407;-57.512;-12.69;7.036;-26.793;131.08;56.154;25.575;12.716;21.003;-21.855;41.579;-10.572
2480;50.531;-70.161;132.519;-54.673;-18.052;7.931;-20.236;140.368;63.246;33.27;14.345;21.24;-23.339;45.114;-10.059
2490;41.873;-79.156;135.737;-50.432;-20.679;8.546;-13.793;148.403;69.596;40.972;16.214;21.583;-23.963;48.408;-10.219
2500;33.215;-87.87;138.954;-46.19;-23.305;9.072;-8.501;154.044;75.292;48.674;17.524;19.025;-23.799;56.097;-10.619
2510;25.543;-93.719;139.411;-44.11;-24.083;11.699;-2.688;159.685;81.375;55.247;17.234;16.466;-24.214;61.443;-11.555
2520;22.312;-99.567;139.868;-42.03;-24.806;13.447;4.105;163.799;89.53;61.179;16.945;19.138;-25.603;67.036;-12.258
2530;19.087;-106.752;140.324;-41.592;-26.948;15.015;10.116;166.495;96.459;66.112;17.35;19.73;-27.119;71.586;-12.521
2540;16.392;-110.577;140.814;-41.16;-29.09;17.623;15.051;169.192;103.6;71.352;18.236;20.17;-28.454;76.971;-12.44
2550;13.69;-113.201;141.303;-40.96;-31.483;18.934;20.767;170.37;108;76.592;19.561;23.131;-29.243;81.101;-12.793
2560;11.207;-115.199;141.793;-40.76;-33.876;16.084;27.549;172.239;110.603;80.677;21.073;27.883;-28.397;85.174;-13.793
2570;8.032;-116.276;142.568;-37.705;-33.262;12.754;35.171;173.995;112.778;84.803;23.665;32.634;-27.459;86.738;-15.353
2580;5.305;-117.964;143.343;-34.65;-32.834;9.335;42.535;174.43;117.359;88.935;26.617;40.948;-25.636;87.69;-15.978
2590;3.498;-119.017;143.959;-28.612;-30.766;8.465;49.872;177.051;123.396;88.27;29.706;50.181;-24.263;89.742;-16.597
2600;1.884;-120.069;142.106;-22.823;-28.697;7.354;56.713;180.742;128.993;87.737;32.836;59.338;-21.986;92.117;-17.081
2610;-1.77;-122.808;140.254;-15.487;-27.563;6.141;64.486;183.913;136.388;86.514;35.485;71.761;-20.291;92.432;-17.486
2620;-6.651;-125.788;138.77;-7.79;-28.349;6.567;73.163;187.789;146.414;83.53;38.452;83.058;-18.956;92.756;-16.321
