timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-2+.1;41: wc-2+.2;42: wc-2+.3;43: wc-1-.1;44: wc-1-.2;45: wc-1-.3
600;-177.593;-250.067;-339.673;-204.645;-127.85;-348.522;-127.763;-52.553;-116.495;-323.945;-320.414;-243.004;-240.849;-170.894;-280.262
610;-161.32;-246.959;-319.902;-187.191;-117.89;-325.541;-118.521;-49.315;-109.701;-320.894;-314.774;-237.124;-223.917;-154.415;-265.734
620;-147.627;-234.6;-302.933;-172.187;-108.867;-305.52;-110.84;-46.48;-103.933;-318.533;-293.933;-222.24;-208.413;-140.2;-253.267
630;-135.799;-224.434;-288.141;-159.395;-100.855;-287.247;-104.339;-45.273;-99.309;-316.789;-275.855;-209.493;-194.063;-126.914;-242.47
640;-124.554;-215.72;-275.235;-148.211;-95.125;-271.519;-98.673;-43.892;-95.303;-315.488;-260.047;-198.379;-181.458;-115.282;-229.601
650;-114.709;-206.825;-262.56;-139.568;-89.893;-257.308;-93.47;-41.893;-92.034;-314.547;-246.611;-188.62;-170.329;-106.192;-218.256
660;-107.073;-199.043;-251.504;-131.951;-86.129;-244.772;-88.563;-40.024;-88.962;-313.901;-229.01;-175.997;-160.53;-98.149;-208.179
670;-100.337;-192.2;-241.675;-125.35;-82.663;-231.888;-83.975;-38.438;-85.85;-305;-213.312;-164.937;-151.688;-91.737;-198.288
680;-95.3;-184.298;-233.541;-120.437;-80.109;-219.079;-79.871;-36.483;-83.155;-297.111;-199.242;-155.037;-143.266;-85.877;-189.409
690;-90.84;-177.225;-226.281;-116.314;-77.824;-207.31;-76.263;-34.092;-80.769;-290.091;-185.933;-146.134;-135.684;-81.157;-181.561
700;-87.331;-169.565;-219.861;-114.916;-75.792;-196.39;-73.193;-32.179;-78.17;-283.821;-173.914;-137.53;-128.298;-76.781;-174.454
710;-84.22;-162.185;-213.935;-113.935;-73.827;-185.905;-70.452;-30.012;-75.571;-278.202;-163.018;-129.726;-121.577;-73.655;-167.935
720;-82.395;-155.456;-208.579;-112.094;-72.031;-176.085;-67.487;-28.085;-73.407;-273.106;-153.2;-122.859;-114.868;-70.659;-161.424
730;-66.191;-140.539;-187.862;-98.095;-52.693;-147.997;-51.401;-16.692;-55.229;-264.119;-135.553;-108.628;-89.625;-52.535;-146.979
740;-50.508;-125.378;-167.117;-83.929;-33.357;-119.412;-35.229;-8.528;-37.036;-255.087;-117.86;-94.363;-64.217;-34.462;-131.761
750;-34.65;-110.2;-144.655;-70.07;-23.618;-91.047;-20.98;-5.525;-25.337;-246.011;-100.123;-80.143;-40.051;-16.39;-116.526
760;-20.838;-93.86;-123.694;-60.839;-13.871;-62.557;-12.801;-4.249;-21.378;-232.333;-83.897;-65.835;-15.229;-0.333;-102.356
770;-7.16;-77.516;-103.033;-51.558;-10.989;-34.618;-4.342;-3.847;-19.587;-218.613;-65.189;-51.496;3.369;15.727;-87.876
780;-2.327;-61.167;-86.546;-44.189;-8.102;-13.827;0.946;-3.403;-18.973;-204.855;-46.44;-37.967;15.005;24.174;-73.379
790;2.196;-50.566;-70.047;-36.773;-8.521;-1.764;3.365;-3.656;-18.339;-191.057;-27.695;-25.65;26.965;32.622;-59.142
800;2.838;-39.944;-52.74;-30.523;-8.935;10.59;4.598;-3.932;-18.276;-177.223;-10.031;-13.402;34.037;36.405;-44.725
810;2.903;-31.183;-42.869;-24.234;-11.338;18.518;5.582;-5.174;-17.757;-163.353;7.67;-1.126;40.444;40.187;-34.168
820;0.606;-23.554;-31.874;-22.251;-14.048;25.187;6.764;-5.714;-17.596;-149.375;25.408;5.779;44.872;39.867;-23.474
830;-1.677;-15.906;-25.341;-20.23;-15.505;29.99;7.875;-6.2;-17.355;-139.524;41.955;11.47;47.89;39.548;-12.761
