timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
660;-218.588;-100.246;-190.932;-321.489;-327.954;-346.114;-155.483;-154.742;-189.79;-144.905;66.864;107.82;-70.102;-225.002;-19.325
670;-212.394;-96.581;-171.875;-309.409;-326.51;-339.985;-152.465;-148.602;-188.817;-140.405;68.237;106.749;-55.761;-213.695;-11.015
680;-207.28;-95.96;-154.68;-296.653;-322.453;-332.733;-149.413;-142.427;-187.533;-136.387;68.587;104.64;-43.12;-200.853;-0.92
690;-200.414;-93.908;-131.536;-285.586;-316.891;-327.474;-146.658;-136.967;-185.563;-131.638;68.079;102.382;-33.882;-191.441;9.069
700;-194.153;-92.379;-123.377;-274.533;-311.044;-321.413;-144.53;-130.989;-183.769;-127.351;70.087;100.921;-27.16;-182.018;15.742
710;-186.346;-86.491;-112.462;-264.402;-304.423;-314.731;-142.551;-125.624;-179.966;-122.684;74.303;99.748;-19.457;-168.705;24.385
720;-178.875;-78.029;-105.797;-250.566;-295.359;-305.825;-140.6;-119.849;-176.155;-118.406;77.155;98.895;-13.444;-154.775;33.101
730;-171.7;-71.3;-101.163;-237.962;-284.762;-292.888;-138.375;-114.6;-172.038;-114.137;79.988;97.237;-6.7;-140.175;41.325
740;-165.012;-66.621;-100.395;-230.933;-274.127;-278.631;-134.804;-112.621;-167.746;-110.196;80.832;95.492;1.767;-127.413;50.305
750;-159.426;-61.489;-97.838;-223.221;-266.736;-267.926;-131.837;-110.772;-163.774;-105.207;81.213;93.967;8.277;-113.379;58.845
760;-153.283;-58.57;-94.203;-216.068;-260.566;-257.372;-128.907;-108.172;-159.801;-100.693;80.514;93.073;13.911;-97.767;66.915
770;-146.851;-55.607;-88.821;-209.262;-253.988;-248.446;-126.006;-105.75;-155.565;-95.821;79.714;92.185;20.06;-81.25;75.31
780;-140.233;-54.381;-85.896;-201.489;-244.901;-236.861;-123.275;-101.322;-150.955;-91.478;78.951;89.647;27.068;-65.805;82.958
790;-126.685;-40.949;-70.716;-180.232;-227.907;-214.497;-118.457;-92.972;-143.107;-84.587;81.46;85.04;53.684;-37.097;98.125
800;-113.254;-30.817;-55.497;-160.922;-214.696;-194.668;-113.943;-85.276;-135.287;-77.51;82.341;80.473;74.941;-11.948;112.034
810;-100.109;-19.723;-41.896;-143.754;-199.255;-180.396;-106.411;-78.782;-129.2;-71.056;80.145;74.008;92.684;12.268;126.32
820;-85.804;-8.367;-32.303;-129.837;-182.114;-166.221;-99.158;-70.489;-123.074;-63.124;76.057;70.086;105.449;34.402;138.787
830;-72.06;1.398;-25.716;-116.131;-163.218;-148.844;-94;-62.524;-117.418;-55.776;71.86;63.876;117.82;57.596;148.687
840;-57.73;9.152;-15.798;-102.411;-146.694;-128.895;-88.571;-54.204;-109.576;-47.102;68.761;59.459;125.706;77.86;161.192
850;-47.4;16.52;-2.979;-89.541;-127.053;-110.527;-82.999;-46.343;-101.76;-38.811;68.361;54.072;132.12;97.009;175.432
860;-37.686;22.96;10.616;-75.592;-109.608;-97.367;-75.151;-37.76;-91.303;-28.94;66.787;49.98;138.757;115.018;188.452
870;-27.161;28.707;25.346;-62.577;-94.444;-84.902;-67.325;-30.187;-80.753;-19.294;61.643;45.574;147.376;132.63;199.958
880;-16.648;33.4;40.865;-48.472;-77.606;-73.048;-58.956;-20.284;-70.827;-8.646;55.109;40.013;156.411;151.379;207.998
890;-7.381;38.804;52.899;-33.359;-62.11;-60.498;-50.777;-11.716;-61.28;1.696;48.595;34.092;164.648;172.018;213.388
900;1.683;45.007;63.341;-16.641;-45.781;-43.283;-42.819;-2.123;-51.759;12.214;43.987;28.821;171.515;191.141;221.388
910;13.847;53.54;71.211;-0.231;-28.024;-26.184;-32.531;6.33;-37.838;22.05;40.517;23.339;176.858;210.142;230.278
920;29.65;64.685;75.326;14.082;-9.343;-11.698;-22.901;15.625;-23.908;33.316;36.185;18.865;183.019;231.766;237.97
930;42.29;76.71;79.48;28.11;8.09;1.85;-11.5;24.46;-7.24;44.89;31.6;14.76;189.07;253.17;244.02
940;54.084;88.155;80.252;41.184;23.114;16.221;-0.115;33.011;10.664;56.408;26.773;10.889;195.921;275.434;248.433
950;68.404;100.709;91.356;53.382;37.944;27.304;14.944;40.818;28.561;66.182;21.709;6.519;203.085;296.34;253.664
960;81.721;110.248;102.565;63.845;54.908;40.048;29.92;51.934;46.522;75.584;14.703;2.189;208.017;314.017;254.489
970;94.997;118.013;116.045;71.843;72.101;53.467;43.483;62.428;65.168;85.722;9.072;-1.87;212.051;329.493;255.622
980;110.722;126.886;128.775;81.375;88.568;64.03;56.676;70.402;81.996;95.528;4.701;-4.924;215.688;340.895;256.811
990;126.182;137.165;142.739;97.246;104.351;72.455;68.618;80.8;98.972;105.681;1.858;-7.731;218.64;350.82;256.568
1000;142.264;147.987;156.858;111.148;122.642;82.6;81.967;92.738;115.932;114.825;0.504;-10.697;221.374;359.217;256.527
1010;158.411;161.593;171.234;127.049;143.154;93.513;95.147;103.823;132.029;119.901;-1.062;-13.346;223.099;363.7;256.431
1020;172.974;175.069;183.109;143.123;165.139;104.717;109.177;110.944;148.254;124.334;-4.592;-15.308;224.156;365.721;254.732
1030;186.989;191.018;197.853;159.664;182.865;114.287;123.289;115.575;162.427;128.124;-8.66;-15.425;225.005;367.511;252.735
1040;199.816;206.036;215.441;174.578;199.454;123.678;133.751;121.371;171.48;132.349;-12.116;-15.512;224.5;368.533;249.766
1050;212.67;217.569;232.886;190.363;219.745;134.456;143.372;127.599;180.524;136.326;-13.153;-17.763;222.836;368.175;247.616
1060;227.102;227.518;249.579;206.6;240.045;150.668;149.626;130.875;190.869;140.348;-14.605;-19.684;219.377;367.304;243.062
1070;242.574;233.589;266.678;224.016;258.686;166.638;155.063;132.622;201.026;140.641;-15.998;-22.572;215.02;366.308;235.726
1080;255.598;238.558;285.059;241.67;274.923;181.136;162.77;132.565;210.656;140.812;-17.678;-22.826;211.226;362.35;226.718
1090;264.82;244.102;299.647;257.84;292.154;195.851;169.4;132.624;213.874;139.897;-16.861;-23.259;206.065;359.991;216.423
1100;273.864;250.378;309.798;274.619;305.96;212.949;175.775;135.032;217.084;140.086;-17.73;-23.614;199.917;353.17;204.38
1110;281.655;257.217;316.708;289.659;323.181;234.771;178.747;136.388;214.711;138.824;-17.365;-25.253;191.278;345.551;192.28
1120;287.94;262.112;317.357;303.523;339.481;256.1;180.958;137.001;212.164;137.642;-14.856;-26.814;180.105;339.106;178.644
1130;294.022;268.025;314.612;315.305;351.8;277.495;182.485;135.493;210.217;135.53;-12.55;-25.705;169.547;329.175;165.388
1140;300.825;274.14;316.629;324.935;362.748;296.495;183.882;132.508;209.473;133.476;-12.376;-24.831;158.203;319.666;150.08
1150;306.172;276.027;317.356;330.131;371.429;309.739;184.755;128.757;208.725;130.854;-10.289;-24.202;146.648;307.746;133.946
1160;306.437;275.937;315.234;333.695;380.501;319.915;182.049;124.865;202.609;127.855;-7.312;-23.847;133.401;295.009;118.688
1170;300.581;274.322;311.781;337.009;388.669;330;179.371;120.247;196.509;122.803;-4.447;-23.697;117.345;276.019;104.295
1180;298.216;272.16;308.12;339.088;394.144;338.656;174.368;115.576;187.24;116.984;-3.56;-24.432;100.712;253.4;89.792
