timepoints (min);46: wc-2-.1;47: wc-2-.2;48: wc-2-.3
600;-207.879;-275.812;-279.278
610;-198.324;-266.276;-273.875
620;-190.173;-257.613;-269.427
630;-183.158;-244.405;-261.184
640;-174.14;-232.803;-254.038
650;-166.205;-222.538;-247.855
660;-159.18;-213.601;-239.055
670;-152.375;-202.463;-231.263
680;-146.256;-192.436;-224.34
690;-140.748;-183.367;-218.165
700;-135.771;-175.829;-210.679
710;-130.548;-168.625;-203.536
720;-125.715;-162.073;-197.035
730;-114.347;-148.76;-185.44
740;-102.963;-134.974;-172.336
750;-91.71;-121.155;-159.013
760;-80.433;-107.306;-145.668
770;-70.611;-93.722;-132.542
780;-60.766;-79.961;-119.704
790;-51.152;-66.184;-106.84
800;-41.507;-52.391;-93.951
810;-36.392;-41.756;-83.277
820;-31.248;-31.316;-72.811
830;-25.292;-20.87;-62.317
840;-19.316;-10.469;-55.596
850;-16.322;-3.422;-48.839
860;-12.669;3.631;-42.057
870;-8.55;10.69;-35.25
880;-4.423;14.006;-30.3
890;-2.167;17.811;-25.366
900;0.695;21.623;-20.409
910;3.43;25.442;-18.03
920;5.735;26.882;-14.669
930;8.049;30.446;-11.173
940;9.899;34.015;-7.659
950;11.757;37.626;-5.448
960;12.943;42.119;-3.292
970;14.136;46.616;-1.118
980;15.711;51.117;1.074
990;17.292;55.055;2.203
1000;18.559;57.839;3.286
1010;20.111;60.628;4.388
1020;21.687;63.423;6.346
1030;23.268;66.079;8.269
1040;24.694;67.1;10.21
1050;26.165;68.125;12.166
1060;27.658;69.289;15.819
1070;29.155;70.055;19.538
1080;30.257;70.823;23.272
1090;31.402;71.592;27.339
1100;32.552;71.924;31.421
1110;33.066;72.137;35.564
1120;33.584;72.352;39.72
1130;34.258;72.569;43.328
1140;34.935;72.197;46.956
1150;35.017;71.668;50.595
1160;35.102;71.142;54.245
1170;35.502;70.543;56.946
1180;35.904;68.748;59.643
1190;36.83;66.957;62.35
1200;37.918;65.171;64.628
1210;39.032;62.103;66.729
1220;40.148;57.48;68.843
1230;40.947;52.861;70.969
1240;41.228;48.247;72.508
1250;41.453;44.805;74.073
1260;41.401;42.006;75.649
1270;41.353;39.211;76.517
1280;41.192;36.485;77.445
1290;41.034;35.401;78.384
1300;40.84;36.639;79.332
1310;40.649;37.881;78.129
1320;40.221;39.726;76.937
1330;37.545;39.662;73.072
1340;34.829;39.661;68.789
1350;33.753;39.659;63.826
1360;32.677;39.778;58.863
1370;31.857;38.081;53.914
1380;30.931;36.385;49.606
1390;31.526;34.709;45.152
1400;32.12;33.193;40.698
1410;33.501;30.698;36.492
1420;34.601;28.203;33.167
