timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
900;-295.192;-369.569;-302.73;-365.218;-280.038;-349.079;-286.552;-406.82;-312.216;-140.571;-215.332;-214.96;-186.791;-117.647;-78.929
910;-282.266;-346.498;-282.973;-345.371;-269.237;-336.513;-281.351;-396.013;-301.508;-120.658;-195.842;-197.915;-173.154;-109.616;-74.079
920;-271.067;-325.787;-265.987;-324.12;-260.12;-325.307;-276.187;-385.733;-292.227;-103.2;-176.987;-182.76;-160.573;-100.92;-69.56
930;-258.615;-307.766;-250.516;-305.388;-251.48;-312.533;-271.086;-376.98;-282.076;-86.872;-163.128;-169.013;-149.599;-93.276;-65.674
940;-244.313;-290.583;-236.299;-287.613;-242.28;-301.178;-265.753;-368.785;-273.133;-72.261;-150.911;-156.107;-139.769;-86.422;-61.923
950;-231.538;-274.633;-223.765;-271.675;-233.667;-287.833;-260.957;-361.671;-265.197;-58.346;-142.846;-143.496;-130.581;-78.991;-57.987
960;-217.79;-260.355;-211.33;-256.029;-223.493;-275.819;-256.279;-354.981;-258.011;-45.721;-135.631;-132.023;-122.569;-71.316;-54.442
970;-204.975;-247.038;-198.887;-241.825;-214.087;-262.275;-251.962;-349.063;-251.587;-32.275;-129.313;-120.888;-114.95;-64.45;-50.613
980;-193.101;-233.543;-186.663;-227.298;-203.259;-249.958;-248.409;-342.931;-245.377;-18.519;-123.591;-110.91;-108.323;-58.376;-46.981
990;-182.508;-219.848;-175.783;-213.982;-193.181;-236.977;-245.16;-337.42;-239.752;-5.881;-118.45;-100.897;-102.238;-53.382;-43.643
1000;-171.636;-207.264;-166.148;-200.81;-181.695;-225.062;-242.032;-331.684;-232.004;5.958;-113.739;-90.65;-97.016;-48.698;-41.083
1010;-161.988;-195.905;-157.185;-188.643;-170.917;-212.06;-239.024;-326.464;-224.899;16.946;-110.06;-81.298;-92.125;-44.851;-39.018
1020;-152.798;-184.939;-149.028;-177.049;-157.664;-200.028;-235.379;-320.927;-216.221;26.179;-106.649;-71.729;-87.88;-41.471;-36.776
1030;-123.678;-150.047;-119.344;-146.996;-132.858;-173.589;-222.629;-302.778;-194.764;62.208;-78.976;-38.015;-65.029;-32.707;-27.075
1040;-94.275;-114.299;-89.96;-116.782;-104.592;-147.182;-210.126;-282.902;-171.532;96.72;-51.322;-4.036;-42.086;-24.721;-17.399
1050;-70.585;-85.285;-67.9;-90.917;-79.622;-120.752;-201.088;-263.511;-148.303;116.535;-34.261;17.799;-23.855;-16.857;-11.74
1060;-53.83;-64.125;-51.138;-64.111;-53.905;-100.675;-191.128;-241.799;-126.979;136;-17.226;38.342;-13.615;-8.939;-8.287
1070;-37.398;-43.011;-35.029;-43.413;-31.791;-79.522;-184.222;-226.816;-105.664;146.807;-6.38;50.436;-2.956;0.082;-4.931
1080;-25.454;-26.826;-22.041;-21.433;-10.884;-61.401;-175.802;-209.932;-91.777;156.855;5.775;62.477;3.76;9.138;-2.253
1090;-14.783;-12.101;-12.454;-2.403;6.311;-41.343;-169.203;-197.46;-77.907;163.877;13.465;68.79;10.443;16.237;0.9
1100;-4.629;0.942;-2.246;16.718;23.664;-23.633;-160.415;-183.652;-67.776;170.857;21.359;73.576;15.325;22.846;3.601
1110;3.144;14.731;7.891;34.873;38.722;-4.501;-152.37;-172.174;-57.574;175.965;25.984;77.752;18.965;26.414;5.94
1120;10.482;27.722;16.688;52.998;54.937;13.324;-141.699;-158.823;-46.187;181.025;31.912;81.021;22.653;28.579;8.442
1130;16.14;39.637;23.94;69.86;70.528;30.948;-131.733;-145.122;-34.601;186.477;36.167;84.543;25.347;30.784;11.233
1140;21.448;51.51;31.927;86.696;86.755;47.548;-120.631;-131.132;-22.907;190.726;42.993;88.412;27.241;32.827;13.85
1150;30.043;61.413;37.427;101.164;103.494;64.185;-109.953;-117.236;-10.764;195.993;48.188;91.513;28.703;33.986;16.349
1160;37.356;69.717;41.88;115.608;120.188;79.762;-98.126;-103.134;0.445;200.378;54.122;96.308;29.374;34.573;17.859
1170;46.13;77.66;45.79;127.4;137.19;95.34;-86.8;-89.61;13.76;202.36;58.79;101.99;29.88;34.08;19.33
1180;53.003;86.3;49.105;139.17;152.669;110.06;-73.092;-76.124;25.66;201.074;63.762;107.711;30.791;33.588;21.082
