timepoints (min);16: frq7,+ -1;17: frq7,+ -2;18: frq7,+ -3;19: frq1,- -1;20: frq1,- -2;21: frq1,- -3;22: frq7,- -1;23: frq7,- -2;24: frq7,- -3;25: frq9,+ -1;26: frq9,+ -2;27: frq9,+ -3;28: frq10,+ -1;29: frq10,+ -2;30: frq10,+ -3
2640;-46.921;11.114;-221.19;56.812;-73.194;-99.19;-111.276;-111.508;-47.694;151.21;127.335;173.509;272.658;1.516;24.105
2650;-40.874;25.945;-218.634;47.574;-81.421;-104.77;-108.138;-107.557;-47.097;141.041;121.081;164.771;268.437;-1.295;23.458
2660;-34.295;40.524;-216.076;38.121;-90.567;-110.917;-104.582;-104.712;-44.859;130.873;114.986;155.218;267.255;-4.106;22.714
2670;-27.16;55.833;-213.421;29.037;-99.239;-117.403;-99.359;-101.91;-42.498;118.244;106.669;145.847;264.92;-8.935;22.279
2680;-19.076;72.088;-210.506;19.77;-108.27;-122.928;-93.564;-99.749;-38.457;105.446;98.167;136.385;263.983;-13.69;21.443
2690;-10.254;87.826;-207.272;12.839;-118.804;-128.543;-87.321;-98.283;-34.429;91.287;89.201;126.521;259.371;-19.948;20.607
2700;-1.372;102.415;-203.166;5.934;-125.618;-133.559;-81.446;-95.977;-30.721;77.433;78.537;116.381;254.863;-24.742;19.599
2710;6.817;115.571;-197.244;2.149;-132.713;-138.788;-75.999;-92.756;-26.952;62.572;67.04;104.92;248.306;-29.008;19.75
2720;14.429;129.767;-190.313;-1.77;-137.897;-144.459;-69.919;-88.295;-23.102;46.752;57.712;91.879;239.349;-32.666;19.902
2730;21.581;144.647;-182.794;-5.909;-143.288;-150.255;-65.079;-81.101;-19.032;28.848;50.08;80.172;229.592;-35.255;19.661
2740;28.15;160.404;-174.877;-13.574;-148.611;-156.72;-58.441;-73.586;-13.001;10.47;42.008;68.306;216.16;-39.451;19.419
2750;34.286;176.407;-166.352;-21.007;-155.691;-163.068;-52.687;-63.997;-6.895;-6.174;33.966;58.148;202.793;-42.201;19.927
2760;40.608;191.21;-156.463;-29.188;-162.454;-168.938;-45.156;-54.888;1.491;-22.957;23.873;47.942;189.985;-46.643;20.359
2770;48.458;204.872;-145.534;-36.934;-169.56;-174.568;-35.436;-43.134;9.85;-39.429;11.313;36.777;178.066;-51.641;20.71
2780;56.643;218.534;-132.63;-43.748;-175.999;-180.186;-25.461;-31.499;15.608;-55.499;-1.004;25.167;163.785;-55.407;20.957
2790;62.57;231.328;-117.298;-49.457;-182.197;-184.284;-10.844;-14.535;21.326;-71.426;-12.917;12.81;149.383;-58.593;21.177
2800;67.703;244.543;-100.44;-55.324;-188.466;-187.086;4.372;2.669;27.643;-87.146;-24.706;0.486;131.917;-61.779;21.276
2810;73.978;258.56;-83.559;-60.977;-193.887;-189.607;21.948;20.425;34.308;-101.207;-35.61;-10.881;115.029;-63.665;20.372
2820;81.303;273.346;-67.25;-67.338;-199.654;-190.811;39.803;37.021;41.12;-113.171;-45.881;-23.059;98.261;-66.178;19.469
2830;89.634;287.56;-48.532;-73.244;-204.6;-191.854;58.095;53.606;47.408;-124.721;-55.96;-35.869;81.083;-68.926;18.487
2840;95.025;301.983;-28.658;-79.497;-209.508;-193.11;78.588;69.87;55.697;-136;-65.243;-49.668;62.767;-69.967;16.705
2850;101.41;316.295;-9.407;-85.414;-213.917;-193.921;96.47;85.906;63.161;-147.633;-76.15;-65.306;44.171;-72.135;14.923
2860;109.455;329.734;10.217;-91.109;-218.156;-194.291;115.313;101.422;72.625;-157.866;-86.957;-79.168;26.171;-73.581;13.175
2870;118.379;341.128;32.157;-97.811;-220.215;-194.199;134.019;114.705;82.548;-167.43;-99.792;-92.934;8.239;-73.226;10.908
2880;127.276;349.535;57.208;-103.888;-221.232;-193.754;152.114;126.119;92.425;-176.73;-111.057;-103.553;-8.24;-72.872;8.178
2890;137.092;357.303;83.239;-109.223;-222.248;-193.234;171.49;138.887;102.588;-184.709;-122.921;-112.381;-26.552;-72.997;5.407
2900;147.674;364.433;109.074;-113.31;-224.15;-192.818;189.819;149.713;112.698;-190.532;-130.839;-121.52;-40.379;-73.448;3.676
2910;156.817;370.937;134.721;-116.341;-226.052;-191.499;206.015;161.396;121.309;-196.186;-138.443;-129.927;-55.695;-72.914;1.105
2920;164.614;378.05;162.083;-118.599;-227.436;-190.084;221.068;173.537;130.131;-201.148;-144.564;-138.919;-71.237;-71.023;-1.501
2930;171.957;385.88;192.044;-122.098;-228.244;-187.298;236.837;186.181;137.348;-205.502;-150.611;-146.457;-88.841;-70.723;-3.706
2940;179.196;394.028;223.694;-125.446;-227.992;-183.887;252.366;199.451;141.541;-209.777;-156.618;-153.579;-104.313;-70.462;-5.592
2950;186.297;401.498;254.786;-129.894;-226.683;-180.352;268.43;214.663;145.363;-214.359;-161.036;-160.308;-117.498;-71.837;-7.498
2960;194.321;408.604;283.759;-134.418;-224.775;-175.874;284.404;228.396;149.334;-219.628;-164.291;-164.64;-127.852;-74.072;-10.494
2970;202.45;414.084;310.066;-138.436;-221.844;-171.568;300.055;242.163;152.727;-224.897;-167.546;-168.182;-137.466;-76.306;-12.61
2980;210.305;418.43;334.537;-141.914;-219.283;-166.514;314.731;253.651;155.738;-230.263;-171.417;-170.766;-147.608;-78.059;-14.726
2990;218.12;422.025;356.599;-144.455;-215.225;-161.142;327.727;261.079;157.49;-234.247;-175.101;-173.141;-152.604;-78.788;-16.828
3000;226.193;425.385;378.454;-146.746;-210.433;-154.748;338.713;266.597;161.149;-238.23;-178.785;-176.034;-156.465;-79.516;-19.81
3010;234.12;429.269;399.45;-148.079;-205.632;-147.708;345.379;271.516;163.71;-239.932;-180.673;-179.735;-160.012;-79.257;-22.912
3020;240.715;433.112;418.475;-150.11;-200.789;-140.083;349.324;273.796;164.571;-240.406;-178.639;-182.368;-163.64;-78.461;-25.959
3030;247.312;435.85;433.764;-151.742;-197.353;-132.699;351.462;276.636;165.508;-240.879;-176.604;-185.633;-165.29;-77.665;-28.846
3040;253.985;438.062;446.411;-153.252;-193.917;-127.705;348.917;274.312;165.017;-239.279;-173.606;-189.477;-165.75;-74.207;-31.892
3050;260.277;438.261;458.332;-154.961;-189.935;-122.683;346.281;267.988;164.474;-234.069;-170.819;-192.081;-163.326;-71.532;-34.974
3060;265.6;434.884;469.473;-156.001;-185.953;-117.393;341.328;261.677;164.196;-228.459;-168.793;-194.446;-161.313;-70.698;-36.935
3070;270.084;426.16;480.497;-156.866;-180.131;-112.317;336.959;255.567;163.797;-221.472;-166.435;-195.785;-159.982;-69.783;-39.257
3080;273.159;417.505;489.55;-156.676;-175.737;-106.618;330.233;249.647;164.75;-215.239;-164.018;-195.47;-160.27;-67.651;-41.743
3090;275.721;406.665;497.261;-155.046;-171.408;-101.463;321.363;244.687;163.703;-209.086;-162.001;-192.858;-160.177;-66.719;-43.43
3100;276.88;394.574;505.895;-153.126;-166.691;-96.589;316.837;239.721;163.881;-203.201;-158.888;-189.195;-162.208;-64.472;-44.917
3110;276.523;380.463;511.091;-150.095;-163.621;-92.032;311.503;230.916;162.139;-196.677;-157.295;-184.753;-165.823;-62.585;-46.432
3120;273.706;365.287;510.554;-148.166;-159.452;-86.754;306.124;224.571;160.473;-189.27;-155.556;-178.801;-168.963;-61.512;-47.946
3130;268.578;351.528;505.248;-146.381;-156.538;-80.628;296.483;217.546;158.087;-180.746;-156.552;-172.727;-171.379;-61.126;-48.581
3140;261.265;337.832;499.259;-145.19;-151.564;-74.821;286.607;209.843;155.708;-172.589;-156.988;-165.088;-170.127;-61.299;-49.257
3150;253.16;323.03;493.717;-143.8;-146.923;-68.425;274.331;205.099;151.928;-164.673;-159.113;-157.359;-168.724;-61.814;-50.084
3160;244.84;306.8;488.582;-141.847;-140.708;-62.069;264.396;199.52;148.17;-157.946;-160.502;-148.469;-167.141;-64.234;-50.072
3170;235.65;288.088;479.858;-139.728;-134.672;-53.721;255.541;195.101;143.239;-151.357;-161.87;-139.105;-166.841;-66.655;-50.099
3180;225.502;266.923;465.575;-136.632;-127.597;-45.654;245.423;189.695;138.294;-145.348;-162.026;-130.999;-165.12;-69.287;-49.872
3190;214.866;244.131;446.792;-132.975;-120.523;-36.406;236.672;183.17;136.31;-137.759;-160.508;-122.866;-164.563;-71.59;-49.964
3200;203.985;221.374;425.768;-128.361;-112.917;-27.157;227.6;174.95;134.299;-130.17;-158.955;-114.494;-165.953;-73.894;-50.177
3210;191.99;198.414;402.963;-122.308;-105.312;-18.36;218.819;167.25;129.708;-120.323;-155.53;-106.921;-168.552;-74.116;-50.292
3220;179.284;175.583;381.116;-116.647;-97.244;-9.563;209.999;159.652;125.233;-109.654;-149.925;-98.535;-170.421;-73.603;-51.288
3230;165.789;151.462;357.814;-110.986;-88.697;0.346;202.236;151.545;122.31;-97.909;-144.687;-91.135;-171.963;-72.887;-51.964
3240;151.371;126.828;335.204;-105.932;-80.439;10.476;193.993;147.119;119.498;-85.641;-137.04;-83.406;-174.652;-71.717;-52.654
3250;135.868;100.881;313.375;-100.734;-72.141;22.023;184.23;138.095;113.766;-71.749;-127.139;-73.775;-177.662;-71.037;-53.343
3260;119.989;74.528;291.439;-94.295;-63.335;33.626;176.859;129.872;107.93;-58.797;-115.468;-62.905;-179.788;-69.284;-53.353
3270;103.579;47.098;268.993;-87.806;-53.57;46.309;167.001;121.554;102.214;-46.098;-104.305;-50.302;-182.357;-68.172;-53.377
3280;87.359;19.692;247.076;-79.556;-43.32;58.709;159.033;112.788;96.484;-30.953;-93.364;-37.233;-183.807;-67.381;-53.469
3290;70.895;-7.928;225.268;-71.746;-26.99;73.189;150.757;104.011;91.954;-17.654;-83.841;-22.244;-186.607;-68.068;-53.401
3300;54.479;-33.447;202.734;-63.177;-12.047;87.621;142.621;99.09;87.556;-7.763;-73.142;-8.207;-189.145;-67.701;-52.254
3310;37.786;-54.872;179.914;-55.152;3.177;102.492;133.662;96.759;82.244;1.574;-61.237;5.59;-188.283;-66.454;-51.134
3320;21.621;-72.662;157.039;-46.401;16.72;119.046;121.835;94.014;77.029;9.876;-49.338;19.721;-186.043;-65.076;-49.654
3330;7.025;-89.992;135.12;-36.288;33.179;135.839;111.181;89.669;69.306;19.833;-37.487;31.946;-181.188;-64.116;-46.694
3340;-7.577;-105.782;113.59;-26.945;49.473;154.288;99.619;84.309;61.466;29.79;-25.636;42.931;-175.252;-63.156;-43.886
3350;-22.546;-121.323;90.008;-17.301;68.737;172.978;83.796;77.159;51.957;41.389;-11.939;53.698;-163.44;-63.578;-41.277
3360;-37.818;-134.954;66.763;-8.058;87.924;192.375;68.503;74.048;42.135;52.028;5.461;63.585;-150.661;-62.054;-38.229
3370;-51.917;-146.828;46.354;4.24;106.593;210.612;53.388;70.978;32.425;63.121;22.861;72.527;-136.801;-60.447;-35.167
3380;-65.098;-157.501;27.748;16.407;129.859;227.57;43.046;68.643;23.963;72.622;41.989;81.119;-124.4;-59.08;-32.585
3390;-76.863;-167.516;9.385;30.025;151.404;244.527;32.023;65.828;15.661;82.276;59.857;88.05;-113.303;-57.968;-29.843
3400;-87.858;-175.71;-9.6;44.708;177.632;260.938;23.132;59.639;8.694;91.999;77.724;95.094;-101.737;-56.615;-27.246
3410;-98.737;-182.818;-28.549;58.254;202.196;277.349;13.721;51.53;1.592;101.792;95.177;100.153;-88.119;-52.132;-24.648
3420;-108.858;-188.967;-45.782;74.499;226.666;289.817;2.775;41.971;-4.701;110.577;113.388;105.13;-72.646;-46.189;-22.011
3430;-118.68;-194.243;-61.316;90.316;250.233;302.174;-8.712;32.012;-11.33;119.041;131.269;109.372;-55.228;-38.898;-19.513
3440;-128.048;-199.037;-74.51;106.611;271.623;314.731;-21.599;23.132;-17.924;125.403;148.313;115.192;-36.327;-31.995;-17.015
3450;-137.614;-204.628;-84.956;122.858;292.226;327.274;-33.788;15.252;-24.92;131.964;166.197;120.721;-18.441;-25.131;-14.397
3460;-146.731;-210.81;-93.314;138.741;313.167;337.498;-45.977;6.999;-29.484;136.906;182.003;125.916;-0.018;-20.239;-12.459
3470;-155.381;-216.779;-102.011;159.783;332.877;347.777;-58.022;-0.735;-34.039;141.342;196.125;131.062;18.004;-15.662;-10.583
3480;-164.079;-221.601;-110.6;180.577;353.244;354.055;-70.828;-8.234;-39.673;146.178;208.617;135.897;36.572;-9.702;-9.028
3490;-172.568;-226.636;-119.206;202.17;373.611;361.019;-83.663;-18.847;-45.246;149.203;219.346;140.716;56.44;-3.924;-7.232
3500;-180.673;-231.175;-128.912;223.399;393.741;365.543;-94.079;-24.621;-49.778;149.903;225.521;144.567;77.206;2.36;-5.615
3510;-187.291;-235.28;-138.742;240.508;413.87;366.262;-106.146;-31.521;-54.375;151.354;231.502;149.572;97.484;7.666;-4.559
3520;-192.755;-238.426;-147.414;257.437;430.186;365.021;-115.52;-38.363;-57.412;151.807;236.881;153.189;118.925;13.559;-2.822
3530;-197.312;-241.115;-154.908;274.028;440.382;359.532;-123.543;-45.134;-60.519;151.921;241.895;156.95;139.935;20.161;-1.244
3540;-200.392;-244.172;-161.561;289.154;444.45;352.564;-131.294;-52.095;-63.397;152.215;247.061;160.461;161.361;26.571;0.334
3550;-203.519;-247.927;-169.298;303.968;442.157;344.848;-139.572;-60.039;-66.6;154.003;249.953;165.095;183.99;33.223;0.832
3560;-206.641;-251.892;-177.843;316.937;439.64;335.372;-147.188;-70.607;-69.188;156.868;252.581;169.102;202.964;39.153;2.022
3570;-209.963;-255.734;-186.548;329.299;434.203;323.87;-152.841;-82.701;-72.025;159.732;255.132;172.335;221.814;45.193;3.212
3580;-213.014;-259.566;-195.138;338.182;427.588;312.368;-158.554;-93.16;-73.679;162.79;258.21;175.848;239.77;50.691;2.923
3590;-215.128;-263.074;-203.097;347.017;415.772;297.233;-163.298;-102.712;-75.232;165.618;259.906;179.116;255.077;55.462;2.553
3600;-215.468;-265.699;-209.647;351.619;400.737;282.098;-168.283;-111.066;-76.472;168.717;260.603;183.374;266.399;61.131;2.314
3610;-215.836;-268.21;-214.752;352.159;384.021;265.24;-173.543;-119.428;-77.872;172.509;256.414;187.83;275.633;63.963;1.636
3620;-216.116;-270.801;-219.643;350.716;366.581;248.444;-179.531;-129.065;-79.473;177.601;249.806;189.662;281.397;67.581;0.637
3630;-216.195;-273.283;-224.43;346.919;346.24;233.168;-186.319;-138.702;-81.673;183.195;242.517;191.934;287.924;71.712;-0.389
3640;-216.199;-276.473;-229.396;341.743;326.023;218.154;-191.95;-146.218;-84.033;188.057;235.956;190.908;292.815;77.622;-1.575
3650;-215.977;-280.372;-234.317;334.172;301.723;202.621;-197.665;-153.734;-86.026;190.321;229.794;187.028;295.193;82.561;-2.441
3660;-215.098;-284.56;-239.788;326.567;277.491;186.99;-202.48;-159.739;-87.419;193.197;223.55;183.828;295.601;86.217;-3.466
3670;-213.931;-288.19;-245.353;314.81;252.837;170.68;-206.294;-165.745;-88.881;196.657;216.57;179.491;293.764;88.738;-4.491
3680;-212.433;-291.181;-249.462;298.852;228.206;152.354;-208.92;-172.686;-90.663;199.876;209.869;174.994;289.221;93.389;-4.556
3690;-210.394;-294.212;-252.726;281.877;205.599;132.789;-211.339;-179.626;-92.204;203.457;202.27;168.633;283.828;98.201;-4.759
3700;-208.363;-295.652;-255.554;265.022;181.245;113.286;-213.439;-188.577;-94.259;206.251;192.897;160.166;278.297;102.295;-4.961
3710;-204.934;-295.726;-257.037;247.215;156.534;94.502;-215.945;-197.527;-95.963;209.046;183.454;151.778;272.64;106.596;-4.484
3720;-200.139;-294.644;-257.023;224.368;132.182;75.698;-218.651;-208.919;-98.05;209.913;173.046;141.617;266.338;111.206;-3.848
3730;-193.117;-293.766;-255.64;201.563;106.432;58.414;-221.721;-220.31;-100.15;210.401;164.972;130.728;259.556;115.074;-3.281
3740;-184.894;-292.742;-254.212;175.913;78.681;40.458;-225.243;-229.081;-102.226;209.859;156.754;119.463;249.997;118.854;-2.954
3750;-176.767;-291.556;-252.103;150.263;51.17;22.462;-226.986;-237.714;-104.316;209.706;150.697;108.378;239.316;121.717;-1.748
3760;-170.44;-290.749;-249.687;127.124;23.716;8.313;-227.77;-243.611;-106.079;209.368;144.654;95.972;227.354;125.887;-0.686
3770;-163.497;-288.578;-247.546;103.985;-0.698;-6.061;-228.553;-249.17;-107.953;209.83;138.125;83.537;215.018;129.988;-0.303
3780;-156.179;-285.069;-245.331;80.768;-18.589;-16.146;-230.153;-252.905;-109.579;209.143;132.054;72.094;201.835;134.629;0.079
3790;-149.857;-280.175;-243.75;58.912;-36.48;-26.843;-231.273;-255.619;-111.99;208.432;126.313;60.978;191.691;138.434;0.84
3800;-143.437;-274.361;-241.025;37.161;-47.541;-36.819;-231.41;-255.684;-114.001;206.68;121.819;51.666;183.532;141.858;1.601
3810;-133.873;-268.261;-237.712;17.222;-58.601;-47.186;-231.254;-255.261;-116.03;203.097;116.709;42.892;175.712;143.292;1.963
3820;-122.743;-262.863;-233.967;-3.2;-66.68;-57.153;-230.498;-253.512;-117.699;199.513;110.822;33.879;167.371;144.81;2.476
3830;-109.046;-257.156;-229.221;-21.395;-74.759;-67.041;-230.301;-250.757;-119.385;195.292;104.524;26.083;159.152;144.581;2.989
3840;-94.195;-250.977;-224.215;-38.886;-77.869;-74.85;-229.938;-249.945;-121.03;191.617;99.462;18.567;151.571;143.626;3.582
3850;-79.39;-243.599;-219.843;-52.764;-80.979;-82.215;-229.941;-247.177;-122.71;188.065;94.665;7.316;143.99;142.775;4.417
3860;-65.182;-235.193;-215.072;-62.517;-82.879;-88.621;-230.35;-244.512;-124.012;182.88;90.865;-4.149;136.883;141.572;5.23
3870;-50.263;-226.015;-208.748;-73.011;-84.778;-94.792;-229.738;-240.331;-125.604;176.843;89.195;-12.023;130.717;139.407;6.364
3880;-35.737;-216.829;-201.76;-81.233;-88.548;-102.043;-228.35;-236.357;-125.943;168.644;87.746;-19.17;124.552;137.179;7.898
3890;-20.862;-206.763;-194.385;-89.658;-92.317;-109.377;-226.527;-232.863;-126.524;162.204;87.113;-23.377;119.637;133.408;9.404
3900;-4.846;-196.193;-186.046;-96.759;-96.716;-116.87;-224.331;-230.197;-127.513;158.927;86.708;-24.804;117.054;131.33;10.59
3910;11.703;-185.771;-176.692;-103.819;-101.115;-124.137;-221.229;-225.531;-129;157.01;84.182;-26.19;114.829;129.072;11.777
3920;28.261;-176.226;-167.43;-109.455;-105.611;-128.742;-216.81;-220.823;-130.446;155.414;81.331;-26.731;114.225;126.499;13.204
3930;44.269;-166.746;-157.979;-111.523;-110.509;-131.629;-212.865;-212.716;-130.874;152.206;76.266;-25.943;111.88;120.284;13.832
3940;59.379;-156.931;-149.269;-113.37;-114.433;-134.905;-207.6;-204.829;-131.303;148.997;71.201;-24.956;109.542;113.786;15.339
3950;75.41;-147.964;-141.417;-115.657;-116.777;-138.222;-202.186;-197.142;-130.734;142.081;64.281;-21.768;105.712;107.03;16.881
3960;90.959;-138.861;-135.236;-117.847;-118.714;-140.203;-196.372;-191.239;-130.143;135.276;55.099;-18.47;102.437;99.84;18.423
3970;105.498;-130.378;-130.796;-119.628;-120.812;-141.983;-190.372;-184.255;-128.782;127.165;47.324;-12.95;99.135;90.89;19.966
3980;119.337;-122.503;-127.018;-121.408;-123.646;-143.349;-185.411;-177.458;-127.559;119.248;38.564;-6.95;95.343;79.836;21.825
3990;130.91;-114.338;-124.56;-121.876;-123.989;-144.715;-179.93;-170.141;-126.222;111.436;29.621;-0.368;91.635;68.623;23.684
4000;141.394;-105.581;-122.081;-123.183;-124.895;-146.153;-173.957;-159.615;-124.981;103.223;20.273;6.099;87.127;57.131;25.623
4010;154.885;-94.986;-118.553;-124.094;-125.452;-147.592;-167.865;-149.472;-123.96;94.604;10.057;12.767;83.892;43.735;27.563
4020;168.041;-83.528;-113.978;-124.884;-126.116;-148.495;-159.006;-136.288;-122.153;85.621;-0.212;18.014;78.167;30.132;29.495
4030;180.724;-71.808;-109.208;-127.183;-127.161;-149.239;-149.546;-125.123;-120.346;76.692;-11.273;22.461;71.601;14.017;31.428
4040;194.252;-59.199;-103.901;-129.146;-127.743;-149.343;-140.146;-113.59;-118.954;68.494;-21.884;24.905;61.885;-0.684;33.429
4050;208.076;-45.996;-98.134;-131.574;-128.754;-149.208;-131.374;-103.519;-117.563;60.295;-32.53;22.834;50.127;-15.274;35.41
4060;216.486;-33.401;-90.968;-133.716;-129.737;-149.048;-122.59;-94.15;-115.852;53.523;-43.364;20.764;37.389;-26.622;37.27
4070;222.382;-19.321;-82.702;-135.458;-130.56;-148.768;-114.374;-85.375;-113.982;48.156;-53.043;17.575;25.247;-37.708;40.011
4080;224.796;-4.363;-74.545;-137.553;-130.833;-148.284;-106.05;-74.549;-112.426;43.201;-64.23;13.306;12.648;-47.753;42.807
4090;225.343;12.159;-66.652;-140.448;-130.626;-147.549;-95.728;-59.938;-110.469;38.857;-75.407;7.545;0.036;-55.713;45.603
4100;225.051;28.488;-59.192;-143.436;-129.985;-146.753;-85.924;-46.779;-108.691;34.801;-86.214;3.859;-12.528;-63.811;48.399
4110;222.445;44.444;-53.116;-146.21;-128.943;-146.426;-72.434;-36.502;-106.2;31.167;-94.721;0.174;-24.181;-69.989;51.146
4120;215.687;60.435;-49.548;-148.423;-128.239;-145.761;-59.412;-26.319;-103.978;27.677;-103.167;-4.548;-34.803;-77.137;53.894
4130;209.087;75.803;-47.8;-150.334;-127.174;-146.033;-44.614;-13.468;-100.757;25.28;-112.426;-10.183;-45.225;-84.181;56.761
4140;201.796;91.579;-46.368;-152.297;-125.462;-146.05;-29.583;-1.123;-97.731;21.843;-122.566;-16.421;-56.131;-89.705;59.629
4150;193.539;108.487;-44.503;-154.204;-123.43;-145.938;-14.463;8.04;-94.208;18.371;-133.429;-24.01;-68.447;-96.182;62.683
4160;184.508;125.332;-41.345;-157.262;-122.29;-145.523;-2.154;16.102;-90.759;12.757;-141.75;-31.599;-80.698;-102.363;65.737
4170;174.803;142.788;-36.39;-159.604;-120.349;-145.073;8.477;25.124;-87.309;7.143;-149.632;-39.979;-92.669;-109.223;68.646
4180;163.502;160.699;-30.348;-161.432;-119.497;-144.623;21.309;31.178;-83.687;1.934;-155.862;-48.408;-102.734;-114.557;71.81
4190;152.399;178.709;-21.804;-163.579;-119.604;-144.109;32.848;39.392;-80.065;-3.276;-161.252;-57.597;-113.618;-119.815;74.094
4200;138.839;196.543;-11.73;-165.317;-118.821;-143.594;46.948;48.257;-75.801;-6.528;-163.99;-66.705;-122.527;-123.959;76.498
4210;124.539;214.731;-0.954;-167.615;-118.477;-142.97;60.585;57.841;-71.538;-9.801;-163.041;-75.854;-133.124;-127.674;78.978
4220;110.146;233.041;10.461;-170.139;-117.841;-142.465;77.266;68.495;-67.308;-11.865;-162.332;-85.058;-143.877;-130.31;81.458
4230;93.599;250.677;23.572;-172.305;-115.753;-141.92;94.172;79.349;-62.157;-14.131;-160.942;-94.338;-153.874;-130.506;83.807
4240;78.248;267.686;39.597;-173.622;-114.819;-141.375;112.967;91.833;-57.186;-15.699;-160.985;-103.665;-162.072;-130.757;86.183
4250;64.353;283.452;56.116;-173.452;-112.612;-140.648;128.961;102.157;-49.961;-17.168;-161.028;-113.022;-169.302;-128.848;87.6
4260;48.033;297.047;71.64;-173.283;-111.033;-139.364;144.832;113.291;-42.75;-18.754;-160.018;-122.497;-176.326;-126.153;88.817
4270;30.913;308.275;86.626;-173.098;-109.548;-138.425;154.622;121.585;-35.487;-21.596;-158.996;-130.644;-180.789;-123.161;90.033
4280;14.063;318.91;101.953;-172.913;-107.379;-136.463;163.141;131.361;-28.299;-24.437;-157.472;-138.95;-183.28;-119.37;91.222
4290;-3.454;329.103;117.226;-172.881;-106.13;-134.288;172.659;140.619;-20.319;-28.081;-156.019;-144.346;-185.916;-116.668;92.411
4300;-21.721;337.61;131.945;-172.85;-103.828;-132.356;182.909;154.09;-9.914;-32.091;-154.422;-146.603;-189.512;-114.179;93.448
4310;-37.375;345.117;145.906;-171.774;-101.817;-130.865;196.479;168.175;0.451;-36.611;-151.684;-148.873;-193.017;-113.971;94.368
4320;-51.797;351.243;159.596;-169.808;-99.902;-129.134;210.739;185.19;11.208;-44.837;-148.015;-149.389;-194.781;-113.777;93.488
4330;-65.465;355.981;173.447;-167.702;-98.579;-127.768;230.785;199.363;21.966;-52.994;-142.92;-149.863;-195.385;-113.601;92.608
4340;-78.172;359.317;188.116;-165.018;-98.589;-126.51;248.75;206.981;32.646;-62.127;-136.637;-148.265;-195.062;-113.815;91.77
4350;-89.702;361.91;204.275;-161.564;-99.247;-125.252;264.611;213.737;43.326;-71.314;-130.404;-144.701;-196.523;-114.139;90.931
4360;-97.819;363.923;221.746;-158.687;-100.912;-123.608;274.646;223.636;52.683;-80.924;-125.469;-140.909;-196.943;-114.488;90.01
4370;-101.869;365.495;240.248;-155.408;-102.661;-123.444;284.611;231.299;62.04;-90.534;-118.483;-136.233;-197.957;-113.622;89.206
4380;-105.297;366.459;259.672;-151.909;-105.348;-123.16;292.419;236.219;70.182;-99.406;-111.153;-131.557;-197.888;-112.845;87.881
4390;-108.73;364.959;278.843;-149.244;-107.875;-123.196;299.96;235.054;78.724;-106.317;-104.851;-126.265;-197.233;-112.789;84.677
4400;-111.692;360.854;295.785;-146.497;-110.963;-123.516;304.658;236.746;87.273;-112.946;-101.088;-120.44;-195.425;-112.361;81.473
4410;-115.156;355.792;308.752;-143.873;-113.491;-122.626;310.992;237.081;97.05;-118.15;-97.265;-114.684;-193.916;-111.644;78.359
4420;-119.519;350.575;319.299;-141.313;-116.273;-121.966;313.846;236.084;106.764;-123.354;-94.419;-108.342;-192.469;-110.767;75.244
4430;-122.614;342.026;328.004;-139.132;-118.015;-120.09;314.437;232.967;117.16;-128.873;-91.526;-102;-192.174;-109.703;72.157
4440;-123.996;331.097;334.23;-135.989;-121.342;-118.572;314.097;227.497;127.535;-134.412;-90.448;-95.319;-191.716;-109.25;69.057
4450;-123.462;318.572;338.521;-133.535;-125.229;-115.872;311.23;220.254;138.949;-138.563;-90.211;-90.061;-191.623;-109.728;64.436
4460;-122.047;303.312;340.709;-131.087;-128.906;-113.337;308.353;212.612;152.981;-142.655;-91.481;-84.803;-190.844;-110.448;59.815
4470;-121.337;285.499;340.949;-128.639;-133.303;-110.72;300.912;204.622;166.8;-145.041;-92.694;-82.228;-189.637;-112.076;55.139
4480;-119.455;269.207;339.643;-126.607;-136.655;-107.862;293.319;198.661;175.233;-147.019;-93.106;-79.652;-188.561;-114.502;50.463
4490;-117.486;252.99;336.937;-124.055;-138.846;-105.083;282.286;191.352;183.666;-149.239;-92.061;-78.349;-185.714;-116.577;45.96
4500;-114.977;237.102;332.407;-122.123;-140.92;-102.331;273.189;184.898;187.804;-151.43;-89.026;-77.629;-183.181;-119.116;41.512
4510;-111.495;220.709;327.756;-120.19;-142.043;-100.412;264.172;177.669;192.032;-153.622;-86.023;-76.909;-182.417;-119.557;37.263
4520;-107.617;203.781;322.261;-117.779;-143.281;-97.916;259.131;170.145;195.63;-155.174;-83.193;-76.774;-182.971;-119.84;31.255
4530;-102.6;186.677;314.908;-115.212;-144.885;-96.677;253.405;161.034;199.738;-156.887;-78.954;-76.825;-184.316;-117.691;25.385
4540;-97.272;169.135;308.203;-111.932;-146.57;-93.879;246.549;154.247;203.48;-158.281;-74.57;-77.566;-185.625;-113.537;19.514
4550;-90.114;152.759;301.047;-107.444;-149.458;-90.87;240.8;143.709;205.932;-159.097;-70.4;-78.908;-186.353;-109.168;13.886
4560;-82.221;138.455;292.737;-103.796;-152.146;-87.579;231.731;135.731;208.137;-159.912;-66.63;-80.25;-189.194;-101.44;8.257
