timepoints (min);16: frq7,+ -1;17: frq7,+ -2;18: frq7,+ -3;19: frq1,- -1;20: frq1,- -2;21: frq1,- -3;22: frq7,- -1;23: frq7,- -2;24: frq7,- -3;25: frq9,+ -1;26: frq9,+ -2;27: frq9,+ -3;28: frq10,+ -1;29: frq10,+ -2;30: frq10,+ -3
1200;86.29;158.668;74.035;69.469;279.293;202.678;186.694;118.931;25.337;185.805;90.105;161.668;103.231;84.87;48.22
1210;92.263;161.624;84.677;58.485;270.492;192.616;191.728;129.361;30.277;181.908;97.595;165.507;101.147;80.8;40.459
1220;95.589;166.87;94.08;46.677;261.662;183.781;196.735;139.572;34.776;178.521;105.609;167.811;101.547;76.112;32.397
1230;97.229;171.995;102.771;38.225;250.845;174.013;199.717;150.238;38.539;178.074;113.395;167.254;99.142;70.964;27.748
1240;98.424;178.392;111.896;30.328;240.016;163.12;199.072;162.528;44.064;175.728;119.984;166.008;95.992;69.28;24.032
1250;100.037;183.645;119.045;23.376;227.28;152.138;197.879;169.794;49.813;171.275;123.576;164.387;96.169;68.708;22.514
1260;102.147;187.729;124.152;14.939;214.511;139.524;195.618;177.114;55.067;167.193;127.377;162.074;97.865;68.127;20.971
1270;104.391;192.132;129.382;6.546;203.33;128.983;196.537;189.811;60.626;162.53;130.326;157.337;101.742;65.217;19.363
1280;107.666;195.697;134.857;-1.852;194.044;117.735;196.39;202.475;64.969;156.86;132.569;152.403;104.306;62.949;18.646
1290;111.38;196.602;140.637;-5.732;184.655;108.517;193.657;212.437;69.298;148.148;132.092;147.469;104.58;58.654;18.663
1300;115.398;195.984;143.946;-9.616;174.324;98.801;189.07;222.475;72.989;139.769;131.792;143.081;106.15;53.911;19.16
1310;119.943;194.702;146.811;-12.574;163.621;87.321;188.177;229.13;76.465;129.981;132.534;136.727;108.521;46.742;19.63
1320;124.503;190.908;149.812;-15.531;152.7;74.648;184.361;235.791;79.367;119.08;135.465;130.158;109.235;38.441;20.994
1330;129.534;187.882;153.374;-18.236;141.331;62.068;180.517;241.55;81.536;106.026;139.595;123.554;106.842;31.962;22.832
1340;135.487;184.597;158.441;-22.812;129.711;49.727;175.009;247.279;84.347;92.695;144.058;118.987;103.687;26.256;24.646
1350;142.226;181.514;165.412;-27.065;117.78;38.577;169.473;253.225;86.624;79.505;150.11;115.733;99.859;19.673;24.116
1360;149.477;179.583;171.825;-29.363;104.382;26.349;165.798;259.129;91.594;66.922;156.086;112.485;94.777;13.68;23.759
1370;156.786;177.152;178.344;-31.662;91.382;19.212;162.098;262.812;97.243;55.109;162.174;110.291;88.131;7.84;22.021
1380;163.582;173.81;184.225;-34.498;78.151;12.111;157.904;266.474;104.48;41.913;166.106;103.921;78.738;0.765;20.328
1390;169.77;169.633;188.389;-37.334;67.401;3.221;154.087;264.117;110.666;30.231;168.523;97.363;68.829;-6.351;18.616
1400;173.729;165.703;190.497;-41.426;56.307;-5.599;148.499;261.84;114.6;19.406;169.548;87.178;58.955;-12.571;17.244
1410;177.148;161.341;193.034;-45.517;44.219;-13.881;141.808;253.583;118.326;8.76;170.765;78.757;49.494;-16.676;17.857
1420;180.658;154.963;195.656;-49.488;31.754;-21.573;134.79;243.21;119.881;-1.93;170.847;72.093;39.151;-21.567;18.451
1430;183.316;146.928;200.331;-53.203;17.729;-29.946;125.812;232.126;118.87;-13.1;169.807;65.422;27.229;-27.126;19.168
1440;185.044;135.863;203.011;-56.92;4.597;-37.855;118.048;219.621;118.888;-24.132;167.884;56.532;15.146;-33.211;20.665
1450;182.669;122.196;202.734;-62.181;-10.48;-49.105;106.68;205.225;118.316;-38.687;161.948;43.297;-0.543;-42.418;20.577
1460;178.701;106.166;204.979;-67.561;-23.757;-60.674;96.392;189.509;117.463;-52.441;155.371;30.061;-14.745;-50.745;19.768
1470;174.698;90.604;207.647;-73.039;-36.821;-72.301;85.69;173.455;117.28;-63.891;148.182;18.076;-29.916;-57.629;18.877
1480;170.734;74.847;209.93;-78.516;-50.124;-84.127;74.868;156.521;117.217;-76.015;140.995;6.916;-42.15;-63.89;17.706
1490;167.135;58.726;209.703;-84.217;-63.883;-94.992;68.732;139.65;115.537;-84.019;134.367;-3.844;-54.437;-70.279;15.575
1500;163.244;44.17;209.814;-90.097;-78.201;-105.817;62.583;128.418;112.857;-86.326;130.12;-14.218;-69.36;-78.287;13.345
1510;158.058;30.215;213.276;-94.01;-92.41;-114.618;58.594;118.007;110.628;-91.857;125.455;-23.073;-86.356;-85.105;11.114
1520;153.128;19.117;217.236;-97.469;-106.458;-122.546;54.688;103.076;106.879;-94.948;121.066;-27.902;-103.212;-89.67;8.924
1530;147.957;11.148;220.829;-100.554;-119.102;-128.982;52.523;88.172;104.661;-99.56;114.804;-32.69;-118.068;-94.538;6.494
1540;142.404;4.785;221.436;-103.898;-131.912;-135.306;50.357;76.509;102.003;-102.658;108.577;-37.174;-130.383;-96.977;3.303
1550;135.484;-1.35;220.658;-107.055;-143.735;-141.972;48.509;65.377;100.095;-105.796;101.346;-44.894;-142.234;-98.975;0.113
1560;127.579;-7.846;215.899;-108.283;-156.007;-147.764;44.221;54.884;98.268;-105.786;93.359;-54.487;-151.726;-99.305;-1.966
1570;119.509;-12.401;209.699;-109.731;-167.52;-154.181;39.121;45.019;97.448;-106.858;83.8;-64.308;-159.721;-98.923;-4.964
1580;111.557;-17.869;201.979;-108.869;-179.412;-159.77;32.622;34.394;95.789;-107.941;71.743;-76.687;-165.178;-100.669;-9.803
1590;103.477;-25.356;192.21;-108.448;-190.145;-164.028;27.552;23.673;93.517;-111.295;59.353;-91.766;-169.514;-101.725;-13.745
1600;94.223;-33.273;180.31;-108.081;-201.091;-167.926;23.281;11.432;90.646;-115.897;45.106;-106.084;-173.284;-102.712;-15.388
1610;84.018;-41.389;169.559;-108.823;-211.637;-170.068;18.455;-0.989;84.75;-119.695;29.404;-120.251;-175.179;-102.345;-17.669
1620;73.978;-48.505;159.612;-109.908;-219.712;-171.894;14.487;-13.77;79.855;-121.018;13.535;-132.881;-175.274;-101.89;-18.59
1630;64.741;-55.01;150.481;-110.883;-227.497;-173.786;9.199;-27.145;73.284;-119.514;-2.127;-144.422;-173.902;-101.204;-19.484
1640;55.694;-60.341;140.866;-111.484;-234.175;-174.154;2.72;-37.08;66.353;-118.099;-16.149;-156.101;-171.858;-101.759;-20.345
1650;48.094;-65.011;130.697;-111.157;-240.654;-175.163;-3.759;-47.652;61.628;-116.512;-28.814;-165.865;-170.367;-99.432;-21.566
1660;41.152;-67.884;122.32;-111.341;-244.246;-175.178;-10.397;-53.85;55.982;-116.084;-42.441;-175.117;-169.139;-95.695;-23.119
1670;33.691;-69.354;113.538;-111.484;-247.996;-176.033;-17.036;-57.961;52.572;-115.735;-55.108;-184.817;-167.298;-89.694;-24.423
1680;26.448;-68.017;102.912;-111.483;-249.132;-175.913;-21.116;-61.852;48.883;-115.183;-67.113;-194.681;-165.299;-83.468;-25.808
1690;18.615;-64.029;92.294;-111.383;-248.928;-175.393;-25.272;-64.215;44.312;-117.098;-78.218;-202.577;-164.495;-75.626;-27.348
1700;11.524;-60.668;82.897;-111.484;-247.952;-174.217;-26.604;-66.274;39.221;-119.301;-88.414;-208.312;-163.377;-69.225;-28.767
1710;5.286;-56.701;73.578;-111.554;-247.855;-171.513;-29.297;-66.977;34.492;-123.377;-98.306;-214.047;-159.697;-63.335;-30.186
1720;-1.978;-53.233;64.732;-112.27;-247.579;-169.759;-31.313;-67.575;29.284;-130.812;-104.512;-218.817;-153.309;-58.286;-31.168
1730;-9.214;-49.401;55.963;-112.967;-247.872;-167.563;-32.317;-68.101;23.921;-136.546;-110.474;-223.812;-147.461;-52.683;-32.126
1740;-16.408;-45.763;49.321;-113.421;-247.854;-164.59;-33.346;-68.73;18.239;-145.299;-116.458;-228.074;-141.532;-47.273;-33.803
1750;-22.116;-43.422;42.681;-113.647;-247.463;-161.789;-34.815;-71.33;13.528;-153.852;-123.761;-232.192;-133.691;-42.508;-36.65
1760;-26.439;-41.683;32.753;-114.263;-246.639;-159.458;-36.708;-74.309;8.218;-158.068;-129.011;-236.007;-121.401;-39.401;-39.614
1770;-30.531;-42.01;22.617;-114.418;-245.236;-157.807;-41.167;-77.632;4.414;-162.206;-133.745;-240.077;-109.299;-35.87;-43.65
1780;-34.486;-44.463;12.597;-114.066;-243.804;-156.811;-46.03;-80.899;0.21;-163.223;-136.768;-243.668;-96.083;-29.861;-47.446
1790;-38.281;-47.343;5.368;-113.246;-242.448;-155.596;-51.814;-83.968;-3.52;-164.455;-137.24;-247.444;-84.574;-23.428;-51.228
1800;-40.848;-50.799;0.108;-111.105;-240.972;-153.549;-56.312;-86.596;-7.37;-166.319;-135.637;-248.927;-73.543;-15.477;-55.654
1810;-42.521;-55.193;-2.612;-109.884;-239.297;-151.837;-57.404;-89.303;-11.382;-169.302;-133.259;-247.41;-64.044;-8.567;-59.44
1820;-43.657;-60.466;-4.37;-107.942;-238.141;-149.687;-58.497;-91.63;-16.234;-171.589;-131.092;-245.679;-54.705;-2.408;-61.892
1830;-44.516;-65.786;-5.899;-107.459;-236.654;-147.15;-58.099;-94.228;-20.116;-173.924;-127.371;-243.251;-45.354;1.517;-63.098
1840;-45.683;-70.601;-7.979;-107.156;-235.167;-144.454;-57.702;-97.341;-24.277;-173.956;-124.061;-240.688;-37.276;2.04;-64.303
1850;-46.761;-75.659;-10.53;-106.865;-232.673;-141;-59.153;-99.992;-28.011;-173.859;-120.681;-238.057;-28.35;3.979;-65.815
1860;-47.937;-81.181;-14.367;-106.036;-229.579;-137.026;-60.701;-103.043;-31.945;-174.178;-117.862;-235.632;-18.945;5.639;-66.019
1870;-49.914;-86.618;-19.748;-104.463;-228.501;-133.12;-63.374;-105.459;-37.03;-176.426;-114.339;-232.492;-12.001;8.574;-66.223
1880;-52.168;-92.258;-25.246;-102.891;-228.043;-129.934;-66.261;-107.276;-42.116;-180.16;-111.193;-227.448;-6.942;12.564;-67.359
1890;-54.789;-97.914;-30.85;-102.589;-226.465;-127.734;-68.026;-109.154;-46.724;-182.204;-107.923;-222.404;-2.163;15.585;-67.534
1900;-57.586;-103.833;-35.29;-102.807;-224.873;-124.792;-70.41;-111.233;-51.412;-182.763;-105.19;-216.094;3.266;16.026;-68.531
1910;-60.272;-110.439;-41.607;-102.535;-220.681;-116.968;-72.394;-112.891;-54.953;-182.121;-100.75;-209.436;7.317;17.051;-69.168
1920;-62.517;-116.906;-48.501;-102.223;-216.545;-108.098;-74.56;-114.829;-58.494;-179.596;-96.581;-202.668;8.328;17.975;-69.819
1930;-64.749;-123.294;-55.339;-101.05;-210.008;-101.752;-77.291;-116.477;-62.079;-174.68;-91.989;-195.803;8.181;18.291;-70.247
1940;-67.054;-128.523;-60.234;-99.179;-203.683;-95.847;-80.366;-118.366;-65.743;-167.466;-86.418;-189.383;9.103;19.372;-70.754
1950;-69.197;-132.266;-65.698;-97.309;-195.717;-89.222;-84.457;-120.026;-68.681;-158.875;-80.76;-182.622;9.546;20.214;-71.283
1960;-70.583;-136.029;-72.417;-96.382;-185.767;-83.517;-87.008;-120.007;-71.484;-148.783;-74.73;-175.716;8.755;21.832;-71.186
1970;-71.057;-140.753;-80.444;-95.455;-175.996;-75.494;-89.512;-119.85;-73.771;-137.403;-70.698;-168.757;5.172;22.396;-70.81
1980;-71.458;-145.034;-87.852;-93.772;-164.201;-65.988;-92.564;-119.372;-76.161;-125.462;-65.328;-159.859;2.76;22.051;-70.388
1990;-71.891;-149.116;-95.081;-91.77;-153.083;-57.051;-95.617;-118.509;-78.052;-113.23;-59.657;-149.201;0.225;21.796;-69.246
2000;-72.519;-153.021;-101.331;-89.288;-139.857;-44.862;-98.866;-117.686;-80.102;-103.167;-52.452;-138.502;-4.486;20.262;-68.103
2010;-73.781;-156.89;-107.434;-86.938;-126.844;-31.837;-102.116;-116.669;-81.75;-93.908;-47.8;-125.745;-13.407;18.448;-67.772
2020;-75.883;-161.087;-114.094;-85.247;-111.401;-16.388;-103.303;-115.652;-83.316;-82.823;-46.101;-112.018;-21.847;16.694;-66.611
2030;-78.328;-165.31;-121.061;-84.273;-94.681;-1.098;-104.851;-115.215;-83.847;-70.506;-45.665;-98.059;-30.193;13.041;-65.81
2040;-80.479;-169.411;-128.916;-83.299;-78.223;13.655;-105.541;-114.698;-84.323;-58.041;-45.732;-83.632;-37.032;8.666;-65.146
2050;-82.777;-172.814;-135.252;-81.364;-60.512;27.808;-106.531;-113.726;-84.608;-45.281;-47.447;-70.433;-45.488;2.983;-63.983
2060;-85.629;-174.97;-141.004;-79.429;-43.028;42.331;-108.508;-113.328;-85.156;-32.37;-50.074;-57.909;-54.326;-2.851;-62.697
2070;-88.481;-176.008;-146.116;-77.679;-21.974;57.386;-110.138;-111.31;-85.367;-20.179;-51.891;-45.923;-62.775;-7.676;-62.25
2080;-91.259;-177.279;-151.131;-75.949;-0.865;72.503;-111.348;-109.21;-85.861;-7.974;-51.866;-32.931;-69.317;-8.211;-61.734
2090;-94.524;-178.767;-154.93;-74.023;24;89.662;-112.327;-106.839;-86.378;4.046;-51.338;-19.906;-75.647;-5.64;-61.052
2100;-97.446;-180.272;-158.022;-71.305;48.906;106.821;-111.978;-105.212;-86.971;16.145;-49.316;-8.481;-82.203;-2.975;-60.571
2110;-99.623;-181.753;-160.399;-68.841;75.894;127.037;-111.808;-103.441;-87.054;27.257;-47.062;4.047;-90.378;0.892;-60.262
2120;-100.881;-183.348;-162.272;-65.713;103.037;147.212;-112.52;-100.919;-87.247;37.948;-45.088;13.89;-98.309;2.982;-59.96
2130;-102.04;-185.014;-165.07;-62.585;130.524;169.283;-113.411;-97.47;-86.847;46.268;-42.626;23.418;-105.37;5.619;-58.858
2140;-103.165;-187.309;-168.41;-57.607;157.611;191.388;-114.592;-94.601;-86.668;53.058;-40.513;32.974;-112.004;10.826;-57.625
2150;-104.029;-190.128;-171.876;-52.677;184.847;213.172;-114.783;-92.93;-86.359;58.535;-37.48;42.73;-118.132;15.957;-55.783
2160;-105.119;-193.011;-174.657;-47.506;210.243;230.055;-115.299;-91.334;-86.25;63.879;-34.563;52.684;-123.247;18.583;-53.942
2170;-106.51;-196.343;-176.421;-41.193;235.83;246.577;-115.2;-91.36;-86.357;67.509;-30.043;61.589;-125.183;20.08;-51.942
2180;-107.534;-199.218;-177.604;-36.073;260.279;265.629;-115.101;-91.228;-86.465;69.073;-25.316;72.113;-124.712;22.564;-50.234
2190;-108.065;-202.497;-178.768;-28.415;284.513;282.859;-116.034;-90.599;-86.542;71.4;-20.414;83.741;-124.24;23.005;-48.527
2200;-108.399;-206.863;-179.406;-20.702;308.552;298.997;-116.968;-89.742;-86.606;73.847;-15.368;95.378;-122.356;23.015;-47.099
2210;-108.999;-210.076;-179.357;-9.284;330.985;310.421;-119.244;-88.12;-86.32;74.684;-10.123;107.015;-118.8;21.87;-46.159
2220;-109.879;-213.065;-179.029;2.175;352.93;315.764;-121.72;-86.539;-86.215;74.957;-5.232;118.37;-115.244;23.259;-45.452
2230;-110.796;-215.339;-179.583;15.159;373.594;319.852;-124.356;-85.385;-85.714;74.545;-1.541;127.901;-110.247;28.724;-44.986
2240;-111.905;-216.868;-179.868;28.17;391.826;320.781;-126.982;-84.823;-85.559;73.559;1.559;137.27;-106.01;33.975;-44.382
2250;-113.353;-218.037;-179.819;42.564;408.098;318.532;-129.088;-83.829;-85.589;75.004;4.524;146.371;-101.772;40.183;-43.716
2260;-114.695;-219.334;-179.785;59.926;415.782;312.57;-130.666;-83.579;-85.731;77.603;8.53;154.666;-95.648;47.072;-42.73
2270;-115.796;-220.098;-179.56;77.988;421.266;303.851;-131.684;-81.397;-85.966;80.35;14.004;161.557;-88.468;52.657;-41.743
2280;-116.639;-220.741;-179.608;95.53;419.779;292.688;-131.77;-78.815;-86.386;82.462;19.165;168.295;-82.561;58.359;-40.314
2290;-117.223;-221.581;-180.255;112.92;418.182;281.47;-131.484;-75.753;-86.308;84.594;24.175;174.359;-75.012;63.971;-39.126
2300;-117.563;-223.103;-181.12;130.03;411.066;269.99;-131.36;-73.491;-86.375;88.618;29.063;180.992;-63.294;70.709;-37.957
2310;-117.964;-224.622;-181.279;147.023;404.033;258.503;-130.836;-72.488;-86.171;93.843;35.513;187.625;-50.328;77.862;-36.644
2320;-118.564;-225.805;-181.843;165.219;392.28;246.836;-130.941;-73.446;-85.615;100.76;41.359;194.177;-35.196;84.48;-35.811
2330;-119.48;-227.128;-182.989;183.487;379.743;235.086;-132.218;-74.535;-85.119;107.279;46.306;200.483;-21.972;90.6;-33.546
2340;-120.015;-228.328;-185.017;202.083;363.607;220.761;-134.052;-75.545;-83.519;114.308;51.447;205.349;-8.603;96.316;-31.337
2350;-120.731;-229.081;-187.677;218.532;346.422;206.444;-135.994;-75.857;-82.251;121.913;54.866;209.313;4.619;102.152;-29.028
2360;-121.695;-229.473;-189.876;235.099;327.157;188.359;-137.174;-76.168;-81.397;128.43;60.03;211.815;17.771;105.283;-26.039
2370;-122.712;-229.563;-191.989;247.906;308.066;170.39;-137.873;-77.033;-80.126;134.148;67.674;215.948;30.83;106.4;-23.201
2380;-124.01;-229.069;-193.942;260.679;288.308;149.844;-137.646;-79.298;-79.564;141.179;74.979;219.022;44.49;105.908;-20.406
2390;-125.677;-227.59;-194.57;268.771;269.766;130.578;-137.418;-81.841;-78.519;148.498;82.341;222.617;59.247;104.006;-17.69
2400;-128.212;-226.007;-195.241;275.051;251.261;110.738;-137.692;-82.985;-77.957;155.497;88.515;225.408;73.774;101.583;-14.974
2410;-129.486;-223.492;-196.919;280.09;233.724;91.218;-138.247;-82.83;-77.502;162.615;95.411;226.921;86.095;100.252;-12.348
2420;-129.981;-220.97;-199.458;282.749;216.037;71.749;-139.001;-81.356;-76.637;170.258;102.149;227.914;98.618;100.549;-9.801
2430;-130.706;-218.52;-202.461;285.56;197.412;50.96;-140.292;-79.31;-75.957;177.901;108.652;227.059;110.479;100.646;-7.572
2440;-131.673;-214.695;-206.192;283.364;178.774;31.972;-141.103;-78.705;-74.876;185.251;113.92;226.005;124.014;101.966;-5.316
2450;-132.381;-208.229;-210.457;281.258;154.757;12.274;-141.869;-78.284;-73.138;190.353;119.069;225.988;137.098;103.455;-3.179
2460;-132.455;-200.545;-214.472;273.312;130.644;-3.171;-141.394;-78.783;-71.422;195.455;124.308;225.928;149.076;104.993;-1.423
2470;-131.292;-192.268;-217.257;265.138;105.046;-14.359;-140.679;-80.661;-68.974;201.999;127.302;227.363;163.223;104.767;0.394
2480;-128.935;-184.37;-218.549;255.044;80.128;-25.505;-138.557;-82.194;-66.852;208.174;129.516;227.212;176.727;100.354;2.372
2490;-124.974;-175.825;-219.361;247.717;57.327;-32.948;-136.873;-84.214;-65.473;214.308;131.73;226.048;191.03;95.721;4.185
2500;-120.288;-166.338;-222.309;238.68;35.025;-40.349;-135.148;-86.168;-64.48;216.634;133.731;223.101;203.81;90.629;5.963
2510;-116.004;-155.497;-224.834;227.506;20.752;-44.31;-134.481;-86.981;-64.786;217.519;134.408;219.374;214.167;85.815;7.839
2520;-111.422;-143.994;-226.407;216.512;6.519;-48.617;-133.241;-89.132;-65.372;217.131;135.206;216.12;222.924;82.252;9.794
2530;-107.15;-132.299;-227.102;205.597;-1.848;-51.163;-132.022;-91.047;-63.269;215.91;137.033;213.386;231.983;77.212;11.668
2540;-101.346;-120.149;-228.145;193.655;-10.731;-53.64;-131.243;-93.793;-61.486;214.739;139.49;210.865;239.368;70.934;13.794
2550;-94.874;-107.455;-229.794;180.553;-16.294;-56.641;-130.457;-97.29;-60.217;212.607;143.457;207.463;244.953;63.617;16.041
2560;-89.097;-95.812;-231.306;166.712;-22.794;-59.484;-129.905;-100.375;-59.588;208.014;145.412;203.022;250.283;56.223;18.288
2570;-84.412;-84.149;-231.539;151.91;-28.255;-63.817;-129.819;-102.501;-58.883;200.974;146.479;199.007;254.139;48.95;20.494
2580;-80.739;-71.963;-232.429;136.665;-33.684;-68.629;-127.589;-104.721;-57.498;194.076;146.49;196.058;256.345;41.575;21.339
2590;-74.735;-59.811;-233.154;121.268;-39.113;-74.069;-125.88;-106.429;-56.168;186.848;145.491;194.197;259.141;34.119;22.061
2600;-69.088;-47.823;-232.214;106.91;-43.854;-79.349;-121.699;-108.986;-53.759;179.952;144.223;193.924;262.137;26.641;22.803
2610;-63.837;-34.476;-229.959;92.008;-48.594;-84.873;-118.199;-111.12;-51.025;173.388;140.539;192.088;266.061;19.578;22.865
2620;-58.561;-19.032;-227.218;79.786;-55.64;-89.957;-115.092;-112.797;-49.451;166.382;136.119;188.774;269.634;12.728;23.288
2630;-52.872;-3.695;-223.83;66.939;-63.757;-94.032;-112.706;-112.606;-48.132;159.377;131.698;182.342;271.934;6.237;23.657
