timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-2+.1;39: wc-2+.2;40: wc-2+.3;41: wc-1-.1;42: wc-1-.2;43: wc-1-.3;44: wc-2-.1;45: wc-2-.2
2550;1.623;107.632;26.517;26.03;9.181;-5.65;62.939;10.597;7.141;-61.301;-20.6;-9.087;-0.174;-18.197;-20.828
2560;-5.36;107.389;24.097;26.452;10.956;-6.203;63.485;11.139;6.869;-62.603;-22.241;-7.89;1.324;-17.483;-19.786
2570;-11.669;105.221;20.77;26.2;13.557;-6.861;63.677;11.241;7.953;-63.618;-24.091;-6.692;2.352;-16.768;-16.348
2580;-16.458;102.866;16.371;24.523;17.074;-7.095;63.956;11.688;9.037;-64.633;-25.516;-5.772;3.829;-15.833;-12.869
2590;-20.666;100.801;11.526;20.938;18.039;-8.154;64.221;12.204;9.121;-65.579;-26.277;-4.281;5.774;-12.178;-9.39
2600;-26.875;95.88;7.44;17.519;19.23;-9.192;63.677;12.28;9.393;-66.526;-26.394;-2.32;7.434;-8.599;-6.022
2610;-39.537;90.538;1.321;13.288;18.612;-10.385;63.047;11.796;9.665;-65.952;-26.545;-1.04;8.381;-5.143;-2.694
2620;-51.879;83.356;-5.397;9.332;19.535;-10.841;62.112;11.27;9.977;-64.138;-27.239;-0.057;8.713;-2.608;0.683
2630;-64.025;75.96;-11.855;5.652;20.723;-11.538;61.796;10.905;9.074;-62.324;-27.51;1.109;8.697;-1.386;4.059
2640;-69.251;70.884;-19.588;2.228;19.559;-12.817;61.626;11.059;8.234;-60.421;-28.339;2.57;8.388;-0.192;7.45
2650;-72.703;65.85;-27.079;-2.124;16.859;-14.633;60.695;11.069;8.034;-58.517;-28.89;3.69;8.094;1.043;9.606
2660;-74.476;60.884;-31.863;-6.492;13.56;-16.051;60.07;11.599;7.862;-56.517;-30.207;4.283;8.505;2.797;11.761
2670;-75.135;55.71;-36.655;-10.229;11.876;-16.041;59.463;11.768;8.33;-52.797;-30.643;5.473;9.063;4.621;13.917
2680;-77.09;50.819;-39.091;-13.846;10.334;-16.112;58.923;12.407;8.55;-49.077;-30.67;6.658;9.845;8.564;13.086
2690;-77.037;45.368;-40.967;-16.277;9.535;-15.737;58.026;13.046;8.771;-45.426;-31.291;7.662;10.363;13.308;12.081
2700;-75.586;39.6;-42.968;-19.514;9.836;-15.641;57.063;12.804;9.967;-41.775;-31.523;8.851;10.167;18.106;11.077
2710;-75.61;34.192;-47.45;-21.826;10.997;-15.164;56.825;12.315;11.239;-38.124;-31.116;10.444;9.854;22.043;9.804
2720;-76.31;28.99;-50.812;-24.156;12.243;-14.542;57.786;11.777;12.47;-35.513;-30.822;12.687;9.388;25.739;9.046
2730;-76.628;21.225;-54.255;-25.33;12.589;-14.251;58.508;11.199;14.268;-31.862;-29.247;14.103;9.752;29.153;8.287
2740;-77.432;13.17;-57.861;-25.526;11.323;-14.503;58.243;10.034;16.065;-28.287;-27.713;14.974;9.553;32.56;7.528
2750;-75.788;5.259;-57.746;-25.028;9.305;-14.666;57.821;8.719;18.745;-24.712;-26.306;16.026;10.04;33.367;6.294
2760;-74.343;0.057;-57.839;-25.93;7.273;-14.892;57.654;8.007;21.294;-21.102;-26.17;17.326;11.575;34.284;5.294
2770;-71.389;-5.001;-60.331;-29.168;5.582;-14.648;57.497;7.415;22.883;-18.492;-26.505;19.228;12.287;35.201;4.294
2780;-71.435;-9.459;-63.694;-32.054;3.843;-14.32;56.81;6.823;24.199;-17.203;-26.448;20.397;12.138;35.794;3.37
2790;-70.481;-13.717;-65.425;-31.219;2.272;-13.887;56.32;6.399;25.659;-15.83;-27.149;20.559;11.23;35.87;4.644
2800;-66.248;-18.215;-66.044;-30.514;0.857;-13.414;56.571;6.254;25.84;-14.458;-27.63;20.673;10.683;35.946;5.919
2810;-64.677;-23.141;-66.2;-29.781;-0.957;-13.237;55.749;6.109;26.021;-13.086;-28.003;20.705;10.399;36.022;7.193
2820;-64.146;-26.026;-66.588;-28.945;-2.651;-12.592;54.989;6.515;24.914;-11.993;-28.252;20.49;10.737;35.891;5.014
2830;-67.164;-28.87;-53.673;-28.742;-6.178;-12.106;53.977;6.8;24.168;-10.461;-28.923;20.286;10.886;34.801;2.835
2840;-70.542;-31.714;-39.891;-29.6;-8.839;-10.532;52.706;6.954;23.422;-8.852;-29.757;20.401;10.945;32.832;0.655
2850;-74.768;-32.924;-40.146;-30.903;-12.072;-9.607;51.557;7.508;22.185;-7.127;-30.466;20.757;11.433;30.89;-1.862
2860;-72.954;-34.134;-37.761;-32.319;-13.177;-8.643;50.159;7.461;22.068;-5.401;-30.912;21.383;12.463;29.782;-3.699
2870;-70.24;-35.03;-35.452;-33.029;-13.731;-7.888;48.961;7.372;21.95;-4.916;-31.088;21.102;13.789;29.354;-5.537
2880;-67.846;-36.044;-33.543;-32.556;-14.426;-7.392;46.99;7.007;23.04;-1.108;-31.284;20.32;13.366;28.927;-7.27
2890;-65.764;-39.392;-30.894;-32.483;-15.32;-6.217;44.75;6.52;24.047;2.701;-32.767;19.655;14.419;29.548;-8.811
2900;-65.043;-42.484;-28.404;-31.032;-14.274;-4.761;42.95;6.033;24.574;6.509;-34.087;19.018;15.421;29.288;-6.432
2910;-58.801;-45.715;-26.879;-29.087;-11.088;-4.146;41.241;5.012;24.873;10.31;-34.932;18.172;16.523;29.029;-3.928
2920;-53.88;-47.753;-24.153;-26.192;-8.789;-4.239;38.931;4.312;24.615;12.752;-35.568;17.134;17.673;28.528;-1.425
2930;-49.441;-49.888;-21.938;-23.237;-6.36;-3.451;35.909;3.411;23.797;15.6;-36.084;16.337;18.509;26.788;1.349
2940;-47.534;-50.783;-17.643;-22.244;-5.611;-3.223;33.759;2.4;23.159;18.448;-35.673;15.924;19.334;25.047;3.943
2950;-47.804;-51.851;-13.567;-19.283;-5.21;-3.961;32.737;1.749;21.676;21.297;-36.004;15.863;20.942;23.306;6.538
2960;-46.855;-56.559;-10.09;-20.028;-4.679;-4.673;30.807;1.243;19.993;23.807;-36.113;15.668;21.966;22.555;8.988
2970;-43.677;-60.542;-8.499;-20.692;-3.2;-4.774;27.326;0.778;18.269;26.221;-34.823;14.556;22.2;21.803;13.906
2980;-41.524;-64.086;-6.792;-22.052;-0.241;-5.234;24.923;-0.047;15.945;26.754;-34.127;13.662;22.316;20.996;18.825
2990;-38.759;-67.388;-3.961;-21.673;1.63;-4.861;22.719;-0.582;13.848;27.288;-32.986;12.71;23;19.949;23.743
3000;-38.524;-70.69;-2.509;-22.766;3.593;-4.527;20.621;-1.028;11.407;27.822;-32.319;11.477;23.876;20.172;26.054
3010;-38.735;-72.203;-0.439;-22.458;5.836;-3.727;18.45;-0.539;8.966;28.57;-31.123;10.16;23.848;20.43;28.364
3020;-39.684;-73.716;3.617;-21.262;6.641;-3.532;16.251;-0.171;7.684;29.193;-29.797;9.08;24.265;20.368;30.674
3030;-39.458;-74.742;9.072;-20.592;7.823;-3.626;14.372;0.308;6.763;31.217;-28.855;7.954;24.359;19.93;33.047
3040;-39.465;-75.768;12.709;-20.459;8.764;-3.797;13.123;0.946;5.841;33.24;-26.943;7.154;24.153;19.643;32.139
3050;-38.29;-77.297;15.186;-20.087;10.109;-3.399;12.101;1.305;5.917;35.263;-24.679;5.997;23.596;20.556;31.232
3060;-34.163;-78.632;16.966;-19.459;10.895;-2.499;10.854;1.615;6.353;37.163;-22.21;5.181;23.088;21.661;30.29
3070;-32.76;-80.005;20.683;-18.684;11.076;-1.988;9.085;1.326;6.789;39.062;-20.203;5.345;22.994;22.724;31.455
3080;-28.153;-80.745;10.394;-14.855;11.458;-1.65;7.148;1.087;6.713;40.521;-18.295;4.761;23.226;23.788;32.621
3090;-23.861;-81.567;0.127;-9.986;12.345;-1.56;5.295;0.731;6.713;41.141;-16.537;3.743;22.977;25.851;33.31
3100;-18.492;-83.029;3.578;-6.393;13.156;-0.561;3.732;0.655;6.073;41.76;-15.327;1.942;22.441;27.777;33.662
3110;-12.84;-84.519;6.194;-4.4;14.375;0.825;1.833;1.193;4.423;41.848;-13.545;0.182;21.479;29.702;32.654
3120;-7.64;-84.048;8.375;-1.716;14.804;1.406;0.618;2.021;2.87;41.937;-11.481;-0.603;20.331;30.988;32.059
3130;-5.283;-83.73;10.868;-0.686;16.952;1.625;-0.029;2.966;0.917;38.785;-10.149;-1.058;20.717;32.618;31.465
3140;-3.44;-80.863;11.571;2.101;18.975;1.341;-2.04;4.19;-0.988;38.113;-8.821;-2.466;19.404;34.248;31.181
3150;-0.102;-78.156;12.379;3.331;19.975;1.897;-3.996;5.243;-2.399;37.435;-7.389;-3.825;17.917;33.879;28.819
3160;-1.629;-75.641;13.145;4.054;20.196;3.052;-6.095;5.295;-3.45;36.859;-6.086;-4.342;16.429;33.647;26.458
3170;-1.194;-74.207;12.745;7.64;19.817;3.822;-7.588;5.028;-4.425;36.284;-5.512;-4.807;14.832;33.415;24.097
3180;-0.622;-72.848;11.913;11.196;18.359;3.735;-8.523;4.588;-4.84;35.309;-5.276;-5.352;12.986;30.823;22.694
3190;-3.306;-74.49;8.201;14.883;17.887;3.581;-10.35;3.748;-5.083;33.934;-5.258;-6.154;10.375;28.018;21.291
3200;-4.005;-76.352;4.165;16.643;17.371;4.406;-13.051;2.499;-4.803;32.407;-4.884;-7.873;7.56;24.957;19.888
3210;-2.148;-74.014;1.77;19.903;17.335;5.55;-15.081;1.348;-4.323;30.618;-5.37;-9.234;7.221;22.497;18.465
3220;-2.305;-71.4;0.252;23.037;15.742;6.581;-16.273;1.076;-3.85;28.829;-6.182;-9.414;5.77;20.036;13.881
3230;-2.443;-64.986;-1.185;26.877;13.248;8.113;-18.343;1.192;-3.462;27.88;-5.868;-9.832;4.731;17.754;9.298
3240;-4.614;-58.862;-3.948;29.054;12.501;9.275;-19.738;1.218;-3.074;26.452;-5.446;-10.116;3.251;15.873;4.949
3250;-7.137;-52.738;-8.11;33.553;11.737;10.11;-21.388;2.112;-2.397;25.025;-5.85;-10.258;1.861;13.992;2.332
3260;-9.669;-48.823;-12.732;37.473;9.843;10.392;-23.579;2.086;-2.046;23.597;-5.545;-10.223;-0.051;11.876;-0.284
3270;-11.084;-44.909;-17.252;40.061;8.748;10.745;-25.859;2.073;-1.694;22.108;-5.09;-10.399;-1.847;9.24;-2.708
3280;-13.44;-43.154;-21.6;43.408;7.437;11.414;-28.168;0.901;-1.681;20.538;-4.545;-10.494;-3.463;6.604;-4.855
3290;-16.126;-41.29;-26.065;46.884;6.502;11.701;-30.553;-0.432;-1.669;19.506;-3.21;-10.378;-5.102;3.83;-3.683
3300;-19.379;-36.699;-29.41;51.47;3.688;11.116;-33.276;-1.64;-1.977;18.474;-1.626;-9.686;-6.359;-0.684;-2.752
3310;-22.661;-31.847;-32.375;53.941;1.277;9.898;-35.477;-2.568;-2.679;17.443;-0.279;-9.175;-7.367;-5.199;-1.821
3320;-23.211;-26.877;-37.901;56.388;-0.626;8.731;-37.639;-2.89;-3.374;16.59;1.466;-9.192;-8.775;-9.672;-2.044
3330;-22.117;-21.47;-42.357;58.277;-0.986;8.034;-38.622;-3.204;-3.869;15.793;2.663;-8.826;-10.389;-12.332;-2.04
3340;-20.826;-16.229;-44.894;60.015;-0.679;8.152;-39.757;-1.279;-4.433;16.276;4.294;-8.72;-12.233;-16.593;-2.036
3350;-18.517;-10.948;-46.698;62.608;-0.866;7.892;-41.219;0.346;-4.53;16.759;6.866;-8.094;-14.779;-20.64;-1.825
3360;-16.334;-6.17;-47.662;66.67;-1.981;7.142;-42.041;0.043;-3.866;17.241;8.679;-7.612;-16.659;-25.079;-3.087
3370;-15.461;-4.312;-48.308;69.036;-3.346;5.752;-44.204;-0.323;-3.189;17.897;9.597;-7.938;-17.701;-28.637;-4.349
3380;-11.91;-2.647;-49.468;68.003;-6.157;5.268;-47.036;-0.688;-2.063;18.345;10.803;-8.4;-18.452;-32.044;-5.611
3390;-10.68;-1.782;-47.509;65.916;-8.714;4.49;-48.192;-2.054;-1.778;15.833;13.788;-8.017;-18.287;-32.451;-7.185
3400;-11.655;-0.8;-45.75;63.44;-10.846;3.288;-49.557;-3.419;-1.423;13.321;15.93;-7.713;-18.276;-30.059;-8.199
3410;-12.506;1.142;-43.341;60.612;-11.859;1.967;-50.56;-3.785;-1.429;10.81;17.804;-7.731;-19.143;-27.709;-9.212
3420;-15.298;3.174;-40.883;55.101;-13.309;1.119;-52.257;-4.185;-2.014;8.243;20.125;-7.619;-20.96;-25.359;-10.83
3430;-16.691;4.046;-39.713;49.903;-13.766;0.123;-54.044;-4.585;-2.557;5.676;23.156;-7.964;-21.646;-16.106;-12.448
3440;-14.262;6.494;-37.923;46.21;-14.437;-0.612;-56.052;-3.832;-3.101;3.069;26.783;-8.452;-21.01;-6.599;-14.066
3450;-13.025;7.87;-36.579;42.037;-14.389;-0.948;-57.472;-3.154;-3.897;0.462;30.543;-8.252;-21.481;2.909;-14.343
3460;-15.869;6.655;-36.353;39.179;-15.28;-1.342;-58.044;-2.477;-4.941;-2.145;34.04;-7.752;-23.756;6.67;-14.448
3470;-19.862;4.32;-35.487;36.201;-15.866;-2.254;-58.698;-2.433;-5.985;-4.345;36.451;-7.509;-23.983;10.273;-14.273
3480;-24.04;-0.606;-34.659;32.586;-16.338;-3.065;-59.074;-2.361;-7.356;-7.025;37.659;-6.939;-24.411;13.876;-14.657
3490;-26.514;-4.146;-34.048;28.599;-16.81;-3.96;-58.77;-3.154;-8.644;-9.185;37.923;-6.101;-25.818;12.599;-15.04
3500;-28.354;-7.983;-32.072;24.294;-16.371;-4.537;-58.088;-4.788;-9.932;-11.345;39.008;-5.281;-26.938;11.301;-16.058
3510;-29.021;-9.454;-30.401;22.727;-15.194;-4.786;-57.644;-6.382;-9.63;-13.443;39.772;-4.643;-26.844;10.003;-17.485
3520;-30.659;-10.986;-28.868;22.139;-14.785;-4.359;-56.884;-7.977;-9.218;-15.306;41.163;-3.863;-27.103;9.545;-18.913
3530;-31.79;-10.188;-28.705;20.326;-13.886;-3.89;-55.008;-8.377;-8.806;-17.21;42.938;-2.945;-27.412;10.702;-20.575
3540;-32.537;-9.375;-28.397;17.974;-13.327;-3.073;-53.139;-8.115;-9.543;-19.513;43.161;-1.923;-26.892;11.859;-22.128
3550;-29.921;-9.648;-26.477;15.087;-11.119;-2.017;-51.31;-7.852;-9.803;-21.817;41.681;-1.604;-25.636;13.337;-23.681
3560;-27.754;-9.597;-24.509;11.792;-8.848;-0.476;-49.688;-7.647;-10.062;-24.148;39.654;-2.113;-26.272;14.228;-25.234
3570;-26.982;-12.49;-20.45;8.469;-6.45;1.654;-46.953;-7.441;-10.143;-25.919;37.346;-3.251;-25.313;15.119;-25.759
3580;-27.812;-16.406;-16.777;6.877;-5.56;3.21;-45.505;-7.236;-10.321;-27.51;34.923;-3.429;-25.844;14.37;-26.283
3590;-27.357;-20.331;-15.483;4.633;-5.633;4.063;-44.561;-9.79;-10.499;-29.542;32.48;-3.057;-25.876;13.621;-26.807
3600;-27.334;-23.417;-13.851;1.076;-5.059;4.961;-43.233;-12.345;-11.149;-31.346;30.434;-2.403;-24.949;13.15;-27.828
3610;-26.433;-26.106;-15.019;-2.709;-5.486;5.873;-41.687;-13.168;-12.559;-33.15;28.219;-1.934;-24.552;13.32;-27.488
3620;-23.56;-27.956;-13.81;-4.575;-5.982;7.287;-39.527;-13.971;-15.014;-34.234;25.807;-1.717;-24.662;13.49;-27.149
3630;-20.993;-28.706;-11.92;-4.226;-6.779;8.05;-37.695;-14.801;-17.448;-35.546;22.641;-1.575;-24.319;13.225;-27.386
3640;-15.63;-29.697;-11.086;-5.695;-6.615;8.833;-35.968;-14.632;-19.043;-36.378;19.043;-1.883;-24.008;9.96;-27.698
3650;-15.137;-29.029;-10.251;-7.047;-5.738;9.575;-33.855;-14.414;-19.938;-37.217;15.852;-1.76;-24.106;6.695;-28.01
3660;-15.291;-29.321;-9.716;-5.637;-6.183;10.283;-32.286;-13.801;-20.709;-36.055;13.04;-1.372;-23.928;3.669;-28.494
3670;-14.643;-29.681;-9.181;-3.446;-6.021;10.924;-30.182;-13.189;-20.68;-34.894;10.474;-1.674;-23.752;0.519;-28.298
3680;-16.034;-28.881;-3.883;-2.749;-5.606;11.634;-27.379;-12.287;-19.709;-33.657;7.583;-1.738;-23.968;-8.192;-28.102
3690;-16.121;-27.601;1.415;-2.232;-6.127;12.574;-24.203;-12.145;-18.779;-32.062;4.655;-1.434;-24.294;-16.799;-25.119
3700;-15.306;-25.643;2.535;-1.898;-6.691;13.09;-22.332;-12.003;-18.01;-30.468;1.91;-1.24;-23.928;-25.241;-23.655
3710;-15.087;-23.083;3.793;-2.88;-6.199;13.596;-21.417;-12.023;-17.687;-27.633;-0.04;-1.938;-22.804;-28.844;-21.902
3720;-14.236;-19.382;4.008;-2.92;-5.526;14.219;-19.12;-12.284;-17.295;-24.799;-1.938;-3.378;-21.914;-32.488;-22.563
3730;-9.121;-15.44;4.196;-1.472;-5.932;15.123;-16.72;-13.108;-16.863;-20.926;-4.072;-4.548;-21.641;-36.89;-22.623
3740;-4.559;-14.279;5.331;0.114;-6.117;15.91;-15.115;-13.059;-16.601;-17.314;-6.165;-5.666;-19.594;-36.571;-22.684
3750;1.01;-12.924;6.652;1.625;-6.389;15.721;-13.877;-12.857;-16.422;-13.663;-7.81;-6.857;-16.404;-36.397;-21.451
3760;6.101;-11.25;8.974;0.997;-6.04;15.114;-12.479;-12.534;-17.563;-10.012;-8.972;-8.015;-13.643;-36.023;-19.498
3770;12.05;-9.403;11.433;-1.266;-4.171;14.028;-11.312;-12.156;-19.116;-6.361;-11.04;-9.028;-11.087;-35.829;-17.545
3780;17.45;-7.676;15.332;-2.4;-3.028;13.487;-10.563;-11.261;-20.766;-2.781;-14.081;-9.828;-9.534;-36.608;-14.418
3790;19.509;-5.804;19.549;-4.279;-2.589;12.946;-9.818;-11.165;-21.375;0.8;-16.92;-10.487;-8.727;-37.388;-12.331
3800;18.166;-3.212;23.285;-5.174;-2.288;12.593;-9.719;-10.763;-22.472;5.261;-18.774;-10.975;-8.77;-36.666;-10.244
3810;19.629;-0.676;26.953;-3.953;-1.854;12.074;-10.657;-10.68;-23.603;9.721;-20.026;-11.441;-6.913;-35.524;-6.839
3820;22.99;4.941;30.102;-2.953;-0.946;11.321;-11.648;-10.597;-24.974;13.622;-22.172;-11.662;-6.73;-34.382;-3.697
3830;27.935;10.254;33.134;-2.527;0.012;10.534;-12.166;-10.688;-25.364;17.571;-23.272;-13.295;-5.047;-33.001;-0.555
3840;31.705;15.887;37.726;-0.407;0.452;9.982;-12.668;-10.259;-25.754;21.28;-24.331;-15.327;-3.228;-31.662;1.414
3850;35.208;21.237;42.145;1.582;0.499;9.357;-12.524;-9.963;-25.894;24.989;-25.69;-17.31;-2.348;-30.843;3.679
3860;37.703;24.647;48.132;3.571;1.622;8.753;-12.334;-9.428;-25.039;28.698;-26.505;-18.931;-1.069;-29.183;5.943
3870;40.334;28.057;50.837;2.72;2.978;8.04;-11.793;-8.571;-23.303;31.839;-26.955;-19.708;-0.201;-27.683;6.364
3880;43.477;31.272;53.783;2.092;4.367;7.046;-10.541;-7.714;-21.386;34.993;-27.247;-20.178;0.03;-25.582;7.065
3890;48.094;34.487;56.637;1.014;5.593;6.599;-8.79;-6.83;-19.414;37.348;-27.981;-20.459;0.528;-23.481;7.366
3900;57.766;35.043;59.291;-0.065;6.477;6.276;-6.288;-5.772;-18.361;39.702;-27.989;-21.183;0.883;-19.949;9.177
3910;68.73;35.599;62.626;-2.738;7.457;5.721;-3.236;-5.074;-17.047;40.057;-27.217;-22.052;1.703;-16.697;10.788
3920;78.526;35.825;66.272;-6.479;7.59;5.243;-1.143;-4.499;-15.663;40.425;-27.326;-22.052;3.419;-13.444;12.557
3930;88.623;36.12;67.539;-9.334;7.124;5.305;-0.37;-4.324;-15.16;40.473;-26.308;-22.206;5.799;-11.116;12.869
3940;97.348;36.364;68.807;-12.349;8.45;4.99;0.51;-4.149;-14.257;40.377;-25.026;-22.505;8.061;-8.512;10.421
3950;105.396;36.457;71.077;-14.488;9.119;4.077;2.247;-3.805;-13.45;40.28;-25.215;-23.004;10.059;-6.348;7.972
3960;114.192;35.345;73.348;-14.099;9.306;2.604;4.121;-3.382;-12.003;38.923;-26.112;-23.262;11.56;-5.623;4.241
3970;120.189;34.592;77.698;-13.211;9.397;1.145;5.59;-2.647;-10.636;37.565;-26.779;-23.553;13.218;-5.03;2.91
3980;121.854;34.364;82.048;-13.563;11.462;-0.49;7.112;-1.232;-9.386;37.408;-26.997;-23.903;15.248;-3.397;1.579
3990;120.902;35.636;85.942;-13.673;13.029;-1.575;8.534;0.292;-7.857;37.679;-27.052;-23.83;16.401;-1.764;1.975
4000;119.393;36.32;89.96;-13.488;13.52;-1.234;10.01;1.697;-6.775;37.909;-27.154;-23.703;16.37;-0.629;1.594
4010;118.255;35.884;92.745;-13.532;13.146;-0.928;12.619;2.928;-5.632;38.305;-27.815;-23.103;17.043;0.306;1.214
4020;116.563;33.977;95.64;-11.931;12.423;-0.731;15.181;4.051;-4.048;39.301;-28.146;-23.252;18.488;1.241;1.499
4030;115.566;31.629;96.767;-10.53;12.745;-0.297;16.97;4.574;-2.629;40.297;-28.196;-23.015;20.262;1.796;0.425
4040;116.84;29.371;97.797;-8.646;14.164;0.124;19.066;5.019;-1.21;41.223;-28.13;-22.303;22.146;2.35;-0.65
4050;119.243;25.313;97.748;-8.194;15.063;0.364;22.328;5.185;0.766;41.257;-28.159;-21.855;24.663;1.425;-0.401
4060;119.37;22.432;97.988;-9.248;15.297;0.459;26.041;5.35;4.291;41.29;-28.08;-21.411;26.502;1.703;-1.313
4070;123.156;19.31;96.228;-10.323;14.377;0.811;29.367;5.628;7.817;40.203;-26.237;-20.767;27.526;1.955;-2.273
4080;125.703;17.298;94.702;-12.579;13.298;1.177;32.941;6.065;10.396;39.116;-25.241;-19.899;28.185;2.125;-3.301
4090;121.444;15.086;90.577;-14.153;12.204;0.982;36.654;6.12;12.109;38.179;-24.673;-19.257;29.4;2.324;-2.968
4100;117.396;14.731;86.244;-16.088;12.85;0.545;39.72;6.48;13.822;36.994;-23.422;-18.611;31.138;2.428;-2.601
4110;114.331;15.668;82.352;-17.767;13.371;0.204;42.28;6.412;13.908;35.45;-22.284;-17.716;33.033;1.691;-3.945
4120;110.993;16.859;78.993;-18.754;12.739;0.055;44.069;6.065;14.138;33.905;-20.822;-17.001;35.386;0.81;-4.168
4130;107.571;15.848;75.979;-17.354;11.492;0.026;44.946;5.517;14.248;32.36;-19.092;-16.283;37.251;-0.654;-4.392
4140;102.462;14.727;71.868;-14.76;9.495;-0.374;45.288;5.783;14.999;31.857;-16.194;-15.543;38.008;-2.117;-4.829
4150;95.863;15.87;67.749;-12.833;7.807;-0.822;44.84;5.89;15.77;31.353;-12.87;-14.212;40.034;-4.916;-6.666
4160;87.979;17.014;63.443;-11.542;6.934;-0.532;44.119;6.459;16.341;31.01;-10.361;-12.45;42.326;-7.435;-8.503
4170;78.977;19.437;59.006;-10.681;7.102;-0.912;43.167;7.069;17.272;30.666;-7.161;-9.636;44.457;-9.774;-10.799
4180;69.83;22.199;58.537;-9.317;7.833;-1.828;43.181;7.679;18.285;30.643;-4.555;-6.19;46.073;-10.83;-11.774
4190;61.029;23.36;58.399;-7.953;7.937;-2.461;43.225;8.495;18.899;30.895;-2.073;-2.665;47.698;-11.887;-12.749
4200;53.179;24.397;58.721;-6.43;7.937;-2.095;43.199;9.192;20.393;29.828;1.059;0.713;49.606;-12.848;-13.407
4210;45.996;25.914;59.189;-5.865;8.145;-1.618;43.822;9.923;22.025;28.76;4.705;4.179;50.895;-12.48;-13.099
4220;41.342;27.239;58.433;-5.47;8.153;-1.327;44.11;10.294;23.737;27.692;8.361;7.841;51.35;-12.112;-12.792
4230;36.436;28.135;57.401;-6.12;7.694;-1.149;43.694;10.777;25.314;25.218;12.603;11.626;52.462;-12.258;-10.612
4240;33.381;29.073;56.258;-6.59;7.194;-1.039;43.725;11.047;26.748;22.661;16.914;14.833;53.669;-11.887;-10.312
4250;29.876;29.644;55.004;-7.926;6.811;-1.283;43.941;11.297;28.581;20.143;20.637;18.479;54.328;-11.756;-10.011
4260;25.966;30.381;51.567;-9.261;7.554;-1.548;43.099;11.346;29.804;17.626;24.848;21.113;55.044;-11.535;-7.55
4270;21.796;31.586;48.302;-9.026;8.458;-1.532;42.063;11.677;30.89;14.695;29.389;23.526;55.691;-10.594;-5.914
4280;17.634;32.592;44.295;-9.001;8.739;-2.127;41.157;12.528;32.422;11.764;32.797;24.579;55.84;-8.335;-4.279
4290;13.262;32.977;40.171;-8.473;8.794;-3.101;39.414;13.463;34.194;9.237;34.888;25.292;55.607;-6.11;-2.803
4300;7.83;33.237;36.331;-7.874;9.054;-4.061;37.131;14.399;35.932;6.71;36.097;27.015;54.51;-2.285;-1.932
4310;1.237;33.379;32.415;-8.88;9.752;-4.259;35.218;15.228;36.23;4.039;36.679;29.223;52.466;-0.375;-1.062
4320;-9.319;33.328;29.055;-10.57;10.836;-4.875;33.16;16.138;35.901;2.487;36.854;31.368;51.309;1.487;-0.112
4330;-21.386;32.37;25.881;-11.739;12.028;-5.4;30.401;16.417;35.564;0.852;37.321;33.531;50.233;1.709;0.975
4340;-26.95;31.625;23.052;-13.721;12.661;-5.513;28.028;16.857;35.068;0.738;37.858;35.617;47.954;1.117;2.255
4350;-33.088;28.088;18.811;-14.421;11.652;-5.054;25.926;17.09;34.44;0.458;37.354;37.632;45.298;0.407;1.375
4360;-40.072;24.73;14.48;-14.781;9.937;-4.601;23.906;17.702;34.68;0.538;36.583;39.481;42.248;-0.303;2.171
4370;-46.606;21.168;9.713;-15.21;9.103;-4.08;22.709;18.225;34.739;0.618;35.946;41.303;38.825;0.026;3.195
4380;-52.897;18.463;5.036;-17.759;8.906;-3.512;22.33;19.228;34.799;1.31;35.734;43.517;36.007;0.993;4.098
4390;-56.803;15.832;1.439;-20.137;8.964;-3.343;21.327;19.423;33.977;2.003;33.887;45.47;33.788;1.96;5.581
4400;-58.771;12.426;-1.772;-20.389;7.826;-3.182;20.065;19.819;33.194;2.695;30.935;46.367;31.332;2.807;7.063
4410;-60.717;7.622;-5.143;-20.648;5.821;-3.648;19.716;19.917;32.323;3.228;27.895;47.61;27.979;3.36;7.364
4420;-62.069;1.728;-8.597;-19.708;4.054;-3.905;20.113;20.126;31.132;4.236;25.036;48.683;24.639;3.913;7.916
4430;-65.181;-3.457;-13.611;-18.865;3.767;-4.463;19.948;20.054;29.822;4.124;23.099;49.15;21.691;3.546;8.468
4440;-68.21;-8.022;-18.673;-18.702;4.159;-5.001;19.76;20.196;28.457;4.012;21.823;49.055;18.68;3.076;7.939
4450;-71.319;-10.72;-22.215;-15.703;4.331;-6.08;19.641;20.178;26.156;5.221;20.897;48.694;15.652;2.655;6.79
4460;-74.473;-13.368;-25.799;-12.625;3.771;-6.657;19.001;19.684;23.366;6.388;20.214;49.145;13.596;2.234;5.641
4470;-75.628;-16.072;-28.852;-10.156;3.314;-7.148;18.892;18.95;20.423;6.799;19.243;49.971;12.473;2.338;8.692
4480;-77.185;-16.662;-31.913;-8.741;2.934;-7.514;19.041;17.857;17.877;7.21;18.305;50.459;9.676;2.818;9.989
4490;-77.542;-17.418;-33.847;-7.385;3.432;-8.178;18.234;16.763;15.011;7.31;17.484;50.36;6.948;3.298;11.286
4500;-78.043;-16.312;-35.898;-5.716;3.735;-9.321;16.661;15.479;12.621;7.371;16.323;50.125;5.023;3.919;11.942
