timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-2+.1;39: wc-2+.2;40: wc-2+.3;41: wc-1-.1;42: wc-1-.2;43: wc-1-.3;44: wc-2-.1;45: wc-2-.2
6440;-40.204;-56.56;-42.785;-19.407;12.923;4.735;-24.328;0.381;-2.148;-16.43;-13.439;-28.408;-5.094;-59.13;-69.335
6450;-35.386;-53.743;-41.828;-20.76;16.503;2.203;-24.051;1.473;-2.953;-14.542;-12.905;-27.092;-5.404;-58.912;-67.246
6460;-30.389;-50.927;-40.588;-21.935;19.726;-1.043;-23.193;2.772;-3.996;-12.957;-12.866;-25.532;-5.286;-58.971;-67.332
6470;-25.832;-47.466;-39.702;-24.03;19.724;-4.288;-21.56;3.792;-4.73;-12.262;-12.436;-23.383;-4.822;-59.03;-67.192
6480;-21.55;-44.005;-38.644;-25.614;22.353;-7.891;-20.237;4.397;-4.313;-11.567;-11.368;-21.981;-4.389;-59.201;-67.051
6490;-18.989;-40.81;-37.923;-27.015;24.939;-10.731;-19.383;5.203;-4.274;-11.032;-10.999;-20.299;-4.412;-60.066;-65.014
6500;-16.508;-38.854;-37.291;-27.377;27.28;-13.479;-18.583;5.578;-5.508;-11.068;-11.975;-18.277;-5.05;-60.931;-63.101
6510;-14.426;-36.472;-36.447;-26.994;28.12;-15.379;-17.705;5.393;-5.821;-11.103;-11.286;-16.993;-5.757;-60.662;-61.188
6520;-11.47;-35.05;-33.343;-26.109;28.614;-16.96;-16.761;4.945;-3.826;-10.939;-8.659;-15.469;-5.148;-58.901;-59.875
6530;-8.515;-32.097;-30.164;-25.137;29.455;-18.517;-16.721;4.81;-1.832;-10.548;-6.374;-13.87;-4.701;-57.139;-58.141
6540;-8.93;-28.103;-26.975;-23.546;31.17;-20.399;-15.603;5.058;0.436;-10.156;-5.812;-11.743;-4.436;-54.628;-56.407
6550;-9.345;-23.731;-23.786;-21.846;33.102;-21.912;-13.932;5.306;2.703;-8.124;-5.524;-9.754;-5.015;-51.16;-54.553
6560;-9.843;-19.519;-19.417;-20.457;34.921;-23.803;-12.709;5.636;3.741;-5.92;-4.79;-8.69;-4.799;-47.692;-54.833
6570;-10.403;-15.748;-15.047;-19.521;34.166;-25.218;-11.277;5.885;4.778;-3.992;-3.665;-7.574;-3.897;-42.188;-55.086
6580;-9.273;-12.777;-12.593;-17.29;33.69;-27.079;-9.797;6.328;5.686;-1.57;-3.04;-5.954;-3.676;-37.119;-52.978
6590;-7.592;-9.131;-10.139;-16.004;32.979;-29.294;-8.666;6.371;6.593;0.852;-3.171;-5.207;-3.898;-32.05;-48.03
6600;-5.31;-5.806;-5.161;-14.457;33.006;-32.03;-7.232;6.254;7.629;3.274;-3.418;-4.735;-4.252;-27.014;-44.138
6610;-3.629;-1.665;-0.183;-14.15;34.672;-34.654;-6.143;5.894;8.748;4.618;-3.706;-3.444;-5.546;-22.745;-42.006
6620;-2.988;2.156;2.192;-13.116;34.829;-37.368;-5.223;5.741;8.937;5.961;-3.618;-1.75;-7.432;-18.476;-41.313
6630;-2.401;6.497;4.567;-11.29;33.49;-39.379;-6.014;5.539;9.119;6.585;-3.185;-0.619;-8.99;-14.091;-40.207
6640;-4.815;10.117;4.557;-9.259;30.243;-41.228;-5.774;4.519;8.505;7.139;-2.388;-0.356;-10.07;-9.726;-36.861
6650;-7.022;13.412;4.548;-7.194;26.535;-42.971;-7.046;3.712;8.036;7.694;-1.131;-0.079;-12.647;-5.36;-36.674
6660;-9.669;16.268;5.891;-5.561;22.876;-44.708;-8.681;2.905;7.396;7.808;-0.519;-0.332;-14.074;-0.554;-36.35
6670;-12.826;18.27;7.234;-4.337;19.073;-46.13;-8.199;2.858;6.846;8.012;-0.542;-0.508;-14.848;4.575;-35.914
6680;-14.503;19.833;8.32;-2.53;14.804;-47.662;-8.141;2.691;6.881;8.189;-0.801;-1.514;-16.905;9.705;-32.559
6690;-16.284;21.477;9.64;0.201;10.484;-48.698;-7.914;3.527;6.848;7.334;-0.854;-2.415;-18.266;13.106;-29.423
6700;-17.865;22.801;10.28;2.822;5.514;-49.835;-8.028;4.255;6.894;6.479;-0.421;-3.135;-17.788;16.014;-28.131
6710;-19.197;24.319;10.899;5.109;1.145;-50.811;-7.988;4.783;6.912;5.623;-0.473;-3.57;-17.436;18.921;-24.759
6720;-19.57;25.916;12.599;7.396;-0.954;-51.949;-8.143;4.73;7.241;5.641;-0.859;-3.928;-17.53;21.36;-21.172
6730;-21.273;26.679;14.401;8.877;-2.596;-53.207;-8.326;4.022;7.599;5.659;-1.28;-3.643;-17.097;23.876;-17.586
6740;-21.897;27.721;16.084;10.661;-4.277;-54.226;-7.75;3.315;7.897;6.837;-2.36;-2.759;-16.69;26.392;-14.737
6750;-22.901;28.075;18.084;12.444;-4.999;-55.59;-7.939;2.781;8.332;8.483;-2.735;-2.022;-17.422;29.628;-11.542
6760;-23.939;27.988;18.564;15.476;-5.815;-56.954;-7.501;2.926;7.01;10.011;-3.025;-1.626;-18.029;31.143;-8.348
6770;-25.032;28.745;18.188;18.577;-6.469;-58.668;-7.092;3.07;3.999;12.379;-3.315;-1.772;-18.801;32.659;-5.183
6780;-26.103;28.302;17.811;21.552;-7.528;-60.025;-5.708;3.03;0.988;14.672;-4.188;-2.666;-19.938;34.24;-2.171
6790;-25.234;28.498;18.252;23.189;-8.532;-59.844;-5.269;2.79;-2.175;16.737;-4.917;-3.535;-21.132;34.684;0.841
6800;-24.269;28.494;18.694;24.833;-9.281;-59.928;-5.712;2.679;-5.338;16.881;-4.954;-3.764;-21.919;35.128;2.174
6810;-24.383;28.229;18.49;26.633;-9.603;-60.212;-5.647;2.891;-7.51;16.95;-4.497;-3.672;-22.888;35.952;2.603
6820;-25.015;28.564;18.285;28.716;-9.399;-61.342;-5.662;2.759;-9.683;17.019;-4.35;-3.993;-24.097;34.834;3.032
6830;-24.287;29.279;19.72;29.43;-9.399;-62.443;-6.252;2.855;-11.759;15.081;-4.313;-4.658;-25.25;33.717;4.781
6840;-23.517;29.753;21.286;31.275;-10.079;-63.906;-6.581;2.905;-13.834;13.143;-4.366;-4.971;-26.799;31.702;6.95
6850;-24.468;31.655;19.738;32.877;-11.116;-65.028;-6.978;2.954;-16.157;10.286;-4.892;-4.383;-28.019;29.968;9.12
6860;-24.666;32.797;17.942;36.724;-12.543;-66.568;-7.539;3.138;-18.48;8.004;-6.274;-4.626;-27.408;28.234;12.25
6870;-22.425;34.072;16.712;40.571;-12.931;-67.728;-7.299;3.001;-19.463;5.812;-8.288;-5.993;-27.793;26.761;15.876
6880;-19.963;35.026;15.399;43.47;-12.469;-69.044;-6.058;3.272;-20.516;3.741;-9.723;-7.386;-28.037;26.034;19.447
6890;-15.461;35.51;15.364;45.044;-12.839;-69.932;-6.372;4.13;-21.145;1.607;-10.268;-7.903;-27.368;25.308;19.978
6900;-10.986;36.154;15.385;46.625;-13.372;-70.843;-6.801;5.154;-21.815;-0.699;-11.291;-8.428;-26.055;26.243;20.681
6910;-7.032;38.326;15.306;47.73;-13.509;-71.288;-6.172;6.732;-21.87;-2.286;-12.644;-9.354;-24.774;26.855;20.571
6920;-3.125;41.177;15.234;48.779;-13.701;-70.503;-6.08;8.124;-22.022;-3.879;-13.775;-11.646;-25.183;27.468;22.381
6930;-1.059;44.592;16.07;48.52;-12.469;-69.622;-5.663;9.516;-20.659;-5.472;-14.803;-12.981;-24.679;27.497;24.563
6940;1.393;48.167;16.823;47.301;-11.037;-67.672;-5.215;9.127;-19.2;-5.93;-15.057;-14.065;-25.346;28.668;26.745
6950;4.101;52.506;17.737;46.04;-10.342;-65.634;-5.026;8.317;-17.861;-6.388;-15.259;-15.386;-25.203;29.839;31.844
6960;9.244;56.846;18.567;44.924;-10.04;-63.098;-5.505;7.508;-16.459;-8.406;-16.446;-17.839;-26.41;30.81;36.612
6970;13.546;61.139;19.076;43.808;-10.498;-60.041;-6.255;7.263;-15.146;-10.738;-18.046;-18.633;-27.599;32.512;41.381
6980;19.101;66.033;19.64;42.105;-11.386;-57.988;-6.415;8.059;-13.902;-12.884;-19.192;-17.691;-28.876;34.214;45.673
6990;24.635;70.167;21.032;40.163;-11.226;-56.099;-7.153;8.703;-12.441;-16.15;-19.927;-18.626;-29.916;36.146;47.921
7000;31.19;74.701;22.382;38.29;-11.626;-53.917;-7.181;9.788;-11.05;-19.575;-22.251;-19.366;-30.661;37.766;50.17
7010;37.801;78.979;24.186;36.217;-11.701;-51.117;-7.819;10.492;-9.188;-23.021;-24.513;-20.636;-31.401;39.385;52.378
7020;44.237;82.338;25.548;34.206;-13.181;-47.837;-8.35;10.665;-6.967;-26.146;-26.55;-21.614;-32.126;38.019;55.323
7030;50.797;85.034;28.018;31.763;-14.141;-44.029;-8.832;10.338;-4.967;-29.182;-27.669;-21.188;-31.99;36.589;58.516
7040;56.077;87.203;30.654;29.859;-14.85;-40.299;-9.535;10.011;-2.617;-32.218;-28.766;-20.545;-31.261;35.159;60.789
7050;61.371;88.586;33.248;27.79;-15.549;-36.57;-9.63;9.612;-0.266;-34.539;-30.12;-21.183;-30.36;34.105;64.181
7060;65.545;90.258;33.905;25.433;-16.182;-31.923;-9.31;9.254;1.566;-36.861;-31.07;-22.237;-29.917;32.348;67.483
7070;69.663;92.352;34.506;23.234;-14.768;-27.196;-8.972;8.854;3.397;-37.502;-31.45;-22.121;-28.305;30.59;69.465
7080;73.662;94.163;32.981;20.359;-13.754;-18.105;-8.532;8.281;4.492;-36.044;-32.174;-21.352;-26.445;29.637;67.767
7090;77.481;97.192;31.359;16.723;-11.526;-9.086;-8.07;7.594;5.588;-34.559;-33.512;-20.826;-25.237;29.596;66.103
7100;83.581;99.221;30.821;13.011;-11.203;1.509;-7.415;6.822;7.832;-30.473;-34.339;-21.377;-23.997;29.554;65.16
7110;89.473;100.53;30.441;8.494;-10.097;12.273;-5.581;6.214;10.076;-26.519;-35.481;-21.297;-23.288;31.794;65.017
7120;92.601;101.382;31.142;3.873;-9.008;22.382;-4.189;5.668;12.361;-22.599;-35.697;-20.674;-21.898;33.732;65.032
7130;95.861;100.074;31.843;-0.77;-7.48;30.959;-3.134;4.954;14.647;-18.839;-35.473;-19.316;-20.943;35.67;63.007
7140;99.594;99.237;30.828;-4.201;-3.999;38.77;-1.05;4.432;16.876;-14.996;-35.854;-17.804;-20.535;39.447;61.782
7150;103.225;98.24;29.812;-7.523;-3.637;44.81;0.676;3.909;19.105;-11.36;-36.928;-16.36;-20.156;41.403;60.474
7160;110.45;95.888;28.684;-10.338;-3.259;51.468;0.381;2.556;20.836;-9.561;-37.001;-14.756;-20.592;43.359;59.567
7170;117.683;93.497;27.556;-13.077;-0.857;57.125;0.236;1.131;22.567;-7.763;-36.246;-12.908;-19.674;45.588;56.619
7180;125.103;90.63;25.312;-14.633;0.506;63.943;1.372;-0.637;22.743;-7.273;-35.283;-11.401;-18.244;48.324;53.513
7190;130.007;85.404;23.426;-14.942;0.439;68.817;2.423;-1.657;22.954;-7.549;-34.509;-9.823;-15.43;51.061;49.917
7200;133.51;79.586;20.875;-15.12;-1.07;75.221;3.866;-2.608;21.959;-7.825;-33.866;-8.074;-14.149;52.521;49.641
7210;133.399;73.768;18.316;-16.037;-3.062;81.719;5.25;-3.486;21.101;-6.905;-31.89;-5.323;-10.199;54.313;49.393
7220;133.494;67.996;18.174;-17.072;-3.579;89.617;6.483;-4.441;19.243;-6.123;-29.844;-4.665;-6.396;56.105;49.393
7230;133;61.223;17.618;-17.392;-4.577;97.903;8.661;-5.397;17.357;-5.203;-28.274;-5.817;-2.229;52.879;47.873
7240;132.692;55.239;18.058;-18.29;-6.56;106.662;11.63;-6.19;15.041;-4.203;-26.404;-5.138;2.065;49.374;46.263
7250;131.738;49.614;18.463;-19.139;-8.423;114.125;14.519;-6.732;12.767;-3.127;-23.686;-4.414;5.774;45.869;45.199
7260;130.735;44.486;18.68;-20.483;-10.407;120.909;17.963;-7.275;11.366;-1.941;-20.857;-2.052;8.927;41.197;43.374
7270;130.732;40.197;19.083;-21.764;-10.401;125.754;20.521;-7.331;9.909;-2.407;-18.852;0.45;12.407;39.297;41.397
7280;131.005;36.571;18.101;-22.428;-10.476;129.566;22.232;-6.927;8.76;-2.873;-17.341;2.44;16.142;37.396;38.917
7290;131.039;31.865;15.465;-23.851;-10.629;131.697;24.276;-6.63;7.99;-3.516;-15.792;4.026;19.92;37.108;38.637
7300;131.327;27.819;12.995;-25.33;-10.026;133.679;26.661;-6.154;7.379;-3.51;-13.818;6.549;22.244;36.353;38.212
7310;131.495;22.414;11.662;-27.263;-10.103;135.033;28.972;-5.804;7.346;-3.505;-11.579;9.157;24.418;35.599;37.429
7320;131.643;16.338;10.185;-29.197;-11.822;135.116;30.254;-5.114;7.354;-5.083;-9.23;11.746;26.487;32.876;36.726
7330;128.79;10.342;9.066;-29.178;-13.763;131.262;31.033;-4.63;7.912;-6.75;-6.537;13.906;28.263;29.28;35.732
7340;126.021;3.046;7.81;-28.818;-16.177;124.328;31.423;-4.146;8.393;-8.418;-3.248;15.739;30.526;25.684;35.181
7350;117.792;-3.051;5.448;-28.52;-16.95;114.244;31.604;-4.193;7.112;-12.001;0.197;17.985;34.037;20.632;31.909
7360;109.721;-8.497;3.287;-29.212;-17.724;104.52;31.157;-4.575;5.989;-15.626;3.01;20.297;37.317;13.601;28.389
7370;102.986;-13.022;2.848;-29.905;-17.91;94.537;29.763;-5.047;3.549;-19.251;5.698;22.312;40.382;6.571;24.848
7380;96.092;-15.374;2.41;-30.647;-18.556;85.865;27.477;-5.531;1.109;-22.51;7.888;23.872;42.952;-1.279;24.228
7390;90.68;-18.445;4.521;-30.661;-20.481;77.47;25.192;-5.981;-1.709;-25.77;10.457;24.927;45.079;-10.629;23.897
7400;84.317;-21.302;6.633;-30.702;-19.396;71.273;23.681;-6.029;-4.527;-28.953;13.859;26.392;48.272;-19.979;23.586
7410;75.578;-24.479;6.159;-29.819;-17.31;64.276;23.167;-5.567;-7.608;-30.676;17.539;28.143;52.143;-26.759;25.996
7420;67.942;-27.739;5.684;-28.937;-17.05;59.086;22.579;-5.07;-10.69;-32.399;20.738;29.324;55.648;-33.652;28.717
7430;60.341;-31.8;6.619;-28.614;-16.655;52.942;21.829;-4.872;-12.25;-32.382;23.777;30.626;58.895;-40.546;31.846
7440;56.811;-33.445;7.555;-30.015;-15.141;48.128;21.935;-5.188;-13.81;-32.324;26.17;32.241;61.88;-46.716;34.094
7450;53.385;-36.131;9.034;-31.451;-12.548;41.763;22.494;-5.503;-14.385;-32.266;29.801;33.582;64.932;-51.727;31.782
7460;49.177;-38.685;10.57;-33.021;-10.154;34.117;22.365;-5.666;-15.05;-31.286;34.088;35.599;65.527;-56.738;29.105
7470;44.996;-39.36;9.487;-34.59;-8.49;25.974;21.952;-5.734;-15.134;-30.263;37.72;37.469;65.492;-62.96;23.548
7480;40.204;-39.103;8.501;-36.128;-5.975;18.444;21.658;-5.429;-15.183;-29.228;40.23;39.432;65.349;-64.233;20.11
7490;35.164;-39.847;5.719;-36.99;-3.461;13.012;20.568;-5.468;-14.022;-27.903;42.247;40.885;64.397;-65.506;17.066
7500;28.724;-40.937;2.937;-37.756;-1.272;8.414;18.567;-5.934;-12.778;-26.579;44.454;42.07;63.116;-66.939;13.022
7510;22.36;-42.906;-0.685;-38.872;0.105;2.32;16.579;-6.312;-12.628;-25.221;46.979;43.07;62.353;-67.171;9.778
7520;14.316;-45.812;-4.349;-39.988;1.036;-2.166;15.098;-6.643;-12.498;-23.24;50.258;44.564;61.33;-67.403;6.499
7530;6.189;-48.079;-6.812;-41.45;2.51;-6.131;14.142;-6.974;-13.877;-21.259;53.932;45.15;59.79;-66.986;1.061
7540;-1.778;-49.354;-7.185;-42.054;5.025;-7.659;12.588;-7.221;-15.298;-19.521;57.232;45.357;58.091;-68.265;-5.658
7550;-9.641;-51.03;-7.509;-41.683;7.218;-8.921;10.788;-7.526;-16.539;-17.652;60.695;45.059;56.851;-69.543;-12.549
7560;-18.545;-51.443;-7.964;-39.337;9.535;-11.614;8.757;-7.989;-18.28;-15.783;63.517;44.352;55.019;-71.063;-17.52
7570;-27.228;-52.015;-8.378;-36.99;10.612;-12.848;7.563;-8.579;-19.917;-13.866;64.92;42.959;53.097;-70.801;-21.251
7580;-34.466;-52.633;-8.374;-35.619;11.709;-15.043;6.959;-9.269;-20.96;-11.956;66.316;40.742;50.982;-70.539;-24.823
7590;-41.732;-53.051;-8.528;-34.032;13.606;-14.157;6.377;-9.855;-22.092;-9.846;67.512;39.044;48.665;-69.971;-27.345
7600;-44.023;-54.503;-8.044;-33.189;15.458;-11.4;5.159;-10.128;-22.08;-6.655;68.741;37.123;47.019;-68.153;-27.866
7610;-45.963;-56.476;-7.622;-31.273;16.574;-8.16;3.967;-10.052;-22.185;-3.52;71.48;34.626;44.582;-66.335;-28.174
7620;-48.739;-59.154;-8.563;-29.357;17.01;-4.723;3.469;-10.012;-21.397;-0.24;73.876;32.578;41.537;-63.622;-28.557
7630;-51.661;-61.393;-9.503;-27.37;16.607;0.334;3.357;-10.632;-20.61;2.073;75.593;30.934;38.221;-60.083;-31.261
7640;-56.741;-62.714;-10.723;-26.512;16.781;7.181;3.422;-11.251;-18.87;4.386;77.05;29.811;35.19;-56.543;-34.102
7650;-61.519;-64.036;-11.942;-25.377;17.008;12.988;3.174;-12.581;-17.131;5.324;77.877;28.694;31.477;-52.446;-37.212
7660;-66.179;-65.303;-10.897;-24.468;16.702;18.709;2.239;-14.33;-15.182;5.926;77.396;27.566;27.768;-50.65;-42.523
7670;-71.862;-66.571;-9.851;-23.559;17.676;22.217;0.463;-15.352;-13.233;6.527;77.011;26.927;23.217;-48.854;-48.116
7680;-77.276;-66.2;-10.119;-23.276;18.53;23.783;-1.04;-14.898;-12.804;6.363;77.291;26.29;18.028;-46.556;-53.075
7690;-82.523;-65.829;-10.386;-22.418;18.788;23.497;-2.73;-13.79;-12.375;6.323;78.174;25.754;12.77;-45.189;-57.393
7700;-87.963;-64.124;-10.07;-22.001;19.726;21.73;-4.143;-12.075;-13.036;6.124;76.142;25.903;7.938;-43.822;-61.622
7710;-89.4;-62.419;-9.699;-20.774;20.452;21.25;-4.894;-11.025;-13.648;6.086;75.218;23.957;5.39;-42.35;-65.989
7720;-90.168;-62.372;-8.803;-19.546;20.899;19.833;-4.868;-9.975;-13.286;6.137;73.142;22.622;3.388;-39.592;-67.916
7730;-90.177;-62.326;-7.948;-18.201;20.556;19.272;-5.017;-10.142;-12.881;6.222;71.305;20.637;1.397;-36.806;-69.181
7740;-90.419;-60.687;-5.215;-17.255;19.808;16.688;-3.728;-11.014;-13.177;5.564;70.178;18.717;0.676;-34.939;-70.583
7750;-88.542;-59.048;-2.435;-16.97;19.501;15.777;-1.662;-11.886;-13.417;4.906;69.017;16.821;0.499;-32.437;-70.506
7760;-86.672;-55.894;-0.109;-15.692;19.786;17.16;0.108;-12.326;-13.294;3.927;67.295;14.95;-0.604;-30.108;-70.822
7770;-82.441;-52.739;2.058;-14.415;19.687;19.356;2.503;-12.745;-13.123;2.79;64.392;12.141;-2.873;-26.578;-70.814
7780;-78.087;-50.571;2.211;-12.262;19.207;20.691;3.738;-12.592;-11;1.654;61.028;8.866;-5.207;-23.731;-67.726
7790;-73.092;-48.403;-0.655;-10.137;17.608;20.451;5.113;-12.364;-9.56;2.021;58.521;6.924;-7.73;-21.257;-65.037
7800;-67.829;-45.788;-3.446;-9.594;16.25;19.623;6.017;-12.183;-7.961;2.167;56.343;5.741;-10.086;-18.342;-62.135
7810;-61.433;-43.172;-5.556;-10.257;15.188;18.051;6.39;-12.106;-6.83;2.044;52.594;4.172;-12.39;-15.462;-61.313
7820;-55.299;-41.134;-7.639;-10.919;13.124;16.479;8.983;-12.32;-5.637;2.521;50.288;3.015;-15.01;-12.237;-59.905
7830;-50.141;-39.095;-6.967;-11.263;10.981;15.761;10.672;-12.534;-4.657;2.985;47.817;2.421;-17.48;-9.372;-58.6
7840;-44.982;-38.043;-6.35;-11.56;7.359;15.154;11.375;-13.172;-3.71;3.455;46.021;1.182;-19.67;-6.972;-57.495
7850;-39.368;-36.99;-5.698;-11.688;4.417;17.036;11.421;-13.957;-3.377;2.752;43.59;0.334;-23.724;-4.462;-56.666
7860;-33.036;-35.648;-5.066;-10.884;2.535;18.634;11.044;-14.79;-3.063;2.048;40.458;0.648;-27.119;-1.912;-55.844
7870;-26.961;-34.306;-5.767;-10.08;0.583;20.108;10.858;-15.683;-2.594;1.385;37.623;0.796;-28.928;-0.691;-54.142
7880;-22.508;-33.221;-6.254;-7.634;-0.208;19.594;10.473;-16.171;-2.194;1.331;35.622;0.716;-29.981;0.102;-51
7890;-18.233;-32.415;-6.806;-5.182;-2.636;17.531;9.766;-16.513;-1.028;1.277;33.574;1.53;-30.556;-0.105;-48.086
7900;-14.701;-31.499;-7.357;-2.777;-5.353;14.866;8.897;-16.138;0.139;3.086;31.183;1.377;-30.534;-0.829;-44.331
7910;-11.244;-30.303;-7.899;-1.403;-8.033;12.425;8.874;-15.735;1.676;4.646;29.407;0.16;-30.298;-1.788;-41.097
7920;-8.531;-28.403;-8.441;-0.029;-10.64;8.509;10.004;-15.753;3.212;6.495;27.327;-0.945;-29.428;-2.466;-38.407
7930;-5.57;-26.982;-10.35;2.073;-11.727;6.674;10.411;-17.419;4.801;8.745;24.183;-0.845;-28.542;-3.433;-34.037
7940;-5.897;-25.59;-12.259;4.099;-12.411;4.84;10.032;-19.086;6.39;10.691;19.924;-1.134;-26.415;-4.51;-29.428
7950;-5.651;-24.279;-14.79;7.044;-12.652;4.679;8.808;-21.175;8.906;12.927;16.792;-1.63;-25.743;-3.868;-24.321
7960;-7.926;-22.141;-17.294;9.232;-12.414;4.455;7.807;-22.785;11.312;15.098;11.495;-2.241;-25.948;-2.599;-17.775
7970;-10.124;-20.363;-20.297;11.419;-11.299;4.091;6.523;-23.812;12.601;17.269;7.646;-4.026;-26.753;-1.109;-10.789
7980;-10.643;-17.679;-23.237;12.597;-9.985;2.354;4.846;-23.498;13.877;19.647;3.988;-4.622;-27.959;0.261;-4.451
7990;-11.134;-15.634;-27.869;13.837;-8.473;1.098;2.582;-22.263;13.381;22.519;-0.443;-3.793;-29.884;2.84;0.207
8000;-11.585;-13.986;-32.48;15.939;-7.261;-0.45;0.659;-21.2;13.091;25.39;-4.149;-2.794;-31.903;5.502;4.385
8010;-11.567;-12.698;-34.756;17.993;-5.808;-2.459;-1.345;-20.175;13.588;28.45;-6.455;-2.767;-32.143;7.404;8.446
8020;-14.127;-11.607;-36.866;20.006;-3.415;-1.885;-3.735;-19.15;14.001;31.468;-7.15;-2.258;-31.67;8.189;11.599
8030;-16.577;-10.356;-36.999;21.739;-0.981;-0.306;-5.509;-17.946;13.425;34.272;-7.146;-0.727;-31.036;8.953;13.832
8040;-19.874;-9.385;-34.623;23.659;1.381;3.108;-8.088;-16.597;12.945;35.876;-7.297;-0.377;-30.879;10.157;16.072
8050;-23.214;-8.454;-31.81;26.539;1.434;8.343;-10.374;-15.248;12.777;37.404;-9.119;-0.481;-30.985;10.714;19.098
8060;-25.629;-7.357;-29.294;29.434;1.488;16.099;-11.713;-13.909;14.046;38.857;-10.041;0.335;-30.575;11.499;22.644
8070;-28.306;-5.621;-26.35;32.268;3.123;25.019;-15.103;-12.457;15.204;39.2;-11.069;1.312;-29.343;11.884;26.445
8080;-29.643;-3.537;-26.429;34.225;4.902;33.596;-18.059;-12.121;15.823;39.543;-11.979;2.326;-27.777;11.753;29.881
8090;-31.156;-0.852;-26.404;36.12;7.401;42.519;-19.673;-10.338;16.319;39.628;-13.417;3.346;-26.571;11.843;32.757
8100;-33.89;1.785;-26.869;37.783;8.011;48.719;-19.88;-8.326;16.436;40.186;-14.651;4.829;-25.138;10.772;35.578
8110;-37.728;4.542;-27.375;38.319;8.461;52.919;-20.036;-6.607;16.684;40.745;-15.719;6.589;-23.937;9.462;38.261
8120;-41.332;7.435;-26.444;38.868;8.974;55.574;-20.444;-4.396;16.96;41.014;-16.15;8.474;-22.971;8.338;40.223
8130;-41.549;10.247;-25.548;37.473;9.505;58.899;-21.633;-2.185;17.25;41.414;-16.159;10.051;-21.279;6.934;41.814
8140;-41.986;13.268;-25.477;35.954;11.316;59.79;-22.772;0.094;16.658;41.766;-16.306;9.768;-20.566;6.778;43.625
8150;-41.143;16.088;-25.407;33.796;13.509;61.393;-22.661;1.84;16.066;40.477;-15.834;11.108;-20.741;6.539;43.836
8160;-40.397;19.214;-25.924;32.68;15.582;62.455;-20.604;4.527;14.912;39.058;-15.432;12.977;-20.844;7.701;44.095
8170;-40.125;21.779;-26.441;31.461;16.902;64.48;-20.182;6.669;13.757;37.673;-15.582;15.09;-21.314;8.251;44.141
8180;-40.006;23.579;-25.789;31.324;17.508;66.985;-19.681;9.397;12.892;35.684;-14.797;15.651;-21.412;8.636;41.586
8190;-38.165;25.539;-25.137;31.167;18.113;67.417;-18.141;11.408;12.028;33.695;-12.324;15.299;-22.41;10.261;38.99
8200;-37.091;26.45;-22.895;32.539;19.425;67.717;-16.25;12.804;10.872;31.679;-9.607;14.287;-22.2;9.966;36.05
8210;-37.137;26.52;-20.557;32.731;20.152;67.593;-14.923;14.152;9.599;29.756;-7.763;14.699;-21.623;9.553;30.429
8220;-37.541;26.498;-17.516;32.764;20.276;67.61;-13.99;14.328;9.294;27.833;-4.803;15.021;-19.934;8.821;24.691
8230;-39.185;25.356;-14.433;32.618;20.4;66.586;-12.899;15.506;9.058;25.826;-0.919;14.949;-18.309;8.063;19.105
8240;-39.946;25.057;-12.266;32.651;19.964;64.821;-12.148;16.684;10.339;23.799;3.145;15.037;-17.112;7.23;15.999
8250;-38.372;24.877;-10.148;33.073;19.559;61.474;-11.97;18.898;11.752;21.771;5.248;14.303;-14.899;6.637;13.237
8260;-36.868;24.005;-9.337;32.219;17.823;57.666;-10.708;20.948;11.957;19.339;5.495;13.503;-14.935;7.225;10.945
8270;-34.168;23.014;-8.408;31.414;15.808;51.557;-9.368;21.804;12.039;16.859;4.734;12.985;-13.748;7.73;11.172
8280;-31.655;19.956;-7.006;31.528;13.276;44.388;-7.479;21.532;13.865;14.469;3.327;12.316;-11.686;7.875;11.414
8290;-26.914;16.978;-5.382;31.553;11.663;36.757;-4.433;20.83;15.684;11.55;1.599;11.723;-9.593;7.717;11.503
8300;-21.974;13.898;-5.486;30.396;11.401;28.527;-1.905;22.203;16.634;8.632;1.012;10.786;-6.926;7.112;11.073
8310;-18.273;10.818;-5.465;28.302;10.239;19.217;-1.499;23.541;16.854;5.817;0.932;9.938;-4.767;4.506;10.283
8320;-15.687;9.457;-5.41;26.25;8.676;9.245;-2.171;24.879;17.094;2.756;0.401;9.633;-3.981;2.08;8.658
8330;-14.123;7.375;-4.423;24.754;7.203;-0.072;-2.461;27.072;17.252;-0.305;-0.897;9.579;-4.275;-0.851;3.193
8340;-10.702;4.89;-3.596;23.301;6.633;-9.597;-3.272;27.717;17.508;-3.583;-1.839;8.796;-4.232;-3.782;-2.232
8350;-7.543;2.644;-2.848;22.479;7.108;-17.683;-3.812;28.418;17.923;-6.759;-1.432;7.026;-4.11;-5.615;-7.774
8360;-4.273;0.036;-2.321;21.732;7.538;-23.015;-3.546;29.148;18.283;-9.934;-0.255;4.583;-4.421;-6.297;-11.036
8370;-1.058;-2.452;-1.377;20.986;8.808;-26.898;-3.63;29.597;18.319;-12.062;0.269;2.076;-5.334;-6.978;-14.458
8380;-0.917;-3.4;-0.259;19.869;10.033;-30.426;-3.274;30.228;18.12;-14.115;0.124;-0.163;-7.108;-7.276;-17.942
