timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: cybdIm1+.1;05: cybdIm1+.2;06: cybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
8410;-299.179;-291.208;-218.916;-178.51;-204.804;-70.458;-187.71;-229.039;-239.681;-241.634;-177.488;-196.883;-315.531;-271.683;-345.083
8420;-297.226;-288.543;-217.439;-180.841;-209.377;-72.726;-184.411;-227.319;-240.756;-243.139;-179.246;-199.788;-303.56;-266.714;-339.219
8430;-295.541;-285.188;-216.749;-182.007;-211.52;-74.066;-181.07;-225.552;-241.881;-244.778;-180.458;-202.488;-291.103;-261.163;-331.44
8440;-292.451;-281.11;-216.124;-182.487;-213.186;-74.519;-177.357;-224.025;-242.527;-247.686;-180.331;-204.058;-278.539;-255.287;-323.439
8450;-289.206;-276.459;-214.692;-182.941;-214.434;-74.532;-173.32;-222.783;-242.695;-249.367;-180.588;-203.594;-264.73;-248.044;-314.99
8460;-285.874;-271.996;-212.498;-182.578;-214.89;-73.709;-168.748;-220.16;-242.437;-251.248;-181.244;-202.491;-249.448;-239.054;-306.012
8470;-280.498;-267.474;-209.356;-181.549;-213.519;-72.294;-164.508;-216.108;-242.178;-253.019;-182.466;-202.134;-233.994;-228.563;-296.95
8480;-272.163;-261.506;-205.532;-179.91;-210.361;-69.93;-160.321;-210.892;-241.338;-254.628;-183.117;-202.612;-217.13;-217.022;-286.371
8490;-262.498;-254.412;-202.043;-176.803;-206.902;-66.914;-156.847;-205.749;-239.051;-255.897;-183.844;-202.839;-198.49;-206.2;-274.143
8500;-252.417;-247.128;-198.201;-173.537;-204.371;-64.923;-153.588;-201.192;-234.676;-257.086;-184.811;-201.188;-178.611;-195.04;-261.888
8510;-242.334;-237.972;-193.56;-170.771;-203.219;-63.528;-150.128;-197.259;-230.578;-257.728;-185.948;-198.614;-157.611;-182.844;-249.025
8520;-231.684;-227.897;-188.183;-169.099;-201.399;-61.236;-147.728;-193.639;-227.76;-256.174;-185.181;-195.556;-135.841;-170.964;-234.229
8530;-220.956;-217.703;-182.232;-167.974;-199.145;-58.977;-145.466;-189.454;-225.028;-253.041;-183.512;-192.037;-112.95;-158.966;-218.406
8540;-210.96;-206.737;-176.41;-166.341;-195.89;-55.647;-143.501;-185.043;-221.21;-251.589;-182.361;-187.724;-88.686;-147.452;-202.177
8550;-200.934;-194.53;-170.806;-164.12;-191.223;-52.979;-140.268;-180.655;-215.566;-249.76;-181.999;-184.439;-62.876;-134.862;-184.353
8560;-190.401;-181.89;-165.295;-161.41;-185.521;-48.706;-135.183;-176.807;-209.61;-245.418;-179.324;-183.552;-35.643;-121.308;-163.571
8570;-177.668;-169.116;-159.261;-156.513;-178.732;-42.652;-130.003;-172.612;-203.804;-240.57;-174.775;-181.277;-6.79;-107.611;-141.266
8580;-164.396;-155.302;-152.543;-150.287;-170.897;-36.417;-125.167;-168.806;-198.328;-235.714;-169.812;-178.505;23.04;-93.828;-118.377
8590;-151.695;-139.032;-144.833;-142.05;-162.237;-30.779;-121.015;-165.366;-193.491;-230.397;-165.586;-174.608;52.586;-79.028;-94.212
8600;-139.324;-121.008;-137.239;-133.812;-152.366;-25.65;-119.131;-161.048;-187.977;-225.044;-161.743;-169.31;81.572;-63.421;-69.349
8610;-125.532;-104.461;-129.121;-125.115;-141.583;-21.003;-116.709;-155.461;-182.47;-219.331;-157.228;-164.052;110.046;-46.565;-43.937
8620;-108.95;-87.308;-120.353;-115.73;-129.564;-16.141;-113.993;-149.421;-175.881;-214.215;-152.327;-159.266;138.763;-26.963;-16.361
8630;-90.001;-68.188;-112.05;-106.394;-116.228;-11.913;-112.963;-142.743;-167.644;-208.73;-147.612;-153.154;167.909;-5.218;13.197
8640;-70.553;-49.626;-104.556;-96.015;-101.884;-5.999;-112.29;-136.737;-158.164;-203.575;-143.258;-148.226;197.64;17.266;42.807
8650;-51.477;-31.379;-95.89;-84.465;-87.565;0.77;-111.16;-131.96;-149.328;-197.618;-139.266;-141.93;227.716;40.775;71.935
8660;-31.826;-11.986;-84.954;-70.963;-73.207;8.588;-110.123;-127.981;-139.881;-191.545;-135.601;-134.854;257.36;65.857;101.324
8670;-12.319;7.04;-72.338;-57.481;-58.48;16.317;-108.502;-122.999;-131.709;-185.662;-131.95;-126.622;285.67;92.72;131.328
8680;6.934;26.662;-58.858;-45.396;-44.335;22.806;-106.894;-116.079;-123.55;-180.155;-129.954;-119.465;313.159;120.566;161.037
8690;25.855;43.858;-44.971;-34.615;-30.916;28.79;-104.537;-108.394;-117.029;-174.407;-129.483;-111.799;340.538;147.324;191.548
8700;44.541;60.131;-31.327;-25.23;-17.927;34.857;-100.35;-98.895;-110.372;-169.286;-128.789;-103.73;366.095;173.935;222.131
8710;64.717;76.953;-18.01;-17.491;-5.937;39.806;-97.159;-89.349;-103.484;-164.247;-126.175;-97.014;388.646;199.338;251.531
8720;83.846;92.966;-5.719;-10.101;4.637;43.84;-94.058;-80.16;-95.33;-159.008;-120.863;-90.513;410.2;221.77;280.503
8730;104.032;107.612;6.132;-2.545;14.928;47.297;-90.193;-71.721;-86.403;-151.447;-115.75;-83.206;428.652;242.232;308.699
8740;123.487;121.399;18.723;5.841;25.901;51.098;-86.35;-63.585;-79.526;-142.668;-110.517;-76.823;446.106;261.96;335.786
8750;141.81;134.73;32.068;14.352;38.086;55.436;-82.902;-55.211;-72.817;-132.72;-106.287;-69.672;461.92;281.421;361.665
8760;161.379;145.259;45.578;22.408;52.268;60.273;-77.339;-45.628;-66.996;-123.392;-100.941;-62.753;474.451;299.768;385.052
8770;178.445;153.698;59.681;31.217;65.327;65.84;-68.297;-36.607;-61.437;-116.879;-96.887;-56.379;484.872;317.752;405.502
8780;194.792;162.19;73.637;42.25;77.563;73.163;-58.756;-26.781;-53.439;-111.392;-92.988;-49.686;492.4;334.804;423.454
8790;212.45;170.68;88.606;53.35;90.241;81.31;-47.543;-16.579;-43.957;-106.43;-88.622;-43.321;498.323;352.033;439.364
8800;231.048;177.931;105.23;65.596;103.745;88.71;-37.687;-6.897;-35.046;-99.298;-81.874;-38.062;502.83;368.13;452.705
8810;249.847;186.314;122.869;78.247;116.888;95.153;-29.334;1.426;-25.534;-91.92;-75.447;-30.804;506.108;382.354;462.252
8820;267.192;195.643;139.469;89.257;128.45;100.447;-22.033;10.634;-14.847;-84.72;-70.069;-24.647;505.429;396.579;468.979
8830;284.019;202.571;155;100.324;137.986;105.629;-14.648;20.846;-2.348;-76.371;-63.288;-16.287;505.152;410.583;471.937
8840;301.084;208.023;170.659;111.988;146.463;111.25;-5.411;31.287;12.032;-66.015;-53.428;-7.444;502.297;421.554;470.494
8850;318.31;212.375;186.087;123.036;155.588;117.397;5.328;42.755;25.095;-57.926;-43.026;0.952;494.694;428.799;466.372
8860;332.03;217.603;200.215;133.68;165.429;123.894;15.568;58.059;40.622;-50.299;-33.389;11.742;485.08;432.829;460.76
8870;343.546;222.084;213.783;143.877;174.961;131.196;25.799;77.334;53.894;-42.57;-26.452;24.669;469.379;432.623;452.168
8880;351.974;225.268;225.538;154.102;182.789;137.855;38.076;96.749;66.975;-32.025;-21.236;38.057;447.931;428.257;438.531
8890;359.204;229.757;238.197;164.393;188.617;144.495;48.828;115.083;78.912;-22.648;-15.192;53.752;422.603;420.666;422.829
8900;365.526;235.255;249.685;173.029;193.171;150.797;60.179;134.354;91.168;-14.167;-9.665;70.258;393.989;408.841;405.106
8910;370.825;240.167;259.472;179.383;196.265;155.938;70.806;154.326;103.077;-3.444;-1.178;86.292;363.095;392.07;382.33
8920;374.832;244.652;269.95;184.748;198.246;158.143;83.023;173.655;118.186;12.243;10.4;100.648;331.186;370.743;356.331
8930;378.897;248.011;281.319;190.657;200.661;160.11;97.319;193.45;134.655;26.672;22.931;116.437;299.586;346.321;328.287
8940;383.524;252.575;292.207;197.828;204.164;162.199;113.64;213.575;151.433;40.668;36.063;132.697;267.212;321.833;297.903
8950;387.568;256.404;303.063;205.4;207.41;163.898;130.396;231.503;169.491;53.783;49.719;148.276;233.223;296.597;266.974
8960;389.632;259.35;313.952;213.928;211.164;164.841;148.197;248.295;188.83;64.945;62.265;165.134;200.046;270.288;235.27
8970;390.93;263.726;324.961;222.343;215.766;163.715;167.903;265.857;205.143;76.27;73.909;180.759;166.909;245.054;204.334
8980;388.462;268.974;335.421;231.09;220.263;161.647;188.623;283.33;219.539;85.557;85.513;194.552;135.188;219.524;173.265
8990;384.175;274.977;344.692;238.874;224.417;158.411;209.585;299.32;235.462;92.71;98.843;209.986;102.445;194.028;142.109
9000;378.807;282.847;352.273;245.868;228.039;155.545;230.426;316.281;253.794;100.343;113.601;224.005;69.846;168.102;111.505
9010;371.04;291.437;357.939;252.677;228.903;151.92;248.382;330.848;274.054;111.906;128.437;237.701;38.286;141.937;81.098
9020;362.975;299.285;361.599;258.959;228.59;147.085;263.724;343.008;291.726;124.783;143.658;250.079;6.812;115.931;50.582
9030;354.812;305.941;364.779;263.251;230.215;139.694;275.888;353.47;305.193;139.553;159.219;261.059;-23.713;89.548;20.672
9040;344.119;311.786;365.487;267.094;230.542;130.381;283.84;362.899;316.661;157.935;172.971;270.514;-54.321;62.077;-8.128
9050;331.192;317.796;361.818;267.903;229.87;121.079;289.836;371.709;327.137;176.655;183.156;279.534;-85.339;34.492;-35.738
9060;315.931;323.772;356.421;266.593;229.835;111.051;294.272;379.175;338.248;194.148;192.556;285.27;-117.091;6.941;-62.459
9070;300.019;328.681;348.441;265.659;229.557;99.521;299.401;383.957;343.505;214.76;201.891;293.102;-146.992;-21.599;-88.517
9080;281.447;332.57;338.804;263.108;229.268;86.977;303.36;384.637;347.237;232.601;209.799;299.075;-178.709;-50.541;-112.491
9090;259.517;334.783;327.663;256.374;228.626;74.105;307.672;382.357;347.077;246.934;215.026;303.719;-207.852;-77.352;-133.858
9100;237.902;332.75;316.245;249.2;225.779;61.552;313.519;374.56;345.804;263.052;220.206;305.494;-232.553;-102.168;-153.626
9110;217.607;327.501;305.509;241.381;220.342;49.277;315.072;362.317;341.588;279.359;225.785;303.534;-256.433;-125.786;-173.319
9120;197.092;321.196;292.324;234.532;212.651;35.628;315.913;346.832;340.712;294.201;233.28;298.374;-275.099;-147.884;-192.299
9130;177.492;313.549;279.753;226.77;203.983;21.206;311.834;331.208;338.04;302.088;242.902;292.252;-288.633;-168.07;-208.752
9140;157.052;302.499;264.515;217.305;195.517;5.819;308.55;316.961;331.808;311.092;251.501;282.037;-299.356;-186.281;-225.073
9150;136.647;287.643;247.917;208.284;187.05;-9.917;302.901;302.315;323.331;316.737;263.29;270.874;-307.523;-201.659;-239.121
9160;114.823;270.879;230.364;200.246;178.87;-26.633;297.131;290.474;315.32;320.537;268.244;261.778;-313.909;-214.437;-249.432
9170;91.428;253.732;210.099;192.319;170.468;-41.71;290.731;278.71;305.196;319.87;267.636;252.222;-319.586;-225.215;-258.738
9180;68.097;235.84;188.617;183.994;161.072;-56.055;282.665;265.262;293.912;320.633;266.302;241.921;-325.859;-234.032;-267.367
9190;43.179;216.666;166.135;173.131;150.128;-70.112;270.766;248.81;283.286;316.601;264.866;228.886;-332.605;-242.417;-275.076
9200;19.128;195.966;142.272;162.288;138.749;-84.561;256.742;231.914;271.083;313.146;262.52;212.823;-338.095;-250.48;-282.732
9210;-4.017;172.721;116.966;150.674;126.883;-97.822;242.919;215.749;257.913;313.062;259.218;196.808;-342.538;-256.748;-289.851
9220;-27.15;146.363;90.53;137.928;114.015;-109.299;228.895;197.414;245.036;315.19;251.953;181.793;-346.025;-263.299;-297.906
9230;-50.334;118.924;63.266;123.366;100.414;-119.92;214.971;178.319;233.026;317.677;243.258;166.458;-349.476;-268.425;-304.494
9240;-71.793;90.695;36.08;108.263;86.018;-130.286;200.541;160.401;219.432;321.528;232.92;150.324;-352.497;-272.662;-309.583
9250;-92.279;60.996;9.521;93.846;71.097;-140.806;185.452;141.186;203.748;320.986;223.571;132.64;-355.041;-276.567;-312.99
9260;-112.219;31.491;-16.142;79.59;57.617;-150.835;172.372;123.559;186.628;316.919;215.512;114.113;-357.281;-279.324;-314.392
9270;-130.614;4.008;-40.339;64.737;45.156;-160.971;159.251;106.505;171.742;312.651;206.372;96.284;-359.101;-281.372;-314.058
9280;-148.73;-22.583;-64.877;49.281;29.619;-170.225;147.166;87.226;155.596;306.617;197.079;79.168;-360.331;-282.222;-312.734
9290;-165.87;-48.735;-87.913;34.302;13.542;-178.288;133.797;68.12;139.112;297.047;189.172;63.161;-360.982;-282.841;-311.681
9300;-182.212;-74.568;-107.957;20.957;-3.143;-185.91;122.308;49.058;120.843;283.982;182.472;49.167;-359.91;-282.939;-310.905
9310;-196.826;-101.797;-127.499;8.676;-20.862;-192.363;112.341;32.706;100.378;269.025;175.771;37.875;-358.219;-282.604;-309.634
9320;-211.127;-129.474;-144.339;-4.194;-37.993;-197.101;99.674;17.047;84.648;251.299;167.53;24.252;-356.422;-281.237;-308.177
9330;-222.788;-155.494;-159.059;-16.473;-54.263;-200.706;85.141;4.181;67.501;233.757;157.956;8.983;-353.815;-279.559;-306.175
9340;-230.863;-179.952;-172.985;-26.549;-70.658;-203.844;69.204;-6.263;51.946;215.512;149.001;-5.943;-350.939;-277.274;-303.841
9350;-239.763;-200.574;-186.514;-38.097;-86.906;-207.48;51.898;-12.388;37.305;197.211;138.666;-18.875;-347.094;-274.23;-301.626
9360;-247.804;-218.012;-199.308;-51.211;-101.89;-210.858;37.923;-19.204;24.494;176.372;126.41;-29.65;-342.08;-271.273;-298.23
9370;-254.326;-233.412;-209.818;-66.203;-114.986;-214.585;23.706;-27.283;9.091;155.788;115.345;-39.167;-337.099;-268.742;-293.199
9380;-259.719;-247.378;-218.886;-81.192;-126.614;-217.636;12.966;-36.079;-6.332;139.919;103.494;-48.229;-331.946;-265.931;-287.52
9390;-263.539;-259.411;-226.11;-95.039;-137.094;-220.301;3.077;-44.895;-18.687;123.445;90.812;-56.229;-326.11;-262.083;-280.149
9400;-266.277;-268.804;-232.232;-108.778;-146.057;-222.206;-4.952;-52.876;-28.596;109.352;73.931;-64.472;-319.269;-258.116;-273.01
9410;-267.661;-276.708;-238.757;-123.563;-153.972;-223.183;-14.353;-63.705;-38.651;94.468;61.09;-75.05;-311.821;-254.007;-266.188
9420;-267.102;-284.688;-244.768;-139.138;-161.561;-223.612;-24.12;-75.494;-49.356;78.917;50.28;-84.48;-303.441;-249.273;-258.583
9430;-266.452;-291.999;-250.345;-154.8;-168.819;-222.989;-32.501;-87.372;-59.6;63.954;38.687;-94.236;-294.687;-243.834;-249.843
9440;-265.166;-296.905;-254.658;-167.372;-174.633;-222.03;-39.261;-97.963;-70.799;53.848;26.954;-102.181;-285.313;-237.458;-238.945
9450;-263.705;-299.099;-257.957;-178.999;-178.971;-220.516;-47.09;-107.201;-82.143;45.054;14.392;-107.794;-274.939;-230.605;-226.109
9460;-262.076;-298.596;-260.023;-190.032;-183.459;-218.372;-55.964;-116.303;-93.927;33.726;2.046;-113.608;-263.885;-223.775;-211.457
9470;-259.313;-296.473;-261.337;-200.367;-188.582;-215.308;-66.407;-123.844;-104.643;18.317;-5.941;-118.455;-252.739;-216.33;-194.967
9480;-254.443;-293.164;-261.737;-209.012;-192.808;-211.953;-78.796;-130.68;-114.512;1.219;-12.621;-121.516;-241.859;-207.734;-178.625
9490;-250.007;-289.222;-261.502;-217.448;-196.274;-208.841;-90.345;-137.676;-122.651;-14.881;-20.745;-123.537;-230.371;-198.383;-162.96
9500;-245.182;-284.972;-260.514;-225.157;-199.524;-205.683;-101.226;-145.686;-130.8;-28.323;-29.811;-124.836;-218.221;-188.796;-147.948
9510;-239.577;-280.572;-258.568;-230.469;-202.673;-201.777;-112.552;-154.126;-139.23;-41.148;-40.197;-127.021;-205.414;-178.57;-133.076
9520;-234.372;-275.832;-256.257;-234.589;-205.069;-196.801;-124.029;-160.857;-147.583;-54.214;-49.268;-128.477;-191.874;-167.081;-117.811
9530;-229.592;-270.521;-253.506;-236.985;-206.028;-191.879;-134.2;-164.619;-152.16;-67.641;-58.537;-129.919;-178.112;-155.32;-100.073
9540;-224.294;-265.448;-250.388;-239.632;-204.68;-187.401;-139.945;-168.306;-156.949;-81.356;-67.857;-129.579;-163.83;-143.734;-80.634
9550;-218.486;-259.967;-246.89;-242.681;-201.946;-182.415;-145.53;-171.314;-159.203;-92.916;-77.352;-129.829;-148.523;-132.101;-59.743
9560;-212.354;-253.748;-243.538;-244.709;-198.534;-177.219;-151.69;-174.166;-160.417;-102.241;-86.844;-130.073;-133.669;-120.549;-36.172
9570;-206.659;-247.655;-239.125;-245.879;-194.739;-171.677;-155.474;-176.182;-162.663;-112.349;-94.444;-131.466;-118.418;-108.553;-10.8
9580;-201.116;-242.101;-234.69;-247.43;-190.99;-166.01;-157.052;-178.048;-163.768;-121.252;-100.977;-132.032;-101.24;-95.979;14.902
9590;-196.121;-237.127;-229.606;-247.843;-187.374;-160.541;-158.975;-179.114;-165.661;-127.636;-107.378;-133.423;-82.283;-83.03;40.168
9600;-191.286;-232.956;-223.746;-246.392;-183.324;-155.24;-161.125;-180.272;-168.463;-134.24;-113.05;-133.821;-63.37;-68.961;65.24
9610;-185.659;-228.841;-218.192;-243.192;-178.794;-149.806;-163.165;-180.53;-173.106;-138.577;-117.414;-134.916;-43.145;-52.941;90.636
9620;-180.281;-225.839;-212.926;-237.783;-175.164;-142.648;-164.397;-180.954;-176.794;-142.619;-123.335;-135.817;-20.585;-36.316;116.353
9630;-176.12;-223.437;-208.09;-229.817;-171.903;-134.439;-166.11;-180.668;-180.12;-146.364;-129.708;-137.346;3.003;-18.407;141.239
9640;-172.563;-222.153;-203.206;-220.25;-168.382;-125.543;-166.983;-181.366;-182.821;-149.622;-135.112;-138.807;26.274;0.076;165.127
9650;-169.434;-221.437;-198.389;-209.074;-164.571;-116.308;-167.457;-183.757;-185.669;-152.091;-138.546;-140.88;50.132;19.579;188.617
9660;-166.03;-219.6;-192.697;-197.414;-160.87;-106.586;-165.796;-187.655;-188.891;-155.429;-141.618;-142.417;76.876;39.866;213.032
9670;-161.583;-216.794;-187.655;-186.452;-157.087;-96.815;-165.819;-190.342;-192;-158.167;-144.57;-143.814;103.75;61.116;236.673
9680;-157.137;-214.125;-182.909;-174.786;-153.103;-87.892;-167.341;-192.241;-195.734;-161.248;-147.379;-144.901;131.847;83.159;257.828
9690;-152.509;-211.486;-177.535;-163.919;-149.319;-79.148;-169.023;-193.461;-199.4;-163.672;-149.888;-146.739;160.674;104.512;277.124
9700;-147.125;-208.721;-171.633;-153.632;-144.974;-70.89;-171.24;-194.454;-202.506;-167.766;-150.825;-148.741;188.943;126.115;294.389
9710;-142.312;-206.466;-165.106;-142.966;-139.356;-63.034;-172.2;-195.301;-204.828;-172.474;-151.881;-149.794;216.448;147.492;309.964
9720;-136.727;-202.793;-157.017;-132.228;-132.03;-55.945;-172.909;-195.596;-206.494;-176.535;-154.966;-150.599;243.094;167.844;324.873
9730;-132.033;-197.481;-149.363;-123.101;-124.499;-48.406;-172.473;-196.459;-208.063;-179.495;-158.61;-151.073;269.065;186.026;339.575
9740;-126.243;-191.861;-142.185;-115.64;-117.426;-39.847;-173.203;-196.179;-209.257;-182.939;-160.541;-151.839;294.217;202.797;352.559
9750;-119.843;-186.543;-135.585;-109.428;-110.255;-31.163;-173.803;-195.258;-210.919;-186.332;-164.274;-151.713;317.774;219.246;363.608
9760;-113.683;-181.192;-128.701;-104.554;-102.681;-22.626;-174.892;-194.177;-212.996;-189.552;-167.257;-149.647;339.687;234.663;373.622
9770;-107.069;-175.244;-120.365;-99.92;-95.006;-14.204;-175.287;-193.812;-214.852;-192.379;-170.088;-147.636;359.639;248.6;382.166
9780;-99.832;-168.812;-111.055;-96.531;-87.201;-5.371;-174.746;-193.857;-217.044;-195.412;-172.623;-145.596;379.876;261.657;387.668
9790;-92.885;-162.11;-101.43;-92.434;-80.443;4.156;-175.014;-193.839;-217.396;-199.126;-174.509;-144.371;399.183;274.101;391.175
9800;-85.954;-154.986;-91.873;-87.659;-75.316;12.977;-175.556;-193.586;-218.648;-201.193;-176.578;-142.921;415.61;286.037;391.913
9810;-76.314;-147.124;-81.577;-83.232;-70.817;20.394;-176.178;-193.328;-219.33;-203.692;-178.415;-141.932;429.674;298.087;388.775
9820;-65.524;-137.734;-71.392;-77.804;-66.091;28.463;-176.807;-192.072;-218.994;-204.618;-181.163;-140.346;443.527;310.217;381.963
9830;-53.084;-127.865;-60.499;-70.771;-61.037;37.298;-176.785;-191.228;-217.639;-207.292;-183.201;-138.77;456.417;321.263;372.261
9840;-41.251;-116.695;-50.23;-64.297;-54.83;46.363;-176.017;-191.375;-215.31;-210.35;-185.137;-135.917;465.823;331.142;359.937
9850;-30.258;-104.621;-40.581;-59.109;-47.177;56.396;-175.109;-190.208;-213.388;-214.503;-185.174;-133.465;472.639;338.614;343.392
9860;-18.963;-92.697;-31.481;-53.437;-39.586;67.215;-173.782;-189.276;-210.821;-217.592;-185.287;-131.171;476.057;343.148;322.647
9870;-6.796;-80.877;-22.309;-47.47;-30.629;78.081;-172.017;-187.254;-208.857;-220.192;-184.96;-129.08;476.841;346.313;299.913
9880;5.745;-69.177;-13.406;-41.899;-19.709;88.487;-170.199;-185.159;-208.35;-221.341;-184.459;-126.492;475.365;346.803;276.337
9890;19.535;-56.046;-4.003;-36.734;-8.066;98.335;-168.977;-184.036;-204.88;-221.308;-184.389;-123.863;472.119;345.652;251.817
9900;32.463;-41.512;7.095;-31.999;3.486;107.734;-168.092;-181.954;-201.669;-220.972;-184.161;-121.428;465.203;341.515;228.389
9910;44.4;-27.439;19.428;-27.516;15.691;116.269;-167.657;-180.074;-197.579;-219.01;-184.014;-120.275;453.688;336.211;203.821
9920;55.273;-12.801;32.41;-22.243;28.039;125.548;-166.64;-177.677;-193.76;-218.059;-182.218;-119.091;440.639;326.211;179.321
9930;66.12;1.99;44.908;-15.41;40.583;132.999;-165.538;-174.982;-189.501;-217.663;-180.447;-118.163;423.923;314.237;157.033
9940;75.921;17.268;56.782;-7.277;53.029;139.568;-163.928;-173.498;-184.243;-216.887;-178.666;-116.635;405.687;299.964;134.999
9950;85.164;33.713;67.895;2.225;64.571;148.008;-162.185;-173.086;-178.466;-215.39;-177.148;-114.233;384.57;282.39;113.699
9960;94.989;50.029;78.149;12.674;76.258;157.255;-160.666;-171.291;-173.212;-213.706;-174.964;-112.448;360.692;264.244;93.094
9970;103.229;64.968;86.487;24.194;88.018;167.459;-158.341;-168.646;-167.646;-211.865;-173.388;-110.468;334.891;246.51;73.17
9980;110.528;78.498;94.662;35.869;98.982;177.102;-154.714;-165.852;-162.353;-210.11;-170.535;-108.669;308.954;229.465;51.828
9990;117.007;91.93;103.794;48.319;109.557;184.834;-151.163;-163.949;-157.506;-207.476;-168.334;-106.84;282.545;211.326;31.328
10000;123.222;105.699;113.295;60.777;119.201;192.597;-146.513;-160.439;-151.841;-205.123;-165.135;-104.428;255.593;192.641;12.034
10010;128.909;120.113;122.741;72.033;127.891;199.622;-141.284;-155.899;-145.521;-202.774;-162.799;-101.931;228.612;173.961;-6.632
10020;134.091;135.305;131.41;84.945;136.102;206.752;-135.826;-150.588;-138.571;-199.891;-159.567;-99.419;202.319;155.047;-24.623
10030;140.063;151.17;140.058;99.72;144.433;214.132;-130.596;-144.676;-131.967;-195.615;-154.914;-96.434;174.945;136.214;-42.87
10040;148.241;166.778;147.938;114.526;153.73;220.909;-126.681;-137.389;-127.252;-191.062;-150.629;-92.756;148.366;117.186;-61.6
10050;157.241;181.439;156.546;128.606;163.939;226.764;-122.193;-129.783;-122.418;-188.229;-145.484;-89.308;122.788;98.421;-79.072
10060;164.022;194.452;165.942;142.109;173.961;232.185;-117.567;-122.032;-116.746;-183.086;-140.79;-85.977;99.194;78.127;-95.099
10070;170.648;205.637;175.226;155.494;183.972;237.221;-110.593;-114.932;-111.237;-177.527;-135.652;-83.53;75.327;56.993;-108.727
10080;177.691;216.411;183.705;168.481;193.301;241.924;-101.935;-107.069;-106.128;-169.288;-130.964;-81.21;49.859;36.308;-119.244
10090;186.436;225.37;192.054;181.001;202.083;246.843;-93.299;-98.683;-100.363;-161.113;-126.41;-79.247;25.254;15.688;-126.16
10100;194.523;234.788;200.808;194.44;210.383;251.036;-84.953;-89.486;-94.137;-151.526;-122.647;-77.279;2.447;-4.132;-128.937
10110;200.921;244.076;211.996;207.269;218.47;254.874;-77.488;-80.361;-86.07;-141.298;-118.457;-75.087;-15.214;-16.872;-127.44
10120;205.375;253.251;223.983;218.022;224.463;256.953;-70.208;-72.473;-77.785;-128.825;-113.677;-70.875;-32.706;-27.61;-124.727
10130;210.044;262.226;236.796;227.117;228.589;257.952;-63.67;-65.568;-68.521;-117.452;-108.128;-66.226;-48.804;-37.359;-120.372
10140;212.979;270.588;248.949;236.059;231.659;258.756;-57.687;-56.912;-61.138;-106.12;-102.694;-62.032;-63.379;-46.807;-114.719
10150;217.195;277.389;259.705;244.375;234.161;259.433;-51.462;-49.015;-51.989;-95.243;-98.927;-56.898;-75.164;-54.608;-109.072
10160;221.334;284.57;269.288;252.252;235.91;260.553;-44.417;-41.126;-43.317;-85.717;-93.651;-51.404;-84.908;-62.21;-103.079
10170;224.59;290.79;278.217;260.57;238.197;259.989;-36.025;-34.112;-32.886;-74.752;-89.214;-43.408;-93.997;-66.491;-97.586
10180;227.561;298.35;287.513;268.062;240.018;261.179;-27.102;-25.808;-19.727;-63.088;-81.537;-32.81;-101.007;-70.059;-93.626
10190;231.255;305.527;296.371;274.782;241.399;263.691;-18.381;-14.899;-7.469;-52.622;-73.308;-22.491;-108.102;-70.726;-89.066
10200;236.429;311.455;306.29;279.995;242.543;264.756;-8.121;-2.676;10.89;-41.036;-64.553;-13.269;-112.953;-69.008;-83.528
10210;242.105;317.385;315.771;283.989;241.961;265.97;4.462;8.538;31.057;-29.688;-56.725;-3.676;-114.715;-66.832;-78.777
10220;249.492;324.445;324.292;287.665;239.148;265.88;16.526;20.436;51.614;-18.643;-48.086;7.298;-114.883;-64.492;-76.847
10230;258.691;332.31;332.916;292.836;236.361;264.79;27.771;35.418;72.961;-8.397;-38;18.186;-115.316;-62.258;-75.654
10240;267.945;339.65;340.487;298.29;233.001;264.452;37.117;53.269;94.061;1.28;-27.553;29.892;-115.593;-59.545;-74.029
10250;279.261;346.189;347.119;304.375;229.549;263.502;45.063;70.396;113.314;11.455;-17.743;41.483;-114.968;-56.992;-72.366
10260;290.537;351.807;352.527;312.226;226.451;261.738;49.861;88.123;132.134;23.43;-8.617;53.335;-114.263;-54.818;-72.545
10270;301.426;356.257;357.988;318.601;223.913;258.636;55.057;104.594;150.447;35.204;-0.647;67.888;-112.557;-52.948;-72.557
10280;310.383;356.523;362.077;323.734;221.65;254.72;60.407;119.186;169.288;46.794;8.532;85.226;-110.31;-51.426;-70.665
10290;316.865;355.611;365.782;327.953;219.152;250.36;69.157;132.134;188.759;61.05;17.312;102.801;-109.968;-49.236;-68.697
10300;322.27;354.953;367.868;332.383;215.469;247.228;82.514;145.99;209.872;75.579;27.043;120.127;-109.45;-47.09;-67.092
10310;326.399;355.459;367.995;336.779;211.641;242.97;96.974;163.254;230.425;90.977;37.383;137.429;-108.621;-44.177;-64.388
10320;328.727;355.446;365.881;338.48;207.103;236.105;109.306;180.512;249.674;106.204;52.039;154.012;-109.222;-41.903;-61.377
10330;327.968;354.273;363.763;338.098;203.208;227.83;118.175;197.891;268.434;120.556;66.054;170.47;-109.463;-39.891;-58.629
