timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
660;-292.317;-315.43;-325.106;-280.868;-209.181;-247.077;-91.77;-166.972;-174.687;-80.648;28.884;-104.008;-122.457;-200.483;-99.396
670;-280.915;-308.32;-318.432;-274.741;-203.99;-234.793;-90.776;-165.104;-173.985;-88.722;40.359;-100.407;-99.631;-190.583;-91.67
680;-273.053;-302.16;-313.96;-274.08;-201.027;-222.92;-90.413;-163.013;-170.267;-97.613;42.227;-96.96;-81.773;-178.733;-84.413
690;-267.717;-295.921;-309.872;-278.158;-199.839;-212.056;-89.796;-160.655;-167.099;-104.868;40.934;-93.628;-65.615;-166.02;-74.342
700;-259.066;-291.35;-305.42;-280.514;-197.446;-200.637;-90.248;-156.984;-164.053;-110.136;41.689;-90.243;-49.29;-154.564;-61.998
710;-251.359;-288.338;-300.141;-282.231;-193.786;-188.128;-90.312;-153.594;-161.419;-113.479;40.872;-85.821;-35.756;-143.709;-51.513
720;-246.061;-281.795;-295.424;-283.167;-187.8;-176.294;-90.024;-150.33;-156.969;-116.522;39.42;-81.837;-19.987;-133.143;-44.091
730;-240.463;-273.35;-291.813;-281.775;-179.988;-164.8;-89.587;-147.75;-150.825;-119.837;39.7;-78.25;-3.475;-123.587;-37.05
740;-234.021;-266.46;-290.028;-281.937;-172.39;-154.289;-88.347;-145.399;-145.249;-125.977;35.827;-75.039;13.429;-109.016;-30.769
750;-226.027;-261.604;-289.533;-283.049;-168.685;-143.705;-87.093;-141.983;-139.244;-129.452;33.85;-72.12;26.713;-96.62;-24.936
760;-217.871;-256.128;-288.238;-283.586;-166.304;-132.628;-85.915;-136.193;-133.706;-131.766;33.79;-69.539;40.399;-85.496;-18.136
770;-209.369;-254.321;-288.321;-284.44;-163.982;-124.643;-84.054;-131.089;-125.863;-134.357;35.369;-66.804;50.685;-72.25;-15.476
780;-199.993;-252.393;-285.682;-285.6;-160.473;-119.638;-82.308;-125.285;-117.202;-134.915;39.115;-64.285;59.353;-58.896;-9.849
790;-178.834;-240.697;-275.512;-277.084;-154.378;-107.055;-78.792;-115.731;-105.598;-137.053;52.595;-60.353;81.428;-36.644;4.133
800;-162.13;-229.612;-269.25;-270.316;-148.41;-97.701;-75.222;-106.031;-96.697;-149.097;57.24;-55.811;100.066;-12.165;17.264
810;-147.226;-223.152;-263.074;-265.705;-141.049;-90.343;-73.388;-98.39;-87.97;-162.07;59.202;-49.86;115.725;10.491;29.376
820;-129.79;-217.226;-254.967;-258.552;-132.169;-83.336;-71.56;-93.015;-78.519;-173.415;60.446;-42.38;132.184;34.034;42.602
830;-113.384;-210.7;-248.709;-254.091;-121.647;-71.696;-68.907;-87.584;-69.88;-170.86;55.131;-37.589;148.931;54.433;54.576
840;-97.122;-203.133;-242.821;-247.385;-111.503;-55.358;-66.324;-81.585;-60.954;-165.949;50.924;-32.785;166.187;75.665;63.841
850;-79.361;-197.922;-236.499;-240.68;-100.271;-39.967;-62.595;-75.803;-54.295;-163.5;45.952;-28.889;184.672;95.176;71.797
860;-59.078;-193.998;-229.496;-232.742;-87.779;-26.604;-58.943;-70.841;-46.012;-163.365;33.902;-25.535;202.409;114.532;80.47
870;-40.134;-186.64;-222.966;-222.374;-75.309;-7.148;-53.503;-66.338;-34.024;-162.105;18.743;-22.332;219.32;133.514;88.238
880;-25.701;-180.171;-216.838;-212.267;-62.472;15.512;-48.232;-61.013;-22.019;-163.16;9.484;-19.402;233.238;151.337;93.741
890;-13.4;-172.93;-207.649;-200.67;-45.622;38.992;-43.967;-53.288;-12.648;-163.293;-0.139;-16.483;243.97;172.19;106.965
900;-3.81;-161.009;-193.042;-185.273;-26.984;61.963;-39.793;-44.812;-3.423;-165.794;-11.32;-13.914;254.368;192.177;120.186
910;5.267;-149.927;-174.29;-167.145;-8.216;83.994;-35.624;-36.229;6.58;-168.292;-25.991;-12.036;263.906;208.84;133.609
920;13.653;-137.293;-157.241;-145.622;11.03;103.023;-31.358;-26.688;15.062;-170.286;-41.188;-10.267;271.157;223.313;144.918
930;23.65;-123.62;-137.97;-121.07;30.38;115.17;-25.18;-16.91;21.33;-171.98;-51.33;-9.72;279.31;236.25;156
940;33.802;-106.543;-118;-97.302;48.893;125.042;-18.85;-6.672;25.53;-176.295;-59.613;-9.16;285.04;246.293;164.574
950;42.635;-85.1;-97.529;-76.338;64.835;134.027;-11.169;3.334;29.487;-181.292;-68.693;-9.249;287.58;255.54;171.061
960;52.916;-62.944;-77.538;-54.52;78.478;141.047;-3.469;13.134;36.758;-185.306;-71.338;-10.068;291.038;261.931;178.682
970;66.842;-42.595;-57.815;-32.705;89.853;150.231;4.302;23.795;42.887;-190.202;-71.008;-10.838;291.159;268.879;184.958
980;81.141;-24.632;-38.091;-12.821;101.674;161.76;12.808;35.242;47.842;-194.918;-72.941;-11.655;289.552;275.179;192.046
990;93.849;-5.828;-17.342;9.45;114.082;174.028;20.626;47.264;53.516;-198.323;-68.314;-12.343;287.368;276.372;198.559
1000;106.197;14.667;3.764;35.353;128.053;184.058;27.799;58.11;58.939;-201.263;-65.2;-12.615;285.832;277.623;203.395
1010;117.589;35.65;24.169;62.874;140.277;190.712;34.977;65.788;64.965;-203.847;-59.918;-12.849;283.24;278.816;210.439
