timepoints (min);46: wc-2-.1;47: wc-2-.2;48: wc-2-.3
800;-241.643;-318.857;-235.847
810;-228.552;-306.027;-231.427
820;-217.453;-295.053;-227.88
830;-207.964;-285.595;-225.033
840;-199.791;-274.017;-220.929
850;-193.812;-263.833;-217.491
860;-188.716;-254.821;-214.177
870;-184.362;-246.8;-211.338
880;-178.018;-239.626;-208.899
890;-172.446;-233.181;-204.531
900;-167.539;-225.279;-200.654
910;-163.208;-218.101;-197.583
920;-159.661;-211.558;-194.875
930;-147.11;-192.655;-186.407
940;-134.293;-173.867;-178.013
950;-121.411;-153.613;-169.576
960;-108.468;-133.334;-161.332
970;-95.464;-113.031;-153.042
980;-82.821;-92.705;-144.708
990;-70.112;-86.461;-141.45
1000;-66.98;-78.432;-138.151
1010;-63.787;-70.377;-134.928
1020;-60.535;-62.299;-131.663
1030;-57.225;-54.197;-128.358
1040;-54.706;-48.233;-126.694
1050;-52.116;-42.24;-121.113
1060;-52.696;-34.459;-115.494
1070;-52.77;-26.65;-109.82
1080;-52.779;-18.814;-104.112
1090;-52.725;-13.233;-99.61
1100;-52.61;-7.975;-95.437
1110;-52.465;-1.127;-91.232
1120;-52.261;5.752;-87.015
1130;-55.561;12.661;-82.769
1140;-58.806;19.598;-80.494
1150;-61.997;24.818;-74.99
1160;-65.137;30.743;-69.459
1170;-67.516;36.691;-63.956
1180;-69.86;42.661;-58.426
1190;-72.368;48.654;-52.75
1200;-73.121;53.466;-45.328
1210;-73.841;58.295;-37.881
1220;-74.529;62.101;-30.367
1230;-75.184;65.922;-22.83
1240;-76.116;69.759;-15.67
1250;-77.373;71.85;-8.529
1260;-74.915;73.965;-1.366
1270;-72.423;75.093;5.292
1280;-69.899;76.236;11.979
1290;-67.342;77.391;18.693
1300;-64.072;78.56;22.636
1310;-60.781;78.014;26.605
1320;-61.072;77.12;29.576
1330;-61.344;76.237;32.589
1340;-61.598;75.366;35.643
1350;-61.834;74.506;39.096
1360;-61.332;72.624;43.708
1370;-60.825;70.745;48.182
1380;-58.951;68.708;52.695
1390;-53.272;66.673;57.247
1400;-47.588;64.64;58.637
1410;-41.898;61.93;59.304
1420;-36.203;59.185;60.007
1430;-30.687;56.483;61.43
1440;-25.163;53.783;62.878
1450;-17.912;51.086;62.63
1460;-10.653;48.392;61.045
1470;-3.387;46.597;59.484
1480;3.886;44.807;58.159
1490;10.348;43.021;56.852
1500;16.829;41.239;55.604
1510;19.648;39.462;55.655
1520;23.444;38.578;55.724
1530;23.774;33.705;52.505
1540;24.103;29.312;49.285
1550;24.433;24.919;44.986
1560;25.342;20.526;41.527
1570;29.411;16.492;38.068
1580;35;12.294;34.698
1590;40.589;11.175;32.28
1600;47.902;10.057;29.862
1610;55.215;8.938;26.764
1620;62.639;7.819;23.666
1630;70.062;7.143;20.568
1640;76.966;8.178;17.76
1650;83.869;9.212;14.952
1660;91.331;10.247;12.903
1670;98.793;11.281;10.775
1680;106.607;12.497;9.047
1690;114.421;14.105;7.532
1700;118.794;17.153;6.018
1710;123.288;20.201;5.863
1720;128.037;22.995;5.741
1730;133.165;25.788;5.618
1740;138.294;28.581;5.84
1750;143.422;30.945;6.062
1760;148.095;33.219;5.108
1770;148.688;35.494;4.393
1780;149.281;37.768;3.679
1790;149.206;39.563;2.943
1800;149.13;40.491;2.16
1810;149.054;41.419;0.537
1820;148.978;42.348;-1.287
1830;147.189;43.276;-3.324
1840;146.84;43.572;-5.292
1850;146.553;44.172;-7.261
1860;146.266;44.732;-9.669
1870;146.11;45.292;-9.206
1880;145.954;45.625;-8.742
1890;142.519;44.557;-8.279
1900;135.916;43.49;-7.146
1910;129.313;42.566;-5.862
1920;122.786;41.324;0.622
1930;116.259;40.083;7.106
1940;110.174;38.841;12.818
1950;104.088;36.16;18.468
1960;94.163;31.241;24.117
1970;84.237;26.323;30.607
1980;73.988;21.404;37.345
1990;63.738;16.486;44.083
