timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
600;-122.322;-185.768;-189.982;-356.895;-390.487;-289.325;-254.141;-256.67;-242.493;-325.018;-308.824;-207.889;-250.747;-263.109;-139.561
610;-103.195;-166.685;-173.649;-334.062;-366.836;-269.961;-240.054;-244.985;-229.986;-307.29;-293.239;-195.683;-234.766;-249.108;-120.681
620;-86.787;-147.52;-157.747;-313.56;-345.453;-252.36;-227.827;-232.107;-219.28;-290.6;-277.64;-183.507;-220.533;-236.227;-103.893
630;-71.743;-129.862;-143.349;-294.181;-327.632;-236.757;-214.329;-220.74;-207.049;-275.987;-263.914;-172.681;-202.849;-224.549;-86.845
640;-58.141;-116.685;-130.07;-275.165;-312.649;-221.386;-202.609;-209.617;-196.048;-261.25;-249.814;-165.37;-183.125;-208.574;-67.477
650;-45.414;-104.752;-117.991;-257.615;-298.91;-206.889;-191.838;-199.624;-185.594;-248.111;-237.205;-159.346;-163.397;-190.427;-47.744
660;-33.879;-93.562;-106.148;-241.289;-286.425;-192.965;-182.182;-189.318;-176.232;-236.391;-225.261;-154.121;-145.599;-171.432;-30.241
670;-23.65;-81.237;-95.413;-227.337;-275.437;-180.213;-168.725;-179.962;-168.225;-225.8;-214.475;-149.762;-129.05;-153.862;-14.712
680;-14.083;-69.887;-85.725;-213.365;-264.937;-168.229;-156.549;-171.402;-160.975;-216.129;-205.653;-144.808;-115.072;-137.744;-1.095
690;-5.882;-60.292;-75.717;-199.229;-253.214;-157.967;-145.478;-163.557;-154.405;-207.275;-197.612;-139.72;-102.109;-122.894;11.4
700;2.471;-53.508;-67.199;-185.985;-241.672;-149.237;-134.064;-156.335;-148.403;-198.111;-190.869;-133.463;-88.181;-107.935;22.496
710;11.458;-47.095;-60.893;-173.667;-232.226;-141.446;-123.601;-151.232;-142.899;-189.643;-184.655;-127.685;-75.274;-92.167;32.81
720;19.631;-41.624;-55.066;-161.019;-223.642;-134.6;-112.894;-146.492;-136.896;-181.125;-178.292;-122.424;-62.729;-76.932;41.254
730;58.676;-9.546;-19.944;-123.052;-194.202;-102.302;-89.479;-129.865;-124.643;-161.369;-160.455;-105.731;-33.145;-47.817;67.843
740;96.389;22.468;16.479;-85.139;-164.173;-69.795;-66.099;-113.254;-112.366;-141.551;-141.566;-88.891;-2.795;-15.997;93.681
750;116.347;40.9;43.273;-55.208;-133.694;-38.885;-41.958;-96.099;-99.731;-119.87;-123.449;-71.307;22.029;18.044;118.521
760;125.496;49.931;59.537;-30.656;-104.894;-16.19;-21.62;-83.241;-85.714;-97.89;-104.665;-55.327;45.086;46.084;140.524
770;130.529;58.62;69.791;-10.604;-82.662;-0.069;-1.484;-71.031;-71.778;-79.124;-87.973;-38.28;66.649;69.533;155.933
780;135.925;64.943;81.077;9.77;-67.904;9.606;13.968;-61.834;-59.883;-59.34;-71.102;-28.6;88.173;92.348;164.873
790;139.451;70.81;87.774;25.96;-55.514;15.759;29.625;-52.65;-47.069;-45.73;-59.237;-17.771;108.656;114.139;172.756
800;140.989;76.467;94.283;41.403;-43.511;22.351;45.28;-44.185;-34.254;-31.284;-46.638;-9.615;127.765;134.766;177.755
810;141.946;80.762;99.357;56.911;-30.654;28.774;58.306;-35.734;-24.802;-20.651;-37.445;0.414;146.193;154.393;180.924
820;141.078;83.091;104.627;72.731;-19.459;37.798;71.408;-26.051;-13.983;-7.263;-27.124;9.314;166.562;171.288;182.394
830;139.474;84.698;111.603;87.424;-10.321;45.731;82.492;-16.378;-6.214;3.953;-19.212;18.077;187.259;188.742;181.282
840;137.878;85.344;118.143;99.867;-3.407;50.996;92.692;-5.32;2.285;17.222;-10.236;25.832;206.256;204.252;179.368
850;135.627;83.728;123.134;110.386;2.711;55.302;101.166;3.411;8.231;27.923;-2.989;33.896;223.019;220.413;176.46
860;132.961;82.076;126.696;120.103;7.227;59.051;108.067;14.798;14.839;38.574;5.401;41.945;237.522;236.642;173.071
870;130.42;78.94;128.97;129.84;12.15;62.55;114.96;24.98;21.45;48.46;12.86;49.19;252.12;252.52;169.1
880;127.674;77.253;130.416;138.608;18.337;66.071;120.135;36.664;26.265;58.9;20.191;56.82;263.457;267.034;163.733
890;123.234;80.246;131.968;146.26;25.226;68.593;124.143;47.859;31.682;68.334;26.318;65.751;272.445;277.333;154.456
900;118.018;83.202;134.275;153.132;31.817;70.731;127.863;59.044;36.418;78.445;34.612;75.794;279.175;283.257;144.018
910;112.79;85.245;136.237;159.677;39.32;72.247;131.577;68.416;40.801;88.705;42.185;85.459;283.207;285.923;133.306
920;108.688;86.267;138.463;166.848;49.23;74.373;131.324;77.777;45.51;98.442;51.853;96.326;286.802;288.284;122.482
