timepoints (min);31: frq9,- -1;32: frq9,- -2;33: frq9,- -3;34: frq10,- -1;35: frq10,- -2;36: frq10,- -3;37: wc-1,+ -1;38: wc-1,+ -3;39: wc-2,+ -1;40: wc-2,+ -2;41: wc-2,+ -3;42: wc-1,- -1;43: wc-1,- -2;average;45: wc-2,- -1
8460;-118.167;-155.739;-65.25;-65.168;-69.346;-73.91;-51.77;51.211;6.455;-14.967;-8.029;-20.05;-24.433;-24.433;-3.145
8470;-119.11;-157.979;-66.799;-72.622;-72.44;-73.23;-56.546;40.135;5.727;-14.876;-7.058;-19.902;-29.077;-29.077;-2.59
8480;-117.934;-160.099;-68.244;-80.302;-75.148;-71.128;-60.168;29.163;5.15;-15.145;-6.892;-19.981;-33.034;-33.034;-2.715
8490;-116.949;-161.801;-70.219;-87.621;-76.357;-67.372;-65.033;17.829;4.574;-15.276;-7.49;-19.779;-38.137;-38.137;-2.839
8500;-114.764;-162.743;-72.397;-93.614;-77.276;-62.152;-69.128;7.681;3.997;-15.51;-8.287;-18.697;-41.72;-41.72;-3.011
8510;-112.545;-162.526;-74.441;-99.421;-77.593;-56.014;-72.396;-2.632;3.621;-15.665;-9.006;-17.669;-45.422;-45.422;-1.743
8520;-110.565;-163.388;-76.225;-103.828;-78.383;-49.669;-73.23;-13.269;3.244;-15.75;-8.908;-16.081;-49.317;-49.317;-0.434
8530;-109.208;-163.857;-77.017;-108.09;-79.094;-45.884;-76.477;-25.81;2.868;-15.863;-8.708;-15.803;-53.592;-53.592;0.881
8540;-107.571;-163.846;-76.076;-111.086;-80.752;-42.12;-79.734;-38.457;2.491;-15.657;-8.814;-16.244;-56.003;-56.003;1.317
8550;-105.375;-163.418;-75.142;-114.126;-82.503;-38.531;-81.721;-51.179;2.114;-15.608;-9.443;-16.566;-57.988;-57.988;1.808
8560;-105.417;-160.67;-73.829;-117.09;-85.421;-35.066;-83.761;-64.297;1.738;-15.4;-10.203;-17.441;-58.946;-58.946;2.513
8570;-104.058;-157.712;-72.495;-118.905;-87.084;-32.058;-85.914;-78.276;1.241;-15.337;-10.436;-17.877;-57.532;-57.532;3.458
8580;-99.697;-153.313;-71.201;-120.52;-88.308;-30.286;-87.451;-92.441;0.745;-15.177;-10.669;-17.734;-54.097;-54.097;4.479
8590;-94.055;-148.946;-70.059;-120.862;-88.097;-28.465;-87.628;-106.517;0.248;-13.977;-11.869;-16.396;-50.025;-50.025;5.499
8600;-87.92;-144.579;-69.197;-119.992;-88.088;-27.17;-87.043;-117.153;-0.276;-12.618;-14.055;-15.775;-47.513;-47.513;7.337
8610;-82.825;-140.692;-68.556;-119.411;-86.441;-25.95;-85.923;-125.505;-0.8;-11.08;-15.23;-14.633;-46.233;-46.233;9.975
8620;-77.785;-136.806;-67.875;-118.622;-83.952;-23.886;-84.912;-133.808;-1.324;-8.582;-15.691;-13.611;-45.538;-45.538;12.614
8630;-73.585;-131.977;-67.159;-117.771;-81.313;-21.924;-86.255;-141.803;-1.848;-6.112;-15.76;-11.263;-44.865;-44.865;14.552
8640;-69.337;-127.148;-66.443;-117.403;-78.923;-19.592;-86.236;-148.916;-2.193;-3.586;-16.168;-9.477;-43.477;-43.477;15.484
8650;-64.488;-124.44;-65.817;-117.152;-76.28;-17.095;-86.617;-155.24;-2.538;-1.221;-18.025;-8.851;-41.983;-41.983;16.417
8660;-59.978;-121.732;-65.939;-116.728;-74.357;-15.034;-85.321;-161.612;-2.883;0.855;-19.874;-8.872;-40.062;-40.062;15.71
8670;-54.039;-118.415;-66.207;-116.04;-72.793;-13.916;-84.575;-167.52;-2.948;2.251;-21.204;-8.972;-38.897;-38.897;12.924
8680;-49.459;-115.098;-65.25;-115.448;-71.395;-12.742;-84.079;-172.39;-3.012;2.479;-21.876;-8.931;-36.663;-36.663;10.179
8690;-46.055;-109.868;-63.375;-113.661;-69.872;-11.386;-83.674;-177.302;-3.077;2.906;-22.458;-9.766;-37.368;-37.368;7.572
8700;-44.571;-104.637;-60.985;-111.13;-68.222;-9.865;-84.863;-180.286;-3.142;2.774;-23.89;-10.08;-38.378;-38.378;5.486
8710;-44.686;-97.888;-57.847;-108.605;-66.287;-8.222;-88.367;-182.28;-3.207;2.662;-24.703;-10.203;-38.269;-38.269;3.426
8720;-46.08;-91.139;-55.204;-107.2;-64.571;-6.435;-92.492;-182.887;-3.272;2.585;-26.396;-9.617;-37.636;-37.636;1.443
8730;-47.323;-83.535;-52.19;-105.781;-62.411;-6.218;-97.251;-183.377;-3.377;2.948;-27.2;-9.514;-38.014;-38.014;2.099
8740;-48.366;-75.931;-49.025;-103.651;-61.354;-6.96;-100.821;-183.742;-3.481;3.407;-27.483;-9.756;-38.412;-38.412;2.866
8750;-49.572;-68.68;-45.45;-100.679;-59.808;-7.64;-103.003;-185.126;-3.586;3.714;-25.484;-9.997;-39.156;-39.156;3.55
8760;-51.259;-61.429;-41.737;-97.789;-57.741;-7.382;-104.254;-186.412;-3.677;4.742;-22.297;-10.022;-38.581;-38.581;4.434
8770;-53.581;-53.663;-38.103;-94.001;-55.103;-7.097;-104.121;-187.854;-3.768;5.914;-18.923;-9.832;-37.543;-37.543;4.474
8780;-56.001;-45.898;-34.436;-89.683;-52.563;-4.811;-103.098;-186.444;-3.859;7.108;-15.788;-9.266;-36.021;-36.021;4.514
8790;-58.702;-38.048;-31.208;-84.01;-49.342;-2.746;-103.524;-184.174;-3.868;8.781;-12.73;-8.483;-35.786;-35.786;4.941
8800;-60.652;-30.199;-27.988;-76.059;-45.748;-1.239;-103.029;-181.924;-3.876;10.633;-9.872;-8.219;-35.909;-35.909;5.698
8810;-60.083;-24.64;-24.967;-68.054;-41.705;0.435;-101.399;-179.088;-3.884;11.486;-7.908;-7.395;-36.254;-36.254;6.455
8820;-58.789;-19.081;-21.705;-59.879;-38.701;1.954;-100.368;-174.646;-3.772;12.393;-5.19;-5.815;-36.436;-36.436;7.383
8830;-59.935;-15.688;-16.963;-52.021;-35.89;3.546;-99.29;-169.716;-3.661;13.197;-2.961;-4.636;-37.106;-37.106;7.295
8840;-61.088;-12.295;-12.138;-45.019;-33.975;5.276;-97.4;-164.065;-3.549;13.881;-0.257;-3.946;-38.412;-38.412;7.207
8850;-62.401;-9.119;-5.705;-38.902;-32.044;6.756;-93.335;-158.28;-3.437;14.345;2.386;-2.817;-39.033;-39.033;7.167
8860;-62.799;-5.422;0.659;-32.868;-29.788;8.339;-89.559;-152.585;-3.326;14.822;4.281;-2.321;-39.732;-39.732;5.007
8870;-62.796;-0.357;8.175;-26.503;-27.702;12.766;-86.465;-146.717;-3.214;15.339;5.815;-1.473;-39.473;-39.473;2.93
8880;-62.028;4.268;13.96;-20.139;-24.6;17.212;-82.499;-140.905;-3.102;15.767;7.197;-0.625;-38.826;-38.826;0.811
8890;-60.732;10.214;19.957;-13.121;-20.659;22.288;-78.032;-134.03;-2.95;16.029;8.491;0.703;-38.975;-38.975;-0.508
8900;-60.037;15.84;24.388;-5.861;-16.647;27.208;-70.403;-126.713;-2.799;16.211;10.177;1.709;-39.801;-39.801;-1.895
8910;-57.219;20.862;29.732;1.051;-12.775;32.204;-60.691;-119.341;-2.647;16.241;11.41;2.836;-40.581;-40.581;-3.297
8920;-55.761;25.724;35.818;7.233;-9.223;36.612;-50.676;-111.352;-2.495;15.632;12.385;3.959;-40.094;-40.094;-1.978
8930;-54.899;29.767;41.029;13.229;-5.651;40.476;-41.092;-103.21;-2.343;15.215;12.557;5.361;-38.977;-38.977;-0.783
8940;-53.677;33.45;45.811;20.92;-1.921;43.379;-32.792;-95.281;-2.192;14.84;12.64;7.523;-37.08;-37.08;0.411
8950;-52.455;37.121;50.393;27.833;1.306;45.993;-23.058;-87.632;-2.061;13.145;11.463;9.332;-35.105;-35.105;0.393
8960;-48.993;40.313;53.975;34.543;3.774;48.957;-10.619;-80.276;-1.93;11.332;10.577;10.822;-33.883;-33.883;0.946
8970;-44.872;44.436;57.35;40.312;6.123;51.887;1.748;-73.439;-1.799;9.692;10.927;12.64;-33.11;-33.11;1.499
8980;-38.59;48.039;59.766;46.225;8.09;54.583;13.681;-66.567;-1.628;7.732;10.646;14.898;-33.85;-33.85;0.008
8990;-32.759;52.506;61.719;50.975;10.251;55.672;24.399;-59.877;-1.457;5.628;10.461;17.13;-34.986;-34.986;-1.412
9000;-24.949;56.374;64.432;54.657;11.942;56.65;34.641;-52.665;-1.285;3.412;8.583;19.354;-35.123;-35.123;-2.833
9010;-16.659;60.101;67.497;60.099;13.193;56.236;42.603;-45.301;-1.115;0.877;6.178;21.459;-34.761;-34.761;-4.219
9020;-8.705;63.628;70.881;63.97;14.32;55.994;49.412;-37.179;-0.943;-1.658;4.716;23.217;-33.96;-33.96;-5.126
9030;-0.63;67.226;74.694;67.674;15.426;57.851;54.881;-30.526;-0.772;-2.575;3.913;24.943;-32.945;-32.945;-5.839
9040;6.228;70.185;78.359;69.517;16.316;59.708;61.31;-23.898;-0.841;-4.433;3.048;27.062;-31.583;-31.583;-6.552
9050;12.046;74.408;82.01;71.014;16.486;63.28;67.537;-17.388;-0.91;-6.332;2.934;29.567;-30.25;-30.25;-7.345
9060;17.526;78.872;85.255;72.392;16.31;65.298;73.328;-10.339;-0.979;-7.152;3.452;32.072;-29.385;-29.385;-8.228
9070;23.246;84.679;88.026;74.337;16.185;67.386;79.794;-3.37;-1.166;-7.709;3.957;33.237;-28.228;-28.228;-9.179
9080;28.251;91.445;89.899;76.288;16.15;68.818;85.974;3.662;-1.352;-8.287;5.607;34.379;-27.526;-27.526;-8.091
9090;34.497;98.272;91.277;79.159;16.77;70.484;92.057;10.701;-1.538;-10.145;7.051;34.961;-26.579;-26.579;-7.161
9100;40.408;105.218;91.006;81.91;17.844;72.248;95.983;15.812;-1.724;-11.948;9.303;35.868;-26.017;-26.017;-6.232
9110;47.08;111.046;90.633;85.121;18.462;73.626;99.56;21.472;-1.945;-13.75;10.859;37.214;-25.41;-25.41;-4.225
9120;53.69;115.153;89.214;87.87;19.392;72.131;100.902;27.359;-2.166;-16.433;12.491;38.306;-25.212;-25.212;-2.444
9130;62.077;118.97;89.495;90.599;19.308;70.629;102.855;35.186;-2.386;-19.047;13.721;38.232;-23.861;-23.861;-0.663
9140;69.945;121.306;89.797;93.044;18.995;68.87;105.654;42.317;-2.647;-21.64;14.927;38.197;-22.353;-22.353;1.44
9150;77.228;124.203;91.699;95.269;18.879;67.486;105.477;49.743;-2.908;-22.873;16.208;37.77;-20.458;-20.458;3.417
9160;80.23;127.779;93.822;97.437;19.09;66.094;102.806;57.135;-3.168;-24.161;17.508;37.902;-19.447;-19.447;5.393
9170;83.13;130.63;94.785;98.49;19.463;65.399;101.599;64.259;-3.429;-23.29;18.106;37.974;-19.255;-19.255;6.681
9180;84.509;134.321;95.748;99.652;19.837;64.876;100.076;69.499;-3.69;-22.694;19.146;36.094;-18.87;-18.87;7.53
9190;86.31;137.621;96.27;98.434;19.999;63.953;100.782;74.994;-3.95;-22.174;20.625;34.214;-19.161;-19.161;8.275
9200;88.432;140.6;96.772;97.092;20.64;63.051;101.814;78.83;-4.051;-20.854;22.956;31.273;-18.876;-18.876;8.895
9210;89.691;145.553;98.914;97.861;21.266;60.354;103.949;80.71;-4.152;-19.782;25.618;30.324;-17.524;-17.524;8.636
9220;92.15;148.906;100.912;98.686;22.714;56.567;107.046;82.571;-4.252;-18.8;26.822;29.034;-15.406;-15.406;8.273
9230;92.284;152.919;102.699;99.372;25.006;53.652;110.265;84.383;-4.332;-17.298;28.31;27.155;-11.658;-11.658;7.993
9240;91.903;156.611;104.48;100.286;27.171;51.015;114.406;86.269;-4.412;-15.92;28.532;25.555;-6.421;-6.421;7.553
9250;89.483;160.288;104.835;101.206;29.206;48.33;118.047;87.458;-4.492;-14.535;29.165;24.099;-1.124;-1.124;7.32
9260;86.323;163.885;105.554;99.343;31.124;45.541;122.448;88.516;-4.572;-11.95;29.674;23.291;2.905;2.905;7.342
9270;83.643;166.887;105.912;96.39;32.884;43.145;126.701;88.714;-4.701;-9.269;29.137;22.443;6.218;6.218;7.604
9280;80.866;169.368;106.513;93.423;34.341;38.979;133.854;87.986;-4.829;-7.594;28.428;21.554;8.605;8.605;7.571
9290;79.77;169.803;107.108;90.299;36.117;34.945;142.366;86.921;-4.717;-5.672;27.274;20.266;12.283;12.283;7.538
9300;79.19;169.317;107.186;87.175;38.185;29.222;149.981;85.615;-4.605;-3.721;26.262;18.829;18.237;18.237;7.309
9310;78.611;166.004;107.55;84.596;40.452;24.952;157.738;84.476;-4.494;-1.931;25.172;17.177;24.625;24.625;6.975
9320;77.247;161.851;106.699;82.731;42.705;20.716;164.724;83.514;-4.382;0.046;23.657;16.164;33.73;33.73;6.641
9330;75.203;155.273;105.683;80.983;45.418;16.578;170.092;82.36;-4.27;1.939;21.581;16.488;45.462;45.462;5.298
9340;71.857;148.615;103.301;80.044;48.063;12.668;174.67;80.757;-4.159;4.073;19.422;17.221;57.226;57.226;3.314
9350;68.121;141.679;100.712;79.181;50.192;8.077;177.571;80.883;-4.047;6.345;16.022;17.203;65.611;65.611;1.4
9360;63.626;135.502;97.443;78.221;52.011;3.377;180.615;79.592;-4.015;8.63;11.901;16.473;72.943;72.943;-0.549
9370;59.41;130.646;94.036;76.12;53.388;-1.12;184.852;78.294;-3.983;10.476;7.807;15.743;80.185;80.185;-1.538
9380;53.433;126.149;89.469;73.923;54.661;-6.065;187.415;73.832;-3.952;12.183;2.701;15.923;86.382;86.382;-2.472
9390;47.726;121.321;85.026;70.189;55.497;-10.219;188.341;69.116;-3.899;13.967;-2.332;15.326;92.541;92.541;-3.474
9400;42.018;115.934;79.423;66.214;56.332;-12.861;188.548;63.512;-3.847;13.715;-7.352;15.368;98.655;98.655;-3.757
9410;37.957;109.268;74.186;62.414;56.73;-15.233;187.661;59.331;-3.794;13.455;-10.927;13.778;105.807;105.807;-4.123
9420;33.137;103.361;68.629;59.655;57.593;-18.171;186.059;55.367;-3.763;12.036;-14.473;11.508;113.074;113.074;-4.495
9430;30.597;95.754;62.775;56.807;57.167;-20.923;184.556;53.756;-3.731;10.52;-16.71;10.93;120.332;120.332;-5.028
9440;28.258;88.588;57.246;53.491;59.621;-24.319;182.099;52.097;-3.699;9.108;-19.123;10.516;128.127;128.127;-5.629
9450;25.661;80.499;52.561;50.265;61.65;-27.694;175.85;52.931;-3.828;9.895;-21.535;11.742;134.945;134.945;-6.23
9460;24.058;70.361;46.745;45.825;63.934;-29.441;168.24;55.473;-3.956;10.938;-25.044;11.07;141.021;141.021;-6.461
9470;21.255;60.912;40.055;43.149;65.425;-29.563;161.543;57.364;-4.084;12.057;-27.412;10.138;145.859;145.859;-7.178
9480;18.004;50.858;34.095;40.418;64.526;-29.739;155.423;59.248;-4.212;13.535;-28.887;9.252;148.225;148.225;-7.895
9490;15.033;42.145;27.128;36.899;62.672;-29.597;148.596;60.535;-4.341;15.145;-27.902;7.446;151.328;151.328;-8.592
9500;12.097;33.847;20.428;33.353;61.032;-29.524;139.899;62.661;-4.469;16.734;-27.793;5.639;154.248;154.248;-8.888
9510;10.36;24.87;12.975;30.095;59.963;-29.171;129.378;64.621;-4.597;15.803;-26.739;4.07;158.148;158.148;-9.185
9520;9.168;16.441;5.461;28.847;59.087;-28.783;119.586;67.777;-4.725;14.796;-25.146;2.848;158.53;158.53;-9.84
9530;8.817;5.95;-2.029;28.188;58.175;-26.964;108.441;71.241;-4.854;12.389;-23.395;1.614;157.832;157.832;-9.535
9540;7.85;-2.639;-9.643;28.974;56.583;-24.959;96.139;75.748;-5.092;10.092;-21.832;0.794;156.354;156.354;-9.175
9550;6.043;-11.637;-16.817;29.836;54.879;-23.05;82.796;80.337;-5.331;7.727;-21.046;-0.345;154;154;-8.601
9560;3.898;-17.753;-24.046;29.916;53.45;-21.555;68.332;85.884;-5.57;6.161;-20.473;-1.593;150.604;150.604;-7.468
9570;1.612;-21.432;-29.115;28.739;51.781;-20.011;54.843;90.157;-5.808;4.61;-19.174;-3.163;142.582;142.582;-6.299
9580;0.007;-22.541;-34.059;26.589;49.692;-18.252;43.699;94.341;-6.054;3.051;-18.419;-5.452;132.861;132.861;-4.766
9590;0.819;-26.939;-34.524;22.341;47.321;-16.321;31.634;98.19;-6.299;2.892;-18.197;-8.337;121.411;121.411;-3.232
9600;2.392;-30.914;-34.858;18.41;45.247;-13.48;20.903;101.967;-6.545;2.727;-18.468;-10.861;112.044;112.044;-1.677
9610;4.04;-34.597;-36.072;13.931;44.27;-10.48;10.452;105.43;-6.71;2.699;-17.335;-13.361;103.537;103.537;-0.123
9620;3.448;-39.966;-37.237;10.683;44.117;-9.167;1.509;108.832;-6.876;3.512;-15.719;-14.724;95.927;95.927;0.588
9630;2.825;-44.571;-39.916;7.75;43.964;-7.597;-6.84;113.508;-7.041;4.29;-12.615;-15.767;89.172;89.172;0.185
9640;0.761;-48.866;-42.379;5.488;43.287;-6.633;-15.029;117.07;-7.207;5.346;-9.512;-15.76;82.466;82.466;-0.218
9650;-0.814;-53.967;-43.764;3.268;42.412;-6.837;-21.541;120.619;-7.372;7.037;-7.166;-17.043;75.266;75.266;-0.952
9660;-1.949;-57.589;-44.168;-0.074;41.458;-7.186;-28.886;121.05;-7.538;8.549;-6.057;-17.632;66.691;66.691;-1.193
9670;-2.09;-62.688;-43.681;-3.167;40.101;-8.128;-37.36;120.47;-7.023;8.861;-4.881;-16.861;57.13;57.13;-1.434
9680;-1.589;-66.073;-44.514;-6.783;40.116;-8.87;-47.928;119.55;-6.509;9.248;-4.927;-15.85;46.028;46.028;-1.269
9690;-1.288;-69.708;-46.217;-9.567;36.514;-9.952;-57.985;118.713;-5.994;9.719;-4.891;-14.52;34.313;34.313;-0.183
9700;-1.909;-72.483;-48.01;-12.592;32.593;-11.04;-64.116;115.899;-5.473;8.589;-2.808;-13.487;22.53;22.53;0.909
9710;-3.69;-74.124;-49.996;-16.252;28.472;-10.403;-72.29;111.956;-4.952;7.404;-0.348;-12.534;11.451;11.451;1.767
9720;-6.632;-76.309;-50.883;-20.639;24.803;-11.149;-82.524;107.77;-4.43;6.302;2.079;-11.717;1.492;1.492;3.025
9730;-9.614;-79.839;-52.094;-24.519;23.026;-12.157;-92.484;103.577;-3.909;4.28;4.092;-10.701;-5.876;-5.876;4.331
9740;-12.141;-84.633;-53.425;-27.299;21.629;-13.31;-100.881;98.699;-3.381;2.244;6.917;-9.215;-14.244;-14.244;5.596
9750;-14.428;-89.72;-54.88;-29.942;19.462;-14.574;-106.614;93.022;-2.852;0.174;9.708;-7.717;-22.834;-22.834;5.341
9760;-16.651;-94.404;-57.495;-31.341;16.634;-15.357;-109.154;87.297;-2.324;-0.937;10.45;-7.139;-32.146;-32.146;5.141
9770;-19.674;-99.354;-60.255;-32.76;13.139;-15.886;-112.097;80.331;-1.796;-2.419;10.887;-7.117;-38.279;-38.279;5.051
9780;-23.579;-102.65;-63.495;-35.401;9.804;-17.23;-113.993;71.012;-1.268;-1.182;8.778;-7.127;-43.332;-43.332;4.241
9790;-26.756;-106.386;-66.577;-38.674;6.908;-18.554;-116.912;58.988;-0.739;0.124;7.258;-7.2;-48.968;-48.968;4.066
9800;-29.092;-109.948;-69.458;-41.961;4.135;-19.708;-119.441;47.025;-0.211;1.134;6.141;-6.883;-56.564;-56.564;3.891
9810;-29.537;-113.988;-72.243;-45.112;0.921;-19.993;-120.357;33.742;0.317;2.903;5.299;-6.566;-63.174;-63.174;3.426
9820;-29.861;-120.272;-74.299;-48.476;-2.214;-20.423;-121.048;20.641;0.846;5.046;3.258;-6.781;-68.899;-68.899;3.72
9830;-29.019;-126.414;-75.926;-49.866;-5.829;-19.8;-121.821;7.644;1.254;7.126;1.155;-7.64;-75.252;-75.252;4.014
9840;-31.018;-129.501;-79.999;-50.815;-9.348;-19.432;-122.418;-6.228;1.662;9.086;-0.303;-8.506;-79.924;-79.924;4.941
9850;-33.208;-132.015;-83.986;-51.778;-13.363;-19.534;-120.905;-20.444;2.07;10.97;-0.512;-9.578;-83.498;-83.498;4.668
9860;-36.079;-135.036;-85.817;-52.044;-17.857;-19.726;-119.346;-33.076;2.61;12.937;0.117;-10.33;-86.068;-86.068;4.346
9870;-36.96;-137.508;-88.244;-52.441;-22.695;-19.301;-120.087;-45.659;3.149;14.343;0.546;-11.819;-88.508;-88.508;3.983
9880;-35.921;-140.57;-88.899;-53.033;-26.823;-19.607;-121.895;-56.979;3.688;15.868;0.737;-13.099;-91.555;-91.555;5.061
9890;-33.388;-143.337;-90.8;-53.499;-30.407;-19.672;-124.159;-67.549;4.186;15.832;0.39;-14.659;-94.597;-94.597;6.159
9900;-29.345;-144.705;-92.708;-53.772;-34.063;-19.908;-127.236;-78.146;4.684;15.989;0.557;-14.345;-96.954;-96.954;7.312
9910;-25.742;-146.297;-96.556;-53.506;-37.16;-20.35;-127.91;-88.188;5.182;16.153;0.717;-12.47;-96.91;-96.91;7.625
9920;-21.949;-145.783;-100.501;-53.157;-39.514;-20.353;-129.065;-96.661;5;16.757;1.87;-11.262;-95.832;-95.832;7.952
9930;-18.556;-145.726;-101.966;-53.026;-41.954;-20.542;-127.331;-103.654;4.818;17.375;3.389;-12.579;-94.774;-94.774;8.437
9940;-14.788;-145.094;-103.548;-52.737;-43.713;-19.43;-125.655;-110.509;4.636;17.855;5.039;-13.897;-94.855;-94.855;8.003
9950;-9.499;-143.57;-104.77;-52.33;-45.134;-18.263;-125.752;-116.912;4.454;17.855;4.039;-15.168;-93.979;-93.979;7.113
9960;-4.108;-143.297;-105.971;-51.393;-46.154;-18.069;-124.203;-123.568;4.272;17.641;3.688;-15.484;-93.539;-93.539;6.223
9970;2.084;-141.556;-106.172;-50.457;-47.324;-16.269;-123.404;-129.051;4.09;17.359;3.15;-15.299;-91.001;-91.001;5.372
9980;8.93;-138.877;-106.174;-49.225;-47.818;-14.428;-122.588;-133.844;3.908;18.276;1.997;-14.868;-88.71;-88.71;4.25
9990;14.495;-134.738;-105.015;-48.939;-47.537;-12.633;-122.681;-135.592;3.605;19.083;-1.45;-14.596;-88.941;-88.941;3.127
10000;19.869;-130.182;-103.67;-48.916;-45.612;-10.749;-123.502;-136.691;3.303;21.69;-4.983;-14.474;-89.121;-89.121;3.069
10010;24.658;-124.382;-102.779;-50.007;-42.886;-10.465;-125.153;-137.887;2.932;24.287;-7.27;-13.843;-90.083;-90.083;3.719
10020;30.247;-118.233;-101.964;-51.298;-39.767;-10.084;-121.794;-139.919;2.561;27.029;-9.585;-12.891;-89.24;-89.24;4.368
10030;35.623;-111.27;-99.469;-51.36;-36.779;-10.654;-120.357;-141.152;2.19;28.731;-8.448;-11.61;-86.952;-86.952;4.942
10040;40.32;-103.783;-95.429;-50.095;-33.592;-10.552;-119.12;-140.625;1.819;30.605;-7.011;-11.048;-83.895;-83.895;5.316
10050;45.226;-95.836;-91.589;-48.775;-30.686;-10.396;-117.403;-140.043;1.476;32.321;-5.574;-10.592;-79.932;-79.932;5.69
10060;48.532;-87.03;-88.779;-46.446;-28.058;-10.876;-115.048;-139.288;1.132;31.117;-4.934;-9.557;-76.501;-76.501;6.043
10070;52.108;-77.379;-86.81;-44.454;-25.172;-11.432;-110.935;-138.862;0.72;29.954;-3.884;-7.483;-73.023;-73.023;5.836
10080;55.323;-67.691;-85.756;-42.942;-21.937;-12.916;-106.971;-138.629;0.428;28.819;-2.914;-4.88;-69.146;-69.146;5.629
10090;59.194;-56.88;-84.702;-40.79;-18.377;-14.531;-102.17;-136.957;0.135;26.149;-1.621;-2.654;-65.767;-65.767;5.388
10100;63.466;-46.69;-82.308;-38.639;-14.451;-15.993;-98.408;-133.794;-0.157;23.479;-0.23;-0.748;-61.753;-61.753;6.153
10110;68.294;-35.579;-79.844;-37.554;-10.07;-17.579;-93.077;-130.611;-0.45;21.098;0.884;0.881;-58.112;-58.112;6.919
10120;72.447;-24.935;-76.148;-36.953;-6.044;-18.207;-84.789;-127.586;-0.742;19.03;1.439;2.455;-54.91;-54.91;7.684
10130;74.783;-12.771;-72.396;-36.832;-2.523;-17.97;-74.986;-125.2;-0.876;17.011;1.924;3.956;-51.477;-51.477;8.088
10140;77.542;-0.957;-65.735;-36.567;0.881;-17.712;-63.331;-122.53;-0.37;15.73;3.043;5.393;-48.145;-48.145;8.138
10150;79.04;12.537;-59.15;-36.102;4.186;-17.188;-51.076;-119.894;0.137;14.448;4.343;5.652;-45.16;-45.16;8.188
10160;80.858;25.709;-50.566;-34.382;7.371;-16.457;-39.567;-115.989;0.643;13.146;6.829;5.079;-43.411;-43.411;8.53
10170;81.657;39.361;-42.326;-32.462;10.396;-16.047;-28.877;-111.603;1.149;12.637;7.226;4.556;-38.523;-38.523;8.672
10180;82.338;52.772;-35.298;-29.679;14.017;-15.706;-19.194;-107.817;1.655;12.128;7.418;6.677;-33.943;-33.943;8.814
10190;80.899;68.105;-28.622;-26.846;17.993;-15.935;-9.952;-103.865;2.079;11.523;7.45;7.892;-28.232;-28.232;9.052
10200;78.966;82.862;-23.255;-24.528;22.055;-15.706;1.383;-100.374;2.502;11.564;8.113;9.503;-26.641;-26.641;9.571
10210;76.305;99.036;-18.019;-23.688;24.313;-16.168;13.165;-96.419;2.912;11.606;8.459;10.894;-24.847;-24.847;10.09
10220;74.185;114.266;-14.026;-22.855;26.04;-15.857;26.124;-92.41;3.321;11.378;9.406;11.713;-26.594;-26.594;10.732
10230;72.956;128.961;-9.065;-22.684;27.167;-15.49;39.312;-88.153;3.731;10.55;10.848;12.113;-27.909;-27.909;11.703
10240;73.007;142.382;-4.509;-22.828;27.743;-14.669;51.819;-84.357;4.261;9.723;12.222;11.596;-26.401;-26.401;12.674
10250;73.39;153.214;0.094;-22.72;27.288;-13.531;64.567;-80.886;4.556;6.971;14.156;11.203;-21.354;-21.354;13.714
10260;74.055;162.863;6.8;-22.108;24.919;-10.159;74.443;-77.165;4.851;4.219;15.939;11.117;-16.924;-16.924;14.434
10270;73.829;169.851;12.615;-21.55;21.848;-6.793;83.058;-71.021;5.146;1.412;17.713;12.594;-14.174;-14.174;15.044
10280;72.13;176.177;17.03;-20.793;18.737;-3.615;92.505;-64.247;5.441;-2.353;18.834;13.27;-13.272;-13.272;15.55
10290;70.465;180.702;20.487;-20.17;16.578;-2.575;103.152;-57.588;5.737;-6.119;19.789;14.03;-10.88;-10.88;15.657
10300;68.149;184.801;24.095;-18.186;14.977;-1.397;112.583;-50.625;5.992;-9.581;20.669;13.47;-7.797;-7.797;15.723
10310;66.113;188.821;30.081;-14.71;14.09;0.265;121.178;-42.803;5.971;-11.243;21.368;12.67;-3.914;-3.914;15.789
10320;63.764;192.153;35.916;-11.124;12.12;2.044;128.644;-34.273;5.95;-12.905;22.068;11.469;0.752;0.752;15.601
10330;60.941;197.485;42.571;-10.098;10.094;5.051;136.279;-25.916;5.93;-14.553;21.789;10.418;4.474;4.474;15.134
10340;58.4;202.088;49.054;-9.501;7.239;7.989;143.713;-18.949;5.909;-15.361;21.252;10.319;6.971;6.971;14.666
10350;55.459;206.531;53.581;-9.703;4.931;11.101;151.157;-13.865;5.888;-16.225;21.012;10.139;8.868;8.868;14.268
10360;53.033;209.895;58.073;-9.852;2.334;14.137;155.961;-9.371;5.599;-17.233;21.785;10.159;10.109;10.109;13.577
10370;51.247;211.888;63.959;-10.001;0.924;15.794;158.542;-4.553;5.309;-17.161;22.999;9.705;11.982;11.982;12.886
10380;49.553;212.051;69.879;-9.625;-0.739;17.021;160.683;1.102;5.019;-17.234;24.112;9.411;11.902;11.902;12.319
10390;46.459;211.666;73.943;-9.303;-2.24;18.247;160.171;7.29;4.09;-17.068;24.114;8.731;11.832;11.832;11.872
