timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-2+.1;41: wc-2+.2;42: wc-2+.3;43: wc-1-.1;44: wc-1-.2;45: wc-1-.3
800;-120.712;-100.942;-178.253;-191.374;-114.926;-116.581;13.717;51.219;59.182;-71.171;-219.531;-178.261;-47.69;-81.289;-142.725
810;-121.824;-81.245;-165.222;-175.413;-95.751;-105.334;24.539;46.969;67.533;-65.469;-207.519;-173.261;-45.998;-75.044;-128.708
820;-121.893;-64.32;-156;-158.72;-74.987;-93.693;32.12;47.467;74.613;-59.507;-198.427;-166.587;-40.693;-69.64;-113.893
830;-121.836;-50.556;-148.174;-142.461;-56.125;-84.339;38.806;43.52;78.813;-53.977;-188.441;-165.016;-37.24;-65.293;-102.329
840;-121.401;-38.751;-142.386;-128.214;-37.814;-79.422;50.04;38.697;79.724;-48.607;-184.836;-161.738;-34.409;-62.125;-92.435
850;-120.265;-27.432;-137.679;-117.244;-21.12;-74.962;59.415;37.786;80.633;-44.231;-183.363;-158.987;-34.162;-59.372;-83.667
860;-118.886;-17.829;-134.112;-107.46;-5.889;-72.253;67.673;40.742;79.674;-40.807;-180.906;-157.526;-34.919;-56.596;-74.612
870;-117.613;-12.575;-130.55;-98.587;7.513;-68.137;76.788;39.875;77.938;-38.025;-176.687;-155.2;-35.65;-54.925;-68.912
880;-115.612;-8.481;-126.91;-89.714;16.965;-64.508;83.372;36.781;73.076;-35.878;-173.049;-149.769;-37.949;-53.515;-62.762
890;-113.93;-8.327;-122.358;-80.697;25.743;-59.951;89.345;34.092;67.998;-32.368;-170.171;-143.411;-40.717;-53.009;-57.202
900;-111.645;-8.29;-118.567;-72.969;34.049;-55.629;95.709;32.034;62.714;-31.39;-167.614;-141.161;-43.145;-52.151;-53.075
910;-110.173;-10.458;-114.304;-66.012;42.714;-50.935;101.179;28.929;57.554;-30.792;-164.56;-139.107;-45.464;-51.417;-51.208
920;-108.005;-12.529;-110.318;-60.087;48.819;-45.979;104.696;26.113;52.555;-28.384;-161.186;-134.054;-47.416;-51.388;-55.078
930;-105.572;0.916;-94.437;-32.116;70.511;-27.32;119.539;32.758;76.47;-16.78;-141.118;-120.686;-42.583;-44.013;-42.497
940;-101.366;14.388;-78.223;-2.524;93.132;-9.518;130.119;37.545;95.893;-8.046;-134.329;-110.925;-37.721;-36.612;-22.934
950;-95.655;28.029;-62.364;14.834;112.726;2.098;137.678;37.249;102.21;0.475;-128.365;-101.076;-36.873;-28.787;-6.645
960;-89.935;35.894;-50.739;25.002;131.839;8.061;144.227;32.874;99.486;8.856;-121.77;-93.423;-37.844;-26.671;3.2
970;-82.947;43.36;-38.458;34.898;151.727;14.387;150.747;32.304;91.431;14.811;-114.218;-85.249;-38.393;-24.533;11.962
980;-76.044;44.969;-29.267;46.064;161.808;17.055;155.441;29.98;81.066;18.266;-107.798;-74.364;-38.6;-20.775;19.375
990;-68.577;46.692;-22.63;54.439;164.155;17.772;158.807;23.186;67.031;22.309;-103.637;-63.826;-40.519;-18.366;23.796
1000;-61.064;44.596;-18.469;60.614;165.412;19.98;162.012;18.584;51.819;27.363;-95.453;-54.346;-42.508;-14.311;28.434
1010;-53.668;43.504;-15.051;66.5;166.685;21.608;165.126;14.029;38.689;31.851;-85.853;-47.819;-48.233;-10.251;30.108
