timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;;06: bdA-.1;07: bdA-.2;08: bdA-.3;09: crybdIm1-.1;10: crybdIm1-.2;11: crybdIm1-.3;12: frq1+.1;13: frq1+.2;14: frq1+.3
7460;52.555;-95.45;103.519;-169.655;-162.91;;-86.888;-138.229;-54.895;19.426;-64.244;-82.43;275.579;236.673;186.501
7470;49.237;-85.68;106.663;-171.614;-163.354;;-73.84;-125.434;-45.25;28.688;-52.644;-74.488;274.832;235.269;181.905
7480;46.808;-75.581;107.283;-173.163;-163.15;;-61.306;-112.64;-33.895;38.433;-41.25;-65.807;273.901;232.097;178.193
7490;44.828;-65.221;108.559;-174.963;-163.153;;-49.592;-98.439;-23.436;48.617;-29.047;-57.303;272.832;227.29;174.161
7500;43.821;-56.05;110.508;-177.286;-163.217;;-36.641;-82.714;-11.945;63.16;-16.971;-46.91;270.894;221.141;169.076
7510;43.116;-47.455;111.566;-180.17;-164.188;;-23.789;-66.99;-0.53;77.29;-6.819;-34.808;268.839;214.265;162.371
7520;43.052;-38.633;111.709;-183.2;-165.986;;-7.393;-49.105;10.492;93.943;4.259;-22.556;265.419;206.905;156.262
7530;42.109;-28.61;110.572;-185.486;-168.222;;8.981;-28.375;23.917;113.597;12.891;-9.041;261.648;198.021;150.579
7540;41.481;-19.885;109.81;-187.699;-169.803;;27.022;-7.997;36.644;130.292;22.272;5.473;257.193;188.132;143.007
7550;43.157;-10.589;107.992;-190.055;-170.826;;45.495;13.119;53.196;144.552;33.47;19.156;251.799;176.423;135.418
7560;44.655;-0.754;103.8;-192.39;-171.912;;63.848;33.09;71.508;153.846;44.876;33.832;244.068;162.717;128.106
7570;44.954;9.239;98.999;-194.105;-173.51;;82.738;53.088;89.105;162.992;58.52;48.148;234.617;146.309;120.564
7580;45.814;18.327;94.095;-195.742;-174.799;;101.472;74.412;107.674;173.897;75.47;63.808;223.633;129.208;112.566
7590;47.454;26.874;88.97;-196.727;-176.117;;118.686;95.879;128.724;180.717;91.941;81.643;213.357;111.589;105.007
7600;51.526;35.334;83.553;-197.669;-177.644;;135.658;116.869;148.138;188.537;112.058;98.815;201.28;91.781;96.683
7610;56.248;42.799;77.905;-198.866;-179.218;;153.555;137.059;164.217;197.051;134.339;118.492;186.999;70.73;88.887
7620;61.539;50.401;72.248;-200.039;-180.752;;170.364;156.437;177.775;208.201;156.821;139.69;171.154;50.389;79.092
7630;65.552;56.894;67.568;-200.513;-181.706;;184.605;175.588;192.108;216.812;178.994;160.477;155.268;29.494;68.228
7640;70.524;63.494;63.061;-201.222;-182.185;;198.724;194.578;203.76;223.201;201.938;183.861;138.506;8.439;58.108
7650;74.648;70.549;58.513;-201.287;-182.577;;210.717;213.822;213.472;228.098;223.241;207.644;121.044;-12.578;48.676
7660;77.963;76.469;53.946;-201.128;-182.898;;219.91;233.342;220.086;232.451;244.368;231.248;102.668;-33.857;37.978
7670;81.156;81.968;49.177;-200.37;-183.302;;229.87;251.426;224.539;235.206;264.737;253.71;84.585;-54.975;27.778
7680;83.785;85.806;43.564;-198.881;-183.375;;239.11;266.61;231.105;235.919;284.974;272.975;67.277;-75.56;20.572
7690;86.778;87.884;38.354;-196.259;-183.223;;246.92;281.497;235.637;237.152;303.041;291.487;49.731;-95.412;14.181
7700;88.908;89.803;32.152;-193.008;-182.939;;254.477;295.342;241.69;236.465;322.585;305.839;33.179;-115.505;9.657
7710;89.514;91.577;25.28;-189.662;-182.626;;261.835;308.109;245.748;233.4;341.641;321.541;16.909;-134.032;5.661
7720;86.873;93.074;17.47;-185.571;-182.679;;266.389;318.069;252.399;228.727;362.559;336.252;1.662;-152.939;2.223
7730;81.526;93.677;9.684;-180.415;-182.501;;268.463;327.705;255.159;221.494;383.499;351.284;-13.699;-170.622;-2.538
7740;74.043;93.546;1.71;-174.066;-182.481;;271.192;331.563;254.731;212.862;403.521;366.157;-29.159;-187.148;-8.521
7750;66.032;94.015;-6.832;-166.826;-182.161;;270.877;328.435;251.877;201.225;419.526;374.814;-45.012;-202.473;-13.577
7760;56.863;94.546;-15.166;-158.908;-181.266;;271.047;324.837;246.535;186.859;432.324;382.51;-60.6;-217.448;-18.05
7770;46.142;94.588;-22.579;-150.455;-180.087;;267.597;316.979;240.039;167.485;444.017;383.637;-76.476;-232.727;-23.514
7780;34.673;93.505;-30.783;-142.088;-177.887;;264.065;306.886;228.926;143.457;451.272;381.644;-93.01;-247.709;-30.808
7790;21.741;93.435;-39.229;-133.589;-176.4;;256.044;296.792;217;120.577;454.563;377.652;-109.954;-261.792;-36.764
7800;6.819;92.254;-46.316;-124.866;-175.881;;247.543;285.385;201.992;99.265;455.905;370.684;-125.796;-274.408;-42.103
7810;-8.337;91.182;-51.393;-115.502;-175.003;;238.801;275.429;185.76;82.953;456.509;359.676;-140.183;-284.753;-48.026
7820;-21.608;89.782;-56.183;-105.917;-173.425;;229.423;265.363;170.552;66.921;450.825;348.916;-153.527;-293.229;-54.359
7830;-34.818;89.179;-61.134;-95.395;-171.463;;220.125;253.892;152.83;47.766;441.331;336.266;-165.626;-301.378;-59.934
7840;-47.932;88.04;-66.284;-85.15;-168.977;;211.71;241.706;133.039;31.919;429.08;321.377;-178.084;-307.826;-64.168
7850;-62.382;84.679;-71.237;-74.223;-165.983;;202.906;229.603;113.407;16.145;411.126;305.771;-188.6;-311.232;-66.833
7860;-78.103;79.957;-76.273;-62.177;-162.248;;192.902;217.626;94.588;0.977;390.331;285.686;-197.443;-313.429;-69.792
7870;-93.705;74.469;-81.567;-49.735;-158.284;;180.676;204.193;78.985;-16.305;366.716;263.212;-204.662;-315.026;-72.465
7880;-108.408;68.968;-87.412;-38.007;-153.735;;167.113;190.519;64.132;-33.782;340.897;240.01;-212.063;-316.266;-75.767
7890;-123.826;62.705;-93.258;-26.49;-148.694;;153.728;175.501;49.732;-52.003;314.197;213.607;-218.222;-317.512;-79.276
7900;-137.603;55.846;-99.69;-15.786;-142.712;;139.721;157.975;35.31;-67.665;286.019;186.585;-222.903;-317.743;-82.586
7910;-151.261;49.346;-106.919;-4.994;-135.623;;124.698;140.56;20.586;-83.194;254.927;160.55;-226.146;-317.774;-85.726
7920;-165.199;41.423;-114.651;4.266;-128.43;;108.963;120.345;9.28;-96.846;224.579;134.476;-228.949;-317.789;-88.08
7930;-179.531;35.45;-122.305;12.032;-120.966;;91.623;99.636;-4.706;-110.097;193.454;108.266;-231.61;-317.623;-93.04
7940;-194.236;29.957;-129.469;18.237;-113.502;;74.124;78.768;-20.337;-123.026;162.568;81.977;-232.752;-316.891;-97.625
7950;-208.341;22.538;-135.768;23.223;-105.673;;57.277;57.941;-36.681;-134.269;129.628;58.4;-233.487;-315.956;-101.851
7960;-221.663;13.247;-140.708;28.45;-97.192;;40.531;36.681;-50.026;-142.192;96.407;35.19;-235.434;-315.037;-105.392
7970;-231.535;2.8;-144.287;32.957;-87.84;;28.305;16.178;-64.657;-149.909;61.106;13.901;-237.705;-313.923;-109.103
7980;-239.77;-7.288;-147.374;36.225;-78.513;;19.097;-4.326;-76.725;-155.721;25.582;-8.538;-240.026;-312.848;-112.223
7990;-246.64;-17.487;-150.963;38.767;-68.65;;9.367;-19.397;-87.074;-159.574;-10.349;-31.597;-242.208;-311.172;-112.203
8000;-253.705;-28.04;-154.472;40.782;-59.406;;0.835;-29.983;-96.851;-163.192;-42.84;-50.537;-244.412;-309.051;-109.51
8010;-259.465;-38.581;-158.156;43.199;-51.046;;-10.171;-40.043;-106.57;-163.012;-71.146;-69.701;-246.6;-306.555;-106.272
8020;-262.88;-49.161;-162.032;46.323;-42.251;;-21.294;-50.519;-115.101;-163.194;-99.477;-81.914;-247.592;-303.474;-101.943
8030;-264.732;-60.236;-164.537;49.219;-33.646;;-31.64;-62.605;-120.597;-161.79;-123.288;-92.174;-247.244;-300.025;-94.876
8040;-265.466;-71.77;-166.301;52.407;-25.354;;-38.626;-72.974;-123.822;-161.583;-145.143;-102.514;-246.365;-295.41;-89.103
8050;-266.076;-82.692;-168.168;56.339;-17.401;;-45.295;-83.043;-127.483;-161.514;-165.908;-111.095;-245.452;-290.564;-83.05
8060;-266.868;-92.956;-170.695;61.291;-9.324;;-50.444;-94.401;-131.887;-160.839;-186.106;-116.753;-243.979;-285.528;-77.371
8070;-267.812;-102.859;-173.643;66.915;-0.659;;-55.553;-105.583;-137.294;-159.115;-203.262;-122.357;-241.778;-280.015;-71.586
8080;-268.668;-112.604;-175.894;71.945;7.934;;-59.474;-117.206;-142.246;-157.39;-220.377;-126.961;-238.728;-274.808;-66.593
8090;-269.796;-122.017;-177.783;78.847;17.007;;-64.196;-129.288;-146.647;-155.061;-234.396;-131.96;-234.389;-269.8;-61.16
8100;-271.259;-129.268;-179.335;86.623;25.575;;-68.032;-141.447;-149.658;-153.004;-245.88;-136.85;-230.197;-265.444;-56.577
8110;-272.443;-134.43;-180.668;94.705;35.315;;-71.874;-154.326;-152.676;-150.428;-257.054;-140.171;-225.928;-260.814;-51.743
8120;-273.084;-138.433;-181.56;102.52;46.534;;-73.599;-166.572;-155.466;-146.324;-265.68;-143.076;-220.742;-255.601;-47.261
8130;-273.109;-142.08;-182.364;111.029;58.221;;-75.581;-178.695;-159.17;-141.901;-272.086;-145.421;-214.28;-249.139;-40.621
8140;-272.372;-145.977;-183.194;119.88;70.141;;-77.404;-186.608;-162.811;-136.639;-278.057;-147.327;-208.188;-242.334;-32.35
8150;-271.684;-149.924;-184.554;130.73;82.462;;-78.183;-188.822;-163.188;-131.567;-282.113;-148.963;-202.005;-235.108;-23
8160;-270.331;-153.985;-185.589;142.743;93.815;;-76.222;-191.001;-163.014;-125.695;-283.999;-150.879;-194.578;-227.214;-12.554
8170;-268.808;-158.251;-186.499;155.905;106.164;;-74.487;-190.644;-160.146;-119.615;-285.753;-152.67;-186.368;-217.441;-1.568
8180;-266.546;-162.469;-187.338;170.239;117.99;;-72.152;-188.861;-156.412;-112.163;-286.593;-154.385;-178.097;-206.819;11.505
8190;-263.484;-166.062;-187.937;185.171;131;;-69.937;-186.666;-150.772;-106.549;-286.63;-155.445;-169.897;-196.088;24.001
8200;-259.887;-167.356;-188.364;201.195;145.138;;-67.546;-183.112;-145.778;-101.404;-287.106;-156.968;-161.25;-184.811;34.252
8210;-255.985;-166.441;-188.834;217.33;159.283;;-65.45;-177.47;-139.381;-98.611;-286.619;-158.683;-151.301;-172.703;44.183
8220;-252.148;-164.942;-188.803;233.212;172.4;;-64.401;-168.921;-132.043;-93.55;-285.687;-161.092;-140.335;-158.892;54.154
8230;-248.538;-163.223;-188.672;248.295;185.257;;-61.731;-159.836;-124.419;-88.152;-284.71;-162.516;-128.305;-142.949;64.963
8240;-245.109;-160.468;-187.981;263.099;197.875;;-58.863;-152.279;-115.19;-79.302;-283.614;-162.979;-114.566;-126.888;74.292
8250;-241.906;-156.421;-187.023;276.61;211.698;;-54.698;-147.063;-106.841;-70.432;-282.138;-163.257;-100.52;-109.466;81.575
8260;-238.412;-151.604;-185.959;288.283;226.491;;-47.806;-142.368;-96.854;-61.16;-281.017;-162.997;-85.034;-90.105;88.978
8270;-235.497;-146.088;-184.561;298.266;241.206;;-43.233;-135.36;-87.764;-51.091;-280.015;-163.305;-69.193;-68.699;97.259
8280;-232.308;-141.221;-183.393;307.317;255.337;;-38.679;-127.07;-78.115;-41.022;-277.695;-163.582;-52.932;-46.41;104.61
8290;-229.01;-135.786;-182.349;313.101;268.872;;-32.381;-119.941;-68.938;-29.886;-273.207;-163.76;-36.124;-24.572;111.603
8300;-225.302;-131.043;-180.836;317.51;281.603;;-25.203;-111.266;-59.326;-18.921;-269.879;-162.97;-18.604;-2.935;118.949
8310;-220.99;-124.726;-179.225;318.061;293.941;;-19.393;-100.662;-49.753;-7.997;-263.935;-160.666;-0.39;20.072;126.877
8320;-216.599;-117.571;-177.385;315.983;305.463;;-13.011;-90.297;-40.45;3.44;-257.873;-157.563;17.09;44.506;133.724
8330;-211.754;-110.815;-175.29;311.487;315.259;;-7.513;-78.017;-30.172;15.208;-251.48;-154.432;34.044;69.652;140.548
8340;-206.382;-104.408;-172.741;301.728;324.365;;-1.999;-65.214;-19.21;28.177;-245.479;-150.953;50.821;95.448;146.703
8350;-200.859;-98.574;-169.357;290.316;331.786;;1.926;-49.418;-9.149;41.745;-239.041;-144.964;69.125;120.706;152.448
8360;-194.659;-92.161;-165.334;275.866;336.759;;4.029;-30.93;2.352;56.233;-232.701;-138.506;87.717;146.571;157.583
8370;-189.139;-85.608;-161.506;259.735;339.222;;6.64;-11.636;13.273;70.841;-224.731;-129.317;105.337;172.836;162.669
8380;-182.461;-79.204;-157.273;242.345;339.396;;11.211;7.177;25.657;86.077;-216.801;-120.041;122;199.354;166.341
8390;-174.297;-72.559;-152.316;224.335;338.828;;18.047;24.121;37.88;100.633;-207.737;-109.123;139.903;226.465;169.099
8400;-164.094;-65.782;-146.555;204.75;336.01;;24.55;36.217;48.857;114.716;-198.756;-96.52;157.912;252.701;169.939
8410;-153.306;-57.611;-141.153;182.995;330.932;;31.054;48.952;60.577;127.011;-190.895;-83.99;174.012;277.927;170.323
8420;-143.088;-47.978;-135.461;159.8;323.102;;35.996;61.847;70.066;137.91;-182.237;-73.512;188.241;301.272;170.039
8430;-133.014;-38.724;-129.877;135.363;314.441;;41.742;75.648;79.548;149.23;-171.332;-63.501;201.461;323.135;167.047
8440;-122.172;-29.6;-124.469;111.101;302.967;;46.808;88.724;88.897;161.799;-160.559;-53.166;213.186;344.691;162.728
8450;-110.312;-21.941;-119.407;86.815;289.859;;52.237;100.56;99.132;174.29;-146.27;-41.727;223.709;365.221;159.766
8460;-97.699;-14.523;-114.145;62.323;274.168;;58.999;113.633;107.879;188.025;-131.692;-29.532;232.395;384.603;155.843
8470;-85.308;-6.771;-109.123;38.706;256.476;;65.699;125.782;116.79;199.101;-116.926;-16.252;239.32;400.686;151.975
8480;-72.566;0.938;-103.516;16.383;238.018;;72.714;138.652;125.196;210.183;-101.986;-2.914;244.567;412.92;146.876
8490;-58.657;8.341;-97.85;-5.179;219.579;;78.923;149.299;135.89;218.177;-86.615;10.367;247.676;423.274;140.865
8500;-43.742;14.564;-91.37;-24.912;200.25;;84.164;162.433;147.451;226.037;-68.505;22.537;248.755;429.988;133.812
8510;-27.612;19.156;-83.692;-43.783;180.12;;89.655;174.961;160.301;232.538;-47.72;32.666;247.131;434.512;126.219
8520;-11.434;24.066;-74.697;-61.975;159.724;;97.439;187.16;170.259;236.873;-27.149;42.851;244.777;434.68;116.706
8530;5.714;30.779;-65.792;-79.229;139.801;;106.982;197.588;180.092;240.615;-8.086;53.346;241.368;432.61;106.211
8540;23.941;38.178;-56.16;-93.988;120.541;;113.531;208.465;188.185;242.837;9.772;64.065;235.401;428.301;94.161
8550;42.623;45.572;-46.746;-108.203;101.179;;116.713;217.949;197.234;244.723;30.92;74.152;226.252;421.739;80.113
8560;60.074;50.939;-38.105;-120.709;80.92;;122.695;225.11;205.931;245.828;49.295;81.975;216.232;413.149;65.077
8570;76.939;55.581;-29.502;-131.291;60.833;;127.526;230.481;216.228;244.193;68.266;88.772;205.801;401.89;51.19
8580;93.404;61.668;-20.454;-137.07;41.563;;127.563;233.972;225.52;242.041;87.99;96.29;195.131;389.746;37.145
8590;110.01;68.317;-10.966;-138.821;21.753;;127.452;237.203;232.463;238.79;107.928;104.786;183.542;374.072;22.349
8600;126.93;74.854;-2.19;-139.607;4.115;;126.234;237.288;238.047;234.229;126.873;111.172;170.766;356.117;6.468
8610;143.08;80.738;6.236;-136.939;-11.516;;127.044;234.4;241.708;227.8;145.239;117.211;157.046;335.408;-10.203
8620;158.961;86.281;15.57;-132.632;-25.901;;128.171;229.746;241.659;216.651;163.924;118.441;142.149;313.663;-26.767
8630;173.206;92.097;25.956;-126.286;-38.902;;126.418;226.388;237.157;205.033;181.741;119.037;127.192;288.88;-42.314
8640;186.068;97.196;35.265;-118.005;-51.593;;122.386;219.389;232.436;191.921;198.852;117.295;111.808;262.021;-57.37
8650;198.266;102.389;45.418;-108.823;-62.255;;116.714;212.521;228.154;179.531;215.564;113.206;95.723;235.821;-70.952
8660;211.046;106.189;57.073;-97.585;-69.828;;110.932;205.338;222.754;167.141;233.422;108.677;79.623;210.219;-84.321
8670;223.839;109.501;69.577;-84.932;-75.811;;106.79;196.91;216.615;155.163;250.497;106.862;65.037;184.786;-96.921
8680;235.241;112.361;81.797;-72.577;-81.051;;101.808;187.839;207.836;143.281;265.891;105.434;52.048;159.641;-108.199
8690;244.36;115.568;93.939;-59.999;-85.236;;97.479;176.439;199.651;129.436;280.441;104.468;39.326;135.483;-117.961
8700;253.703;119.182;105.88;-46.73;-89.563;;92.509;164.655;191.586;115.288;292.611;102.756;26.554;112.411;-128.363
8710;261.403;122.901;117.741;-32.903;-93.066;;86.366;151.876;183.201;101.141;304.588;100.692;14.863;89.059;-138.606
8720;269.102;126.953;129.567;-19.326;-95.509;;80.09;139.302;174.058;88.27;315.705;98.428;3.956;66.806;-148.901
8730;273.851;130.709;141.276;-6.932;-97.028;;71.877;125.505;163.825;74.655;326.599;94.967;-6.647;45.018;-159.251
8740;277.452;134.572;153.275;3.229;-98.713;;64.029;112.549;151.345;59.76;335.317;91.392;-17.032;25.276;-169.473
8750;280.08;138.505;164.586;11.716;-100.346;;55.364;97.994;138.188;42.273;339.274;87.732;-26.194;8.519;-179.465
8760;279.679;142.725;174.415;19.483;-101.444;;45.615;84.28;123.189;24.814;340.519;86.05;-34.566;-9.937;-189.429
8770;279.277;146.694;182.855;26.88;-102.181;;36.266;69.688;110.412;7.509;341.599;83.766;-42.553;-29.164;-198.248
8780;275.873;148.832;191.472;34.341;-102.978;;24.578;54.88;97.393;-10.368;342.854;82.028;-50.727;-47.086;-205.366
8790;270.137;150.114;199.029;41.683;-103.443;;13.305;39.512;83.717;-26.232;344.019;80.152;-56.886;-63.99;-210.377
8800;263.131;152.098;206.218;48.694;-103.415;;4.388;23.052;68.96;-40.837;338.324;77.148;-61.23;-78.226;-213.806
8810;256.855;153.178;213.083;55.986;-102.505;;-8.251;6.949;52.462;-55.808;331.346;73.571;-65.349;-93.102;-216.812
8820;250.6;151.687;219.243;62.552;-101.159;;-22.727;-8.328;33.948;-69.641;324.134;69.87;-69.135;-107.617;-219.517
8830;244.646;149.011;224.523;67.072;-98.281;;-32.927;-23.185;15.139;-84.047;315.49;65.843;-73.775;-121.71;-222.359
8840;238.117;143.811;228.833;71.037;-94.052;;-41.57;-38.146;-4.203;-99.174;306.817;60.586;-79.183;-133.715;-224.343
8850;232.127;138.432;233.299;74.368;-89.978;;-49.505;-53.825;-22.406;-114.014;297.259;54.145;-84.663;-144.043;-225.08
8860;226.239;133.523;238.174;77.439;-85.903;;-58.109;-69.512;-40.888;-128.281;285.91;47.567;-89.487;-153.807;-224.723
8870;220.461;127.567;241.488;81.382;-81.646;;-66.993;-83.248;-54.594;-140.028;273.182;41.76;-92.775;-163.534;-224.207
8880;214.703;121.719;243.207;83.95;-77.583;;-73.935;-96.589;-64.753;-151.47;257.083;36.259;-95.626;-171.472;-223.383
8890;208.999;115.701;243.548;85.771;-73.054;;-80.05;-106.49;-74.182;-161.817;237.341;30.317;-98.125;-177.996;-222.628
8900;202.501;109.734;242.044;87.106;-68.743;;-84.159;-114.738;-85.379;-170.826;217.654;23.954;-99.817;-184.724;-221.826
8910;195.337;104.646;240.228;88.342;-65.091;;-87.56;-123.143;-96.257;-179.767;195.159;16.272;-101.574;-192.452;-220.924
8920;188.331;98.843;237.43;90.075;-61.808;;-90.731;-130.153;-108.008;-187.375;172.581;7.796;-104.123;-200.258;-220.68
8930;183.142;93.491;233.321;93.007;-58.51;;-93.971;-137.363;-117.12;-196.745;147.676;-0.108;-107.432;-208.063;-220.578
8940;178.127;87.521;228.614;96.437;-55.721;;-98.411;-142.399;-125.804;-204.723;121.908;-7.513;-109.324;-216.196;-220.326
8950;171.848;80.429;223.778;99.223;-52.873;;-101.97;-147.651;-135.778;-212.886;95.906;-14.532;-110.13;-224.179;-219.644
8960;165.178;71.246;218.912;101.269;-48.277;;-106.568;-152.743;-145.792;-220.959;70.12;-23.188;-111.455;-231.149;-218.272
8970;158.77;60.851;213.53;102.57;-42.721;;-111.386;-158.759;-155.945;-229.292;43.909;-32.873;-111.899;-237.884;-216.368
8980;155.913;50.343;207.348;104.948;-36.771;;-116.542;-164.174;-165.341;-238.266;17.705;-42.786;-111.505;-243.135;-214.335
8990;152.652;40.428;200.879;108.846;-30.805;;-121.538;-169.621;-174.461;-246.248;-6.766;-51.259;-111.189;-248.276;-211.79
9000;146.663;30.676;194.352;114.366;-24.186;;-125.528;-173.897;-183.703;-250.988;-29.092;-56.895;-109.619;-253.468;-208.819
9010;140.441;21.026;187.357;120.571;-17.919;;-129.519;-179.601;-190.698;-255.561;-51.226;-62.324;-106.263;-256.269;-205.768
9020;134.412;10.879;179.348;126.419;-12.49;;-133.557;-184.181;-196.349;-257.022;-74.335;-66.633;-101.834;-255.766;-202.44
9030;129.651;1.126;170.106;131.705;-7.599;;-138.513;-187.2;-200.172;-257.723;-97.237;-71.774;-96.684;-253.69;-198.63
9040;124.753;-8.851;161.087;136.876;-2.652;;-143.395;-188.634;-202.792;-259.081;-118.835;-76.555;-91.309;-250.681;-194.825
9050;118.377;-18.894;151.483;141.371;2.794;;-148.45;-188.695;-205.603;-261.24;-136.255;-80.817;-83.604;-246.714;-191.348
9060;110.491;-28.203;142.341;144.439;8.924;;-152.266;-189.057;-206.152;-262.799;-152.001;-82.977;-75.634;-240.939;-186.279
9070;102.661;-35.737;133.626;146.008;15.146;;-153.726;-188.806;-206.581;-262.829;-167.865;-86.057;-66.072;-232.352;-181.25
9080;95.251;-43.903;124.852;146.76;20.295;;-155.75;-189.022;-207.069;-262.899;-183.937;-88.487;-55.531;-222.432;-175.462
9090;87.481;-50.155;115.059;147.676;25.086;;-159.291;-186.759;-207.237;-260.807;-200.057;-90.49;-44.237;-211.75;-167.637
9100;78.073;-56.284;105.218;147.025;30.592;;-162.626;-184.185;-207.207;-258.354;-215.062;-91.292;-32.103;-198.88;-157.64
9110;68.53;-62.681;95.292;144.223;35.459;;-165.279;-183.406;-207.652;-255.123;-227.779;-91.397;-18.93;-184.059;-147.436
9120;58.938;-67.716;86.666;139.997;40.445;;-167.956;-183.43;-209.138;-249.523;-240.057;-91.782;-6.417;-167.885;-136.422
9130;49.314;-71.975;77.826;135.35;44.961;;-169.833;-184.092;-211.046;-242.083;-247.477;-91.919;5.81;-150.257;-124.927
9140;39.015;-75.357;71.128;130.53;48.805;;-170.699;-184.115;-213.101;-233.301;-251.506;-90.905;16.661;-131.879;-111.966
9150;29.366;-78.739;64.899;125.534;52.12;;-171.454;-183.406;-214.338;-226.879;-255.615;-89.411;27.743;-113.887;-98.087
9160;21.139;-81.261;58.897;120.913;55.074;;-172.743;-181.982;-215.262;-220.401;-257.519;-86.788;39.197;-95.006;-82.014
9170;12.844;-81.873;52.495;115.84;58.553;;-173.61;-180.932;-215.312;-212.917;-259.477;-84.019;49.891;-75.214;-66.291
9180;6.357;-81.891;46.741;109.532;61.939;;-173.919;-179.331;-214.586;-203.163;-259.046;-81.848;60.739;-55.657;-49.094
9190;1.575;-81.21;41.23;101.532;65.749;;-171.942;-178.13;-212.851;-193.415;-258.214;-80.571;71.879;-35.479;-31.458
9200;-3.33;-79.436;35.684;93.292;68.768;;-168.566;-176.383;-210.008;-182.388;-257.313;-79.052;82.366;-16.074;-12.866
9210;-6.777;-75.366;29.945;84.219;70.229;;-164.659;-173.088;-206.357;-170.974;-256.852;-75.497;94.014;4.348;6.906
9220;-10.223;-69.764;24.505;74.709;70.4;;-160.294;-171.415;-201.677;-158.299;-255.552;-70.643;104.982;25.313;27.167
9230;-14.566;-64.157;19.657;64.182;69.906;;-155.618;-170.521;-196.548;-143.768;-253.731;-64.043;116.07;46.877;46.92
9240;-18.644;-58.902;15.393;52.509;68.859;;-150.571;-166.397;-190.12;-129.306;-251.028;-57.417;128.083;69.866;67.03
9250;-20.823;-53.76;11.756;40.441;66.96;;-145.934;-163.112;-183.252;-114.601;-248.459;-52.059;140.044;92.149;88.432
9260;-21.316;-49.247;6.399;27.447;64.372;;-140.774;-157.521;-173.513;-99.89;-245.451;-47.255;150.756;114.241;110.887
9270;-21.808;-45.286;1.822;14.461;61.621;;-134.832;-152.295;-161.868;-89.058;-240.374;-43.599;160.319;135.121;133.13
9280;-22.178;-42.146;-0.487;2.127;58.89;;-127.786;-147.585;-151.662;-79.719;-235.021;-40.039;169.677;154.469;155.138
9290;-21.217;-38.996;-2.368;-10.546;55.857;;-119.898;-139.706;-141.199;-70.31;-230.028;-37.103;178.498;174.215;176.866
9300;-17.759;-36.614;-3.629;-22.785;52.563;;-111.946;-131.228;-129.375;-62.261;-224.868;-33.534;184.538;193.447;199.315
9310;-12.116;-34.352;-4.855;-33.967;48.204;;-103.714;-122.317;-117.204;-54.211;-218.588;-29.603;190.204;211.524;220.349
9320;-6.494;-31.786;-6.174;-44;43.108;;-95.596;-109.487;-103.21;-44.463;-211.244;-24.436;195.479;227.968;240.724
9330;-1.408;-28.041;-7.429;-53.626;37.848;;-86.163;-96.625;-88.914;-30.579;-203.352;-19.436;200.828;243.134;259.648
9340;3.563;-24.186;-8.164;-63.468;31.938;;-76.428;-86.332;-74.29;-16.585;-193.979;-15.855;206.641;257.811;275.818
9350;9.054;-19.183;-8.876;-71.999;25.229;;-66.691;-72.92;-59.883;-3.625;-181.472;-13.274;209.792;271.463;289.781
9360;14.706;-13.745;-8.88;-79.32;17.932;;-56.538;-58.189;-45.244;9.335;-168.481;-11.101;211.422;284.695;302.412
9370;20.345;-7.361;-8.662;-86.265;10.263;;-47.084;-43.778;-30.212;19.59;-156.371;-7.247;212.132;296.625;313.539
9380;26.138;-0.734;-7.324;-93.117;3.098;;-35.247;-31.29;-15.772;30.125;-145.65;-3.927;211.513;306.025;321.99
9390;32.534;5.804;-6.481;-100.11;-4.647;;-24.248;-19.345;-1.577;40.509;-135.177;-0.44;210.345;312.421;326.258
9400;39.73;11.052;-5.204;-106.825;-13.277;;-12.924;-8.127;14.137;54.823;-123.986;2.833;208.226;316.73;327.568
9410;45.01;15.981;-4.96;-114.299;-21.796;;-1.557;2.534;29.53;72.138;-112.615;6.59;203.93;320.519;326.352
9420;50.193;19.691;-4.513;-121.408;-31.011;;9.497;12.99;45.723;87.978;-100.275;12.018;197.583;322.503;323.748
9430;52.371;22.756;-3.463;-127.552;-41.432;;20.512;24.094;61.469;106.298;-85.923;16.495;189.968;322.414;318.876
9440;54.221;25.957;-2.161;-133.572;-52.269;;30.283;35.659;76.295;124.756;-71.629;21.135;181.632;318.257;313.328
9450;56.546;28.917;-0.033;-139.994;-62.572;;38.514;46.655;92.339;146.912;-55.455;27.775;172.702;312.152;308.102
9460;58.074;30.353;2.428;-145.263;-71.961;;46.946;57.204;107.823;166.748;-38.778;33.396;162.436;304.032;301.334
9470;59.548;31.566;5.284;-149.612;-80.432;;55.063;68.741;122.197;184.948;-21.735;38.961;151.913;295.417;293.474
9480;59.498;33.004;8.237;-152.521;-88.887;;63.764;80.997;135.804;200.268;-4.452;42.847;140.742;285.279;284.95
9490;59.29;33.953;10.857;-154.479;-97.121;;72.425;90.161;147.796;215.257;12.327;45.781;128.011;272.914;274.109
9500;58.8;34.923;12.879;-156.291;-105.062;;78.683;101.941;159.866;224.263;29.781;50.372;113.259;260.117;260.215
9510;58.541;34.222;17.24;-157.521;-112.588;;84.273;113.72;169.161;233.236;47.309;55.71;98.508;247.519;245.528
