timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;;06: bdA-.1;07: bdA-.2;08: bdA-.3;09: crybdIm1-.1;10: crybdIm1-.2;11: crybdIm1-.3;12: frq1+.1;13: frq1+.2;14: frq1+.3
3390;157.239;-55.523;139.484;-97.106;-53.786;;19.225;-0.938;-41.371;-45.429;94.403;44.741;31.691;-16.065;-88.594
3400;153.574;-67.756;135.254;-90.29;-55.308;;12.308;-3.509;-41.164;-50.171;80.578;34.444;49.177;5.353;-66.862
3410;149.771;-78.023;130.863;-83.473;-57.139;;4.15;-6.68;-41.081;-53.211;66.461;23.843;66.445;25.874;-43.688
3420;146.177;-86.393;127.087;-76.527;-58.531;;-3.081;-9.088;-42.688;-56.251;53.047;12.112;84.127;47.761;-18.61
3430;142.554;-93.306;125.4;-70.92;-60.957;;-10.01;-8.989;-43.155;-59.291;40.313;3.622;101.063;72.09;6.16
3440;138.876;-98.148;122.95;-65.313;-62.669;;-15.138;-9.378;-43.621;-60.538;27.874;-2.53;119.582;95.259;31.297
3450;134.648;-102.483;119.716;-59.706;-64.124;;-18.072;-9.65;-42.517;-61.785;17.097;-7.273;137.811;119.821;55.844
3460;130.337;-105.517;117.961;-53.644;-65.586;;-20.006;-11.401;-42.294;-63.829;4.386;-11.512;154.982;144.519;81.181
3470;126.753;-106.072;117.692;-47.982;-67.772;;-23.501;-12.552;-41.691;-65.873;-6.804;-15.506;170.53;169.746;106.855
3480;123.686;-106.828;117.72;-42.32;-69.959;;-25.727;-12.658;-40.641;-67.917;-15.794;-19.68;185.486;194.381;132.623
3490;120.891;-106.048;116.97;-36.658;-72.793;;-29.833;-12.564;-39.524;-69.32;-24.794;-22.995;199.177;218.288;157.415
3500;119.571;-106.214;115.848;-32.277;-75.414;;-32.463;-11.458;-40.167;-70.723;-32.2;-24.582;211.396;241.71;181.192
3510;119.708;-106.061;113.101;-26.723;-77.214;;-34.309;-10.79;-37.897;-72.119;-38.526;-26.087;223.332;263.819;204.794
3520;120.615;-103.317;109.73;-21.168;-79.199;;-36.154;-11.341;-35.709;-73.514;-42.948;-26.699;234.967;284.927;228.203
3530;121.761;-96.963;105.923;-17.778;-80.629;;-37.814;-11.484;-31.626;-74.91;-47.152;-28.433;245.872;303.668;249.746
3540;119.956;-90.778;102.019;-14.24;-82.27;;-35.512;-9.033;-29.617;-74.949;-50.63;-29.098;255.783;321.723;270.443
3550;117.999;-86.019;98.956;-10.702;-83.87;;-33.21;-5.577;-27.607;-74.988;-53.223;-28.686;261.879;336.977;289.328
3560;114.545;-81.895;96.172;-7.164;-85.659;;-30.094;-1.382;-24.48;-74.135;-55.257;-27.397;265.323;352.063;306.252
3570;110.662;-78.509;94.444;-3.869;-87.448;;-26.497;5.092;-18.31;-73.283;-56.822;-26.132;268.36;366.543;322.388
3580;108.257;-75.164;92.832;-1.633;-88.513;;-22.899;13.364;-11.83;-72.43;-55.568;-25.75;269.566;381.194;337.713
3590;105.862;-71.595;92.607;0.603;-89.612;;-17.152;21.383;-4.406;-73.265;-53.914;-25.794;269.412;391.021;351.452
3600;104.088;-67.87;91.462;2.839;-89.41;;-12.338;25.949;2.921;-74.099;-52.415;-26.61;267.123;400.312;363.063
3610;103.088;-62.982;88.352;4.255;-88.801;;-6.644;30.308;10.589;-75.243;-51.139;-26.181;262.763;409.743;373.931
3620;104.225;-57.465;85.469;6.167;-87.448;;-1.657;33.542;17.782;-76.386;-50.828;-24.949;257.828;416.25;382.454
3630;103.637;-51.622;83.113;8.079;-86.131;;3.472;35.541;25.079;-77.53;-49.923;-22.348;252.541;422.226;388.701
3640;102.999;-46.364;81.746;9.71;-84.979;;8.88;38.142;31.481;-78.444;-50.378;-22.074;244.553;424.037;393.657
3650;102.312;-41.058;80.819;11.639;-83.017;;16.014;40.903;36.909;-79.359;-53.161;-21.994;236.108;424.061;397.472
3660;101.774;-35.717;79.161;13.887;-81.054;;22.468;43.428;42.337;-77.473;-56.08;-20.521;226.501;422.433;399.101
3670;100.985;-31.746;77.673;16.135;-81.989;;29.763;43.286;46.284;-75.588;-60.559;-19.087;214.836;418.818;397.386
3680;100.312;-28.892;78.072;19.433;-82.931;;35.52;39.383;48.603;-73.702;-66;-17.577;202.719;411.495;393.665
3690;99.018;-26.366;79.448;21.914;-84.932;;41.277;36.07;51.032;-65.899;-71.626;-18.39;188.687;403.91;387.181
3700;97.655;-22.23;79.705;24.396;-87.324;;44.254;31.575;52.69;-58.097;-76.523;-21.291;175.23;393.501;379.308
3710;95.415;-17.397;78.094;26.877;-89.858;;46.153;28.426;53.505;-53.454;-79.742;-23.633;161.298;381.215;370.497
3720;93.834;-12.327;76.222;29.324;-92.039;;48.052;23.788;54.517;-48.811;-82.121;-25.697;148.159;365.55;360.019
3730;89.917;-6.196;73.895;31.657;-94.964;;50.303;18.389;52.459;-44.168;-84.588;-27.932;135.292;348.305;348.921
3740;82.846;0.556;73.223;33.989;-96.554;;51.121;13.448;50.36;-45.917;-85.499;-30.501;121.892;330.681;336.952
3750;75.339;7.666;73.829;36.321;-98.097;;51.939;8.123;47.799;-47.666;-87.091;-34.17;107.977;311.003;323.685
3760;66.566;11.93;74.488;36.618;-100.931;;52.011;3.317;45.454;-49.241;-89.2;-38.222;91.208;289.065;308.978
3770;56.709;16.903;75.699;36.834;-103.648;;51.771;-2.214;43.109;-50.817;-93.199;-41.95;71.392;265.193;291.93
3780;45.652;21.197;76.578;37.051;-107.606;;51.011;-8.499;40.108;-52.392;-97.367;-44.946;50.823;241.789;274.392
3790;36.177;25.483;78.665;36.748;-111.252;;44.658;-16.756;37.892;-54.167;-102.13;-48.629;29.568;217.066;257.345
3800;26.646;27.865;77.95;36.196;-113.979;;37.629;-25.888;35.677;-55.942;-105.972;-51.554;8.899;193.103;239.404
3810;17.051;29.379;77.472;34.164;-116.292;;31.32;-35.379;32.537;-56.855;-109.527;-54.949;-11.29;167.643;219.603
3820;6.345;30.039;75.088;32.132;-117.252;;19.789;-45.17;27.486;-57.768;-113.397;-58.005;-31.699;141.155;197.426
3830;-4.691;31.481;72.466;30.794;-117.717;;7.018;-54.932;21.275;-58.681;-117.692;-60.719;-51.949;114.28;174.116
3840;-15.392;32.378;68.844;30.149;-118.189;;-6.331;-64.015;12.807;-57.037;-123.226;-63.15;-70.829;91.315;148.604
3850;-26.148;32.557;64.532;29.503;-119.105;;-19.047;-71.043;3.739;-55.393;-127.72;-66.589;-89.357;66.75;123.443
3860;-37.026;32.052;60.912;28.858;-119.786;;-31.243;-78.703;-5.559;-55.186;-132.132;-70.69;-106.404;43.12;96.243
3870;-50.367;31.459;55.338;27.614;-120.294;;-42.11;-84.319;-13.861;-54.979;-135.539;-75.535;-121.201;21.062;67.766
3880;-63.479;31.052;48.179;25.64;-121.095;;-52.701;-90.81;-22.163;-54.772;-139.106;-80.957;-135.957;-1.337;38.995
3890;-77.8;30.557;39.901;23.666;-120.196;;-63.291;-97.843;-30.326;-55.076;-142.753;-84.079;-148.206;-23.633;10.09
3900;-92.618;28.022;30.793;21.692;-120.481;;-76.273;-104.714;-38.938;-55.379;-143.817;-87.892;-159.126;-46.258;-18.106
3910;-107.552;23.861;22.117;19.15;-119.619;;-89.371;-112.033;-47.833;-58.196;-144.826;-91.706;-170.437;-67.84;-45.79
3920;-122.818;19.885;12.328;16.175;-115.292;;-102.469;-117.792;-56.25;-61.012;-144.658;-94.854;-182.083;-89.273;-72.128
3930;-139.059;16.321;0.208;13.2;-110.945;;-114.287;-122.298;-64.259;-63.829;-144.29;-97.884;-193.25;-110.972;-97.502
3940;-156.079;11.829;-12.312;11.145;-103.903;;-125.577;-127.517;-71.288;-73.279;-144.68;-99.326;-204.196;-133.392;-121.571
3950;-173.25;5.567;-24.041;9.069;-96.862;;-134.986;-131.076;-80.756;-82.728;-145.69;-100.221;-215.534;-154.735;-144.614
3960;-189.028;-1.203;-34.905;8.513;-87.306;;-144.541;-134.972;-90.651;-87.098;-146.379;-101.181;-226.142;-175.356;-167.65
3970;-205.095;-8.359;-45.727;7.957;-77.578;;-154.294;-137.481;-100.375;-91.468;-146.659;-102.43;-236.662;-193.818;-189.462
3980;-219.73;-16.332;-56.254;7.357;-65.488;;-164.727;-139.881;-108.352;-95.837;-146.714;-103.916;-247.434;-211.025;-210.465
3990;-232.301;-26.772;-67.421;3.59;-54.08;;-172.026;-142.597;-116.328;-93.706;-146.305;-106.574;-257.177;-228.873;-230.094
4000;-245.175;-35.79;-78.748;-0.177;-41.27;;-179.566;-145.353;-123.839;-91.575;-145.527;-108.91;-266.746;-246.33;-248.392
4010;-255.756;-42.728;-89.486;-3.943;-26.423;;-185.95;-148.37;-129.623;-93.294;-144.869;-112.261;-273.712;-260.125;-265.406
4020;-264.542;-50.839;-100.251;-7.637;-11.521;;-191.999;-152.019;-134.981;-95.012;-144.081;-115.381;-277.879;-271.073;-280.292
4030;-272.612;-61.81;-110.807;-12.542;6.821;;-194.807;-155.309;-140.637;-96.731;-143.469;-118.932;-279.961;-283.185;-294.338
4040;-279.684;-73.537;-122.899;-17.447;25.163;;-195.204;-157.822;-146.073;-98.628;-142.857;-121.96;-280.047;-292.93;-308.254
4050;-286.701;-83.665;-132.623;-22.352;45.739;;-196.861;-159.972;-152.666;-100.524;-143.575;-125.206;-279.112;-301.091;-321.55
4060;-291.512;-91.935;-142.492;-25.88;66.13;;-198.517;-162.102;-159.135;-101.334;-145.568;-128.513;-277.508;-308.323;-332.677
4070;-295.19;-99.909;-150.914;-29.339;88.127;;-198.836;-165.658;-165.749;-102.143;-147.921;-132.367;-275.894;-313.872;-341.461
4080;-299.163;-106.756;-159.497;-32.799;109.563;;-198.716;-170.054;-170.945;-102.953;-150.284;-135.47;-274.731;-318.81;-349.066
4090;-302.687;-115.055;-167.472;-36.778;132.581;;-198.596;-174.532;-175.07;-102.288;-152.567;-138.263;-273.731;-324.862;-354.41
4100;-306.466;-122.807;-174.499;-40.612;154.039;;-199.637;-178.292;-179.196;-101.623;-154.996;-140.434;-272.167;-331.034;-359.148
4110;-310.785;-131.039;-181.566;-41.047;175.531;;-200.914;-181.852;-183.665;-99.174;-158.458;-142.564;-270.194;-337.999;-361.141
4120;-314.654;-140.974;-187.124;-41.481;196.662;;-202.192;-185.468;-187.583;-96.724;-161.92;-146.092;-268.041;-344.555;-361.401
4130;-316.841;-152.408;-191.363;-40.724;217.793;;-203.04;-189.731;-191.723;-94.275;-164.652;-148.928;-265.571;-350.148;-361.037
4140;-317.371;-162.83;-193.732;-37.862;238.032;;-203.091;-194.979;-194.047;-92.019;-166.629;-151.902;-263.484;-354.48;-359.985
4150;-317.374;-172.248;-194.153;-35;258.436;;-202.382;-200.103;-194.49;-89.764;-169.058;-154.364;-260.662;-358.308;-358.513
4160;-317.124;-179.716;-194.764;-32.138;277.21;;-201.45;-203.85;-195.083;-88.68;-172.099;-156.866;-255.563;-361.792;-356.877
4170;-316.276;-186.302;-194.971;-28.808;294.836;;-199.8;-207.083;-195.628;-87.596;-175.301;-159.108;-248.303;-363.862;-355.152
4180;-315.269;-191.981;-194.538;-24.508;313.007;;-198.506;-209.862;-196.145;-86.512;-178.404;-160.397;-240.451;-364.648;-351.96
4190;-314.043;-197.113;-192.792;-20.207;329.367;;-196.719;-212.281;-198.421;-85.418;-180.894;-161.615;-232.654;-363.222;-348.054
4200;-313.363;-200.847;-190.686;-15.906;345.692;;-194.211;-214.455;-198.294;-84.324;-182.953;-162.728;-225.079;-361.415;-343.31
4210;-312.956;-203.756;-188.535;-13.015;357.926;;-191.592;-216.039;-198.167;-82.208;-184.077;-164.313;-217.019;-360.034;-338.281
4220;-312.708;-206.771;-187.262;-10.561;370.159;;-187.968;-217.345;-199.469;-80.092;-185.037;-166.481;-208.366;-358.491;-332.607
4230;-311.283;-210.459;-186.069;-8.108;380.159;;-184.345;-218.12;-201.054;-77.977;-185.876;-169.076;-199.055;-356.407;-326.237
4240;-308.556;-213.062;-184.821;-2.446;390.014;;-179.927;-217.295;-202.597;-77.845;-186.034;-170.383;-189.143;-351.745;-319.953
4250;-305.317;-215.847;-184.105;0.559;396.125;;-174.012;-216.273;-201.92;-77.714;-186.593;-169.599;-179.494;-345.894;-313.701
4260;-301.934;-220.234;-183.503;3.563;400.244;;-168.098;-213.407;-201.473;-74.719;-186.433;-168.21;-169.052;-340.448;-307.077
4270;-298.877;-224.436;-182.876;6.567;404.454;;-162.377;-208.741;-198.263;-71.723;-186.451;-166.334;-157.817;-333.6;-300.847
4280;-296.726;-226.868;-181.248;10.582;406.025;;-159.392;-203.397;-193.036;-68.727;-185.152;-164.788;-146.303;-323.492;-295.055
4290;-295.152;-228.248;-179.794;13.894;407.713;;-156.407;-198.21;-187.698;-62.652;-182.619;-163.575;-133.851;-311.537;-288.95
4300;-293.291;-228.888;-178.789;17.206;406.065;;-150.072;-193.702;-181.782;-56.578;-179.967;-161.553;-120.968;-297.869;-282.803
4310;-291.943;-229.85;-177.948;20.517;404.417;;-144.535;-189.581;-176.215;-50.039;-176.652;-159.731;-108.023;-283.004;-275.717
4320;-290.299;-230.956;-176.79;23.76;398.695;;-138.679;-183.273;-170.648;-43.499;-173.412;-157.604;-93.981;-266.564;-266.201
4330;-288.092;-233.754;-174.785;27.182;392.919;;-132.266;-176.801;-165.731;-36.96;-171.532;-155.469;-77.419;-248.023;-254.979
4340;-285.946;-235.221;-173.876;30.604;384.135;;-124.199;-170.199;-160.455;-29.713;-170.524;-153.272;-58.338;-227.752;-244.021
4350;-283.123;-237.308;-172.514;34.026;376.537;;-115.131;-164.196;-155.483;-22.466;-168.756;-149.801;-37.677;-204.937;-232.412
4360;-280.679;-238.772;-171.286;34.428;370.15;;-106.393;-158.167;-149.731;-11.652;-164.938;-145.51;-16.239;-180.004;-219.106
4370;-276.887;-239.342;-170.697;34.829;362.279;;-98.415;-152.084;-144.204;-0.839;-160.269;-140.534;4.956;-154.092;-203.97
4380;-271.189;-238.044;-170.572;35.23;354.497;;-90.443;-144.241;-137.855;9.975;-155.96;-134.377;26.695;-128.177;-187.473
4390;-265.448;-236.201;-170.705;33.561;343.084;;-81.367;-136.019;-131.934;20.458;-150.015;-127.123;49.125;-102.283;-169.943
4400;-260.023;-232.927;-170.563;31.552;331.672;;-70.771;-125.748;-125.985;30.941;-144.156;-119.785;71.87;-75.417;-150.459
4410;-254.73;-229.79;-170.626;29.542;317.43;;-60.382;-114.721;-119.534;41.321;-137.417;-111.702;93.425;-47.63;-130.137
4420;-248.343;-224.571;-170.37;27.532;303.258;;-49.121;-103.461;-110.644;51.702;-130.088;-103.059;114.127;-19.657;-107.723
4430;-238.859;-220.87;-169.839;24.331;287.088;;-37.861;-90.08;-101.754;62.083;-123.072;-95.058;135.321;9.48;-85.098
4440;-227.499;-216.702;-169.774;20.24;270.76;;-26.719;-76.512;-90.924;70.77;-114.466;-86.669;156.406;38.295;-61.764
4450;-215.641;-212.928;-169.862;16.149;254.091;;-15.157;-64.542;-77.228;79.457;-106.477;-77.142;177.436;66.673;-37.741
4460;-203.508;-206.964;-170.083;12.058;238.237;;-3.596;-51.932;-63.476;87.341;-96.888;-67.672;197.372;94.491;-12.966
4470;-192.145;-198.24;-169.183;8.363;222.521;;8.004;-40.229;-47.466;95.225;-86.04;-55.72;215.966;121.924;12.099
4480;-182.406;-188.287;-167.349;4.014;207.73;;21.556;-25.259;-30.863;103.109;-75.499;-43.201;233.55;149.156;37.367
4490;-172.83;-178.982;-165.007;-0.335;192.938;;33.948;-10.731;-14.12;112.804;-65.519;-30.687;250.734;175.127;62.885
4500;-162.141;-168.338;-162.895;-2.164;181.797;;48.214;3.728;1.292;122.499;-56.088;-19.425;268.09;200.268;88.524
4510;-151.423;-154.855;-161.043;-3.938;170.829;;64.204;16.003;16.705;134.048;-47.17;-8.114;286.455;223.927;113.396
4520;-139.652;-141.425;-159.51;-5.752;158.681;;80.115;26.29;29.379;145.597;-37.32;1.957;303.959;245.977;138.593
4530;-126.567;-127.183;-156.159;-7.503;146.694;;96.63;36.818;41.669;157.057;-28.519;12.134;320.185;266.237;163.455
4540;-111.745;-113.182;-152.287;-8.779;133.742;;113.666;48.746;53.959;167.274;-20.237;22.048;334.019;284.452;187.852
4550;-94.851;-98.85;-147.942;-9.869;121.338;;129.177;61.288;73.055;177.175;-12.377;31.959;344.583;301.615;211.909
4560;-77.978;-84.524;-143.727;-10.972;107.709;;146.626;75.997;95.119;185.025;-4.716;43.807;355.003;319.203;235.028
4570;-60.243;-69.771;-138.821;-12.028;94.2;;164.556;89.939;117.265;192.874;4.592;54.855;364.306;334.677;256.063
4580;-42.412;-53.698;-133.498;-13.359;80.712;;182.524;103.806;138.48;200.828;17.699;66.405;370.444;347.73;275.321
4590;-23.676;-37.67;-128.423;-14.739;66.823;;197.521;120.632;159.455;208.949;31.465;80.116;372.21;358.131;293.532
4600;-3.674;-21.734;-124.302;-16.12;52.956;;212.519;137.698;185.778;217.07;45.913;92.814;371.328;365.495;309.48
4610;16.072;-6.472;-120.35;-17.501;37.486;;229.561;155.999;206.797;220.658;58.339;106.079;367.97;368.572;323.803
4620;35.302;9.822;-114.928;-19.019;22.64;;246.77;176.059;227.817;224.246;70.472;121.023;364.135;367.319;335.885
4630;52.55;26.971;-109.586;-21.179;7.11;;263.978;194.291;248.577;227.737;82.945;134.479;357.706;364.479;346.491
4640;69.047;42.68;-103.498;-23.519;-5.452;;277.858;213.512;269.102;230.327;93.865;148.291;349.174;359.663;354.014
4650;85.975;58.593;-97.741;-25.372;-19.448;;287.623;228.172;289.731;232.917;111.97;161.695;339.012;353.306;357.836
4660;102.966;74.588;-91.302;-27.578;-28.77;;297.506;242.161;311.08;237.608;132.806;174.925;327.262;344.481;360.163
4670;118.429;88.236;-85.29;-30.183;-37.85;;306.463;263.63;331.386;242.279;153.063;190.425;313.794;333.695;359.495
4680;132.59;100.619;-79.968;-33.023;-46.246;;314.327;282.974;351.327;246.949;173.879;207.549;299.695;321.188;356.799
4690;146.592;111.909;-74.423;-34.829;-54.648;;321.556;300.24;370.64;249.302;193.119;224.097;285.087;307.875;352.748
4700;160.833;122.6;-68.153;-36.31;-63.601;;326.789;314.866;386.183;251.655;211.589;239.186;269.872;295.459;347.897
4710;175.012;132.557;-60.803;-37.64;-71.208;;331.552;328.324;399.916;248.401;229.69;253.891;253.374;284.113;341.157
4720;190.466;142.341;-53.756;-38.825;-77.203;;335.208;341.712;408.525;244.913;246.497;266.925;234.96;272.488;333.003
4730;207.953;153.212;-47.135;-39.28;-83.27;;336.032;353.259;417.197;241.425;263.601;279.45;215.045;260.37;323.823
4740;225.419;164.826;-40.884;-39.236;-88.928;;334.575;364.461;421.586;235.942;282.96;291.774;194.029;247.938;314.33
4750;241.04;175.908;-34.989;-39.192;-96.414;;330.236;374.102;420.623;230.487;302.905;301.888;172.923;234.105;304.217
4760;256.481;185.597;-28.92;-39.154;-103.706;;323.178;381.068;419.661;222.233;323.483;309.49;149.56;218.728;293.738
4770;270.592;194.388;-22.495;-39.167;-109.764;;316.12;387.743;414.748;214.034;342.874;317.53;125.883;201.048;282.782
4780;282.319;202.694;-17.683;-38.786;-115.774;;307.281;391.699;408.389;205.836;361.27;324.832;102.357;183.124;270.526
4790;290.982;212.043;-12.313;-38.419;-120.792;;295.926;394.321;402.196;195.565;378.037;331.026;79.96;163.717;257.648
4800;297.441;220.941;-6.754;-38.259;-125.81;;284.639;394.959;387.661;185.316;395.218;337.068;60.661;143.579;242.836
4810;303.77;228.15;1.047;-37.865;-130.577;;273.15;392.817;370.646;174.352;408.877;342.926;41.41;122.426;227.132
4820;308.276;234.672;9.808;-36.839;-134.364;;258.735;389.633;353.59;163.27;416.793;349.383;22.855;100.059;209.73
4830;311.23;239.607;17.622;-35.812;-137.414;;244.003;385.13;338.953;152.41;421.979;354.139;5.15;77.545;191.988
4840;312.222;244.359;25.913;-35.406;-137.55;;230.052;373.931;324.316;139.472;425.287;352.241;-11.561;56.218;175.217
4850;310.171;248.421;35.512;-34.157;-137.452;;214.821;362.484;302.919;126.83;427.767;344.703;-26.502;35.532;159.24
4860;307.934;252.422;46.786;-32.799;-135.258;;197.692;347.277;283.246;111.618;428.379;335.985;-39.423;17.163;142.31
4870;303.728;255.917;58.581;-31.392;-133.077;;180.794;330.27;263.434;96.261;428.316;322.179;-52.152;2.465;125.034
4880;300.541;258.2;70.148;-29.957;-129.03;;163.495;312.716;241.564;80.972;427.932;307.734;-64.135;-9.721;108.796
4890;298.05;261.106;81.48;-28.033;-125.052;;147.382;292.946;219.174;66.814;425.281;291.372;-76.81;-21.055;94.63
4900;295.297;262.226;92.801;-26.109;-119.099;;130.977;276.052;196.508;52.434;415.37;273.843;-89.901;-33.314;81.651
4910;292.619;263.574;104.385;-24.157;-114.226;;113.011;260.039;171.761;36.168;397.538;257.639;-102.65;-44.292;69.291
4920;290.993;266.557;115.611;-21.737;-109.084;;94.913;233.021;146.099;19.902;379.203;238.978;-115.01;-54.222;56.297
4930;290.11;272.036;127.455;-19.223;-102.723;;77.964;206.113;120.334;3.622;360.228;218.537;-127.521;-64.913;44.331
4940;289.914;277.934;139.383;-16.614;-96.03;;61.874;180.486;94.301;-8.062;341.55;198.005;-139.423;-75.966;33.523
4950;290.276;283.512;149.68;-14.018;-88.051;;46.297;158.648;67.709;-19.843;318.623;176.108;-150.066;-87.697;23.527
4960;291.072;288.323;158.403;-11.193;-80.072;;30.141;137.53;41.625;-27.385;293.977;153.363;-160.007;-99.788;13.832
4970;291.639;290.178;166.303;-8.258;-73.657;;13.799;116.037;17.276;-34.927;268.789;130.535;-167.781;-110.823;4.447
4980;290.348;289.597;174.643;-5.323;-67.297;;-2.723;92.836;-7.156;-42.572;242.745;107.549;-173.855;-121.677;-4.658
4990;286.583;288.24;184.039;-2.252;-61.246;;-16.087;69.12;-28.465;-53.203;214.541;85.004;-178.479;-131.232;-13.924
5000;282.229;285.021;194.461;-0.181;-54.221;;-29.589;45.236;-45.461;-63.833;185.519;64.512;-181.786;-139.025;-24.88
5010;277.268;281.33;204.523;1.898;-47.88;;-42.086;24.506;-62.463;-74.593;155.905;46.196;-182.221;-145.142;-38.025
5020;272.764;277.538;213.978;3.956;-42.099;;-54.708;2.061;-75.095;-85.353;126.117;26.582;-181.297;-149.481;-53.2
5030;266.828;274.709;221.975;5.779;-36.236;;-67.051;-18.43;-87.981;-96.175;97.183;8.552;-180.979;-154.301;-68.465
5040;259.154;271.727;228.043;6.949;-30.199;;-78.309;-39.389;-101.451;-105.004;69.49;-9.619;-181.687;-157.272;-83.673
5050;249.505;266.691;233.123;8.201;-24.223;;-92.051;-59.214;-114.701;-113.833;41.44;-27.713;-183.582;-159.364;-96.811
5060;238.703;262.495;235.589;9.454;-17.622;;-106.408;-78.854;-127.95;-120.592;17.057;-47.499;-185.367;-160.677;-109.549
5070;228.112;256.109;236.174;9.909;-11.021;;-118.295;-98.77;-142.556;-127.116;-4.047;-69.007;-186.479;-160.641;-120.712
5080;216.777;248.487;235.654;10.423;-5.383;;-130.299;-117.61;-159.058;-133.64;-25.503;-90.554;-185.37;-160.561;-130.672
5090;205.386;239.117;232.686;11.041;-0.552;;-142.818;-132.804;-175.56;-140.03;-45.178;-107.967;-183.596;-160.876;-139.97
5100;195.11;230.495;227.594;10.328;3.007;;-154.177;-148.243;-189.361;-146.421;-64.469;-118.291;-184.862;-160.55;-148.582
5110;184.434;220.64;221.411;9.484;4.459;;-165.934;-161.703;-200.323;-149.963;-83.097;-128.895;-188.863;-159.6;-155.819
5120;174.486;210.025;214.185;8.73;5.884;;-177.513;-174.895;-210.815;-153.808;-101.647;-135.948;-192.534;-158.817;-162.397
5130;163.64;196.982;206.825;7.601;5.236;;-187.938;-188.106;-220.855;-157.134;-121.07;-144.436;-195.87;-158.396;-170.077
5140;152.277;182.177;197.815;5.57;3.741;;-198.48;-200.663;-230.255;-159.301;-138.24;-153.034;-197.352;-156.473;-179.575
5150;140.44;165.943;187.446;3.452;2.143;;-206.137;-213.599;-239.901;-159.345;-155.906;-160.553;-197.545;-152.561;-188.578
5160;127.803;147.964;174.85;1.098;0.084;;-212.487;-228.421;-247.583;-159.782;-169.298;-168.872;-196.821;-147.054;-196.684
5170;115.334;129.174;163.862;-1.695;-2.099;;-218.617;-239.574;-255.473;-160.068;-181.876;-177.287;-195.023;-139.509;-202.244
5180;101.061;109.243;152.208;-4.028;-5.523;;-224.24;-250.072;-263.839;-160.953;-194.208;-184.622;-192.897;-130.152;-207.201
5190;85.982;89.621;142.068;-5.626;-9.363;;-229.694;-259.793;-272.403;-159.977;-206.458;-191.957;-190.608;-120.192;-214.481
5200;70.861;71.266;134.33;-7.163;-13.588;;-235.375;-268.67;-281.458;-158.648;-213.261;-197.244;-188.047;-110.076;-221.179
5210;54.539;53.552;128.23;-8.259;-18.433;;-239.83;-277.239;-288.622;-155.261;-219.246;-201.468;-183.931;-99.539;-226.782
5220;38.577;38.204;121.374;-8.588;-22.931;;-244.335;-285.88;-293.382;-151.687;-225.708;-205.112;-179.657;-89.869;-231.801
5230;23.93;23.239;114.236;-7.495;-27.56;;-247.283;-291.356;-296.523;-147.415;-232.266;-208.538;-174.742;-80.21;-235.727
5240;10.262;9.601;106.494;-5.383;-32.419;;-250.615;-294.712;-298.81;-139.909;-238.316;-212.357;-168.761;-70.797;-237.079
5250;-4.594;-3.163;97.974;-2.163;-37.614;;-253.244;-296.084;-301.019;-132.472;-243.692;-215.538;-162.327;-60.039;-234.8
5260;-20.297;-15.211;89.415;1.549;-43.076;;-256.157;-298.421;-303.16;-125.259;-247.505;-218.571;-157.503;-49.065;-227.321
5270;-39.178;-26.977;81.24;5.185;-48.164;;-259.181;-298.966;-304.659;-117.948;-250.281;-220.085;-152.766;-35.978;-215.921
5280;-54.766;-39.178;75.001;10.084;-53.563;;-261.659;-299.663;-304.619;-110.601;-252.337;-221.114;-146.768;-21.128;-201.906
5290;-66.775;-51.12;69.514;15.771;-58.812;;-262.674;-299.532;-303.988;-104.219;-253.89;-220.175;-138.212;-4.847;-185.543
5300;-75.541;-60.774;63.309;20.641;-64.152;;-260.777;-299.295;-299.961;-97.865;-253.932;-219.203;-128.13;11.691;-169.063
5310;-82.014;-70.793;57.754;24.542;-69.47;;-258.651;-298.183;-295.935;-92.912;-253.396;-217.39;-117.491;28.728;-150.935
5320;-88.353;-78.819;51.364;27.451;-74.891;;-255.207;-296.509;-289.959;-86.599;-251.639;-214.45;-106.952;45.181;-132.927
5330;-93.491;-85.048;44.954;28.548;-79.801;;-251.481;-294.349;-284.382;-80.334;-249.841;-211.026;-96.71;62.575;-115.93
5340;-96.641;-88.67;39.265;28.411;-84.829;;-247.908;-291.919;-278.516;-72.15;-248.141;-206.443;-86.085;79.822;-99.204
5350;-97.148;-91.561;34.487;28.185;-88.672;;-243.851;-289.086;-274.492;-64.023;-246.943;-202.604;-72.661;97.232;-81.683
5360;-96.48;-93.623;29.372;27.971;-91.68;;-239.12;-285.097;-270.469;-55.56;-245.801;-197.172;-56.007;114.829;-63.876
5370;-96.341;-95.521;24.361;27.83;-95.163;;-234.72;-280.32;-266.894;-47.417;-244.128;-191.823;-38.728;132.579;-46.652
5380;-96.349;-96.564;19.715;27.972;-97.924;;-229.701;-275.114;-261.246;-40.117;-240.935;-185.076;-19.154;149.203;-28.589
5390;-95.32;-97.841;16.37;28.167;-100.116;;-224.799;-268.975;-255.48;-32.721;-237.583;-177.008;1.476;163.328;-8.622
5400;-93.623;-98.05;14.708;28.232;-102.168;;-220.343;-262.499;-246.881;-27.286;-232.538;-168.706;21.746;177.102;11.521
