timepoints (min);31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.3;41: wc-1-.1;42: wc-1-.3;43: wc-2-.1;44: wc-2-.2;45: wc-2-.3
2680;-2.206;34.415;-30.15;-67.952;27.338;-37.472;-49.274;-2.462;-12.796;56.49;21.622;-6.139;-18.138;13.248;-36.447
2690;-4.829;35.132;-20.087;-66.203;26.779;-36.524;-44.97;-3.352;-9.343;61.005;18.887;-5.756;-19.614;16.01;-35.917
2700;-6.372;34.237;-6.988;-64.454;25.701;-35.957;-40.796;-4.306;-6.281;65.259;16.034;-5.481;-21.05;18.771;-35.388
2710;-8.014;33.575;5.284;-60.451;25.117;-35.53;-36.175;-5.797;-3.885;68.6;13.477;-4.925;-22.423;21.594;-34.996
2720;-9.938;33.157;9.728;-56.345;24.396;-34.891;-31.506;-7.059;-1.481;71.234;11.061;-4.37;-23.797;24.411;-34.55
2730;-12.142;32.119;10.342;-49.426;23.594;-33.772;-26.632;-8.183;0.687;74.121;9.097;-4.083;-25.794;27.228;-34.241
2740;-13.383;29.324;11.011;-42.328;22.432;-32.196;-22.197;-8.852;2.833;77.139;7.447;-3.796;-27.192;28.524;-34.208
2750;-14.105;25.75;11.003;-32.829;21.741;-30.634;-17.804;-9.094;5;79.44;6.063;-3.734;-28.582;29.821;-34.143
2760;-15.095;20.657;11.15;-23.862;20.61;-29.174;-14.33;-9.509;7.801;81.315;4.794;-3.672;-29.972;31.152;-34.396
2770;-13.685;16.043;12.353;-14.895;19.501;-27.087;-11.636;-10.217;10.899;83.115;3.663;-3.157;-31.404;32.662;-33.774
2780;-12.441;10.479;11.781;-9.879;18.11;-24.428;-9.039;-11.572;14.051;84.029;2.92;-2.363;-32.756;34.172;-33.228
2790;-10.237;5.179;11.167;-4.862;16.72;-21.194;-7.083;-14.097;17.963;85.086;1.99;-1.488;-34.128;33.203;-32.194
2800;-7.739;-0.719;10.473;-0.872;15.341;-17.029;-5.586;-16.285;22.258;85.79;0.404;-0.967;-35.501;32.233;-31.161
2810;-5.761;-6.55;8.232;2.873;14.043;-13.139;-4.366;-19.394;26.234;86.062;-1.03;-0.445;-36.372;31.298;-30.088
2820;-3.546;-12.298;7.204;7.839;12.185;-9.029;-3.557;-22.396;30.052;86.316;-2.734;-0.281;-37.124;30.694;-28.712
2830;-3.451;-17.996;4.516;13.255;9.93;-5.883;-3.069;-25.074;33.783;86.312;-4.108;-0.117;-37.71;30.81;-27.495
2840;-2.676;-23.434;2.048;20.8;7.148;-3.251;-2.594;-27.73;37.294;86.818;-4.742;0.302;-38.448;29.685;-26.279
2850;-3.174;-29.967;0.08;26.53;3.526;-1.061;-2.152;-30.566;40.379;87.425;-5.266;1.212;-38.306;28.589;-25.302
2860;-3.632;-36.152;-0.028;32.259;-0.527;1.13;-1.309;-33.644;44.232;87.599;-5.149;2.156;-37.844;27.492;-24.229
2870;-4.097;-43.572;-0.143;39.012;-4.605;3.768;-0.487;-36.372;48.251;87.783;-5.059;3.705;-37.382;26.417;-23.476
2880;-3.921;-49.497;-0.72;45.766;-8.604;6.401;0.341;-38.738;51.64;87.901;-5.32;5.254;-37.32;25.661;-22.44
2890;-3.739;-54.756;1.086;51.826;-10.986;9.23;0.626;-40.295;55.005;88.094;-5.715;6.937;-36.498;25.305;-21.204
2900;-2.157;-58.266;3.469;57.887;-12.229;11.426;0.626;-41.654;57.975;88.076;-6.492;8.619;-35.836;25.039;-20.299
2910;-0.003;-61.738;5.99;60.792;-12.632;13.687;0.937;-42.349;59.858;87.597;-7.581;9.919;-35.263;24.772;-19.201
2920;1.152;-64.793;7.956;62.782;-11.981;16.102;0.901;-42.555;61.212;86.668;-8.412;10.938;-35.008;24.403;-18.572
2930;1.992;-66.895;2.003;66.018;-11.102;18.055;0.277;-42.639;62.474;85.669;-8.872;11.633;-34.353;24.033;-17.479
2940;1.443;-68.807;-4.585;71.072;-10.103;19.366;-0.188;-42.094;64.192;84.679;-9.441;12.097;-33.463;23.663;-16.917
2950;-0.186;-69.03;-14.637;80.062;-9.05;20.523;-0.379;-40.517;65.524;82.914;-9.917;12.56;-32.574;23.556;-15.903
2960;-1.178;-67.714;-24.841;89.394;-8.797;21.585;-0.217;-38.432;67.385;80.52;-10.372;13.417;-31.67;23.448;-15.219
2970;-1.77;-66.615;-24.428;98.727;-8.469;22.767;0.098;-36.232;69.33;77.636;-11.138;14.273;-31.047;23.244;-14.494
2980;-2.244;-64.41;-19.738;103.288;-8.568;23.632;1.123;-32.924;71.941;74.236;-11.793;14.49;-29.917;24.32;-13.65
2990;-2.279;-60.283;-15.516;107.85;-9.503;25.134;2.419;-30.01;74.503;70.05;-13.007;14.706;-28.788;25.636;-12.737
3000;-2.513;-57.145;-13.695;104.487;-10.979;26.043;3.861;-26.568;77.237;64.956;-14.426;14.029;-27.582;27.069;-11.703
3010;-2.188;-52.411;-12.019;101.407;-12.24;26.914;5.826;-21.67;79.557;59.761;-15.472;13.034;-26.777;28.764;-10.774
3020;-3.321;-48.885;-10.298;94.514;-12.71;26.857;8.499;-16.287;81.857;54.084;-16.407;11.8;-26.24;30.459;-10.964
3030;-4.175;-44.527;-7.646;89.778;-12.754;26.895;11.4;-9.523;84.294;49.455;-16.985;10.372;-25.703;33.195;-11.072
3040;-5.927;-40.263;-6.273;83.779;-12.825;26.603;14.803;-2.319;86.897;45.274;-17.183;8.945;-25.257;36.01;-11.739
3050;-7.374;-35.401;-5.799;75.597;-13.135;25.527;18.512;5.116;89.374;41.84;-17.134;7.865;-24.81;38.749;-12.441
3060;-8.301;-29.848;-4.771;67.415;-13.492;24.592;22.4;11.975;92.545;38.32;-17.119;6.785;-24.87;41.895;-12.783
3070;-8.913;-24.441;-4.881;56.679;-13.412;23.276;27.079;18.375;96.186;34.161;-17.121;6.295;-24.931;45.041;-13.36
3080;-7.406;-17.881;-4.33;45.942;-13.612;22.131;32.217;24.866;100.177;30.567;-16.952;6.433;-25.192;46.588;-13.377
3090;-5.56;-11.601;-3.884;36.572;-13.168;20.797;37.354;31.476;104.167;26.497;-17.057;6.251;-25.132;48.134;-13.352
3100;-2.395;-4.189;-1.581;29.323;-12.268;19.828;43.257;38.363;108.254;22.076;-17.528;5.975;-25.967;49.714;-12.514
3110;0.654;2.786;0.699;23.582;-11.647;18.415;49.546;45.208;111.524;17.618;-18.368;5.699;-26.801;51.502;-11.732
3120;3.142;10.505;3.323;17.48;-10.855;16.843;55.691;51.834;113.614;13.381;-18.943;4.582;-27.774;53.29;-10.509
3130;4.505;16.465;5.622;10.567;-9.805;15.324;61.528;57.953;115.924;9.772;-18.651;3.465;-28.146;53.677;-9.295
3140;5.948;22.357;6.429;3.989;-9.076;14.361;67.073;63.234;118.594;6.319;-17.799;2.241;-29.348;54.065;-8.397
3150;5.735;26.218;7.306;-0.629;-9.81;13.459;72.563;68.53;121.222;4.054;-16.953;1.218;-30.549;54.659;-7.669
3160;6.292;29.241;9.745;-2.713;-10.425;12.774;77.596;73.017;124.346;2.651;-16.041;0.422;-31.426;55.268;-7.086
3170;7.85;30.963;12.801;-4.797;-12.48;12.243;81.989;77.294;127.925;1.568;-15.497;0.24;-31.703;55.876;-6.966
3180;9.639;32.657;15.92;-10.917;-14.721;13.353;86.408;82.181;131.51;0.553;-14.917;0.058;-32.463;56.684;-6.887
3190;12.548;33.12;19.029;-17.037;-16.881;14.954;90.077;86.321;134.879;-0.23;-14.29;0.188;-33.223;57.492;-6.448
3200;15.346;33.625;21.254;-25.172;-18.041;17.921;93.215;89.148;138.345;-0.286;-13.356;0.317;-33.839;58.314;-6.051
3210;16.905;33.96;21.196;-34.618;-18.4;21.335;95.361;91.273;142.103;-0.023;-12.625;0.579;-34.414;59.074;-5.454
3220;18.401;34.295;15.766;-40.063;-18.652;24.349;97.57;93.27;145.399;0.55;-11.72;0.841;-34.668;60.634;-4.87
3230;18.578;33.966;10.183;-43.109;-18.785;27.978;98.222;94.308;147.303;1.277;-10.726;1.357;-34.921;60.914;-4.567
3240;17.51;33.636;4.116;-47.651;-17.999;32.617;97.608;95.172;148.6;2.415;-9.581;1.68;-35.279;61.029;-4.319
3250;15.923;34.091;-0.292;-47.874;-16.785;39.814;96.953;95.524;149.538;4.594;-8.406;2.523;-36.116;61.143;-4.19
3260;13.851;34.546;-2.764;-48.098;-15.051;47.006;95.557;94.367;149.779;7.606;-7.146;3.268;-36.422;61.223;-3.938
3270;11.866;36.465;-5.826;-42.491;-14.259;55.597;94.017;93.263;148.486;11.16;-5.44;4.012;-36.728;61.303;-3.526
3280;9.601;38.383;-6.63;-36.884;-13.557;65.269;92.462;90.648;146.574;14.833;-4.026;5.268;-37.221;60.343;-3.189
3290;6.407;39.577;-6.181;-31.039;-12.615;74.415;90.888;87.986;144.183;18.149;-2.168;6.523;-37.833;59.363;-2.903
3300;2.852;40.77;-5.71;-22.633;-11.399;84.703;88.596;84.937;141.521;21.488;0.481;7.772;-38.452;58.382;-2.701
3310;-0.875;38.578;-7.553;-16.79;-10.294;95.665;86.324;82.786;138.33;25.302;3.063;8.607;-39.072;57.353;-2.819
3320;-5.361;36.386;-10.258;-9.862;-9.749;106.611;83.189;80.797;134.117;30.334;5.974;9.281;-39.967;56.364;-3.025
3330;-9.731;31.932;-13.462;-2.87;-8.883;117.532;79.808;78.953;128.157;34.52;8.79;8.881;-40.262;56.255;-3.761
3340;-14.181;27.479;-16.291;0.116;-8.313;126.919;76.338;77.094;121.225;38.119;11.226;8.481;-40.981;56.367;-4.023
3350;-18.394;23.332;-18.941;2.862;-8.423;134.898;72.188;75.075;114.001;41.473;13.123;7.668;-41.699;56.479;-4.486
3360;-22.128;19.186;-20.799;2.393;-8.254;143.665;67;73.594;106.538;44.837;14.819;6.854;-42.342;56.57;-4.233
3370;-25.495;13.474;-22.792;1.924;-7.385;151.552;61.861;72.451;99.44;48.321;15.164;6.767;-41.585;55.621;-3.905
3380;-28.283;8.018;-24.306;0.826;-6.556;157.044;56.924;72.817;91.752;50.44;14.343;7;-41.441;55.752;-3.217
3390;-31.15;1.941;-26.702;-0.272;-6.222;161.923;53.71;74.913;82.64;51.599;13.283;7.192;-41.298;56.297;-2.494
3400;-33.724;-3.992;-29.008;-4.273;-6.677;164.676;50.579;76.954;73.549;51.997;12.374;7.421;-40.658;56.938;-1.691
3410;-36.978;-9.138;-32.212;-8.946;-7.652;165.772;49.472;80.28;63.579;52.017;11.295;7.65;-40.138;57.579;-0.812
3420;-40.342;-13.24;-35.709;-11.592;-7.932;165.338;49.916;83.748;52.89;52.103;11.012;7.498;-40.239;56.301;0.386
3430;-43.986;-15.604;-37.781;-11.778;-8.068;163.48;50.415;86.578;42.036;51.997;10.034;7.346;-40.339;54.822;1.612
3440;-47.81;-16.646;-37.99;-8.785;-7.923;160.703;51.519;88.822;30.836;51.601;8.995;6.95;-39.277;53.557;3.039
3450;-51.873;-16.295;-38.421;-6.124;-8.554;156.316;52.691;90.437;19.67;51.348;6.756;6.555;-38.215;52.272;4.237
3460;-55.306;-17.19;-36.163;-3.463;-9.07;151.418;54.164;92.581;6.988;51.019;4.414;6.105;-37.248;50.986;5.156
3470;-58.179;-18.571;-31.075;-5.683;-9.946;146.143;55.52;94.043;-5.812;50.422;2.348;5.612;-36.281;48.781;6.061
3480;-59.712;-20.372;-25.79;-7.902;-10.55;140.236;57.812;95.48;-17.463;49.397;0.563;5.28;-33.388;46.575;6.578
3490;-61.771;-23.103;-20.119;-9.732;-11.146;132.452;61.047;97;-29.008;48.375;-1.08;5.274;-30.494;44.301;7.137
3500;-63.31;-26.037;-15.35;-10.683;-11.622;122.829;64.454;98.719;-40.553;46.619;-2.051;5.269;-27.092;41.916;7.746
3510;-64.428;-28.745;-13.288;-10.599;-12.556;112.179;68.083;100.913;-51.626;43.508;-2.005;5.879;-23.691;39.531;8.396
3520;-65.625;-32.163;-11.343;-13.008;-13.023;99.77;70.575;102.847;-61.077;40.23;-1.295;6.488;-18.988;37.746;9.055
3530;-66.705;-35.706;-9.661;-15.108;-13.371;85.942;73.164;104.527;-71.164;36.699;-0.654;6.593;-14.284;35.961;9.945
3540;-65.585;-38.87;-7.724;-16.335;-14.077;72.436;74.608;105.847;-81.428;32.956;-0.023;6.299;-9.495;34.177;10.988
3550;-64.279;-43.723;-4.21;-19.283;-15.241;58.603;75.299;107.428;-90.65;28.978;-0.779;5.966;-4.706;32.385;12.108
3560;-63.572;-46.281;2.701;-20.966;-16.445;44.24;76.08;108.532;-99.737;25.608;-2.641;6.105;-0.101;30.593;13.269
3570;-62.303;-49.385;8.17;-22.648;-16.516;30.135;75.931;109.934;-107.681;21.815;-4.517;6.244;4.505;29.321;14.27
3580;-61.635;-51.579;10.743;-24.577;-16.403;16.099;75.018;109.84;-113.506;17.83;-7.388;6.821;8.421;28.05;15.334
3590;-60.699;-54.338;12.876;-26.505;-15.89;3.102;74.001;109.775;-118.377;14.401;-10.332;7.397;12.337;26.737;15.557
3600;-58.923;-58.192;15.366;-26.419;-14.908;-9.101;72.326;109.836;-123.945;11.302;-12.363;7.705;15.488;25.389;15.788
3610;-57.626;-62.748;18.935;-24.448;-14.39;-21.949;70.087;109.412;-129.134;8.286;-14.462;7.892;18.64;22.521;15.178
3620;-55.498;-66.116;22.808;-20.331;-14.593;-33.692;67.814;107.974;-134.048;5.097;-16.181;7.728;20.426;20.694;14.623
3630;-53.77;-69.589;25.463;-14.967;-14.761;-43.302;63.719;105.019;-138.697;2.109;-17.294;7.292;22.212;18.866;13.629
3640;-51.772;-72.339;28.179;-8.103;-14.09;-52.165;56.717;99.259;-143.179;-0.84;-18.417;6.857;24.105;17.025;12.621
3650;-49.735;-74.96;30.701;-0.265;-12.532;-58.112;49.626;90.588;-147.029;-4.581;-19.788;5.847;25.997;15.17;11.612
3660;-47.781;-77.771;33.062;7.574;-10.072;-62.549;39.395;80.79;-150.721;-8.406;-20.828;4.837;28.092;10.954;10.528
3670;-46.146;-79.509;36.339;11.589;-7.959;-65.633;27.585;68.335;-153.688;-12.61;-22.759;3.466;30.188;8.659;9.564
3680;-44.939;-82.916;37.839;15.604;-5.818;-68.117;15.775;55.321;-156.342;-16;-24.459;2.215;33.443;6.488;8.572
3690;-43.492;-84.023;37.982;15.752;-4.826;-69.541;4.125;42.921;-158.428;-20.004;-25.811;1.058;35.818;4.317;7.519
3700;-42.061;-86.143;39.28;13.814;-3.737;-70.636;-6.777;30.895;-160.276;-24.098;-26.559;-0.063;38.345;2.457;6.514
3710;-39.03;-86.403;39.455;11.91;-2.646;-72.356;-17.589;18.521;-160.836;-28.632;-26.759;-1.225;40.872;-0.604;5.858
3720;-36.56;-85.839;39.037;10.577;-1.994;-73.768;-27.435;6.698;-161.126;-32.877;-26.597;-2.317;44.454;-3.545;4.892
3730;-33.248;-84.079;39.977;9.768;-1.743;-74.52;-36.215;-4.961;-161.844;-37.003;-26.636;-3.41;45.716;-6.43;4.295
3740;-29.617;-81.313;41.233;10.727;-1.542;-74.601;-44.017;-15.843;-162.713;-41.759;-26.716;-4.608;47.109;-9.316;3.054
3750;-25.757;-78.469;43.782;11.686;-1.454;-74.637;-51.887;-27.012;-163.181;-46.239;-27.565;-5.807;48.502;-12.415;1.861
3760;-22.978;-75.775;46.721;11.199;-0.885;-74.273;-58.44;-37.935;-163.608;-50.754;-29.583;-7.101;48.422;-15.594;0.342
3770;-20.385;-73.792;48.799;10.712;-0.639;-73.246;-63.186;-49.048;-163.177;-55.557;-32.634;-8.258;46.502;-19.374;-1.17
3780;-17.312;-71.855;50.626;10.274;-0.134;-72.161;-67.905;-59.818;-160.44;-60.684;-35.541;-9.335;44.651;-23.153;-2.761
3790;-16.13;-70.425;52.537;9.837;0.371;-71.859;-71.229;-70.44;-156.447;-65.476;-38.676;-9.767;42.8;-26.932;-4.512
3800;-14.228;-67.534;53.332;12.266;1.079;-72.484;-73.652;-80.564;-153.288;-70.564;-41.063;-10.199;40.53;-30.87;-6.342
3810;-11.636;-63.728;53.244;17.097;1.364;-73.462;-76.083;-90.212;-150.04;-77.059;-42.272;-10.537;38.339;-34.448;-8.228
3820;-8.566;-59.295;52.332;21.934;0.77;-74.371;-77.959;-99.491;-146.668;-84.462;-43.577;-10.875;36.101;-38.586;-9.633
3830;-4.895;-53.903;54.949;27.774;-0.132;-74.886;-79.415;-107.519;-143.166;-91.892;-43.996;-11.247;33.862;-42.503;-10.942
3840;-1.359;-48.313;57.545;33.014;-1.421;-75;-80.906;-115.499;-138.968;-99.346;-43.697;-11.699;32.623;-46.517;-11.371
3850;1.378;-41.881;59.731;37.436;-2.469;-74.971;-82.291;-123.43;-133.057;-105.897;-43.372;-12.066;31.825;-50.531;-11.793
3860;4.163;-35.044;60.869;41.858;-3.328;-74.415;-82.85;-130.364;-127.055;-111.315;-43.548;-12.713;30.957;-52.825;-11.975
3870;6.428;-28.087;60.479;43.692;-3.418;-73.652;-83.291;-136.386;-120.252;-116.397;-43.299;-13.36;30.09;-55.119;-12.206
3880;8.81;-21.266;61.103;45.527;-3.108;-72.883;-82.463;-141.294;-112.123;-121.165;-43.691;-14.553;30.419;-57.233;-12.477
3890;12.592;-14.052;60.268;42.674;-3.568;-71.691;-80.181;-145.168;-103.021;-124.339;-43.87;-15.746;30.229;-59.561;-13.156
3900;16.185;-7.237;60.909;38.901;-3.67;-70.206;-77.781;-146.214;-94.23;-126.134;-43.623;-16.866;30.039;-61.89;-13.772
3910;20.738;1.869;61.578;33.077;-3.772;-68.727;-74.148;-148.423;-85.274;-127.054;-43.425;-17.586;29.848;-61.578;-14.101
3920;25.625;9.84;63.23;28.781;-3.548;-68.157;-70.31;-148.779;-76.194;-127.927;-43.215;-17.946;30.789;-61.266;-14.481
3930;30.022;19.171;65.091;25.417;-3.606;-68.374;-66.439;-148.466;-66.92;-128.295;-43.339;-17.924;30.57;-61.106;-14.033
3940;34.179;26.196;66.646;24.356;-3.183;-68.657;-61.814;-147.84;-57.644;-127.71;-43.596;-17.902;30.406;-61.346;-13.599
3950;37.301;32.666;66.873;23.295;-2.839;-68.837;-56.379;-146.782;-48.597;-126.669;-44.039;-17.72;30.241;-61.586;-13.29
3960;38.782;37.29;66.756;22.148;-2.579;-69.514;-50.793;-145.28;-39.255;-124.153;-44.128;-17.538;29.196;-60.506;-12.932
3970;40.284;41.509;66.447;21;-1.68;-70.986;-46.17;-144.379;-30.157;-121.6;-43.938;-17.786;27.35;-59.426;-12.775
3980;39.946;43.328;64.723;18.588;-0.629;-72.908;-43.45;-143.473;-20.435;-117.71;-43.163;-18.034;25.608;-58.532;-12.632
3990;39.65;45.106;61.126;15.295;0.701;-74.783;-41.691;-143.211;-10.392;-113.257;-42.436;-18.143;23.866;-58.197;-11.928
4000;38.993;46.2;57.383;12.887;2.35;-76.619;-40.051;-142.629;-1.008;-108.549;-42.181;-17.639;19.265;-58.422;-11.432
4010;38.87;47.17;54.579;11.283;3.686;-78.05;-39.716;-142.313;8.458;-103.295;-42.804;-17.294;16.543;-58.567;-11.175
4020;39.268;47.93;53.596;10.555;4.977;-79.914;-40.89;-141.735;16.957;-97.701;-44.257;-16.887;13.925;-58.712;-10.926
4030;39.233;48.69;52.197;9.48;5.468;-81.157;-42.153;-140.388;23.643;-91.606;-44.422;-16.48;11.308;-58.822;-11.076
4040;39.572;49.159;50.349;8.526;5.883;-81.69;-43.713;-139.001;29.661;-84.997;-45.15;-16.509;7.174;-59.381;-11.309
4050;39.192;49.628;47.691;7.003;6.261;-82.048;-44.516;-137.552;35.808;-78.102;-45.177;-16.538;3.88;-59.819;-10.702
4060;39.195;49.623;44.688;5.48;7.079;-81.698;-45.332;-135.339;41.703;-69.727;-44.985;-16.706;0.593;-60.618;-10.102
4070;38.677;49.619;41.834;6.553;8.167;-81.145;-45.164;-133.379;47.152;-60.079;-45.254;-16.555;-2.694;-61.279;-9.846
4080;37.829;49.349;37.95;7.626;9.448;-80.641;-44.746;-130.549;51.429;-50.102;-45.546;-16.641;-3.804;-61.939;-9.422
4090;38.701;49.079;36.095;9.719;11.05;-79.505;-44.57;-127.233;55.284;-39.793;-46.794;-16.861;-5.514;-62.635;-9.52
4100;39.248;48.412;34.099;10.579;12.243;-77.691;-44.731;-123.953;58.527;-30.446;-47.53;-17.08;-7.308;-62.69;-10.364
4110;39.796;47.746;32.41;9.219;13.41;-74.709;-45.51;-120.666;61.967;-21.466;-47.131;-17.167;-9.101;-62.945;-11.254
4120;40.259;47.517;33.655;7.921;13.537;-71.4;-46.414;-116.172;64.292;-12.481;-46.484;-17.254;-7.753;-63.2;-11.524
4130;40.323;47.288;35.439;5.977;13.335;-66.75;-47.411;-112.634;66.182;-3.208;-45.375;-16.646;-7.486;-63.455;-11.815
4140;38.876;47.953;38.341;5.385;12.946;-62.101;-48.56;-107.81;68.137;5.323;-44.897;-15.717;-7.239;-63.297;-11.694
4150;37.477;48.618;40.753;4.793;13.037;-58.171;-49.723;-102.287;69.823;13.315;-44.647;-14.67;-6.992;-63.098;-11.745
4160;35.119;46.76;41.193;4.211;12.792;-52.389;-50.701;-95.669;71.088;20.203;-44.349;-13.732;-5.897;-63.179;-12.276
4170;33.075;44.902;40.301;3.629;12.287;-44.057;-50.64;-88.01;71.681;26.777;-43.557;-12.794;-6.401;-63.254;-13.014
4180;31.43;42.644;39.132;1.73;12.502;-35.345;-50.29;-80.116;71.568;32.466;-42.234;-12.039;-6.803;-63.328;-14.912
4190;30.131;40.566;38.593;-0.93;12.928;-25.55;-50.072;-72.411;71.083;37.659;-40.586;-11.283;-7.032;-63.079;-17.051
4200;29.552;39.706;37.302;-3.643;14.51;-15.161;-51.12;-63.989;70.727;41.938;-39.193;-10.501;-5.381;-62.629;-19.15
4210;29.586;38.805;33.815;-6.407;16.492;-2.531;-52.072;-55.092;69.848;44.788;-38.59;-9.719;-3.29;-62.299;-21.815
4220;28.861;38.025;30.001;-9.47;18.687;10.79;-53.172;-45.629;68.997;47.375;-39.174;-8.655;-0.957;-62.149;-23.52
4230;29.61;38.683;26.532;-12.808;20.421;24.854;-53.13;-35.484;67.819;48.885;-40.164;-7.474;1.534;-61.357;-25.611
4240;29.759;39.876;25.017;-16.026;21.834;39.477;-52.846;-25.41;66.636;50.35;-40.8;-6.454;6.425;-60.565;-26.942
4250;30.399;42.061;23.884;-18.519;21.541;53.857;-51.89;-15.6;66.106;52.412;-40.967;-6.159;14.196;-59.134;-28.273
4260;30.999;44.899;22.779;-20.777;20.625;68.713;-49.779;-5.79;66.047;55.074;-39.997;-5.863;21.946;-57.702;-28.684
4270;31.217;48.527;20.785;-22.615;19.636;83.823;-47.12;4.092;66.07;58.11;-37.959;-5.943;29.697;-56.601;-29.102
4280;31.794;51.705;18.88;-24.64;19.019;97.494;-44.461;13.295;66.142;61.028;-36.488;-5.975;37.447;-55.501;-29.36
4290;31.957;55.245;17.996;-26.942;18.338;110.48;-42.338;22.294;65.69;62.91;-34.887;-5.461;46.989;-54.4;-29.658
4300;32.079;57.68;18.099;-29.188;17.673;123.138;-41.429;30.17;64.491;64.6;-34.152;-4.716;56.531;-55.123;-30.876
4310;31.698;60.183;18.862;-31.55;16.695;134.85;-40.554;37;62.941;65.657;-33.618;-3.97;66.073;-55.846;-32.309
4320;31.414;61.963;19.927;-35.668;15.484;146.207;-40.4;44.24;61.39;65.837;-33.146;-3.457;74.135;-56.589;-33.742
4330;31.65;63.519;21.292;-38.135;14.073;156.27;-39.229;51.395;60.175;65.749;-32.875;-2.985;80.317;-57.332;-35.67
4340;30.63;63.97;21.178;-39.063;12.71;164.166;-38.175;58.001;59.372;66.028;-32.123;-2.357;86.644;-58.076;-38.247
4350;29.608;63.982;20.939;-39.999;11.763;170.461;-36.083;64.971;59.225;66.646;-31.508;-1.73;92.971;-58.219;-40.343
4360;28.683;63.516;21.218;-38.959;10.855;175.458;-34.221;70.822;59.105;66.879;-31.157;-0.377;96.938;-58.363;-42.433
4370;27.692;62.437;20.435;-37.919;10.284;178.753;-32.614;75.508;59.033;67.018;-30.372;1.303;98.102;-58.61;-45.203
4380;27.102;61.406;19.128;-37.108;10.259;179.087;-31.25;79.565;58.308;66.81;-30.428;2.89;99.266;-58.857;-47.917
4390;27.491;59.059;16.622;-34.503;10.429;178.225;-28.723;81.883;57.615;66.394;-30.567;4.119;100.43;-59.103;-50.712
4400;27.88;56.345;14.543;-29.636;10.382;176.408;-26.396;83.454;57.178;65.807;-30.734;5.313;99.154;-58.47;-53.479
4410;28.283;53.69;13.99;-22.914;9.935;171.548;-23.092;84.343;56.986;65.44;-31.101;6.008;97.265;-57.837;-55.926
4420;28.646;50.771;12.877;-16.13;9.892;164.887;-19.501;83.959;56.67;65.393;-31.098;6.786;95.375;-57.108;-58.414
4430;28.946;47.003;11.844;-13.421;9.098;156.804;-16.019;83.119;56.894;65.484;-30.785;7.058;93.485;-56.378;-60.742
4440;28.527;43.433;10.451;-10.712;8.423;146.647;-12.618;82.232;57.08;65.905;-31.073;7.454;89.276;-54.743;-63.132
4450;28.265;39.378;8.865;-10.152;6.49;135.531;-9.017;81.179;57.425;66.484;-30.668;7.308;82.986;-53.309;-65.403
4460;28.283;35.447;7.724;-9.992;4.581;123.199;-5.526;80.163;58.014;66.436;-30.119;6.941;76.697;-52.137;-67.701
4470;28.971;31.641;7.543;-8.179;2.914;110.806;-2.228;79.55;58.597;65.8;-28.766;6.483;70.407;-50.964;-70.519
4480;29.259;28.403;5.752;-6.312;1.902;97.492;0.221;78.857;58.985;64.954;-27.09;6.108;63.437;-49.792;-73.097
4490;30.182;24.491;4.08;-3.709;0.657;83.67;2.407;78.443;59.257;63.683;-25.229;5.732;54.157;-47.379;-76.13
4500;30.76;21.499;2.847;-2.343;-0.768;69.934;3.837;78.541;59.366;61.935;-23.382;5.61;44.877;-45.047;-79.523
4510;31.068;17.868;1.855;-2.806;-1.557;55.597;4.905;78.97;58.714;60.308;-21.655;5.466;35.597;-43.094;-83.276
4520;31.32;14.701;0.974;-4.708;-2.399;41.33;6.065;79.614;57.834;59.24;-20.437;5.501;29.037;-41.141;-87.175
4530;31.532;12.294;0.717;-8.611;-2.88;28.451;7.505;79.754;57.125;58.356;-19.315;5.796;22.677;-39.188;-91.074
4540;31.786;10.172;0.021;-10.008;-3.517;15.555;9.081;79.975;56.546;57.957;-18.054;5.954;16.317;-34.914;-95.288
4550;31.982;9.371;1.815;-11.516;-4.428;3.018;11.324;79.252;56.004;57.378;-16.513;6.466;9.737;-28.841;-99.474
4560;32.221;8.975;4.789;-12.49;-4.418;-9.316;13.608;77.339;55.614;56.465;-13.85;7.13;5.716;-22.975;-103.781
4570;31.669;9.179;7.659;-13.463;-4.499;-21.47;16.578;74.906;55.465;56.353;-9.397;8.116;3.313;-17.185;-108.128
4580;30.735;9.701;9.196;-14.339;-3.09;-31.723;19.913;70.779;55.56;56.11;-4.938;9.102;0.91;-11.394;-112.036
4590;29.869;11.182;9.88;-17.208;-1.148;-39.447;23.29;67.625;55.375;55.663;-0.01;10.154;-1.492;-2.364;-116.068
4600;28.923;13.535;9.174;-17.677;0.828;-46.192;27.062;64.115;54.287;54.377;5.154;11.327;-4.015;5.426;-118.417
4610;28.721;16.408;3.759;-18.756;2.086;-52.596;32.091;61.012;53.112;52.349;11.114;12.345;-4.502;13.203;-120.821
4620;28.44;19.731;-1.794;-19.321;3.592;-56.858;37.182;57.44;51.448;50.157;18.335;13.003;-4.989;20.979;-123.505
4630;28.331;23.014;-7.43;-19.927;4.579;-59.361;42.959;54.288;49.847;48.139;26.335;13.661;-5.476;28.756;-126.148
