timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
1020;-323.065;-203.899;-210.897;-110.144;-307.61;-213.609;-216.37;-210.672;-227.69;-204.271;-351.314;-221.056;-157.145;-82.224;-84.415
1030;-318.873;-196.266;-201.768;-87.257;-284.907;-198.523;-208.535;-206.859;-216.515;-189.838;-332.251;-218.77;-151.264;-77.6;-76.907
1040;-314.027;-189.373;-193.507;-67.92;-265.093;-185.053;-200.027;-204.4;-206.667;-176.467;-313.72;-218.707;-146.507;-73.587;-69.867
1050;-310.178;-182.474;-187.319;-50.776;-246.97;-170.645;-192.875;-200.411;-198.072;-162.513;-297.766;-219.03;-142.516;-69.77;-61.72
1060;-306.469;-175.797;-182.374;-35.467;-230.869;-153.012;-187.482;-195.377;-190.561;-147.93;-283.976;-219.674;-138.888;-66.322;-54.5
1070;-303.068;-170.974;-177.491;-20.449;-214.795;-137.188;-181.838;-189.838;-182.808;-134.902;-271.769;-220.12;-136.615;-62.577;-47.013
1080;-300.919;-168.141;-173.404;-6.929;-200.33;-126.085;-176.87;-184.664;-175.616;-123.274;-260.769;-220.965;-135.289;-58.775;-41.133
1090;-297.162;-165.15;-170.462;3.688;-186.075;-116;-171.425;-179.987;-166.937;-111.763;-249.388;-222.537;-132.737;-54.95;-35.875
1100;-292.979;-162.667;-166.404;13.257;-173.259;-103.226;-166.287;-176.266;-157.183;-101.303;-239.353;-225.048;-130.067;-52.102;-31.783
1110;-288.83;-160.319;-162.042;20.251;-160.501;-91.523;-161.281;-172.537;-148.328;-89.014;-230.544;-227.79;-126.109;-49.486;-28.377
1120;-284.822;-158.672;-158.055;26.738;-148.711;-79.559;-156.469;-169.528;-141.947;-80.289;-222.571;-230.552;-122.746;-47.185;-25.693
1130;-280.905;-157.958;-154.786;33.202;-136.804;-71.429;-152.024;-167.655;-135.732;-72.268;-213.363;-234.077;-119.506;-44.69;-23.179
1140;-277.301;-157.666;-151.864;39.235;-125.866;-63.852;-148.172;-165.066;-130.287;-64.758;-205.348;-237.845;-115.511;-42.741;-21.456
1150;-262.531;-139.362;-137.325;64.13;-94.95;-42.997;-129.8;-153.68;-110.16;-33.461;-174.813;-225.683;-102.613;-37.567;-14.06
1160;-247.731;-121.521;-124.017;88.991;-63.802;-22.177;-111.469;-142.248;-90.032;-4.751;-144.215;-212.991;-88.722;-32.358;-6.403
1170;-236.973;-113.052;-111.239;106.286;-35.51;-5.498;-101.903;-133.046;-74.437;16.14;-116.414;-211.606;-76.025;-25.942;1.255
1180;-227.059;-106.737;-101.19;123.546;-8.032;11.132;-92.136;-123.644;-58.899;27.616;-93.623;-211.511;-66.659;-18.166;9.127
1190;-220.067;-104.191;-94.74;137.229;12.431;23.122;-83.787;-116.116;-48.722;39.278;-70.809;-211.344;-61.387;-10.373;16.711
1200;-212.876;-103.608;-90.521;150.884;34.83;36.32;-75.437;-108.747;-41.828;42.836;-57.923;-212.441;-56.144;-4.13;24.866
1210;-204.507;-103.354;-88.448;158.92;51.004;49.044;-68.764;-99.69;-35.036;47.348;-47.523;-214.104;-52.085;-0.294;30.655
1220;-197.736;-103.195;-86.79;166.979;68.244;62.492;-64.094;-90.464;-28.966;53.64;-43.28;-215.84;-47.94;3.228;34.423
1230;-189.589;-103.656;-85.454;170.66;83.326;75.154;-60.541;-80.17;-23.292;55.391;-39.012;-217.5;-43.909;6.529;37.45
1240;-179.829;-104.166;-84.202;174.04;95.518;84.758;-57.24;-68.76;-17.653;59.314;-35.724;-218.004;-40.851;7.453;37.453
1250;-169.541;-103.359;-82.468;174.004;105.835;94.338;-53.935;-57.228;-12.892;64.327;-33.599;-220.244;-36.479;7.184;36.613
1260;-159.681;-101.797;-81.174;173.622;115.501;104.188;-48.556;-45.943;-7.758;69.783;-31.46;-222.418;-32.734;7.468;36.205
1270;-150.15;-100.392;-79.416;171.463;122.336;113.871;-43.61;-34.418;-3.948;74.975;-27.591;-221.679;-31.228;8.316;35.599
1280;-141.686;-99.178;-78.577;169.08;129.402;121.305;-37.261;-24.344;-0.152;79.019;-25.402;-218.186;-28.881;9.353;35.354
1290;-133.47;-97.58;-76.79;167.2;136.09;127.83;-31.77;-14.61;4.08;81.5;-23.33;-213.78;-26.62;10.31;33.79
1300;-123.893;-95.292;-73.844;164.573;142.33;132.784;-28.639;-5.04;9.008;82.977;-21.225;-209.327;-22.128;11.267;31.816
1310;-114.25;-92.234;-70.958;161.971;148.16;134.702;-23;4.174;14.205;81.054;-19.01;-203.27;-18.607;12.235;31.045
1320;-104.849;-88.972;-68.064;158.649;152.818;136.605;-18.075;10.927;16.232;76.914;-16.789;-195.531;-15.469;13.298;29.437
1330;-95.077;-85.427;-64.341;155.315;157.625;141.51;-12.365;16.925;17.886;72.496;-14.178;-187.433;-11.658;14.033;28.41
1340;-86.202;-82.4;-61.71;152.583;161.695;146.109;-6.931;23.187;17.73;67.013;-12.149;-179.501;-8.691;14.398;26.442
1350;-78.065;-79.036;-60.054;149.849;164.716;145.662;-2.734;28.609;17.746;62.584;-9.68;-170.194;-4.935;14.887;24.285
1360;-70.024;-75.596;-59.36;146.049;166.686;142.708;2.808;33.613;17.748;57.373;-6.174;-159.026;-2.238;14.972;22.448
1370;-60.434;-70.51;-57.049;142.247;167.49;139.275;8.356;40.105;20.175;54.803;-2.658;-147.836;0.719;14.647;20.901
1380;-49.317;-65.474;-55.826;136.848;167.176;140.466;14.084;46.605;23.085;54.685;0.786;-134.956;3.108;13.063;20.012
1390;-37.716;-58.42;-53.676;132.167;166.738;141.658;20.378;51.595;26.258;55.445;3.927;-123.024;4.324;12.344;20.958
1400;-26.75;-50.018;-50.32;128.083;164.633;141.627;26.913;56.121;31.145;55.993;7.067;-111.386;5.102;12.487;21.865
1410;-15.145;-41.321;-46.245;123.841;161.084;141.665;33.868;59.824;36.06;57.643;9.486;-101.043;4.938;12.785;21.839
1420;-4.144;-32.974;-40.915;118.134;157.582;145.098;40.82;65.047;40.559;60.626;11.471;-89.645;6.489;12.043;20.838
1430;6.837;-25.192;-37.107;111.874;154.878;148.837;48.77;70.833;43.858;67.521;15.673;-77.783;9.762;10.144;19.606
1440;17.682;-18.01;-32.628;105.397;152.998;152.896;55.026;75.37;46.781;73.663;19.88;-65.897;12.76;8.643;18.457
1450;27.974;-11.622;-28.059;95.257;149.153;152.098;61.194;79.942;51.521;76.481;21.707;-54.679;15.669;7.407;17.377
1460;39.389;-5.577;-24.73;85.541;143.595;151.305;67.376;83.345;56.245;76.8;23.901;-44.967;17.315;6.962;16.534
1470;51.097;0.328;-21.27;74.88;136.505;146.211;73.388;86.764;62.473;75.495;26.368;-36.633;17.493;7.005;15.692
1480;60.95;5.838;-16.85;64.242;127.901;141.12;80.489;91.477;68.448;69.915;31.4;-26.793;17.327;7.379;15.251
