timepoints (min);46: wc-2-.1;47: wc-2-.2;48: wc-2-.3
2080;15.996;11.597;15.15
2090;15.389;11.335;16.09
2100;15.084;11.073;17.189
2110;14.779;10.114;18.234
2120;14.371;8.942;18.761
2130;15.923;7.77;18.601
2140;17.599;6.597;17.64
2150;19.274;5.782;17.77
2160;21.05;4.967;17.899
2170;22.159;4.152;18.891
2180;23.268;2.657;20.352
2190;24.232;1.286;20.948
2200;24.196;-0.086;20.526
2210;24.167;-1.457;19.353
2220;24.138;-2.71;18.021
2230;25.566;-3.964;17.033
2240;27.247;-5.218;16.684
2250;28.928;-4.83;15.401
2260;30.817;-5.561;14.615
2270;32.465;-6.292;15.017
2280;34.092;-7.023;15.88
2290;35.72;-7.897;17.143
2300;35.873;-8.77;18.4
2310;35.992;-9.643;17.04
2320;36.11;-11.137;17.287
2330;36.07;-11.334;18.992
2340;34.55;-11.531;23.899
2350;33.134;-11.728;28.979
2360;31.717;-11.112;33.899
2370;30.423;-10.495;34.61
2380;28.568;-9.879;35.821
2390;26.713;-9.248;34.531
2400;24.948;-8.99;32.385
2410;23.862;-8.732;29.059
2420;22.77;-8.474;25.679
2430;21.677;-6.895;21.698
2440;19.441;-5.316;18.155
2450;17.615;-3.737;15.636
2460;15.789;-2.178;14.799
2470;13.894;-0.832;14.059
2480;10.159;0.514;13.6
2490;6.513;1.861;13.141
2500;2.868;0.168;12.87
2510;-0.059;-1.614;11.954
2520;-4.183;-3.396;9.444
2530;-8.308;-5.178;6.777
2540;-12.294;-5.782;4.389
2550;-14.68;-6.386;1.241
2560;-17.177;-6.99;-1.81
2570;-19.673;-6.857;-6.026
2580;-21.014;-6.447;-8.199
2590;-20.218;-6.037;-13.05
2600;-19.422;-5.628;-16.505
2610;-18.695;-5.657;-19.946
2620;-18.768;-5.686;-20.908
2630;-18.683;-5.714;-21.683
2640;-18.597;-6.203;-19.971
2650;-18.946;-7.411;-18.6
2660;-19.688;-8.619;-16.05
2670;-20.43;-9.828;-11.753
2680;-21.262;-10.992;-7.767
2690;-19.294;-12.156;-4.981
2700;-17.401;-13.32;-2.222
2710;-15.509;-14.388;-1.193
2720;-12.954;-14.087;-1.433
2730;-10.168;-13.786;-1.988
2740;-7.382;-13.486;0.08
2750;-4.52;-10.974;2.265
2760;-3.258;-8.462;5.13
2770;-1.844;-5.95;9.748
2780;-0.43;-3.459;14.605
2790;1.823;-2.546;22.679
2800;4.124;-1.633;31.594
2810;6.425;-0.72;41.261
2820;8.726;-1.35;50.927
2830;9.186;-2.022;58.473
2840;9.212;-2.694;62.703
2850;9.239;-3.366;65.614
2860;8.065;-1.472;65.644
2870;7.879;0.422;67.315
2880;7.499;2.316;66.236
2890;7.12;4.734;65.074
2900;7.341;6.938;64.233
2910;7.561;9.142;64.386
2920;8.217;11.346;62.703
2930;9.792;12.183;59.993
2940;9.51;13.131;58.163
2950;9.229;14.079;55.332
2960;9.189;14.665;52.716
2970;8.069;13.646;51.499
2980;7.039;12.626;50.08
2990;6.008;11.607;46.101
3000;4.389;12.037;42.812
3010;3.796;12.592;39.524
3020;3.203;13.146;34.596
3030;2.61;12.843;29.771
3040;1.804;13.259;21.386
3050;0.943;13.186;13.135
3060;0.083;13.113;4.244
3070;-0.378;13.422;-4.314
3080;0.032;13.766;-12.79
3090;0.441;14.109;-18.026
3100;0.851;14.728;-21.432
3110;1.541;13.788;-21.957
3120;2.072;13.557;-19.611
3130;2.603;13.327;-14.585
3140;2.334;14.047;-10.732
3150;1.617;14.767;-6.88
3160;0.782;15.273;-3.994
3170;-0.052;15.676;-4.479
3180;-1.087;15.039;-4.163
3190;-2.473;13.946;-4.743
3200;-3.77;12.854;-4.131
3210;-4.666;9.858;-3.599
3220;-5.076;6.862;-3.777
3230;-5.486;3.866;-3.834
3240;-6.206;0.87;-5.672
3250;-6.206;-3.036;-8.069
3260;-6.102;-6.604;-10.553
3270;-5.999;-10.172;-13.357
3280;-4.934;-11.612;-14.472
3290;-4.648;-13.052;-15.531
3300;-4.363;-14.479;-16.91
3310;-4.077;-15.905;-17.487
3320;-4.579;-16.305;-18.417
3330;-5.164;-16.705;-19.098
3340;-5.749;-17.105;-19.779
3350;-6.774;-18.406;-23.061
3360;-6.665;-20.226;-26.321
3370;-6.556;-21.792;-32.102
3380;-6.447;-23.357;-37.924
3390;-5.538;-26.484;-42.586
3400;-5.528;-29.611;-47.79
3410;-5.519;-32.586;-52.994
3420;-5.509;-35.561;-54.519
3430;-5.999;-36.697;-55.677
3440;-3.926;-37.832;-54.828
3450;-1.852;-39.119;-53.75
3460;-0.179;-37.215;-52.593
3470;1.363;-35.312;-51.719
3480;3.846;-33.643;-50.63
3490;6.328;-32.022;-48.342
3500;8.542;-30.321;-46.109
3510;10.756;-28.621;-43.996
3520;10.45;-26.472;-41.139
3530;9.313;-25.579;-39.972
3540;8.48;-25.327;-38.957
3550;7.647;-25.074;-37.942
3560;5.414;-25.401;-38.527
3570;3.644;-23.115;-39.346
3580;1.874;-20.828;-40.366
3590;0.105;-18.417;-40.943
3600;-0.825;-15.188;-40.841
3610;-2.458;-12.679;-40.967
3620;-4.091;-10.17;-40.754
3630;-5.724;-7.716;-40.542
3640;-7.372;-5.026;-37.465
3650;-8.825;0.503;-33.763
3660;-10.277;5.792;-29.95
3670;-11.73;10.797;-26.138
3680;-13.719;15.363;-22.806
3690;-17.781;19.928;-20.364
3700;-21.843;24.79;-17.923
3710;-26.112;29.051;-15.978
3720;-28.381;29.192;-14.913
3730;-31.411;29.332;-15.021
3740;-34.441;30.052;-15.128
3750;-37.437;29.532;-15.236
3760;-39.753;30.252;-12.887
3770;-39.659;30.897;-11.13
3780;-39.407;31.444;-9.51
3790;-39.154;35.272;-7.891
3800;-39.422;39.099;-7.564
3810;-38.379;42.858;-6.468
3820;-37.419;44.497;-5.371
3830;-36.459;46.135;-4.295
3840;-33.699;47.774;-2.139
3850;-31.015;49.743;0.072
3860;-28.331;50.473;2.283
3870;-25.647;51.203;4.549
3880;-25.523;51.939;7.455
3890;-25.121;52.676;8.428
3900;-24.72;50.492;9.455
3910;-24.319;48.309;10.483
3920;-23.688;45.863;11.532
3930;-22.494;43.618;12.821
3940;-21.299;41.372;14.109
3950;-20.105;39.127;15.728
3960;-19.749;37.219;16.548
3970;-21.117;37.952;18.502
3980;-22.486;38.684;20.457
3990;-23.992;39.52;22.211
4000;-23.138;40.356;23.566
4010;-23.371;39.072;22.546
4020;-23.604;37.788;20.892
4030;-23.713;35.869;19.239
4040;-25.462;31.31;15.903
4050;-26.222;27.632;13.84
4060;-26.913;23.553;11.763
4070;-27.604;19.661;9.686
4080;-27.255;17.128;8.688
4090;-28.444;14.596;6.142
4100;-29.599;12.284;3.596
4110;-30.753;11.932;1.07
4120;-31.908;8.981;-1.455
4130;-28.599;6.263;-5.571
4140;-25.29;3.588;-9.687
4150;-21.981;0.992;-13.803
4160;-18.672;1.756;-17.829
4170;-15.64;2.527;-20.883
4180;-12.608;3.298;-23.902
4190;-9.577;3.349;-26.921
4200;-6.621;3.283;-30.058
4210;0.055;3.217;-30.619
4220;6.759;4.575;-31.181
4230;13.462;6.254;-31.742
4240;20.166;7.87;-32.303
4250;26.299;9.487;-33.788
4260;32.626;13.439;-35.272
4270;38.953;17.39;-36.756
4280;45.28;21.383;-38.24
4290;52.44;25.377;-38.203
4300;59.779;26.77;-38.165
4310;67.119;28.494;-38.128
4320;74.458;30.218;-38.091
4330;78.87;30.582;-37.217
4340;83.283;27.906;-36.342
4350;87.516;25.465;-35.468
4360;91.749;23.023;-34.593
4370;96.188;23.622;-32.901
4380;98.826;24.221;-30.568
4390;101.41;24.709;-28.236
4400;103.993;25.108;-25.903
4410;106.855;22.226;-22.316
4420;109.717;19.71;-18.688
4430;112.628;17.194;-15.061
4440;115.538;15.481;-11.433
4450;116.117;14.008;-7.586
4460;113.657;12.411;-5.059
4470;111.196;10.814;-2.532
4480;107.79;8.137;0.139
4490;104.277;5.308;0.971
4500;98.884;2.968;2.643
4510;93.491;-0.771;4.314
4520;88.67;-4.31;5.966
4530;83.054;-7.994;8.934
4540;78.637;-11.679;12.062
4550;74.221;-13.643;15.19
4560;68.977;-17.047;17.615
4570;62.477;-21.161;20.928
4580;58.058;-25.159;22.441
4590;53.639;-25.356;23.954
4600;49.219;-25.553;25.674
4610;47.243;-25.537;27.881
4620;44.626;-26.181;29.208
4630;42.01;-24.745;30.535
4640;39.393;-22.854;32.372
4650;34.553;-20.963;33.137
4660;29.193;-19.152;32.101
4670;23.833;-18.517;31.065
4680;18.473;-17.883;29.567
4690;11.786;-17.248;29.775
4700;7.499;-16.974;29.743
4710;3.212;-17.01;29.712
4720;-1.074;-17.046;29.556
4730;-5.883;-16.321;33.11
4740;-10.308;-15.837;38.905
4750;-14.732;-15.367;45.465
4760;-19.157;-15.117;52.025
4770;-23.234;-15.388;52.938
4780;-26.523;-15.658;52.451
4790;-29.811;-15.928;51.95
4800;-33.099;-15.881;51.45
4810;-36.505;-14.395;48.171
4820;-38.643;-12.843;43.852
4830;-40.781;-11.291;39.058
4840;-42.919;-10.237;34.263
4850;-44.65;-9.183;31.72
4860;-49.861;-8.601;29.097
4870;-55.079;-8.019;26.321
4880;-60.297;-9.517;23.546
4890;-65.797;-10.974;19.483
4900;-69.618;-12.279;16.299
4910;-73.818;-14.543;13.419
4920;-78.018;-15.728;10.539
4930;-82.039;-16.575;7.565
4940;-84.539;-17.422;3.072
4950;-85.828;-18.269;-1.167
4960;-87.116;-19.116;-5.406
4970;-88.404;-20.411;-8.844
4980;-89.302;-21.582;-15.993
4990;-89.88;-22.513;-22.99
5000;-90.134;-22.924;-29.988
5010;-90.388;-22.756;-34.905
5020;-90.961;-22.399;-33.892
5030;-91.815;-22.041;-32.88
5040;-93.186;-22.288;-31.868
5050;-94.557;-22.535;-30.735
5060;-95.404;-22.782;-26.514
5070;-96.091;-23.549;-22.294
5080;-91.698;-24.261;-18.913
5090;-87.305;-24.092;-15.532
5100;-82.588;-23.924;-14.361
5110;-76.75;-22.994;-13.19
5120;-74.233;-22.065;-11.899
5130;-72.323;-20.495;-10.608
5140;-70.619;-18.926;-8.691
5150;-67.876;-17.652;-6.774
5160;-60.332;-15.606;-0.777
5170;-52.506;-13.559;5.221
5180;-45.039;-12.192;11.719
5190;-37.571;-11.349;18.217
5200;-31.143;-10.352;23.515
5210;-24.861;-9.354;28.812
5220;-18.468;-7.001;33.297
5230;-12.074;-4.648;37.781
5240;-6.001;-2.295;39.305
5250;-3.328;-0.441;40.829
5260;-0.283;1.426;41.135
5270;2.763;3.854;41.441
5280;6.088;6.281;44.428
5290;10.094;9.237;47.414
5300;14.01;12.234;49.763
5310;17.926;15.072;52.112
5320;21.841;17.909;55.181
5330;20.277;20.615;58.676
5340;17.153;22.538;61.785
5350;14.029;24.461;60.454
5360;10.905;27.663;59.123
5370;11.101;30.901;57.582
5380;10.772;33.388;56.283
5390;10.499;35.874;55.063
5400;10.226;36.521;53.844
5410;5.153;36.92;48.255
5420;0.804;37.319;42.846
5430;-3.221;38.335;40.196
5440;-7.246;37.963;37.546
5450;-11.27;37.59;35.669
5460;-15.088;37.218;33.805
5470;-18.673;35.483;32.822
5480;-22.258;34.106;31.839
5490;-25.843;32.49;33.719
5500;-26.497;30.873;35.447
5510;-24.95;29.257;35.415
5520;-23.239;26.783;35.383
5530;-21.527;23.71;33.672
5540;-20.757;20.637;32.222
5550;-20.988;17.543;29.292
5560;-21.68;14.672;26.363
5570;-22.372;11.8;23.52
5580;-23.079;8.208;21.298
5590;-22.025;4.575;18.196
5600;-22.451;1.004;18.872
5610;-22.877;-3.847;19.548
5620;-23.248;-7.993;17.531
5630;-23.219;-12.139;15.514
5640;-20.19;-16.286;13.004
5650;-17.375;-18.812;10.494
5660;-14.56;-21.339;6.248
5670;-12.772;-22.651;2.003
5680;-8.665;-23.963;-4.417
5690;-4.647;-23.754;-10.836
5700;-0.629;-23.105;-18.335
5710;3.196;-23.67;-25.835
5720;6.981;-24.236;-33.655
5730;14.058;-24.801;-41.476
5740;21.135;-25.61;-47.236
5750;28.033;-26.418;-52.996
5760;32.731;-26.312;-56.927
5770;35.789;-26.206;-60.858
5780;38.564;-25.499;-64.317
5790;41.339;-24.938;-67.777
5800;45.294;-24.597;-70.59
5810;51.248;-24.257;-73.404
5820;57.265;-23.916;-75.12
5830;63.281;-22.855;-76.836
5840;69.353;-22.001;-77.21
5850;77.305;-21.178;-77.583
5860;83.679;-20.354;-80.799
5870;90.052;-20.291;-82.294
5880;96.378;-20.076;-83.899
5890;99.703;-20.223;-85.505
5900;101.149;-20.371;-83.85
5910;102.594;-20.519;-80.797
5920;104.04;-21.826;-77.745
5930;104.11;-22.858;-72.437
5940;102.941;-24.298;-67.13
5950;101.64;-25.738;-60.232
5960;100.339;-26.018;-53.334
5970;98.466;-26.277;-45.895
5980;93.073;-25.786;-38.457
5990;87.091;-25.295;-33.596
6000;81.109;-24.804;-28.735
6010;75.954;-25.393;-21.491
6020;72.44;-26.099;-14.247
6030;67.046;-26.563;-7.488
6040;61.754;-27.026;-0.73
6050;56.463;-27.29;8.302
6060;49.207;-27.553;17.334
6070;40.83;-27.137;25.419
6080;31.923;-26.72;33.505
6090;23.015;-26.303;41.64
6100;13.521;-25.767;49.775
6110;5.668;-25.348;61.152
6120;-3.408;-24.192;72.528
6130;-12.484;-23.036;78.567
6140;-21.443;-21.6;84.606
6150;-28.521;-20.164;87.521
6160;-32.92;-19.019;90.437
6170;-37.319;-17.874;88.797
6180;-41.717;-16.73;84.606
6190;-45.179;-15.025;80.414
6200;-50.961;-13.452;79.297
6210;-55.606;-11.659;78.179
6220;-60.25;-9.866;76.763
6230;-64.963;-8.713;75.346
6240;-69.356;-7.56;76.343
6250;-72.454;-5.548;77.341
6260;-75.552;-3.535;76.258
6270;-78.477;-1.523;75.175
6280;-79.523;0.13;71.168
6290;-80.048;1.52;67.161
6300;-81.319;0.44;60.102
6310;-82.589;-0.64;53.043
6320;-82.732;-2.2;42.895
6330;-81.556;-3.76;32.748
6340;-80.331;-2.368;22.599
6350;-79.106;-0.977;12.45
6360;-77.502;0.415;1.597
6370;-74.938;1.167;-9.255
6380;-70.23;1.815;-14.314
6390;-65.523;2.979;-19.374
6400;-60.988;4.143;-19.848
6410;-59.132;5.668;-20.323
6420;-57.637;7.192;-16.476
6430;-55.714;8.681;-12.629
6440;-53.792;11.371;-11.614
6450;-49.873;14.421;-14.308
6460;-46.314;17.47;-17.001
6470;-42.521;20.651;-19.992
6480;-38.728;23.297;-22.342
6490;-34.418;25.942;-27.706
6500;-31.348;27.308;-33.07
6510;-28.229;28.673;-39.335
6520;-25.11;30.239;-45.6
6530;-21.592;30.018;-48.148
6540;-18.593;29.797;-50.695
6550;-14.834;32.137;-54.138
6560;-11.338;34.276;-57.581
6570;-7.841;36.371;-56.887
6580;-5.058;38.466;-56.193
6590;-0.714;37.761;-53.153
6600;3.539;37.057;-50.113
6610;7.793;36.538;-46.618
6620;11.764;36.81;-43.123
6630;14.095;37.081;-39.738
6640;15.964;36.513;-36.353
6650;17.833;35.91;-38.05
6660;20.047;35.308;-39.746
6670;22.621;34.473;-41.357
6680;28.275;33.639;-42.968
6690;33.473;31.604;-42.003
6700;38.672;29.549;-41.037
6710;43.948;28.119;-40.863
6720;50.743;26.688;-40.69
6730;57.298;26.138;-40.956
6740;63.852;25.539;-41.222
6750;70.083;24.941;-41.61
6760;76.313;23.603;-41.793
6770;82.985;22.265;-41.977
6780;89.657;22.527;-40.866
6790;96.114;22.692;-39.756
6800;101.812;21.814;-38.012
6810;100.91;20.935;-36.269
6820;100.194;20.177;-35.716
6830;99.479;19.528;-35.163
6840;97.148;18.88;-36.942
6850;94.497;18.859;-38.721
6860;91.832;18.839;-37.891
6870;89.167;18.138;-37.061
6880;86.178;17.499;-36.899
6890;83.789;16.861;-36.738
6900;85.575;15.702;-32.829
6910;87.361;14.543;-28.92
6920;88.954;13.348;-24.8
6930;87.468;12.152;-20.68
6940;85.701;9.967;-19.703
6950;83.561;7.782;-18.727
6960;81.422;4.917;-17.234
6970;77.597;2.163;-15.742
6980;70.852;-0.592;-15.21
6990;64.197;-1.439;-14.677
7000;57.542;-2.286;-13.079
7010;51.349;-2.634;-11.48
7020;45.156;-2.983;-8.608
7030;36.607;-3.604;-6.92
7040;28.058;-4.225;-5.232
7050;19.109;-3.588;-3.641
7060;16.76;-2.95;-2.051
7070;13.051;-2.41;0.102
7080;10.018;-3.869;2.255
7090;6.985;-5.328;8.382
7100;4.486;-7.167;14.406
7110;1.706;-9.143;18.109
7120;-0.528;-11.12;21.812
7130;-2.763;-12.017;23.441
7140;-4.908;-12.913;25.07
7150;-11.372;-13.51;23.379
7160;-16.317;-14.108;21.688
7170;-21.435;-15.145;15.246
7180;-26.324;-16.182;8.803
7190;-30.934;-15.61;5.6
7200;-35.023;-15.037;2.673
7210;-39.265;-14.465;-0.643
7220;-43.506;-14.532;-3.959
7230;-44.545;-14.586;-7.425
7240;-46.383;-16.375;-10.891
7250;-48.388;-18.164;-12.123
7260;-50.392;-19.953;-13.258
7270;-52.458;-19.943;-16.473
7280;-52.044;-19.414;-19.688
7290;-48.99;-18.677;-22.766
7300;-46.123;-17.941;-25.71
7310;-43.317;-17.284;-28.655
7320;-39.152;-16.628;-31.6
7330;-33.586;-14.123;-36.07
7340;-27.897;-11.618;-44.101
7350;-22.207;-9.113;-52.131
7360;-16.237;-5.568;-56.912
7370;-12.828;-2.023;-61.692
7380;-9.115;0.166;-64.633
7390;-5.401;2.775;-66.898
7400;-1.557;3.785;-69.233
7410;0.767;4.794;-71.568
7420;2.011;6.223;-68.703
7430;3.11;7.728;-65.983
7440;4.479;9.233;-60.766
7450;5.327;10.578;-55.548
7460;6.255;11.923;-50.23
7470;6.797;13.473;-44.913
7480;7.339;15.023;-34.59
7490;8.578;16.574;-24.785
7500;10.657;18.124;-16.379
7510;12.832;19.923;-7.974
7520;15.007;19.702;-0.342
7530;17.713;19.481;6.966
7540;17.779;18.501;13.673
7550;20.006;18.01;20.381
7560;22.232;17.316;25.599
7570;24.72;16.622;30.817
7580;25.808;15.928;37.195
7590;26.377;14.861;43.297
7600;26.676;13.793;47.041
7610;26.975;11.589;48.026
7620;29.834;9.385;48.556
7630;31.974;5.617;50.997
7640;34.113;1.848;53.439
7650;36.432;-0.548;55.84
7660;37.612;-2.943;59.324
7670;39.873;-4.703;66.748
7680;38.214;-6.463;74.171
7690;36.465;-8.223;78.469
7700;34.661;-9.72;83.367
7710;32.777;-10.12;88.665
7720;27.732;-10.52;93.377
7730;22.757;-10.92;91.008
7740;17.782;-11.32;88.64
7750;12.712;-13.069;86.472
7760;7.641;-14.818;84.303
7770;3.571;-16.567;77.055
7780;-0.354;-18.316;69.807
7790;-4.328;-19.628;62.731
7800;-10.462;-20.939;54.055
7810;-15.716;-22.251;46.979
7820;-20.652;-23.563;40.117
7830;-26.092;-24.989;33.902
7840;-31.012;-25.931;27.687
7850;-34.972;-26.873;24.47
7860;-38.898;-27.815;20.694
7870;-42.823;-27.33;17.276
7880;-46.457;-25.494;12.098
7890;-50.09;-23.658;7.23
7900;-52.643;-21.822;5.872
7910;-54.989;-17.77;4.513
7920;-57.57;-14.277;-0.985
7930;-56.23;-11.13;-3.723
7940;-55.611;-7.982;-5.847
7950;-54.778;-5.007;-7.84
7960;-53.993;-2.832;-13.353
7970;-50.048;-0.657;-18.866
7980;-47.863;1.705;-22.512
7990;-45.706;1.764;-30.077
8000;-43.549;3.103;-37.643
8010;-41.13;4.443;-45.208
8020;-39.71;5.706;-47.761
8030;-37.451;6.495;-49.474
8040;-35.143;7.324;-51.188
8050;-32.746;8.153;-51.204
8060;-31.229;8.982;-49.996
8070;-27.472;12.97;-48.788
8080;-23.708;17.037;-48.399
8090;-20.081;21.105;-45.01
8100;-17.415;25.172;-41.379
8110;-15.309;27.855;-36.92
8120;-13.203;29.49;-32.461
8130;-11.179;31.124;-26.121
8140;-8.701;32.759;-19.679
8150;-7.302;31.319;-16.924
8160;-5.903;27.614;-15.05
8170;-4.567;23.909;-13.175
8180;-2.989;20.204;-15.13
8190;-0.691;17.546;-15.484
8200;3.167;14.888;-15.839
8210;6.714;12.41;-11.963
8220;9.821;9.931;-5.447
8230;14.687;8.448;1.069
8240;19.553;9.406;11.505
8250;23.379;10.087;22.044
8260;27.15;10.768;26.303
8270;30.735;11.189;30.563
8280;33.48;12.05;34.203
8290;36.745;12.91;43.815
8300;40.148;13.743;53.428
8310;43.564;12.719;61.801
8320;44.741;8.494;73.575
8330;45.517;4.269;86.218
8340;45.97;0.044;95.737
8350;46.567;-4.48;107.415
8360;47.724;-7.564;119.094
8370;48.881;-10.648;130.641
8380;49.199;-13.732;140.199
8390;49.295;-16.745;145.516
8400;49.764;-16.917;150.833
8410;50.233;-17.09;156.658
8420;48.862;-17.262;161.243
8430;47.491;-17.593;165.828
8440;46.03;-19.192;168.557
8450;43.01;-20.79;166.501
8460;39.789;-22.389;164.444
8470;36.803;-24.582;159.803
8480;33.692;-27.743;155.465
8490;30.582;-30.905;149.327
8500;28.512;-34.066;143.555
8510;25.241;-36.848;144.062
8520;21.93;-39.094;145.167
8530;17.942;-41.339;145.906
8540;13.434;-43.585;141.046
8550;7.687;-44.63;132.048
8560;2.112;-43.818;122.796
8570;-4.008;-43.006;110.143
8580;-9.728;-42.193;96.299
8590;-15.288;-41.739;82.179
8600;-21.297;-41.386;65.899
8610;-27.305;-41.033;49.619
8620;-33.141;-40.68;31.077
8630;-38.137;-40.32;12.535
8640;-43.412;-40.487;-1.767
8650;-49.006;-40.654;-16.808
8660;-54.447;-40.821;-31.85
8670;-58.048;-41.339;-45.037
8680;-61.69;-42.072;-57.074
8690;-65.517;-42.804;-69.112
8700;-69.179;-43.537;-76.349
8710;-72.641;-44.058;-85.243
8720;-76.103;-44.178;-94.137
8730;-79.141;-44.298;-102.927
8740;-82.178;-44.418;-109.917
8750;-85.029;-42.668;-116
8760;-86.68;-41.117;-122.11
8770;-87.971;-39.567;-128.101
8780;-88.814;-38.017;-128.575
8790;-89.781;-35.346;-128.836
8800;-89.508;-33.676;-124.857
8810;-87.434;-32.006;-122.844
8820;-85.141;-30.335;-121.163
8830;-83.15;-30.368;-118.641
8840;-81.32;-30.022;-116.796
8850;-79.49;-29.676;-115.483
8860;-77.374;-29.33;-114.17
8870;-75.258;-29.872;-112.339
8880;-72.997;-30.69;-111.644
8890;-70.457;-31.508;-110.949
8900;-68.716;-32.326;-110.466
8910;-66.858;-32.316;-110.003
8920;-64.614;-31.354;-109.539
8930;-62.33;-30.393;-109.937
8940;-58.166;-29.432;-109.097
8950;-53.946;-27.472;-108.257
8960;-49.823;-25.44;-106.291
8970;-45.701;-23.408;-104.326
8980;-42.058;-21.377;-101.396
8990;-37.19;-17.553;-99.37
9000;-32.323;-15.579;-97.623
9010;-27.455;-13.606;-95.469
9020;-22.948;-11.632;-92.894
9030;-18.44;-7.75;-95.359
9040;-13.926;-4.775;-96.068
9050;-9.142;-1.8;-96.977
9060;-6.159;1.127;-96.526
9070;-4.535;6.574;-96.036
9080;-2.87;13.745;-95.546
9090;-1.206;20.916;-95.057
9100;0.28;27.68;-95.051
9110;1.446;35.724;-96.128
9120;3.21;44.732;-97.206
9130;4.974;53.741;-94.703
9140;6.828;61.97;-91.236
9150;9.481;69.039;-87.768
9160;11.135;75.011;-82.767
9170;12.741;80.983;-77.179
9180;14.277;87.432;-71.592
9190;13.934;91.32;-65.076
9200;16.19;94.148;-58.188
9210;18.578;96.975;-51.299
9220;20.966;99.989;-39.727
9230;23.208;104.123;-28.794
9240;24.171;106.506;-18.593
9250;27.022;108.89;-9.152
9260;29.873;110.901;-0.27
9270;32.407;112.632;4.589
9280;34.941;112.317;9.448
9290;38.458;112.003;12.828
9300;41.975;111.902;13.549
9310;45.458;108.721;14.27
9320;50.301;102.993;15.312
9330;55.463;97.265;16.36
9340;60.681;91.24;17.098
9350;65.899;82.255;19.956
9360;70.91;72.094;23.381
9370;75.681;61.932;26.785
9380;77.894;52.061;28.069
9390;80.106;42.189;28.072
9400;82.105;33.65;27.343
