timepoints (min);31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.2;41: wc-2+.3;42: wc-1-.1;43: wc-1-.2;44: wc-1-.3;45: wc-2-.1
4830;-0.294;6.628;-18.988;4.632;-5.074;17.703;-31.01;-22.086;-34.448;-4.847;-10.396;1.477;-47.081;-7.774;6.556
4840;2.73;4.503;-22.505;5.288;-4.555;15.861;-31.89;-22.228;-35.263;-4.113;-10.632;0.848;-48.64;-9.927;4.775
4850;5.96;2.019;-25.723;6.508;-4.451;15.688;-32.359;-20.588;-35.465;-3.88;-10.868;2.31;-49.527;-11.386;2.85
4860;9.087;-0.268;-28.76;7.797;-3.339;15.575;-33.032;-18.88;-35.666;-3.488;-11.062;5.472;-49.422;-13.014;-1.156
4870;11.465;-3.954;-31;8.699;0.007;15.221;-33.819;-16.183;-35.833;-3.417;-10.497;7.683;-50.268;-15.964;-5.313
4880;12.815;-7.15;-32.629;9.55;4.579;14.905;-34.181;-13.532;-36;-3.345;-9.828;8.477;-52.756;-19.211;-8.417
4890;14.967;-10.066;-30.098;10.022;10.115;13.768;-35.099;-11.378;-36.492;-3.328;-9.138;10.124;-54.839;-21.597;-11.88
4900;16.49;-13.272;-26.885;9.534;13.299;12.126;-35.487;-8.241;-36.945;-4.392;-8.168;13.047;-55.517;-22.553;-15.343
4910;17.943;-17.574;-25.869;7.539;14.674;11.127;-35.73;-4.143;-37.246;-5.455;-6.888;16.062;-52.866;-22.359;-20.266
4920;18.527;-21.786;-25.473;5.646;15.263;9.308;-35.105;-0.156;-37.546;-6.615;-5.629;19.25;-51.977;-21.637;-23.189
4930;18.903;-25.029;-22.535;3.335;14.948;7.48;-33.772;2.4;-37.127;-7.215;-4.09;21.465;-55.175;-21.171;-26.112
4940;19.826;-28.382;-22.968;1.886;15.072;6.672;-32.706;4.648;-35.997;-7.43;-2.55;23.335;-59.445;-22.061;-29.007
4950;20.914;-30.368;-19.781;1.077;15.323;4.92;-32.4;8.55;-34.819;-7.694;-0.727;25.422;-65.223;-22.366;-31.92
4960;21.168;-32.61;-14.899;-0.323;13.33;1.926;-31.981;10.469;-33.641;-7.597;0.737;28.275;-69.64;-23.108;-33.473
4970;23.628;-33.811;-12.327;-2.694;10.377;0.846;-30.578;13.116;-31.743;-7.501;2.2;31.611;-71.632;-24.866;-35.026
4980;26.087;-33.763;-10.423;-5.292;8.21;-0.608;-29.43;16.39;-29.137;-7.141;3.505;33.548;-69.549;-26.445;-36.141
4990;28.206;-33.607;-9.441;-7.923;5.897;-2.069;-28.033;18.236;-26.585;-7.341;4.516;34.404;-67.916;-26.028;-38.055
5000;30.324;-32.971;-4.939;-9.051;7.114;-3.938;-26.814;20.037;-24.033;-7.541;5.527;34.164;-67.098;-26.728;-39.97
5010;31.023;-32.292;-2.926;-9.723;4.508;-5.83;-26.007;23.033;-21.041;-7.734;6.607;32.363;-66.041;-28.661;-41.836
5020;31.723;-32.214;-2.812;-10.314;0.767;-7.499;-25.061;25.836;-18.175;-6.771;8.167;31.306;-65.887;-29.582;-43.899
5030;31.466;-31.535;-2.892;-10.415;-1.935;-8.454;-23.33;26.448;-15.309;-5.808;10.01;31.068;-65.578;-30.374;-45.963
5040;30.756;-28.057;-2.124;-8.688;-3.6;-9.226;-21.116;27.541;-12.443;-4.852;11.694;31.258;-65.04;-28.883;-48.026
5050;30.005;-24.861;0.97;-7.188;-4.954;-10.192;-17.748;27.738;-9.417;-4.137;13.458;31.919;-62.321;-26.342;-49.523
5060;28.684;-24.001;7.228;-6.985;-3.669;-11.334;-14.03;26.655;-7.433;-3.901;15.182;33.219;-58.134;-23.281;-49.779
5070;27.363;-23.259;13.706;-7.063;-1.571;-13.19;-10.403;24.604;-5.401;-3.506;17.189;34.057;-54.498;-20.684;-50.036
5080;24.746;-19.316;21.339;-7.142;0.008;-14.084;-7.128;25.178;-2.97;-3.015;18.892;32.41;-52.527;-18.73;-50.23
5090;21.909;-15.428;26.208;-7.219;0.961;-15.081;-4.895;25.935;-0.538;-4.284;19.196;29.532;-51.92;-16.737;-49.265
5100;18.792;-12.284;28.788;-7.432;2.458;-16.883;-3.45;25.389;1.135;-5.553;19.499;26.814;-50.269;-14.341;-48.299
5110;15.44;-9.41;31.098;-7.764;2.995;-17.45;-1.875;25.161;2.739;-6.615;19.306;22.339;-48.586;-11.919;-47.334
5120;13.246;-6.512;33.499;-7.679;1.106;-16.739;-0.252;23.741;4.983;-6.557;19.113;17.81;-45.244;-9.833;-47.757
5130;12.458;-3.71;36.08;-7.665;-1.234;-17.083;1.462;21.734;7.228;-6.499;18.92;14.006;-41.652;-7.87;-48.621
5140;11.15;-1.023;36.501;-8.314;-3.123;-16.866;3.523;19.87;9.846;-6.352;18.823;9.697;-39.185;-6.821;-49.484
5150;10.232;1.836;35.203;-7.119;-4.142;-15.239;4.626;18.328;12.705;-4.892;16.756;5.31;-38.375;-6.956;-50.865
5160;9.106;1.109;35.314;-4.382;-4.807;-16.181;5.327;16.349;15.844;-3.433;14.688;1.021;-39.67;-6.792;-49.206
5170;8.702;2.658;33.757;-1.583;-5.061;-15.774;5.286;13.508;18.983;-2.036;12.848;-3.317;-40.357;-9.081;-47.546
5180;8.139;3.788;31.15;1.294;-5.469;-15.859;5.097;10.24;21.52;-1.799;10.608;-6.441;-38.608;-11.479;-45.866
5190;8.592;5.132;29.143;4.139;-6.07;-17.411;5.363;7.349;24.257;-1.803;8.306;-8.283;-35.433;-13.142;-44.694
5200;9.044;7.154;25.444;5.665;-7.321;-19.956;6.519;2.516;26.233;-1.834;6.046;-8.746;-31.668;-14.992;-43.641
5210;9.163;6.91;22.007;5.913;-6.063;-17.626;8.611;-1.51;28.21;-2.226;4.505;-10.317;-30.12;-17.579;-42.589
5220;9.294;7.281;20.219;6.134;-4.633;-16.039;10.299;-5.206;29.494;-2.618;2.964;-12.363;-29.674;-18.102;-41.323
5230;7.397;7.535;19.499;6.662;-2.921;-14.44;11.076;-8.458;30.778;-2.927;1.072;-15.575;-31.469;-19.338;-39.337
5240;6.32;7.906;18.483;8.123;-1.687;-13.223;11.512;-10.677;31.408;-1.777;-0.861;-18.622;-33.457;-19.05;-37.35
5250;4.076;8.698;15.472;9.077;-1.294;-10.84;12.361;-12.754;32.039;-0.626;-2.793;-21.102;-35.281;-19.011;-35.337
5260;2.461;9.483;15.338;8.883;1.823;-8.091;14.076;-13.31;32.181;0.607;-4.794;-23.204;-37.444;-19.137;-32.526
5270;0.749;7.548;15.979;8.723;4.782;-6.458;15.99;-13.094;32.323;1.16;-7.305;-25.265;-40.463;-18.883;-29.554
5280;1.418;5.937;16.51;7.243;8.106;-6.086;16.837;-11.749;32.494;1.679;-9.815;-27.276;-42.799;-18.739;-26.583
5290;2.087;1.927;15.121;7.421;10.841;-5.366;17.323;-9.892;32.665;1.928;-12.463;-29.153;-43.702;-19.601;-23.399
5300;3.771;-2.117;12.123;8.113;13.309;-4.051;16.988;-8.883;32.697;2.338;-15.152;-28.885;-44.268;-21.903;-21.614
5310;4.461;-1.37;8.986;9.163;14.229;-2.127;16.684;-7.159;32.728;2.748;-17.647;-27.546;-43.048;-24.723;-19.829
5320;4.716;-0.712;6.05;10.102;15.484;0.106;17.072;-5.754;32.651;3.137;-20.121;-27.313;-43.208;-27.621;-17.858
5330;5.212;-4.865;2.972;11.09;17.299;1.956;17.361;-5.374;32.194;3.726;-21.716;-25.596;-42.818;-31.302;-8.999
5340;4.709;-9.046;-1.403;12.303;17.623;4.921;17.764;-3.939;31.738;4.834;-23.07;-23.593;-42.454;-35.252;-0.579
5350;4.993;-11.746;-4.788;13.192;17.385;7.607;18.658;-2.299;30.921;5.943;-24.804;-21.941;-40.917;-38.692;7.785
5360;5.277;-14.771;-7.916;14.148;17.796;9.186;19.797;-1.036;30.105;6.866;-26.483;-19.608;-37.588;-41.559;16.142
5370;5.411;-15.916;-9.512;15.276;19.37;12.297;20.514;0.236;28.524;6.142;-27.401;-15.927;-34.898;-43.877;21.539
5380;5.414;-16.225;-10.959;16.6;20.583;12.981;20.463;1.555;26.943;5.418;-28.32;-12.829;-33.523;-46.37;26.937
5390;6.334;-18.134;-12.52;17.015;19.797;13.375;20.999;2.894;25.323;4.728;-29.142;-9.359;-32.6;-48.524;32.189
5400;7.223;-18.164;-13.092;16.014;18.124;12.931;20.942;5.233;23.702;4.719;-28.964;-5.006;-33.64;-51.062;34.772
5410;8.737;-15.537;-13.561;13.772;17.034;15.174;20.403;7.193;21.47;4.612;-28.786;-1.361;-34.297;-55.647;34.996
5420;9.08;-15.422;-11.941;11.648;15.961;17.586;20.727;9.13;19.239;4.679;-28.526;2.211;-34.372;-58.445;35.123
5430;8.463;-15.39;-11.233;9.066;14.273;19.919;21.011;11.539;17.247;6.345;-28.51;5.665;-34.953;-60.921;35.381
5440;5.061;-16.083;-12.541;6.087;12.985;21.266;20.767;14.269;15.255;8.011;-28.495;8.474;-38.277;-64.019;35.439
5450;1.603;-16.623;-14.028;4.181;12.063;23.55;20.165;17.457;14.044;9.698;-28.273;8.861;-43.015;-67.341;35.497
5460;-0.668;-13.412;-15.251;3.11;10.473;23.354;19.505;21.364;12.833;10.465;-28.651;8.272;-45.978;-69.335;35.92
5470;-2.91;-9.96;-16.492;2.109;8.559;22.604;19.346;25.512;11.422;11.232;-29.153;9.326;-45.559;-71.236;37.223
5480;-2.634;-8.541;-17.854;0.724;4.997;21.829;19.713;28.637;10.011;11.902;-29.745;14.149;-43.888;-73.251;37.327
5490;-2.49;-6.921;-19.629;0.498;2.506;21.399;20.092;31.272;9.206;11.172;-30.537;18.458;-41.863;-76.899;37.492
5500;-1.89;-4.742;-21.474;0.174;0.625;20.601;19.702;34.423;8.393;10.436;-31.328;22.109;-37.927;-78.978;37.513
5510;-1.695;-2.452;-23.09;0.174;-2.971;19.174;18.345;35.444;6.701;9.734;-31.941;22.548;-33.974;-80.724;38.014
5520;-0.901;2.357;-24.381;0.16;-5.77;18.919;16.806;34.956;5.008;9.832;-31.993;20.971;-30.057;-82.276;38.17
5530;-0.655;7.036;-25.603;0.739;-7.407;20.56;15.793;34.941;3.128;9.93;-32.046;19.527;-26.415;-82.677;38.491
5540;-0.382;12.874;-24.443;0.076;-9.925;21.25;15.363;34.439;1.11;9.979;-31.953;17.88;-20.257;-83.026;38.652
5550;-2.079;18.299;-22.28;-0.211;-12.142;22.361;14.953;33.513;-1.188;10.389;-31.243;14.55;-13.194;-82.128;39.854
5560;-3.541;23.684;-22.401;0.149;-15.372;22.475;14.166;33.476;-3.486;10.799;-30.532;11.902;-10.15;-77.274;40.821
5570;-5.517;28.662;-23.029;0.557;-17.872;21.941;12.836;33.537;-5.75;11.477;-29.85;10.959;-5.25;-71.494;41.988
5580;-7.494;34.4;-23.96;0.994;-19.759;20.788;11.914;33.012;-8.16;11.614;-29.127;8.623;0.647;-68.527;36.435
5590;-8.061;38.993;-24.459;-0.604;-21.265;18.786;10.981;32.433;-10.25;11.75;-28.335;8.539;6.739;-67.171;31.019
5600;-8.029;43.115;-25.087;-2.385;-23.47;16.892;10.001;31.68;-12.028;11.997;-27.509;8.688;10.775;-66.517;25.535
5610;-6.879;45.723;-26.25;-3.646;-25.437;15.643;9.134;30.866;-13.806;12.204;-27.083;7.792;14.083;-65.721;19.771
5620;-5.574;48.028;-27.074;-4.796;-28.394;12.397;8.879;30.81;-15.356;13.141;-27.505;5.69;18.577;-64.061;18.508
5630;-3.829;46.532;-28.415;-5.655;-32.92;10.837;8.738;31.298;-16.865;14.077;-27.927;2.755;24.419;-62.099;17.244
5640;-1.45;44.879;-28.669;-6.596;-35.034;9.232;8.542;31.564;-18.334;14.978;-27.546;-0.676;30.898;-59.568;15.822
5650;1.005;43.585;-27.341;-6.825;-36.543;7.012;9.138;30.599;-19.803;14.959;-26.806;-3.481;38.869;-55.709;15.92
5660;4.582;41.767;-26.606;-6.486;-38.436;3.396;9.966;30.833;-20.626;15.022;-26.058;-6.77;45.127;-51.708;15.804
5670;8.021;40.749;-27.789;-5.996;-42.091;-0.746;9.531;31.65;-21.284;15.086;-25.455;-8.498;49.372;-48.73;15.612
5680;13.393;40.069;-30.521;-5.068;-45.537;-4.185;8.719;31.679;-22.182;13.589;-22.292;-9.275;54.797;-45.383;14.461
5690;19.499;40.115;-30.422;-3.994;-47.423;-6.408;7.874;32.125;-23.08;12.306;-18.93;-11.116;61.846;-40.531;13.665
5700;23.997;40.098;-30.247;-3.044;-49.695;-8.349;7.106;33.181;-22.899;11.037;-15.581;-13.098;68.074;-35.93;12.869
5710;27.895;39.873;-27.179;-2.095;-52.188;-10.337;4.953;33.345;-22.719;9.568;-10.472;-13.872;71.023;-31.625;12.059
5720;29.863;39.407;-24.596;-1.874;-54.935;-12.163;3.19;33.808;-22.338;8.044;-5.356;-14.37;71.72;-26.167;10.05
5730;30.87;40.029;-22.577;-1.316;-56.338;-12.928;1.926;34.014;-21.957;6.437;-0.178;-15.247;72.65;-18.469;8.116
5740;31.877;40.941;-20.15;-0.914;-56.89;-12.557;-0.228;33.098;-21.719;4.99;4.56;-14.204;74.76;-9.088;6.051
5750;33.77;39.523;-17.752;-0.479;-57.437;-11.01;-2.51;32.003;-21.48;3.35;9.346;-13.774;75.848;0.011;5.586
5760;35.662;38.539;-16.775;0.057;-55.31;-8.91;-3.767;32.574;-20.327;1.545;14.229;-9.425;78.421;10.153;3.844
5770;37.142;37.636;-15.124;0.135;-54.374;-7.6;-4.346;34.454;-19.174;-0.461;17.672;-3.03;81.448;22.279;2.102
5780;37.539;36.967;-11.897;1.041;-54.817;-6.792;-5.154;36.354;-18.577;-2.37;21.163;3.123;81.157;34.161;0.208
5790;37.706;36.898;-9.415;2.509;-56.481;-4.725;-6.102;38.323;-18.028;-4.175;24.654;9;77.484;46.621;-0.206
5800;38.971;37.219;-9.472;3.895;-57.495;-3.088;-6.866;40.956;-17.199;-6.101;27.212;14.777;74.429;58.943;-0.599
5810;40.263;36.061;-10.164;4.97;-56.123;-1.182;-6.668;43.597;-16.37;-7.964;29.709;18.916;73.895;69.335;-1.033
5820;42.058;32.262;-7.563;5.927;-55.275;1.941;-6.135;46.341;-15.583;-9.903;32.206;21.601;72.145;79.094;-2.028
5830;43.763;29.177;-5.203;6.459;-55.163;5.723;-4.72;48.942;-14.797;-12.043;34.108;25.877;68.234;92.357;-3.259
5840;44.723;26.411;-0.203;8.872;-55.628;9.628;-3.266;50.63;-14.331;-14.279;36.03;28.363;64.71;106.244;-4.491
5850;45.428;23.625;3.919;11.372;-55.852;13.443;-2.193;51.423;-13.644;-16.783;37.953;28.953;61.212;118.879;-6.226
5860;44.607;22.399;6.646;13.254;-56.479;17.577;-1.337;52.403;-12.601;-19.728;40.51;32.178;57.521;129.914;-8.361
5870;43.786;21;8.772;15.488;-55.421;21.364;-0.121;53.244;-11.759;-22.597;43.102;37.432;54.07;139.138;-10.524
5880;43.059;20.761;11.419;17.659;-52.739;25.498;1.713;53.484;-11.102;-25.535;45.694;42.208;50.272;147.628;-12.046
5890;41.452;21.219;14.586;18.977;-49.901;29.225;2.954;54.076;-10.446;-26.953;47.959;45.794;46.339;154.284;-13.767
5900;40.702;19.839;17.444;18.848;-46.55;33.743;4.499;54.85;-9.881;-28.412;50.237;47.177;41.055;159.869;-14.346
5910;37.481;17.989;20.812;18.603;-44.145;39.454;6.654;54.628;-10.57;-29.872;52.516;50.474;35.218;165.339;-14.926
5920;34.261;15.966;23.381;18.37;-40.783;44.996;8.84;55.033;-11.258;-30.348;54.75;52.272;29.868;171.447;-15.188
5930;28.841;14.597;26.603;18.892;-37.199;49.964;10.862;56.559;-11.997;-30.263;55.225;53.094;24.868;176.875;-13.61
5940;23.422;12.503;30.903;19.266;-34.697;55.426;13.19;56.032;-12.261;-30.269;55.658;55.306;20.408;181.342;-11.956
5950;17.665;10.244;35.025;18.437;-30.677;61.977;15.417;55.043;-13.444;-30.123;56.326;56.79;16.549;185.444;-10.909
5960;11.914;6.782;38.601;17.684;-25.354;68.276;19.379;55.04;-14.628;-27.777;55.153;58.388;13.567;186.982;-9.822
5970;7.065;3.134;40.665;16.425;-18.676;75.229;22.126;54.636;-14.728;-25.292;53.988;57.203;10.923;186.4;-8.677
5980;3.182;-0.902;43.822;15.185;-13.578;82.399;24.185;53.637;-14.829;-22.719;52.822;55.966;8.079;185.694;-7.532
5990;-0.462;-4.724;43.548;13.786;-9.248;87.797;27.309;53.232;-14.85;-19.825;52.407;53.48;4.367;183.564;-6.415
6000;-4.011;-7.546;42.197;12.634;-5.741;91.353;31.811;53.684;-14.801;-16.89;51.757;50.632;0.85;183.312;-6.498
6010;-7.269;-10.45;41.113;11.545;-5.059;94.017;36.35;53.572;-13.585;-14.161;51.108;46.908;-6.018;182.465;-6.174
6020;-9.261;-12.534;39.946;10.6;-5.165;96.512;39.188;52.846;-12.368;-12.793;51.208;42.425;-10.64;180.717;-5.663
6030;-11.266;-14.166;36.258;8.858;-1.21;99.23;41.788;52.172;-10.486;-11.528;51.288;38.335;-12.419;178.615;-5.913
6040;-12.023;-17.01;32.701;6.887;3.938;102.189;44.953;51.099;-8.603;-10.291;51.368;34.681;-13.988;175.777;-7.531
6050;-12.781;-21.152;32.16;5.004;8.64;103.938;47.411;50.222;-6.971;-8.854;50.35;30.141;-16.652;172.261;-9.149
6060;-14.948;-25.356;33.826;3.08;10.829;105.127;48.788;48.931;-5.346;-7.417;49.394;27.96;-18.716;166.572;-10.766
6070;-17.275;-28.32;33.113;1.057;13.394;105.694;49.999;46.495;-3.561;-5.917;48.439;26.8;-19.949;160.59;-11.822
6080;-20.859;-30.843;32.579;-1.473;18.934;105.545;50.706;44.148;-1.777;-3.378;47.76;23.87;-20.895;154.641;-12.672
6090;-24.543;-32.445;31.109;-3.993;24.332;104.794;50.981;42.679;0.105;-0.714;47.095;20.84;-21.657;147.85;-13.749
6100;-28.188;-33.91;32.986;-5.839;29.353;104.101;50.734;40.091;1.986;2.087;46.43;21.443;-20.734;140.229;-13.986
6110;-31.625;-34.575;36.394;-8.022;32.374;102.725;50.121;37.946;3.588;5.168;44.098;22.348;-18.712;133.537;-13.426
6120;-34.91;-35.923;39.989;-10.448;35.782;101.676;49.192;35.778;5.086;8.208;41.69;20.469;-19.308;127.41;-12.866
6130;-38.026;-35.498;42.571;-13.885;36.906;100.175;47.673;32.589;6.771;11.317;39.281;18.575;-19.843;121.115;-13.066
6140;-41.004;-35.163;41.317;-16.716;39.212;97.201;46.017;29.549;8.457;12.706;35.212;18.188;-22.485;114.462;-13.066
6150;-44.063;-34.541;37.699;-17.706;41.545;92.91;44.268;26.323;10.262;14.081;31.15;18.93;-22.15;107.763;-13.245
6160;-46.211;-33.657;34.185;-18.69;45.858;88.494;42.644;21.676;12.068;15.374;27.088;18.898;-16.854;100.808;-13.397
6170;-47.684;-32.008;31.29;-19.262;50.487;84.098;41.24;16.643;13.906;14.226;23.306;18.993;-14.32;95.633;-14.709
6180;-47.677;-30.581;31.201;-21.08;54.116;79.044;39.331;11.404;15.954;13.113;19.607;20.903;-12.96;91.375;-15.687
6190;-46.48;-28.126;28.866;-23.863;57.633;72.524;36.993;7.112;18.003;12;15.908;23.274;-12.55;88.149;-16.665
6200;-43.593;-26.04;25.299;-25.414;59.698;64.192;34.486;4.054;20.269;10.116;12.008;27.028;-11.514;85.663;-17.201
6210;-40.775;-24.394;19.473;-27.026;60.618;55.908;31.389;0.835;22.466;7.152;8.443;30.117;-9.143;84.741;-17.778
6220;-37.163;-25.287;13.447;-28.166;60.194;46.352;27.676;-3.423;23.863;4.043;5.015;36.211;-6.666;83.457;-19.127
6230;-33.55;-26.448;6.154;-30.105;61.688;36.204;23.986;-6.57;25.021;1.058;1.588;40.695;-3.92;79.432;-20.352
6240;-31.559;-27.239;3.008;-31.971;61.513;28.274;21.228;-9.537;26.254;-1.287;-1.212;45.868;-2.561;74.586;-20.657
6250;-30.214;-27.767;-0.297;-34.084;62.084;20.926;18.948;-12.379;27.487;-3.473;-4.074;53.051;-1.397;69.509;-21.81
6260;-29.305;-26.088;-1.521;-34.643;62.863;13.441;16.303;-15.844;27.6;-5.535;-6.937;60.288;2.877;64.425;-22.963
6270;-28.436;-24.43;-1.578;-34.081;64.135;7.134;15.356;-19.932;26.753;-6.597;-8.665;67.705;6.196;56.565;-23.703
6280;-27.732;-24.752;-0.552;-33.323;60.328;1.959;15.763;-23.97;25.948;-7.487;-10.531;74.521;7.17;46.836;-23.684
6290;-26.622;-27.193;-1.063;-32.713;56.452;-3.905;16.117;-26.686;25.142;-8.487;-12.397;80.759;8.272;36.109;-23.748
6300;-23.259;-28.755;-2.735;-31.654;52.225;-9.33;16.93;-29.481;23.95;-9.927;-12.935;88.455;9.756;26.394;-23.977
6310;-18.473;-28.531;-5.91;-31.514;50.949;-12.266;17.145;-32.61;22.759;-11.526;-13.514;93.819;9.941;17.415;-24.086
6320;-13.908;-26.908;-9.135;-29.895;51.514;-14.593;17.041;-35.506;21.532;-13.193;-14.094;99.654;10.079;7.516;-24.043
6330;-9.154;-22.463;-13.321;-27.255;49.582;-17.959;16.633;-37.87;20.237;-14.941;-15.553;104.927;11.57;-3.087;-24
6340;-4.257;-18.259;-18.108;-24.223;47.25;-21.52;16.81;-41.534;18.742;-16.806;-16.868;110.577;14.561;-11.087;-23.363
6350;-1.041;-13.404;-24.039;-22.102;44.383;-25.069;17.262;-43.779;17.247;-18.526;-18.182;116.473;19.21;-16.178;-23.565
6360;2.374;-11.057;-31;-19.846;42.574;-28.679;17.692;-45.619;15.4;-19.086;-18.617;120.792;21.772;-20.455;-23.568
6370;4.938;-8.799;-37.061;-18.189;39.254;-31.95;17.992;-47.458;13.726;-19.549;-18.982;123.561;23.367;-24.35;-24.019
6380;6.719;-8.057;-41.401;-16.092;39.284;-34.531;18.354;-48.548;11.891;-20.033;-19.348;126.606;26.124;-26.234;-22.63
6390;8.499;-7.204;-43.476;-12.799;37.437;-35.328;18.712;-49.247;10.337;-20.957;-18.873;129.41;34.421;-26.908;-21.269
6400;8.836;-6.948;-43.73;-10.032;35.386;-34.983;19.092;-49.657;8.81;-21.833;-18.269;132.077;39.428;-30.393;-19.908
6410;9.172;-6.436;-46.25;-6.702;31.803;-35.834;19.508;-49.426;7.283;-22.888;-17.665;133.192;39.75;-33.159;-18.044
6420;8.255;-6.92;-48.814;-4.612;29.008;-36.717;20.452;-50.417;5.756;-21.943;-17.221;133.535;43.349;-37.418;-15.021
6430;7.637;-7.143;-51.71;-1.628;27.848;-37.803;21.895;-51.521;4.346;-21.047;-16.494;132.927;46.331;-42.299;-11.942
6440;5.863;-8.499;-54.586;1.466;26.386;-38.275;22.662;-51.052;2.992;-20.074;-15.767;132.03;50.323;-48.441;-9.257
6450;5.281;-8.885;-56.298;4.303;25.061;-37.528;23.709;-51.596;0.077;-16.902;-14.84;129.337;53.924;-55.124;-4.051
6460;5.705;-9.534;-58.436;6.565;24.84;-36.75;24.899;-53.388;-2.803;-13.737;-13.153;124.626;57.637;-62.436;1.106
6470;6.39;-7.068;-56.931;9.477;24.771;-33.873;27.572;-53.644;-5.648;-10.633;-11.466;120.364;60.008;-68.934;6.263
6480;6.233;-5.126;-54.844;13.218;22.044;-30.794;30.059;-53.699;-7.174;-7.13;-9.779;117.206;61.498;-73.997;7.57
6490;7.348;-5.419;-50.419;16.465;20.979;-29.738;31.806;-53.458;-8.823;-4.059;-7.297;111.543;63.916;-78.177;7.956
6500;8.454;-4.331;-46.099;19.233;19.87;-28.916;32.701;-53.743;-10.473;-0.989;-4.814;104.735;66.921;-83.378;8.156
6510;10.724;-5.803;-44.56;20.441;21.641;-28.898;32.945;-54.324;-7.56;2.219;-2.331;95.086;68.469;-88.956;8.563
6520;12.195;-6.953;-44.368;19.91;24.044;-29.232;32.799;-54.927;-3.742;4.828;-1.128;84.284;72.596;-93.108;6.69
6530;13.639;-6.783;-44.226;19.79;27.029;-31.134;32.143;-55.812;0.076;7.339;0.447;74.891;79.483;-96.497;4.651
6540;14.003;-3.527;-41.337;19.952;28.447;-32.348;30.814;-57.034;1.134;9.899;2.022;65.778;84.863;-99.389;2.612
6550;10.589;-0.27;-39.091;21.241;28.957;-33.426;28.385;-58.754;2.677;11.659;2.157;56.556;90.753;-101.506;4.652
6560;6.997;2.061;-34.33;22.891;28.954;-35.982;25.632;-59.972;4.221;13.226;2.472;48.542;97.611;-100.772;6.612
6570;3.288;4.392;-30.754;23.197;27.072;-39.497;23.29;-59.702;4.764;14.8;2.786;40.389;104.826;-98.828;8.517
6580;-1.095;4.684;-26.674;23.137;26.234;-42.095;20.617;-59.527;5.321;15.374;3.461;31.858;111.429;-97.785;9.946
6590;-4.599;5.233;-22.64;22.928;27.241;-44.927;18.116;-58.848;5.865;15.858;3.53;23.723;117.939;-98.288;10.775
6600;-7.052;5.09;-17.207;22.557;30.004;-47.303;15.789;-58.673;6.008;16.452;3.599;14.783;120.16;-100.779;11.88
6610;-7.912;6.55;-10.748;22.066;31.749;-48.865;13.604;-58.979;6.303;17.287;4.228;6.43;123.748;-102.622;12.985
6620;-7.892;7.935;-4.276;22.44;33.508;-51.448;10.64;-57.971;6.599;18.183;5.28;-0.222;129.492;-103.375;12.81
6630;-6.982;10.469;1.186;23.857;32.69;-53.206;6.683;-57.28;6.857;19.177;6.332;-6.903;133.291;-106.539;11.754
6640;-5.997;13.217;6.286;24.701;31.033;-54.634;2.513;-57.309;6.828;20.93;7.385;-14.418;133.957;-109.977;10.927
6650;-4.212;15.851;10.611;24.782;28.189;-55.749;-1.008;-57.541;6.799;22.71;9.156;-20.931;137.174;-110.31;10.423
6660;-2.137;17.041;16.135;24.223;25.621;-56.277;-3.764;-57.448;6.81;24.408;10.927;-25.834;143.012;-108.981;9.44
6670;0.367;17.937;23.04;23.935;22.172;-57.615;-7.161;-55.914;6.822;25.306;12.698;-29.41;146.826;-108.214;8.36
6680;2.221;17.702;28.841;23.028;18.179;-57.476;-11.35;-53.625;6.835;26.121;13.879;-33.69;150.032;-108.15;7.28
6690;3.817;17.35;34.339;21.503;14.754;-57.026;-15.014;-52.604;6.807;26.668;15.059;-39.56;151.552;-108.272;7.182
6700;3.932;15.906;38.062;18.641;11.343;-56.428;-18.068;-51.843;8.059;24.854;16.24;-44.777;152.421;-108.697;4.164
6710;3.374;14.469;41.956;18.015;8.324;-54.967;-20.954;-50.161;9.36;22.957;15.53;-48.443;153.989;-108.869;1.029
6720;1.935;13.568;41.761;16.435;6.279;-54.287;-24.479;-49.302;11.261;20.978;14.592;-53.05;156.599;-108.805;-2.127
6730;1.394;13.898;41.517;14.647;4.821;-54.443;-27.568;-49.817;12.047;18.199;13.654;-57.462;159.28;-109.059;-2.723
6740;0.081;15.948;39.316;12.727;3.611;-53.171;-31.063;-50.375;12.833;15.688;11.774;-59;163.575;-108.708;-3.353
6750;-0.501;15.781;37.537;11.094;0.829;-52.106;-34.822;-48.988;13.599;13.33;9.811;-60.897;168.905;-108.592;-3.983
6760;-1.588;15.614;37.69;9.277;-3.466;-49.766;-38.008;-44.872;9.905;11.451;7.848;-60.995;171.091;-109.08;-5.208
6770;-3.019;13.625;37.708;10.048;-7.737;-46.445;-40.898;-42.142;6.211;10.324;6.305;-62.648;169.041;-109.772;-4.593
6780;-4.466;11.636;37.094;10.251;-12.083;-42.61;-43.676;-40.519;1.977;9.197;5.037;-65.771;164.174;-109.395;-3.826
6790;-6.386;9.335;35.112;11.606;-14.178;-38.535;-45.807;-38.996;0.543;8.077;3.77;-66.873;159.349;-106.417;-2.556
