timepoints (min);31: frq9-.2;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.2;41: wc-2+.3;42: wc-1-.1;43: wc-1-.2;44: wc-1-.3;45: wc-2-.1
2870;-25.057;-43.708;-5.735;6.244;-29.31;64.872;-13.265;-7.399;-15.865;-21.585;-12.541;-4.252;-24.506;12.848;7.597
2880;-23.979;-45.084;-5.917;5.153;-30.523;67.804;-14.048;-9.354;-16.033;-21.422;-14.103;-2.214;-25.197;13.343;7.116
2890;-23.156;-46.219;-6.113;4.159;-30.022;70.353;-14.08;-10.752;-16.201;-21.259;-15.666;-0.483;-25.461;12.394;6.476
2900;-21.378;-46.759;-4.65;3.123;-27.001;71.63;-13.611;-11.851;-16.37;-21.097;-16.691;0.945;-25.164;3.596;5.836
2910;-20.812;-47.47;-3.372;3.12;-25.861;71.982;-13.28;-12.959;-16.428;-20.454;-17.716;2.241;-24.542;2.19;4.436
2920;-20.648;-52.21;0.978;3.007;-25.841;71.469;-13.618;-14.08;-16.566;-19.502;-18.701;3.607;-25.668;0.51;3.229
2930;-19.297;-57.059;3.465;3.534;-26.25;70.848;-14.87;-14.502;-16.793;-18.661;-19.526;5.807;-27.924;-0.423;2.022
2940;-17.938;-57.239;5.938;3.874;-25.814;69.788;-16.392;-26.379;-17.021;-17.819;-20.323;7.134;-29.63;-0.534;0.615
2950;-15.772;-57.397;8.404;4.222;-25.771;68.501;-16.527;-27.011;-17.248;-16.338;-20.505;8.619;-29.585;-0.215;-0.269
2960;-14.546;-54.415;10.994;4.356;-25.092;66.532;-16.648;-25.499;-17.756;-14.388;-20.687;10.084;-31.389;0.07;-1.284
2970;-13.837;-51.572;14.337;4.552;-24.53;64.651;-14.545;-24.804;-17.981;-12.499;-21.149;11.771;-35.348;-0.109;-2.299
2980;-12.899;-49.273;14.806;4.228;-24.39;65.287;-11.828;-25.218;-18.268;-10.611;-21.363;13.687;-38.994;-0.36;-2.25
2990;-11.858;-45.8;17.281;4.09;-23.251;67.072;-10.29;-22.847;-17.994;-9.603;-20.452;15.714;-41.625;-1.094;-2.097
3000;-10.188;-43.065;19.85;3.966;-22.372;68.145;-9.207;-20.327;-17.721;-8.317;-19.542;17.189;-43.251;-1.91;-1.943
3010;-9.432;-40.269;22.908;3.521;-23.377;70.123;-8.062;-19.27;-17.483;-7.052;-18.752;18.829;-42.23;-1.981;-1.92
3020;-9.492;-36.171;25.221;3.008;-24.477;71.51;-8.258;-18.354;-17.244;-5.788;-18.086;20.372;-38.966;-1.898;-1.897
3030;-9.073;-33.007;27.317;3.152;-26.102;73.004;-9.134;-17.714;-17.166;-4.403;-17.727;21.32;-36.058;-1.939;-1.873
3040;-8.764;-29.843;27.932;2.662;-27.287;73.742;-9.51;-16.806;-17.087;-3.192;-17.368;24.361;-35.338;-1.995;-2.327
3050;-8.577;-25.606;27.848;2.159;-27.018;74.64;-9.167;-16.794;-17.077;-1.981;-16.41;28.891;-35.019;-1.374;-2.781
3060;-7.968;-21.203;27.44;2.535;-26.716;75.283;-8.872;-16.564;-17.288;-0.701;-15.72;33.297;-33.313;-1.068;-3.228
3070;-6.182;-18.015;25.92;3.16;-24.348;75.698;-9.09;-16.281;-17.659;2.019;-15.434;35.217;-32.247;-2.015;-2.348
3080;-5.265;-14.545;24.494;3.444;-20.617;75.506;-9.69;-14.975;-18.03;3.68;-15.149;36.858;-32.708;-2.942;-1.468
3090;-4.43;-12.603;22.461;3.659;-16.926;75.673;-10.175;-15.105;-18.401;5.341;-13.603;38.101;-35.908;-3.317;-0.374
3100;-4.8;-10.861;23.53;3.874;-13.029;76.226;-10.167;-16.33;-17.895;7.001;-12.057;37.116;-38.137;-2.926;0.04
3110;-4.338;-8.902;24.681;4.552;-8.641;76.248;-10.159;-15.483;-17.389;8.462;-10.663;36.297;-38.277;-3.265;0.392
3120;-3.174;-7.371;21.393;5.298;-5.186;75.59;-10.341;-14.745;-16.745;9.772;-8.59;37.073;-41.113;-3.577;0.743
3130;-1.745;-3.789;21.815;6.894;-1.917;73.283;-10.312;-14.055;-16.101;11.083;-6.421;38.56;-39.563;-4.345;1.647
3140;-0.185;-0.159;22.371;8.421;1.352;71.931;-10.756;-14.742;-16.932;12.186;-4.251;39.841;-39.257;-4.964;2.412
3150;-1.063;-2.61;21.981;9.803;1.772;71.596;-11.801;-15.618;-17.764;12.65;-2.447;42.03;-36.43;-4.863;3.178
3160;-1.88;-3.363;21.308;9.939;2.628;70.743;-12.833;-16.108;-18.596;12.661;-2.443;44.185;-33.888;-4.79;4.583
3170;-3.543;-2.594;16.541;10.117;3.483;70.968;-13.189;-16.514;-19.348;12.672;-2.563;46.794;-29.59;-5.444;5.27
3180;-5.244;-0.753;9.123;8.852;4.486;71.28;-12.421;-17.921;-20.113;12.834;-2.843;49.418;-27.752;-5.814;5.957
3190;-4.988;-1.192;2.938;7.615;5.626;72.068;-11.03;-20.404;-20.879;13.517;-3.123;51.568;-26.76;-5.121;6.623
3200;-4.407;-3.233;-0.193;6.495;6.189;72.394;-10.251;-22.546;-21.568;13.56;-3.123;53.83;-28.185;-4.463;6.531
3210;-3.937;-5.875;0.903;4.92;6.559;71.771;-9.389;-24.557;-20.098;13.603;-3.15;56.141;-27.851;-4.112;6.439
3220;-2.534;-7.967;1.652;3.276;6.85;70.488;-8.982;-25.985;-18.628;13.646;-2.898;58.039;-27.961;-4.612;6.346
3230;-1.734;-10.059;2.346;2.352;7.378;70.361;-8.126;-27.662;-16.985;12.895;-2.701;58.233;-27.382;-4.829;6.211
3240;-0.487;-14.592;0.19;1.297;8.197;69.968;-6.6;-28.943;-15.902;13.004;-2.023;59.171;-23.433;-5.124;6.076
3250;-0.928;-19.324;-0.836;0.186;9.274;68.796;-5.083;-29.615;-14.819;13.113;-1.236;60.567;-20.577;-4.949;5.941
3260;-0.901;-22.673;-1.8;-0.346;10.435;67.509;-3.49;-30.383;-13.737;13.222;-0.328;62.101;-20.401;-4.565;7.411
3270;-0.939;-25.574;-2.56;-0.879;11.39;66.992;-1.658;-31.863;-12.812;12.524;0.552;63.923;-23.098;-4.563;8.881
3280;-0.345;-25.803;-3.368;-1.971;13.586;66.673;1.029;-31.906;-13.968;11.582;1.512;65.948;-26.314;-5.258;10.352
3290;0.564;-25.673;-4.27;-2.843;15.319;66.615;4.291;-30.407;-15.124;10.64;2.582;65.903;-27.399;-5.382;11.277
3300;1.679;-23.081;-5.444;-3.673;16.887;65.557;7.582;-29.92;-16.28;9.698;3.052;64.61;-27.793;-4.263;12.03
3310;2.676;-20.441;-6.659;-5.408;18.614;63.89;10.866;-29.35;-17.477;9.211;3.447;63.316;-25.428;-3.284;12.783
3320;3.028;-16.432;-7.385;-7.143;17.772;62.672;13.785;-28.902;-18.514;7.229;4.014;64.385;-24.422;-2.359;11.497
3330;3.873;-12.263;-7.8;-7.862;15.223;62.063;16.415;-27.327;-19.552;5.247;4.581;67.117;-22.379;-2.739;9.789
3340;4.252;-7.295;-8.455;-8.581;12.39;60.779;18.766;-27.057;-20.658;3.265;4.108;70.061;-22.214;-4.075;8.081
3350;5.094;-2.528;-11.252;-9.145;9.891;59.001;20.826;-23.483;-21.124;1.483;3.985;72.632;-21.319;-6.166;7.014
3360;5.908;2.039;-14.001;-10.008;7.254;57.255;22.866;-19.943;-21.508;-0.189;3.883;75.313;-22.484;-7.894;6.277
3370;5.975;4.283;-14.957;-11.594;5.578;55.748;24.339;-18.542;-21.891;-1.861;3.101;76.2;-23.646;-9.764;5.541
3380;5.303;4.527;-15.646;-12.902;3.617;54.074;23.935;-18.07;-22.274;-3.532;2.319;76.695;-25.981;-10.17;4.804
3390;3.912;3.524;-15.094;-13.495;1.268;50.724;24.036;-16.521;-21.258;-5.204;1.55;77.676;-27.512;-9.407;5.378
3400;3.073;6.281;-14.458;-14.088;-0.574;46.505;25.13;-14.237;-19.575;-7.981;0.906;77.417;-31.699;-8.879;6.097
3410;2.189;6.821;-14.036;-14.666;-2.378;43.288;26.498;-12.379;-18.092;-10.757;2.062;76.748;-33.367;-8.841;6.815
3420;2.374;7.36;-15.35;-14.657;-5.037;40.861;28.244;-10.345;-16.61;-13.534;3.218;76.497;-34.477;-8.095;7.581
3430;2.441;7.102;-17.16;-13.607;-7.363;39.174;30.279;-6.894;-15.127;-16.31;4.75;76.782;-34.945;-7.516;7.732
3440;-0.091;6.63;-21.29;-12.564;-8.225;36.851;32.217;-3.621;-14.039;-18.721;6.303;77.721;-34.338;-7.997;7.884
3450;-2.623;9.154;-26.53;-11.561;-8.454;35.192;33.008;-0.766;-12.95;-21.132;7.577;78.79;-29.646;-8.268;8.389
3460;-5.866;11.892;-31.56;-10.724;-6.397;34.727;32.832;1.974;-14.022;-23.543;8.939;80.043;-27.255;-6.779;9.833
3470;-7.748;15.63;-33.302;-10.308;-3.666;34.877;31.894;5.273;-15.094;-25.954;11.622;81.164;-25.978;-3.597;11.277
3480;-9.788;18.803;-37.08;-9.852;-2.061;32.446;30.745;9.593;-14.931;-26.141;14.208;83.068;-25.764;-1.917;11.862
3490;-12.492;19.775;-39.618;-9.432;-2.143;28.192;29.652;13.461;-14.679;-26.272;16.314;83.337;-28.541;-0.292;12.447
3500;-13.917;21.73;-44.168;-8.654;-2.513;24.674;28.993;15.116;-14.426;-26.403;18.372;81.903;-31.055;2.212;13.17
3510;-15.654;22.164;-47.342;-8.466;-2.662;21.194;29.141;16.757;-14.174;-26.534;20.43;81.058;-32.127;3.161;12.719
3520;-16.908;23.359;-47.523;-8.148;-1.974;17.023;29.142;19.171;-13.921;-25.941;22.481;80.491;-29.141;4.521;11.508
3530;-17.306;23.713;-48.117;-7.629;-0.308;12.24;27.894;20.757;-10.938;-24.563;24.452;78.963;-25.404;5.688;10.283
3540;-18.888;21.854;-47.512;-7.073;1.219;7.67;26.069;23.268;-7.954;-23.185;26.437;77.647;-22.828;5.361;9.732
3550;-20.603;16.074;-48.004;-6.674;1.615;3.59;24.446;25.195;-4.971;-21.807;26.88;76.588;-21.474;3.251;9.182
3560;-20.932;9.92;-48.902;-5.836;0.303;0.188;22.818;26.607;-1.939;-21.098;27.323;75.724;-18.938;1.956;9.392
3570;-21.622;4.125;-50.043;-4.997;-0.383;-2.738;20.578;27.658;-0.617;-20.105;27.566;74.03;-13.148;0.572;10.999
3580;-22.415;-1.069;-49.578;-4.757;-0.321;-5.836;18.69;27.375;0.706;-19.112;27.526;71.324;-8.852;0.24;12.592
3590;-22.466;-5.463;-49.473;-4.538;-0.154;-7.934;17.143;28.263;2.029;-18.119;26.593;69.07;-3.52;0.397;13.585
3600;-22.232;-11.287;-49.986;-4.594;-0.829;-9.444;15.902;27.087;2.712;-17.388;25.221;66.717;1.786;1.437;13.797
3610;-20.465;-17.014;-51.503;-4.679;-0.633;-11.52;14.308;27.444;3.594;-16.537;23.848;63.515;5.851;2.222;13.968
3620;-18.578;-19.949;-53.527;-3.763;0.121;-14.057;13.848;29.912;4.429;-15.844;22.193;61.519;9.553;3.481;14.139
3630;-16.925;-18.908;-54.629;-4.727;1.539;-16.258;14.634;32.178;5.291;-15.152;20.746;60.105;16.577;4.087;14.414
3640;-14.532;-16.626;-56.851;-5.174;3.421;-16.781;14.832;32.28;6.153;-14.432;19.099;58.007;24.954;3.728;13.543
3650;-13.025;-13.364;-57.948;-5.561;5.186;-16.477;14.004;31.659;6.335;-11.912;17.452;56.428;33.003;3.617;12.673
3660;-12.117;-9.982;-58.117;-5.952;6.499;-17.378;13.286;31.763;7.866;-9.806;16.04;56.288;40.211;4.566;11.763
3670;-11.61;-8.352;-56.23;-7.677;8.706;-19.592;12.099;31.799;9.397;-7.699;14.27;55.037;46.139;6.338;11.4
3680;-10.888;-7.121;-53.905;-9.513;11.188;-21.43;10.339;30.524;10.928;-5.407;12.021;52.739;53.938;7.79;11.037
3690;-9.807;-6.723;-50.859;-10.103;12.219;-24.508;8.319;28.699;12.819;-3.834;9.771;49.924;59.622;9.408;9.434
3700;-7.805;-7.724;-47.676;-10.654;13.811;-28.672;6.959;27.4;13.658;-2.214;7.852;46.415;60.869;9.952;8.211
3710;-5.515;-9.086;-44.208;-9.913;13.614;-32.786;6.519;26.246;14.497;-0.593;5.921;41.763;65.017;9.715;6.628
3720;-4.903;-11.567;-43.005;-9.178;12.406;-36.33;6.239;24.909;15.335;1.069;2.67;37.106;73.815;8.381;5.044
3730;-3.772;-14.615;-41.709;-9.201;11.539;-39.803;6.837;23.007;14.774;1.251;-0.581;32.927;80.567;7.138;2.491
3740;-2.561;-15.652;-40.572;-9.342;11.76;-43.334;7.371;21.51;14.452;2.874;-3.77;28.672;86.117;6.171;-0.062
3750;2.083;-16.777;-39.008;-8.883;12.335;-46.724;7.443;21.175;14.131;4.498;-7.09;24.618;90.68;4.908;-2.615
3760;6.701;-17.914;-38.63;-8.367;13.526;-50.109;6.552;19.855;13.81;6.204;-10.41;20.19;93.877;4.244;-4.153
3770;11.011;-18.582;-37.647;-8.229;15.063;-53;5.863;18.652;13.474;7.91;-13.73;14.363;95.036;3.665;-5.048
3780;11.439;-18.812;-11.232;-7.508;15.72;-55.419;5.892;17.419;12.699;8.097;-16.732;9.834;96.003;3.182;-5.943
3790;12.266;-16.85;17.463;-6.706;15.89;-57.692;5.927;16.658;11.938;8.103;-19.735;6.091;99.2;2.793;-6.719
3800;13.472;-15.188;45.648;-6.421;15.179;-60.132;5.594;15.862;11.177;8.221;-21.258;2.407;104.55;2.84;-7.445
3810;13.637;-13.302;49.268;-6.979;16.068;-62.457;4.841;14.731;10.415;8.338;-22.781;-1.594;105.175;3.31;-8.932
3820;13.076;-11.524;51.352;-7.234;16.895;-63.837;4.865;13.189;11.294;8.095;-24.483;-4.593;104.356;3.752;-10.419
3830;12.248;-10.346;52.116;-7.579;16.822;-64.629;4.48;13.003;11.303;7.847;-25.865;-6.672;107.149;3.388;-11.727
3840;11.221;-2.81;53.84;-7.876;17.246;-66.062;4.058;12.982;11.41;7.447;-26.527;-9.115;106.79;2.444;-12.614
3850;10.349;6.247;56.012;-7.814;18.428;-66.771;3.292;12.47;11.516;7.047;-27.189;-12.069;103.076;1.581;-13.501
3860;8.117;16.444;60.243;-7.57;18.535;-66.96;2.281;11.137;11.422;6.527;-28.065;-14.988;103.521;0.924;-14.836
3870;5.916;25.841;60.262;-7.389;17.492;-67.81;1.103;10.301;11.797;5.916;-28.781;-18.167;104.011;-0.259;-16.357
3880;3.812;24.092;59.921;-5.426;16.396;-67.786;0.086;10.644;12.172;5.326;-29.657;-21.498;103.444;-1.559;-17.879
3890;1.709;22.412;61.844;-5.073;15.419;-67.063;-0.361;11.352;12.548;4.735;-30.532;-24.685;101.866;-2.434;-19.441
3900;-0.807;19.874;63.608;-4.957;15.114;-66.47;-0.586;12.206;12.923;4.145;-30.926;-28.72;100.316;-3.519;-19.949
3910;-2.443;17.585;64.403;-3.64;14.119;-65.514;-1.141;12.348;12.258;4.794;-30.879;-33.406;98.239;-5.637;-20.417
3920;-4.023;17.618;64.149;-1.603;13.332;-65.116;-1.561;12.697;11.552;5.699;-30.392;-37.612;97.641;-7.945;-20.788
3930;-5.921;16.386;62.015;1.874;12.378;-65.694;-2.039;13.237;10.846;6.604;-29.905;-42.335;95.96;-9.612;-18.919
3940;-7.739;15.759;59.772;3.597;11.903;-64.749;-2.396;14.972;10.139;7.509;-29.349;-48.001;96.847;-11.115;-15.665
3950;-11.051;15.092;57.262;5.175;9.957;-63.789;-2.418;16.811;10.113;8.414;-28.273;-52.836;99.593;-11.619;-12.39
3960;-13.763;15.021;54.819;6.008;8.294;-62.25;-2.341;18.292;9.745;10.661;-27.157;-57.35;98.931;-13.526;-10.676
3970;-16.499;16.422;52.473;6.546;6.859;-60.062;-2.24;20.408;9.377;12.908;-25.924;-61.885;97.779;-14.365;-8.865
3980;-19.459;18.928;50.047;6.67;7.023;-57.37;-2.556;22.012;9.008;15.154;-25.126;-66.548;96.684;-14.552;-6.174
3990;-21.03;21.439;47.577;6.865;5.268;-54.826;-2.745;24.127;7.959;16.201;-23.247;-70.108;95.345;-14.873;-3.483
4000;-24.717;23.061;44.786;6.219;2.124;-51.994;-2.763;26.852;6.989;16.935;-21.168;-72.287;93.943;-14.993;-1.632
4010;-28.404;26.074;42.949;6.457;-0.374;-48.506;-2.928;30.818;6.019;17.669;-19.4;-75.099;92.796;-15.553;-1.299
4020;-31.217;28.168;41.295;6.76;-3.156;-45.581;-3.499;33.993;5.05;18.403;-17.508;-76.881;92.411;-17.259;-1.098
4030;-31.229;31.921;16.441;5.313;-3.781;-44.543;-4.36;35.863;4;20.017;-15.015;-79.605;91.862;-18.972;2.663
4040;-30.484;35.433;-10.193;3.694;-2.974;-43.927;-5.121;37.799;3.15;20.72;-12.523;-81.779;91.244;-20.102;6.243
4050;-30.276;38.323;-35.67;2.754;-1.647;-42.727;-5.181;39.785;2.308;21.43;-9.982;-83.154;89.201;-21.079;9.76
4060;-30.468;39.237;-39.382;3.354;-0.692;-40.684;-4.48;40.821;1.837;22.141;-7.892;-84.898;87.647;-22.13;9.917
4070;-30.317;40.452;-41.182;3.688;0.048;-39.72;-3.495;42.305;1.367;22.851;-5.803;-87.687;83.875;-23.2;10.419
4080;-29.487;42.298;-38.862;3.095;0.589;-39.168;-2.161;42.299;1.897;23.463;-4.033;-91.201;79.143;-23.008;11.073
4090;-27.528;37.53;-36.661;2.302;0.788;-37.826;-0.676;43.259;2.044;23.832;-2.181;-95.575;79.19;-22.273;11.727
4100;-26.07;33.167;-33.263;0.488;0.452;-37.324;0.932;44.635;2.192;24.2;0.014;-98.357;81.055;-21.881;11.581
4110;-22.727;27.346;-30.742;-0.923;0.377;-38.16;3.037;44.986;2.339;24.568;2.208;-99.388;79.597;-21.614;12.269
4120;-17.277;20.607;-26.811;-2.113;-0.09;-37.698;5.661;44.585;2.087;24.759;4.243;-100.76;76.746;-20.731;12.957
4130;-11.988;20.692;-24.24;-3.338;-1.356;-38.121;8.658;43.782;0.861;24.171;6.291;-101.977;73.412;-19.197;13.725
4140;-5.891;21.077;-24.448;-4.292;-3.637;-39.99;11.898;42.742;-0.366;23.583;8.19;-102.214;70.603;-15.888;14.246
4150;1.159;22.498;-22.846;-4.127;-5.571;-41.117;14.658;42.327;-1.592;22.996;10.09;-102.149;70.374;-12.059;13.766
4160;6.81;22.872;-20.468;-4.943;-6.943;-41.801;16.986;42.585;-3.058;21.672;11.549;-102.759;68.943;-9.556;13.286
4170;12.723;22.53;-19.594;-5.746;-7.099;-42.632;19.314;41.593;-4.152;20.898;13.091;-102.324;63.712;-7.156;13.01
4180;17.476;23.748;-18.481;-8.439;-6.655;-43.414;22.001;40.408;-5.246;20.124;16.273;-99.905;58.291;-4.703;10.494
4190;21.665;24.91;-17.472;-10.447;-7.288;-44.139;24.623;37.826;-6.339;19.35;19.455;-96.252;53.236;-2.058;7.978
4200;26.159;26;-14.121;-11.746;-6.59;-44.728;27.679;34.086;-7.323;18.611;22.193;-91.658;49.448;0.879;5.713
4210;30.091;26.612;-12.885;-12.83;-6.43;-45.026;30.56;30.145;-7.992;16.509;24.924;-86.857;47.931;4.799;5.222
4220;34.083;25.559;-11.284;-13.421;-5.913;-44.679;33.218;26.498;-8.381;15.327;29.295;-82.84;43.061;7.45;4.731
4230;38.301;24.634;-8.372;-13.063;-6.594;-43.65;35.352;23.274;-8.77;14.145;33.666;-79.559;37.297;10.36;3.64
4240;40.029;24.017;-5.571;-12.692;-4.566;-42.917;37.277;21.083;-9.159;12.749;36.792;-76.047;32.412;13.552;2.88
4250;40.612;22.621;-4.592;-12.319;-1.775;-42.743;39.463;18.443;-9.614;11.163;39.917;-73.026;30.146;15.953;2.96
4260;39.822;20.164;-3.732;-12.828;-0.735;-42.048;41.477;15.555;-10.469;9.657;41.683;-70.705;28.315;18.044;3.04
4270;38.465;16.229;0.161;-12.712;-0.217;-39.872;42.941;12.137;-11.324;8.206;43.441;-67.526;28.506;19.793;3.436
4280;38.88;10.363;3.406;-11.135;-1.841;-36.668;44.794;9.466;-12.179;6.754;44.683;-63.385;26.928;21.577;0.196
4290;38.993;4.007;6.112;-9.497;-4.277;-32.283;46.498;6.683;-13.234;6.428;45.924;-60.221;22.814;22.739;-3.044
4300;38.341;-1.668;6.498;-7.699;-6.622;-26.974;46.314;3.503;-12.89;6.014;45.197;-57.098;20.175;23.156;-7.684
4310;36.75;-6.819;8.058;-6.626;-9.488;-23.472;45.692;2.099;-12.545;5.6;44.99;-52.761;18.097;23.869;-8.785
4320;35.621;-11.778;11.386;-5.942;-12.52;-21.054;44.966;1.034;-12.2;5.186;45.011;-48.025;16.669;25.203;-9.885
4330;33.571;-18.338;11.31;-4.11;-15.055;-19.05;43.497;0.039;-11.738;4.931;44.983;-43.403;14.734;25.425;-10.866
4340;30.338;-23.731;11.248;-1.743;-17.737;-17.423;40.975;-2.152;-9.596;3.596;44.596;-37.716;11.839;24.651;-11.847
4350;27.105;-28.909;8.164;1.186;-20.541;-16.622;38.183;-4.676;-7.454;2.261;43.928;-32.421;8.96;24.728;-12.048
4360;22.777;-34.007;6.975;2.706;-21.731;-14.527;36.126;-6.179;-5.312;0.863;43.323;-29.261;6.88;24.619;-12.25
4370;16.615;-37.89;8.19;3.501;-23.371;-13.28;34.207;-7.335;-3.294;-0.534;42.717;-26.244;7.306;25.767;-11.902
4380;11.626;-41.492;7.646;4.37;-24.399;-11.487;31.251;-8.534;-0.426;-0.981;40.432;-23.68;9.04;25.995;-11.717
4390;6.113;-45.726;7.115;5.863;-22.316;-8.814;27.508;-8.657;2.361;-0.291;38.206;-21.898;10.594;25.436;-11.532
4400;0.56;-48.761;5.72;5.902;-19.833;-6.919;24.319;-10.432;5.149;0.399;35.724;-20.534;9.771;25.468;-11.188
4410;-3.553;-50.778;4.794;5.218;-16.924;-5.458;21.766;-12.188;7.861;1.088;33.243;-19.127;9.975;26.422;-10.712
4420;-8.226;-53.865;6.712;5.094;-16.465;-4.017;19.629;-12.203;9.89;1.324;31.487;-18.583;12.76;28.171;-10.688
4430;-11.051;-57.288;9.808;5.113;-16.931;-2.535;16.884;-11.589;11.159;1.36;28.091;-18.963;14.903;30.319;-10.665
4440;-13.481;-58.552;12.047;6.106;-17.394;-1.806;13.979;-10.807;12.428;1.396;24.571;-18.808;15.121;32.314;-9.705
4450;-14.825;-60.317;10.737;6.975;-18.139;-0.083;10.817;-9.873;13.669;1.473;21.037;-19.429;16.297;34.694;-8.927
4460;-15.814;-57.854;12.029;7.094;-18.781;1.419;8.53;-8.086;14.945;1.571;18.623;-18.759;18.208;35.201;-8.149
4470;-18.163;-55.252;12.546;6.68;-18.877;2.317;6.526;-7.683;15.541;1.509;14.57;-16.679;21.102;36.212;-6.291
4480;-21.032;-51.283;12.396;5.97;-18.825;2.439;3.766;-8.152;16.068;1.447;10.543;-14.797;25.301;36.154;-3.833
4490;-22.621;-47.713;10.357;5.115;-20.301;2.886;0.4;-9.84;16.594;1.474;6.559;-13.24;28.741;34.79;-1.451
4500;-22.15;-43.007;11.978;3.57;-21.767;3.87;-3.446;-11.514;17.121;1.502;0.374;-9.717;28.462;33.428;0.611
4510;-20.472;-39.741;13.192;2.137;-23.661;3.863;-6.343;-13.607;18.269;1.381;-4.451;-5.145;27.443;33.492;2.666
4520;-19.254;-34.913;12.317;0.259;-24.937;4.225;-8.703;-14.618;19.386;1.081;-9.359;-2.635;24.285;34.512;4.543
4530;-20.327;-29.246;10.55;-1.377;-25.626;5.328;-12.07;-15.145;20.503;0.782;-14.266;-0.079;21.88;35.483;6.421
4540;-21.31;-23.806;8.542;-2.833;-25.833;4.77;-15.457;-15.628;21.621;0.483;-18.534;3.145;21.745;36.923;7.244
4550;-19.745;-16.286;7.488;-4.768;-25.79;2.608;-17.589;-16.852;21.221;0.422;-20.647;5.128;20.557;39.051;9.468
4560;-17.083;-7.313;8.099;-6.775;-23.679;2.192;-19.546;-17.903;19.972;-0.199;-22.767;6.312;19.13;41.77;11.284
4570;-14.287;0.16;7.669;-8.338;-21.401;2.597;-21.223;-18.298;18.724;-0.819;-24.887;8.436;18.047;44.243;12.541
4580;-10.516;8.542;6.072;-10.077;-20.084;2.997;-22.018;-17.44;17.476;-1.337;-24.466;10.975;17.07;46.657;13.526
4590;-8.56;12.297;5.197;-13.268;-18.658;3.808;-21.983;-16.292;15.143;-0.247;-23.686;12.212;15.005;47.79;14.559
4600;-6.366;16.092;7.203;-16.244;-17.352;5.593;-21.695;-15.881;12.942;1.323;-22.939;11.626;10.869;46.524;15.592
4610;-5.189;19.921;8.286;-18.032;-17.287;6.564;-21.844;-15.972;10.741;2.892;-22.255;10.954;5.243;45.279;18.905
4620;-3.901;23.909;6.801;-19.421;-16.28;6.921;-22.156;-16.836;8.539;4.462;-22.291;10.968;-0.919;43.981;21.538
4630;-3.716;27.381;11.588;-20.861;-15.327;7.821;-22.236;-17.505;6.352;5.88;-20.647;12.803;-5.004;43.732;23.964
4640;-4.291;32.252;15.061;-21.308;-17.552;9.443;-21.601;-17.988;4.354;6.134;-19.017;14.371;-8.469;41.299;26.771
4650;-3.99;35.713;16.512;-21.145;-18.11;10.779;-21.018;-17.806;2.317;6.348;-17.386;15.039;-10.617;38.49;29.418
4660;-3.766;40.654;13.023;-19.917;-18.323;12.065;-20.706;-18.788;0.28;6.561;-16.156;16.37;-14.883;36.339;31.948
4670;-1.945;47.23;9.708;-19.261;-17.501;14.535;-21.175;-20.626;-1.757;6.817;-15.61;17.727;-17.774;33.956;32.477
4680;-1.171;53.167;6.343;-18.233;-16.665;17.703;-21.895;-21.561;-3.234;7.265;-15.008;18.561;-17.759;30.33;33.007
4690;-0.237;57.771;6.76;-18.265;-15.702;21.652;-22.146;-22.225;-5.512;7.273;-14.407;18.257;-17.516;27.222;32.497
4700;-0.494;60.255;6.821;-18.32;-14.241;25.556;-22.319;-22.357;-7.789;7.295;-14.172;18.135;-17.727;23.189;32.165
4710;0.61;59.574;4.524;-16.661;-11.68;27.873;-24.128;-22.084;-10.066;7.317;-15.058;17.339;-18.572;21.353;30.406
4720;1.214;57.492;2.423;-13.401;-9.447;28.749;-26.859;-22.564;-11.868;6.586;-15.916;15.214;-21.368;18.832;27.566
4730;1.925;52.92;0.488;-10.177;-7.214;29.694;-27.6;-22.55;-14.509;5.461;-16.926;14.146;-25.924;17.803;23.512
4740;2.29;48.868;2.294;-7.069;-5.179;30.435;-27.286;-22.025;-17.15;4.335;-17.535;13.712;-28.812;17.728;20.258
4750;0.519;44.663;2.161;-4.724;-6.152;30.434;-26.72;-22.299;-19.73;3.21;-15.945;11.552;-30.735;18.41;17.497
4760;-0.332;41.939;1.134;-2.394;-4.968;29.839;-27.017;-23.435;-22.268;2.229;-14.279;11.166;-31.873;18.393;14.735
4770;-0.757;39.268;-0.28;-0.145;-2.961;27.248;-27.578;-24.007;-24.726;0.793;-13.03;11.906;-32.578;16.175;12.866
4780;-0.422;35.432;-2.039;1.928;-1.727;24.869;-27.45;-23.786;-27.183;-0.643;-11.782;11.408;-33.767;14.012;11.383
4790;0.084;31.116;-3.768;1.949;-0.822;23.025;-27.983;-24.812;-29.634;-2.079;-11.174;10.244;-35.774;10.77;10.741
4800;-1.152;24.513;-5.641;2.044;-0.263;21.283;-28.419;-23.708;-32.086;-3.673;-10.414;9.145;-39.099;6.85;10.546
4810;-1.112;17.43;-9.523;3.103;-1.815;19.887;-28.75;-23.241;-32.859;-4.007;-9.614;6.811;-42.636;1.306;8.843
4820;-1.406;11.709;-14.041;3.966;-3.846;19.203;-29.677;-22.08;-33.633;-4.341;-8.814;3.513;-45.017;-3.921;7.699
