timepoints (min);01: bdA,+ -1;02: bdA,+ -2;03: bdA,+ -3;04: crybdIm1,+ -1;05: crybdIm1,+ -2;06: crybdIm1,+ -3;07: bdA,- -1;08: bdA,- -2;09: bdA,- -3;10: crybdIm1,- -1;11: crybdIm1,- -2;12: crybdIm1,- -3;13: frq1,+ -1;14: frq1,+ -2;15: frq1,+ -3
720;-275.756;-278.559;-268.731;-155.652;-307.511;-264.308;-228.176;-198.277;-261.021;-175.829;-72.855;-199.538;-138.887;-308.289;-263.839
730;-268.57;-260.006;-250.382;-144.384;-295.257;-258.087;-221.745;-192.071;-253.156;-171.112;-72.183;-200.564;-124.058;-292.002;-244.135
740;-261.6;-240.387;-230.44;-135.147;-283.147;-254.067;-214.2;-181.12;-246.307;-166.747;-73.347;-196.24;-110.32;-277.547;-226.773
750;-255.395;-223.27;-212.72;-128.862;-272.658;-249.372;-205.977;-173.066;-240.007;-163.286;-76.586;-192.289;-96.086;-263.27;-210.885
760;-248.228;-206.768;-198.516;-124.338;-261.586;-245.15;-198.775;-166.188;-233.78;-156.631;-79.879;-188.701;-83.252;-249.746;-195.171
770;-240.171;-192.41;-185.235;-120.585;-252.624;-244.077;-191.376;-161.624;-228.509;-150.094;-83.568;-185.436;-70.662;-237.15;-178.218
780;-230.65;-179.573;-173.101;-118.117;-246.11;-243.891;-184.832;-157.244;-223.339;-144.822;-86.055;-180.827;-58.011;-225.654;-162.216
790;-222.025;-167.875;-162.125;-117.225;-239.925;-243.787;-178.063;-152.475;-217.863;-140.888;-87.625;-176.75;-45.362;-214.037;-147
800;-211.938;-158.261;-149.993;-117.453;-234.309;-242.993;-172.116;-147.328;-212.672;-139.411;-88.832;-170.914;-33.462;-203.316;-132.519
810;-203.36;-149.754;-138.726;-117.975;-228.434;-242.402;-166.724;-142.182;-206.34;-138.15;-90.137;-165.623;-22.463;-191.8;-119.018
820;-195.749;-141.643;-127.278;-119.023;-221.719;-241.989;-163.883;-137.746;-199.855;-138.116;-91.526;-160.523;-13.57;-180.794;-107.972
830;-188.268;-132.589;-115.976;-121.238;-214.94;-239.292;-161.286;-135.393;-193.577;-137.732;-93.72;-155.702;-5.756;-169.851;-99.81
840;-182.233;-123.245;-105.388;-123.247;-208.882;-238.351;-156.482;-133.304;-187.958;-137.165;-96.08;-151.927;2.4;-156.259;-92.181
850;-170.916;-97.405;-76.74;-114.982;-192.138;-225.869;-144.776;-121.105;-172.18;-124.127;-96.185;-144.153;24.896;-133.684;-66.773
860;-159.203;-71.628;-48.248;-105.869;-174.951;-212.366;-133.079;-108.933;-156.667;-111.086;-95.508;-135.214;47.209;-112.358;-40.175
870;-147.851;-49.944;-24.714;-94.774;-158.643;-198.948;-120.951;-96.267;-144.04;-102.71;-94.057;-127.55;67.304;-86.724;-13.439
880;-137.075;-29.553;-5.073;-83.398;-143.827;-188.306;-108.831;-82.074;-129.748;-95.554;-92.908;-116.641;83.629;-61.631;10.242
890;-125.598;-9.118;16.233;-71.716;-129.144;-181.247;-96.182;-71.316;-112.464;-88.131;-90.987;-106.956;97.84;-38.522;29.302
900;-116.625;10.16;31.385;-61.587;-114.924;-176.586;-85.591;-63.986;-100.847;-83.554;-89.179;-97.9;110.065;-17.417;46.864
910;-108.262;26.898;45.926;-58.137;-100.723;-172.712;-75.012;-56.367;-89.179;-80.618;-85.296;-89.208;122.22;2.038;62.33
920;-98.045;41.462;60.368;-57.467;-83.175;-167.346;-68.306;-50.889;-82.262;-77.961;-83.23;-82.077;131.119;23.794;75.714
930;-86.193;56.08;74.179;-55.95;-64.387;-160.959;-61.615;-45.05;-75.846;-76.242;-80.168;-74.284;138.334;43.546;90.165
940;-75.112;69.903;87.598;-56.564;-48.872;-154.383;-56.261;-39.135;-69.451;-75.88;-76.512;-67.08;146.408;65.486;103.373
950;-63.897;82.938;101.689;-57.816;-37.282;-148.925;-46.864;-31.138;-60.181;-76.213;-73.949;-58.716;154.63;89.323;115.876
960;-53.07;95.921;114.471;-61.073;-26.301;-144.705;-37.478;-23.158;-52.173;-73.929;-73.732;-49.264;162.751;111.254;125.208
970;-42.216;109.194;124.854;-64.496;-16.305;-138.009;-27.121;-16.226;-44.135;-70.933;-72.897;-40.171;170.962;132.617;134.329
980;-30.465;120.54;135.292;-66.581;-4.517;-128.918;-16.775;-10.007;-34.566;-66.569;-71.683;-29.252;179.179;151.805;144.623
990;-16.21;128.99;143.59;-68.09;6.44;-118.6;-8.77;-7.13;-24.5;-63.67;-69.74;-21.54;187.88;168.41;154.81
1000;1.34;137.561;153.33;-67.799;17.368;-108.62;-2.279;-3.121;-14.357;-60.374;-68.171;-14.726;195.998;184.166;164.612
1010;17.738;146.224;164.785;-66.535;26.568;-96.907;4.198;0.87;-2.937;-59.608;-66.538;-8.042;204.396;197.825;174.791
1020;34.517;156.012;176.106;-65.003;37.426;-83.457;10.987;6.599;8.739;-58.359;-63.26;-1.336;212.027;211.165;183.118
1030;51.157;165.195;186.712;-63.5;50.169;-68.091;17.76;12.578;19.709;-56.935;-60.988;4.04;218.91;226.009;189.203
1040;67.701;174.32;198.044;-60.177;64.044;-52.878;25.735;18.657;28.339;-53.648;-60.257;12.987;222.969;242.945;194.827
1050;82.358;184.001;207.884;-55.777;77.832;-39.486;34.929;24.583;36.894;-49.031;-61.054;20.077;227.155;261.04;199.356
1060;98.472;193.941;218.407;-52.047;93.436;-26.347;44.111;32.002;44.039;-41.802;-61.563;27.784;230.484;277.648;202.935
1070;115.012;203.853;228.107;-48.774;109.922;-12.672;55.796;39.477;52.766;-32.45;-61.981;33.348;234.953;294;207.454
1080;131.518;211.913;237.16;-44.495;126.4;-1.11;67.475;49.005;61.421;-23.439;-60.786;39.101;237.518;309.679;213.802
1090;149.015;218.842;245.716;-39.898;141.856;12.802;76.724;58.68;72.362;-14.384;-59.005;44.549;236.471;321.685;219.235
1100;168.625;225.939;253.789;-35.458;157.307;28.086;84.245;66.686;81.168;-6.591;-57.348;50.053;233.805;329.52;224.876
1110;187.704;232.991;262.06;-32.003;173.626;43.596;91.756;77.935;90.014;1.772;-55.9;56.212;228.411;338.758;229.345
1120;207.275;239.704;270.143;-29.952;187.799;57.613;98.508;86.529;96.795;10.661;-54.043;62.426;223.145;346.229;232.429
1130;224.782;243.326;276.692;-27.382;201.886;71.014;105.248;96.416;102.959;20.404;-51.024;68.534;217.943;353.977;235.354
1140;240.922;246.892;281.56;-23.489;212.797;85.304;112.231;106.259;109.193;31.103;-50.37;74.817;211.675;358.93;237.781
1150;256.002;249.854;286.212;-19.557;223.582;98.61;119.338;116.677;117.735;41.678;-49.844;81.113;203.362;360.602;239.532
1160;270.733;253.737;287.987;-14.699;234.503;111.516;126.434;127.089;127.62;53.628;-50.757;87.484;194.493;361.533;239.934
1170;283.144;256.874;289.806;-9.076;243.319;123.231;132.802;137.329;138.658;65.089;-52.407;92.668;185.191;359.102;239.708
1180;293.995;259.944;290.228;-3.231;250.697;135.292;139.162;147.623;148.083;76.91;-55.946;97.563;173.918;355.323;237.923
1190;304.707;261.415;289.947;1.96;258.505;147.71;143.367;157.908;157.593;89.538;-58.52;102.237;162.635;348.323;234.298
1200;313.412;261.495;288.954;6.726;266.33;160.544;144.177;166.895;166.809;103.586;-60.09;106.657;150.035;336.272;229.701
1210;321.473;261.522;286.846;12.405;273.753;173.675;144.98;176.418;178.17;116.131;-58.738;108.54;137.06;320.933;225.203
1220;329.78;260.193;282.996;18.823;279.096;185.746;143.292;186.334;189.264;128.004;-58.203;110.584;123.282;304.354;220.29
1230;337.303;257.605;278.874;25.773;282.33;197.07;141.578;194.467;196.243;139.616;-57.754;110.77;109.216;288.799;212.753
1240;342.432;252.472;273.624;33.728;286.76;208.136;140.016;202.456;200.496;151.504;-57.24;111.128;94.216;276.064;204.304
1250;342.61;247.407;265.584;42.351;291.188;219.849;138.67;208.056;204.767;163.212;-54.454;114.585;78.466;262.621;195.19
1260;339.375;239.786;257.113;51.38;297.206;229.625;137.316;212.194;205.157;174.19;-49.421;117.887;62.245;251.249;184.061
1270;334.29;231.651;246.308;59.816;302.423;240.93;134.954;215.933;203.618;183.27;-45.037;124.09;46.035;238.585;172.597
1280;325.29;225.109;234.858;69.019;306.528;251.212;132.523;218.171;202.156;188.726;-40.692;130.322;29.258;223.335;162.257
1290;316.065;218.535;223.138;77.591;308.754;261.546;129.046;218.911;201.4;193.258;-34.662;131.855;13.605;204.565;151.837
1300;306.791;211.997;211.328;87.219;310.896;273.181;125.605;218.852;200.396;198.973;-27.13;133.814;-3.206;184.624;142.678
1310;295.013;204.62;198.621;98.392;308.753;285.526;122.158;216.659;200.086;202.608;-19.888;134.028;-19.392;164.307;134.147
1320;282.883;197.176;185.767;110.38;305.452;297.661;116.383;214.376;197.729;204.911;-12.618;136.058;-35.592;143.897;124.54
1330;271.011;189.424;172.113;122.575;301.976;309.632;110.505;211.599;195.255;206.356;-6.117;137.746;-49.196;123.172;113.445
1340;259.401;182.161;157.884;135.053;299.387;320.886;105.544;208.353;188.436;206.39;2.087;140.219;-60.12;102.963;103.228
1350;247.592;175.111;143.913;147.92;296.661;331.863;102.314;206.364;182.211;204.893;12.923;141.832;-70.184;82.907;91.494
1360;235.763;168.036;128.927;161.316;292.541;340.949;99.078;201.959;176.23;202.956;23.742;141.688;-77.511;61.7;79.705
1370;224.617;159.612;113.141;174.13;288.644;349.389;97.578;197.55;172.818;200.324;35.666;141.082;-85.002;41.677;67.464
1380;214.543;150.765;97.895;187.119;283.661;358.786;96.128;189.444;169.196;198.63;47.469;137.454;-92.011;21.144;54.692
1390;204.927;141.759;81.261;197.883;278.686;367.426;93.67;179.306;165.3;195.756;60.624;133.883;-98.337;2.36;41.586
1400;196.014;130.652;64.026;209.212;273.715;376.13;88.984;168.256;158.069;194.346;73.703;130.904;-103.723;-14.067;28.437
1410;187.098;118.032;48.93;219.668;265.794;383.879;84.292;155.909;146.557;191.515;87.339;127.789;-108.535;-28.602;16.572
1420;176.707;105.869;33.568;229.387;256.396;390.381;79.832;143.592;135.272;189.525;101.581;127.373;-113.484;-41.936;4.964
1430;164.917;93.686;19.45;238.193;246.858;394.515;75.305;130.476;124.048;187.004;116.611;126.357;-116.744;-54.305;-6.034
1440;151.792;81.844;5.674;246.261;236.015;397.812;70.975;117.862;114.779;183.548;130.554;125.841;-120.397;-67.327;-15.843
1450;137.746;66.792;-11.457;251.633;223.01;398.446;64.302;104.097;100.168;174.732;143.469;123.548;-125.581;-78.65;-27.69
1460;122.712;51.65;-28.161;255.189;209.966;398.058;57.629;89.771;85.797;164.719;153.423;122.614;-129.771;-87.895;-39.818
1470;105.985;35.995;-42.499;257.524;198.379;395.633;52.79;75.866;70.381;153.806;161.993;122.132;-133.723;-97.259;-52.367
1480;88.786;20.578;-56.356;258.041;185.977;390.909;47.952;63.994;56.844;142.072;171.603;122.091;-137.563;-107.225;-63.607
1490;71.014;8.161;-69.432;257.237;172.407;385.033;43.989;52.33;43.23;131.538;181.309;122.764;-141.266;-117.055;-73.069
1500;54.69;-3.917;-80.115;254.197;157.305;377.924;39.826;43.517;30.486;120.953;190.415;121.179;-145.062;-125.081;-81.611
1510;40.41;-14.454;-91.159;250.808;140.523;369.034;35.684;34.881;19.781;110.946;194.371;118.019;-148.989;-133.368;-89.117
1520;26.012;-25.497;-100.083;247.399;122.359;356.823;31.512;25.468;11.972;101.899;198.291;111.829;-152.434;-140.401;-96.163
1530;12.556;-38.077;-107.647;242.975;103.301;344.157;27.257;17.164;4.343;96.226;202.308;104.723;-155.418;-147.279;-103.167
1540;-0.836;-50.389;-115.549;238.634;85.396;331.143;22.817;9.886;-2.673;89.99;203.226;100.006;-157.948;-153.738;-110.418
1550;-14.291;-62.226;-123.617;231.954;67.884;314.927;17.41;2.303;-9.823;82.212;203.212;95.088;-159.974;-159.985;-118.079
1560;-26.19;-73.036;-131.126;224.69;52.884;298.757;12.003;-4.775;-17.022;74.029;202.566;91.952;-161.735;-165.549;-125.207
1570;-37.97;-83.542;-138.034;215.832;36.614;279.732;7.883;-11.258;-24.367;65.339;201.884;89.188;-163.446;-171.734;-131.074
1580;-50.599;-92.979;-143.948;206.621;19.189;257.977;3.763;-17.541;-32.055;56.829;199.737;85.063;-165.473;-177.167;-135.692
1590;-63.636;-103.051;-148.644;195.884;2.361;234.687;-1.63;-22.131;-38.065;49.523;194.739;81.381;-167.752;-182.239;-140.461
1600;-76.553;-114.643;-153.163;183.95;-14.64;210.726;-6.371;-26.859;-43.514;43.898;187.679;78.098;-169.701;-186.294;-145.352
1610;-88.63;-126.228;-156.956;170.953;-31.352;187.585;-11.139;-32.428;-49.244;38.821;180.204;74.567;-171.534;-189.554;-150.163
1620;-101.415;-136.549;-159.988;157.462;-48.366;164.654;-17.648;-38.897;-55.978;33.364;171.353;71.356;-173.134;-192.559;-153.826
1630;-113.903;-144.406;-163.335;143.361;-64.971;140.532;-24.226;-44.563;-62.975;26.175;161.796;68.303;-174.542;-195.126;-157.134
1640;-127.481;-152.262;-165.77;128.937;-80.127;115.535;-30.607;-49.168;-69.814;17.683;151.703;63.411;-175.556;-197.403;-160.626
1650;-140.619;-158.727;-167.156;113.039;-95.203;90.725;-34.262;-53.774;-75.572;7.24;142.961;58.836;-176.611;-200.214;-164.37
1660;-153.888;-164.772;-169.08;96.366;-107.581;66.317;-37.917;-57.419;-78.39;-3.23;134.226;52.35;-177.909;-203.061;-167.633
1670;-165.828;-170.393;-170.137;79.872;-119.433;42.684;-40.65;-60.175;-81.105;-13.306;125.092;45.913;-179.288;-206.844;-170.832
1680;-176.539;-175.703;-171.197;63.199;-131.283;20.483;-43.382;-62.886;-82.64;-22.789;113.443;38.983;-180.474;-210.886;-173.919
1690;-186.684;-180.003;-172.072;46.312;-142.582;-1.921;-45.571;-66.876;-86.097;-31.713;101.421;31.943;-180.519;-214.19;-177.53
1700;-197.394;-183.618;-172.519;30.223;-154.128;-24.63;-47.261;-71.114;-89.457;-38.716;89.399;25.043;-179.971;-217.063;-180.953
1710;-206.854;-187.454;-172.75;15.349;-164.768;-47.272;-48.847;-75.935;-94.088;-46.681;80.578;18.066;-179.862;-219.607;-184.748
1720;-215.034;-190.426;-173.643;1.52;-174.65;-68.559;-51.023;-80.188;-97.61;-53.69;72.368;10.45;-179.491;-222.154;-188.072
1730;-222.263;-192.076;-174.73;-12.059;-183.126;-88.857;-53.131;-83.778;-101;-59.458;62.425;3.64;-179.251;-224.441;-190.134
1740;-229.492;-193.246;-175.174;-25.95;-191.381;-108;-55.196;-86.971;-103.019;-65.251;52.626;-4.77;-178.419;-226.164;-192.326
1750;-236.378;-194.498;-175.703;-38.865;-197.901;-127.571;-56.446;-90.095;-104.899;-70.61;42.788;-13.345;-177.292;-228.246;-194.519
1760;-241.735;-195.521;-174.96;-51.279;-203.989;-144.839;-57.695;-92.663;-106.982;-75.768;35.477;-20.942;-176.284;-230.561;-196.612
1770;-246.346;-196.146;-173.892;-62.869;-208.306;-160.794;-57.803;-94.797;-109.526;-80.75;26.481;-28.808;-174.794;-232.59;-198.639
1780;-249.568;-196.199;-172.425;-73.829;-211.126;-177.516;-57.91;-96.862;-112.152;-85.818;17.637;-34.705;-173.222;-233.625;-200.234
1790;-251.839;-196.106;-170.356;-83.916;-214.028;-194.105;-57.354;-98.761;-115.258;-90.117;10.273;-41.657;-170.603;-234.116;-201.166
1800;-253.516;-195.21;-168.302;-92.763;-216.85;-207.457;-57.225;-100.639;-117.742;-93.909;2.908;-47.881;-166.876;-234.615;-201.989
1810;-255.236;-194.236;-167.105;-101.592;-219.839;-221.001;-57.178;-102.436;-120.647;-96.887;-3.579;-54.186;-163.349;-235.097;-202.328
1820;-256.686;-193.276;-166.679;-109.058;-222.014;-231.436;-57.423;-104.792;-122.112;-99.927;-9.819;-61.123;-159.839;-234.319;-203.13
1830;-257.564;-192.502;-166.691;-116.633;-223.197;-238.943;-57.679;-107.265;-121.872;-102.796;-14.723;-66.221;-155.99;-233.05;-203.721
1840;-257.738;-191.793;-167.127;-123.557;-224.388;-245.608;-57.374;-109.543;-121.59;-106.572;-19.186;-72.279;-151.874;-232.494;-204.386
1850;-257.546;-190.886;-167.706;-129.59;-225.694;-252.713;-57.366;-112.396;-121.346;-110.688;-25.244;-78.441;-147.588;-232.818;-204.737
1860;-257.298;-190.04;-168.777;-134.375;-226.797;-259.472;-57.357;-115.208;-121.883;-114.757;-30.803;-83.924;-143.222;-234.114;-204.372
1870;-256.426;-189.636;-169.927;-138.04;-227.13;-266.35;-57.055;-118.164;-122.371;-117.76;-36.472;-89.404;-138.873;-234.567;-203.447
1880;-255.383;-190.03;-170.847;-142.161;-226.841;-272.04;-56.433;-121.506;-123.937;-120.488;-41.861;-95.124;-134.31;-234.095;-202.559
1890;-253.708;-190.425;-171.575;-145.542;-226.415;-276.528;-55.812;-123.208;-125.345;-122.483;-47.578;-98.691;-130.246;-232.848;-200.607
1900;-252.032;-190.777;-172.425;-148.171;-225.981;-280.712;-55.88;-124.095;-126.772;-124.434;-55.193;-104.957;-126.033;-230.855;-198.279
1910;-250.535;-190.981;-172.604;-150.639;-225.561;-284.28;-56.423;-124.932;-127.618;-126.651;-62.85;-109.502;-121.657;-228.834;-195.103
1920;-249.185;-191.099;-173.245;-153.564;-224.883;-287.343;-58.262;-126.37;-128.684;-129.371;-70.801;-114.516;-117.186;-226.057;-191.945
1930;-247.755;-191.528;-173.132;-156.65;-223.837;-290.207;-60.126;-127.793;-129.445;-132.63;-77.015;-118.61;-112.985;-223.68;-189.552
1940;-245.792;-191.632;-173.521;-159.139;-223.033;-293.163;-61.783;-129.677;-130.145;-135.363;-82.308;-122.903;-109.561;-221.273;-187.127
1950;-243.392;-191.83;-173.945;-161.821;-221.781;-296.37;-63.737;-132.594;-131.437;-138.178;-87.621;-126.837;-105.999;-218.283;-184.023
1960;-241.074;-192.043;-174.408;-164.726;-220.833;-299.177;-65.855;-135.061;-133.85;-140.841;-94.159;-131.697;-103.04;-214.957;-179.212
1970;-238.964;-192.306;-174.636;-167.359;-220.617;-301.4;-68.629;-138.286;-136.894;-142.825;-99.474;-136.692;-99.233;-211.672;-174.451
1980;-237.057;-192.326;-175.102;-170.05;-220.934;-303.575;-71.957;-141.034;-139.6;-145.684;-104.07;-142.023;-94.099;-208.196;-169.539
1990;-235.192;-191.625;-175.639;-172.312;-221.83;-305.55;-74.928;-144.389;-140.426;-148.85;-108.852;-147.386;-89.33;-204.873;-164.56
2000;-233.386;-190.931;-176.603;-173.997;-223.461;-307.79;-77.611;-148.171;-138.999;-152.095;-114.359;-152.932;-83.754;-201.679;-159.968
2010;-231.967;-190.372;-178.582;-175.486;-225.303;-310.588;-80.294;-151.246;-137.337;-155.342;-119.548;-157.943;-78.441;-198.468;-156.422
2020;-231.062;-190.594;-180.577;-177.538;-226.417;-313.159;-82.382;-153.608;-137.094;-159.132;-123.628;-163.423;-72.594;-195.265;-152.397
2030;-230.058;-190.902;-182.673;-179.808;-226.313;-315.316;-84.11;-155.768;-136.95;-163.688;-127.811;-169.67;-66.549;-191.812;-148.317
2040;-229.451;-191.334;-184.792;-182.738;-226.251;-316.986;-85.703;-157.497;-136.023;-168.346;-131.21;-176.29;-61.25;-188.403;-144.028
2050;-228.524;-191.375;-186.623;-185.57;-226.059;-318.857;-87.203;-159.182;-133.99;-173.276;-135.517;-184.589;-57.702;-183.658;-138.959
2060;-227.341;-190.852;-186.662;-188.156;-226.53;-320.607;-88.357;-160.771;-131.847;-178.57;-140.455;-193.468;-55.363;-178.67;-133.001
2070;-226.026;-189.806;-184.894;-190.72;-227.546;-322.09;-90.339;-162.247;-130.175;-182.978;-145.643;-201.266;-52.519;-172.846;-125.623
2080;-224.188;-188.19;-182.905;-193.472;-228.819;-322.734;-92.022;-163.655;-129.948;-186.908;-150.844;-208.548;-48.814;-167.171;-117.989
2090;-222.317;-186.728;-181.109;-195.417;-229.557;-322.826;-94.317;-165.663;-129.126;-190.502;-155.692;-214.167;-44.503;-161.375;-109.172
2100;-220.716;-184.223;-180.215;-196.95;-229.436;-322.35;-96.306;-166.556;-127.248;-192.574;-159.734;-218.621;-37.548;-154.164;-99.52
2110;-219.554;-181.552;-178.801;-198.186;-229.182;-321.594;-98.415;-166.628;-124.931;-194.236;-163.065;-223.106;-28.64;-144.288;-89.163
2120;-217.375;-177.724;-177.459;-199.239;-228.641;-320.141;-100.076;-166.179;-122.261;-195.822;-166.023;-226.448;-18.659;-134.106;-78.052
2130;-214.582;-172.811;-175.672;-199.796;-227.808;-318.305;-101.577;-165.197;-119.15;-197.201;-168.702;-228.537;-7.447;-122.921;-66.406
2140;-211.237;-167.898;-174.266;-200.208;-225.923;-316.177;-102.457;-164.708;-115.277;-198.141;-169.852;-230.127;3.709;-110.851;-55.265
2150;-206.902;-162.083;-172.739;-200.56;-224.655;-313.212;-102.771;-165.578;-111.246;-198.446;-170.532;-228.583;16.868;-98.001;-43.972
2160;-202.942;-154.763;-171.778;-200.52;-224.728;-309.993;-102.444;-165.654;-107.748;-197.748;-170.768;-226.919;31.625;-84.541;-32.611
2170;-198.719;-148.032;-170.817;-200.501;-223.949;-306.534;-101.819;-165.663;-105.359;-196.89;-170.804;-227.054;47.51;-71.388;-20.047
2180;-193.759;-142.637;-169.655;-200.046;-223.248;-303.674;-101.466;-165.708;-103.57;-195.887;-170.348;-226.679;64.59;-56.771;-6.412
2190;-187.712;-138.04;-168.046;-199.395;-222.32;-301.092;-100.829;-164.506;-101.721;-194.568;-169.593;-226.263;82.487;-41.168;8.087
2200;-182.006;-132.474;-165.366;-198.854;-221.761;-297.906;-99.686;-162.665;-100.039;-193.39;-168.462;-225.579;100.473;-25.683;23.24
2210;-174.872;-125.641;-162.218;-197.923;-220.255;-294.292;-98.382;-160.458;-95.396;-191.388;-167.068;-222.775;119.41;-10.484;38.513
2220;-165.51;-118.263;-158.549;-196.923;-217.276;-290.808;-95.879;-157.825;-89.121;-189.192;-166.058;-219.73;138.179;4.124;54.197
2230;-156.309;-111.156;-154.033;-195.033;-213.578;-287.044;-92.655;-154.67;-82.806;-186.452;-164.87;-215.473;155.657;18.91;70.466
2240;-145.557;-104.808;-148.727;-193.05;-209.015;-282.799;-89.487;-151.618;-78.23;-183.437;-163.634;-211.203;173.781;36.145;88.105
2250;-133.047;-98.499;-143.087;-191.546;-203.839;-278.178;-86.45;-147.505;-75.2;-179.28;-161.535;-206.921;191.564;55.681;107.582
2260;-119.097;-91.692;-136.647;-189.237;-198.575;-274.065;-83.426;-143.619;-72.975;-175.003;-159.636;-201.054;210.052;76.943;127.324
2270;-105.206;-84.126;-130.884;-185.599;-193.64;-270.686;-80.317;-139.134;-69.43;-170.219;-156.956;-195.255;227.92;100.36;147.874
2280;-90.634;-76.917;-125.549;-181.434;-188.874;-266.789;-77.554;-135.139;-65.749;-164.699;-153.931;-188.44;244.833;125.757;170.23
2290;-75.331;-69.771;-118.988;-177.301;-183.443;-262.692;-74.354;-131.055;-61.081;-157.938;-151.328;-181.563;262.077;152.47;193.346
2300;-60.588;-62.666;-112.754;-173.292;-177.891;-257.225;-71.236;-125.014;-56.534;-150.305;-148.274;-173.743;280.992;177.074;215.47
2310;-44.767;-54.822;-106.098;-169.45;-171.674;-251.044;-68.717;-117.349;-50.934;-140.647;-144.721;-164.324;300.897;201.528;235.793
2320;-28.299;-46.343;-98.258;-165.232;-164.604;-245.323;-64.79;-109.324;-45.943;-131.206;-140.676;-154.677;320.39;225.55;255.367
2330;-12.116;-37.115;-86.869;-160.214;-157.57;-240.012;-61.263;-101.481;-40.047;-122.429;-136.465;-146.47;338.978;249.941;274.967
2340;4.741;-27.961;-75.346;-155.443;-150.382;-235.357;-57.31;-93.255;-33.502;-114.914;-131.662;-139.083;356.237;274.399;293.612
2350;22.123;-17.538;-62.023;-150.326;-143.124;-229.422;-52.622;-85.509;-27.486;-109.015;-126.756;-132.175;370.175;298.826;311.106
2360;38.79;-7.458;-49.684;-145.703;-134.651;-223.297;-47.8;-76.717;-18.738;-103.996;-121.571;-124.279;381.967;321.844;327.288
2370;54.561;2.953;-38.234;-141.444;-126.812;-214.855;-43.428;-65.779;-10.219;-97.425;-116.276;-117.291;391.677;343.789;342.502
2380;69.015;12.772;-27.317;-137.308;-120.396;-205.459;-39.452;-55.472;-0.599;-90.734;-110.12;-109.808;399.531;363.615;355.948
2390;83.659;22.592;-15.703;-132.633;-114.212;-195.72;-35.85;-45.203;7.702;-83.899;-105.13;-102.81;405.937;382.476;368.223
2400;97.924;31.07;-1.695;-127.764;-107.182;-186.953;-32.654;-33.774;17.292;-77.439;-98.612;-93.531;408.377;401.306;380.27
2410;112.83;38.905;14.942;-121.854;-97.444;-176.714;-28.978;-22.877;27.679;-70.538;-92.077;-83.732;409.371;419.123;391.832
2420;128.257;49.008;32.379;-114.96;-87.414;-166.119;-25.614;-13.869;39.27;-63.999;-85.182;-73.484;407.157;436.088;401.474
2430;143.16;61.073;49.228;-107.378;-76.846;-154.886;-21.73;-4.861;51.85;-55.975;-77.841;-63.046;402.226;452.214;408.891
2440;159.389;73.048;67.476;-99.055;-66.317;-142.032;-18.137;3.985;64.469;-46.192;-70.639;-53.288;395.659;466.263;414.367
2450;176.851;83.966;86.454;-89.694;-55.36;-127.868;-13.29;14.41;78.852;-36.764;-61.714;-41.447;387.24;479.076;417.601
2460;193.975;95.374;108.87;-79.52;-44.883;-112.917;-8.582;24.828;93.462;-26.092;-52.859;-31.034;376.374;492.08;417.575
2470;209.661;108.862;130.197;-69.47;-35.352;-97.926;-0.552;37.319;107.386;-15.167;-41.303;-19.963;363.007;505.641;414.474
2480;226.192;123.983;149.683;-58.221;-26.263;-82.44;7.168;51.719;122.121;-3.95;-29.568;-9.001;348.546;518.472;410.245
2490;241.858;139.105;168.92;-45.073;-17.277;-65.934;18.087;65.939;137.097;7.903;-16.24;2.447;333.836;525.828;402.854
2500;255.731;154.086;189.633;-30.844;-7.294;-48.596;28.377;83.145;150.84;19.93;-3.597;16.095;317.657;527.396;392.953
2510;269.193;168.848;209.505;-16.79;4.53;-30.634;41.323;103.487;165.189;31.789;9.606;27.481;299.294;525.763;380.912
2520;283.61;184.672;230.446;-2.517;17.022;-11.684;53.443;123.681;182.983;44.422;24.563;39.748;279.477;522.404;366.731
2530;297.012;202.206;251.019;11.735;31.025;7.239;68.73;144.53;200.999;58.963;39.244;50.897;259.28;514.236;350.589
2540;310.312;219.829;270.401;27.803;45.017;27.975;83.455;165.457;218.428;71.931;53.222;65.766;238.148;504.524;331.899
2550;324.07;237.606;289.759;45.571;60.926;49.985;99.651;184.423;237.93;87.894;67.2;80.556;215.314;492.044;311.55
2560;336.269;254.217;307.39;63.114;78.439;71.092;117.407;204.276;256.51;105.139;82.644;97.396;191.702;477.807;291.123
2570;347.737;270.6;324.221;80.361;96.508;93.67;134.983;227.389;276.586;122.298;97.295;117.054;168.157;461.212;270.412
2580;359.745;285.841;339.008;96.869;116.593;117.939;154.32;250.361;294.862;143.11;112.825;138.234;143.782;441.004;248.236
2590;372.073;301.09;354.319;113.301;138.199;142.222;173.801;273.628;311.419;168.514;127.956;164.777;119.897;417.731;225.978
2600;383.848;315.255;368.635;129.745;160.218;167.35;193.503;296.894;324.316;193.956;145.063;191.102;95.465;391.819;202.719
2610;396.724;329.87;384.087;147.73;181.057;193.519;213.212;315.877;334.412;221.037;162.516;216.665;71.039;364.331;179.265
2620;409.902;343.692;400.715;167.855;203.563;218.168;231.418;329.294;342.166;246.67;179.782;242.29;47.779;336.019;155.763
2630;423.157;357.272;417.644;189.64;226.921;243.068;249.472;342.71;348.879;271.44;195.468;264.062;24.385;307.117;133.28
2640;435.597;370.851;434.508;211.988;250.534;268.094;263.535;353.68;353.783;295.451;211.043;287.474;2.277;277.164;111.378
