timepoints (min);01: bdA,+ -1;02: bdA,+ -2;03: bdA,+ -3;04: crybdIm1,+ -1;05: crybdIm1,+ -2;06: crybdIm1,+ -3;07: bdA,- -1;08: bdA,- -2;09: bdA,- -3;10: crybdIm1,- -1;11: crybdIm1,- -2;12: crybdIm1,- -3;13: frq1,+ -1;14: frq1,+ -2;15: frq1,+ -3
12970;110.055;-144.164;-63.03;0;0;0;-36.644;-101.284;-159.028;-139.374;-65.044;-100.934;0;0;0
12980;125.2;-139.699;-54.888;0;0;0;-33.938;-94.461;-153.106;-137.222;-59.465;-94.567;0;0;0
12990;141.185;-134.08;-46.932;0;0;0;-28.857;-87.252;-144.85;-135.07;-54.644;-88.754;0;0;0
13000;156.157;-127.621;-38.977;0;0;0;-23.548;-80.524;-137.09;-133.099;-49.335;-82.777;0;0;0
13010;171.41;-120.364;-29.679;0;0;0;-18.414;-74.436;-129.385;-131.087;-43.753;-76.469;0;0;0
13020;184.963;-112.308;-20.381;0;0;0;-14.968;-69.428;-122;-129.114;-38.055;-68.934;0;0;0
13030;198.585;-104.106;-9.531;0;0;0;-11.695;-64.12;-116.109;-126.701;-31.57;-61.399;0;0;0
13040;211.447;-95.225;2.199;0;0;0;-8.894;-58.799;-111.415;-124.447;-24.226;-54.68;0;0;0
13050;224.385;-86.342;14.029;0;0;0;-6.092;-52.229;-106.832;-121.731;-17.029;-47.913;0;0;0
13060;236.923;-76.935;26.019;0;0;0;-2.581;-46.759;-101.775;-119.004;-10.215;-40.217;0;0;0
13070;247.11;-66.208;38.017;0;0;0;0.31;-40.008;-96.738;-116.11;-3.85;-32.255;0;0;0
13080;258.578;-54.865;49.623;0;0;0;3.201;-31.077;-90.877;-113.168;1.634;-24.294;0;0;0
13090;267.539;-44.201;61.23;0;0;0;5.844;-23.066;-85.468;-108.608;9.356;-18.011;0;0;0
13100;277.701;-32.126;71.08;0;0;0;8.439;-15.412;-80.388;-103.724;16.503;-11.742;0;0;0
13110;286.691;-20.89;79.69;0;0;0;11.757;-6.257;-74.899;-97.905;21.539;-5.768;0;0;0
13120;296.841;-7.034;86.989;0;0;0;15.666;3.338;-69.866;-92.141;26.589;0.804;0;0;0
13130;306.244;6.332;93.608;0;0;0;19.623;12.483;-64.305;-86.777;30.897;7.377;0;0;0
13140;315.654;22.259;100.248;0;0;0;24.385;22.422;-59.414;-81.734;35.924;14.023;0;0;0
13150;324.543;40.859;108.593;0;0;0;29.229;31.99;-55.389;-76.829;40.961;20.629;0;0;0
13160;333.287;58.179;116.938;0;0;0;34.611;42.119;-51.159;-71.859;46.148;26.272;0;0;0
13170;341.07;76.794;126.326;0;0;0;39.229;49.793;-46.928;-67.297;51.299;35.062;0;0;0
13180;347.388;95.25;136.033;0;0;0;43.854;57.334;-40.993;-61.462;55.687;43.852;0;0;0
13190;353.745;115.41;145.094;0;0;0;46.45;65.672;-35.058;-55.538;60.839;54.513;0;0;0
13200;357.865;134.28;154.594;0;0;0;49.046;75.538;-28.117;-49.019;64.972;65.174;0;0;0
13210;363.145;153.95;163.11;0;0;0;51.27;91.308;-20.539;-42.452;72.411;75.568;0;0;0
13220;368.083;174.392;171.727;0;0;0;53.058;105.655;-12.817;-35.206;79.808;88.297;0;0;0
13230;374.181;194.393;180.343;0;0;0;54.846;118.313;-3.328;-27.171;88.065;101.025;0;0;0
13240;379;215.385;190.006;0;0;0;56.527;130.691;4.263;-19.102;95.574;116.778;0;0;0
13250;383.785;235.697;199.948;0;0;0;58.243;143.606;10.764;-10.439;102.527;132.428;0;0;0
13260;386.81;255.731;208.143;0;0;0;62.526;157.858;17.065;-1.803;109.102;151.283;0;0;0
13270;390.086;275.71;217.379;0;0;0;68.225;173.294;23.982;6.215;116.415;171.683;0;0;0
13280;392.601;295.97;225.186;0;0;0;73.807;191.232;33.124;14.171;122.568;191.869;0;0;0
13290;394.793;316.568;233.785;0;0;0;78.778;209.128;42.906;21.161;127.506;209.977;0;0;0
13300;398.265;337.007;242.383;0;0;0;83.749;230.709;52.447;27.801;132.486;228.25;0;0;0
13310;400.684;356.898;251.367;0;0;0;87.761;251.05;61.063;34.361;137.229;243.724;0;0;0
13320;402.663;375.568;260.35;0;0;0;92.354;270.324;70.143;41.905;144.046;259.927;0;0;0
13330;403.473;392.439;268.53;0;0;0;96.948;287.679;81.457;49.31;151.902;275.385;0;0;0
13340;401.495;409.44;276.629;0;0;0;103.323;306.043;92.804;56.476;159.514;290.793;0;0;0
13350;394.637;424.001;285.302;0;0;0;111.428;323.786;107.07;63.448;166.83;304.858;0;0;0
13360;387.731;436.556;295.157;0;0;0;119.052;339.628;121.137;71.017;173.786;318.967;0;0;0
13370;376.065;446.67;305.012;0;0;0;126.775;352.626;134.997;78.406;179.475;330.33;0;0;0
13380;365.175;454.457;313.789;0;0;0;134.636;363.305;152.927;86.623;185.844;342.141;0;0;0
13390;350.206;459.105;322.565;0;0;0;141.305;373.396;170.843;96.272;190.862;349.452;0;0;0
13400;336.309;460.633;329.033;0;0;0;146.309;381.327;189.526;105.92;195.894;356.228;0;0;0
13410;318.452;462.203;335.021;0;0;0;150.887;388.739;207.737;118.69;199.566;361.932;0;0;0
13420;301.742;461.612;339.713;0;0;0;154.091;393.983;224.898;131.521;203.53;363.884;0;0;0
13430;283.312;458.312;343.206;0;0;0;157.316;394.182;240.659;147.393;206.932;365.719;0;0;0
13440;263.44;453.451;346.781;0;0;0;160.037;393.487;257.021;163.223;209.975;364.459;0;0;0
13450;243.748;445.08;349.513;0;0;0;162.479;391.818;273.305;176.323;213.059;359.392;0;0;0
13460;222.295;434.996;352.246;0;0;0;163.959;384.073;288.069;189.394;213.743;353.395;0;0;0
13470;201.063;420.512;351.71;0;0;0;162.422;373.568;302.283;200.479;213.639;341.885;0;0;0
13480;177.592;402.839;349.055;0;0;0;160.885;364.491;313.683;213.31;211.91;330.521;0;0;0
13490;154.745;384.286;345.488;0;0;0;157.028;351.105;323.32;226.142;209.822;316.979;0;0;0
13500;130.858;363.39;339.681;0;0;0;152.654;334.611;331.436;239.257;207.844;305.521;0;0;0
13510;108.32;341.775;333.743;0;0;0;146.251;316.883;339.324;252.468;203.793;290.931;0;0;0
13520;85.142;318.837;324.588;0;0;0;138.603;297.178;343.142;263.439;196.11;270.937;0;0;0
13530;62.779;295.419;315.432;0;0;0;130.92;274.985;346.16;274.548;188.4;251.128;0;0;0
13540;39.417;271.041;302.768;0;0;0;122.832;251.601;346.846;284.004;178.044;227.081;0;0;0
13550;13.069;245.836;287.425;0;0;0;114.138;223.378;346.698;293.977;165.652;202.309;0;0;0
13560;-13.826;215.79;261.195;0;0;0;105.821;194.499;346.55;303.977;154.377;179.883;0;0;0
13570;-40.281;185.503;234.964;0;0;0;97.677;165.008;344.108;309.65;139.848;155.956;0;0;0
13580;-66.709;156.297;209.586;0;0;0;89.703;137.389;334.495;311.495;125.327;132.036;0;0;0
13590;-90.377;126.828;184.268;0;0;0;79.963;110.552;324.828;312.503;109.097;107.219;0;0;0
13600;-110.185;98.531;158.949;0;0;0;67.062;84.321;310.618;312.564;93.719;82.303;0;0;0
13610;-129.993;72.434;133.764;0;0;0;53.959;59.363;296.163;309.825;79.621;57.194;0;0;0
13620;-145.926;46.2;108.579;0;0;0;40.167;35.364;282.244;307.134;66.881;34.81;0;0;0
13630;-161.858;22.446;84.428;0;0;0;27.286;14.339;261.085;300.606;54.051;12.259;0;0;0
13640;-173.51;-1.426;60.276;0;0;0;15.612;-6.686;238.371;292.634;42.039;-6.008;0;0;0
13650;-185.163;-24.858;36.39;0;0;0;5.356;-26.182;216.341;281.949;29.974;-24.192;0;0;0
13660;-192.6;-48.428;13.005;0;0;0;-4.745;-46.179;194.172;268.228;18.188;-42.534;0;0;0
13670;-199.651;-71.298;-10.379;0;0;0;-13.481;-64.057;173.977;254.596;6.55;-60.142;0;0;0
13680;-204.982;-91.368;-32.836;0;0;0;-22.128;-79.727;153.996;233.668;-4.881;-77.819;0;0;0
13690;-208.353;-111.321;-55.292;0;0;0;-29.508;-95.397;133.36;210.752;-16.655;-94.596;0;0;0
13700;-211.724;-127.674;-77.043;0;0;0;-36.327;-109.949;113.324;189.436;-29.454;-107.829;0;0;0
13710;-214.316;-143.883;-98.793;0;0;0;-43.277;-124.501;91.662;167.745;-41.148;-121.131;0;0;0
13720;-216.908;-156.531;-118.017;0;0;0;-47.64;-135.79;69.634;146.847;-51.935;-131.101;0;0;0
13730;-218.412;-165.783;-134.989;0;0;0;-52.283;-147.052;47.607;122.866;-62.356;-141.146;0;0;0
13740;-219.917;-174.926;-151.961;0;0;0;-55.065;-155.145;26.677;99.61;-71.731;-151.306;0;0;0
13750;-220.444;-181.788;-166.939;0;0;0;-57.846;-160.276;8.019;75.873;-81.2;-163.331;0;0;0
13760;-220.943;-188.429;-181.917;0;0;0;-61.219;-165.931;-10.694;52.047;-88.898;-175.19;0;0;0
13770;-220.803;-193.83;-194.641;0;0;0;-64.057;-169.263;-26.167;31.124;-93.757;-184.555;0;0;0
13780;-220.407;-199.204;-207.366;0;0;0;-66.989;-172.306;-41.792;9.287;-99.05;-194.036;0;0;0
13790;-219.011;-203.978;-217.619;0;0;0;-68.514;-173.548;-54.912;-9.43;-101.542;-197.811;0;0;0
13800;-215.49;-207.745;-225.193;0;0;0;-69.593;-173.964;-67.392;-29.003;-101.881;-200.964;0;0;0
13810;-211.448;-205.993;-222.428;0;0;0;-71.196;-173.455;-80.561;-48.655;-102.128;-204.069;0;0;0
13820;-207.324;-204.241;-219.552;0;0;0;-73.123;-172.272;-93.284;-66.361;-100.817;-206.189;0;0;0
13830;-203.2;-202.414;-216.676;0;0;0;-75.454;-171.228;-102.183;-80.294;-99.599;-208.406;0;0;0
13840;-198.931;-200.586;-213.821;0;0;0;-77.338;-170.959;-111.338;-94.426;-99.181;-209.048;0;0;0
13850;-194.662;-198.641;-210.966;0;0;0;-78.102;-171.698;-118.428;-107.294;-99.794;-208.352;0;0;0
13860;-190.345;-196.51;-207.841;0;0;0;-78.726;-173.252;-125.603;-118.701;-100.782;-207.786;0;0;0
13870;-186.048;-194.379;-204.717;0;0;0;-79.549;-174.993;-132.178;-130.44;-101.85;-205.775;0;0;0
13880;-181.752;-192.214;-201.324;0;0;0;-80.692;-176.905;-136.269;-139.41;-102.709;-202.697;0;0;0
13890;-177.386;-190.048;-197.779;0;0;0;-83.135;-178.782;-138.839;-148.869;-103.13;-199.636;0;0;0
13900;-173.021;-187.855;-194.234;0;0;0;-85.764;-180.737;-142.088;-155.608;-103.381;-197.697;0;0;0
13910;-168.469;-185.662;-190.641;0;0;0;-87.298;-181.494;-145.495;-162.906;-104.738;-195.557;0;0;0
13920;-163.917;-183.262;-187.048;0;0;0;-88.462;-183.074;-150.262;-169.894;-107.455;-193.463;0;0;0
13930;-159.145;-180.738;-183.49;0;0;0;-89.674;-184.335;-155.341;-172.721;-110.943;-187.132;0;0;0
13940;-154.372;-178.214;-179.931;0;0;0;-90.509;-186.218;-160.619;-173.672;-113.406;-181.814;0;0;0
13950;-149.393;-175.476;-176.469;0;0;0;-91.025;-188.301;-167.919;-173.557;-114.068;-173.952;0;0;0
13960;-144.414;-172.738;-173.221;0;0;0;-91.534;-188.822;-173.992;-172.306;-115.771;-166.145;0;0;0
13970;-139.234;-169.579;-169.972;0;0;0;-91.851;-189.003;-178.945;-171.327;-117.354;-159.495;0;0;0
13980;-134.172;-166.421;-166.71;0;0;0;-92.743;-189.183;-183.992;-170.851;-119.56;-155.59;0;0;0
13990;-129.11;-162.71;-163.448;0;0;0;-93.326;-189.898;-188.777;-171.768;-121.839;-151.531;0;0;0
14000;-124.2;-158.538;-159.848;0;0;0;-92.519;-190.452;-193.593;-173.803;-124.037;-147.152;0;0;0
14010;-119.29;-154.366;-156.248;0;0;0;-91.236;-191.211;-198.648;-176.288;-125.56;-142.966;0;0;0
14020;-114.545;-149.945;-152.434;0;0;0;-90.126;-191.93;-203.858;-179.094;-127.217;-141.077;0;0;0
14030;-109.8;-145.524;-148.566;0;0;0;-89.288;-191.743;-208.757;-180.957;-128.183;-138.412;0;0;0
14040;-105.048;-140.834;-144.697;0;0;0;-88.942;-191.886;-213.657;-182.71;-128.196;-136.546;0;0;0
14050;-100.297;-136.145;-140.752;0;0;0;-88.61;-191.084;-218.397;-183.331;-128.328;-133.24;0;0;0
14060;-95.345;-131.159;-136.807;0;0;0;-88.099;-189.128;-222;-184.154;-128.436;-129.989;0;0;0
14070;-90.393;-126.028;-132.703;0;0;0;-87.968;-187.345;-224.483;-183.942;-129.513;-125.988;0;0;0
14080;-85.241;-120.897;-128.6;0;0;0;-88.217;-184.99;-226.23;-183.954;-130.654;-122.426;0;0;0
14090;-80.172;-115.614;-124.366;0;0;0;-89.014;-182.539;-227.15;-183.815;-131.954;-118.161;0;0;0
14100;-75.103;-110.331;-120.083;0;0;0;-89.171;-178.182;-228.989;-183.386;-133.221;-115.217;0;0;0
14110;-70.29;-104.924;-115.8;0;0;0;-88.956;-173.943;-229.508;-182.677;-134.16;-111.658;0;0;0
14120;-65.476;-99.517;-111.338;0;0;0;-87.739;-171.03;-229.636;-181.781;-134.89;-109.343;0;0;0
14130;-60.793;-94.028;-106.876;0;0;0;-87.003;-168.462;-229.799;-180.789;-135.699;-109.342;0;0;0
14140;-56.11;-88.476;-102.152;0;0;0;-86.032;-167.123;-230.561;-180.04;-136.692;-108.941;0;0;0
14150;-51.207;-82.924;-97.428;0;0;0;-85.433;-165.095;-229.64;-179.248;-137.196;-107.779;0;0;0
14160;-46.303;-77.462;-92.579;0;0;0;-85.763;-163.028;-227.734;-178.258;-136.473;-106.901;0;0;0
14170;-41.476;-72;-87.731;0;0;0;-85.668;-158.957;-225.331;-177.01;-134.321;-105.35;0;0;0
14180;-36.648;-66.724;-83.034;0;0;0;-85.098;-155.218;-222.458;-176.371;-131.332;-107.739;0;0;0
14190;-32.297;-61.448;-78.352;0;0;0;-84.214;-149.588;-218.745;-174.356;-128.404;-109.701;0;0;0
14200;-28.579;-56.379;-73.669;0;0;0;-83.397;-144.061;-213.774;-173.021;-126.086;-114.847;0;0;0
14210;-24.862;-51.69;-69.007;0;0;0;-82.484;-138.823;-207.843;-171.874;-123.974;-118.883;0;0;0
14220;-21.766;-47;-64.345;0;0;0;-80.946;-134.512;-203.399;-170.657;-122.196;-121.706;0;0;0
14230;-18.669;-42.738;-59.862;0;0;0;-77.985;-129.502;-198.475;-169.339;-120.432;-120.563;0;0;0
14240;-16.276;-38.476;-55.379;0;0;0;-74.92;-123.972;-194.11;-166.76;-118.179;-119.688;0;0;0
14250;-13.883;-34.29;-50.945;0;0;0;-72.357;-117.61;-189.017;-162.559;-115.837;-119.01;0;0;0
14260;-12.172;-30.103;-46.593;0;0;0;-69.189;-110.407;-182.392;-156.092;-112.612;-117.585;0;0;0
14270;-10.462;-26.041;-42.241;0;0;0;-66.076;-103.135;-175.612;-149.388;-108.652;-114.535;0;0;0
14280;-9.048;-22.462;-38.041;0;0;0;-63.363;-94.239;-168.124;-141.468;-104.687;-111.641;0;0;0
14290;-7.903;-18.883;-33.841;0;0;0;-60.829;-85.342;-160.761;-133.908;-100.251;-108.968;0;0;0
14300;-6.759;-15.924;-29.731;0;0;0;-58.343;-77.986;-153.847;-127.432;-95.255;-107.789;0;0;0
14310;-5.717;-12.966;-25.621;0;0;0;-54.858;-71.31;-147.172;-120.894;-90.418;-106.628;0;0;0
14320;-4.676;-10.621;-21.91;0;0;0;-50.924;-65.255;-140.923;-114.593;-85.179;-105.876;0;0;0
14330;-3.821;-8.848;-18.566;0;0;0;-46.466;-59.48;-134.919;-107.345;-79.846;-103.844;0;0;0
14340;-2.966;-7.076;-15.221;0;0;0;-41.81;-52.905;-128.484;-100.469;-74.477;-101.847;0;0;0
14350;-2.29;-5.697;-12.214;0;0;0;-37.909;-47.021;-121.935;-93.172;-68.949;-97.952;0;0;0
14360;-1.614;-4.317;-9.207;0;0;0;-33.981;-37.966;-115.961;-85.672;-63.546;-93.183;0;0;0
14370;-1.048;-3.152;-6.586;0;0;0;-30.959;-26.156;-111.53;-78.046;-58.531;-88.068;0;0;0
14380;-0.486;-2;-3.993;0;0;0;-28.787;-14.649;-106.021;-71.165;-52.186;-81.616;0;0;0
14390;-0.091;-0.937;-1.776;0;0;0;-26.822;-1.335;-100.021;-63.51;-46.149;-75.945;0;0;0
14400;0;0;0;0;0;0;-23.657;11.771;-95.476;-53.837;-40.701;-69.415;0;0;0
14410;0;0;0;0;0;0;-19.621;22.496;-90.561;-43.975;-35.983;-61.654;0;0;0
14420;0;0;0;0;0;0;-15.516;32.12;-85.06;-32.95;-32.444;-54.497;0;0;0
14430;0;0;0;0;0;0;-11.288;40.441;-78.056;-22.144;-27.359;-46.755;0;0;0
14440;0;0;0;0;0;0;-8.309;48.105;-70.896;-12.002;-22.587;-39.346;0;0;0
14450;0;0;0;0;0;0;-5.578;54.427;-63.739;-4.333;-16.307;-30.732;0;0;0
14460;0;0;0;0;0;0;-3.601;59.41;-56.405;1.79;-9.477;-21.861;0;0;0
14470;0;0;0;0;0;0;-1.236;64.373;-47.678;8.003;-2.628;-12.991;0;0;0
14480;0;0;0;0;0;0;0.784;69.474;-37.036;14.808;5.06;-4.104;0;0;0
14490;0;0;0;0;0;0;3.966;74.556;-25.965;22.655;12.377;4.811;0;0;0
14500;0;0;0;0;0;0;7.62;80.568;-15.234;28.674;19.147;15.769;0;0;0
14510;0;0;0;0;0;0;11.081;85.632;-6.083;34.165;26.465;25.663;0;0;0
14520;0;0;0;0;0;0;14.986;91.394;4.408;41.051;33.126;35.423;0;0;0
14530;0;0;0;0;0;0;19.683;94.431;15.15;46.745;41.863;45.235;0;0;0
14540;0;0;0;0;0;0;24.667;96.883;25.835;53.642;51.469;55.183;0;0;0
14550;0;0;0;0;0;0;29.936;99.83;38.074;61.998;60.413;66.28;0;0;0
14560;0;0;0;0;0;0;35.197;104.152;52.814;70.27;71.101;77.43;0;0;0
14570;0;0;0;0;0;0;40.12;111.536;66.968;79.384;81.696;88.472;0;0;0
14580;0;0;0;0;0;0;45.296;118.895;83.981;89.355;93.231;99.885;0;0;0
14590;0;0;0;0;0;0;49.46;126.387;101.706;99.824;103.874;114.081;0;0;0
14600;0;0;0;0;0;0;53.352;133.819;119.102;112.276;114.328;127.454;0;0;0
14610;0;0;0;0;0;0;57.107;139.462;136.153;126.628;123.926;142.194;0;0;0
14620;0;0;0;0;0;0;61.765;143.308;152.218;140.45;134.51;157.083;0;0;0
14630;0;0;0;0;0;0;67.197;149.004;167.137;154.627;143.666;170.702;0;0;0
14640;0;0;0;0;0;0;72.62;153.85;181.709;168.141;148.58;186.148;0;0;0
14650;0;0;0;0;0;0;76.985;160.387;198.65;179.668;153.716;200.765;0;0;0
14660;0;0;0;0;0;0;80.202;169.133;214.589;192.792;158.942;215.472;0;0;0
14670;0;0;0;0;0;0;83.407;178.85;229.193;200.25;167.911;229.991;0;0;0
14680;0;0;0;0;0;0;88.07;188.538;241.2;207.233;174.808;241.596;0;0;0
14690;0;0;0;0;0;0;95.604;198.194;254.035;214.423;183.234;251.086;0;0;0
14700;0;0;0;0;0;0;103.071;205.477;268.87;221.503;190.081;259.394;0;0;0
14710;0;0;0;0;0;0;111.035;213.642;282.503;229.77;196.266;266.587;0;0;0
14720;0;0;0;0;0;0;116.575;219.249;297.471;238.404;201.567;274.016;0;0;0
14730;0;0;0;0;0;0;122.246;224.24;308.729;246.042;205.966;280.659;0;0;0
14740;0;0;0;0;0;0;125.929;229.594;319.667;252.559;208.447;284.554;0;0;0
14750;0;0;0;0;0;0;129.507;233.06;328.474;257.214;208.585;285.636;0;0;0
14760;0;0;0;0;0;0;133.373;238.246;334.614;258.752;207.171;286.646;0;0;0
14770;0;0;0;0;0;0;135.12;241.973;339.52;258.947;203.549;287.516;0;0;0
14780;0;0;0;0;0;0;137.527;245.654;340.258;257.525;196.015;286.468;0;0;0
14790;0;0;0;0;0;0;139.991;246.632;336.258;251.308;187.413;281.962;0;0;0
14800;0;0;0;0;0;0;140.871;247.558;327.256;243.899;178.319;276.433;0;0;0
14810;0;0;0;0;0;0;140.735;244.448;315.601;234.838;167.478;267.739;0;0;0
14820;0;0;0;0;0;0;140.48;238.64;302.6;223.99;156.64;258.63;0;0;0
14830;0;0;0;0;0;0;139.083;230.828;286.584;212.132;144.975;245.651;0;0;0
14840;0;0;0;0;0;0;137.62;220.837;268.573;198.719;133.889;227.565;0;0;0
14850;0;0;0;0;0;0;136.748;208.676;248.705;181.909;122.254;209.594;0;0;0
14860;0;0;0;0;0;0;134.842;195.163;226.505;163.03;110.346;187.078;0;0;0
14870;0;0;0;0;0;0;130.872;179.076;205.118;143.171;97.187;164.04;0;0;0
14880;0;0;0;0;0;0;125.724;158.309;185.025;122.87;83.078;140.985;0;0;0
14890;0;0;0;0;0;0;120.145;137.489;166.424;102.06;72.775;117.494;0;0;0
14900;0;0;0;0;0;0;114.456;113.434;147.887;81.694;62.405;94.357;0;0;0
14910;0;0;0;0;0;0;108.263;89.517;129.718;59.289;52.519;70.632;0;0;0
14920;0;0;0;0;0;0;99.816;64.236;114.273;40.687;39.622;47.038;0;0;0
14930;0;0;0;0;0;0;86.09;40.186;100.736;22.617;27.456;25.495;0;0;0
14940;0;0;0;0;0;0;68.715;18.209;86.236;4.061;13.525;5.952;0;0;0
14950;0;0;0;0;0;0;51.424;-0.37;67.899;-12.84;-0.251;-13.838;0;0;0
14960;0;0;0;0;0;0;34.135;-19.757;49.026;-30.511;-15.168;-33.436;0;0;0
14970;0;0;0;0;0;0;18.369;-35.033;28.598;-48.955;-28.494;-52.894;0;0;0
14980;0;0;0;0;0;0;11.179;-45.833;11.173;-62.887;-40.244;-69.226;0;0;0
14990;0;0;0;0;0;0;4.462;-58.182;-7.764;-77.932;-50.805;-83.851;0;0;0
15000;0;0;0;0;0;0;-3.955;-71.441;-25.443;-92.047;-58.941;-99.682;0;0;0
15010;0;0;0;0;0;0;-12.915;-87.753;-40.843;-104.903;-67.46;-115.958;0;0;0
15020;0;0;0;0;0;0;-20.75;-104.538;-57.475;-118.75;-74.162;-133.55;0;0;0
15030;0;0;0;0;0;0;-30.336;-122.845;-71.774;-131.481;-78.8;-149.559;0;0;0
15040;0;0;0;0;0;0;-40.731;-138.385;-80.996;-140.573;-83.637;-162.308;0;0;0
15050;0;0;0;0;0;0;-50.041;-155.482;-85.585;-150.299;-87.906;-176.308;0;0;0
15060;0;0;0;0;0;0;-59.497;-169.556;-90.095;-158.197;-92.368;-186.914;0;0;0
15070;0;0;0;0;0;0;-70.027;-185.2;-93.067;-165.453;-97.187;-198.6;0;0;0
15080;0;0;0;0;0;0;-80.639;-198.981;-95.743;-173.62;-102.57;-207.042;0;0;0
15090;0;0;0;0;0;0;-91.095;-214.531;-98.51;-180.16;-108.358;-212.252;0;0;0
