timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-2+.1;41: wc-2+.2;42: wc-2+.3;43: wc-1-.1;44: wc-1-.2;45: wc-1-.3
690;-222.434;-215.724;-234.645;-134.664;-54.374;-60.235;15.739;-119.941;-147.885;-91.331;-140.31;-159.114;-212.09;-159.251;-160.668
700;-206.863;-201.973;-214.589;-116.264;-51.996;-52.295;30.44;-110.407;-138.892;-77.145;-131.079;-153.463;-204.892;-148.037;-149.429
710;-193.387;-190.027;-197.173;-100.347;-50.96;-46.333;43.213;-100.587;-130.493;-64.587;-123.093;-143.267;-198.147;-137.84;-139.56
720;-179.829;-179.967;-181.421;-88.359;-50.102;-42.428;54.089;-88.171;-123.039;-51.98;-112.076;-134.454;-192.128;-128.97;-130.595
730;-167.936;-171.19;-167.525;-81.977;-48.795;-37.576;63.598;-77.231;-115.698;-40.807;-102.356;-126.713;-186.115;-120.951;-122.701
740;-157.526;-161.658;-156.162;-76.333;-47.252;-33.397;72.923;-69.043;-108.675;-30.829;-92.222;-117.944;-180.103;-113.158;-114.607
750;-148.254;-153.186;-145.997;-72.836;-45.888;-27.243;82.306;-62.841;-101.04;-23.281;-83.166;-110.13;-176.301;-106.195;-106.322
760;-137.75;-143.688;-135.55;-70.225;-44.563;-21.638;91.662;-56.825;-95.337;-16.65;-75.85;-103.125;-173.125;-100.825;-98.825
770;-128.265;-135.15;-126.085;-66.981;-42.686;-18.383;99.868;-50.162;-90;-12.487;-69.238;-95.966;-169.651;-96.249;-92.556
780;-117.96;-127.733;-115.502;-64.125;-41;-15.625;106.854;-43.992;-85.91;-8.683;-63.973;-89.48;-165.863;-92.144;-87.172
790;-108.584;-121.635;-105.84;-60.697;-38.249;-13.369;113.501;-36.005;-82.229;-5.289;-59.173;-82.708;-161.641;-87.839;-82.286
800;-99.893;-116.512;-97.351;-57.72;-35.179;-11.381;120.048;-25.97;-78.583;-2.833;-54.321;-76.446;-156.292;-83.881;-77.292
810;-91.906;-110.238;-89.544;-55.002;-32.379;-9.572;126.209;-15.593;-74.974;-0.435;-49.864;-70.699;-150.482;-80.36;-72.864
820;-65.227;-85.063;-61.212;-44.29;-28.652;-1.39;159.644;5.851;-62.466;8.576;-40.322;-60.714;-132.67;-55.169;-46.984
830;-38.543;-60.099;-32.882;-33.212;-26.269;6.141;191.272;28.268;-49.842;17.58;-30.78;-50.702;-115.541;-29.958;-21.641
840;-19.842;-44.092;-11.653;-22.123;-23.87;13.889;215.272;45.205;-37.415;26.419;-22.3;-40.685;-102.826;-15.426;-6.31
850;-1.127;-28.679;9.584;-10.236;-19.75;19.961;231.445;60.644;-26.918;36.015;-13.822;-31.7;-92.386;-0.236;9.714
860;8.916;-20.118;19.184;1.016;-15.407;24.44;240.938;71.849;-18.071;45.687;-5.104;-22.711;-83.998;4.042;16.367
870;18.98;-10.983;28.803;6.713;-11.057;28.612;246.454;79.894;-11.931;54.114;3.612;-13.72;-76.34;5.757;19.639
880;25.612;-4.058;34.968;9.464;-8.225;29.342;247.064;88.746;-6.413;62.537;11.747;-6.082;-69.53;7.523;22.409
890;32.265;2.007;41.148;12.262;-5.659;29.394;246.419;99.562;-3.018;71.01;19.88;1.558;-64.038;8.025;23.18
900;38.469;4.901;47.635;14.346;-3.086;31.457;246.362;108.74;0.175;73.758;28.091;9.039;-59.928;7.782;24.005
910;40.851;7.96;50.691;16.598;-0.88;33.533;246.8;115.406;2.223;76.469;33.263;15.592;-55.472;7.034;25.455
920;40.775;12.724;53.463;18.716;1.128;32.008;247.167;121.016;4.764;75.617;38.364;22.15;-49.671;7.018;27.558
930;39.562;16.677;54.322;21.396;0.903;30.122;245.182;128.719;8.029;74.761;41.906;26.354;-42.628;7.893;29.951
940;38.761;19.056;54.298;22.76;1.887;27.473;243.929;137.819;11.358;73.47;45.361;30.574;-37.18;9.512;31.073
950;37.22;20.04;52.801;17.486;2.397;25.305;243.352;144.745;14.542;69.497;47.736;34.8;-32.982;10.541;31.755
960;36.85;19.89;50.77;12.59;3.35;24.74;242.86;150.17;17.03;65.57;49.77;36.1;-28.72;11.11;32.21
970;34.989;19.967;48.231;8.701;3.885;25.06;243.942;152.141;19.706;60.88;49.282;37.406;-23.407;11.729;32.448
980;36.751;19.615;46.533;7.707;4.354;24.264;243.9;154.394;22.137;56.186;48.443;38.716;-17.765;12.32;33.059
990;38.734;18.052;45.566;6.683;4.667;22.454;242.698;158.148;23.78;54.419;46.443;38.828;-12.219;12.258;32.687
1000;39.77;17.161;43.693;7.187;5.214;18.807;241.375;163.463;24.151;53.729;44.486;38.942;-6.178;12.219;31.42
1010;39.257;14.739;40.952;8.09;5.6;15.124;238.844;168.04;24.657;52.95;43.21;39.819;-0.636;12.594;30.16
1020;40.958;12.27;39.238;8.549;5.228;12.781;236.78;170.679;24.524;52.091;42.282;40.065;4.547;12.863;29.703
1030;40.95;9.07;35.65;9.21;5.998;10.802;235.517;173.066;25.33;51.221;41.994;40.313;9.223;13.142;29.404
1040;37.35;6.365;32.951;9.074;5.78;9.638;233.786;174.034;27.012;47.63;41.414;39.922;13.396;12.704;27.636
1050;33.964;4.969;30.585;9.062;5.044;8.601;230.932;172.664;29.279;44.678;40.396;39.312;15.765;12.326;25.386
