timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
660;-269.727;-309.633;-274.448;-358.463;-407.366;-428.679;-39.126;13.961;-32.649;6.346;0.358;-33.068;-181.22;-73.527;-86.524
670;-260.083;-303.18;-261.805;-351.637;-394.263;-424.154;-35.095;11.376;-28.566;11.392;-3.826;-27.822;-167.917;-60.996;-71.174
680;-250.44;-297.973;-250.293;-345;-379.72;-420.12;-31.173;6.573;-25.573;10.747;-7.467;-22.987;-155.733;-48.853;-56.493
690;-244.717;-292.536;-237.832;-338.283;-365.036;-413.336;-31.493;2.368;-22.898;6.342;-12.48;-17.645;-143.905;-37.201;-43.336
700;-241.16;-286.6;-222.896;-331.351;-353.095;-404.665;-31.361;-3.196;-23.76;6.193;-16.134;-12.948;-136.452;-25.888;-31.613
710;-237.966;-280.209;-208.701;-325.103;-342.739;-395.414;-33.603;-5.355;-22.538;5.043;-19.235;-8.915;-127.65;-14.385;-18.175
720;-234.855;-273.995;-195.028;-319.732;-330.173;-385.805;-35.312;-6.714;-21.494;5.1;-22.415;-6.32;-118.777;-2.331;-2.867
730;-231.875;-268.25;-180.075;-314.3;-318.725;-377.85;-31.488;-8.737;-19.675;2.425;-25.3;-3.863;-107.438;9.412;11.25
740;-226.044;-262.785;-165.369;-310.66;-305.623;-370.64;-30.164;-11.573;-18.002;0.573;-28.115;-2.198;-98.076;19.363;26.531
750;-219.188;-255.989;-151.314;-306.924;-291.627;-364.509;-26.477;-16.025;-15.319;0.28;-30.665;-0.398;-86.394;26.854;43.227
760;-212.442;-247.139;-138.258;-302.185;-276.071;-358.239;-26.784;-20.663;-12.543;0.24;-32.001;1.118;-69.545;34.284;58.754
770;-206.202;-237.018;-124.839;-297.25;-262.643;-351.405;-27.78;-25.179;-9.988;-1.012;-33.214;2.881;-53.036;41.637;73.482
780;-199.734;-227.28;-112.075;-291.355;-248.621;-343.826;-27.306;-29.134;-8.391;1.282;-33.271;4.186;-38.468;49.247;86.487
790;-181.37;-206.807;-81.582;-274.999;-220.518;-327.992;-12.809;-27.136;-6.84;10.846;-34.487;7.494;-13.283;66.047;106.302
800;-160.919;-186.687;-49.695;-258.007;-190.816;-313.328;-7.144;-25.606;-4.508;16.43;-35.711;10.213;11.796;84.783;126.377
810;-146.098;-168.847;-23.874;-242.486;-166.376;-299.577;-3.079;-26.536;-2.586;19.604;-36.759;11.803;35.145;103.821;142.888
820;-129.884;-154.43;-1.953;-230.056;-142.774;-285.654;-0.663;-29.022;-0.55;18.91;-37.811;13.669;55.184;119.592;158.866
830;-116.133;-142.418;14.331;-218.813;-120.971;-268.936;1.002;-31.133;1.86;18.587;-38.062;15.333;70.998;133.698;173.836
840;-102.334;-131.505;28.898;-208.389;-100.989;-251.607;2.25;-35.051;5.221;17.012;-38.322;16.89;89.889;147.555;189.096
850;-89.334;-119.785;42.673;-198.436;-82.126;-233.988;-0.158;-36.319;8.912;13.381;-40.269;18.117;110.858;159.821;206.086
860;-76.618;-108.436;54.847;-187.845;-63.885;-215.48;-2.924;-42.46;12.878;7.961;-42.818;19.732;132.74;171.345;223.758
870;-64.412;-92.964;65.368;-175.142;-48.56;-195.902;-8.384;-52.963;16.987;6.137;-43.139;22.097;151.206;181.263;240.512
880;-53.013;-78.133;78.909;-162.686;-33.918;-176.349;-18.693;-62.752;20.413;-2.543;-42.819;24.678;165.712;191.709;256.227
890;-41.72;-63.965;95.209;-147.933;-18.574;-157.216;-30.604;-73.612;23.828;-11.307;-42.447;25.459;181.059;204.693;268.47
900;-32.861;-48.532;109.279;-131.224;-2.528;-138.011;-42.52;-84.19;23.693;-20.789;-40.233;25.994;197.155;215.145;279.791
910;-24.245;-32.373;122.464;-114.627;12.246;-116.592;-56.341;-90.141;21.157;-30.628;-38.022;24.878;211.517;222.856;289.658
920;-15.893;-15.166;135.303;-100.048;27.699;-93.712;-65.286;-95.052;18.427;-40.216;-35.093;23.114;225.41;230.316;299.385
930;-8.13;4.74;148.79;-86.39;41.03;-70.44;-72.74;-100.32;17.69;-47.81;-32.17;20.26;239.14;238.09;308.44
940;1.415;26.42;160.633;-75.105;54.177;-48.775;-81.265;-105.533;16.954;-48.821;-27.332;16.796;252.732;244.608;319.48
