timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
600;-269.706;-294.139;-297.059;-285.08;-317.089;-88.328;-368.534;-372.054;-354.062;-109.348;-179.016;-148.046;-95.275;-180.076;-218.435
610;-254.498;-285.037;-291.573;-257.29;-300.544;-71.386;-357.683;-366.624;-346.985;-83.873;-164.508;-127.809;-91.629;-168.836;-200.784
620;-242.573;-278.733;-284.813;-232.787;-282.16;-56.28;-346.787;-357.613;-341.32;-61.8;-154.2;-109.067;-88.333;-159.12;-185.373
630;-234.148;-273.569;-279.24;-210.97;-265.563;-42.882;-337.707;-350.49;-335.582;-41.141;-145.076;-91.776;-86.049;-150.184;-173.155
640;-226.872;-269.409;-274.363;-184.426;-248.161;-32.165;-330.011;-344.54;-330.895;-22.217;-137.012;-76.922;-85.212;-142.418;-162.345
650;-220.252;-266.218;-269.825;-160.521;-232.397;-22.479;-322.329;-336.406;-327.068;-5.436;-127.667;-64.342;-84.491;-135.568;-152.466
660;-213.157;-261.796;-264.949;-138.875;-218.098;-15.428;-315.72;-329.416;-323.694;8.559;-119.294;-53.085;-81.842;-129.186;-142.674
670;-204.887;-256.675;-260.962;-116.787;-201.725;-8.95;-309.562;-322.338;-320.987;21.787;-111.513;-43.063;-78.775;-122.775;-134.063
680;-197.593;-252.822;-256.882;-96.568;-186.746;-3.598;-304.226;-315.878;-319.093;34.215;-105.106;-35.13;-76.023;-117.019;-127.81
690;-189.604;-249.392;-252.518;-77.683;-168.431;1.381;-299.124;-309.845;-317.674;48.201;-99.328;-28.066;-72.248;-111.583;-119.128
700;-182.618;-245.925;-247.832;-60.248;-151.75;5.881;-294.317;-304.583;-316.657;60.976;-93.603;-22.844;-68.502;-106.177;-111.296
710;-175.81;-244.036;-243.536;-44.256;-133.964;10.095;-290.065;-299.935;-315.452;72.714;-88.387;-18.268;-65.083;-101.262;-105.101
720;-169.753;-241.932;-239.548;-32.828;-117.798;14.913;-285.388;-294.969;-314.551;82.4;-81.882;-13.539;-62.579;-96.438;-100.668
