timepoints (min);27: frq9-.1;28: frq9-.2;29: frq9-.3;30: frq10-.1;31: frq10-.2;32: frq10-.3;33: wc-1+.1;34: wc-1+.2;35: wc-1+.3;36: wc-1-.1;37: wc-1-.2;38: wc-1-.3;39: wc-2-.1;40: wc-2-.2;41: wc-2-.3
2800;36.244;22.208;-44.72;-18.388;-2.537;56.686;173.51;-92.203;179.737;22.309;-19.45;3.708;21.308;6.123;-19.088
2810;38.466;21.032;-41.714;-18.65;-6.459;50.246;163.648;-90.67;163.305;12.257;-17.259;1.679;19.746;5.851;-21.673
2820;41.484;19.752;-38.541;-17.861;-10.258;43.806;154.208;-89.014;145.708;2.516;-15.15;-0.902;19.589;5.579;-24.258
2830;44.502;19.752;-35.367;-17.044;-14.305;37.375;142.927;-86.703;127.383;-5.906;-12.618;-2.281;19.432;6.046;-27.308
2840;45.494;19.621;-32.217;-15.327;-17.677;28.465;131.728;-84.448;108.552;-12.612;-10.674;-3.577;20.948;6.512;-29.876
2850;45.509;19.49;-29.156;-13.651;-20.164;19.051;120.589;-82.334;92.76;-19.018;-9.731;-4.248;22.808;6.978;-32.444
2860;45.503;19.799;-25.815;-11.83;-20.874;8.837;109.23;-79.739;79.647;-24.061;-10.846;-5.079;24.124;7.557;-35.012
2870;42.999;19.963;-22.194;-10.062;-21.839;-1.556;98.08;-76.607;67.401;-28.51;-11.814;-5.63;20.888;8.137;-35.981
2880;40.494;20.168;-18.519;-8.259;-22.025;-11.669;86.839;-73.495;57.292;-32.774;-14.149;-5.211;17.652;9.214;-36.749
2890;39.041;19.734;-14.881;-7.476;-22.397;-21.997;74.596;-71.126;49.55;-37.214;-16.317;-4.785;13.412;10.291;-37.517
2900;37.672;19.265;-11.244;-6.692;-23.796;-31.246;63.146;-68.971;42.059;-40.601;-18.84;-3.986;7.748;11.368;-37.757
2910;36.302;18.796;-7.35;-6.359;-24.781;-39.095;52.543;-67.35;33.517;-42.04;-20.55;-3.178;2.083;12.446;-36.811
2920;36.819;17.807;-3.768;-5.963;-27.517;-44.665;41.119;-66.545;25.719;-42.986;-19.375;-3.152;-1.828;12.716;-35.865
2930;37.337;16.811;-0.186;-5.552;-29.665;-47.874;30.174;-65.737;17.961;-44.545;-15.873;-4.207;-5.559;12.986;-35.839
2940;37.087;16.095;3.941;-4.756;-32.005;-51.774;20.303;-63.623;11.306;-47.535;-12.164;-5.11;-7.366;13.196;-35.916
2950;36.49;15.139;7.978;-4.057;-36.425;-57.233;10.425;-61.276;4.676;-49.77;-7.164;-5.539;-7.014;13.406;-35.073
2960;35.892;14.218;11.055;-1.981;-40.899;-62.163;0.594;-59.314;-0.546;-51.502;-2.43;-3.699;-6.662;13.615;-34.23
2970;33.138;13.497;14.292;0.095;-44.183;-67.252;-8.389;-57.473;-5.403;-52.594;1.265;-2.273;-10.44;14.964;-34.545
2980;29.491;12.796;17.771;2.743;-47.288;-72.232;-16.554;-55.892;-10.59;-54.239;5.112;0.886;-15.399;16.313;-36
2990;24.594;12.047;19.83;5.399;-49.414;-73.971;-23.681;-55.101;-16.154;-54.462;6.575;4.066;-19.64;17.139;-37.455
3000;19.49;11.298;21.89;6.814;-51.436;-75.945;-31.046;-54.939;-21.473;-50.754;6.261;7.343;-23.919;17.966;-38.417
3010;14.385;10.514;24.279;8.229;-52.938;-76.039;-36.935;-53.392;-27.407;-45.85;5.215;9.604;-28.197;18.792;-39.592
3020;10.337;9.586;25.817;9.554;-54.874;-76.189;-41.821;-51.192;-33.974;-42.393;4.966;10.76;-30.857;19.618;-40.767
3030;6.932;7.978;27.354;10.778;-56.694;-75.899;-44.49;-48.986;-40.433;-38.869;4.821;10.72;-33.099;19.981;-40.782
3040;3.577;6.377;28.97;12.174;-58.906;-74.629;-47.942;-47.559;-46.105;-34.768;7.903;8.801;-35.363;20.274;-40.68
3050;2.564;4.775;30.516;12.81;-59.822;-74.559;-51.404;-47.859;-50.541;-27.641;13.486;6.414;-36.063;19.968;-39.578
3060;1.648;4.054;31.782;13.597;-60.897;-72.164;-54.332;-48.181;-54.949;-21.778;18.665;4.479;-36.764;19.662;-38.476
3070;-0.084;3.794;33.048;13.308;-60.495;-69.825;-56.673;-50.444;-57.992;-16.801;23.88;2.406;-39.145;19.356;-36.23
3080;-1.899;2.895;33.694;13.094;-59.887;-67.692;-57.099;-53.513;-59.997;-12.912;28.458;0.339;-40.498;18.47;-33.665
3090;-3.756;3.363;34.397;12.297;-59.92;-63.294;-57.204;-56.274;-62.861;-9.978;30.061;-0.686;-41.851;17.612;-31.244
3100;-5.564;3.63;35.101;11.692;-60.139;-60.335;-58.062;-59.354;-66.037;-6.858;32.183;-1.338;-43.644;15.994;-28.663
3110;-7.214;3.233;34.717;11.088;-61.919;-55.978;-58.945;-63.986;-68.724;-4.628;34.846;-2.222;-45.589;14.377;-25.979
3120;-7.669;2.67;34.012;10.163;-63.553;-52.988;-60.749;-69.297;-72.196;-2.832;38.11;-4.011;-45.014;12.759;-24.495
3130;-7.658;2.108;33.308;9.148;-66.137;-49.783;-61.781;-75.01;-78.519;-1.077;42.818;-6.101;-44.172;10.781;-23.218
3140;-7.674;0.229;32.283;8.532;-68.686;-46.192;-61.847;-80.259;-83.961;0.437;48.436;-7.63;-43.331;8.83;-22.964
3150;-7.422;-1.588;31.23;7.752;-69.655;-42.443;-62.139;-86.248;-88.046;-0.37;54.374;-7.703;-40.81;6.88;-22.99
3160;-6.457;-3.342;29.818;7.417;-70.466;-39.934;-63.193;-91.622;-91.116;-1.537;59.066;-7.777;-37.914;4.25;-23.017
3170;-6.27;-6.057;28.406;7.047;-69.272;-37.046;-63.939;-97.017;-95.626;-1.419;61.876;-7.314;-34.59;1.668;-23.611
3180;-6.51;-8.626;26.708;6.684;-68.084;-36.724;-64.31;-103.548;-101.371;0.501;60.952;-6.276;-30.931;-0.914;-23.286
3190;-6.806;-11.196;24.292;6.266;-67.575;-35.643;-65.531;-110.85;-106.993;3.986;59.989;-5.734;-27.272;-3.388;-22.96
3200;-7.146;-14.046;21.877;5.848;-66.222;-33.374;-67.236;-117.858;-112.407;6.385;57.666;-5.979;-25.812;-5.861;-22.434
3210;-8.244;-16.812;19.574;4.819;-65.869;-31.055;-69.734;-124.105;-116.501;8.334;55.818;-8.007;-25.319;-8.514;-21.447
3220;-9.37;-19.579;16.924;3.618;-67.275;-28.728;-72.312;-131.272;-120.568;10.91;53.579;-9.76;-24.825;-11.168;-19.419
3230;-10.445;-21.703;14.274;2.577;-68.262;-27.564;-74.943;-137.674;-124.492;13.601;51.263;-11.829;-20.781;-13.822;-17.392
3240;-11.514;-23.979;11.985;1.28;-68.741;-27.836;-78.582;-143.862;-130.069;15.175;50.437;-14.05;-16.792;-15.898;-16.086
3250;-11.934;-24.159;9.75;1.108;-67.95;-28.748;-81.121;-149.608;-136.299;15.261;51.262;-16.688;-12.683;-18.098;-15.583
3260;-11.728;-24.393;7.51;0.953;-66.381;-29.514;-84.31;-155.359;-141.633;13.772;53.451;-18.72;-8.377;-19.618;-15.081
3270;-11.702;-24.628;5.27;0.799;-64.371;-30.432;-87.51;-161.97;-146.451;11.988;54.851;-20.752;-4.07;-21.138;-15.766
3280;-11.097;-23.477;4.469;0.491;-62.477;-30.593;-92.239;-168.684;-151.477;9.663;56.861;-21.439;0.036;-22.658;-17.61
3290;-10.484;-22.244;4.025;0.183;-61.098;-31.666;-95.526;-174.439;-156.061;6.905;56.341;-20.774;4.225;-24.219;-19.585
3300;-10.728;-20.887;3.581;-0.436;-59.754;-32.702;-99.543;-179.199;-160.368;1.971;52.648;-19.575;7.254;-25.063;-21.56
3310;-10.463;-20.69;4.497;-1.034;-58.411;-36.138;-103.254;-182.95;-164.745;-1.757;46.833;-17.851;11.335;-25.908;-23.419
3320;-10.509;-20.175;5.102;-1.793;-58.279;-40.577;-107.586;-184.528;-168.978;-4.194;40.906;-16.519;15.417;-25.792;-26.119
3330;-10.637;-19.661;6.508;-2.407;-58.422;-44.815;-111.359;-185.705;-173.419;-4.549;37.097;-16.386;18.698;-25.676;-28.928
3340;-10.578;-20.269;5.913;-2.959;-58.018;-49.937;-115.549;-186.639;-176.93;-4.535;35.979;-16.646;17.292;-25.567;-28.554
3350;-9.804;-20.677;5.188;-3.592;-57.621;-53.535;-119.218;-187.924;-179.541;-3.345;34.178;-16.96;15.727;-24.774;-28.341
3360;-8.876;-20.766;5.466;-4.059;-57.772;-55.014;-122.963;-188.015;-182.352;-3.873;33.737;-16.115;17.215;-23.981;-28.127
3370;-7.892;-20.771;5.745;-4.404;-57.924;-54.863;-127.469;-186.31;-185.88;-7.768;31.986;-14.723;18.503;-22.508;-26.298
3380;-7.492;-20.714;6.623;-4.749;-57.648;-51.266;-132.077;-184.254;-188.087;-14.589;29.408;-13.291;19.512;-21.076;-25.172
3390;-5.923;-18.593;7.457;-5.524;-57.297;-47.497;-137.283;-182.363;-191.662;-20.872;25.899;-13.112;21.094;-19.644;-23.127
3400;-4.381;-16.644;8.29;-6.389;-56.698;-43.532;-142.294;-179.368;-195.364;-23.833;22.05;-13.503;22.676;-18.212;-21.081
3410;-2.629;-14.985;10.523;-7.774;-56.237;-39.103;-147.236;-175.095;-198.401;-25.949;19.48;-13.476;22.399;-16.19;-18.841
3420;-0.836;-11.165;12.825;-8.683;-56.142;-35.074;-151.532;-170.203;-201.098;-29.326;17.219;-11.883;22.121;-14.196;-16.281
3430;1.604;-7.457;15.247;-9.433;-56.006;-31.048;-154.266;-164.873;-202.727;-34.527;16.766;-10.434;21.764;-13.001;-13.721
3440;4.212;-3.596;18.269;-9.452;-55.549;-27.734;-157.814;-159.767;-204.423;-40.16;17.171;-9.306;19.715;-11.807;-11.477
3450;7.221;0.785;21.457;-9.389;-55.051;-24.019;-160.848;-154.556;-206.309;-45.437;17.472;-8.749;17.665;-10.612;-9.557
3460;11.872;5.476;24.436;-10.206;-53.844;-21.051;-162.614;-149.338;-210.163;-50.568;17.332;-8.123;19.375;-9.251;-7.637
3470;16.578;10.167;27.415;-11.001;-52.63;-16.939;-162.61;-143.251;-213.65;-55.968;17.246;-6.564;21.479;-7.89;-5.717
3480;21.775;14.113;30.074;-12.034;-51.654;-12.396;-161.259;-136.148;-216.593;-61.018;16.877;-5.233;21.302;-7.328;-6.083
3490;26.815;18.266;32.388;-12.999;-50.781;-9.062;-158.269;-128.389;-217.949;-65.08;16.393;-3.942;20.872;-6.767;-6.065
3500;32.117;21.019;34.701;-13.963;-50.228;-5.157;-156.065;-120.52;-218.658;-69.112;15.981;-2.131;20.634;-6.164;-6.047
3510;36.788;23.69;37.614;-14.452;-49.93;-0.292;-153.571;-111.046;-218.25;-73.364;15.269;-0.47;20.117;-6.241;-7.281
3520;41.218;26.436;40.623;-14.977;-49.226;3.876;-150.388;-99.61;-217.466;-77.862;14.739;0.397;17.95;-6.181;-7.116
3530;44.211;29.246;42.153;-14.568;-48.55;6.971;-147.288;-87.487;-216.286;-82.244;13.276;-0.31;15.463;-6.12;-6.881
3540;47.23;32.007;42.843;-14.153;-45.874;9.353;-144.272;-76.119;-214.596;-85.429;10.55;-1.114;11.946;-6.001;-6.167
3550;50.463;34.803;43.532;-12.926;-42.902;12.146;-139.505;-65.15;-213.586;-87.254;8.905;-2.549;8.429;-5.883;-5.611
3560;52.912;37.999;43.503;-11.829;-39.713;13.252;-133.83;-54.223;-213.106;-89.112;7.217;-4.236;4.032;-5.764;-4.695
3570;56.44;41.16;43.474;-10.4;-35.72;15.879;-128.135;-43.041;-212.317;-92.12;5.714;-3.695;0.61;-6.806;-3.469
3580;59.879;44.232;42.046;-8.79;-32.877;17.361;-122.779;-31.501;-210.581;-94.92;0.96;-1.519;-2.812;-7.847;-0.804
3590;62.448;47.663;42.975;-7.181;-31.029;19.554;-118.759;-20.145;-208.189;-97.182;-2.793;0.145;-0.487;-8.484;-1.019
3600;64.942;50.599;43.905;-5.166;-29.781;21.91;-115.356;-9.185;-206.674;-101.044;-5.917;0.088;1.839;-9.121;-1.234
3610;67.068;52.814;43.154;-3.095;-28.069;21.76;-112.094;0.589;-204.913;-104.401;-9.124;-2.738;1.324;-9.759;-1.714
3620;68.302;56.228;42.68;-0.505;-23.748;22.85;-107.364;9.418;-202.895;-105.874;-11.411;-5.219;1.772;-11.076;-3.754
3630;69.426;59.517;41.606;1.899;-19.848;20.748;-102.828;18.434;-200.549;-103.414;-14.891;-4.836;1.924;-12.379;-5.794
3640;69.646;61.306;38.691;3.299;-13.303;19.021;-98.542;28.299;-197.727;-99.126;-20.392;-5.017;1.836;-13.283;-8.395
3650;69.246;63.095;35.777;4.775;-7.11;17.501;-94.439;37.679;-195.047;-96.487;-25.6;-5.108;1.658;-14.186;-11.305
3660;67.714;64.85;31.559;5.571;0.044;15.963;-91.279;46.618;-191.905;-93.717;-28.892;-6.77;3.2;-15.09;-14.775
3670;65.804;64.116;27.341;5.79;7.272;14.411;-88.65;56.63;-189.229;-90.408;-31.905;-9.268;5.032;-15.841;-18.246
3680;63.825;63.492;22.083;6.01;14.686;14.579;-86.324;69.841;-186.091;-86.891;-34.175;-11.943;6.863;-15.69;-21.771
3690;62.124;61.759;16.246;4.526;24.037;14.814;-82.839;82.957;-182.375;-82.566;-36.418;-14.617;9.815;-15.698;-24.341
3700;60.033;60.025;10.408;2.865;33.749;14.628;-78.739;97.312;-178.57;-77.257;-38.708;-17.112;12.96;-15.706;-26.91
3710;57.309;58.371;4.611;2.044;44.359;13.553;-74.96;115.156;-174.792;-70.461;-40.612;-19.887;11.865;-15.728;-29.48
3720;54.419;56.717;-1.138;1.794;52.99;12.783;-70.883;134.372;-169.913;-62.55;-42.877;-23.783;10.335;-15.75;-31.843
3730;52.161;55.303;-6.553;2.361;60.647;12.055;-67.697;152.786;-163.375;-54.068;-45.884;-26.768;8.806;-14.91;-30.927
3740;49.924;54.288;-11.968;2.894;68.055;13.95;-62.437;172.283;-155.757;-46.114;-49.411;-28.643;7.716;-14.07;-30.011
3750;46.106;53.433;-16.103;3.743;72.792;15.734;-56.098;192.785;-148.742;-37.492;-53.124;-29.665;6.337;-13.299;-29.047
3760;41.444;52.163;-20.88;4.321;76.768;16.447;-48.732;212.246;-141.086;-27.836;-58.192;-30.556;5.654;-12.528;-27.003
3770;36.95;50.879;-25.657;4.899;79.665;17.64;-39.731;230.054;-133.377;-17.564;-63.914;-32.206;4.743;-12.037;-24.939
3780;32.087;50.313;-29.473;4.618;82.851;20.04;-30.847;249.841;-124.796;-8.686;-70.065;-34.557;3.833;-11.546;-23.034
3790;27.49;49.748;-32.484;4.226;86.175;23.222;-20.279;270.916;-115.823;-2.647;-75.772;-36.225;3.643;-11.189;-21.61
3800;24.985;49.141;-35.495;3.274;88.141;27.415;-10.214;291.59;-105.072;2.378;-81.308;-36.225;3.832;-10.832;-20.185
3810;19.073;48.593;-38.226;1.953;89.766;35.806;-0.665;310.361;-92.658;8.092;-83.745;-35.749;4.021;-10.354;-19.291
3820;12.669;48.046;-40.93;1.632;91.259;44.168;8.636;329.332;-79.403;14.559;-83.243;-37.942;3.69;-9.877;-18.577
3830;7.557;46.783;-42.123;1.143;95.313;57.897;19.043;345.719;-65.099;20.295;-80.203;-40.888;3.138;-9.4;-19.142
3840;3.08;45.241;-43.316;1.763;99.298;71.254;32.186;360.481;-51.513;26.273;-78.953;-43.404;1.266;-9.389;-19.708
3850;-2.988;43.263;-44.829;2.629;104.615;84.331;47.873;375.094;-36.72;31.084;-77.959;-43.421;-0.626;-8.658;-19.436
3860;-9.775;41.286;-44.572;3.495;109.023;96.806;65.371;389.142;-20.571;35.087;-76.921;-41.263;-2.519;-7.927;-18.872
3870;-14.79;38.468;-44.316;3.8;110.926;107.417;82.314;401.108;-2.593;38.586;-75.36;-39.113;-5.691;-7.196;-18.308
3880;-20.459;34.272;-43.819;4.681;114.469;118.028;100.061;412.713;17.912;41.141;-70.71;-39.807;-8.774;-6.403;-17.543
3890;-26.342;30.116;-41.524;6.563;113.612;126.479;119.127;421.254;40.68;44.474;-64.252;-39.702;-12.039;-5.77;-15.459
3900;-32.385;25.378;-39.326;9.393;111.468;132.367;139.015;429.546;63.152;48.036;-59.124;-39.47;-15.103;-5.24;-13.368
3910;-36.716;20.757;-37.127;12.586;108.541;138.229;159.688;431.004;83.779;49.926;-55.926;-38.266;-17.368;-4.71;-11.277
3920;-38.73;16.589;-33.728;16.225;106.185;141.229;182.018;427.841;102.948;51.948;-53.672;-36.599;-19.633;-4.326;-9.041
3930;-39.815;12.421;-29.579;19.812;105.429;142.891;206.407;420.239;123.408;55.93;-50.938;-34.836;-21.76;-3.941;-6.165
3940;-40.433;8.897;-25.43;23.545;103.377;143.393;233.916;412.448;145.094;60.474;-48.844;-32.062;-23.887;-3.356;-4.406
3950;-40.004;5.372;-20.521;27.357;101.018;144.581;260.575;403.31;166.759;64.244;-46.739;-28.858;-25.986;-2.902;-2.618
3960;-38.585;2.237;-15.666;30.292;97.28;146.505;287.21;389.25;188.617;66.418;-45.75;-25.047;-27.026;-2.628;-0.83
3970;-37.417;-1.654;-10.811;32.494;95.354;145.349;311.764;370.826;209.884;68.157;-44.643;-21.026;-26.906;-2.353;0.637
3980;-36.128;-5.545;-5.956;34.175;94.592;142.24;335.308;352.41;229.462;69.979;-43.375;-17.945;-26.738;-1.839;0.85
3990;-38.081;-9.708;1.204;36.441;93.389;138.2;356.639;332.003;249.586;71.888;-40.725;-15.852;-26.57;-1.324;0.903
4000;-38.183;-13.87;7.084;38.526;93.261;133.892;376.738;309.763;272.273;72.677;-37.2;-14.727;-26.401;-0.851;0.957
4010;-36.876;-15.593;12.964;40.499;94.596;130.421;395.688;285.262;293.89;71.559;-33.833;-13.433;-26.206;-0.495;0.891
4020;-35.716;-17.495;18.324;41.901;96.527;126.386;409.025;259.589;315.568;70.432;-30.229;-10.79;-24.381;0.301;0.53
4030;-34.709;-20.157;22.752;42.498;98.177;118.432;417.919;230.261;335.891;69.905;-27.301;-7.339;-22.542;1.097;0.168
4040;-33.539;-23.589;27.179;43.337;98.761;110.48;424.953;200.514;355.444;70.257;-24.252;-4.393;-18.863;2.072;-0.193
4050;-36.823;-27.11;30.647;43.502;99.166;101.476;429.392;173.777;373.564;69.448;-19.932;-3.738;-15.185;3.047;0.2
4060;-37.332;-32.159;33.862;44.223;97.837;92.334;429.847;149.164;390.633;67.28;-16.028;-3.4;-11.61;3.714;1.428
4070;-36.892;-37.207;37.126;43.945;96.847;82.668;426.56;124.545;405.557;65.229;-15.138;-2.069;-8.034;4.382;2.655
4080;-36.585;-42.212;40.389;43.317;93.788;68.959;417.846;100.989;417.094;61.757;-15.887;0.52;-4.066;5.05;3.883
4090;-35.677;-47.218;43.714;42.153;91.328;52.93;406.982;78.553;428.417;57.651;-15.726;2.341;-0.19;5.779;5.588
4100;-34.899;-51.45;47.346;40.549;88.35;35.559;392.098;56.257;438.127;56.337;-15.077;3.319;2.566;5.549;6.372
4110;-33.971;-55.243;50.978;39.159;87.127;18.908;374.832;34.269;440.982;56.95;-13.851;3.061;5.37;5.436;7.157
4120;-33.975;-59.036;54.41;37.879;86.179;4.75;354.719;13.298;441.317;57.448;-13.255;2.873;8.174;5.323;7.701
4130;-30.817;-61.436;57.857;35.898;83.127;-7.894;334.189;-7.793;436.259;57.539;-13.461;4.367;11.033;5.189;7.844
4140;-26.186;-63.836;61.214;33.719;82.008;-19.098;309.916;-27.018;427.546;55.643;-12.749;6.561;13.892;5.175;7.083
4150;-22.058;-65.661;64.571;30.64;81.81;-28.348;283.499;-46.319;418.633;53.594;-10.59;8.629;16.876;5.161;6.321
4160;-18.166;-67.568;65.403;28.161;82.397;-38.709;256.909;-60.131;409.297;51.852;-8.59;11.23;19.211;5.148;5.498
4170;-16.415;-68.636;64.945;25.719;81.99;-46.332;229.276;-71.458;399.793;49.811;-6.361;14.61;22.946;5.223;2.874
4180;-14.618;-69.287;64.487;22.491;80.596;-54.488;198.713;-81.145;387.218;47.177;-4.997;18.833;26.681;5.299;-0.375
4190;-12.77;-69.272;62.644;19.623;79.652;-62.412;165.051;-90.931;372.457;43.261;-3.153;24.199;29.679;5.775;-3.128
4200;-11.49;-67.357;60.124;15.753;78.4;-70.777;132.043;-102.097;357.692;38.803;-2.182;29.375;32.676;6.251;-5.881
4210;-10.414;-65.319;57.604;12.288;78.126;-78.677;100.048;-111.127;342.901;34.422;-2.382;34.834;36.163;6.679;-6.434
4220;-7.934;-65.052;54.004;9.103;77.331;-84.85;68.801;-117.538;329.284;29.542;-2.434;38.814;38.352;7.223;-6.33
4230;-5.262;-64.786;50.508;6.637;76.148;-87.698;38.025;-124.066;314.399;24.131;-2.36;41.532;42.261;7.808;-6.225
4240;0.564;-64.444;44.844;4.354;73.395;-88.332;6.527;-129.741;295.506;18.423;-1.926;43.269;46.232;8.393;-6.12
4250;5.763;-64.102;39.181;1.792;67.339;-88.601;-24.615;-134.571;272.177;13.425;-3.657;44.96;50.203;9.019;-5.215
4260;10.334;-65.44;33.479;-1.952;60.037;-89.175;-55.274;-137.163;249.312;10.459;-6.819;46.903;53.877;9.646;-4.032
4270;14.592;-64.959;28.248;-5.868;51.794;-89.738;-82.77;-138.543;226.523;6.266;-9.305;47.423;57.552;9.232;-2.848
4280;18.012;-64.477;23.018;-8.863;42.863;-87.684;-106.179;-139.538;205.154;2.134;-10.092;49.105;60.937;8.68;-1.665
4290;20.783;-63.277;17.851;-10.359;32.578;-85.43;-128.888;-140.95;184.535;-0.152;-8.131;51.171;62.288;8.246;0.197
4300;25.524;-62.077;13.644;-10.738;23.694;-83.063;-147.916;-144.772;163.771;0.051;-8.108;54.766;63.12;7.811;1.491
4310;29.483;-60.743;9.244;-11.262;15.91;-82.393;-163.283;-149.803;142.97;1.869;-9.055;58.781;64.497;7.617;2.785
4320;30.897;-59.41;4.844;-12.327;8.927;-81.783;-174.724;-154.778;123.999;3.57;-10.334;61.317;65.873;7.422;4.079
4330;29.781;-57.797;0.309;-13.492;2.375;-81.386;-181.834;-159.556;106.648;3.647;-11.43;62.473;67.25;7.09;6.372
4340;27.868;-55.254;-4.447;-15.098;-3.35;-78.326;-187.414;-164.007;89.215;2.066;-11.654;63.914;68.55;6.799;8.244
4350;27.636;-52.738;-9.203;-16.499;-6.53;-73.553;-190.905;-168.392;71.469;-0.273;-11.218;64.852;70.723;7.148;10.116
4360;26.022;-50.389;-13.255;-18.403;-10.817;-66.694;-194.15;-172.395;58.822;-2.343;-11.383;66.81;68.855;7.497;11.801
4370;23.523;-48.04;-17.321;-20.506;-14.514;-61.594;-194.561;-175.51;47.337;-3.143;-11.374;68.6;66.753;7.846;14.767
4380;20.829;-46.101;-21.388;-22.585;-19.532;-55.447;-194.636;-177.069;37.771;-4.149;-11.415;71.166;64.651;8.208;17.67
4390;17.52;-44.161;-24.999;-24.697;-26.503;-48.582;-192.599;-178.943;29.014;-5.541;-11.343;72.32;62.425;8.272;20.657
4400;15.312;-42.022;-28.61;-26.872;-33.072;-40.957;-189.15;-180.846;20.022;-6.891;-10.988;71.844;60.199;8.335;23.643
4410;12.262;-38.796;-29.564;-29.077;-40.003;-35.352;-185.91;-183.077;11.428;-8.295;-13.019;69.96;58.069;8.399;23.909
4420;9.243;-35.57;-30.519;-31.394;-46.694;-29.705;-181.389;-185.268;4.353;-10.116;-14.945;67.876;54.629;8.421;26.327
4430;5.69;-31.848;-32.354;-32.924;-54.08;-24.672;-176.81;-187.119;-1.847;-12.048;-15.308;64.768;51.309;8.443;28.966
4440;1.206;-28.079;-33.164;-34.469;-61.585;-20.868;-172.396;-188.956;-7.396;-14.003;-15.745;62.381;48.272;7.588;31.604
4450;-4.399;-28.081;-33.974;-35.201;-69.033;-17.75;-168.68;-190.208;-12.459;-15.694;-16.211;59.554;45.234;6.732;34.243
4460;-7.549;-28.084;-35.553;-35.614;-76.418;-15.673;-166.724;-191.698;-17.578;-16.814;-15.116;55.644;42.197;5.684;32.349
4470;-12.508;-25.862;-36.052;-35.724;-82.97;-12.473;-165.579;-194.186;-26.663;-17.164;-13.952;52.759;39.381;4.636;30.455
4480;-19.792;-21.789;-36.476;-36.141;-89.921;-9.61;-163.956;-196.516;-36.63;-17.487;-13.612;51.141;35.03;2.948;28.561
4490;-26.71;-17.843;-37.217;-37.45;-94.319;-7.462;-161.804;-199.491;-44.61;-18.611;-15.927;51.328;31.061;1.328;26.571
4500;-32.229;-14.71;-37.397;-39.265;-95.851;-6.057;-160.292;-202.644;-48.902;-19.468;-16.521;50.684;27.091;-0.463;23.058
4510;-37.206;-11.578;-37.057;-40.566;-97.785;-5.52;-159.023;-205.383;-50.548;-20.521;-13.639;49.617;23.121;-2.255;19.545
4520;-41.494;-10.968;-36.716;-41.149;-99.844;-5.863;-156.691;-207.141;-52.276;-20.972;-9.259;50.429;19.152;-2.327;16.032
4530;-46.186;-10.359;-35.674;-40.945;-100.954;-5.083;-153.794;-207.88;-56.977;-22.582;-4.819;49.928;15.182;-2.399;12.519
4540;-51.148;-8.61;-34.241;-41.714;-101.008;-3.753;-151.764;-209.473;-64.626;-25.12;-5.218;48.677;11.019;-2.484;9.803
4550;-55.677;-6.861;-32.553;-43.058;-101.08;-1.463;-150.695;-210.05;-69.581;-28.272;-3.577;46.626;7.377;-2.57;7.087
4560;-58.604;-3.677;-31.589;-44.785;-100.727;0.17;-147.741;-207.692;-75.732;-31.178;0.07;44.297;3.668;-1.695;4.371
4570;-59.446;1.106;-30.57;-45.786;-101.207;2.663;-144.466;-204.666;-82.047;-33.76;2.047;42.719;-0.041;-0.821;1.655
4580;-58.872;5.883;-29.539;-46.138;-101.378;3.037;-141.51;-200.954;-86.422;-34.234;3.636;40.909;-3.999;0.054;-1.934
4590;-59.098;10.135;-28.53;-45.928;-102.865;3.108;-140.338;-197.345;-90.721;-33.092;3.303;38.538;-7.956;0.928;-5.537
4600;-60.473;14.374;-27.182;-45.804;-106.317;2.305;-138.277;-193.099;-94.988;-31.262;3.034;36.461;-11.913;1.746;-9.139
4610;-60.379;15.91;-26.503;-45.537;-109.12;1.502;-135.491;-188.283;-100.957;-30.578;4.436;34.691;-11.83;2.564;-12.742
4620;-59.499;17.557;-25.708;-45.429;-112.608;1.614;-132.479;-183.487;-108.044;-30.275;5.966;32.434;-12.196;3.334;-17.583
4630;-59.833;19.095;-24.847;-45.772;-114.735;-0.388;-129.567;-179.546;-115.052;-28.183;6.908;27.312;-12.561;4.103;-22.425
4640;-59.491;20.124;-24.566;-46.119;-114.451;-4.186;-125.448;-174.978;-121.884;-25.702;6.552;22.161;-12.927;3.793;-27.363
4650;-58.44;21.194;-24.463;-45.345;-114.116;-9.043;-120.979;-170.348;-128.819;-23.29;6.116;18.876;-13.292;3.579;-32.301
4660;-58.615;22.219;-24.32;-45.12;-113.901;-10.589;-115.88;-164.892;-135.4;-23.065;8.393;16.288;-13.775;3.386;-33.731
4670;-58.948;23.175;-24.429;-44.757;-113.655;-12.21;-111.782;-159.157;-140.868;-23.228;11.646;13.574;-14.258;3.193;-35.161
4680;-58.992;23.928;-23.946;-45.034;-112.295;-12.07;-107.113;-153.697;-145.483;-22.081;13.902;10.916;-14.861;3;-36.578
4690;-57.683;24.44;-23.505;-45.759;-111.371;-9.756;-101.912;-146.97;-151.232;-19.003;15.181;6.837;-16.728;2.967;-37.994
4700;-54.076;26.335;-22.949;-46.32;-110.476;-4.434;-96.611;-138.899;-158.742;-17.876;15.341;2.921;-18.596;2.872;-38.127
4710;-52.804;28.574;-21.872;-46.874;-108.655;1.27;-90.247;-129.778;-165.997;-18.454;13.777;-0.986;-20.463;2.777;-36.099
4720;-50.292;30.812;-20.912;-47.149;-106.513;4.806;-82.77;-120.348;-171.252;-19.985;12.535;-5.574;-22.331;2.681;-34.072
