timepoints (min);27: frq9-.1;28: frq9-.2;29: frq9-.3;30: frq10-.1;31: frq10-.2;32: frq10-.3;33: wc-1+.1;34: wc-1+.2;35: wc-1+.3;36: wc-1-.1;37: wc-1-.2;38: wc-1-.3;39: wc-2-.1;40: wc-2-.2;41: wc-2-.3
4730;-46.774;30.97;-19.917;-47.822;-102.993;6.982;-74.628;-110.897;-174.914;-21.44;11.746;-10.764;-24.026;3.066;-32.113
4740;-44.298;30.961;-18.306;-47.748;-99.639;7.909;-66.881;-101.017;-178.941;-21.357;12.799;-17.241;-26.081;3.492;-29.183
4750;-43.692;31.309;-17.386;-46.241;-95.833;8.574;-58.72;-90.852;-183.465;-21.484;12.888;-20.95;-28.857;3.739;-26.214
4760;-43.261;31.581;-16.48;-44.455;-92.225;8.938;-50.105;-82.505;-189.421;-21.826;10.364;-24.284;-31.494;3.986;-23.244
4770;-42.639;32.708;-14.806;-42.171;-89.69;9.288;-42.052;-75.099;-195.521;-21.357;6.757;-24.633;-33.876;3.833;-21.543
4780;-40.472;34.524;-14.114;-40.774;-86.719;8.679;-33.552;-67.686;-199.295;-19.668;3.103;-24.11;-36.258;3.68;-19.812
4790;-38.421;35.783;-13.458;-39.759;-83.56;9.366;-24.237;-58.811;-200.502;-17.588;2.032;-25.844;-38.64;3.534;-19.681
4800;-36.164;38.406;-13.102;-38.434;-78.72;9.11;-15.105;-49.16;-203.268;-15.417;-0.123;-27.643;-41.022;3.339;-19.55
4810;-33.457;41.028;-11.677;-35.339;-72.996;10.935;-8.363;-40.247;-204.546;-13.294;-2.931;-29.046;-43.614;2.385;-19.419
4820;-32.284;42.974;-10.39;-32.332;-67.432;12.232;-1.596;-31.403;-205.901;-11.226;-2.65;-28.775;-45.206;1.43;-19.626
4830;-32.403;44.92;-9.124;-28.954;-62.659;15.571;5.417;-20.983;-207.843;-8.303;-0.75;-25.76;-46.797;0.517;-20.153
4840;-32.792;46.63;-8.474;-26.561;-58.706;18.07;13.343;-9.116;-209.55;-5.354;1.752;-22.822;-48.617;-0.396;-20.68
4850;-32.233;48.465;-7.859;-24.411;-55.113;19.961;20.276;1.808;-210.447;-3.164;4.546;-22.152;-50.436;-1.748;-21.207
4860;-30.881;52.909;-7.334;-22.141;-50.721;20.083;26.48;12.316;-209.514;0.277;5.895;-22.949;-52.255;-3.099;-22.114
4870;-28.652;56.377;-6.625;-19.594;-44.217;19.724;32.538;23.72;-208.342;5.051;4.943;-23.639;-53.674;-4.423;-23.691
4880;-26.23;59.844;-5.719;-16.374;-38.887;18.714;37.174;35.046;-206.248;7.977;2.246;-24.343;-53.435;-5.748;-25.268
4890;-22.612;61.775;-4.902;-13.393;-33.877;18.495;40.927;47.528;-202.332;8.954;0.069;-23.568;-52.877;-6.712;-26.844
4900;-18.855;63.706;-4.237;-11.966;-29.621;20.036;42.408;60.377;-198.217;9.663;-1.423;-23.692;-52.32;-7.607;-29.177
4910;-14.101;63.17;-2.425;-10.2;-25.05;22.564;42.894;73.153;-193.126;10.952;-2.004;-23.491;-51.763;-8.53;-32.648
4920;-8.017;62.633;-0.319;-8.411;-20.652;25.519;40.931;86.57;-188.139;13.234;-0.953;-23.404;-51.047;-9.452;-36.12
4930;-1.452;60.794;1.801;-6.145;-16.778;28.313;37.981;98.341;-183.09;16.244;-0.739;-22.052;-50.331;-10.375;-39.592
4940;3.763;58.196;5.201;-3.265;-12.63;29.492;34.53;109.519;-176.785;17.672;0.328;-19.881;-48.295;-11.178;-43.767
4950;6.775;55.501;8.535;1.181;-8.503;26.64;30.514;121.858;-169.603;19.044;1.703;-18.051;-45.012;-11.981;-49.102
4960;10.059;52.737;11.855;6.541;-4.756;23.548;26.484;130.139;-163.303;21.401;2.839;-16.836;-41.585;-12.783;-53.127
4970;14.492;49.972;16.408;11.45;-0.494;21.957;22.186;138.182;-157.207;23.345;3.265;-14.588;-38.157;-13.586;-57.152
4980;20.018;48.11;20.975;16.407;3.087;22.812;18.217;146.28;-151.646;25.261;4.486;-10.985;-34.73;-14.589;-58.566
4990;25.768;46.248;25.029;20.459;7.479;23.228;14.328;153.852;-144.145;27.105;4.957;-6.157;-31.557;-15.53;-60.819
5000;31.909;44.761;29.048;23.779;12.495;24.116;10.555;160.745;-137.207;29.251;5.608;-2.679;-27.665;-16.305;-62.073
5010;38.377;44.314;33.13;27.705;18.335;24.389;6.901;168.313;-130.829;32.455;7.68;-0.128;-24.332;-17.08;-63.327
5020;45.636;43.743;36.739;30.846;25.912;24.422;2.837;176.746;-124.761;36.356;10.321;-0.137;-20.759;-18.055;-66.931
5030;54.265;44.662;40.397;34.175;32.636;24.401;-1.553;185.637;-118.128;40.321;12.796;0.117;-17.33;-19.03;-70.455
5040;63.538;45.505;43.97;36.699;39.086;22.829;-5.985;194.052;-111.734;44.109;15.388;3.069;-13.901;-19.93;-73.979
5050;71.447;46.412;48.063;39.054;43.975;21.694;-9.906;201.276;-105.04;48.167;17.868;7.141;-10.472;-20.76;-77.572
5060;75.971;47.32;52.185;40.048;48.458;19.156;-13.406;207.739;-97.891;52.491;19.928;10.975;-7.043;-20.75;-79.706
5070;79.941;46.786;56.058;41.203;53.146;16.663;-16.81;214.348;-90.686;56.705;20.625;12.672;-4.476;-20.741;-81.44
5080;85.84;45.492;59.546;42.161;58.234;13.647;-20.832;219.447;-83.388;61.523;20.179;11.858;-2.692;-20.683;-83.174
5090;92.243;44.228;64.196;43.881;63.406;12.201;-24.541;224.149;-76.49;66.799;20.589;11.039;-0.909;-20.625;-84.735
5100;97.97;43.043;68.866;45.521;67.143;11.986;-27.868;228.657;-68.658;72.246;19.835;13.605;0.874;-19.382;-82.199
5110;103.074;41.754;72.095;46.866;69.592;12.749;-30.073;232.466;-60.972;76.364;18.788;17.375;2.686;-18.139;-79.302
5120;107.326;41.154;75.051;47.923;69.68;13.222;-31.84;235.484;-52.674;78.843;17.015;16.789;4.497;-17.048;-76.406
5130;108.966;40.589;78.007;48.819;71.188;12.742;-33.725;238.225;-43.389;81.368;16.72;17.661;4.628;-15.957;-73.509
5140;108.575;39.774;78.833;49.828;73.611;10.008;-35.109;239.121;-34.439;85.415;17.185;17.957;5.941;-14.266;-68.692
5150;107.559;39.028;78.207;51.31;76.24;6.745;-35.185;239.921;-25.799;89.023;16.596;18.863;7.164;-12.741;-62.996
5160;105.815;37.524;74.914;52.33;77.501;2.835;-35.392;240.088;-17.124;93.43;14.817;19.459;8.388;-11.201;-57.299
5170;103.004;36.021;71.116;52.619;78.131;-0.141;-34.403;238.206;-7.168;96.274;10.161;19.137;9.611;-9.662;-51.603
5180;99.585;34.323;67.683;53.003;78.073;-3.052;-33.571;234.971;1.028;93.726;7.859;17.074;12.337;-8.123;-45.665
5190;96.625;33.523;63.097;53.112;77.443;-5.6;-32.172;229.843;9.39;88.997;5.651;15.154;15.062;-6.343;-38.688
5200;94.008;32.754;57.768;51.903;75.979;-7.116;-29.68;221.851;18.135;84.85;4.028;14.532;16.348;-4.999;-31.712
5210;90.396;32.001;52.84;50.361;73.11;-8.157;-26.32;214.869;27.877;80.993;3.312;15.992;16.937;-3.654;-24.735
5220;85.713;30.622;45.985;48.833;69.913;-8.753;-22.066;207.499;39.517;77.614;3.942;18.011;16.335;-2.309;-17.538
5230;81.072;28.764;38.076;48.197;69.714;-9.829;-17.084;199.041;53.146;73.123;5.472;20.437;15.734;-0.884;-13.234
5240;77.124;26.029;30.15;47.868;68.258;-9.343;-10.634;189.759;67.833;67.821;8.425;22.734;15.132;0.548;-8.371
5250;72.634;23.247;23.299;47.628;65.328;-9.126;-3.25;179.521;83.781;62;11.214;23.43;14.579;1.537;-3.508
5260;67.946;19.646;15.868;46.606;62.745;-8.585;3.48;169.314;100.559;55.713;13.985;24.062;15.266;2.526;0.887
5270;61.71;16.699;8.234;46.063;60.268;-9.883;9.785;158.167;116.982;48.632;15.891;24.557;15.953;3.275;7.321
5280;54.439;11.988;0.578;45.397;59.83;-12.081;16.248;145.957;133.654;40.804;17.091;25.446;16.661;4.023;13.538
5290;47.019;8.6;-7.07;46.629;61.309;-14.88;22.059;133.272;151.801;33.114;17.377;27.429;17.43;4.683;19.755
5300;40.448;3.957;-15.314;47.792;62.781;-17.134;27.848;120.759;171.61;25.897;18.003;29.359;18.2;6.422;25.971
5310;36.636;-1.465;-23.806;48.914;63.052;-18.65;32.895;108.651;191.063;18.421;20.95;31.192;18.97;7.131;30.735
5320;32.604;-6.887;-31.596;50.022;61.553;-19.621;35.53;96.372;212.577;11.17;26.476;33.782;19.739;7.84;35.506
5330;26.27;-10.83;-39.072;51.712;60.73;-20.018;37.894;84.582;234.636;2.632;31.979;35.349;20.679;8.487;40.677
5340;19.865;-13.814;-47.039;54.401;60.188;-21.135;41.641;72.91;254.992;-6.339;34.691;37.277;21.68;9.134;45.848
5350;14.105;-17.105;-54.114;57.033;60.481;-22.564;45.946;61.859;274.206;-14.582;37.548;39.132;22.681;9.821;47.052
5360;8.211;-20.046;-59.724;60.041;60.171;-24.699;47.203;52.775;293.212;-21.383;38.654;41.068;23.683;10.501;48.257
5370;1.975;-22.519;-65.926;62.257;60.343;-25.252;48.012;43.808;311.03;-27.372;40.069;45.83;22.728;11.326;57.048
5380;-3.069;-25.305;-71.32;63.723;59.618;-25.015;49.084;34.47;327.286;-33.629;42.117;48.578;21.774;12.15;65.84
5390;-7.799;-25.775;-74.371;65.717;58.99;-21.492;48.753;24.345;341.723;-39.981;44.324;50.828;19.699;13.055;73.588
5400;-12.521;-26.608;-76.119;67.305;58.046;-17.463;49.059;15.143;353.408;-45.448;47.719;52.96;17.708;14.24;81.335
5410;-16.354;-25.761;-76.899;68.81;57.008;-13.541;50.526;5.772;361.73;-48.972;50.477;55.458;16.257;15.597;89.545
5420;-20.029;-24.651;-76.732;70.683;56.732;-10.766;51.406;-3.778;367.342;-50.91;52.52;58.029;14.806;16.954;97.075
5430;-23.594;-23.581;-77.052;71.686;56.772;-8.917;52.578;-11.597;373.23;-49.597;52.389;60.192;11.914;18.312;104.659
5440;-27.759;-22.897;-78.101;72.157;58.105;-7.454;54.066;-17.586;378.483;-46.114;53.542;60.804;10.709;19.669;112.164
5450;-32.192;-23.081;-78.441;72.091;60.643;-8.154;53.843;-23.029;381.839;-40.84;55.433;60.345;9.503;21.428;119.669
5460;-36.025;-23.666;-78.503;71.258;64.375;-8.011;51.018;-26.948;381.516;-36.061;59.262;58.993;8.298;23.103;127.153
5470;-39.743;-24.432;-77.735;70.503;66.548;-7.927;47.059;-31.766;379.526;-33.728;62.761;56.588;8.303;24.779;138.517
5480;-43.607;-25.197;-75.392;66.673;65.567;-6.281;42.399;-35.371;372.274;-29.942;62.154;53.961;8.753;26.455;149.881
5490;-48.233;-26.019;-72.353;62.466;64.53;-5.228;36.323;-38.865;360.574;-24.263;58.328;50.188;9.203;27.952;160.685
5500;-52.077;-26.601;-70.6;57.822;65.316;-4.23;30.662;-41.179;345.673;-18.481;55.295;47.881;9.652;29.608;171.49
5510;-56.004;-28.061;-69.206;53.542;65.502;-4.354;26.476;-43.37;328.172;-13.719;53.626;46.251;9.422;31.279;183.12
5520;-59.16;-29.92;-67.71;49.622;64.612;-2.954;25.706;-45.505;309.589;-9.454;53.194;45.048;8.223;32.949;194.75
5530;-61.879;-31.284;-66.52;45.674;62.541;-1.24;26.463;-46.921;289.012;-4.835;50.135;44.188;7.025;34.619;206.461
5540;-64.246;-34.048;-65.439;40.912;58.349;0.313;26.633;-48.381;266.483;0.074;46.865;43.753;5.599;36.228;218.171
5550;-66.043;-36.239;-63.71;36.389;54.167;0.338;26.959;-50.411;242.346;4.626;42.457;43.159;4.221;36.516;229.757
5560;-67.619;-38.281;-61.8;31.658;49.41;-0.644;27.499;-52.41;218.03;9.399;35.159;40.382;2.003;36.804;233.743
5570;-68.188;-40.324;-60.916;26.796;46.142;-1.786;27.778;-54.343;190.17;14.334;26.025;37.474;-0.215;37.092;237.73
5580;-68.086;-43.804;-60.207;21.221;40.939;-2.77;27.199;-56.604;160.69;19.455;16.779;32.91;-1.433;37.401;241.316
5590;-68.259;-48.244;-58.702;14.444;36.199;-3.157;24.364;-58.967;132.299;24.297;11.632;26.855;-1.13;37.71;245.047
5600;-68.171;-53.17;-58.068;7.702;31.055;-4.52;19.575;-61.914;104.783;28.299;7.743;20.655;-0.95;36.019;242.999
5610;-67.52;-58.535;-57.291;0.359;26.047;-6.891;16.046;-67.713;77.234;31.406;5.492;15.754;-0.771;34.197;240.95
5620;-66.662;-63.167;-56.21;-5.123;20.236;-10.748;11.692;-74.636;50.451;34.33;4.577;13.177;0.888;32.451;231.542
5630;-65.451;-67.175;-56.132;-9.833;14.76;-13.903;6.96;-80.652;24.088;38.116;4.778;11.148;3.339;30.705;222.12
5640;-64.272;-70.806;-56.232;-14.737;8.708;-15.823;4.199;-84.897;-0.152;42.24;4.193;7.977;5.79;28.959;212.96
5650;-63.106;-73.615;-56.25;-19.599;2.959;-18.277;1.036;-91.214;-21.887;45.852;2.403;4.454;8.241;26.532;204.2
5660;-62.561;-76.452;-56.021;-23.772;-1.785;-21.079;-2.43;-97.811;-41.596;48.479;0.422;0.069;10.172;24.044;195.44
5670;-62.348;-78.639;-56.563;-27.843;-6.793;-24.648;-4.491;-103.208;-59.88;51.284;-1.905;-3.641;12.498;21.556;187.291
5680;-62.352;-80.825;-57.207;-31.189;-12.041;-27.843;-6.359;-107.554;-76.954;54.946;-4.879;-5.11;14.823;19.068;179.142
5690;-61.953;-81.779;-57.745;-33.339;-18.314;-31.109;-8.797;-112.166;-94.439;58.743;-9.852;-5.908;15.829;16.579;169.814
5700;-61.265;-82.014;-58.582;-35.221;-24.588;-31.781;-10.714;-116.974;-111.371;61.239;-13.96;-8.479;17.034;14.61;160.486
5710;-60.567;-81.703;-60.262;-36.851;-30.35;-33.372;-10.57;-122.003;-125.247;63.623;-19.756;-10.96;18.08;12.75;151.095
5720;-60.196;-80.979;-61.794;-39.08;-34.326;-35.497;-9.088;-126.77;-139.011;68.335;-27.023;-13.201;19.125;10.891;137.825
5730;-59.687;-80.441;-63.821;-39.029;-38.395;-38.007;-6.717;-131.59;-150.232;72.808;-32.599;-15.208;20.341;9.032;124.555
5740;-58.182;-79.942;-65.852;-39.676;-44.223;-40.93;-5.687;-136.32;-159.886;75.898;-35.081;-17.001;20.479;7.055;108.628
5750;-57.028;-79.981;-68.233;-39.567;-51.11;-43.247;-5.073;-141.214;-166.841;78.426;-37.17;-20.179;20.617;6.439;92.549
5760;-55.694;-78.743;-70.244;-40.378;-57.625;-44.548;-5.374;-148.401;-172.292;79.625;-40.394;-23.532;20.754;5.919;75.43
5770;-54.775;-77.506;-71.012;-41.921;-62.779;-45.183;-8.807;-155.946;-176.917;80.323;-43.115;-26.926;21.812;5.399;58.312
5780;-53.407;-74.901;-71.539;-44.277;-67.716;-45.437;-13.086;-163.65;-180.543;81.357;-42.245;-30.607;22.366;4.879;41.448
5790;-52.246;-72.426;-71.837;-46.793;-71.909;-44.931;-15.924;-170.568;-183.766;82.739;-40.386;-35.057;22.919;4.317;23.527
5800;-51.726;-70.018;-71.654;-49.268;-76.229;-43.817;-18.545;-176.672;-185.593;83.393;-38.665;-39.921;23.72;3.436;5.606
5810;-51.226;-67.323;-70.964;-50.473;-79.361;-41.437;-21.572;-183.553;-185.781;83.401;-36.841;-43.388;25.361;2.479;-4.716
5820;-50.152;-64.542;-69.888;-51.338;-82.833;-40.258;-23.159;-190.452;-185.127;82.863;-35.17;-46.84;26.738;1.521;-15.037
5830;-48.443;-60.712;-68.714;-53.043;-85.305;-39.066;-23.317;-197.356;-184.412;81.556;-33.057;-48.204;28.115;0.55;-23.594
5840;-46.637;-56.167;-67.666;-54.567;-87.749;-39.869;-24.799;-204.357;-183.865;79.328;-33.025;-48.301;28.011;-0.421;-32.152
5850;-45.092;-52.222;-67.218;-56.659;-89.916;-39.792;-26.225;-210.931;-185.132;77.09;-35.665;-49.054;27.628;-1.112;-34.909
5860;-44.306;-48.008;-67.354;-58.401;-91.91;-38.964;-25.509;-216.081;-185.497;74.881;-38.033;-50.8;27.148;-2.058;-37.666
5870;-43.265;-45.843;-67.012;-61.164;-93.411;-38.397;-25.062;-219.168;-186.299;72.443;-40.068;-53.479;26.668;-2.963;-40.72
5880;-42.53;-43.332;-65.532;-63.221;-96.006;-38.19;-25.676;-222.11;-188.061;69.21;-42.276;-55.779;25.348;-3.868;-42.974
5890;-41.714;-40.746;-63.086;-65.153;-99.441;-40.051;-23.963;-225.032;-190.862;65.121;-43.672;-56.88;23.523;-4.772;-45.228
5900;-41.079;-38.108;-59.862;-67.498;-102.725;-40.432;-24.15;-226.494;-193.446;60.124;-43.721;-58.036;21.698;-5.277;-47.881
5910;-40.577;-34.532;-56.994;-69.73;-106.062;-39.652;-22.394;-226.695;-195.44;54.498;-43.324;-57.862;19.873;-6.268;-50.349
5920;-39.15;-31.437;-54.593;-72.527;-108.35;-37.982;-16.636;-225.833;-196.412;48.279;-40.912;-57.17;17.688;-7.258;-52.926
5930;-37.672;-27.79;-50.76;-75.298;-110.319;-37.628;-12.748;-225.444;-195.888;41.859;-36.356;-56.665;15.156;-8.248;-55.502
5940;-35.487;-25.023;-46.935;-78.39;-112.233;-37.353;-9.676;-224.746;-194.938;34.108;-31.508;-57.55;12.623;-9.239;-57.079
5950;-33.295;-21.488;-43.018;-81.265;-114.348;-38.317;-7.461;-223.248;-194.452;26.979;-27.721;-59.126;10.091;-10.377;-57.972
5960;-30.51;-17.743;-38.912;-84.588;-116.801;-39.017;-6.288;-221.21;-195.177;20.978;-24.726;-61.839;7.974;-11.426;-58.956
5970;-26.557;-14.109;-32.726;-87.43;-119.046;-39.156;-6.083;-218.851;-195.626;15.56;-21.337;-64.575;8.617;-12.476;-61.259
5980;-22.783;-11.371;-26.859;-90.466;-120.317;-40.752;-7.077;-217.044;-196.088;9.349;-17.484;-67.222;9.259;-13.526;-63.563
5990;-18.019;-9.019;-22.425;-92.585;-119.657;-42.41;-7.532;-214.634;-196.568;2.68;-15.703;-68.979;10.455;-14.589;-62.879
6000;-12.763;-6.934;-18.479;-95.023;-118.623;-44.708;-9.421;-211.625;-197.138;-4.35;-15.451;-70.474;11.171;-16.516;-62.194
6010;-7.513;-5.778;-14.36;-96.654;-117.895;-46.45;-12.655;-206.957;-196.818;-11.257;-14.339;-71.777;11.914;-18.403;-64.321
6020;-2.487;-4.72;-10.377;-97.447;-117.568;-48.868;-15.41;-200.761;-195.628;-17.589;-13.068;-73.745;12.658;-20.29;-66.448
6030;2.087;-4.919;-5.286;-96.96;-117.397;-51.606;-16.8;-195.022;-194.926;-23.865;-11.004;-75.924;14.01;-22.177;-68.575
6040;6.605;-4.997;0.146;-96.643;-117.29;-55.462;-19.669;-189.855;-193.647;-30.87;-8.001;-79.826;13.241;-24.029;-69.768
6050;12.404;-5.004;5.846;-96.312;-116.836;-60.124;-21.732;-183.771;-193.687;-38.61;-4.875;-82.825;12.446;-25.425;-70.961
6060;18.168;-5.011;9.99;-96.81;-116.408;-65.306;-20.164;-177.95;-196.343;-46.381;-1.567;-83.931;11.65;-26.341;-72.166
6070;25.046;-3.899;13.338;-97.161;-115.51;-69.88;-18.134;-171.188;-201.112;-53.681;1.818;-84.948;11.153;-27.257;-73.37
6080;33.066;-2.808;15.826;-96.317;-113.181;-74.473;-14.681;-161.712;-205.807;-60.258;4.919;-84.983;8.777;-28.324;-75.814
6090;41.066;-0.288;17.912;-94.865;-111.103;-77.189;-6.684;-152.43;-208.619;-67.086;7.643;-82.921;6.297;-29.392;-78.161
6100;48.469;3.324;21.337;-92.225;-109.632;-79.61;1.919;-143.408;-209.51;-74.404;10.753;-78.429;4.097;-29.876;-80.481
6110;55.952;7.657;25.603;-89.874;-108.588;-80.623;11.612;-131.957;-210.167;-81.444;12.95;-74.739;2.014;-30.44;-80.601
6120;63.324;13.621;29.201;-87.49;-108.265;-81.763;21.052;-120.563;-210.618;-87.989;15.025;-73.043;0.211;-31.197;-80.721
6130;70.79;18.399;31.457;-86.208;-107.435;-81.157;30.514;-108.272;-208.623;-93.503;16.717;-73.644;-1.833;-31.954;-81.655
6140;77.354;22.978;32.113;-85.145;-105.883;-80.215;36.928;-94.606;-204.463;-98.297;18.074;-73.555;-3.517;-32.712;-82.589
6150;83.891;27.739;31.12;-83.248;-103.87;-80.56;43.395;-78.858;-199.288;-101.473;19.55;-73.41;-5.481;-33.283;-81.588
6160;88.92;32.597;31.201;-79.843;-101.476;-81.546;44.127;-63.077;-194.157;-104.499;21.276;-72.186;-7.445;-33.375;-80.586
6170;92.088;37.366;32.766;-75.572;-100.523;-81.487;39.084;-47.076;-187.592;-107.912;22.968;-71.321;-9.41;-33.468;-79.545
6180;95.091;40.83;33.697;-71.346;-99.552;-80.229;35.812;-30.706;-181.705;-111.36;24.639;-71.32;-11.206;-33.56;-78.434
6190;97.854;44.295;34.12;-66.823;-98.39;-77.112;34.59;-14.286;-177.259;-113.582;25.953;-68.844;-13.241;-33.652;-77.559
6200;100.665;46.741;36.674;-61.924;-96.597;-71.862;34.739;2.371;-171.676;-115.374;27.279;-64.592;-15.277;-33.517;-76.803
6210;103.737;48.742;40.046;-55.648;-93.887;-66.512;34.354;20.605;-165.594;-117.396;29.56;-61.156;-17.313;-32.662;-76.047
6220;105.108;50.836;39.814;-49.388;-91.6;-62.032;33.981;39.712;-159.52;-119.581;31.543;-59.025;-22.337;-31.807;-72.702
6230;106.417;54.04;40.726;-42.025;-89.306;-57.833;33.957;60.549;-151.794;-121.396;33.098;-57.052;-27.08;-30.952;-69.357
6240;106.183;57.694;41.589;-34.742;-86.032;-53.648;33.599;79.927;-142.222;-123.015;35.126;-55.615;-31.823;-30.117;-68.084
6250;106.11;61.848;42.284;-27.465;-82.432;-48.017;34.178;99.877;-133.669;-123.959;37.425;-52.979;-36.087;-29.234;-66.811
6260;106.079;66.163;42.737;-21.345;-78.506;-41.073;36.668;122.015;-126.243;-124.017;40.313;-50.941;-40.054;-27.752;-62.858
6270;107.407;70.725;44.109;-16.745;-74.683;-33.171;39.517;142.948;-118.054;-124.172;41.581;-47.621;-43.421;-26.269;-59.022
6280;108.575;75.288;42.342;-12.167;-71.232;-24.539;40.345;163.018;-109.945;-124.709;43.087;-44.63;-46.788;-24.883;-55.103
6290;109.695;79.823;40.194;-7.95;-67.637;-15.513;43.128;183.883;-101.756;-124.847;45.652;-41.179;-47.807;-23.497;-50.145
6300;108.523;83.979;37.03;-3.043;-64.382;-6.433;47.043;206.828;-92.069;-123.966;49.763;-33.85;-49.952;-22.152;-45.186
6310;106.512;88.455;36.516;2.255;-60.954;5.132;48.097;231.57;-82.433;-123.557;55.578;-27.077;-52.097;-21.927;-40.348
6320;103.463;91.596;35.698;7.556;-57.258;17.386;48.909;256.934;-71.277;-122.697;61.835;-20.319;-54.241;-21.771;-34.84
6330;98.975;94.657;35.643;12.463;-53.388;30.142;49.517;281.159;-59.539;-121.359;67.11;-16.091;-54.486;-21.615;-29.125
6340;94.39;95.291;35.783;16.342;-49.017;43.939;49.326;305.37;-48.375;-118.732;71.303;-15.236;-50.632;-21.459;-24.011
6350;90.24;96.726;36.372;19.854;-42.046;57.99;51.932;331.168;-37.154;-115.308;75.968;-16.172;-46.778;-21.372;-18.897
6360;85.65;97.852;35.454;23.388;-33.219;70.49;53.997;356.88;-26.481;-110.643;82.389;-17.073;-42.924;-21.669;-15.803
6370;81.025;99.228;34.379;28.159;-24.219;82.321;56.615;381.967;-15.457;-105.732;89.294;-14.559;-39.509;-21.966;-12.709
6380;75.749;101.73;33.461;34.274;-14.444;91.823;59.044;405.204;-5.331;-102.968;95.818;-8.952;-35.254;-22.262;-10.854
6390;72.068;104.094;33.022;40.732;-5.286;101.03;60.399;425.32;2.884;-101.543;101.555;-4.114;-30.978;-22.559;-8.999
6400;68.407;105.394;33.581;47.432;3.363;111.383;62.286;441.961;9.41;-98.219;105.272;0.702;-26.422;-22.745;-9.023
6410;66.404;105.186;33.433;52.004;11.657;117.047;67.977;457.275;16.103;-93.901;107.648;3.058;-22.011;-22.491;-10.359
6420;64.226;103.921;32.448;55.142;22.142;121.672;73.898;471.766;21.266;-89.499;109.646;5.572;-19.08;-22.237;-11.37
6430;62.048;103.091;31.6;58.299;32.434;126.066;80.997;484.52;26.252;-84.603;112.615;8.72;-15.97;-21.983;-12.741
6440;57.79;102.116;32.785;62.512;41.583;129.377;88.565;496.284;32.73;-78.432;117.877;11.6;-12.364;-21.723;-14.112
6450;53.753;101.571;33.488;66.444;50.218;131.563;95.439;505.222;39.281;-71.083;124.561;14.218;-8.759;-21.628;-16.363
6460;48.094;100.548;36.054;69.087;57.815;133.353;103.823;508.484;45.749;-65.022;128.855;17.197;-5.153;-20.812;-18.614
6470;42.898;98.848;40.388;71.487;67.425;136.521;116.025;506.217;54.041;-60.201;132.681;20.52;-1.23;-19.997;-20.847
6480;37.702;96.887;45.418;72.727;78.509;140.087;128.084;497.852;62.966;-54.666;133.931;24.658;2.557;-18.934;-23.08
6490;33.168;94.084;51.074;74.726;89.123;144.619;138.543;490.113;72.324;-47.091;135.49;28.186;7.185;-17.87;-23.793
6500;28.154;91.302;56.822;76.979;98.994;148.177;149.31;478.967;81.767;-39.794;138.149;31.115;11.812;-16.876;-24.437
6510;23.237;88.912;62.788;81.618;110.599;149.999;161.654;463.164;91.116;-32.85;139.888;34.535;16.178;-15.601;-24.985
6520;17.28;86.364;66.815;86.906;122.579;151.566;173.826;444.607;101.982;-25.996;140.432;36.223;20.006;-14.306;-25.132
6530;11.604;84.448;71.234;91.521;134.96;152.057;186.277;425.399;112.901;-18.917;136.957;37.43;21.753;-13.011;-25.28
6540;5.97;82.447;74.612;95.299;146.772;152.921;196.563;404.415;122.24;-10.793;132.054;39.254;23.501;-11.716;-26.64
6550;1.492;79.086;77.179;98.728;158.905;153.132;204.475;379.181;132.265;-2.753;127.046;36.859;26.208;-10.366;-28
6560;-2.992;73.766;76.623;103.288;170.261;149.691;208.851;351.807;144.694;6.49;121.641;34.792;27.408;-8.807;-28.792
6570;-7.669;68.445;77.101;107.759;181.217;145.913;213.361;322.641;157.248;14.872;115.577;32.559;28.608;-7.248;-29.583
6580;-12.986;62.709;77.408;113.092;190.399;144.335;213.163;291.858;169.808;22.437;109.967;32.375;29.808;-5.69;-30.375
6590;-18.407;56.959;77.723;117.59;199.09;140.941;208.585;260.436;180.222;29.218;104.857;34.477;26.786;-4.131;-31.043
6600;-23.843;50.259;75.25;121.87;206.145;137.017;201.379;227.12;187.364;35.105;99.565;37.094;23.743;-3.084;-31.634
6610;-28.746;42.899;71.874;123.985;211.4;132.648;194.004;191.953;195.91;39.052;93.728;41.288;20.541;-1.477;-31.466
6620;-33.057;35.179;69.166;124.967;216.154;128.451;186.708;156.85;203.499;42.197;89.239;45.92;17.338;0.13;-31.298
6630;-36.221;27.338;67.061;124.919;219.341;124.829;181.102;122.541;210.742;47.068;86.739;50.404;13.233;1.737;-29.65
6640;-39.785;19.497;65.263;125.254;223.072;121.531;176.763;90.739;218.346;54.063;85.08;56.149;9.259;3.488;-28.16
6650;-43.542;13.4;65.248;125.571;226.763;119.034;173.33;60.306;228.93;61.592;83.708;62.044;5.446;5.143;-26.836
6660;-47.939;7.51;65.698;126.741;232.512;121.188;168.526;30.428;242.768;68.979;82.654;68.843;1.632;6.359;-24.752
6670;-51.756;3.327;65.994;129.022;234.927;122.961;163.301;0.189;257.581;75.884;81.421;76.017;-0.792;7.574;-22.668
6680;-56.124;-0.606;65.952;131.308;235.021;123.403;153.992;-28.848;272.332;81.328;80.956;82.197;-3.05;9.91;-20.01
