timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;;26: frq10+.1;27: frq10+.2;28: frq10+.3
2780;-124.523;-103.251;-79.108;121.328;118.834;;-36.126;-60.007;-18.2;155.269;192.476;;21.112;30.863;0.006
2790;-118.91;-98.414;-72.993;116.993;104.974;;-32.074;-57.343;-9.652;149.97;186.226;;21.244;30.67;0.601
2800;-112.206;-92.477;-66.579;112.378;91.75;;-28.263;-53.56;0.855;142.75;180.977;;20.818;30.157;1.204
2810;-103.804;-86.531;-59.706;105.439;81.088;;-24.323;-49.866;11.128;135.13;176.092;;20.494;29.27;1.746
2820;-94.021;-78.745;-52.389;98.419;68.974;;-20.502;-44.539;23.008;127.01;171.139;;20.079;28.172;2.56
2830;-84.128;-70.43;-45.366;89.617;60.459;;-16.084;-38.906;34.572;118.77;167.186;;20.575;27.084;3.163
2840;-74.375;-61.928;-37.926;80.814;50.466;;-11.546;-33.314;46.24;110.45;162.633;;19.873;24.28;3.749
2850;-64.294;-52.114;-30.92;72.506;40.112;;-6.028;-25.921;58.066;103.891;157.356;;18.418;21.608;4.953
2860;-52.697;-40.45;-23.101;64.226;31.087;;0.454;-18.966;69.652;97.252;152.099;;16.323;20.684;6.197
2870;-40.702;-29;-13.759;56.367;22.801;;7.007;-11.941;80.781;92.015;144.52;;13.892;19.698;7.657
2880;-26.476;-15.316;-2.719;48.446;14.116;;15.339;-2.876;92.887;85.912;136.582;;11.626;19.142;8.55
2890;-10.923;0.432;8.477;40.945;7.172;;23.637;8.73;105.117;79.568;129.179;;9.793;16.531;8.337
2900;5.357;18.046;19.417;33.354;0.23;;33.368;20.439;115.879;74.582;121.196;;8.08;14.317;8.103
2910;22.557;34.914;31.403;27.739;-5.272;;42.658;32.328;128.559;67.781;111.265;;6.568;12.138;8.192
2920;42.004;53.051;45.004;22.124;-10.418;;51.723;43.257;140.779;60.597;99.89;;4.618;11.639;8.581
2930;63.393;72.39;60.021;18.007;-15.966;;61.428;54.098;153.858;54.939;87.011;;3.148;10.731;9.05
2940;85.4;92.668;74.625;13.89;-22.873;;70.232;64.854;166.716;51.292;74.092;;2.287;8.956;9.439
2950;108.152;113.393;89.646;8.868;-29.367;;78.888;81.512;181.425;47.178;61.801;;1.95;7.388;9.628
2960;133.246;134.252;104.537;3.99;-35.847;;86.888;97.263;195.2;42.792;50.805;;1.59;4.753;9.634
2970;158.541;155.183;119.51;-0.145;-41.599;;94.782;112.581;207.639;37.742;40.37;;1.63;1.05;10.161
2980;186.124;176.44;134.855;-4.183;-47.514;;103.356;125.363;218.717;32.981;29.92;;1.877;-2.592;10.743
2990;214.034;198.521;150.868;-7.825;-52.891;;112.157;139.407;229.817;28.781;19.83;;1.57;-5.937;11.865
3000;242.499;221.23;166.83;-11.473;-57.946;;121.415;151.91;238.262;24.215;8.881;;0.288;-8.32;11.063
3010;271.359;245.007;182.446;-15.033;-62.371;;130.073;163.2;246.068;18.779;-1.557;;-0.348;-10.728;10.24
3020;299.971;268.414;198.509;-18.593;-66.673;;137.571;172.685;253.445;13.594;-12.371;;-0.983;-12.106;9.488
3030;328.132;292.494;214.728;-21.823;-71.375;;143.415;182.281;259.375;8.2;-23.803;;-1.636;-13.836;9.341
3040;356.657;316.995;231.461;-25.054;-76.341;;147.846;190.597;265.339;3.007;-33.723;;-3.625;-14.63;9.433
3050;384.127;340.003;247.939;-28.564;-80.301;;152.472;197.044;267.217;-1.055;-43.989;;-4.979;-15.934;9.523
3060;408.843;362.324;264.028;-32.074;-84.186;;157.203;203.408;266.429;-6.888;-53.051;;-6.687;-17.794;9.687
3070;431.259;382.567;279.999;-35.797;-86.007;;161.095;208.985;263.953;-14.284;-61.713;;-7.99;-19.69;9.383
3080;452.915;402.165;296.865;-38.59;-88.048;;164.37;214.525;258.357;-21.49;-69.628;;-9.836;-20.913;8.64
3090;474.087;420.603;313.978;-40.796;-88.452;;165.946;220.149;252.782;-28.124;-76.394;;-10.434;-21.455;7.386
3100;494.273;436;330.822;-41.629;-88.926;;164.739;222.913;245.996;-35.879;-82.223;;-10.644;-22.011;5.986
3110;511.368;448.673;345.087;-42.462;-88.743;;162.692;225.963;239.057;-43.919;-88.903;;-10.742;-22.701;4.655
3120;526.571;460.359;357.447;-43.243;-89.041;;160.305;229.047;232.131;-53.079;-94.214;;-10.8;-23.406;3.239
3130;538.408;468.455;367.734;-44.189;-88.963;;156.228;229.119;221.766;-61.159;-99.262;;-10.946;-21.767;2.046
3140;547.254;473.429;377.379;-45.572;-89.366;;151.75;224.85;211.193;-68.888;-104.994;;-11.131;-19.025;1.334
3150;553.429;474.589;385.651;-47.046;-90.568;;144.948;220.546;200.567;-77.298;-109.887;;-11.273;-17.028;0.772
3160;556.582;473.877;391.47;-46.996;-91.888;;138.452;214.884;187.581;-85.455;-113.156;;-11.513;-19.077;-0.194
3170;556.077;470.683;393.054;-46.953;-93.051;;132.495;208.232;174.746;-92.593;-115.593;;-10.913;-21.647;-1.41
3180;551.553;465.39;391.778;-47.414;-93.174;;125.87;201.566;161.343;-98.495;-117.63;;-10.701;-23.557;-2.219
3190;545.772;459.39;389.684;-47.874;-92.555;;119.566;194.503;147.858;-104.419;-119.221;;-11.486;-25.521;-1.913
3200;535.876;448.783;385.072;-48.945;-93.255;;113.208;182.403;132.717;-108.852;-120.414;;-12.67;-26.039;-1.589
3210;519.272;434.097;380.022;-50.015;-93.332;;105.943;170.364;118.869;-113.425;-121.516;;-13.021;-22.53;-0.979
3220;497.188;417.135;372.179;-50.017;-93.423;;98.71;158.481;105.014;-117.389;-122.812;;-12.763;-18.545;-1.323
3230;469.657;395.639;361.595;-50.177;-93.165;;91.076;147.586;90.823;-122.08;-123.697;;-12.957;-14.644;-1.422
3240;439.31;371.034;348.625;-50.102;-92.439;;83.561;136.726;76.73;-126.879;-124.098;;-12.632;-12.502;-2.134
3250;406.526;345.578;333.691;-50.097;-91.695;;75.68;127.134;63.377;-131.349;-123.681;;-12.106;-11.295;-1.601
3260;373.975;319.625;318.481;-50.095;-91.208;;67.319;117.852;51.386;-135.086;-123.127;;-11.69;-10.779;-1.058
3270;341.738;293.429;301.677;-50.039;-90.348;;59.759;109.308;39.444;-139.247;-122.303;;-11.465;-9.806;-0.786
3280;310.52;266.885;283.934;-49.669;-88.554;;52.994;100.165;27.523;-142.69;-121.207;;-11.12;-9.403;-0.634
3290;278.928;239.968;265.666;-49.43;-86.455;;46.397;91.481;15.498;-145.727;-120.315;;-10.612;-7.748;-0.844
3300;248.357;215.308;247.56;-49.28;-83.388;;39.659;83.006;5.179;-148.153;-119.017;;-10.069;-7.003;-1.326
3310;219.447;191.448;229.148;-49.13;-81.081;;32.681;73.586;-1.779;-148.476;-117.03;;-9.56;-6.76;-2.087
3320;191.488;167.568;210.848;-47.706;-79.277;;26.473;64.167;-8.634;-147.07;-115.034;;-9.234;-7.501;-2.521
3330;163.694;144.019;192.295;-46.283;-78.154;;20.132;55.503;-12.801;-145.908;-114.855;;-7.658;-9.499;-2.436
3340;136.366;121.684;173.189;-44.314;-77.101;;15.058;46.51;-17.928;-144.988;-115.208;;-6.772;-9.127;-1.55
3350;109.528;100.919;154.646;-43.091;-76.399;;11.517;38.477;-22.028;-143.604;-114.658;;-7.48;-9.462;-1.313
3360;84.312;80.127;137.338;-42.252;-76.105;;7.817;30.193;-26.084;-142.062;-113.348;;-8.341;-9.866;-1.219
3370;61.474;59.948;119.279;-41.008;-76.188;;4.415;21.881;-30.251;-139.241;-110.866;;-8.455;-11.738;-1.353
3380;39.134;40.819;101.419;-40.076;-76.109;;1.214;13.69;-33.732;-136.852;-108.927;;-7.574;-16.054;-1.287
3390;17.298;22.321;83.948;-38.677;-75.724;;-1.705;6.397;-38.723;-134.156;-105.908;;-6.683;-20.61;-1.119
3400;-2.526;5.626;67.483;-37.348;-74.679;;-3.648;-0.743;-43.506;-130.655;-102.989;;-6.379;-24.979;-0.964
3410;-20.982;-8.172;52.647;-37.559;-74.308;;-6.272;-6.644;-47.352;-127.302;-100.486;;-6.401;-25.206;-0.284
3420;-38.429;-21.963;39.491;-37.728;-74.337;;-9.44;-11.371;-51.251;-124.778;-99.604;;-7.222;-25.28;-0.327
3430;-54.058;-34.85;26.239;-37.553;-75.503;;-12.728;-16.298;-54.617;-123.697;-99.295;;-7.69;-25.364;-0.8
3440;-69.852;-47.914;13.194;-37.619;-77.27;;-16.371;-20.345;-58.575;-122.015;-99.717;;-7.949;-25.31;-2.927
3450;-83.207;-58.105;2.113;-37.505;-78.303;;-19.254;-24.898;-62.799;-120.872;-100.295;;-8.266;-26.923;-5.749
3460;-92.834;-66.026;-8.883;-38.143;-78.883;;-21.792;-29.938;-67.422;-119.396;-101.553;;-8.619;-30.931;-8.647
3470;-97.804;-71.967;-18.479;-39.749;-78.742;;-24.228;-35.298;-71.677;-117.834;-102.846;;-9.386;-32.559;-10.854
3480;-99.411;-74.688;-27.868;-40.994;-78.731;;-26.543;-40.345;-75.4;-114.741;-105.483;;-9.948;-34.255;-12.412
3490;-99.138;-75.796;-36.156;-42.378;-79.207;;-28.897;-45.388;-79.123;-111.746;-108.794;;-10.339;-34.503;-13.756
3500;-97.821;-76.967;-42.354;-43.241;-80.043;;-31.21;-50.71;-82.223;-107.794;-112.21;;-10.261;-36.331;-15.058
3510;-97.126;-78.734;-48.96;-43.622;-81.272;;-33.028;-55.458;-85.731;-103.283;-114.317;;-9.932;-37.312;-16.521
3520;-97.545;-80.6;-55.324;-44.003;-83.006;;-34.404;-59.883;-89.156;-98.457;-114.508;;-9.677;-38.499;-17.959
3530;-99.557;-83.435;-61.074;-43.463;-85.457;;-35.781;-63.094;-91.411;-93.459;-113.697;;-9.477;-38.003;-19.396
3540;-102.153;-86.851;-66.603;-43.034;-88.004;;-37.193;-66.128;-93.091;-88.655;-112.495;;-9.447;-37.862;-20.425
3550;-106.574;-92.186;-72.968;-41.36;-91.054;;-38.446;-69.688;-94.459;-84.716;-111.604;;-9.337;-37.654;-20.859
3560;-112.143;-97.697;-79.117;-40.539;-93.993;;-39.121;-72.49;-96.408;-80.687;-111.161;;-9.343;-37.452;-20.299
3570;-118.454;-102.748;-85.672;-40.899;-96.76;;-39.859;-75.643;-98.596;-77.494;-110.639;;-9.412;-35.85;-19.988
3580;-125.477;-108.17;-92.372;-41.819;-98.208;;-40.458;-78.159;-100.061;-74.434;-108.873;;-10.926;-32.643;-19.796
3590;-132.625;-114.476;-98.932;-43.417;-100.759;;-40.839;-80.361;-100.797;-71.548;-107.008;;-11.781;-32.468;-20.349
3600;-139.647;-120.713;-105.851;-44.974;-102.737;;-41.779;-82.051;-101.261;-68.514;-106.463;;-11.156;-31.05;-20.033
3610;-147.003;-126.247;-112.949;-46.134;-103.734;;-42.222;-83.49;-101.284;-65.16;-106.145;;-10.414;-30.935;-19.454
3620;-154.797;-130.837;-119.229;-46.921;-104.092;;-42.651;-84.589;-101;-61.688;-103.45;;-9.825;-29.073;-18.415
3630;-161.774;-135.654;-125.086;-46.79;-104.364;;-43.201;-85.331;-99.812;-58.087;-98.39;;-10.059;-25.677;-17.756
3640;-167.894;-141.014;-131.043;-46.564;-103.702;;-43.379;-85.403;-97.185;-55.581;-94.086;;-10.217;-22.954;-17.328
3650;-173.934;-146.422;-137.247;-46.123;-102.619;;-43.997;-85.237;-94.2;-53.447;-92.313;;-10.677;-19.512;-16.741
3660;-179.35;-152.45;-144.44;-45.125;-101.048;;-44.059;-85.015;-92.142;-50.495;-92.647;;-10.95;-15.88;-16.426
3670;-184.182;-157.21;-151.301;-44.462;-100.651;;-44.361;-84.514;-89.761;-47.51;-91.655;;-10.797;-12.454;-15.389
3680;-188.447;-161.957;-157.541;-43.967;-99.814;;-44.321;-83.778;-87.374;-44.677;-90.415;;-10.774;-9.572;-14.338
3690;-192.797;-166.572;-163.608;-43.306;-98.857;;-44.302;-83.406;-83.949;-43.218;-88.852;;-10.804;-7.359;-12.066
3700;-196.981;-169.943;-170.263;-43.589;-97.265;;-44.243;-83.001;-80.196;-41.847;-86.214;;-10.701;-5.046;-9.2
3710;-200.252;-172.065;-176.839;-43.774;-96.473;;-43.572;-82.433;-76.628;-39.521;-83.455;;-10.599;-2.684;-6.321
3720;-202.39;-173.593;-183.048;-43.408;-96.284;;-42.782;-81.528;-74.058;-37.516;-80.332;;-10.305;-1.363;-3.963
3730;-204.6;-174.334;-188.218;-42.505;-96.579;;-42.343;-80.418;-71.469;-36.058;-76.905;;-10.214;0.123;-2.639
3740;-206.229;-173.901;-192.499;-41.739;-96.274;;-42.008;-78.823;-68.367;-34.124;-73.277;;-10.403;1.27;-1.488
3750;-207.894;-173.099;-196.843;-40.974;-95.63;;-41.585;-76.712;-65.444;-33.403;-69.988;;-10.494;2.713;-0.73
3760;-209.982;-172.419;-200.804;-40.548;-94.181;;-41.239;-74.971;-62.423;-33.095;-68.436;;-10.917;3.756;-0.171
3770;-212.434;-172.295;-204.059;-40.081;-92.363;;-40.532;-72.986;-59.594;-33.862;-69.472;;-11.399;4.781;0.543
3780;-214.477;-172.141;-206.265;-40.29;-90.588;;-39.726;-71.535;-57.004;-34.959;-71.268;;-12.044;4.349;1.545
3790;-215.837;-171.131;-207.821;-40.374;-88.777;;-38.926;-70.215;-54.934;-37.022;-74.414;;-11.8;5.087;3.119
3800;-216.243;-169.828;-208.808;-41.743;-85.582;;-38.186;-67.81;-52.789;-39.826;-77.717;;-11.617;6.065;4.87
3810;-215.959;-168.491;-210.123;-42.252;-82.108;;-37.783;-65.102;-50.888;-42.61;-80.352;;-11.354;7.841;5.825
3820;-215.599;-167.542;-211.041;-42.763;-77.593;;-37.121;-62.543;-48.508;-44.73;-82.772;;-11.292;8.539;6.749
3830;-214.203;-166.188;-210.931;-41.766;-73.95;;-36.535;-60.858;-46.041;-45.052;-84.182;;-10.89;8.073;6.986
3840;-212.701;-164.505;-210.568;-40.437;-69.295;;-36.094;-59.756;-43.756;-45.099;-85.259;;-10.571;8.047;7.648
3850;-210.702;-162.919;-210.521;-38.749;-64.192;;-35.47;-58.916;-41.743;-43.909;-86.368;;-10.597;8.538;7.629
3860;-208.583;-161.412;-211.123;-37.108;-59.245;;-35.24;-57.988;-40.57;-41.836;-87.646;;-10.703;10.414;7.697
3870;-206.611;-160.666;-211.419;-35.786;-54.786;;-35.29;-57.371;-40.302;-38.788;-91.617;;-10.301;10.832;8.436
3880;-204.775;-159.825;-211.218;-35.03;-50.236;;-35.583;-56.194;-40.473;-36.39;-96.425;;-9.891;9.69;9.23
3890;-202.723;-158.628;-210.935;-33.514;-45.281;;-35.917;-55.051;-40.451;-32.826;-101.233;;-8.463;8.502;10.359
3900;-200.753;-157.248;-211.069;-30.25;-40.989;;-35.811;-54.09;-40.681;-28.346;-102.473;;-6.992;8.041;11.043
3910;-198.683;-156.214;-210.761;-26.895;-34.13;;-35.601;-53.528;-41.061;-24.819;-101.139;;-5.299;7.592;11.963
3920;-196.474;-155.31;-210.08;-22.361;-26.12;;-35.223;-53.203;-41.846;-21.828;-100.086;;-3.974;7.622;12.714
3930;-194.521;-153.847;-208.924;-17.356;-19.352;;-35.233;-54.404;-43.268;-19.306;-98.279;;-2.382;6.581;13.15
3940;-192.526;-152.563;-207.717;-12.054;-12.183;;-35.432;-56.006;-45.21;-15.928;-94.228;;-0.806;6.629;13.07
3950;-190.519;-151.814;-205.681;-4.836;-5.457;;-36.35;-57.811;-47.662;-12.629;-89.964;;0.926;7.848;12.692
3960;-189.164;-151.257;-204.303;2.368;1.807;;-37.779;-59.226;-50.92;-9.902;-85.825;;2.604;8.068;12.601
3970;-188.706;-151.24;-202.741;9.057;9.959;;-39.103;-60.241;-53.458;-7.292;-82.225;;3.629;8.597;12.788
3980;-189.079;-151.232;-200.935;14.812;18.601;;-39.81;-61.214;-56.658;-5.392;-78.157;;4.546;10.182;13.385
3990;-189.761;-151.074;-199.194;20.49;27.847;;-40.625;-62.566;-60.061;-3.974;-74.066;;5.423;13.465;13.932
4000;-190.506;-150.91;-197.899;26.812;36.228;;-41.331;-64.077;-63.458;-2.549;-69.502;;6.597;17.388;15
4010;-190.994;-151.301;-196.697;33.432;43.486;;-42.554;-65.921;-66.364;-0.884;-64.146;;7.928;18.229;15.978
4020;-191.423;-151.189;-195.964;39.771;51.673;;-44.234;-68.181;-69.083;2.761;-57.261;;9.221;18.357;17.622
4030;-192.052;-151.291;-195.418;45.993;62.861;;-45.739;-70.32;-72.171;8.266;-50.306;;10.171;19.279;18.636
4040;-192.545;-151.665;-194.778;53.615;74.385;;-47.109;-72.632;-75.168;14.331;-40.932;;10.188;19.16;18.207
4050;-193.324;-152.61;-194.512;61.146;83.767;;-48.268;-74.923;-77.701;21.844;-29.709;;10.252;20.738;17.39
4060;-194.589;-153.807;-194.041;72.117;92.789;;-49.298;-77.094;-80.324;28.523;-18.789;;10.265;22.56;17.014
4070;-196.734;-155.27;-193.295;83.418;100.743;;-50.385;-79.247;-82.452;35.07;-7.48;;10.668;23.466;16.763
4080;-198.964;-157.037;-192.389;93.771;109.731;;-51.21;-80.857;-84.286;40.855;3.753;;11.32;25.012;17.335
4090;-201.276;-158.612;-191.817;101.873;119.399;;-52.294;-82.666;-85.679;47.735;14.15;;12.262;25.887;17.39
4100;-203.432;-158.964;-190.916;109.561;128.708;;-52.848;-84.179;-86.517;53.64;24.548;;13.182;28.778;17.646
4110;-204.694;-159.32;-189.292;115.934;138.262;;-53.286;-86.203;-86.367;57.852;35.436;;13.517;32.356;17.434
4120;-205.106;-159.25;-187.771;122.619;149.844;;-53.589;-88.226;-85.977;61.193;48.366;;13.066;36.734;16.302
4130;-205.239;-158.883;-186.608;129.284;161.39;;-54.03;-90.692;-85.604;64.665;60.455;;12.455;39.956;15.17
4140;-205.145;-158.356;-185.521;135.829;174.004;;-54.644;-92.16;-85.662;68.131;71.884;;11.126;42.265;13.35
4150;-204.16;-156.731;-182.628;140.768;185.908;;-55.217;-92.908;-86.142;71.804;83.188;;9.876;43.194;11.726
4160;-202.13;-154.415;-178.222;145.788;195.21;;-55.83;-93;-86.206;75.629;94.701;;8.655;44.924;9.666
4170;-198.28;-151.687;-173.932;149.32;202.928;;-56.005;-93.172;-85.83;80.408;106.2;;7.954;45.763;9.167
4180;-194.092;-148.726;-169.323;152.88;211.702;;-56.284;-93.225;-85.611;85.897;117.757;;7.372;46.499;8.99
4190;-188.374;-144.912;-163.374;155.611;220.034;;-56.531;-92.401;-85.948;91.699;128.208;;7.164;47.921;8.898
4200;-181.437;-140.188;-157.015;157.523;228.32;;-56.954;-91.531;-85.988;96.88;137.226;;6.781;47.823;8.022
4210;-174.199;-136.023;-149.472;159.473;234.492;;-57.605;-90.262;-85.623;101.418;147.179;;6.437;49.527;7.414
4220;-166.952;-131.894;-141.942;159.029;239.901;;-58.541;-89.717;-84.902;105.039;157.632;;6.41;50.556;6.59
4230;-159.366;-127.594;-134.33;158.481;243.115;;-59.165;-88.617;-84.039;108.905;168.843;;5.863;49.65;6.516
4240;-151.592;-122.931;-127.119;159.778;243.668;;-59.385;-87.612;-83.823;113.105;180.143;;5.564;47.666;6.21
4250;-143.127;-118.708;-117.188;160.143;244.975;;-59.359;-86.172;-83.503;118.396;192.206;;5.174;45.062;5.927
4260;-133.705;-113.71;-104.555;160.062;244.808;;-58.69;-85.182;-83.434;123.554;202.894;;4.884;45.233;5.426
4270;-124.643;-108.348;-92.753;160.221;243.062;;-57.814;-84.545;-83.492;129.124;213.036;;4.686;47.116;3.961
4280;-114.939;-101.89;-81.29;157.561;238.357;;-56.59;-84.2;-83.468;133.814;221.607;;4.767;49.742;2.857
4290;-105.623;-95.007;-69.239;152.37;233.251;;-55.327;-83.377;-83.012;138.759;229.132;;5.039;52.662;2.399
4300;-96.268;-88.92;-55.822;147.316;227.677;;-53.912;-81.593;-82.614;143.833;234.812;;4.754;53.429;1.852
4310;-86.429;-83.836;-40.777;139.154;222.574;;-52.883;-79.819;-81.615;149.607;240.527;;4.804;52.759;1.114
4320;-75.701;-79.069;-24.201;130.782;217.633;;-51.574;-77.542;-81.007;155.381;245.112;;4.801;53.548;0.392
4330;-64.778;-74.723;-8.298;122.625;212.451;;-49.919;-75.13;-80.697;160.661;248.846;;5.401;54.552;-0.251
4340;-53.857;-69.666;7.477;117.188;206.575;;-47.294;-72.538;-79.31;165.263;252.659;;5.67;56.541;-0.524
4350;-43.354;-63.63;24.939;111.812;200.717;;-44.662;-70.64;-76.971;169.892;257.411;;5.948;55.226;-0.85
4360;-32.763;-56.343;41.937;108.738;195.421;;-41.823;-67.495;-74.486;175.099;263.895;;6.766;52.861;-1.135
4370;-20.261;-48.361;58.452;105.567;188.069;;-39.025;-64.309;-71.03;180.386;268.103;;7.93;50.057;-1.661
4380;-6.407;-40.152;73.623;101.981;180.15;;-35.727;-60.926;-66.299;184.874;272.346;;9.898;46.992;-2.112
4390;8.981;-31.994;88.339;97.138;168.87;;-32.073;-57.412;-61.159;189.285;276.483;;11.532;43.39;-2.148
4400;23.908;-23.181;102.353;92.447;158.535;;-28.392;-54.647;-55.669;192.412;280.079;;13.77;39.928;-1.803
4410;40.236;-14.223;115.774;87.411;146.41;;-24.061;-51.157;-49.25;195.316;283.047;;15.426;37.706;-0.601
4420;57.324;-3.884;130.452;83.175;135.964;;-20.041;-47.463;-42.877;197.483;285.494;;17.143;36.811;-0.874
4430;75.03;6.103;144.823;78.752;124.759;;-15.022;-41.992;-34.865;198.819;287.654;;18.083;35.394;-1.128
4440;91.45;17;160.17;73.41;113.527;;-9.33;-34.712;-26.445;198.338;288.999;;18.876;33.084;-1.39
4450;106.462;28.428;172.949;68.074;102.135;;-3.734;-27.375;-18.343;197.698;290.116;;19.549;32.654;-0.505
4460;121.803;41.557;187.092;61.2;92.346;;3.217;-19.647;-8.801;196.106;288.341;;20.47;30.752;-0.076
4470;138.127;56.222;202.79;56.41;81.499;;10.302;-11.63;2.803;195.008;284.993;;21.087;29.777;0.55
4480;156.548;72.556;218.382;51.323;72.992;;18.596;-4.094;14.513;194.159;279.768;;22.117;30.138;0.297
4490;174.233;89.396;234.251;44.222;64.948;;26.49;5.172;28.563;192.523;274.592;;22.948;29.859;0.476
4500;191.414;105.201;248.225;36.789;57.388;;34.421;15.84;43.699;189.473;268.128;;24.177;29.239;0.137
4510;207.514;122.481;260.989;29.262;51.226;;40.992;27.068;58.837;185.674;259.852;;25.023;26.589;-0.473
4520;224.905;140.957;275.399;21.68;43.8;;47.411;38.909;73.83;180.441;251.542;;24.909;22.683;-0.763
4530;243.261;158.574;289.415;17.203;35.461;;54.768;52.486;89.841;173.633;243.872;;24.793;18.177;-1.09
4540;262.988;177.097;302.731;13.686;27.53;;62.006;65.342;105.462;166.57;235.818;;24.949;12.484;-1.181
4550;282.175;197.106;315.239;10.156;21.219;;70.181;78.127;122.953;159.309;228.349;;26.768;7.154;-0.39
4560;301.436;217.981;327.113;6.284;14.721;;81.312;91.312;141.578;152.327;220.88;;28.465;2.068;0.159
4570;319.734;239.204;336.057;2.543;8.102;;92.463;103.897;160.381;144.877;213.185;;30.057;-3.978;1.033
4580;337.989;260.89;343.669;-1.448;0.248;;102.331;116.214;180.623;137.801;202.828;;30.177;-10.622;0.93
4590;356.429;281.625;350.641;-5.84;-7.483;;111.619;129.458;199.131;129.676;192.519;;30.086;-16.948;0.588
4600;375.516;301.23;355.632;-11.123;-15.294;;119.567;143.341;216.524;120.99;179.97;;30.077;-22.662;0.614
4610;393.666;320.05;360.621;-17.739;-23.757;;130.218;158.342;232.771;112.07;165.258;;30.577;-27.599;1.846
4620;409.796;337.686;365.545;-24.349;-32.379;;140.931;174.601;247.971;103.305;149.953;;30.876;-32.749;2.272
4630;423.634;354.966;371.709;-29.815;-40.441;;149.651;190.794;262.292;95.334;134.648;;30.607;-37.836;2.623
4640;434.99;370.473;378.621;-34.527;-47.246;;158.324;206.839;275.868;87.266;118.719;;30.21;-41.076;3.41
4650;446.164;383.401;384.513;-39.102;-53.961;;165.098;222.081;287.175;77.714;101.641;;28.916;-44.975;4.138
4660;453.319;395.543;388;-43.557;-59.011;;171.353;236.524;297.585;66.99;84.633;;28.022;-50.021;4.437
4670;457.726;406.455;391.083;-47.759;-63.721;;174.607;251.083;306.48;56.087;67.643;;26.945;-56.23;4.434
4680;460.337;416.663;394.371;-51.426;-67.935;;175.341;264.854;311.102;46.023;50.228;;26.203;-60.462;3.808
4690;462.647;423.226;395.443;-53.374;-72.378;;175.207;276.858;315.528;37.16;32.65;;24.727;-64.074;2.902
4700;464.959;425.498;397.083;-55.248;-76.992;;174.408;287.008;317.055;27.56;15.237;;22.937;-68.343;1.723
4710;466.155;426.737;395.257;-55.739;-80.961;;172.49;293.928;315.048;19.31;-1.219;;20.752;-73.85;0.556
4720;465.974;424.353;390.778;-56.149;-83.728;;170.036;300.608;310.67;9.702;-16.96;;19.068;-79.836;-0.571
4730;463.967;419.083;386.079;-56.319;-86.635;;167.222;306.011;303.852;-0.666;-30.636;;17.716;-87.272;-1.498
4740;461.218;412.781;381.445;-56.337;-88.509;;164.443;305.309;291.897;-10.899;-44.306;;16.23;-93.281;-2.439
4750;455.964;404.753;374.033;-56.948;-90.723;;161.345;303.247;278.756;-21.219;-58.437;;14.251;-97.637;-2.368
4760;448.072;391.246;363.389;-57.039;-92.487;;158.847;298.561;264.57;-31.484;-70.926;;13.021;-100.879;-2.048
4770;434;373.589;349.87;-57;-93.265;;155.415;292.283;250.748;-41.694;-83.738;;12.479;-104.316;-1.709
4780;415.554;356.365;333.95;-57.408;-93.288;;151.076;284.193;235.845;-52.24;-96.604;;12.215;-105.36;-1.756
4790;393.808;337.163;314.857;-57.851;-92.954;;146.75;273.097;221.528;-62.821;-110.012;;10.792;-105.468;-1.983
4800;371.222;317.348;294.12;-58.429;-92.219;;141.073;261.061;205.851;-73.312;-123.153;;8.274;-105.178;-3.087
4810;346.57;296.592;271.661;-59.128;-91.276;;132.477;248.673;188.343;-83.073;-136.532;;4.549;-105.321;-4.295
4820;319.983;275.396;249.321;-59.483;-90.752;;123.49;238.234;170.19;-91.714;-148.708;;0.994;-105.927;-5.863
4830;292.014;252.214;228.397;-59.437;-90.094;;113.792;226.796;149.779;-99.862;-158.705;;-0.88;-106.708;-6.941
4840;263.839;227.174;208.435;-59.378;-89.097;;104.163;214.368;130.117;-107.178;-168.578;;-2.702;-108.127;-7.701
4850;236.57;201.898;188.526;-58.572;-88.423;;94.88;200.313;110.782;-114.61;-177.479;;-4.917;-108.314;-9.047
4860;209.388;175.559;167.636;-57.927;-88.429;;82.528;183.517;92.848;-122.542;-185.255;;-8.092;-108.528;-11.846
4870;182.895;149.719;147.472;-57.323;-88.11;;70.102;165.56;75.068;-131.716;-191.894;;-11.481;-108.56;-13.429
4880;157.822;124.154;128.243;-57.614;-87.514;;58.766;148.637;56.807;-140.651;-197.945;;-14.884;-107.301;-15.054
4890;134.546;101.25;109.39;-56.788;-86.47;;47.374;132.995;39.212;-150.377;-202.458;;-17.756;-104.899;-16.863
4900;112.628;80.948;91.392;-57.161;-85.389;;37.782;117.974;23.844;-158.339;-206.538;;-20.097;-100.6;-19.131
4910;93.01;62.415;75.788;-57.059;-84.314;;28.935;101.847;8.455;-165.234;-211.048;;-22.531;-93.175;-21.617
4920;74.091;44.297;60.343;-57.597;-83.16;;23.048;85.6;-5.612;-171.623;-214.583;;-24.948;-85.415;-23.876
4930;56.491;26.639;43.997;-57.116;-81.797;;18.881;67.709;-15.839;-178.157;-217.721;;-27.139;-76.946;-24.887
