timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;;26: frq10+.1;27: frq10+.2;28: frq10+.3
7040;-212.617;-198.237;-197.921;-96.268;-108.956;;-49.183;-74.287;-51.753;-88.247;-86.074;;-0.519;-14.51;-13.898
7050;-213.186;-197.932;-198.521;-95.092;-108.514;;-49.872;-73.539;-52.495;-86.786;-79.909;;-2.901;-11.687;-12.637
7060;-213.393;-198.179;-199.426;-93.357;-107.71;;-50.743;-72.846;-53.852;-85.148;-74.236;;-4.822;-11.157;-10.913
7070;-212.712;-198.666;-200.629;-92.039;-106.179;;-51.67;-72.972;-56.041;-83.154;-68.585;;-7.032;-11.967;-8.701
7080;-212.126;-199.6;-201.021;-90.89;-104.477;;-53.017;-73.385;-58.903;-80.201;-63.286;;-9.361;-12.756;-6.712
7090;-211.614;-200.806;-201.443;-89.138;-102.737;;-54.88;-73.657;-62.022;-76.555;-59;;-11.807;-13.619;-5.043
7100;-211.13;-201.695;-201.572;-86.534;-101.677;;-56.71;-74.039;-65.415;-72.988;-55.423;;-14.171;-15.892;-4.171
7110;-211.004;-202.88;-202.019;-84.161;-99.73;;-58.454;-75.486;-69.281;-68.713;-52.327;;-15.706;-17.265;-3.459
7120;-211.382;-204.777;-202.921;-81.404;-97.537;;-60.742;-77.857;-73.047;-63.764;-49.339;;-16.716;-19.178;-2.636
7130;-211.783;-207.43;-203.506;-77.378;-94.583;;-62.503;-80.188;-76.916;-58.843;-45.552;;-18.346;-18.768;-1.812
7140;-212.952;-209.778;-203.439;-73.36;-92.163;;-64.565;-82.948;-80.712;-53.206;-41.734;;-20.386;-17.818;-1.141
7150;-213.615;-211.217;-202.681;-69.043;-88.417;;-65.368;-85.288;-84.771;-48.11;-37.778;;-22.177;-17.354;-1.04
7160;-213.607;-211.652;-201.503;-65.381;-84.27;;-66.4;-87.418;-88.108;-42.992;-34.611;;-23.967;-17.091;-1.106
7170;-214.397;-211.572;-199.228;-62.061;-79.368;;-67.713;-89.699;-91.571;-37.65;-31.509;;-25.772;-16.556;-0.48
7180;-215.019;-210.989;-196.052;-56.192;-75.287;;-69.425;-91.171;-94.143;-31.589;-28.833;;-27.826;-15.263;-0.212
7190;-214.89;-209.49;-191.665;-47.552;-71.018;;-70.626;-93.559;-96.283;-24.499;-24.708;;-29.888;-13.971;0.977
7200;-214.332;-207.09;-187.124;-38.552;-66.632;;-70.677;-95.448;-97.306;-17.97;-18.281;;-31.836;-12.567;2.31
7210;-213.241;-204.406;-181.663;-30.014;-61.975;;-70.651;-97.738;-98.486;-11.412;-12.12;;-32.941;-11.079;3.461
7220;-211.931;-201.72;-175.756;-21.273;-56.542;;-70.735;-98.917;-99.404;-6.432;-5.993;;-34.439;-9.619;4.47
7230;-209.105;-198.585;-169.266;-12.906;-51.309;;-69.815;-100.636;-100.076;-1.199;-1.948;;-35.757;-8.305;4.881
7240;-205.714;-194.152;-162.363;-4.679;-44.222;;-67.876;-102.354;-100.574;3.115;3.982;;-37.731;-6.823;4.979
7250;-202.372;-189.683;-155.109;4.017;-36.061;;-66.05;-104.399;-100.577;7.555;8.844;;-38.525;-5.208;5.763
7260;-198.874;-184.703;-147.255;12.483;-27.019;;-65.519;-105.524;-100.241;13.197;13.532;;-36.847;-3.632;6.546
7270;-194.714;-180.148;-139.003;22.139;-18.618;;-65.906;-106.65;-99.819;20.274;19.204;;-35.448;-2.988;7.232
7280;-189.672;-175.623;-130.926;32.291;-10.439;;-66.183;-106.526;-99.452;28.752;25.957;;-34.114;-2.699;8.132
7290;-183.777;-171.287;-122.433;42.143;-2.905;;-66.246;-105.978;-99.549;37.229;32.841;;-32.262;-1.673;9.585
7300;-176.959;-166.949;-113.178;52.077;4.599;;-65.421;-105.43;-100.233;45.498;39.63;;-30.724;-0.33;10.506
7310;-169.756;-162.223;-103.505;62.138;12.25;;-64.697;-104.708;-101.033;53.356;47.753;;-28.397;1.872;11.479
7320;-162.452;-157.023;-92.953;71.985;22.306;;-64.192;-103.654;-101.756;61.32;54.788;;-26.854;5.246;11.484
7330;-154.542;-150.199;-82.868;82.772;32.219;;-63.086;-102.68;-101.945;68.652;62.281;;-25.51;8.512;11.801
7340;-146.05;-142.04;-72.313;95.575;44.56;;-61.84;-101.439;-102.243;76.259;69.281;;-24.206;11.126;12.979
7350;-137.651;-133.294;-61.101;107.739;58.079;;-60.116;-99.942;-101.906;84.539;75;;-22.426;13.35;14.306
7360;-128.305;-123.932;-49.2;122.132;71.797;;-58.284;-98.327;-101.022;93.273;80.732;;-20.881;14.09;15.194
7370;-119.177;-113.674;-36.462;139.142;85.188;;-56.03;-96.481;-100.152;101.352;86.926;;-19.903;15.761;15.643
7380;-109.218;-102.201;-23.643;154.919;100.767;;-53.057;-94.014;-99.081;110.652;93.848;;-18.517;17.055;16.366
7390;-97.818;-89.786;-10.543;171.657;116.546;;-50.028;-91.563;-97.859;119.532;99.861;;-16.674;18.861;17.141
7400;-86.959;-75.192;3.157;186.668;131.186;;-47.897;-88.692;-95.89;129.508;106.127;;-14.332;20.527;18.597
7410;-76.274;-59.297;16.563;202.138;145.194;;-46.628;-85.342;-94.443;139.539;113.341;;-11.927;21.959;19.499
7420;-64.644;-42.247;30.019;215.826;161.818;;-44.97;-82.395;-92.506;150.763;121.69;;-10.241;22.76;19.741
7430;-51.821;-24.223;44.77;226.725;178.102;;-43.081;-79.914;-89.906;160.875;130.349;;-8.777;24.538;19.982
7440;-37.935;-5.748;60.903;235.01;195.959;;-40.514;-77.435;-87.084;168.739;138.319;;-6.858;28.542;20.23
7450;-22.811;13.927;77.942;244.319;213.399;;-38.949;-75.447;-84.112;177.051;144.223;;-4.651;31.833;20.583
7460;-5.702;35.785;94.999;254.801;231.279;;-37.032;-72.462;-80.932;184.28;151.181;;-2.382;34.058;21.459
7470;14.921;57.782;112.566;265.119;248.348;;-35.121;-69.477;-77.146;191.229;156.943;;-0.105;35.572;22.348
7480;36.713;81.553;130.241;275.103;266.265;;-33.636;-64.65;-73.4;197.33;163.255;;0.692;36.92;23.448
7490;59.367;105.752;147.832;283.644;280.982;;-32.979;-58.743;-69.034;203.218;168.974;;1.062;38.01;23.834
7500;82.815;130.738;164.854;291.621;294.728;;-32.33;-52.517;-63.563;208.952;174.754;;0.403;38.672;23.286
7510;107.092;156.168;181.201;297.832;305.821;;-27.982;-45.821;-58.098;213.484;180.163;;-0.559;40.008;23.17
7520;132.433;182.778;198.029;301.697;315.037;;-20.781;-38.662;-52.032;216.63;184.301;;-0.989;41.572;23.063
7530;157.101;209.27;214.429;304.872;324.157;;-13.476;-32.121;-45.51;217.593;186.793;;-1.419;43.837;22.96
7540;180.869;235.999;230.811;306.502;330.383;;-6.268;-25.27;-38.643;218.345;189.754;;-1.932;45.844;22.408
7550;204.097;261.822;246.743;306.028;332.837;;1.848;-17.041;-30.749;219.721;192.388;;-2.028;47.112;21.746
7560;226.319;288.819;261.706;305.204;331.491;;9.861;-9.094;-22.044;221.606;193.567;;-1.306;47.903;21.084
7570;248.872;315.657;275.912;303.581;327.726;;18.468;-0.652;-12.27;222.703;194.912;;-0.328;48.15;21.055
7580;271.701;341.6;291.192;299.31;322.232;;26.374;8.269;-2.961;223.512;195.29;;1.305;47.928;21.185
7590;293.941;367.034;305.571;292.843;314.258;;34.232;17.166;8.05;222.84;195.39;;3.105;46.674;20.945
7600;315.926;390.858;319.116;285.061;305.065;;44.487;27.498;20.697;221.647;196.262;;4.917;46.814;21.091
7610;337.404;412.899;332.039;275.697;295.735;;57.763;37.83;32.851;218.579;197.614;;6.777;47.319;21.451
7620;358.982;434.55;344.89;263.6;287.932;;70.983;49.349;47.618;214.633;199.621;;9.419;47.745;22.25
7630;379.41;454.983;358.243;251.93;277.764;;84.332;62.229;64.017;209.207;200.887;;11.302;47.709;23.047
7640;400.046;473.927;371.095;238.663;268.939;;99.301;75.109;80.381;203.425;202.188;;13.185;47.632;24.039
7650;420.749;490.319;382.353;226.832;259.865;;114.276;88.183;97.017;196.337;203.559;;14.745;48.314;24.683
7660;440.823;504.745;393.517;213.854;250.338;;129.524;99.781;115.079;187.939;205.539;;16.641;49.741;25.343
7670;460.128;516.526;404.502;202.215;236.108;;144.978;111.378;134.415;177.982;206.172;;18.703;52.412;25.298
7680;478.273;525.87;413.807;190.83;219.927;;160.404;125.382;153.275;168.178;207.01;;20.597;54.263;25.277
7690;494.659;533.79;420.957;176.59;201.266;;174.957;140.33;173.875;159.501;205.986;;21.498;53.655;25.032
7700;509.913;539.803;426.572;161.135;182.994;;188.393;155.557;195.439;150.603;204.908;;22.463;52.337;25.254
7710;523.419;542.251;431.494;144.968;162.879;;202.017;171.211;216.851;142.844;203.919;;23.4;52.081;25.166
7720;532.724;544.041;436.116;128.095;142.13;;213.761;190.105;237.029;135.928;202.971;;24.761;52.37;24.836
7730;538.714;543.516;438.406;111.21;120.498;;221.366;207.512;256.688;128.739;200.978;;28.793;53.388;24.506
7740;542.057;539.902;437.996;95.997;100.655;;228.428;223.698;275.694;120.552;199.828;;32.088;54.419;24.897
7750;543.316;533.91;436.014;80.77;79.888;;233.823;238.837;292.436;111.943;197.125;;35.753;55.546;25.508
7760;541.706;525.545;432.353;66.495;61.058;;234.834;253.408;307.552;103.743;194.499;;38.47;54.643;26.061
7770;536.657;513.874;424.759;53.549;43.582;;233.846;267.883;321.989;94.978;191.804;;41.818;54.411;26.898
7780;530.294;498.906;413.207;40.05;26.458;;231.672;279.517;333.53;86.248;189.192;;44.335;53.19;27.284
7790;522.098;480.218;397.826;28.578;12.734;;228.857;290.612;341.589;76.895;186.214;;47.372;53.903;27.094
7800;511.27;459.094;379.812;19.164;2.858;;225.074;298.361;344.385;67.251;182.341;;50.113;54.593;26.87
7810;497.363;438.094;358.288;10.023;-4.254;;220.483;306.11;346.314;57.268;178.457;;51.89;53.801;26.294
7820;482.877;414.303;334.841;1.154;-12.006;;215.065;309.462;344.699;47.371;174.69;;53.734;51.982;25.818
7830;462.368;386.669;309.349;-5.932;-18.146;;210.055;311.342;341.912;37.592;169.668;;54.788;49.19;24.68
7840;438.44;356.741;283.345;-13.474;-24.909;;204.874;313.222;337.457;28.332;163.109;;56.102;47.701;22.753
7850;412.348;327.105;257.334;-19.855;-31.892;;196.709;310.803;329;18.953;156.695;;57.865;46.218;20.443
7860;383.556;298.01;230.888;-26.848;-39.33;;185.266;306.779;318.583;9.564;148.959;;58.835;46.415;18.132
7870;352.977;269.059;205.13;-34.363;-47.57;;174.13;301.236;305.621;0.353;138.724;;59.276;48.27;16.034
7880;322.876;240.447;179.851;-42.699;-55.243;;161.436;293.163;290.086;-8.407;128.046;;58.917;51.295;14.382
7890;292.399;212.145;155.668;-50.381;-64.756;;147.044;284.825;275.185;-17.2;116.128;;57.589;53.335;12.272
7900;262.956;184.094;131.73;-58.375;-74.206;;131.549;275.647;260.274;-25.552;103.986;;56.261;53.284;9.761
7910;233.422;155.223;107.953;-65.243;-83.961;;116.777;266.559;243.931;-32.629;90.524;;54.008;50.778;7.625
7920;203.385;127.688;83.768;-71.316;-91.477;;101.636;255.637;226.583;-39.244;77.159;;51.742;48.246;6.281
7930;173.622;101.332;59.546;-77.657;-97.236;;86.094;242.45;209.225;-46.123;62.011;;49.495;45.585;5.023
7940;144.328;74.902;36.36;-81.614;-101.808;;70.742;227.606;190.153;-52.437;48.051;;47.796;44.959;3.632
7950;116.399;49.371;14.949;-85.374;-106.393;;56.614;212.441;169.171;-58.476;34.76;;45.454;45.346;2.226
7960;88.236;25.835;-5.283;-89.396;-109.415;;42.339;196.247;148.05;-63.008;22.105;;42.532;46.299;0.789
7970;62.057;2.668;-26.225;-93.241;-112.124;;29.501;176.692;127.434;-68.226;10.503;;40.308;45.168;-0.628
7980;37.466;-21.246;-46.377;-96.473;-115.29;;20.217;156.778;107.241;-74.004;1.885;;36.72;41.686;-2.251
7990;13.96;-42.778;-64.263;-100.014;-118.495;;11.479;136.895;86.092;-78.57;-6.663;;34.621;38.457;-3.928
8000;-8.077;-62.822;-79.44;-103.33;-120.555;;4.261;117.924;65.646;-82.983;-12.95;;31.599;35.436;-6.092
8010;-27.665;-81.868;-92.963;-105.888;-121.952;;-1.12;98.953;46.914;-87.04;-19.997;;28.537;35.149;-8.266
8020;-46.073;-99.4;-103.844;-109.406;-123.189;;-7.142;80.117;27.681;-90.137;-26.574;;24.986;32.469;-10.328
8030;-64.01;-114.508;-111.17;-112.2;-124.695;;-11.411;64.014;10.186;-92.143;-35.135;;23.179;29.451;-12.39
8040;-80.234;-126.508;-115.825;-114.953;-126.586;;-14.95;47.91;-3.897;-93.007;-44.164;;21.699;24.848;-13.792
8050;-94.121;-135.326;-119.008;-117.228;-128.12;;-18.47;33.161;-13.692;-93.858;-52.571;;20.412;23.123;-14.579
8060;-104.862;-145.516;-119.706;-119.971;-129.254;;-22.24;18.421;-23.549;-93.949;-60.985;;17.457;23.835;-14.821
8070;-116.43;-153.499;-119.524;-122.345;-129.189;;-25.51;7.48;-31.072;-93.801;-68.964;;14.061;24.574;-14.999
8080;-123.797;-158.019;-118.419;-125.217;-129.112;;-28.594;-2.12;-37.388;-93.326;-75.719;;10.819;25.888;-14.858
8090;-128.64;-160.709;-116.723;-127.836;-128.012;;-32.047;-12.004;-43.556;-92.968;-80.901;;7.361;25.681;-14.804
8100;-131.611;-163.8;-115.284;-130.275;-126.72;;-35.513;-19.383;-47.997;-92.79;-87.623;;4.215;24.549;-15.181
8110;-133.006;-166.752;-113.396;-133.03;-125.359;;-39.152;-25.759;-50.479;-92.021;-94.782;;1.788;22.259;-15.614
8120;-133.566;-170.399;-112.553;-135.2;-125.317;;-43.335;-32.618;-53.127;-90.63;-100.328;;-1.208;17.141;-16.473
8130;-136.117;-174.636;-112.561;-136.808;-126.181;;-47.106;-38.8;-55.217;-89.172;-105.619;;-3.259;9.738;-18.109
8140;-139.379;-179.448;-114.339;-139.137;-127.054;;-50.898;-45.108;-57.968;-87.621;-108.953;;-5.022;1.568;-19.091
8150;-143.692;-184.268;-116.836;-141.298;-128.132;;-53.836;-52.215;-61.861;-85.799;-113.459;;-6.477;-4.961;-19.346
8160;-148.281;-188.239;-119.961;-143.509;-128.794;;-56.928;-57.994;-65.332;-84.268;-117.418;;-7.532;-9.161;-19.601
8170;-152.448;-192.448;-123.288;-146.182;-129.597;;-60.028;-62.41;-69.236;-82.266;-122.298;;-8.948;-12.24;-20.444
8180;-157.108;-196.83;-127.425;-148.457;-130.406;;-62.592;-66.825;-73.257;-79.31;-125.87;;-10.188;-15.436;-21.492
8190;-161.647;-201.557;-131.966;-150.549;-131.101;;-65.073;-70.335;-77.623;-76.903;-129.237;;-11.201;-20.203;-22.098
8200;-167.382;-205.964;-137.36;-152.517;-131.549;;-67.479;-73.43;-81.699;-75.204;-132.811;;-11.974;-25.35;-22.775
8210;-173.168;-210.698;-142.914;-153.393;-132.36;;-69.817;-76.526;-85.526;-75.357;-136.978;;-12.337;-30.368;-23.167
8220;-180.582;-215.138;-147.901;-153.194;-132.891;;-71.608;-80.152;-89.379;-74.752;-141.372;;-13.459;-33.623;-23.171
8230;-188.334;-218.207;-152.297;-153.081;-132.91;;-73.29;-83.716;-92.781;-72.283;-146.113;;-14.366;-35.364;-22.796
8240;-195.916;-221.061;-156.793;-152.53;-132.56;;-75.39;-87.28;-95.302;-69.494;-151.291;;-15.72;-36.994;-22.621
8250;-204.084;-223.475;-162.051;-152.463;-131.85;;-77.106;-90.314;-96.794;-67.494;-156.749;;-16.386;-37.839;-22.07
8260;-212.564;-224.88;-167.017;-152.526;-131.65;;-79.077;-93.297;-98.228;-65.574;-161.004;;-16.709;-40.505;-21.49
8270;-220.513;-225.812;-171.632;-152.439;-130.608;;-80.234;-96.559;-99.166;-63.834;-164.983;;-17.032;-42.175;-20.225
8280;-227.657;-226.284;-176.371;-152.639;-128.865;;-81.89;-99.953;-99.6;-62.328;-166.655;;-17.863;-45.459;-18.681
8290;-234.953;-226.109;-180.259;-152.863;-126.452;;-83.565;-103.302;-100.168;-58.037;-167.047;;-18.732;-48.226;-17.13
8300;-242.219;-225.611;-182.577;-153.102;-124.543;;-85.388;-105.899;-100.497;-53.724;-167.748;;-19.92;-53.284;-16.423
8310;-248.385;-225.059;-183.647;-153.103;-123.234;;-86.731;-108.665;-100.75;-52.142;-168.64;;-19.567;-57.702;-15.832
8320;-253.967;-224.819;-184.137;-153.033;-122.565;;-88.095;-111.782;-100.93;-51.08;-170.593;;-19.695;-61.137;-15.022
8330;-258.27;-224.386;-184.806;-152.985;-121.799;;-89.156;-115.124;-101.308;-51.388;-172.36;;-20.446;-63.908;-14.212
8340;-261.734;-223.68;-185.752;-153.003;-121.541;;-89.11;-117.927;-101.695;-51.687;-174.396;;-20.745;-66.389;-13.098
8350;-264.861;-222.674;-186.931;-152.411;-121.723;;-89.114;-120.69;-102.161;-51.905;-175.585;;-21.534;-68.292;-10.541
8360;-267.061;-221.88;-188.749;-151.57;-121.932;;-88.444;-122.832;-102.728;-51.633;-175.345;;-22.047;-70.15;-8.39
8370;-267.975;-220.92;-190.59;-150.579;-121.183;;-87.183;-124.349;-103.011;-51.601;-175.192;;-22.062;-71.112;-7.05
8380;-267.033;-219.603;-192.659;-149.36;-119.961;;-85.847;-125.866;-102.663;-51.479;-175.299;;-22.077;-70.295;-5.299
8390;-266.811;-218.041;-193.891;-148.537;-119.633;;-84.677;-126.743;-102.193;-51.866;-176.132;;-21.921;-68.612;-3.655
8400;-266.71;-216.139;-194.563;-147.594;-119.917;;-83.37;-126.703;-101.247;-52.341;-175.276;;-22.574;-67.406;-2.992
8410;-266.568;-213.817;-194.568;-146.295;-120.473;;-81.876;-126.663;-100.549;-52.575;-174.495;;-22.887;-66.499;-3.549
8420;-266.328;-211.647;-194.063;-144.774;-120.709;;-80.207;-126.399;-99.738;-53.126;-172.52;;-22.64;-66.011;-3.92
8430;-265.008;-209.77;-193.09;-143.452;-120.367;;-79.103;-126.479;-98.883;-53.756;-170.822;;-21.913;-65.566;-4.741
8440;-263.328;-207.057;-192.556;-141.673;-119.737;;-78.589;-126.999;-97.385;-54.379;-169.348;;-21.001;-65.647;-5.047
8450;-261.75;-205.097;-192.025;-140.354;-118.986;;-77.757;-127.514;-95.48;-54.443;-167.652;;-20.637;-65.742;-4.458
8460;-260.018;-203.697;-191.636;-139.197;-117.832;;-75.85;-128;-93.61;-53.623;-165.617;;-20.192;-68.218;-3.869
8470;-257.724;-202.891;-191.262;-137.69;-116.622;;-74.404;-127.503;-91.298;-52.703;-163.163;;-20.259;-68.572;-3.314
8480;-255.312;-201.622;-189.873;-135.666;-115.189;;-72.141;-126.428;-89.247;-51.657;-160.661;;-20.134;-69.177;-3.652
8490;-252.555;-200.859;-188.517;-133.697;-113.753;;-69.992;-125.756;-87.651;-50.77;-157.851;;-19.008;-68.408;-4.339
8500;-248.732;-200.739;-187.063;-131.822;-111.771;;-67.647;-125.299;-85.501;-48.863;-154.738;;-18.335;-68.916;-5.088
8510;-245.348;-200.953;-185.745;-129.748;-109.298;;-65.792;-125.35;-83.182;-47.793;-151.011;;-19.084;-69.292;-6.219
8520;-242.217;-200.429;-184.145;-127.526;-107.257;;-64.153;-125.441;-81.232;-46.618;-146.777;;-20.152;-68.403;-8.068
8530;-239.015;-199.526;-182.048;-123.721;-105.418;;-63.088;-125.079;-79.93;-45.083;-142.629;;-21.499;-63.783;-10.114
8540;-235.662;-199.141;-180.257;-120.04;-103.55;;-61.691;-124.168;-78.211;-46.621;-138.988;;-23.262;-59.16;-12.054
8550;-232.462;-199.061;-179.047;-116.051;-102.083;;-61.015;-123.258;-76.194;-48.55;-135.484;;-24.618;-54.567;-13.273
8560;-229.517;-198.657;-177.825;-112.69;-100.077;;-60.228;-121.783;-74.643;-48.721;-132.257;;-25.527;-54.239;-14.419
8570;-225.506;-197.419;-176.043;-109.692;-97.829;;-59.411;-120.047;-73.221;-47.8;-129.309;;-25.651;-54.326;-15.821
8580;-221.593;-195.215;-173.981;-106.492;-94.741;;-59.919;-118.31;-72.491;-45.941;-126.906;;-24.869;-52.775;-17.217
8590;-217.873;-193.16;-172.621;-102.658;-91.668;;-60.779;-116.891;-71.597;-44.546;-124.359;;-24.549;-50.532;-18.726
8600;-214.432;-191.952;-171.354;-99.657;-86.921;;-62.13;-115.33;-71.491;-43.361;-120.959;;-23.946;-48.75;-21.578
8610;-211.542;-191.175;-169.928;-97.043;-82.666;;-63.764;-113.768;-71.588;-42.401;-117.01;;-23.434;-45.968;-24.581
8620;-209.683;-190.226;-168.6;-93.502;-78.774;;-65.109;-112.134;-71.625;-41.183;-112.757;;-22.978;-43.234;-26.954
8630;-207.577;-188.949;-167.505;-88.018;-74.332;;-66.948;-111.607;-71.999;-39.561;-107.108;;-23.174;-40.979;-29.328
8640;-204.73;-187.943;-167.161;-82.039;-68.781;;-69.043;-110.84;-73.206;-37.392;-101.623;;-23.37;-39.897;-31.737
8650;-201.574;-187.83;-167.359;-76.952;-63.629;;-70.902;-110.192;-75.226;-35.07;-96.742;;-22.873;-39.126;-34.261
8660;-199.156;-187.385;-168.028;-71.857;-58.592;;-72.725;-108.891;-77.086;-32.753;-92.48;;-21.847;-38.134;-35.881
8670;-195.943;-186.844;-169.13;-66.371;-52.814;;-74.294;-108.326;-79.265;-30.669;-88.705;;-21.054;-36.85;-36.942
8680;-193.538;-185.295;-169.764;-58.974;-47.476;;-75.168;-107.166;-81.512;-29.065;-84.248;;-20.818;-35.981;-37.665
8690;-191.706;-183.279;-169.232;-51.966;-42.578;;-75.524;-106.032;-83.822;-27.474;-80.081;;-21.6;-34.359;-39.088
8700;-190.459;-180.539;-168.604;-44.521;-36.768;;-75.317;-105.459;-85.931;-24.745;-74.91;;-21.851;-32.783;-40.774
8710;-187.383;-176.76;-167.676;-36.411;-30.524;;-75.796;-105.374;-88.378;-21.204;-71.23;;-21.966;-27.916;-41.823
8720;-183.771;-171.941;-165.84;-28.623;-23.937;;-75.943;-104.568;-90.163;-17.986;-68.021;;-21.214;-24.356;-42.997
8730;-179.168;-167.633;-163.917;-22.066;-15.345;;-76.721;-103.389;-91.196;-15.068;-64.852;;-20.545;-20.52;-43.306
8740;-173.924;-162.622;-160.927;-13.134;-4.607;;-76.777;-101.225;-91.926;-12.196;-61.343;;-20.419;-19.032;-42.956
8750;-168.586;-156.132;-157.117;-4.217;6.411;;-77.004;-99.061;-92.698;-8.979;-57.659;;-20.734;-18.786;-42.099
8760;-161.699;-151.092;-151.981;5.326;16.986;;-76.611;-98.083;-93.19;-5.283;-53.644;;-20.102;-19.199;-41.243
8770;-153.662;-146.568;-146.807;17.52;27.863;;-76.657;-95.81;-93.28;-1.739;-48.33;;-19.277;-19.69;-41.047
8780;-145.268;-141.832;-141.23;28.388;38.021;;-76.709;-93.537;-92.55;1.401;-42.343;;-18.679;-20.6;-40.774
8790;-137.113;-136.44;-135.178;41.524;48.342;;-77.581;-91.132;-91.777;5.046;-36.243;;-17.92;-20.692;-40.207
8800;-128.59;-130.65;-129.014;55.218;58.863;;-77.655;-88.828;-91.713;9.97;-29.21;;-17.317;-21.996;-38.822
8810;-118.479;-125.012;-123.338;69.643;71.698;;-77.592;-87.003;-91.557;15.459;-21.314;;-16.589;-20.886;-37.492
8820;-108.537;-119.233;-118;84.49;84.157;;-77.87;-85.23;-91.218;20.499;-12.76;;-15.757;-19.407;-35.483
8830;-97.697;-113.153;-112.588;100.29;97.29;;-77.759;-83.223;-90.366;24.519;-4.13;;-15.461;-18.75;-32.967
8840;-85.353;-107.263;-105.935;115.648;110.171;;-77.523;-81.417;-90.105;27.978;4.898;;-16.281;-17.77;-30.327
8850;-72.098;-100.102;-98.748;132.364;121.84;;-76.829;-79.908;-89.343;31.41;13.703;;-16.189;-15.236;-27.462
8860;-58.709;-92.257;-91.512;149.236;135.292;;-75.963;-77.683;-88.372;34.597;21.52;;-15.583;-13.091;-23.95
8870;-44.114;-83.291;-84.646;165.05;148.662;;-75.097;-75.41;-87.757;38.04;29.388;;-14.763;-12.556;-19.855
8880;-28.766;-73.806;-76.603;179.879;160.912;;-73.061;-71.556;-87.708;40.803;36.11;;-12.88;-11.819;-15.623
8890;-12.75;-63.782;-67.552;196.632;172.072;;-69.686;-67.502;-87.488;43.343;42.923;;-11.004;-10.404;-11.545
8900;4.629;-52.721;-58.994;214.36;186.532;;-66.331;-63.647;-86.886;45.804;49.797;;-9.168;-7.855;-6.294
8910;22.612;-40.433;-49.865;230.437;201.426;;-62.048;-59.491;-86.41;48.094;57.046;;-8.211;-6.48;-0.448
8920;40.961;-27.196;-39.426;245.532;215.503;;-57.655;-53.295;-85.337;51.092;64.717;;-7.019;-5.337;4.188
8930;59.737;-13.803;-27.407;258.64;229.435;;-53.207;-47.528;-84.545;54.139;71.324;;-5.567;-2.768;8.837
8940;78.823;0.705;-14.818;272.058;244.419;;-48.89;-40.081;-83.572;57.963;78.828;;-3.542;1.738;13.046
8950;99.032;17.019;-1.103;283.434;258.324;;-44.222;-32.634;-81.77;61.526;86.019;;-1.057;6.252;17.47
8960;117.13;34.687;13.473;294.097;270.19;;-39.404;-24.324;-79.75;64.261;93.863;;1.662;10.063;21.932
8970;134.495;53.524;28.114;303.079;280.207;;-35.56;-18.417;-77.959;66.841;103.859;;4.771;11.823;26.901
8980;151.626;73.148;43.047;311.211;287.103;;-31.211;-12.509;-76.64;68.814;113.789;;7.601;13.483;31.814
8990;169.745;92.996;59.081;316.968;291.819;;-27.087;-8.604;-74.69;70.073;122.61;;9.724;15.546;36.396
9000;186.886;112.884;75.928;320.763;293.935;;-21.67;-4.215;-72.211;70.138;130.39;;11.634;20.749;40.109
9010;204.633;135.308;92.466;321.786;294.851;;-17.465;1.374;-69.543;69.881;138.429;;13.425;26.364;43.88
9020;222.065;157.743;109.57;320.13;295.52;;-12.99;6.128;-66.654;68.855;144.792;;15.313;31.604;48.177
9030;238.648;179.32;126.731;316.767;295.11;;-7.895;12.175;-63.378;67.926;149.881;;18.425;36.051;53.393
9040;254.726;200.019;143.501;309.614;294.221;;0.407;17.898;-60.084;66.25;154.168;;21.978;40.873;58.651
9050;270.626;221.643;161.003;302.055;293.291;;8.56;25.975;-55.705;63.575;157.989;;25.764;47.062;61.977
9060;285.102;243.833;179.575;294.313;288.56;;18.252;35.788;-51.077;60.695;163.363;;28.641;52.019;65.302
9070;299.201;265.775;198.69;285.753;283.828;;29.419;45.556;-46.53;57.909;168.356;;30.799;55.985;67.217
9080;312.474;286.832;217.363;276.247;276.975;;40.596;55.93;-40.246;56.55;173.63;;32.817;59.497;68.87
9090;324.517;307.964;235.382;266.269;270.415;;51.433;67.023;-32.495;56.12;176.87;;35.687;65.01;70.974
9100;333.41;328.143;253.094;255.843;261.345;;60.412;77.964;-24.177;55.982;179.76;;37.443;69.84;73.368
9110;342.619;347.705;270.934;245.123;250.394;;68.719;88.463;-15.964;56.266;181.257;;38.492;73.818;75.778
9120;352.023;366.128;289.008;234.505;239.727;;79.099;98.963;-5.919;56.164;182.68;;39.302;76.786;77.983
9130;360.65;383.599;305.152;221.421;228.239;;91.087;109.601;6.684;55.972;184.659;;39.571;78.735;79.858
9140;367.81;399.651;319.491;206.392;215.313;;102.276;119.829;19.186;56.822;186.852;;39.792;81.72;81.634
9150;373.277;414.046;333.643;188.879;199.829;;114.85;130.057;33.192;57.552;189.115;;40.284;84.862;82.567
9160;378.721;426.535;346.182;170.285;182.674;;126.367;139.779;49.239;58.128;191.91;;40.897;90.501;82.939
9170;383.841;437.437;357.375;152.559;165.608;;137.737;149.223;64.812;57.236;194.545;;41.724;96.643;84.218
