timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
900;-395.64;-120.88;-399.303;-363.201;-299;-431.142;-238.489;-226.054;-232.621;-276.23;-250.524;-211.364;-265.75;-299.737;-180.519
910;-374.57;-113.537;-385.357;-356.467;-281.846;-412.917;-231.305;-219.22;-228.288;-267.51;-243.056;-206.22;-244.627;-277.888;-167.481
920;-351.373;-110.733;-376.08;-350.427;-267.227;-398.053;-224.96;-213.48;-225;-259.4;-235.613;-201.827;-225.2;-258.693;-154.613
930;-326.766;-108.908;-367.796;-345.105;-254.566;-385.845;-219.428;-208.474;-221.842;-252.355;-229.069;-197.74;-207.03;-239.961;-141.885
940;-305.086;-107.604;-362.032;-339.043;-243.203;-375.264;-213.61;-202.889;-218.432;-245.193;-222.972;-193.367;-191.218;-221.266;-130.422
950;-283.15;-106.714;-355.867;-332.645;-232.833;-366.547;-208.444;-197.923;-215.321;-238.714;-217.201;-189.397;-176.897;-203.667;-117.415
960;-262.502;-107.532;-347.432;-326.079;-223.859;-359.372;-203.176;-191.753;-211.811;-232.351;-211.578;-185.803;-164.043;-187.671;-103.635
970;-242.987;-109.475;-339.525;-318.2;-215.925;-352.45;-198.425;-186.175;-208.663;-226.538;-206.262;-182.563;-152.688;-173.3;-92.588
980;-225.228;-111.605;-329.921;-311.086;-208.591;-345.467;-193.407;-180.028;-205.347;-220.901;-201.25;-179.683;-143.326;-159.349;-82.402
990;-209.102;-113.854;-319.553;-300.931;-201.855;-339.228;-188.823;-174.408;-202.099;-214.984;-196.331;-176.824;-134.706;-145.502;-74.845
1000;-196.291;-115.589;-308.435;-288.283;-194.996;-333.294;-183.476;-167.815;-199.212;-209.633;-191.266;-173.502;-127.56;-132.66;-67.844
1010;-185.78;-116.548;-298.089;-275.22;-187.101;-327.887;-178.536;-161.738;-196.393;-204.232;-186.625;-170.494;-121.357;-120.167;-61.036
1020;-176.08;-116.459;-286.36;-262.336;-178.798;-321.965;-172.511;-154.894;-193.904;-199.351;-182.188;-167.136;-115.016;-107.859;-54.247
1030;-141.392;-97.295;-255.974;-229.072;-144.318;-296.658;-157.267;-138.323;-183.915;-182.35;-166.843;-153.548;-81.718;-70.428;-21.489
1040;-105.805;-78.034;-225.629;-193.654;-109.139;-271.072;-139.725;-121.072;-172.38;-165.277;-151.184;-139.866;-47.506;-33.085;10.841
1050;-75.255;-63.279;-201.899;-163.526;-82.876;-244.672;-126.326;-108.474;-164.092;-152.282;-138.983;-130.191;-20.609;-3.887;31.376
1060;-51.815;-57.324;-182.792;-138.547;-63.786;-218.495;-110.679;-94.633;-153.458;-138.266;-126.8;-120.1;-1.7;19.332;41.645
1070;-29.067;-57.576;-163.222;-119.164;-49.002;-195.478;-97.338;-83.209;-145.024;-127.558;-116.984;-112.258;11.633;38.107;51.264
1080;-12.93;-60.305;-144.95;-101.836;-38.571;-176.883;-82.553;-70.143;-135.082;-115.059;-107.219;-105.388;25.078;56.904;55.445
1090;0.57;-62.948;-126.007;-86.436;-28.999;-157.853;-69.431;-58.859;-126.729;-104.418;-98.579;-98.397;35.471;72.988;56.926
1100;11.63;-66.308;-106.003;-73.208;-21.571;-140.878;-55.243;-46.502;-117.349;-93.472;-91.341;-92.9;44.436;88.393;59.96
1110;23.483;-70.194;-85.24;-59.714;-15.901;-125.87;-42.917;-35.366;-108.964;-82.359;-84.021;-88.309;51.471;103.073;63.417
1120;34.371;-72.335;-65.846;-46.937;-8.354;-112.895;-29.234;-23.909;-99.472;-71.583;-76.869;-83.735;59.027;117.678;66.674
1130;43.866;-73.301;-48.452;-32.508;-0.483;-99.963;-16.616;-13.549;-90.56;-60.467;-69.653;-79.003;65.43;129.964;70.435
1140;53.509;-74.192;-33.031;-16.656;8.012;-86.602;-2.506;-1.904;-81.1;-49.975;-60.767;-74.162;70.352;139.82;75.529
1150;63.724;-75.556;-17.276;-0.299;15.177;-73.969;11.496;9.606;-71.024;-37.747;-52.388;-68.218;75.174;149.39;82.011
1160;72.713;-76.94;-1.317;16.102;21.977;-62.555;26.711;23.291;-60.008;-26.162;-41.956;-61.029;80.32;159.643;88.194
1170;79.06;-77.91;16.42;33.16;29.29;-51.22;41.78;37.08;-48.59;-13.16;-30.54;-53.83;85.41;169.47;94.44
1180;83.464;-79.267;34.492;49.615;37.046;-39.348;57.035;52.021;-35.154;-0.29;-19.019;-46.049;90.243;178.331;101.328
1190;87.982;-80.562;53.74;64.975;44.97;-27.351;71.708;66.265;-21.885;12.559;-6.235;-37.85;95.104;185.567;109.368
