timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
600;-233.48;-351.675;-247.749;-296.44;-338.617;-345.402;-415.686;-363.828;-363.786;-126.68;-216.073;-232.142;-192.052;-82.23;-192.83
610;-231.649;-349.193;-242.963;-268.57;-312.61;-321.954;-403.994;-350.948;-348.629;-107.699;-191.125;-206.907;-177.201;-77.083;-176.481
620;-230.493;-347.04;-239.947;-244.053;-287.76;-298.413;-394.24;-337.787;-335.56;-91.267;-168.827;-185.027;-163.56;-73.893;-162.12
630;-232.724;-344.566;-237.635;-221.901;-265.737;-277.717;-382.717;-326.365;-321.023;-76.178;-149.497;-163.743;-151.717;-71.145;-149.628
640;-235.523;-341.795;-238.73;-202.295;-242.228;-255.186;-372.874;-313.735;-308.23;-64.123;-132.439;-144.995;-140.886;-68.724;-138.553
650;-237.38;-339.769;-239.761;-183.175;-221.128;-234.966;-364.419;-302.551;-294.94;-53.286;-117.692;-130.367;-130.906;-66.987;-128.799
660;-239.392;-338.405;-241.626;-165.501;-199.305;-212.95;-354.93;-291.754;-283.081;-46.073;-104.606;-117.364;-122.082;-65.483;-120.115
670;-241.3;-338.037;-243.25;-146.563;-179.475;-191.075;-346.625;-282.1;-270.362;-39.563;-92.175;-105.737;-113.713;-64.2;-112.012
680;-242.508;-336.582;-244.605;-129.018;-160.407;-171.136;-337.898;-273.074;-258.891;-35.388;-82.469;-94.908;-105.707;-62.922;-103.928
690;-242.534;-335.173;-245.414;-112.859;-142.889;-151.919;-330.14;-264.957;-247.429;-31.589;-73.766;-85.055;-98.471;-61.797;-96.419
700;-244.483;-333.697;-246.501;-97.685;-126.311;-134.309;-323.218;-257.626;-237.039;-26.813;-67.531;-76.289;-91.36;-59.849;-89.476
710;-246.702;-333.149;-248.161;-81.333;-110.893;-115.786;-317.19;-249.637;-227.071;-23.286;-62.792;-67.97;-84.815;-58.101;-82.857
720;-249.816;-333.299;-250.047;-65.984;-96.056;-98.638;-311.798;-242.355;-217.988;-20.304;-58.304;-62.786;-78.861;-55.52;-76.694
730;-242.324;-323.029;-239.511;-32.825;-62.41;-59.828;-297.118;-226.246;-201.362;8.427;-23.705;-29.228;-56.036;-50.556;-58.083
740;-233.815;-312.66;-230.24;0.228;-27.614;-19.462;-282.378;-210.106;-184.718;37.285;11.182;0.973;-33.449;-45.574;-39.59
750;-228.731;-304.745;-227.289;30.132;5.585;14.497;-267.579;-194.858;-166.13;51.709;39.698;31.585;-12.686;-40.507;-21.141
760;-226.811;-297.654;-228.329;59.88;40.781;48.894;-251.702;-178.502;-145.81;66.133;55.558;48.311;0.567;-35.806;-2.892
770;-225.698;-290.476;-233.789;89.887;72.171;83.184;-235.778;-161.329;-123.758;68.789;70.851;65.031;13.636;-31.089;15.313
780;-224.133;-283.216;-238.426;115.8;104.927;117.586;-220.497;-144.741;-101.693;71.444;77.161;68.057;20.314;-26.876;26.24
790;-224.114;-277.86;-243.566;141.856;130.624;145.954;-205.183;-128.138;-79.243;70.415;83.496;71.078;26.883;-22.047;33.53
800;-225.846;-274.252;-246.617;164.097;156.443;171.402;-189.837;-114.825;-56.905;70.748;85.139;72.445;30.479;-17.203;39.148
810;-227.957;-269.692;-250.2;185.044;176.728;195.301;-177.994;-101.501;-34.638;70.166;84.341;73.78;32.234;-15.031;44.636
