timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
1080;-202.174;-396.033;-103.706;-243.158;-230.023;-256.198;-201.055;-199.23;-202.652;-368.258;-251.932;-397.992;-351.988;-220.565;-171.366
1090;-207.747;-394.403;-79.573;-226.573;-221.286;-242.633;-197.579;-198.042;-198.763;-356.299;-248.301;-382.276;-330.909;-200.649;-158.71
1100;-213.267;-392.533;-58.387;-213.027;-213.213;-232.827;-193.56;-196.813;-195.413;-343.067;-247.173;-366.533;-312.853;-182.32;-144.68
1110;-218.868;-390.082;-39.872;-200.944;-205.891;-224.974;-189.829;-196.266;-192.516;-330.204;-246.928;-351.016;-294.684;-166.888;-133.039
1120;-225.134;-387.18;-23.298;-191.706;-198.802;-212.681;-185.684;-196.435;-189.212;-318.435;-246.752;-337.369;-277.231;-152.913;-124.914
1130;-231.718;-384.218;-8.812;-183.299;-190.692;-201.594;-180.915;-196.936;-184.235;-304.35;-245.457;-325.547;-261.115;-137.5;-115.97
1140;-237.903;-381.075;3.586;-174.452;-179.149;-192.054;-175.237;-196.768;-179.842;-291.722;-243.286;-313.244;-246.582;-122.09;-110.758
1150;-243.913;-377.787;16.5;-166.188;-166.625;-180.688;-170.35;-195.7;-174.125;-276.9;-241.013;-299.288;-233.425;-107.762;-106.037
1160;-247.984;-373.557;28.296;-153.741;-154.97;-169.614;-166.206;-194.411;-167.273;-263.718;-238.028;-285.298;-221.649;-94.61;-101.175
1170;-253.437;-369.198;38.24;-138.848;-144.885;-159.379;-162.761;-192.336;-163.16;-251.441;-235.295;-272.358;-210.367;-83.818;-91.081
1180;-259.634;-364.167;47.699;-123.476;-135.105;-150.54;-157.716;-190;-159.99;-239.726;-232.107;-260.087;-200.045;-74.25;-78.794
1190;-264.53;-358.863;56.804;-109.256;-124.821;-141.458;-153.262;-187.905;-157.286;-228.286;-228.982;-245.649;-190.756;-64.685;-68.53
1200;-269.489;-353.892;65.115;-94.414;-115.179;-131.871;-149.052;-185.682;-155.619;-217.885;-225.466;-230.132;-181.835;-55.727;-60.334
1210;-270.319;-342.335;96.653;-69.287;-96.156;-110.513;-137.159;-179.999;-146.845;-194.389;-210.446;-208.377;-158.039;-14.908;-22.063
1220;-270.426;-330.904;128.226;-43.657;-76.35;-88.742;-124.95;-173.79;-137.117;-170.067;-195.422;-187.462;-133.512;26.263;15.4
1230;-270.852;-318.681;156.901;-19.094;-56.303;-69.004;-114.359;-167.438;-129.77;-147.845;-183.346;-164.465;-109.126;51.806;38.326
1240;-271.026;-306.516;183.001;3.727;-38.88;-51.758;-106.01;-162.204;-124.063;-127.48;-174.636;-139.067;-84.695;73.893;52.71
1250;-271.691;-294.8;204.42;27.431;-20.709;-37.087;-99.842;-157.024;-120.367;-108.853;-169.182;-113.891;-60.447;91.309;63.502
1260;-271.846;-283.812;218.695;48.209;-3.678;-22.629;-95.033;-152.651;-115.68;-89.939;-163.453;-90.496;-38.307;103.822;66.071
1270;-271.712;-272.655;226.072;70.143;11.76;-6.987;-89.97;-148.597;-109.883;-70.237;-157.729;-66.927;-22.115;112.995;66.322
1280;-270.978;-261.523;229.573;91.796;28.788;11.361;-85.034;-144.283;-104.52;-51.439;-149.209;-48.24;-5.351;121.009;65.963
1290;-269.908;-251.121;232.984;113.006;46.894;28.383;-81.371;-139.906;-96.72;-32.853;-138.345;-31.6;7.832;127.594;62.55
1300;-268.423;-239.558;233.876;132.754;64.196;45.859;-78.564;-135.859;-90.259;-14.653;-126.139;-22.709;19.524;133.636;62.164
1310;-266.198;-228.926;236.133;153.679;81.307;62.865;-76.603;-132.412;-81.28;2.11;-116.139;-21.982;29.997;139.2;65.56
1320;-261.55;-217.4;238.8;174.015;97.964;80.131;-74.648;-129.842;-71.777;17.081;-106.135;-20.919;38.988;144.557;70.443
1330;-255.864;-204.696;242.722;193.477;115.268;94.834;-72.343;-125.542;-61.451;33.012;-95.36;-21.027;46.519;148.209;73.785
1340;-250.68;-192.549;244.73;208.944;131.969;110.347;-68.839;-119.135;-52.805;48.248;-81.572;-21.794;51.89;152.378;75.477
1350;-246.32;-180.8;244.95;224.91;148.47;127.25;-66.1;-112.6;-45.15;61.27;-66.55;-25.62;56.35;155.16;72.9
1360;-241.23;-168.367;244.542;240.259;165.63;143.937;-63.626;-105.889;-36.674;74.087;-51.212;-28.474;59.498;156.67;68.647
1370;-234.026;-156.06;243.364;256.981;182.72;157.387;-61.167;-100.082;-30.785;86.115;-35.846;-31.7;61.116;159.151;65.522
1380;-226.088;-142.8;243.391;270.996;196.933;167.84;-58.675;-93.727;-24.831;96.928;-22.127;-31.868;62.35;159.824;63.518
1390;-218.202;-127.939;243.922;280.397;208.141;179.822;-56.751;-85.744;-17.442;106.107;-7.377;-31.538;63.708;159.798;63.923
1400;-210.24;-113.126;242.928;288.573;218.164;191.621;-54.472;-77.173;-8.234;111.356;7.478;-33.634;65.08;160.381;65.415
1410;-203.831;-96.567;241.249;292.693;228.402;202.872;-50.594;-68.879;-0.334;117.641;21.125;-38.036;65.975;161.652;66.205
1420;-195.776;-78.188;242.593;293.695;238.124;214.945;-45.946;-61.512;10.008;123.692;34.788;-42.372;66.28;164.536;60.859
1430;-186.566;-59.208;245.252;292.072;247.524;228.343;-41.671;-52.197;21.45;132.076;48.486;-47.553;66.581;167.623;51.209
1440;-178.255;-39.649;245.778;290.351;253.581;239.898;-35.98;-41.189;33.203;140.812;62.603;-52.347;67.69;170.177;42.174
1450;-169.28;-19.809;244.925;287.044;256.765;250.424;-30.193;-30.58;46.104;149.116;75.269;-55.133;69.473;171.729;34.462
1460;-159.049;0.89;245.008;282.057;257.618;258.347;-24.442;-20.384;59.91;156.876;86.614;-52.356;69.924;171.2;27.189
1470;-150.047;22.82;244.255;274.303;257.531;265.188;-19.316;-11.478;71.772;162.611;97.978;-48.991;69.148;170.513;21.967
1480;-141.488;45.814;241.703;266.253;254.749;270.195;-13.003;-1.881;83.413;167.289;109.863;-46.039;67.712;170.581;17.957
1490;-131.329;69.766;237.811;256.36;251.822;273.584;-3.955;8.248;94.27;171.029;122.078;-45.321;66.056;169.617;14.471
1500;-120.115;94.497;232.715;244.256;248.063;277.089;5.584;18.108;105.795;174.383;132.974;-45.052;64.096;168.003;11.485
1510;-108.294;119.214;228.38;230.174;241.809;276.03;17.92;29.747;116.176;175.499;142.778;-40.667;62.503;165.634;8.903
1520;-96.631;144.013;226.661;214.56;234.021;270.761;30.339;43.415;125.61;175.119;152.612;-36.343;61.427;161.92;6.915
1530;-83.413;167.655;224.841;198.096;224.522;263.032;43.381;58.333;134.19;173.778;160.906;-27.516;59.957;158.997;5.737
1540;-70.115;192.714;221.866;182.955;213.848;255.466;53.768;72.578;139.567;172.094;165.611;-19.056;58.493;155.122;5.94
1550;-57.01;217.638;217.063;168.285;203.457;245.663;64.097;86.99;146.122;169.757;165.693;-7.713;56.257;151.422;7.172
1560;-43.903;243.813;210.323;151.812;191.334;235.737;75.466;103.102;150.974;166.819;165.577;4.48;53.917;149.022;8.77
1570;-31.555;269.87;203.456;135.053;178.664;224.069;88.582;120.668;154.524;163.414;165.477;16.971;51.477;146.997;9.716
1580;-19.469;294.683;194.831;119.108;165.32;212.825;100.252;136.856;157.292;158.102;163.939;28.45;50.556;144.885;11.523
1590;-7.317;319.219;186.039;103.277;154.021;200.652;111.709;150.722;158.68;152.923;160.824;42.408;51.49;143.349;15.16
1600;5.856;343.6;178.92;87.576;143.512;188.608;125.584;163.848;161.448;147.464;156.88;57.016;52.704;142.432;21.432
1610;18.091;366.897;170.396;72.06;130.54;177.351;139.941;177.979;166.572;140.34;151.437;68.912;53.341;142.096;30.066
1620;30.33;390.689;160.277;55.899;117.642;165.962;152.405;193.244;173.677;134.814;146.019;80.841;54.116;140.596;39.512
1630;42.52;413.598;146.786;42.612;106.138;156.776;163.431;207.995;179.916;130.32;140.867;90.843;54.703;138.681;46.794
1640;55.614;434.289;133.807;33.527;94.68;146.979;173.982;219.264;183.178;125.685;134.289;101.778;56.556;136.92;53.534
1650;71.062;454.708;121.266;25.668;83.074;135.042;184.88;229.037;182.783;122.625;126.757;114.28;59.906;134.451;57.891
1660;89.038;472.864;108.286;16.725;70.874;123.496;193.534;238.863;183.206;115.176;119.077;127.761;60.81;130.474;60.731
1670;109.752;486.998;93.002;7.659;59.876;109.95;199.776;249.13;183.032;106.835;111.422;141.514;62.315;124.357;64.109
1680;133.18;498.308;76.488;-1.445;48.066;95.07;203.815;256.103;181.5;97.167;103.833;155.615;63.52;118.593;69.703
1690;157.293;508.426;62.329;-10.539;37.339;81.325;206.729;259.421;178.233;86.469;96.262;167.91;64.905;112.534;75.611
1700;183.107;517.124;50.526;-20.036;29.351;67.898;209.44;261.305;174.819;78.84;87.698;176.132;65.323;107.535;81.83
1710;208.704;522.172;40.058;-27.875;21.966;56.566;210.925;263.972;168.915;71.301;79.712;182.228;66.931;103.431;87.499
1720;235.26;523.08;30.937;-35.046;13.06;44.132;210.639;267.728;163.839;65.302;71.745;188.144;68.328;98.479;91.778
1730;262.05;520.801;21.649;-42.651;4.76;32.551;208.096;271.388;155.805;58.977;62.448;193.996;69.522;91.59;94.159
1740;287.45;515.836;12.417;-50.252;-4.455;18.967;203.623;271.073;148.717;52.239;50.244;194.111;70.558;85.408;95.545
1750;311.266;508.86;3.6;-57.293;-13.979;4.373;198.999;267.716;143.149;44.606;37.054;193.894;72.217;78.291;97.306
1760;334.346;498.651;-5.494;-62.886;-22.846;-5.503;192.471;263.402;137.794;38.702;23.365;193.969;74.475;71.158;98.754
1770;356.942;487.12;-15.146;-68.271;-30.308;-12.06;185.734;255.618;131.254;34.469;9.696;192.912;76.506;63.652;98.654
1780;377.324;474.236;-25.436;-73.128;-38.892;-18.735;176.687;246.58;125.863;29.799;-3.359;191.911;78.296;55.694;96.7
1790;396.287;459.636;-35.327;-79.339;-47.74;-26.202;170.753;237.775;121.175;22.812;-12.796;189.876;79.281;47.44;92.967
1800;415.759;442.741;-43.159;-86.309;-56.912;-32.605;164.03;227.985;115.109;16.295;-18.281;184.866;79.102;39.265;87.996
1810;432.16;422.185;-52.804;-95.673;-66.772;-41.636;155.286;215.388;106.229;7.102;-26.185;179.233;74.906;25.385;76.679
