timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
710;-255.635;-266.944;-220.436;-267.688;-354.282;-318.552;-58.409;-26.749;-155.994;-12.398;-38.95;-61.488;-228.458;-320.031;-120.506
720;-244.795;-260.923;-213.245;-266.888;-355.224;-314.78;-54.616;-24.952;-154.207;-13.515;-34.378;-57.857;-227.062;-305.405;-116.496
730;-235.467;-253.493;-202.747;-260.733;-354.52;-305.08;-51.413;-23.427;-152.8;-14.12;-32.08;-55.96;-226.173;-291.56;-112.387
740;-226.362;-246.615;-187.625;-253.484;-352.345;-294.549;-48.688;-24.773;-151.697;-12.964;-30.151;-54.253;-226.513;-276.845;-108.671
750;-216.931;-238.477;-174.049;-244.589;-350.543;-282.081;-48.188;-25.944;-149.55;-11.889;-29.995;-49.732;-227.024;-263.747;-105.14
760;-208.654;-229.936;-159.346;-236.154;-346.577;-270.517;-47.808;-27.282;-147.697;-11.026;-29.842;-45.859;-228.359;-248.538;-101.979
770;-200.101;-222.159;-146.004;-226.718;-340.921;-260.684;-47.526;-28.472;-147.028;-9.693;-30.093;-42.327;-229.354;-234.812;-98.005
780;-191.375;-212.25;-132.813;-217.6;-335.888;-252.563;-46.25;-29.512;-146.487;-8.463;-30.212;-40.262;-230.437;-223.3;-94.125
790;-183.18;-203.173;-118.989;-208.695;-328.462;-244.776;-45.175;-29.446;-146.055;-7.457;-30.097;-38.33;-230.915;-212.041;-90.303
800;-175.024;-193.377;-106.256;-199.327;-318.764;-237.348;-45.334;-28.94;-145.252;-5.753;-29.803;-35.258;-231.537;-201.693;-86.991
810;-166.209;-185.249;-93.357;-190.826;-309.905;-231.597;-45.553;-28.009;-144.56;-4.181;-27.235;-32.274;-231.211;-188.779;-84.467
820;-158.095;-176.845;-81.417;-183.161;-301.327;-226.101;-45.821;-27.375;-143.792;-2.726;-24.774;-28.601;-229.78;-176.851;-82.25
830;-148.624;-166.049;-69.736;-174.588;-294.12;-220.744;-46.887;-27.136;-143.104;-1.214;-22.873;-25.193;-228.605;-165.278;-80.268
840;-126.987;-150.812;-47.473;-157.621;-281.633;-205.422;-45.427;-24.597;-139.1;2.093;-18.915;-15.454;-223.361;-136.496;-67.47
850;-103.645;-132.003;-25.266;-140.636;-267.584;-189.688;-42.854;-21.595;-134.287;5.072;-15.489;-5.719;-217.088;-107.743;-54.733
860;-83.062;-113.477;-5.816;-125.062;-253.356;-176.229;-40.261;-18.507;-129.473;7.174;-13.155;-0.557;-212.242;-84.024;-47.311
870;-62.27;-92.974;13.581;-113.357;-239.86;-163.465;-38.93;-16.117;-125.684;9.038;-9.793;3.654;-205.624;-60.333;-39.782
880;-44.298;-73.267;30.164;-101.476;-226.096;-150.227;-37.067;-13.744;-121.898;10.56;-7.716;7.547;-199.753;-41.333;-38.127
890;-27.466;-53.586;44.516;-91.522;-209.674;-137.983;-35.191;-11.911;-119.315;13.691;-4.87;11.413;-193.339;-22.858;-36.112
900;-10.923;-36.831;58.813;-81.703;-193.807;-120.446;-35.103;-10.088;-116.827;12.537;-2.451;15.628;-186.105;-4.412;-35.388
910;2.81;-19.913;70.665;-74.431;-175.347;-100.098;-35.429;-8.989;-114.344;11.388;-1.096;19.446;-178.896;12.147;-35.065
920;16.499;-4.912;82.466;-66.27;-154.647;-81.689;-34.385;-7.899;-112.829;9.963;-0.021;23.282;-169.393;28.677;-34.621
930;30.173;11.08;94.154;-55.922;-134.707;-64.621;-33.472;-7.629;-111.318;11.949;0.901;26.792;-160.309;42.189;-33.617
940;43.44;25.554;104.775;-46.2;-116.549;-45.68;-32.544;-7.373;-108.171;13.934;0.429;31.603;-151.055;55.413;-33.079
950;57.929;40.088;115.341;-35.155;-98.063;-25.865;-32.643;-5.847;-105.32;13.956;1.405;36.597;-142.551;68.608;-33.024
960;71.073;52.542;126.084;-24.962;-79.106;-4.876;-33.749;-3.654;-102.472;14.806;2.011;41.46;-134.378;82.228;-33.102
970;82.265;66.637;136.774;-12.27;-61.163;16.081;-36.242;-1.415;-98.846;15.654;0.103;45.135;-126.77;95.818;-33.147
980;93.62;79.26;145.65;-2.84;-46.1;33.35;-37.96;1.01;-95.22;16.74;-0.28;49.69;-118.55;110.01;-33.69
990;104.866;92.923;151.585;8.777;-31.884;47.947;-37.96;5.759;-91.595;16.844;2.413;53.395;-109.731;122.476;-33.242
1000;114.805;107.952;157.472;20.854;-17.743;60.427;-36.722;9.728;-87.498;16.945;5.505;53.395;-98.867;134.919;-33.013
1010;124.658;122.337;162.34;32.951;-3.222;72.958;-35.737;13.761;-83.401;19.203;9.046;53.578;-87.49;144.406;-32.516
1020;133.287;138.252;167.161;45.918;9.773;87.023;-34.755;16.617;-78.432;20.78;13.223;57.68;-75.257;153.869;-32.816
1030;141.019;151.829;172.836;60.821;24.825;101.387;-34.975;19.295;-73.461;21.2;16.404;62.604;-63.648;163.6;-33.411
1040;148.727;165.528;180.018;75.415;39.085;113.777;-35.707;20.52;-68.489;21.622;19.427;64.834;-52.897;172.172;-34.189
1050;154.191;176.72;187.153;89.052;50.931;125.855;-35.6;21.733;-61.804;21.32;22.812;67.529;-42.859;180.724;-35.066
1060;158.547;187.875;190.498;102.164;64.228;139.113;-34.42;22.703;-55.119;19.542;24.009;70.214;-33.849;186.026;-35.467
1070;162.877;197.576;193.799;112.455;77.749;152.465;-33.237;23.662;-45.575;17.767;25.611;70.469;-25.066;191.308;-36.248
1080;166.115;204.087;197.513;121.258;92.14;165.551;-31.333;27.507;-36.033;16.062;27.589;70.771;-14.807;195.015;-37.02
1090;169.383;209.123;199.72;127.942;107.836;179.618;-29.169;31.342;-26.493;15.716;29.052;72.464;-5.148;197.897;-37.734
1100;170.387;211.227;201.886;136.609;123.824;193.296;-27.878;31.936;-16.459;15.369;30.995;74.425;2.242;200.765;-38.484
1110;170.816;212.657;202.314;145.506;138.01;207.397;-26.747;32.519;-6.427;15.893;32.744;75.457;8.023;201.907;-39.214
1120;171.188;211.347;202.704;154.486;153.338;218.684;-24.565;32.312;2.834;16.735;33.387;76.914;11.952;203.032;-39.961
1130;171.657;211.038;201.657;162.407;166.652;229.666;-22.654;33.377;12.092;17.577;33.037;76.363;15.468;202.741;-40.97
1140;170.231;208.9;203.018;170.182;177.082;240.98;-19.707;34.827;21.348;16.62;32.01;76.641;18.163;199.238;-42.3
1150;168.837;208.745;204.344;180.802;185.746;248.445;-16.751;38.234;30.91;14.746;29.227;76.928;19.699;195.722;-43.292
1160;165.741;209.108;205.936;195.538;192.695;253.392;-13.306;40.576;40.468;12.874;27.809;76.325;21.297;192.667;-43.683
1170;161.207;211.594;207.577;210.166;197.122;258.109;-11.301;41.194;51.427;11.31;27.711;75.565;20.182;189.432;-43.02
1180;156.652;214.042;209.622;223.645;204.017;263.425;-9.37;41.278;62.382;8.708;27.83;74.795;19.673;186.7;-42.722
1190;151.499;215.693;211.231;238.679;215.295;266.608;-7.319;40.118;73.332;6.108;27.228;72.845;17.971;182.906;-42.133
1200;146.196;216.964;212.807;254.102;226.932;269.363;-5.268;38.912;85.508;5.651;25.193;70.047;17.174;179.094;-41.054
1210;140.755;218.034;212.541;269.688;240.28;270.494;-2.257;38.222;97.681;4.872;23.397;67.251;17.928;174.379;-40.124
1220;134.641;217.72;212.324;281.526;254.708;274.303;0.998;37.529;108.123;4.093;24.175;64.407;18.724;169.498;-39.119
1230;128.584;217.368;209.912;292.56;271.136;276.776;4.248;37.336;118.56;3;26.792;61.568;17.712;163.04;-38.184
1240;121.19;213.794;203.988;300.431;285.788;280.449;5.735;37.14;128.992;2.548;26.295;59.287;17.905;155.246;-38.025
1250;113.342;207.744;198.034;306.436;297.681;281.924;7.658;37.133;136.554;2.095;24.716;58.998;16.173;147.436;-36.94
1260;105.472;200.969;190.643;309.897;307.654;283.21;9.898;37.124;144.111;0.03;22.308;58.501;15.513;140.536;-34.986
