timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
1020;-218.737;-185.86;-214.817;-139.001;-219.213;-125.732;-250.455;-219.149;-175.981;-92.155;-288.135;-253.145;-80.852;-81.078;-119.878
1030;-214.569;-178.637;-207.697;-125.921;-210.797;-117.683;-240.178;-210.649;-168.407;-87.533;-268.483;-236.753;-69.01;-74.803;-108.359
1040;-209.88;-171.36;-201.027;-114.533;-203.387;-110.92;-231.36;-203.36;-162.933;-83.707;-252.947;-222.813;-59.013;-69.013;-102.013
1050;-204.872;-164.878;-194.559;-103.743;-196.566;-105.178;-223.059;-195.092;-158.201;-78.566;-239.388;-209.48;-50.484;-63.78;-96.484
1060;-200.356;-160.419;-188.704;-94.173;-189.231;-98.045;-215.438;-186.465;-154.756;-75.096;-225.516;-196.828;-42.062;-59.911;-89.39
1070;-195.543;-158.38;-183.915;-84.932;-181.564;-88.611;-208.073;-179.047;-150.654;-72.329;-213.359;-186.389;-34.372;-56.479;-82.662
1080;-191.533;-158.443;-179.476;-76.616;-174.278;-80.135;-201.833;-172.077;-147.057;-72.372;-201.139;-177.199;-24.997;-54.528;-74.813
1090;-187.563;-159.325;-176.013;-67.938;-165.625;-71.375;-196.513;-165.925;-143.188;-72.537;-189.8;-169.625;-15.425;-52.05;-67.762
1100;-184.506;-160.224;-173.549;-60.046;-157.688;-63.083;-191.46;-159.933;-139.451;-72.226;-179.996;-163.931;-6.72;-48.623;-61.441
1110;-181.222;-161.042;-171.795;-51.284;-149.624;-55.108;-186.802;-154.523;-136.41;-70.56;-171.376;-159.553;0.433;-45.571;-57.274
1120;-178.716;-161.914;-170.104;-43.255;-141.812;-47.83;-181.842;-148.532;-133.39;-69.31;-163.971;-155.581;6.725;-43.019;-54.144
1130;-175.97;-162.649;-169.315;-34.994;-134.494;-39.601;-177.244;-143.06;-129.554;-68.964;-157.411;-151.423;12.488;-41.44;-51.363
1140;-172.871;-162.447;-168.146;-27.416;-126.748;-30.473;-172.878;-137.186;-125.774;-69.967;-152.405;-147.374;16.991;-39.908;-48.511
1150;-155.47;-143.62;-150.751;-5.689;-107.7;-13.819;-153.187;-115.753;-111.425;-61.408;-128.595;-126.608;38.774;-33.918;-39.578
1160;-137.851;-124.344;-132.9;15.949;-85.652;2.922;-133.586;-94.132;-96.481;-51.742;-104.693;-105.748;59.949;-27.122;-30.326
1170;-126.846;-109.583;-116.658;35.421;-69.295;17.445;-117.699;-81.605;-85.56;-44.758;-81.227;-85.74;69.78;-19.882;-20.87
1180;-118.318;-100.793;-106.525;45.45;-53.099;33.99;-101.739;-69.076;-74.001;-38.232;-57.764;-65.07;73.65;-12.72;-11.279
1190;-111.44;-96.042;-100.827;55.471;-36.418;49.202;-92.176;-61.153;-66.438;-34.38;-38.787;-47.278;78.749;-6.58;-2.238
1200;-107.285;-94.632;-96.497;62.058;-19.814;64.396;-82.488;-53.231;-58.88;-36.965;-27.163;-40.052;81.666;-0.918;6.798
1210;-101.929;-95.672;-93.229;68.637;-0.482;76.457;-75.24;-44.603;-52.029;-39.62;-15.439;-31.61;85.362;1.88;14.08
1220;-97.223;-97.748;-92.381;71.915;18.029;87.996;-67.937;-36.257;-46.11;-39.535;-9.032;-27.829;88.691;4.709;17.425
1230;-92.995;-99.681;-90.867;75.185;36.34;97.842;-60.798;-28.747;-39.803;-40.826;-5.416;-25.972;90.877;7.507;21.691
1240;-87.4;-102.272;-88.537;76.234;53.299;104.478;-53.945;-23.16;-33.444;-42.2;-1.114;-24.221;90.644;9.907;23.587
1250;-79.373;-105.21;-85.55;77.272;70.081;111.106;-47.182;-17.618;-27.098;-44.721;0.448;-22.137;89.44;11.948;25.717
1260;-71.145;-108.823;-82.132;77.715;84.957;115.668;-40.183;-10.202;-20.825;-47.19;3.002;-20.503;88.859;13.697;25.59
1270;-66.171;-111.962;-78.227;78.145;99.949;119.929;-33.688;-2.785;-14.824;-47.25;5.44;-19.411;87.511;15.197;25.061
1280;-60.711;-115.245;-74.174;79.43;115.154;123.106;-26.227;3.803;-9.526;-47.79;5.896;-18.606;85.353;15.889;23.421
1290;-55.57;-119.08;-70.89;80.7;128.29;126.84;-18.61;10.39;-3.8;-50.03;7.71;-17.82;83.59;17.06;24
1300;-50.254;-121.771;-67.978;81.544;141.179;129.405;-10.71;17.266;2.705;-51.987;9.286;-18.462;81.912;17.339;25.127
1310;-45.137;-122.129;-65.272;82.373;153.764;130.439;-2.425;22.779;9.67;-52.636;9.444;-19.979;79.426;18.115;24.729
1320;-41.381;-120.016;-63.185;82.61;165.655;129.104;5.283;28.252;15.776;-51.907;9.567;-20.192;76.293;18.677;24.219
1330;-37.853;-116.197;-61.911;82.833;177.123;127.856;13.111;33.883;21.921;-49.786;8.881;-20.383;71.228;20.316;22.933
1340;-35.206;-111.83;-60.45;82.29;185.337;125.918;20.882;39.512;27.629;-47.994;7.981;-20.552;64.87;21.12;21.872
1350;-31.804;-107.85;-58.856;81.736;192.933;123.817;28.454;45.72;35.635;-47.802;6.823;-21.248;57.069;20.479;21.208
1360;-29.561;-103.537;-57.159;79.363;199.846;121.126;36.056;51.923;44.072;-48.856;5.535;-21.373;49.985;19.886;21.913
1370;-26.878;-98.066;-54.374;76.981;206.171;118.434;44.058;57.878;52.489;-51.041;3.513;-20.518;42.264;19.414;23.869
1380;-23.828;-92.446;-51.169;72.955;211.377;114.342;52.19;62.391;57.763;-52.316;1.674;-18.815;35.898;20.81;25.505
1390;-20.898;-86.493;-47.48;68.92;214.367;108.84;60.88;66.393;62.878;-52.438;-0.18;-17.56;30.509;22.275;26.678
1400;-17.744;-79.969;-42.347;65.039;217.515;102.902;69.061;70.269;68.612;-53.308;-1.696;-17.324;26.49;23.819;26.993
1410;-14.45;-73.304;-37.803;61.15;216.696;95.462;75.946;74.372;73.766;-55.819;-3.35;-16.545;22.145;23.84;27.098
1420;-11.223;-66.334;-31.756;59.292;214.547;88.028;80.905;79.571;78.901;-59.464;-4.217;-17.635;18.916;23.284;27.884
1430;-8.517;-58.295;-25.536;57.207;211.911;77.927;85.927;84.756;82.534;-63.273;-5.121;-17.891;17.773;23.093;28.458
1440;-6.819;-50.67;-20.889;54.078;206.083;67.69;90.781;90.496;85.565;-66.762;-5.861;-16.51;16.397;22.883;29.626
1450;-4.407;-44.307;-15.824;51.723;200.661;57.382;95.653;95.419;88.58;-70.717;-7.698;-14.412;14.455;23.074;30.116
1460;-2.63;-37.979;-11.223;49.37;192.435;48.749;100.157;97.76;91.174;-75.432;-9.658;-13.15;11.055;22.983;31.207
1470;0.544;-31.221;-5.853;46.735;183.952;39.403;104.644;98.526;93.233;-81.047;-12.823;-12.686;7.576;22.449;31.219
1480;4.175;-23.768;-1.622;44.103;174.67;31.151;107.888;99.219;94.904;-83.722;-14.963;-13.031;3.335;21.697;30.868
1490;5.63;-16.772;1.637;41.728;165.407;24.385;112.083;98.862;95.918;-84.722;-17.113;-13.248;0.933;21.107;30.038
1500;5.13;-8.6;4.411;39.356;155.175;17.602;116.27;98.491;97.574;-85.228;-18.6;-13.394;-0.487;20.675;29.283
1510;6.098;0.383;7.049;37.166;145.261;11.222;118.289;98.003;99.014;-86.509;-20.215;-12.112;-2.546;19.829;29.466
1520;9.892;9.129;10.617;34.98;134.972;5.214;120.274;97.502;99.359;-88.673;-21.726;-10.503;-4.475;18.958;30.247
1530;13.47;19.294;13.307;32.261;124.808;-0.216;120.013;97.726;100.874;-90.754;-22.777;-7.144;-5.984;18.807;31.185
1540;17.072;30.784;16.312;29.544;116.36;-5.632;119.864;97.856;102.376;-89.32;-23.776;-3.896;-8.016;17.608;31.984
1550;22.297;41.42;19.961;26.853;106.994;-10.609;119.906;96.78;103.779;-89.42;-24.686;-0.312;-10.411;16.939;32.438
1560;29.559;49.608;24.201;24.163;96.398;-15.542;119.994;95.97;105.129;-87.916;-24.619;1.423;-12.355;16.256;32.683
1570;37.408;56.735;29.471;20.897;85.428;-20.216;119.213;95.03;106.667;-87.343;-24.631;1.814;-13.943;16.176;32.487
1580;45.322;63.901;35.929;17.636;74.354;-25.375;117.504;93.536;108.263;-86.472;-25.081;3.717;-15.134;15.266;32.545
1590;54.617;70.677;43.74;13.651;64.258;-30.432;115.918;92.032;108.888;-85.98;-25.474;4.935;-16.052;14.895;32.629
1600;64.545;77.729;51.433;9.677;53.622;-35.411;114.485;89.183;106.245;-84.181;-25.629;7.548;-15.394;14.922;32.035
1610;75.173;85.375;58.954;6.012;42.749;-40.61;113.11;87.364;103.353;-82.038;-23.772;9.113;-16.376;15.388;31.36
1620;84.786;94.325;65.585;2.359;31.967;-45.857;111.087;84.911;100.97;-78.237;-20.662;9.702;-16.419;14.833;29.234
