timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
800;-155.863;-122.005;-180.521;-39.869;-106.724;-183.869;-64.219;-166.877;-143.322;-162.386;-165.553;-175.642;-135.529;-98.745;-56.599
810;-144.125;-115.324;-175.317;-40.1;-103.62;-180.865;-58.562;-155.913;-139.62;-156.297;-160.614;-171.72;-125.502;-94.998;-53.62
820;-133.44;-109.08;-169.653;-41.32;-99.813;-176.427;-53.627;-146.573;-136.24;-150.72;-153.867;-168.733;-114.213;-91.413;-51.667
830;-122.207;-103.355;-164.898;-41.039;-96.487;-172.243;-44.03;-138.72;-131.48;-144.049;-147.908;-163.78;-102.132;-87.576;-49.513
840;-110.215;-96.873;-161.312;-41.018;-93.642;-168.193;-35.536;-133.419;-127.047;-139.259;-142.905;-158.049;-91.329;-82.901;-46.714
850;-100.214;-89.658;-157.991;-39.957;-91.291;-164.205;-27.987;-128.701;-125.141;-135.671;-136.12;-153.013;-82.556;-78.979;-42.316
860;-91.362;-82.821;-154.616;-38.759;-88.891;-160.899;-21.214;-124.226;-120.813;-131.974;-130.027;-148.73;-73.677;-75.652;-37.235
870;-84.887;-76.575;-150.738;-38.6;-85.625;-157.775;-17.35;-120.162;-116.813;-126.488;-125.438;-143.5;-63.012;-70.825;-31.125
880;-73.832;-69.986;-146.18;-38.317;-81.825;-154.192;-13.702;-114.362;-110.778;-120.31;-121.157;-138.487;-50.541;-63.524;-22.593
890;-65.134;-64.161;-142.029;-37.951;-78.17;-150.13;-10.361;-109.067;-105.908;-114.71;-116.04;-133.503;-35.071;-55.79;-15.331
900;-58.134;-58.83;-138.127;-37.864;-75.001;-145.752;-8.159;-102.669;-102.566;-111.872;-111.183;-126.81;-21.099;-48.522;-8.462
910;-50.881;-53.821;-133.881;-36.625;-72.274;-140.702;-6.119;-96.56;-99.756;-107.917;-105.726;-120.679;-6.655;-40.583;-0.81
920;-44.621;-48.424;-129.266;-34.268;-69.513;-135.304;-4.059;-90.899;-96.711;-104.612;-100.715;-117.501;9.064;-30.515;6.327
930;-31.125;-34.5;-122.21;-29.5;-57.891;-124.192;0.703;-78.21;-87.763;-94.607;-89.853;-105.926;32.013;-16.874;18.245
940;-16.858;-21.828;-116.288;-26.228;-48.771;-115.882;5.214;-65.541;-78.167;-84.045;-78.714;-93.971;52.684;-3.529;30.869
