timepoints (min);46: wc-2-.1;47: wc-2-.2;48: wc-2-.3
2590;-18.077;-57.497;-55.52
2600;-17.756;-57.239;-49.066
2610;-17.434;-56.981;-42.571
2620;-16.993;-56.723;-34.876
2630;-16.531;-56.251;-31.159
2640;-16.749;-51.179;-27.11
2650;-16.967;-46.108;-22.422
2660;-15.84;-41.326;-20.014
2670;-16.08;-38.226;-17.24
2680;-16.32;-38.407;-14.466
2690;-17;-38.588;-12.972
2700;-18.07;-38.996;-11.396
2710;-19.141;-38.964;-10.247
2720;-20.211;-38.932;-11.778
2730;-22.349;-38.99;-13.288
2740;-23.799;-40.057;-14.799
2750;-25.248;-39.403;-14.869
2760;-25.258;-38.749;-15.188
2770;-25.979;-38.061;-15.506
2780;-26.701;-37.99;-10.665
2790;-25.102;-37.92;-5.768
2800;-23.393;-37.85;0.142
2810;-21.477;-36.252;5.172
2820;-19.561;-35.135;10.499
2830;-18.166;-34.018;15.826
2840;-15.148;-32.963;20.786
2850;-12.13;-30.081;25.746
2860;-7.032;-27.2;31.286
2870;-2.661;-24.319;36.905
2880;1.69;-20.338;42.51
2890;6.04;-19.677;48.557
2900;9.87;-19.017;50.444
2910;12.252;-18.356;52.331
2920;14.662;-16.328;54.473
2930;14.792;-14.301;63.295
2940;15.499;-12.273;71.797
2950;16.441;-11.611;80.092
2960;17.143;-10.349;80.588
2970;17.466;-9.087;80.148
2980;18.829;-7.825;79.439
2990;20.074;-5.778;80.37
3000;21.96;-3.731;81.181
3010;22.164;-1.684;81.619
3020;22.368;5.269;81.178
3030;22.108;12.279;79.497
3040;19.796;19.288;77.939
3050;17.484;26.298;78.741
3060;14.381;30.927;78.942
3070;11.277;35.556;79.295
3080;8.977;40.185;79.648
3090;6.676;42.735;80.055
3100;4.469;43.034;80.379
3110;0.527;43.334;80.703
3120;-3.415;43.633;80.428
3130;-6.051;45.007;79.455
3140;-8.908;46.381;78.483
3150;-11.244;47.754;82.51
3160;-13.581;50.367;86.441
3170;-14.662;52.999;89.69
3180;-13.919;55.63;87.098
3190;-13.175;58.262;84.651
3200;-13.03;61.793;82.321
3210;-12.425;65.324;87.552
3220;-11.819;68.855;92.782
3230;-11.334;71.761;99.13
3240;-10.731;75.167;101.917
3250;-10.975;78.572;104.705
3260;-11.219;81.978;108.141
3270;-10.063;80.943;110.977
3280;-9.36;80.474;113.812
3290;-8.657;80.006;116.621
3300;-8.87;79.543;116.949
3310;-11.665;79.342;117.277
3320;-14.459;79.141;117.847
3330;-17.254;78.939;118.297
3340;-21.564;79.142;117.346
3350;-22.555;79.048;116.03
3360;-23.545;78.954;114.674
3370;-23.833;78.606;112.639
3380;-24.152;74.501;109.686
3390;-24.47;70.396;106.412
3400;-25.429;66.291;101.659
3410;-26.194;59.901;97.023
3420;-28.36;53.593;90.668
3430;-30.526;47.285;83.472
3440;-33.12;40.757;76.738
3450;-35.371;35.237;70.004
3460;-37.622;29.717;60.15
3470;-36.332;24.197;50.766
3480;-35.157;19.721;41.381
3490;-33.982;15.818;31.356
3500;-32.807;11.914;21.131
3510;-31.11;8.439;10.906
3520;-30.814;4.407;1.321
3530;-30.517;0.375;-8.829
3540;-31.097;-3.657;-18.924
3550;-30.634;-6.785;-27.339
3560;-30.172;-10.017;-34.768
3570;-27.51;-13.248;-42.114
3580;-24.8;-16.99;-47.781
3590;-20.65;-19.327;-53.385
3600;-16.499;-21.663;-58.968
3610;-10.701;-24;-62.512
3620;-5.625;-26.201;-66.055
3630;-0.549;-26.91;-69.599
3640;3.367;-27.619;-73.542
3650;7.585;-28.239;-77.486
3660;11.803;-26.716;-81.422
3670;16.021;-25.193;-84.519
3680;18.509;-23.67;-87.615
3690;20.93;-23.706;-90.429
3700;23.35;-23.457;-92.763
3710;24.13;-23.207;-91.737
3720;21.23;-22.957;-90.717
3730;18.331;-23.687;-88.778
3740;16.712;-24.417;-84.279
3750;15.03;-25.146;-80.731
3760;13.069;-23.281;-76.623
3770;11.108;-21.658;-71.676
3780;11.393;-20.034;-65.577
3790;12.451;-18.411;-60.317
3800;13.509;-17.53;-56.258
3810;13.246;-16.648;-53.254
3820;10.741;-15.767;-50.25
3830;8.236;-16.593;-51.046
3840;5.731;-17.143;-51.779
3850;4.537;-17.694;-52.513
3860;2.08;-18.244;-56.727
3870;-0.377;-18.13;-61.32
3880;-0.659;-18.015;-65.913
3890;0.832;-17.901;-68.026
3900;2.323;-18.676;-68.698
3910;22.383;-21.167;-69.37
3920;42.527;-23.658;-67.401
3930;64.31;-26.149;-65.468
3940;86.094;-28.946;-63.292
3950;90.422;-31.743;-60.797
3960;96.516;-34.541;-58.447
3970;102.61;-35.768;-55.979
3980;102.577;-35.429;-53.032
3990;101.105;-35.09;-50.084
4000;99.633;-34.75;-46.895
4010;96.841;-34.354;-43.466
4020;94.291;-33.959;-40.037
4030;88.777;-33.563;-36.926
4040;83.262;-31.887;-34.134
4050;78.232;-30.483;-31.342
4060;74.385;-29.079;-28.702
4070;70.538;-27.674;-27.582
4080;68.03;-26.629;-24.222
4090;65.047;-25.583;-20.883
4100;60.863;-24.538;-15.743
4110;56.68;-25.703;-9.124
4120;53.863;-26.786;-3.119
4130;48.666;-27.869;6.167
4140;43.469;-28.952;13.692
4150;37.859;-28.385;21.094
4160;13.535;-27.818;22.775
4170;-10.789;-27.251;22.697
4180;-36.433;-23.91;22.742
4190;-62.326;-20.201;22.428
4200;-70.501;-16.492;21.313
4210;-78.676;-12.783;20.537
4220;-86.261;-10.778;19.76
4230;-86.891;-9.034;18.823
4240;-87.521;-7.291;18.039
4250;-86.302;-6.433;17.254
4260;-83.549;-7.737;16.229
4270;-80.796;-9.04;14.77
4280;-78.043;-10.343;13.31
4290;-73.997;-12.366;12.531
4300;-70.277;-14.374;11.559
4310;-66.557;-16.382;10.007
4320;-61.31;-18.425;11.295
4330;-57.734;-17.415;12.459
4340;-54.157;-16.406;13.182
4350;-50.741;-15.396;14.105
4360;-47.621;-11.761;15.028
4370;-45.661;-8.092;15.516
4380;-43.701;-4.423;12.724
4390;-41.719;-0.554;9.932
4400;-39.297;1.852;7.003
4410;-36.874;4.259;8.113
4420;-33.833;6.666;9.223
4430;-29.382;7.233;10.499
4440;-24.931;7.731;13.415
4450;-20.48;8.229;16.331
4460;-16.588;8.396;19.164
4470;-13.265;9.497;23.317
4480;-9.942;10.597;26.23
4490;-8.128;11.698;28.764
4500;-8.068;11.36;24.938
4510;-8.007;11.305;20.552
4520;-8.426;11.25;16.524
4530;-8.659;11.208;12.697
4540;-10.212;13.406;9.349
4550;-11.766;15.603;6.622
4560;-12.303;17.8;4.735
4570;-13.679;19.96;1.528
4580;-15.054;20.72;-1.244
4590;-15.288;21.48;-4.017
4600;-15.921;21.75;-8.709
4610;-16.555;21.462;-13.153
4620;-17.188;21.174;-17.597
4630;-15.486;20.885;-19.361
4640;-14.054;20.942;-21.663
4650;-12.622;22.059;-23.966
4660;-10.851;23.177;-23.948
4670;-9.306;24.294;-24.074
4680;-7.761;23.102;-24.588
4690;-3.457;21.91;-28.181
4700;1.097;20.719;-31.45
4710;6.45;17.484;-34.974
4720;11.803;13.65;-37.738
4730;18.808;9.815;-40.55
4740;27.019;5.981;-43.059
4750;35.23;3.628;-38.968
4760;46.862;1.275;-34.877
4770;58.863;-1.079;-30.855
4780;70.865;-2.138;-27.873
4790;82.866;-6.721;-24.891
4800;90.028;-11.305;-21.909
4810;95.643;-15.888;-21.767
4820;101.258;-19.415;-21.625
4830;102.103;-22.942;-21.007
4840;101.863;-26.469;-21.589
4850;101.623;-27.393;-22.251
4860;99.916;-26.752;-22.886
4870;98.126;-26.11;-22.72
4880;94.455;-25.469;-25.234
4890;90.785;-22.52;-28.314
4900;85.851;-19.571;-30.274
4910;80.137;-16.622;-32.874
4920;74.422;-13.983;-35.688
4930;70.742;-10.549;-37.782
4940;63.909;-7.114;-38.076
4950;57.076;-3.68;-37.811
4960;52.243;-1.396;-37.546
4970;47.61;0.888;-37.681
4980;42.186;3.172;-37.154
4990;36.763;4.228;-36.628
5000;30.138;4.939;-34.341
5010;23.451;5.651;-33.192
5020;16.764;6.363;-32.043
5030;9.33;7.775;-29.454
5040;2.006;9.188;-27.368
5050;-3.479;10.6;-25.283
5060;-8.963;13.629;-18.717
5070;-13.844;17.163;-12.441
5080;-14.77;20.697;-5.952
5090;-15.695;24.23;3.218
5100;-17.483;25.812;12.47
5110;-17.899;27.394;21.819
5120;-18.316;28.977;27.408
5130;-21.452;30.472;32.997
5140;-24.361;30.046;38.786
5150;-25.841;29.619;40.335
5160;-27.321;29.193;41.884
5170;-29.123;26.56;43.861
5180;-32.462;24.134;43.517
5190;-35.801;21.708;43.174
5200;-35.928;22.094;42.672
5210;-37.869;24.446;41.29
5220;-39.81;26.797;38.228
5230;-41.75;29.149;35.145
5240;-43.023;30.819;34.342
5250;-43.323;32.31;31.539
5260;-43.622;33.801;28.833
5270;-43.96;35.223;26.967
5280;-43.881;33.473;24.501
5290;-43.803;31.723;22.952
5300;-43.964;29.972;19.523
5310;-44.305;27.888;13.614
5320;-45.166;25.908;8.45
5330;-46.026;23.927;3.566
5340;-46.901;23.105;-2.799
5350;-46.748;24.252;-10.19
5360;-46.594;25.4;-17.582
5370;-45.884;26.548;-19.854
5380;-42.557;26.577;-22.484
5390;-39.23;27.192;-25.115
5400;-35.903;27.807;-23.825
5410;-31.262;28.567;-22.708
5420;-25.63;27.157;-21.59
5430;-19.999;25.748;-20.233
5440;-13.248;24.338;-18.897
5450;-9.31;17.778;-17.546
5460;-5.372;11.011;-14.676
5470;-0.954;4.244;-12.123
5480;3.719;-2.537;-9.108
5490;7.752;-7.357;-6.252
5500;11.785;-12.178;-3.397
5510;17.194;-16.999;-0.301
5520;22.56;-19.342;1.676
5530;27.926;-19.639;3.652
5540;36.047;-19.935;4.863
5550;44.491;-19.777;6.514
5560;52.935;-21.047;8.166
5570;61.379;-22.317;9.403
5580;67.204;-23.588;9.8
5590;72.801;-24.575;10.197
5600;78.399;-28.687;10.291
5610;83.23;-32.799;11.265
5620;87.243;-36.91;10.079
5630;91.255;-40.629;9.086
5640;94.628;-44.348;10.652
5650;97.407;-48.066;11.419
5660;99.106;-50.046;12.324
5670;100.805;-47.241;14.909
5680;100.27;-44.437;18.854
5690;98.63;-41.633;22.785
5700;96.99;-31.865;26.236
5710;94.377;-22.097;29.047
5720;91.359;-12.328;32.168
5730;88.341;-2.617;35.29
5740;85.323;7.494;34.651
5750;81.67;17.604;34.481
5760;76.883;27.715;34.312
5770;72.095;30.279;33.262
5780;66.098;32.843;32.468
5790;57.966;35.407;31.673
5800;49.833;38.007;35.239
5810;40.966;38.622;38.708
5820;32.077;39.237;42.466
5830;26.029;39.852;46.905
5840;19.981;38.713;51.281
5850;14.812;37.574;56.003
5860;10.341;36.434;57.604
5870;5.869;35.84;59.261
5880;1.908;36.086;61.021
5890;-1.628;36.331;56.181
5900;-5.163;36.577;51.341
5910;-8.458;42.626;47.156
5920;-11.663;48.676;38.291
5930;-13.8;54.726;29.426
5940;-15.937;54.186;20.934
5950;-17.28;49.966;12.521
5960;-17.974;45.745;4.109
5970;-18.668;41.524;-4.938
5980;-19.23;37.003;-11.705
5990;-19.435;32.481;-16.832
6000;-19.239;27.96;-22.779
6010;-19.043;22.564;-26.887
6020;-21.89;21.285;-29.834
6030;-23.754;20.007;-32.934
6040;-25.619;18.728;-35.913
6050;-29.406;14.857;-41.812
6060;-32.567;10.985;-47.953
6070;-35.728;7.113;-52.254
6080;-38.49;3.17;-56.674
6090;-41.141;-0.199;-60.674
6100;-44.465;-3.567;-64.674
6110;-47.789;-6.935;-67.194
6120;-50.407;-7.924;-69.542
6130;-53.825;-9.299;-71.89
6140;-57.243;-10.674;-67.557
6150;-61.182;-14.503;-63.494
6160;-65.223;-24.89;-59.43
6170;-69.265;-35.276;-47.887
6180;-73.306;-45.662;-36.261
6190;-77.153;-48.586;-24.634
6200;-81.441;-50.959;-10.608
6210;-85.73;-53.331;3.59
6220;-88.868;-55.91;18.161
6230;-92.412;-56.183;28.492
6240;-95.957;-56.457;38.899
6250;-97.902;-56.73;49.444
6260;-99.84;-56.091;55.349
6270;-98.818;-56.294;61.254
6280;-97.796;-56.497;66.979
6290;-95.768;-56.437;71.465
6300;-91.33;-53.781;75.95
6310;-86.891;-51.124;80.512
6320;-82.81;-48.468;82.233
6330;-79.094;-45.476;83.954
6340;-75.378;-42.491;85.793
6350;-71.662;-39.506;86.032
6360;-68.566;-36.983;87.03
6370;-66.334;-36.63;88.098
6380;-64.102;-36.277;88.406
6390;-62.317;-35.924;86.073
6400;-60.404;-32.445;83.341
6410;-58.491;-28.684;81.168
6420;-56.458;-24.923;74.516
6430;-54.446;-21.058;67.125
6440;-52.593;-16.444;60.095
6450;-50.741;-11.83;51.065
6460;-48.426;-7.217;42.055
6470;-47.207;-3.236;32.726
6480;-45.988;-1.646;25.356
6490;-43.639;-0.055;18.883
6500;-43.152;1.604;12.41
6510;-42.665;2.327;7.417
6520;-42.178;3.05;3.196
6530;-38.887;3.772;-1.025
6540;-36.56;3.659;-4.806
6550;-34.233;3.968;-8.876
6560;-31.397;4.277;-12.946
6570;-28.156;4.586;-15.297
6580;-24.914;4.458;-18.226
6590;-23.753;4.33;-21.439
6600;-22.73;4.201;-21.411
6610;-20.866;4.57;-21.315
6620;-19.003;4.025;-21.418
6630;-14.281;3.48;-21.481
6640;-8.706;2.935;-21.545
6650;-3.131;2.371;-21.215
6660;4.898;1.807;-20.926
6670;13.076;1.243;-20.636
6680;21.254;1.593;-20.208
6690;29.432;0.425;-20.301
6700;35.436;-0.743;-20.393
6710;41.281;-1.912;-20.83
6720;47.127;-1.989;-21.108
6730;54.236;-2.066;-21.385
6740;59.45;-2.143;-22.91
6750;64.663;-2.749;-24.756
6760;69.119;-1.021;-25.281
6770;72.76;0.708;-26.614
6780;73.321;2.436;-28.146
6790;73.883;3.157;-28.999
6800;71.377;3.879;-29.458
6810;68.286;4.6;-30.917
6820;65.195;6.356;-33.097
6830;61.087;8.03;-34.214
6840;59.101;9.705;-35.771
6850;57.115;11.379;-38.968
6860;56.168;13.203;-41.655
6870;54.712;15.026;-44.342
6880;50.315;16.85;-46.629
6890;45.917;17.098;-48.916
6900;41.492;16.377;-51.203
6910;35.041;15.655;-53.81
6920;28.59;14.934;-56.03
6930;22.008;13.772;-58.251
6940;15.868;12.611;-58.872
6950;12.087;11.45;-59.396
6960;8.306;12.948;-60.051
6970;5.49;14.808;-61.226
6980;1.168;16.669;-62.022
6990;-3.153;18.53;-62.363
7000;-5.517;22.686;-61.503
7010;-6.619;26.841;-60.361
7020;-7.721;30.997;-58.447
7030;-11.543;34.415;-52.612
7040;-15.338;38.31;-46.778
7050;-15.989;42.206;-40.674
7060;-16.64;46.101;-32.811
7070;-16.792;47.568;-24.948
7080;-16.03;49.429;-17.732
7090;-15.269;51.29;-12.717
7100;-12.712;52.868;-7.702
7110;-11.132;54.186;-3.135
7120;-9.553;55.505;-1.368
7130;-7.974;56.823;0.719
7140;-5.53;59.847;2.916
7150;-3.458;62.912;6.313
7160;-1.386;65.977;9.51
7170;0.81;68.572;12.901
7180;2.95;69.985;19.651
7190;5.091;71.397;24.961
7200;7.632;72.81;29.892
7210;9.8;69.47;34.423
7220;11.128;66.152;39.635
7230;12.457;62.833;44.625
7240;13.56;59.239;49.615
7250;12.679;53.288;54.366
7260;11.797;47.338;59.454
7270;9.377;41.388;64.542
7280;9.724;35.582;65.23
7290;10.072;30.011;65.863
7300;10.419;24.44;66.497
7310;8.31;19.117;66.13
7320;5.743;14.49;65.521
7330;3.177;9.862;64.913
7340;4.623;5.234;70.145
7350;4.661;-1.483;75.597
7360;4.698;-8.393;80.822
7370;9.455;-15.303;90.527
7380;14.585;-21.835;100.48
7390;18.995;-27.497;110.316
7400;23.404;-33.159;116.272
7410;27.604;-38.821;122.207
7420;31.425;-43.73;128.266
7430;35.246;-48.192;126.913
7440;38.468;-52.654;125.56
7450;41.572;-57.019;124.49
7460;44.677;-60.87;122.61
7470;47.782;-64.721;120.73
7480;50.895;-68.221;118.925
7490;54.088;-71.4;117.241
7500;57.281;-73.377;114.917
7510;57.37;-75.188;112.71
7520;59.101;-76.999;110.103
7530;60.832;-76.058;107.983
7540;60.003;-75.276;105.836
7550;58.553;-74.494;103.128
7560;59.663;-73.592;100.475
7570;60.774;-72.426;97.793
7580;64.291;-71.261;92.926
7590;64.008;-70.095;84.858
7600;63.726;-67.55;76.735
7610;60.625;-65.006;66.897
7620;53.17;-62.461;55.378
7630;45.715;-58.881;43.873
7640;38.259;-56.804;32.368
7650;29.895;-54.727;23.983
7660;21.851;-53.291;15.468
7670;13.807;-52.448;6.952
7680;6.832;-51.606;3.923
7690;0.097;-50.211;0.818
7700;-6.639;-49.497;-2.287
7710;-13.554;-47.494;-4.823
7720;-20.001;-45.705;-7.36
7730;-25.408;-43.916;-10.2
7740;-30.815;-41.229;-14.92
7750;-36.444;-38.921;-19.64
7760;-38.513;-36.614;-24.298
7770;-40.582;-31.586;-30.676
7780;-41.709;-28.786;-36.778
7790;-40.276;-25.986;-42.632
7800;-38.843;-23.186;-47.326
7810;-36.09;-17.88;-51.709
7820;-33.226;-12.574;-56.21
7830;-32.363;-7.268;-57.908
7840;-31.499;-0.306;-59.606
7850;-30.245;8.69;-61.152
7860;-26.312;17.686;-62.651
7870;-22.378;26.757;-64.15
7880;-19.103;36.406;-65.167
7890;-15.829;46.054;-65.503
7900;-13.114;55.854;-66.28
7910;-10.4;64.214;-67.132
7920;-7.223;72.207;-66.905
7930;-5.247;80.2;-68.636
7940;-3.27;87.91;-70.822
7950;-2.051;92.112;-74.288
7960;-0.472;96.313;-77.52
7970;1.108;100.273;-81.234
7980;3.69;102.033;-86.113
7990;6.396;102.389;-89.232
8000;9.262;102.6;-92.143
8010;12.128;102.811;-94.859
8020;16.476;101.502;-95.455
8030;19.343;100.179;-95.03
8040;22.211;98.857;-94.606
8050;24.011;96.974;-94.781
8060;24.491;92.872;-94.484
8070;24.971;88.77;-94.188
8080;22.408;82.628;-95.35
8090;19.832;74.927;-96.513
8100;17.575;67.033;-97.566
8110;15.319;58.179;-97.695
8120;12.017;49.257;-97.825
8130;8.994;38.819;-97.241
8140;5.972;29.302;-97.338
8150;3.846;19.695;-97.434
8160;1.277;11.528;-96.692
8170;-2.091;3.979;-97.03
8180;-6.873;-3.611;-97.752
8190;-11;-11.201;-97.921
8200;-14.487;-16.183;-96.811
8210;-17.974;-21.255;-95.737
8220;-22.788;-26.327;-94.372
8230;-28.521;-30.559;-91.683
8240;-34.255;-34.97;-88.993
8250;-34.447;-39.381;-86.766
8260;-34.694;-40.072;-83.836
8270;-35.981;-42.997;-80.906
8280;-37.269;-45.923;-78.553
8290;-38.599;-52.048;-76.2
8300;-38.288;-57.476;-73.668
8310;-37.978;-63.117;-69.808
8320;-40.581;-67.519;-65.949
8330;-40.403;-69.894;-59.641
8340;-40.225;-72.214;-53.313
8350;-39.742;-72.334;-46.943
8360;-39.873;-70.921;-40.574
8370;-39.524;-69.509;-34.273
8380;-35.924;-67.843;-30.417
8390;-32.766;-66.793;-26.56
8400;-30.847;-65.743;-22.772
8410;-28.928;-65.393;-21.865
8420;-26.334;-65.192;-20.957
8430;-22.195;-64.99;-21.029
8440;-18.055;-65.109;-21.101
8450;-15.948;-64.578;-20.903
8460;-14.302;-63.73;-20.309
8470;-10.537;-63.321;-19.714
8480;-7.588;-61.415;-17.52
8490;-4.639;-59.619;-15.326
8500;-6.873;-58.703;-14.055
8510;-9.108;-61.508;-11.345
8520;-9.069;-64.077;-8.634
8530;-8.463;-66.647;-5.841
8540;-7.858;-64.377;-3.048
8550;-4.859;-61.892;-0.29
8560;-1.923;-59.408;0.194
8570;3.734;-56.764;0.679
8580;8.91;-54.092;-1.85
8590;14.087;-51.166;-4.681
8600;18.476;-49.599;-7.451
8610;22.865;-48.446;-10.501
8620;24.914;-46.823;-13.916
8630;24.299;-45.401;-12.753
8640;23.684;-44.248;-11.59
8650;20.314;-43.095;-10.821
8660;17.172;-41.55;-8.371
8670;13.83;-40.199;-5.921
8680;11.182;-38.847;-4.354
8690;8.534;-37.139;-2.788
8700;7.91;-35.659;-0.71
8710;7.335;-34.179;1.846
8720;8.48;-31.859;4.401
8730;10.097;-29.132;8.476
8740;11.713;-26.406;12.668
8750;15.068;-22.279;16.121
8760;18.422;-18.324;19.535
8770;19.635;-14.37;23.135
8780;21.777;-10.175;27.713
8790;23.919;-7.917;32.291
8800;23.75;-6.37;37.207
8810;23.61;-4.302;45.083
8820;23.589;-3.731;52.959
8830;24.207;-3.539;61.04
8840;24.825;-0.868;69.121
8850;24.316;1.033;76.837
8860;23.807;2.934;78.854
8870;25.837;12.001;80.87
8880;25.995;21.36;79.931
8890;26.152;30.719;78.992
8900;28.946;39.181;77.088
8910;31.327;48.247;75.394
8920;34.828;57.313;73.701
8930;37.338;66.108;74.132
8940;39.848;75.142;74.564
8950;44.778;84.259;74.804
8960;49.708;89.891;73.177
8970;52.834;95.123;71.549
8980;54.621;100.596;66.2
8990;56.407;104.468;60.851
9000;56.407;107.819;53.99
9010;56.531;111.723;46.156
9020;53.895;112.663;38.321
9030;49.812;113.364;30.383
9040;45.73;114.127;22.445
9050;40.981;114.724;13.265
9060;36.232;112.961;1.4
9070;30.997;111.054;-10.465
9080;27.49;108.912;-23.8
9090;23.982;104.93;-37.135
9100;22.905;101.203;-43.546
9110;21.655;98.117;-43.839
9120;20.446;86.872;-44.131
9130;21.254;75.875;-43.699
9140;22.062;64.326;-43.268
9150;21.64;51.657;-41.768
9160;21.218;38.76;-39.917
9170;19.207;26.077;-38.066
9180;17.299;13.154;-37.241
9190;15.392;-0.051;-36.417
9200;10.975;-12.877;-36.105
9210;6.759;-19.983;-35.821
