timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
800;-160.344;-176.547;-197.443;-76.875;-66.025;-56.667;-209.424;-94.428;-162.365;-43.117;-124.921;-165.782;-133.116;-125.955;-87.774
810;-152.687;-170.232;-190.751;-71.344;-63.878;-62.539;-203.792;-95.122;-154.828;-39.236;-125.405;-164.896;-128.604;-120.973;-82.857
820;-145.4;-164;-182.547;-68.453;-61.427;-68.44;-197.573;-97.32;-148.4;-36.32;-125.467;-164.493;-122.307;-115.627;-78.76
830;-139.329;-158.507;-176.332;-68.24;-58.622;-74.273;-188.859;-97.013;-145.859;-34.655;-121.635;-163.938;-116.681;-110.819;-77.724
840;-132.699;-153.346;-169.493;-68.585;-56.985;-78.379;-181.23;-96.73;-142.039;-31.612;-118.37;-162.233;-112.157;-106.541;-77.635
850;-125.979;-147.974;-161.697;-67.654;-56.38;-81.389;-172.885;-98.538;-138.103;-28.329;-114.017;-160.436;-108.966;-102.936;-76.863
860;-120.894;-143.061;-156.551;-66.203;-55.707;-83.28;-163.327;-101.094;-134.534;-28.763;-110.563;-159.544;-106.41;-100.009;-76.473
870;-116.825;-138.575;-150.012;-65.762;-55.075;-84.988;-154.725;-103.487;-132.063;-30.6;-107.7;-158.212;-103.8;-97.2;-77.75
880;-113.122;-134.069;-144.988;-66.526;-54.76;-86.176;-145.919;-105.81;-128.245;-32.942;-107.072;-155.035;-101.205;-94.552;-80.457
890;-109.643;-129.298;-138.076;-68.509;-55.082;-86.63;-137.771;-109.292;-122.284;-36.343;-106.606;-150.704;-98.715;-92.277;-82.503
900;-104.482;-124.993;-132.451;-70.654;-55.541;-87.639;-131.629;-112.699;-116.647;-41.298;-104.874;-147.543;-96.618;-90.332;-83.133
910;-99.631;-122.214;-126.792;-72.321;-55.47;-88.054;-125.923;-115.661;-112.81;-45.946;-104.738;-146.369;-94.06;-87.905;-84.268
920;-96.118;-119.885;-121.633;-73.666;-55.351;-88.254;-120.967;-116.875;-109.812;-46.064;-103.965;-147.184;-90.534;-84.661;-85.588
930;-86.908;-109.657;-106.662;-63.698;-50.661;-86.897;-106.96;-111.529;-96.846;-38.599;-88.52;-142.07;-79.307;-71.815;-80.782
940;-79.037;-99.664;-92.075;-59.148;-48.242;-85.97;-92.014;-104.715;-86.237;-31.814;-73.07;-134.391;-70.753;-62.698;-78.441
950;-71.82;-88.024;-78.66;-55.923;-46.9;-85.95;-81.016;-97.015;-73.829;-25.522;-60.917;-131.059;-63.833;-55.765;-77.74
960;-63.412;-78.351;-67.894;-55.313;-45.559;-85.72;-71.179;-90.459;-62.609;-19.467;-55.294;-127.189;-59.267;-50.814;-76.672
970;-56.24;-67.593;-59.076;-56.689;-44.349;-85.791;-62.34;-84.647;-53.931;-21.082;-50.596;-123.502;-55.238;-47.102;-75.453
980;-50.235;-56.711;-51.949;-57.999;-43.184;-86.752;-53.661;-80.505;-45.259;-22.074;-50.38;-118.879;-51.153;-44.599;-73.248
990;-44.101;-46.733;-45.684;-59.063;-42.491;-88.896;-46.399;-80.292;-41.891;-25.05;-50.154;-113.441;-45.677;-41.797;-71.613
1000;-36.474;-36.812;-38.784;-60.491;-42.203;-90.711;-36.782;-82.351;-41.383;-28.874;-49.696;-107.439;-39.924;-38.02;-71.019
1010;-28.708;-27.835;-32.201;-62.468;-41.975;-92.483;-29.62;-82.897;-42.329;-32.808;-47.874;-102.075;-33.422;-34.02;-70.092
1020;-22.293;-20.998;-25.638;-63.825;-41.853;-94.211;-25.358;-85.253;-41.259;-36.756;-46.491;-95.4;-27.815;-29.676;-69.377
1030;-16.096;-14.406;-19.605;-65.302;-42.16;-95.078;-17.682;-88.771;-41.891;-39.965;-44.748;-88.79;-23.897;-24.662;-69.616
1040;-9.164;-6.876;-12.578;-66.468;-42.601;-94.274;-14.838;-92.367;-40.938;-43.773;-42.992;-83.968;-18.633;-21.744;-69.189
1050;-1.659;-1.373;-4.879;-68.552;-43.844;-91.881;-10.245;-94.715;-39.769;-48.643;-42.865;-75.882;-11.843;-19.671;-67.378
1060;4.62;4.167;1.726;-71.379;-44.781;-88.467;-4.762;-92.137;-38.428;-53.817;-41.523;-67.554;-5.701;-18.195;-66.858
1070;10.25;9.07;6.65;-72.38;-46.18;-83.8;-0.37;-88.35;-36.93;-59.19;-38.45;-60.31;-0.91;-17.41;-67.35
1080;17.948;13.405;11.726;-71.981;-47.802;-78.692;3.958;-88.743;-34.28;-66.499;-36.601;-53.339;3.391;-16.68;-66
1090;26.555;17.947;14.875;-72.462;-48.139;-73.831;9.032;-89.313;-34.018;-73.856;-34.738;-46.401;7.817;-16.392;-63.727
1100;34.97;21.456;17.16;-73.313;-47.765;-67.973;13.121;-88.332;-34.776;-79.929;-30.81;-38.916;13.327;-16.32;-62.068
1110;44.363;24.351;22.324;-74.914;-47.418;-63.252;17.863;-83.944;-35.012;-83.218;-30.755;-30.988;19.43;-15.881;-60.032
1120;54.642;28.152;27.665;-76.112;-47.604;-59.2;25.312;-77.225;-34.16;-84.844;-32.45;-23.35;25.114;-15.451;-56.79
1130;64.97;31.659;34.402;-76.383;-47.986;-56.143;31.573;-70.975;-34.481;-84.573;-30.246;-17.471;30.452;-16.463;-52.051
1140;75.203;35.751;38.874;-75.13;-47.625;-53.683;39.301;-64.87;-36.713;-83.661;-28.03;-12.68;35.142;-18.705;-47.895
1150;83.464;40.489;43.817;-73.087;-47.142;-50.317;48.587;-58.934;-35.623;-81.195;-27.539;-7.869;39.301;-21.785;-46.329
1160;91.164;46.292;48.28;-71.037;-47.713;-47.613;54.55;-51.412;-27.215;-79.649;-26.539;-2.465;43.609;-25.333;-44.406
1170;98.896;52.367;53.309;-68.918;-48.573;-45.022;60.778;-45.413;-28.371;-82.293;-26.316;4.955;45.335;-28.46;-41.915
1180;105.929;57.293;59.036;-68.333;-48.658;-42.21;63.84;-41.138;-27.912;-83.206;-29.425;9.942;45.887;-29.919;-40.939
1190;113.032;61.694;63.938;-67.558;-48.369;-37.211;64.505;-40.043;-24.388;-82.583;-32.533;13.275;44.986;-33.05;-38.751
1200;120.669;64.939;66.368;-65.202;-47.878;-31.294;66.348;-41.606;-17.896;-82.332;-37.158;17.794;43.371;-36.926;-36.206
1210;127.456;68.646;69.59;-61.791;-47.258;-22.591;68.441;-41.934;-11.738;-80.599;-39.225;22.748;42.799;-39.422;-33.713
1220;132.864;70.41;72.158;-59.327;-46.857;-12.327;74.23;-41.511;-8.278;-79.628;-40.824;28.463;41.739;-42.254;-31.92
1230;139.539;71.615;74.183;-58.049;-46.253;-1.622;79.347;-40.643;-4.891;-78.784;-41.592;34.034;39.517;-45.77;-31.719
1240;145.485;71.668;76.782;-57.241;-45.344;7.668;84.762;-39.433;-0.146;-76.741;-42.361;37.584;35.615;-49.773;-32.129
1250;151.661;71.079;80.4;-56.353;-44.394;15.107;90.215;-36.44;4.261;-72.355;-44.463;38.301;29.691;-54.875;-31.159
1260;157.564;72.549;83.635;-55.214;-43.838;20.948;101.636;-32.309;8.416;-67.764;-41.698;38.523;22.472;-60.334;-29.966
1270;162.965;76.07;85.457;-54.113;-42.873;27.415;115.285;-23.357;11.782;-59.858;-38.547;36.61;16.223;-64.348;-29.297
1280;167.74;78.777;87.726;-52.631;-40.848;34.824;125.957;-14.267;16.793;-57.532;-33.085;35.95;10.99;-67.987;-29.265
1290;170.232;80.69;88.85;-50.829;-38.468;41.801;134.543;-5.927;22.025;-55.258;-27.626;36.505;4.922;-69.793;-29.125
1300;170.348;84.599;88.007;-48.952;-36.478;47.988;141.455;-2.309;25.008;-51.99;-18.902;31.398;-2.343;-71.853;-29.427
1310;171.889;87.166;86.985;-47.666;-35.92;54.157;148.482;4.373;26.808;-46.814;-9.78;26.99;-10.279;-73.852;-30.292
1320;172.592;90.184;85.632;-46.672;-35.328;60.776;155.712;10.928;29.896;-40.48;-2.192;25.488;-18.968;-76.088;-31.28
1330;171.19;92.168;84.786;-44.155;-33.936;67.52;159.933;22.41;33.526;-32.787;4.831;24.779;-28.084;-78.47;-33.113
1340;166.683;92.748;84.952;-39.973;-32.178;72.661;162.098;33.828;38.891;-24.293;11.853;26.5;-37.289;-80.163;-35.417
1350;160.246;93.74;83.848;-35.764;-30.8;74.408;163.213;44.822;43.151;-15.589;15.346;29.59;-46.22;-83.038;-37.628
1360;153.409;94.14;80.007;-30.895;-29.486;75.593;162.826;52.63;46.542;-8.146;23.657;32.657;-55.353;-85.633;-42.512
1370;146.326;93.875;74.932;-25.815;-27.709;78.354;158.702;58.745;48.818;-3.271;33.931;33.985;-65.054;-87.758;-48.24
1380;139.22;93.429;69.731;-21.154;-25.094;81.874;153.219;64.753;51.718;-1.13;41.552;35.891;-75.299;-89.125;-53.29
1390;131.981;92.437;65.858;-17.358;-23.884;86;146.247;71.345;54.979;1.2;49.164;38.836;-85.822;-89.573;-58.201
1400;124.79;90.685;61.039;-14.753;-21.976;90.323;137.456;77.279;54.373;5.175;55.368;44.481;-94.593;-88.419;-61.076
1410;117.796;88.618;55.353;-13.038;-19.397;92.234;132.042;80.891;47.011;9.291;61.256;51.24;-103.969;-86.41;-62.698
1420;110.121;86.087;48.29;-10.991;-16.033;92.964;128.428;83.447;49.139;14.602;67.762;60.344;-111.646;-84.81;-63.76
1430;101.435;83.252;40.294;-7.009;-14.07;93.212;128.248;85.547;49.964;24.866;74.509;71.9;-118.235;-83.659;-64.355
1440;92.359;80.198;32.546;-2.086;-13.846;88.923;129.865;89.197;50.446;35.457;81.251;80.646;-124.139;-83.084;-65.511
1450;83.053;77.092;25.553;2.832;-14.059;82.799;130.589;95.203;49.557;42.906;87.468;86.667;-129.15;-82.048;-66.432
1460;73.313;74.259;18.657;8.919;-14.896;75.096;129.55;101.713;48.836;48.557;94.11;90.439;-134.519;-82.162;-67.149
1470;64.391;72.059;11.437;16.28;-15.649;64.98;126.337;108.463;51.213;52.884;99.014;93.154;-139.686;-82.533;-66.386
