timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-2+.1;41: wc-2+.2;42: wc-2+.3;43: wc-1-.1;44: wc-1-.2;45: wc-1-.3
900;-255.949;-93.567;-263.459;-180.13;-143.548;-76.41;-64.128;-110.729;-198.924;-231.193;-314.895;-340.712;-54.291;-111.267;-131.391
910;-244.415;-85.859;-247.407;-176.905;-137.826;-75.338;-59.589;-109.093;-193.263;-223.838;-316.577;-331.998;-48.309;-101.981;-122.095
920;-231.24;-76.787;-233.387;-174.333;-132.267;-74.467;-56.133;-107.907;-187.92;-211.627;-318.44;-324.773;-43.107;-93.973;-114.067
930;-219.737;-67.888;-221.003;-172.865;-128.362;-72.974;-54.273;-106.832;-182.813;-201.089;-320.434;-318.747;-38.474;-87.23;-106.954
940;-208.028;-59.682;-209.839;-171.741;-125.624;-71.712;-53.438;-106.173;-178.018;-192.131;-322.523;-313.696;-34.264;-81.278;-100.358
950;-197.637;-52.496;-199.62;-170.457;-123.086;-69.021;-52.927;-106.239;-173.88;-184.308;-324.68;-309.449;-30.504;-76.073;-94.551
960;-187.36;-47.243;-190.495;-169.5;-117.459;-66.642;-52.442;-106.957;-169.63;-175.855;-326.881;-305.869;-27.314;-71.129;-89.227
970;-176.088;-42.438;-181.7;-167.325;-112.4;-64.463;-51.763;-107.7;-165.175;-168.425;-329.55;-302.85;-24.4;-66.7;-84.45
980;-165.901;-37.829;-173.981;-165.519;-107.623;-63.257;-50.88;-108.575;-160.504;-161.813;-332.224;-300.303;-21.735;-62.344;-80.296
990;-153.888;-33.548;-165.265;-163.424;-104.253;-62.218;-49.925;-109.542;-156.358;-155.722;-334.894;-290.068;-18.628;-58.215;-76.227
1000;-142.917;-29.687;-157.599;-161.16;-100.952;-61.365;-48.951;-110.833;-151.981;-150.254;-337.551;-280.879;-15.223;-54.468;-72.499
1010;-131.5;-25.619;-149.321;-159.464;-98.345;-60.643;-48;-112.542;-147.827;-145.244;-329.149;-272.601;-11.929;-50.988;-68.726
1020;-121.678;-22.412;-141.685;-157.981;-97.275;-59.513;-46.948;-114.216;-144.553;-140.191;-321.607;-265.026;-8.972;-47.887;-65.334
1030;-93.04;-7.2;-118.184;-152.346;-79.275;-57.021;-36.272;-106.604;-126.715;-129.222;-312.908;-252.284;1.94;-30.35;-48.987
1040;-64.877;8.012;-94.682;-146.749;-60.922;-54.149;-30.542;-98.947;-109.33;-118.189;-304.136;-239.492;12.87;-12.976;-32.512
1050;-46.158;15.296;-71.166;-141.109;-52.066;-51.258;-27.299;-96.802;-100.5;-107.13;-295.293;-226.651;19.743;-3.113;-21.555
1060;-26.859;22.558;-53.798;-135.213;-41.936;-48.396;-25.773;-97.342;-94.924;-95.123;-286.382;-213.764;27.404;6.792;-10.182
1070;-13.051;22.076;-36.462;-130.191;-36.098;-45.74;-24.656;-98.773;-91.507;-83.171;-277.404;-200.831;32.469;11.076;-3.769
1080;0.897;23.104;-26.233;-124.233;-33.479;-42.985;-23.392;-101.304;-87.576;-71.282;-268.682;-187.855;35.836;13.886;0.72
1090;12.127;26.604;-15.818;-119.378;-30.959;-40.816;-22.643;-103.845;-84.051;-59.447;-259.891;-174.837;39.185;16.987;5.167
1100;22.504;30.858;-8.595;-114.459;-32.566;-38.622;-22.324;-107.135;-80.246;-49.868;-251.034;-159.337;40.818;19.464;7.606
1110;32.122;40.957;-1.331;-108.078;-36.631;-36.872;-21.666;-109.939;-76.884;-40.285;-242.112;-143.798;41.715;21.226;9.675
1120;41.728;52.798;6.219;-101.651;-40.16;-35.099;-20.861;-112.288;-73.385;-30.678;-228.088;-127.874;42.606;21.741;11.667
1130;51.278;69.475;10.98;-95.15;-41.527;-34.025;-20.416;-114.496;-70.117;-21.808;-214.004;-111.919;43.198;21.862;13.42
1140;61.453;83.807;15.751;-89.609;-39.812;-33.338;-20.331;-116.556;-67.232;-17.315;-199.861;-103.736;43.416;22.045;15.419
1150;69.886;97.111;18.691;-85.349;-38.287;-31.564;-20.72;-118.092;-64.437;-12.781;-186.942;-95.524;43.447;21.736;16.782
1160;78.632;109.81;21.54;-81.653;-36.317;-29.222;-20.933;-118.991;-61.524;-8.145;-173.968;-87.285;43.468;21.155;17.689
1170;85.61;121.2;24.08;-80.05;-36.05;-25.76;-20.46;-119.52;-58.39;-7.09;-160.94;-79.02;43.28;20.17;18.44
