timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
880;-184.306;168.041;7.595;-235.502;-248.051;-274.663;-217.523;-205.197;-84.633;-283.052;-197.81;28.785;-27.356;-72.754;-178.371
890;-170.934;166.301;12.552;-225.911;-244.905;-267.917;-212.705;-196.9;-80.861;-277.643;-185.432;28.921;-11.095;-66.853;-161.421
900;-158.773;164.8;16.333;-216.08;-245.08;-262.173;-208.267;-187.027;-77.947;-270.947;-174.24;29.04;3.76;-61.84;-140.36
910;-146.855;163.174;19.987;-207.158;-244.336;-252.181;-201.766;-178.01;-75.382;-264.78;-164.049;29.447;17.049;-57.247;-121.155
920;-136.034;162.97;21.092;-198.044;-243.084;-242.464;-196.254;-169.862;-72.109;-259.93;-152.919;29.681;30.03;-50.146;-102.875
930;-126.239;163.004;22.342;-188.816;-240.513;-235.017;-191.333;-160.722;-67.47;-252.829;-142.718;29.65;41.598;-41.107;-86.197
940;-116.969;163.159;23.694;-178.438;-233.668;-227.552;-187.016;-152.702;-63.312;-246.313;-129.468;29.656;52.386;-33.49;-68.934
950;-107.025;164.6;25.762;-169.175;-223.55;-220.725;-183.487;-145.363;-58.712;-237.1;-117.462;29.25;61.638;-25.6;-52.025
960;-98;166.344;26.134;-159.326;-214.347;-212.661;-179.734;-137.848;-54.57;-228.554;-106.377;28.873;69.998;-18.303;-33.222
970;-86.542;166.278;26.659;-148.633;-206.849;-204.207;-176.086;-130.561;-50.898;-220.396;-89.538;28.339;77.744;-9.58;-12.919
980;-74.602;166.261;29.219;-137.786;-200.277;-196.07;-170.967;-123.79;-47.791;-209.756;-73.973;27.602;85.915;-1.718;6.304
990;-63.542;167.262;31.53;-127.095;-191.875;-188.333;-166.03;-118.06;-44.964;-199.827;-55.946;26.905;92.613;4.417;23.994
1000;-55.393;170.612;33.845;-115.701;-184.04;-180.647;-161.468;-111.887;-42.626;-190.353;-39.153;25.962;99.327;10.461;40.275
1010;-40.571;179.128;45.656;-95.373;-165.67;-162.44;-152.063;-99.937;-33.29;-170.823;-18.567;24.538;117.938;23.434;68.253
1020;-25.84;187.731;57.918;-75.086;-147.318;-141.552;-142.55;-87.423;-24.434;-151.361;3.659;23.333;136.811;37.381;94.605
1030;-8.299;196.652;62.943;-57.981;-132.248;-122.442;-131.687;-74.977;-18.417;-129.662;25.815;21.68;152.225;47.657;118.25
1040;10.176;201.91;62.036;-42.508;-119.673;-105.902;-121.007;-58.759;-12.569;-113.392;49.145;20.375;164.085;55.306;141.75
1050;28.516;209.227;61.644;-24.831;-106.587;-90.942;-110.34;-42.316;-7.687;-96.9;72.909;18.887;173.622;61.1;165.911
1060;43.281;214.84;60.622;-8.298;-93.792;-75.695;-99.925;-25.941;-4.969;-76.558;96.599;17.189;181.95;67.072;187.666
1070;55.423;219.61;62.663;8.342;-82.782;-60.63;-89.337;-7.193;-4.096;-57.245;120.038;15.326;191.059;73.205;207.82
1080;67.974;221.401;65.897;25.515;-71.557;-44.166;-79.043;11.555;-3.947;-37.804;143.4;13.095;201.139;81.993;227.968
1090;78.663;220.528;69.66;43.98;-61.98;-28.428;-69.184;30.24;-3.909;-14.591;165.527;10.759;209.577;91.812;249.968
1100;87.164;218.196;76.091;60.478;-53.156;-13.505;-59.343;48.423;-1.143;8.956;187.686;8.217;218.12;101.371;270.743
1110;96.92;213.471;83.978;75.01;-46.225;-0.183;-50.52;66.776;0.181;33.946;209.773;5.728;226.376;110.884;289.95
1120;105.456;209.324;92.922;87.8;-37.706;10.931;-41.579;84.506;2.707;59.071;232.064;2.951;236.832;119.535;306.503
1130;112.147;204.641;102.534;100.815;-27.231;22.138;-30.498;100.795;5.791;84.581;254.283;0.266;245.973;127.333;323.246
