timepoints (min);46: wc-2-.1;47: wc-2-.2;48: wc-2-.3
710;-244.815;-85.612;-161.072
720;-238.359;-74.197;-152.33
730;-232.893;-65.933;-142.227
740;-220.852;-59.234;-133.539
750;-210.332;-53.422;-126.013
760;-201.974;-49.278;-122.004
770;-194.655;-45.594;-119.051
780;-184.862;-44.8;-116.537
790;-176.136;-43.732;-114.395
800;-168.13;-42.755;-110.588
810;-160.92;-39.075;-107.23
820;-154.405;-34.554;-104.262
830;-148.136;-28.965;-101.513
840;-131.91;-14.029;-88.841
850;-115.248;0.879;-76.137
860;-98.563;13.84;-64.364
870;-81.856;20.172;-52.178
880;-65.927;26.476;-46.573
890;-58.657;38.191;-40.949
900;-51.649;48.482;-34.667
910;-44.616;57.077;-31.849
920;-37.558;61.802;-29.016
930;-30.196;66.503;-23.808
940;-24.05;73.102;-18.691
950;-18.46;77.865;-15.758
960;-12.836;82.622;-12.69
970;-7.179;84.734;-9.658
980;-1.21;88.18;-8.25
990;0.634;86.776;-6.827
1000;2.496;86.089;-7.428
1010;4.377;85.381;-6.172
1020;6.755;84.652;-4.9
1030;6.47;85.131;-6.853
1040;6.429;85.605;-8.744
1050;6.4;85.714;-12.461
1060;6.382;83.86;-16.165
1070;7.895;82.829;-19.43
1080;9.06;80.787;-22.8
1090;10.001;78.724;-26.154
1100;10.957;78.199;-27.814
1110;11.927;79.574;-28.251
1120;13.671;80.929;-28.678
1130;16.228;82.984;-27.776
1140;18.41;79.779;-26.407
1150;20.612;75.193;-25.558
1160;22.833;72.036;-24.707
1170;24.113;68.862;-23.04
1180;25.013;64.232;-23.728
1190;25.934;57.384;-24.413
1200;26.873;51.126;-24.293
1210;26.591;44.857;-24.469
1220;26.326;41.371;-24.638
1230;25.976;37.392;-24.24
1240;25.64;38.55;-23.463
1250;25.318;39.691;-20.765
1260;24.09;38.976;-18.068
1270;22.395;38.229;-14.275
1280;20.829;36.826;-7.246
1290;19.274;35.195;-0.222
1300;17.73;33.911;6.679
1310;18.116;31.216;13.981
1320;16.993;27.798;20.674
1330;16.169;24.366;27.477
1340;15.35;23.002;34.241
1350;14.537;19.752;39.316
1360;16.53;19.894;44.383
1370;18.019;19.907;50.326
1380;19.51;19.194;54.951
1390;21.052;17.277;59.579
1400;21.955;16.791;64.57
1410;22.726;16.3;69.562
1420;24.46;11.963;73.557
1430;26.023;8.977;77.189
1440;24.454;4.331;77.087
1450;21.505;-0.914;76.185
1460;19.796;-6.208;75.283
1470;18.287;-10.897;73.021
1480;16.778;-14.815;71.592
1490;16.972;-18.734;70.163
1500;18.207;-20.734;68.294
1510;20.417;-20.473;67.025
1520;22.626;-21.075;64.956
1530;24.788;-21.036;62.77
1540;27.618;-21.342;60.983
1550;32.688;-18.469;59.697
1560;36.059;-14.196;58.41
1570;39.43;-10.399;57.323
1580;42.505;-7.828;56.143
1590;44.113;-7.412;54.964
1600;45.439;-9.498;54.265
1610;43.964;-14.983;53.248
1620;42.476;-20.09;50.592
1630;41.45;-22.301;48.108
1640;39.312;-23.312;45.423
1650;37.814;-23.992;42.697
1660;36.012;-26.83;39.97
1670;34.211;-25.774;38.003
1680;30.879;-26.083;35.96
1690;28.586;-26.232;35.117
1700;27.797;-26.415;34.275
1710;27.008;-26.93;32.146
1720;27.081;-26.884;31.378
1730;27.272;-26.728;30.348
1740;29.262;-26.555;27.197
1750;30.219;-28.141;24.577
1760;31.177;-28.854;21.956
1770;32.044;-27.967;20.215
1780;33.52;-26.956;19.75
1790;34.658;-24.254;18.886
1800;33.556;-24.552;18.021
1810;32.095;-24.884;18.057
1820;30.634;-26.432;17.892
1830;27.977;-26.939;17.349
1840;27.599;-30.497;14.926
1850;26.883;-31.574;11.691
1860;26.167;-32.651;8.457
1870;26.589;-33.469;3.702
1880;26.411;-37.527;-2.197
1890;26.869;-40.099;-7.897
1900;27.465;-42.734;-13.596
1910;28.061;-42.768;-21.455
1920;28.995;-43.455;-29.971
1930;28.368;-42.542;-38.204
1940;25.909;-41.629;-46.277
1950;23.45;-38.334;-54.061
1960;21.225;-35.039;-60.724
1970;17.731;-31.063;-63.188
1980;14.603;-26.999;-65.555
1990;9.394;-22.014;-65.801
2000;4.8;-17.848;-66.048
2010;0.966;-14.763;-66.295
2020;-2.862;-11.677;-67.25
2030;-6.25;-8.394;-65.843
2040;-9.734;-6.472;-64.436
2050;-13.338;-4.445;-62.891
2060;-17.639;-2.16;-62.226
2070;-23.099;0.886;-61.561
2080;-28.142;1.982;-62.383
2090;-34.137;4.639;-61.326
2100;-40.131;7.295;-60.268
2110;-46.018;7.257;-59.21
2120;-51.905;7.138;-56.494
2130;-56.808;6.909;-53.098
2140;-64.352;7.608;-49.874
2150;-72.095;8.308;-46.672
2160;-80.788;8.766;-41.309
2170;-89.252;12.594;-35.946
2180;-94.437;16.423;-29.083
2190;-99.284;20.899;-22.669
2200;-102.491;23.655;-16.255
2210;-105.684;26.997;-9.841
2220;-107.397;27.432;-7.345
2230;-109.283;27.866;-5.848
2240;-110.008;28.094;-4.69
2250;-110.348;26.883;-3.469
2260;-110.073;25.672;-2.248
2270;-109.799;23.479;-1.028
2280;-101.939;20.799;-1.367
2290;-94.08;18.091;-1.975
2300;-86.694;15.804;-2.583
2310;-79.308;13.237;-3.192
2320;-75.141;10.574;-4.034
2330;-72.454;8.578;-1.877
2340;-69.132;6.582;0.611
2350;-65.672;4.89;3.023
2360;-61.808;4.799;5.436
2370;-57.425;4.432;7.848
2380;-52.852;3.076;4.541
2390;-43.68;-0.28;1.378
2400;-33.949;-3.119;-1.785
2410;-20.858;-5.985;-4.948
2420;-7.732;-11.611;-8.076
2430;5.586;-17.417;-10.484
2440;18.512;-19.145;-13.41
2450;31.24;-21.301;-16.252
2460;43.968;-23.457;-19.095
2470;49.979;-24.632;-21.938
2480;55.99;-25.248;-20.381
2490;63.063;-28.13;-19.148
2500;69.337;-29.091;-17.914
2510;74.415;-30.501;-16.681
2520;79.054;-30.869;-15.317
2530;74.535;-31.513;-16.153
2540;74.796;-32.157;-16.313
2550;75.643;-35.792;-16.473
2560;75.13;-39.426;-16.826
2570;79.754;-43.061;-17.179
2580;83.739;-45.793;-18.292
2590;88.069;-48.684;-19.295
2600;88.879;-50.28;-20.298
2610;89.585;-51.21;-21.301
2620;88.854;-52.139;-22.152
2630;88.219;-52.246;-19.363
2640;86.509;-52.117;-16.629
2650;84.799;-51.989;-13.895
2660;83.222;-51.899;-11.01
2670;81.646;-51.941;-8.124
2680;80.36;-50.902;-6.839
2690;77.634;-53.526;-6.139
2700;73.045;-56.149;-5.44
2710;65.057;-59.084;-4.741
2720;62.988;-60.966;-4.303
2730;60.215;-62.847;-7.266
2740;55.397;-63.143;-9.132
2750;52.539;-63.44;-10.999
2760;49.557;-63.737;-13.237
2770;45.695;-64.734;-15.476
2780;41.302;-65.731;-16.074
2790;29.308;-65.683;-14.945
2800;17.313;-63.058;-13.815
2810;9.399;-60.433;-12.686
2820;1.243;-57.531;-10.832
2830;-3.793;-54.829;-9.738
2840;-8.788;-52.003;-6.719
2850;-13.102;-50.332;-3.699
2860;-15.046;-48.662;-0.68
2870;-15.989;-46.992;2.339
2880;-12.96;-45.668;7.331
2890;-10.291;-44.343;12.683
2900;-9.083;-44.299;18.034
2910;-10.674;-44.327;23.386
2920;-16.066;-44.354;28.738
2930;-24.138;-43.757;32.848
2940;-27.572;-43.16;35.039
2950;-31.007;-42.563;37.229
2960;-31.577;-39.946;39.419
2970;-32.146;-37.081;41.568
2980;-34.774;-32.657;43.834
2990;-37.857;-27.607;44.661
3000;-43.099;-22.557;45.487
3010;-48.563;-16.188;46.313
3020;-52.906;-9.514;46.994
3030;-56.332;-2.841;47.931
3040;-57.799;-1.132;50.188
3050;-55.982;0.577;52.444
3060;-56.885;1.941;54.783
3070;-54.775;3.806;57.123
3080;-53.741;5.67;59.29
3090;-53.875;8.375;61.177
3100;-51.128;11.486;63.063
3110;-53.599;14.596;65.33
3120;-56.069;17.411;67.596
3130;-60.074;20.186;69.959
3140;-64.08;22.961;68.041
3150;-66.669;29.77;66.207
3160;-69.258;36.578;64.372
3170;-69.164;43.386;62.538
3180;-69.326;47.564;60.966
3190;-72.967;51.556;58.553
3200;-76.615;52.908;55.934
3210;-79.183;52.097;53.315
3220;-82.625;51.285;50.695
3230;-83.346;49.35;47.207
3240;-85.61;47.67;44.568
3250;-86.873;45.99;41.93
3260;-84.378;42.785;39.291
3270;-82.276;39.579;36.652
3280;-80.328;36.222;34.393
3290;-78.381;35.32;30.909
3300;-79.655;34.418;27.425
3310;-81.012;33.236;23.941
3320;-85.265;30.835;20.457
3330;-89.517;28.447;17.014
3340;-91.166;27.454;11.331
3350;-92.952;26.461;5.648
3360;-90.552;25.468;-0.034
3370;-88.228;26.702;-5.717
3380;-83.903;27.937;-12.69
3390;-72.746;28.211;-15.862
3400;-61.669;25.132;-19.034
3410;-51.095;22.44;-22.207
3420;-39.721;19.748;-25.138
3430;-28.713;17.45;-27.938
3440;-18.025;14.432;-27.778
3450;-7.95;14.199;-27.618
3460;1.497;14.379;-27.458
3470;11.251;14.56;-26.436
3480;21.006;15.775;-26.855
3490;31.577;16.99;-27.594
3500;42.437;18.116;-28.334
3510;50.381;19.502;-29.032
3520;58.324;20.888;-29.73
3530;66.05;23.421;-28.084
3540;72.807;28.313;-27.959
3550;80.172;32.819;-27.833
3560;86.952;37.543;-27.625
3570;92.571;40.828;-27.177
3580;98.007;44.112;-26.728
3590;102.483;44.741;-25.548
3600;107.207;45.37;-23.884
3610;111.211;45.999;-22.221
3620;114.988;43.617;-19.717
3630;120.604;41.234;-17.214
3640;119.843;40.316;-14.301
3650;119.095;39.397;-11.146
3660;118.817;40.479;-8.472
3670;118.538;41.588;-5.797
3680;118.872;42.848;-3.123
3690;119.505;44.829;-0.731
3700;119.641;43.888;1.661
3710;120.164;42.948;1.852
3720;120.687;41.531;2.044
3730;115.185;38.561;3.436
3740;110.153;35.592;4.966
3750;104.873;33.801;6.015
3760;99.593;32.011;7.065
3770;89.372;29.317;8.115
3780;79.152;26.036;6.221
3790;69.665;23.835;3.996
3800;60.178;21.633;2.971
3810;50.608;19.935;1.946
3820;43.839;19.677;0.681
3830;36.859;19.688;-1.025
3840;29.88;18.219;-3.327
3850;22.728;16.75;-5.629
3860;15.577;15.674;-7.931
3870;11.83;15.919;-11.646
3880;5.228;17.043;-15.36
3890;-1.375;17.45;-20.037
3900;-7.461;17.87;-24.714
3910;-13.066;16.291;-28.912
3920;-18.154;14.891;-33.095
3930;-24.007;13.411;-34.119
3940;-30.087;12.076;-34.852
3950;-36.167;13.421;-35.586
3960;-43.892;14.766;-33.679
3970;-51.618;15.429;-31.771
3980;-52.719;16.092;-24.023
3990;-53.819;16.28;-16.952
4000;-54.906;15.578;-9.4
4010;-54.433;12.636;-2.862
4020;-49.674;9.694;2.276
4030;-44.916;6.214;7.414
4040;-40.192;1.654;12.076
4050;-35.468;-3.361;14.628
4060;-30.48;-10.777;17.179
4070;-28.982;-18.192;14.731
4080;-27.484;-25.876;12.283
4090;-26.31;-32.08;10.41
4100;-26.817;-37.764;8.454
4110;-26.737;-43.49;6.258
4120;-29.062;-49.312;4.062
4130;-31.27;-56.014;1.866
4140;-33.479;-63.123;1.226
4150;-36.063;-67.992;0.586
4160;-39.128;-72.909;-0.534
4170;-41.248;-77.012;-1.654
4180;-43.368;-81.036;-5.934
4190;-45.323;-84.571;-9.828
4200;-47.557;-88.106;-16.521
4210;-48.622;-91.462;-23.215
