timepoints (min);01: bdA+.1;02: bdA+.2;03: bdA+.3;04: crybdIm1+.1;05: crybdIm1+.2;06: crybdIm1+.3;07: bdA-.1;08: bdA-.2;09: bdA-.3;10: crybdIm1-.1;11: crybdIm1-.2;12: crybdIm1-.3;13: frq1+.1;14: frq1+.2;15: frq1+.3
1080;-218.859;-243.372;-179.221;-395.18;-287.556;-218.446;-124.362;-191.193;-292.439;-228.026;-213.668;-236.838;-375.615;-341.894;-339.851
1090;-223.763;-239.158;-166.593;-388.508;-271.606;-225.073;-122.672;-189.232;-285.913;-222.936;-208.637;-232.622;-368.409;-330.764;-336.531
1100;-228.347;-234.947;-153.333;-382.453;-257.4;-231.893;-121.36;-186.413;-279.973;-219.36;-204.333;-228.947;-360.973;-320.547;-332.24
1110;-231.822;-233.457;-139.849;-376.734;-244.868;-238.477;-119.743;-183.934;-272.855;-216.77;-200.934;-223.921;-352.872;-311.207;-327.398
1120;-235.384;-230.707;-126.777;-370.419;-234.145;-243.737;-117.778;-181.95;-266.442;-213.287;-198.222;-216.934;-342.628;-301.953;-323.34
1130;-239.65;-227.312;-115.188;-364.872;-223.675;-248.427;-115.863;-180.402;-258.12;-208.077;-194.517;-210.944;-333.244;-291.004;-319.658
1140;-243.829;-224.592;-105.856;-360.252;-214.406;-250.873;-114.779;-179.027;-249.055;-203.898;-189.757;-204.542;-323.198;-280.047;-316.634
1150;-247.037;-224.825;-96.25;-355.938;-207.762;-252.35;-113.525;-176.325;-240.837;-200.163;-185.4;-199.137;-314.475;-269.837;-312.175
1160;-249.175;-224.78;-87.981;-351.547;-203.603;-254.178;-112.379;-169.824;-235.81;-197.658;-180.049;-193.362;-306.762;-258.751;-305.739
1170;-251.152;-224.026;-78.807;-346.03;-200.739;-254.85;-110.726;-163.902;-228.402;-194.993;-175.156;-187.87;-299.722;-246.626;-298.865
1180;-252.619;-220.556;-69.281;-340.08;-197.525;-252.123;-108.614;-158.211;-221.581;-192.346;-169.409;-180.086;-292.858;-235.168;-292.309
1190;-254.905;-215.161;-58.917;-333.06;-194.815;-249.429;-106.649;-153.274;-214.363;-187.69;-164.774;-173.5;-285.22;-224.476;-285.56
1200;-257.334;-207.341;-50.04;-326.416;-192.101;-244.833;-104.256;-150.932;-203.551;-182.555;-160.487;-166.805;-277.748;-214.995;-279.005
1210;-256.275;-180.392;-20.094;-308.059;-170.012;-237.058;-99.631;-141.846;-187.34;-173.541;-154.321;-155.965;-263.045;-192.503;-268.095
1220;-254.668;-153.215;9.999;-288.457;-146.343;-227.689;-94.7;-132.759;-171.083;-164.228;-146.909;-144.839;-247.916;-168.507;-257.006
1230;-254.512;-130.925;35.043;-269.068;-124.161;-220.032;-89.166;-125.809;-155.149;-156.474;-138.791;-136.342;-236.408;-146.398;-246.817
1240;-253.128;-110.054;54.591;-252.095;-106.377;-215.293;-83.636;-118.24;-142.572;-148.742;-131.759;-128.683;-225.479;-126.515;-236.984
1250;-252.244;-90.902;71.687;-237.669;-92.651;-211.922;-78.44;-112.642;-129.842;-141.082;-125.271;-122.064;-214.149;-107.638;-227.411
1260;-250.636;-73.47;83.52;-225.014;-80.153;-207.091;-73.541;-105.007;-116.369;-134.12;-120.25;-116.487;-203.39;-88.538;-217.058
1270;-248.611;-58.857;91.247;-212.863;-70.102;-199.857;-68.657;-95.47;-104.174;-127.595;-116.003;-111.796;-191.38;-68.835;-205.556
1280;-246.934;-47.513;99.251;-200.534;-63.198;-190.751;-63.098;-85.956;-91.941;-120.368;-110.036;-105.216;-179.749;-49.024;-193.172
1290;-245.352;-37.529;107.514;-186.143;-56.389;-181.485;-57.363;-77.627;-77.577;-113.303;-104.614;-97.375;-169.025;-28.391;-181.491
1300;-243.785;-29.246;118.282;-171.219;-46.139;-171.143;-51.642;-70.874;-61.893;-104.909;-97.947;-88.954;-158.429;-5.461;-169.819
1310;-240.854;-20.032;130.611;-156.693;-32.446;-160.277;-46.048;-66.299;-46.214;-96.712;-91.373;-79.721;-146.435;17.73;-157.775
1320;-236.313;-8.276;143.434;-140.898;-19.86;-147.747;-40.196;-60.663;-31.238;-89.63;-84.979;-70.365;-135.478;41.986;-146.12
1330;-230.758;7.224;156.428;-123.048;-7.195;-134.305;-34.194;-52.195;-15.575;-83.514;-79.671;-56.916;-125.774;67.234;-132.245
1340;-224.509;27.143;169.359;-103.926;6.341;-118.107;-27.533;-42.304;0.219;-76.025;-75.184;-44.695;-115.199;93.753;-117.26
1350;-217.57;47.04;180.85;-85.58;19.7;-101.18;-20.93;-31.89;15.25;-65.4;-70.76;-33.19;-102.28;121.39;-102.14
1360;-211.405;70.447;191.072;-67.009;33.745;-82.05;-13.934;-20.945;27.969;-54.989;-62.981;-24.293;-90.108;149.898;-85.562
1370;-204.505;93.676;200.534;-47.211;49.507;-61.409;-5.805;-9.979;40.687;-45.294;-55.24;-16.978;-77.568;178.778;-67.889
1380;-195.429;114.701;210.163;-27.486;65.886;-39.68;2.318;4.439;53.941;-36.863;-48.445;-8.933;-63.538;205.887;-50.122
1390;-186.525;135.882;220.704;-5.721;82.442;-16.972;10.45;19.103;68.525;-24.72;-41.192;-2.563;-48.698;232.993;-29.133
1400;-177.918;159.484;229.48;17.613;101.518;5.44;17.859;32.47;83.078;-12.69;-29.43;4.385;-31.069;260.173;-9.482
1410;-170.085;183.008;238.088;42.111;123.383;30.235;25.265;41.423;99.484;1.958;-18.767;13.509;-10.451;286.475;8.236
1420;-162.312;205.654;246.678;67.043;146.281;55.555;33.2;50.361;112.111;15.576;-6.93;23.846;11.841;310.846;26.23
1430;-154.861;226.056;255.527;93.185;169.079;79.614;40.726;60.423;124.714;29.353;3.33;33.313;34.373;334.313;45.787
1440;-145.461;245.461;264.983;119.7;193.064;105.113;47.73;70.91;137.08;41.257;14.178;43.497;55.654;357.062;66.566
1450;-134.778;262.796;275.793;146.147;217.173;130.356;54.884;83.584;145.327;53.742;26.333;52.782;79.096;379;88.898
1460;-124.031;277.74;286.488;173.867;240.876;156.036;62.045;94.693;155.351;68.383;41.636;67.554;105.113;396.67;112.988
1470;-113.261;292.898;296.789;201.843;262.951;181.857;71.525;106.335;165.218;83.168;55.922;82.142;131.702;411.669;137.259
1480;-99.895;305.593;305.251;229.382;283.413;207.079;78.728;118.244;172.995;100.254;71.061;99.471;160.337;424.347;162.543
1490;-86.905;315.527;312.871;256.566;301.683;232.589;85.931;128.268;182.834;116.498;86.86;117.665;188.507;436.714;186.216
1500;-73.809;322.765;318.807;283.233;320.57;259.038;91.294;135.539;192.656;131.377;103.527;137.252;216.031;447.216;208.715
1510;-60.972;327.925;323.498;309.49;337.972;284.896;96.529;140.158;202.617;145.1;118.778;156.463;243.165;455.013;230.963
1520;-46.788;332.948;328.051;334.473;354.632;308.386;101.765;144.489;213.403;159.006;133.587;173.586;268.822;459.564;251.917
1530;-31.231;342.163;330.465;357.575;371.636;329.217;105.262;148.659;224.089;174.677;146.621;187.532;294.374;462.131;270.182
1540;-16.209;351.309;332.034;377.944;387.313;349.807;107.983;152.416;231.102;190.365;161.76;200.48;320.151;460.108;287.213
1550;-0.838;362.772;333.318;396.26;398.318;370.172;108.983;157.032;235.143;204.268;174.697;212.577;345.025;451.858;304.037
1560;13.649;373.369;330.946;414.51;406.024;390.855;109.302;160.952;239.14;215.676;187.663;222.368;367.843;441.33;321.221
1570;29.21;381.613;327.956;430.944;412.662;411.197;109.563;165.185;241.218;227.06;198.938;232.069;388.879;428.604;339.657
1580;45.897;387.249;324.805;444.671;416.091;430.463;110.345;166.863;241.487;238.405;210.475;237.038;407.76;413.598;353.909
1590;63.92;389.935;321.924;457.191;416.852;447.224;110.736;168.726;241.7;247.257;222.923;241.197;425.859;397.269;365.324
1600;82.448;391.36;319.528;469.928;417.648;463.368;111.128;169.584;241.24;251.456;235.56;242.912;437.696;378.096;374.36
1610;100.186;390.622;317.932;482.141;417.658;477.282;110.056;168.861;240.053;254.837;244.013;246.256;447.341;354.997;379.238
1620;118.037;388.849;315.266;491.862;417.732;489.742;106.144;168.054;238.906;258.099;252.537;247.198;451.94;328.459;381.14
1630;134.289;387.781;308.509;500.404;417.16;499.281;102.232;162.323;235.652;260.755;257.702;246.678;453.525;300.697;382.995
1640;150.852;384.953;301.943;506.41;413.892;505.781;98.624;155.192;228.371;258.061;257.939;246.71;453.544;271.877;379.255
1650;167.631;380.714;293.852;510.169;406.523;512.06;95.563;148.06;221.078;255.438;253.409;247.018;450.022;242.643;372.84
1660;184.855;373.626;285.521;512.557;395.978;515.307;92.143;142.558;212.178;251.504;247.35;243.872;441.631;212.67;364.605
1670;202.584;367.188;276.023;512.398;385.379;517.774;87.505;137.887;204.661;247.162;239.499;239.38;431.478;182.768;354.132
1680;219.978;358.995;264.982;510.283;372.708;519.359;82.801;131.972;197.134;240.778;232;232.327;417.828;153.305;342.43
1690;236.532;350.059;251.356;507.021;359.781;517.838;79.141;124.493;189.017;234.344;222.169;225.753;400.873;124.412;326.517
1700;251.373;339.443;237.713;502.532;345.975;513.64;75.21;116.04;180.541;226.225;211.576;219.717;379.172;96.385;306.184
1710;266.289;328.518;224.674;494.824;332.319;508.207;71.284;108.346;173.341;218.651;200.022;210.185;353.637;70.277;283.571
1720;281.866;315.947;211.525;484.517;318.936;499.126;64.19;100.473;165.726;211.108;189.452;200.216;326.451;44.819;260.771
1730;294.537;303.261;197.322;473.843;303.593;489.646;58.48;92.826;158.295;200.862;178.075;188.256;297.994;19.657;236.647
1740;305.917;288.425;182.442;460.85;288.1;477.67;52.775;86.662;148.023;188.853;166.136;175.159;269.03;-5.971;212.314
1750;315.657;273.147;164.56;444.867;271.211;463.464;48.221;83.466;137.793;178.036;154.009;159.783;239.081;-30.949;187.231
1760;324.596;257.851;148.394;427.233;255.083;447.993;42.687;78.953;124.876;167.211;142.842;142.146;208.301;-55.228;160.99
1770;330.953;241.372;129.442;407.662;238.722;428.952;36.679;73.405;111.837;156.385;131.517;125.865;177.12;-78.968;134.228
1780;335.524;221.303;111.366;385.462;220.771;407.166;30.334;67.531;98.81;142.611;119.865;110.749;146.378;-101.436;108.581
1790;338.837;198.341;90.917;361.533;202.627;385.547;24.053;62.579;85.934;127.434;105.72;94.851;116.088;-120.699;84.508
1800;340.789;175.301;68.435;338.039;185.437;361.668;19.099;58.192;73.017;112.399;92.466;78.167;85.444;-137.232;60.175
1810;340.474;147.372;45.865;308.88;166.201;334.185;13.497;52.585;57.538;95.636;77.488;60.981;51.385;-155.474;32.786
1820;337.96;118.048;23.6;277.681;147.37;304.183;7.894;46.888;42.686;78.592;62.89;43.354;18.08;-172.997;3.658
1830;332.968;88.401;2.262;245.884;129.968;273.59;1.218;39.971;28.491;61.506;48.487;26.697;-12.579;-189.883;-24.57
1840;325.243;59.851;-19.561;213.07;114.028;244.4;-5.727;32.041;14.517;45.212;33.51;11.41;-43.273;-206.95;-51.377
1850;316.997;32.843;-41.746;180.926;97.059;213.59;-12.561;24.45;1.13;31.119;16.669;-0.597;-70.288;-222.134;-75.963
1860;308.868;6.338;-63.606;149.568;78.53;181.174;-18.628;17.665;-10.297;17.465;1.356;-11.732;-95.25;-234.161;-98.873
1870;298.048;-19.983;-84.364;118.978;56.236;147.684;-23.425;8.964;-21.419;3.901;-13.961;-20.877;-118.237;-243.906;-118.745
1880;286.549;-45.873;-101.726;89.748;33.977;115.971;-28.152;1.743;-33.146;-9.058;-25.45;-29.502;-139.592;-252.836;-138.706
1890;275.354;-68.945;-119.861;61.117;12.84;84.972;-32.914;-3.985;-44.417;-19.003;-33.608;-38.822;-160.367;-260.92;-155.357
1900;263.855;-90.901;-135.89;32.912;-6.041;53.949;-37.677;-9.681;-55.604;-28.927;-40.892;-48.848;-179.302;-268.461;-169.822
