timepoints (min);46: wc-2,- -1;47: wc-2,- -2;48: wc-2,- -3
9060;-26.811;-65.103;7.199
9070;-24.79;-58.738;8.254
9080;-22.59;-52.835;9.548
9090;-20.55;-46.011;9.921
9100;-18.469;-39.05;10.237
9110;-16.588;-30.288;9.913
9120;-14.41;-21.354;10.524
9130;-12.166;-13.301;10.415
9140;-10.266;-5.806;10.76
9150;-7.415;-0.572;11.025
9160;-4.537;9.08;12.734
9170;-0.43;17.535;14.883
9180;3.6;26.432;16.018
9190;8.614;34.779;17.593
9200;13.745;40.412;18.748
9210;19.316;47.073;19.061
9220;24.597;52.917;18.654
9230;29.851;62.4;16.441
9240;32.495;73.455;14.909
9250;35.201;82.808;11.426
9260;35.353;92.131;9.303
9270;35.643;96.068;10.749
9280;36.263;96.754;12.554
9290;36.919;95.457;13.923
9300;36.513;92.382;13.011
9310;36.087;92.269;12.132
9320;35.181;91.032;10.654
9330;34.592;89.47;8.326
9340;33.683;83.709;6.455
9350;32.139;78.223;5.326
9360;30.516;70.658;4.863
9370;29.051;62.617;5.361
9380;25.993;53.655;6.931
9390;23.183;45.287;7.981
9400;21.523;39.079;9.371
9410;19.462;33.112;7.601
9420;15.352;30.345;7.302
9430;10.8;27.088;7.603
9440;6.101;25.272;9.8
9450;1.215;23.441;12.797
9460;-3.526;20.491;15.207
9470;-6.83;18.361;18.35
9480;-10.611;13.232;20.196
9490;-13.265;7.84;21.796
9500;-15.946;4.928;22.196
9510;-18.041;2.141;20.705
9520;-19.999;3.553;20.094
9530;-20.513;5.076;19.142
9540;-21.028;6.319;18.99
9550;-19.723;7.182;16.366
9560;-18.514;5.366;13.501
9570;-18.266;2.534;9.739
9580;-17.97;-1.319;6.738
9590;-19.553;-2.298;5.183
9600;-21.061;-4.251;2.557
9610;-21.588;-5.302;1.291
9620;-22.114;-6.411;-1.239
9630;-19.244;-7.007;-2.768
9640;-16.401;-7.177;-3.178
9650;-15.606;-8.251;-3.068
9660;-14.761;-8.692;-0.821
9670;-13.516;-10.612;0.786
9680;-11.905;-12.926;1.119
9690;-10.09;-15.661;-0.349
9700;-8.63;-19.761;-0.615
9710;-7.281;-23.839;-1.121
9720;-8.578;-27.229;-0.2
9730;-10.109;-31.348;2.481
9740;-9.753;-31.639;3.681
9750;-9.411;-33.797;5.826
9760;-8.724;-36.632;6.571
9770;-7.927;-40.306;6.236
9780;-7.097;-43.367;7.461
9790;-6.377;-46.028;7.888
9800;-7.777;-48.599;9.596
9810;-9.108;-51.17;10.288
9820;-12.039;-53.472;12.581
9830;-14.742;-53.374;14.942
9840;-16.114;-53.655;16.263
9850;-17.411;-50.497;18.135
9860;-17.188;-47.641;18.447
9870;-17.04;-42.626;17.826
9880;-16.236;-37.639;15.93
9890;-15.466;-33.211;14.153
9900;-15.317;-28.411;11.705
9910;-14.989;-26.411;10.897
9920;-14.887;-23.949;10.437
9930;-16.429;-19.247;10.658
9940;-17.874;-13.876;10.982
9950;-17.31;-3.385;8.866
9960;-16.891;7.644;6.771
9970;-15.479;17.473;3.076
9980;-14.218;27.426;-1.949
9990;-16.032;26.975;-5.734
10000;-17.721;27.083;-7.411
10010;-16.91;24.241;-7.212
10020;-15.817;22.785;-9.894
10030;-12.637;24.372;-14.052
10040;-9.417;27.728;-17.531
10050;-4.332;33.745;-20.472
10060;0.752;40.094;-19.212
10070;8.335;45.934;-18.526
10080;15.739;51.043;-20.774
10090;22.446;57.803;-24.585
10100;28.848;61.207;-28.332
10110;32.611;60.931;-31.206
10120;36.139;57.863;-33.312
10130;37.428;51.956;-33.563
10140;38.64;45.472;-34.23
10150;39.721;41.828;-34.298
10160;40.803;40.33;-36.185
10170;41.891;40.619;-39.538
10180;43.779;39.892;-43.262
10190;45.523;39.028;-49.015
10200;44.786;35.883;-53.399
10210;44.415;31.828;-56.608
10220;44.606;28.892;-58.092
10230;44.334;25.295;-57.143
10240;45.545;26.298;-57.241
10250;47.066;27.708;-59.019
10260;46.353;29.917;-64.552
10270;45.619;32.499;-67.142
10280;39.978;30.215;-64.952
10290;33.964;28.028;-63.131
10300;28.47;21.468;-61.368
10310;23.446;14.887;-62.79
10320;17.666;10.39;-64.292
10330;12.114;6.046;-63.163
10340;7.668;2.934;-59.393
10350;3.221;0.036;-54.446
10360;1.251;0.588;-50.138
10370;-0.719;1.284;-45.228
10380;-0.85;0.861;-42.614
10390;-0.981;0.189;-38.517
10400;0.356;-0.363;-35.276
10410;1.025;-0.873;-30.514
10420;1.659;-3.383;-24.115
10430;1.956;-6.138;-16.474
10440;1.97;-8.692;-7.261
10450;1.977;-12.59;1.15
10460;1.99;-14.408;8.67
10470;2.403;-16.971;12.366
10480;2.801;-17.834;17.793
10490;3.24;-17.577;24.771
10500;3.706;-18.074;34.999
10510;3.412;-16.251;48.415
10520;3.16;-15.83;61.728
10530;4.588;-13.188;70.206
10540;5.857;-12.139;77.135
10550;6.021;-10.007;84.385
10560;6.185;-9.941;89.942
10570;5.16;-11.505;95.855
10580;4.135;-13.789;99.303
10590;1.423;-13.648;101.447
10600;-1.288;-13.646;99.55
10610;-5.593;-14.069;96.138
10620;-9.926;-14.775;92.005
10630;-15.182;-13.484;86.931
10640;-20.528;-12.524;80.457
10650;-26.592;-14.817;74.481
10660;-31.994;-17.564;66.821
10670;-38.243;-23.152;61.788
10680;-42.131;-28.519;56.898
10690;-46.006;-36.006;52.008
10700;-47.68;-40.564;47.232
10710;-49.03;-47.203;42.455
10720;-49.461;-55.931;39.855
10730;-49.629;-66.779;35.695
10740;-49.516;-73.985;33.142
10750;-49.022;-81.414;27.636
10760;-47.406;-84.364;23.692
10770;-45.069;-84.67;18.33
10780;-42.872;-86.488;13.008
10790;-39.594;-88.516;12.154
10800;-36.654;-89.937;11.08
10810;-36.636;-85.686;13.226
10820;-33.577;-81.49;15.021
10830;-30.579;-72.957;14.452
10840;-25.03;-68.341;10.719
10850;-19.502;-65.324;10.074
10860;-15.574;-62.527;11.957
10870;-11.452;-60.17;13.343
10880;-5.563;-56.586;16.131
10890;2.407;-53.003;18.85
10900;11.183;-47.581;20.488
10910;17.24;-42.159;22.385
10920;23.749;-33.899;21.681
10930;27.898;-24.902;17.404
10940;32.321;-16.037;12.837
10950;34.681;-10.142;8.341
10960;36.575;-7.721;4.223
10970;37.095;-5.141;1.706
10980;36.812;-3.05;2.186
10990;36.255;-3.84;1.266
11000;33.919;-4.141;-0.309
11010;30.582;-9.672;-3.164
11020;26.574;-15.368;-6.457
11030;22.047;-19.564;-9.804
11040;16.599;-21.556;-15.181
11050;11.114;-23.494;-21.41
11060;8.712;-29.686;-28.519
11070;4.379;-35.979;-35.713
11080;0.727;-42.767;-38.308
11090;-3.578;-49.741;-38.839
11100;-8.283;-52.63;-39.37
11110;-10.985;-56.161;-40.793
11120;-13.487;-59.932;-40.847
11130;-17.861;-62.808;-39.96
11140;-23.443;-68.964;-38.644
11150;-27.989;-77.17;-36.989
11160;-29.788;-84.295;-36.463
11170;-31.781;-87.538;-35.952
11180;-32.688;-90.781;-34.563
11190;-34.323;-96.386;-32.407
11200;-36.068;-101.95;-29.197
11210;-37.208;-102.559;-25.567
11220;-38.189;-100.886;-23.372
11230;-38.215;-99.415;-23.346
11240;-37.721;-97.217;-23.079
11250;-36.298;-93.508;-21.49
11260;-32.979;-87.388;-19.397
11270;-29.389;-81.309;-16.105
11280;-25.535;-75.196;-12.059
11290;-22.401;-68.483;-8.974
11300;-19.301;-60.37;-4.217
11310;-16.72;-51.257;0.541
11320;-14.269;-37.983;5.092
11330;-12.458;-27.04;9.886
11340;-10.894;-19.217;14.239
11350;-8.861;-12.047;17.806
11360;-7.487;-4.877;20.612
11370;-6.134;-4.196;22.047
11380;-3.217;-3.183;23.481
11390;-1.026;4.737;22.946
11400;0.815;12.829;22.294
11410;1.977;23.277;21.15
11420;3.029;29.796;22.157
11430;4.441;32.15;23.05
11440;5.713;39.258;25.254
11450;7.105;46.366;26.975
11460;8.772;53.847;25.785
11470;9.408;61.459;24.615
11480;8.879;67.588;19.939
11490;7.767;73.909;16.53
11500;6.432;84.41;12.764
11510;3.822;92.879;10.375
11520;1.69;103.737;8.594
11530;-0.222;110.939;7.292
11540;-1.654;117.535;5.99
11550;-1.326;125.033;1.331
11560;-0.477;132.221;-4.888
11570;0.244;135.178;-11.003
11580;0.926;137.452;-15.997
11590;0.804;135.975;-19.498
11600;0.779;131.578;-20.879
11610;0.938;127.509;-21.88
11620;0.941;132.68;-22.815
11630;-1.255;137.858;-23.437
11640;-4.185;135.706;-22.27
11650;-7.539;133.568;-20.462
11660;-10.978;127.211;-16.988
11670;-12.924;120.854;-15.719
11680;-15.23;118.975;-15.243
11690;-16.647;117.697;-18.043
11700;-18.183;117.487;-20.843
11710;-20.568;116.117;-19.888
11720;-21.833;114.754;-18.294
11730;-20.032;113.677;-14.229
11740;-17.592;112.6;-12.804
11750;-15.797;104.881;-11.586
11760;-14.632;97.163;-12.302
11770;-14.001;84.734;-13.128
11780;-12.239;76.15;-13.45
11790;-9.877;68.654;-12.796
11800;-8.636;58.968;-10.487
11810;-9.444;48.793;-7.822
11820;-10.332;34.85;-4.888
11830;-11.526;20.906;-2.277
11840;-11.572;14.549;0.334
11850;-11.159;7.599;0.363
11860;-11.324;3.819;-1.008
11870;-10.93;-3.452;-2.822
11880;-11.509;-8.652;-4.836
11890;-11.168;-14.037;-6.367
11900;-11.066;-18.988;-8.495
11910;-10.724;-26.578;-10.665
11920;-11.185;-34.072;-13.29
11930;-11.528;-39.745;-15.803
11940;-11.48;-45.37;-17.546
11950;-11.901;-47.679;-18.378
11960;-14.073;-51.317;-20.239
11970;-17.251;-53.261;-23.79
11980;-20.812;-56.764;-27.342
11990;-25.615;-60.661;-28.372
12000;-30.076;-63.557;-28.723
12010;-34.377;-66.005;-28.695
12020;-37.63;-65.592;-29.308
12030;-42.244;-64.792;-31.305
12040;-46.552;-66.403;-33.811
12050;-51.499;-67.774;-36.234
12060;-55.392;-69.633;-36.543
12070;-60.697;-68.532;-36.89
12080;-66.097;-67.652;-37.385
12090;-71.047;-69.117;-38.974
12100;-76.761;-70.41;-39.08
12110;-80.937;-76.263;-38.629
12120;-85.778;-82.117;-38.206
12130;-90.099;-94.446;-37.39
12140;-95.014;-101.894;-36.575
12150;-97.688;-109.459;-34.681
12160;-100.066;-111.422;-32.788
12170;-99.684;-112.709;-30.317
12180;-99.392;-111.537;-28.007
12190;-98.461;-106.862;-27.097
12200;-97.026;-106.221;-27.153
12210;-93.92;-105.159;-28.109
12220;-89.774;-107.461;-27.966
12230;-82.484;-109.291;-27.858
12240;-74.074;-110.432;-29.298
12250;-65.201;-111.039;-29.117
12260;-56.446;-110.157;-29.192
12270;-52.034;-110.223;-26.106
12280;-47.561;-110.077;-23.021
12290;-47.916;-109.634;-21.229
12300;-48.25;-107.643;-19.437
12310;-42.566;-104.363;-19.291
12320;-35.634;-100.844;-19.025
12330;-31.419;-98.655;-18.648
12340;-27.564;-95.346;-17.005
12350;-18.434;-92.386;-14.64
12360;-10.665;-86.826;-11.494
12370;-4.323;-79.697;-7.714
12380;2.259;-66.465;-4.343
12390;7.229;-54.654;-1.017
12400;10.742;-41.228;0.76
12410;16.774;-29.601;2.021
12420;20.259;-19.652;3.001
12430;23.727;-13.663;4.021
12440;25.029;-13.404;6.04
12450;26.366;-9.705;8.883
12460;28.342;-5.833;12.646
12470;30.422;3.057;16.592
12480;30.142;13.746;20.553
12490;29.724;23.461;22.771
12500;27.106;30.575;23.081
12510;24.502;36.684;23.714
12520;26.268;42.207;22.262
12530;28.371;46.903;21.076
12540;34.074;51.437;20.938
12550;40.109;54.767;19.899
12560;48.932;57.698;19.541
12570;57.694;63.589;20.179
12580;65.6;70.582;20.418
12590;73.554;76.548;22.421
12600;75.266;83.248;23.583
12610;76.95;88.063;24.657
12620;77.375;91.509;25.09
12630;78.034;90.194;23.916
12640;80.313;87.89;23.221
12650;82.702;83.983;22.039
12660;81.666;80.705;21.076
12670;80.63;78.145;19.661
12680;80.803;77.552;18.414
12690;82.055;79.91;17.295
12700;84.2;78.698;15.015
12710;83.985;75.152;14.092
12720;86.343;67.126;12.89
12730;87.691;60.626;12.41
12740;91.614;53.881;13.77
12750;96.814;51.799;14.552
12760;99.581;48.594;15.094
12770;101.593;46.087;15.13
12780;104.028;44.092;14.913
12790;107.383;42.378;15.964
12800;110.05;41.734;18.026
12810;104.676;39.29;19.803
12820;99.074;34.441;20.306
12830;99.713;27.491;21.105
12840;100.117;21.541;19.891
12850;105.581;17.389;17.514
12860;110.975;14.757;14.938
12870;122.125;14.15;12.04
12880;133.352;15.383;10.942
12890;144.993;18.234;10.919
12900;156.628;20.83;11.375
12910;166.726;23.081;11.743
12920;176.713;25.772;12.571
12930;180.981;27.703;12.457
12940;185.648;27.738;12.076
12950;184.732;28.953;12.21
12960;184.051;31.64;10.607
12970;178.273;34.407;9.12
12980;172.454;36.206;6.89
12990;163.652;37.24;3.349
13000;155.154;37.804;0.828
13010;149.419;39.159;-2.814
13020;144.132;42.939;-5.763
13030;139.086;47.283;-8.326
13040;133.935;50.225;-12.301
13050;129.185;52.607;-14.961
13060;124.6;55.468;-17.619
13070;119.149;57.928;-19.557
13080;112.057;62.119;-21.949
13090;104.892;67.055;-24.79
13100;94.713;69.738;-25.993
13110;84.138;72.411;-27.435
13120;70.949;71.364;-28.168
13130;55.862;70.586;-28.822
13140;39.919;69.128;-30.957
13150;22.055;68.07;-33.2
13160;6.89;67.052;-35.286
13170;-7.916;65.946;-36.341
13180;-17.806;62.941;-36.288
13190;-27.716;60.447;-35.036
13200;-32.581;56.807;-33.946
13210;-37.404;55.287;-31.775
13220;-42.572;53.721;-29.534
13230;-47.706;52.59;-27.124
13240;-53.763;50.152;-23.418
13250;-59.833;46.622;-19.672
13260;-65.366;40.626;-14.812
13270;-70.898;32.556;-10.113
13280;-76.71;23.03;-5.8
13290;-82.709;14.927;-2.139
13300;-88.999;8.025;0.2
13310;-94.847;7.763;2.731
13320;-99.615;8.673;4.521
13330;-104.108;4.428;7.112
13340;-107.64;-0.633;9.717
13350;-111.517;-6.985;10.985
13360;-113.954;-13.217;12.774
13370;-116.226;-18.263;12.874
13380;-115.669;-24.11;13.026
13390;-115.263;-29.739;13.018
13400;-112.928;-33.888;13.097
13410;-109.241;-38.27;14.542
13420;-105.69;-40.425;15.054
13430;-104.131;-43.419;16.661
13440;-102.332;-46.643;17.44
13450;-100.192;-48.306;18.219
13460;-97.651;-52.393;17.828
13470;-93.401;-53.32;17.236
13480;-89.323;-54.557;15.814
13490;-84.239;-53.604;14.596
13500;-79.183;-53.257;13.021
13510;-74.658;-50.394;11.366
13520;-71.029;-49.39;9.684
13530;-67.865;-46.883;8.459
13540;-66.785;-46.474;7.528
13550;-65.815;-48.106;7.543
13560;-64.846;-55.189;7.601
13570;-63.033;-63.141;7.212
13580;-61.221;-66.717;6.154
13590;-60.462;-70.28;3.417
13600;-59.641;-73.672;1.706
13610;-61.967;-77.243;0.017
13620;-64.491;-84.814;0.083
13630;-67.719;-91.33;-0.848
13640;-69.647;-94.725;-1.364
13650;-71.799;-99.139;-0.92
13660;-72.272;-101.414;-1.731
13670;-73.229;-105.488;-2.59
13680;-73.807;-108.313;-4.094
13690;-74.781;-111.058;-6.182
13700;-75.21;-115.308;-8.643
13710;-75.509;-119.357;-12.503
13720;-75.594;-126.622;-16.214
13730;-75.6;-132.356;-20.062
13740;-76.004;-138.615;-22.451
13750;-76.448;-142.623;-23.906
13760;-75.921;-146.514;-25.426
13770;-74.594;-149.804;-26.426
13780;-73.273;-152.218;-28.782
13790;-69.582;-154.952;-31.124
13800;-66.186;-156.24;-36.469
13810;-62.851;-157.459;-42.137
13820;-60.497;-157.785;-47.385
13830;-58.239;-157.502;-50.593
13840;-55.174;-158.399;-50.888
13850;-52.029;-158.72;-51.383
13860;-46.782;-159.121;-52.286
13870;-41.495;-155.923;-53.641
13880;-35.066;-151.244;-52.923
13890;-30.157;-149.679;-50.051
13900;-24.468;-147.233;-47.532
13910;-20.953;-147.61;-44.494
13920;-17.51;-147.862;-40.876
13930;-15.084;-146.514;-37.454
13940;-12.399;-145.337;-32.168
13950;-8.935;-141.439;-24.668
13960;-6.063;-137.913;-15.843
13970;-3.432;-131.601;-5.218
13980;-1.406;-127.138;4.768
13990;1.061;-120.392;13.519
14000;3.76;-114.988;18.89
14010;5.619;-109.097;22.135
14020;7.978;-101.115;24.833
14030;8.79;-93.257;26.971
14040;9.483;-83.931;28.81
14050;9.705;-73.847;32.594
14060;10.167;-63.157;37.759
14070;11.141;-53.065;42.039
14080;10.968;-43.412;44.561
14090;10.617;-33.512;44.924
14100;10.488;-24.971;46.509
14110;9.836;-17.13;48.77
14120;9.716;-9.648;51.603
14130;8.612;-3.943;52.888
14140;8.229;5.961;51.966
14150;7.52;15.117;50.819
14160;7.011;25.149;49.193
14170;6.469;40.221;47.207
14180;6.647;53.051;45.432
14190;6.145;65.801;42.406
14200;4.353;76.08;37.407
14210;2.754;86.919;32.35
14220;2.033;95.04;25.433
14230;1.85;101.663;18.516
14240;3.332;105.914;11.028
14250;3.699;108.301;5.412
14260;5.266;110.207;2.523
14270;7.226;112.348;-0.066
14280;9.786;113.979;-1.079
14290;11.426;116.308;-2.491
14300;13.026;120.825;-3.161
14310;13.782;125.288;-4.571
14320;15.048;133.097;-5.81
14330;17.799;142.021;-5.71
14340;20.8;154.218;-4.663
14350;23.408;167.548;-2.737
14360;23.007;180.197;0.108
14370;21.652;191.848;2.193
14380;23.024;199.586;4.544
14390;21.647;202.802;6.808
14400;19.959;205.766;9.155
14410;17.218;208.302;11.976
14420;14.804;205.767;14.834
14430;11.778;202.821;17.606
14440;8.834;199.922;19.668
14450;6.235;197.935;21.595
14460;4.359;195.351;22.552
14470;1.536;192.782;23.659
14480;0.293;191.526;25.036
14490;-1.967;189.209;26.679
14500;-4.563;188.972;26.451
14510;-7.691;189.182;25.966
14520;-11.566;188.238;24.869
14530;-13.735;187.5;24.224
14540;-15.251;188.02;23.762
14550;-17.582;186.585;20.925
14560;-18.76;186.031;17.756
14570;-20.712;182.64;15.416
14580;-21.431;180.973;13.255
14590;-22.174;175.992;10.629
14600;-22.495;170.478;6.015
14610;-19.941;165.614;-0.571
14620;-18.082;156.195;-5.783
14630;-16.077;150.818;-10.761
14640;-12.379;144.971;-12.275
14650;-6.414;134.678;-13.026
14660;0.526;124.737;-14.334
14670;5.292;113.297;-17.428
14680;9.36;102.091;-21.221
14690;13.851;92.456;-24.316
14700;18.905;81.726;-26.585
14710;23.037;72.964;-29.48
14720;27.315;63.465;-32.471
14730;29.271;54.768;-35.099
14740;31.218;47.616;-37.282
14750;31.933;40.615;-35.669
14760;32.273;33.602;-32.596
14770;31.606;27.653;-29.11
14780;29.037;20.874;-26.028
14790;27.296;12.764;-23.027
14800;28.18;3.47;-18.062
14810;28.495;-6.745;-13.403
14820;30.38;-17.29;-7.37
14830;30.833;-29.303;-2.437
14840;29.032;-40.891;4.996
14850;29.822;-51.696;13.114
14860;30.601;-62.392;21.987
14870;32.453;-68.423;29.457
14880;32.815;-74.469;36.811
14890;34.563;-81.252;40.775
14900;34.029;-83.655;44.287
14910;35.76;-87.092;46.772
14920;37.991;-88.909;50.529
14930;41.013;-94.789;52.272
14940;42.092;-102.533;52.556
14950;42.703;-110.212;52.372
14960;44.973;-119.966;51.858
14970;48.706;-123.901;52.428
14980;49.417;-129.494;55.696
14990;50.457;-134.202;59.279
15000;53.647;-139.306;61.245
15010;57.182;-144.91;61.765
15020;62.288;-149.462;62.388
15030;67.984;-153.053;63.087
15040;72.987;-157.162;64.462
15050;76.076;-159.209;66.095
15060;79.655;-161.438;68.5
15070;81.4;-162.373;69.613
15080;83.488;-164.062;70.784
15090;90.749;-165.823;68.756
