timepoints (min);31: frq9-.1;32: frq9-.3;33: frq10-.1;34: frq10-.2;35: frq10-.3;36: wc-1+.1;37: wc-1+.2;38: wc-1+.3;39: wc-2+.1;40: wc-2+.2;41: wc-2+.3;42: wc-1-.1;43: wc-1-.2;44: wc-1-.3;45: wc-2-.1
2650;-23.63;20.894;-3.291;-14.466;39.565;76.457;13.96;15.786;4.647;-18.429;-13.91;-21.825;0.277;11.52;-25.673
2660;-20.298;25.201;-3.96;-15.717;37.834;78.473;16.083;15.299;7.154;-16.343;-16.126;-21.794;4.806;9.517;-20.123
2670;-16.338;29.618;-6.465;-17.565;36.157;78.96;17.217;14.688;9.927;-15.658;-18.41;-24.192;8.375;8.593;-16.458
2680;-12.364;35.137;-6.85;-20.149;32.054;80.783;18.422;13.982;12.243;-14.586;-19.143;-24.292;12.337;7.055;-14.385
2690;-7.445;40.885;-5.541;-21.297;28.746;85.514;19.6;15.472;13.615;-14.212;-18.637;-23.182;15.804;6.182;-13.912
2700;-2.197;44.826;-5.803;-23.044;25.539;90.612;19.772;16.912;14.048;-12.538;-19.128;-26.326;19.594;5.523;-13.666
2710;1.855;48.381;-5.825;-24.116;20.346;95.138;22.426;17.502;15.481;-12.404;-18.168;-29.138;23.102;5.383;-13.252
2720;6.026;49.565;-6.234;-24.626;14.491;99.462;23.848;18.608;16.714;-12.31;-17.194;-33.606;26.465;4.996;-12.997
2730;9.299;40.542;-5.588;-23.989;7.172;104.941;25.452;20.749;18.766;-10.761;-13.941;-38.094;29.759;3.93;-10.796
2740;13.092;31.346;-5.861;-23.872;0.612;110.647;25.748;22.876;20.337;-8.899;-11.101;-40.178;32.215;2.523;-7.834
2750;17.188;30.287;-7.523;-20.949;-2.862;115.15;26.502;25.761;21.388;-8.53;-9.861;-42.283;34.397;0.698;-5.361
2760;21.59;33.949;-9.026;-18.57;-6.793;119.737;26.964;28.452;24.919;-7.561;-8.572;-41.422;36.109;-0.03;-4.92
2770;26.048;37.721;-11.21;-15.138;-9.666;122.937;27.8;30.429;28.532;-7.71;-9.506;-40.383;37.844;-0.119;-4.396
2780;29.848;40.87;-13.208;-12.885;-10.967;124.789;28.982;31.063;35.312;-8.086;-10.461;-39.694;40.335;0.737;-5.703
2790;32.273;43.659;-14.923;-10.49;-11.535;127.488;31.517;31.964;35.931;-8.408;-8.859;-40.705;44.361;2.241;-4.363
2800;35.298;46.669;-16.305;-8.462;-11.782;129.406;33.005;33.571;35.888;-7.851;-7.161;-41.488;48.845;3.117;-3.243
2810;36.857;48.219;-15.567;-6.193;-12.201;130.681;33.132;33.852;35.486;-5.37;-7.383;-41.397;52.672;3.814;0.221
2820;36.903;47.69;-14.138;-5.48;-12.701;130.143;33.651;34.212;35.193;-3.439;-7.881;-41.396;56.659;3.408;3.401
2830;35.193;46.801;-11.571;-3.567;-13.771;127.575;34.451;35.852;35.081;-1.854;-8.899;-40.575;59.094;2.763;7.386
2840;33.462;45.335;-13.044;-0.215;-15.022;124.269;33.79;36.657;34.49;-1.029;-9.945;-40.968;61.608;2.204;12.171
2850;31.679;44.993;-13.305;3.277;-14.251;123.503;32.519;35.84;34.554;-1.054;-8.392;-41.226;63.523;2.292;17.254
2860;31.015;44.541;-14.243;7.59;-12.745;122.583;31.081;34.924;34.094;-0.079;-6.521;-41.943;65.342;2.61;20.422
2870;31.03;45.345;-14.781;12.596;-12.959;121.469;32.17;33.717;33.953;1.526;-6.451;-43.323;68.101;3.401;23.31
2880;32.331;45.509;-12.836;16.606;-13.131;119.69;32.44;33.131;33.441;5.097;-6.25;-44.046;70.859;3.96;26.69
2890;32.727;46.073;-10.08;21.843;-13.844;116.361;32.967;32.597;32.41;7.371;-5.688;-45.099;72.902;4.879;28.189
2900;33.412;46.552;-8.408;26.302;-14.301;113.338;34.189;32.887;31.412;9.985;-6.001;-42.866;74.665;6.269;29.509
2910;33.045;45.71;-7.251;30.797;-14.797;110.469;33.868;34.501;28.83;10.919;-5.142;-40.461;75.348;8.611;28.215
2920;32.269;44.545;-5.97;36.308;-15.548;107.399;33.935;35.236;26.477;13.354;-3.923;-34.975;76.135;10.881;28.123
2930;31.436;41.517;15.239;39.417;-16.763;103.921;34.717;35.309;24.324;14.683;-2.862;-28.834;77.803;12.211;27.495
2940;29.316;39.45;18.327;42.91;-18.137;99.188;36.626;34.746;24.178;16.058;-3.121;-26.121;79.719;12.714;26.949
2950;26.428;37.697;16.044;44.139;-18.939;92.615;39.051;33.674;24.011;18.534;-2.994;-21.977;81.594;12.91;27.189
2960;23.222;35.954;13.679;44.073;-19.166;85.051;39.832;33.135;22.968;21.324;-4.668;-19.08;82.935;12.931;28.548
2970;20.766;31.412;13.153;44.905;-18.764;77.989;41.171;32.11;21.175;23.139;-6.23;-16.222;84.425;13.204;29.83
2980;18.048;26.223;13.386;47.534;-18.175;69.564;43.617;29.891;18.652;24.269;-6.713;-12.702;85.314;14.497;29.606
2990;15.829;22.444;14.593;49.066;-17.818;59.608;48.782;27.327;17.199;24.648;-6.961;-13.403;86.57;18.251;28.029
3000;12.488;16.625;14.48;49.745;-18.99;50.691;52.419;25.312;15.91;26.068;-6.65;-14.083;87.665;20.963;26.956
3010;9.04;9.528;13.225;48.85;-19.617;44.199;57.153;23.39;12.359;27.032;-6.097;-14.172;89.509;21.95;30.553
3020;4.257;2.439;12.383;46.379;-18.658;38.97;60.225;22.39;7.836;29.539;-4.903;-14.331;91.343;21.138;35.433
3030;-1.218;-3.731;12.182;46.49;-18.098;32.048;63.673;22.354;0.046;32.01;-4;-13.348;93.077;20.906;41.568
3040;-6.276;-8.21;12.469;45.168;-18.345;24.931;65.073;22.808;-1.404;32.949;-4.017;-11.418;93.979;20.466;43.149
3050;-11.217;-12.771;12.914;45.081;-18.741;18.817;67.332;22.485;-2.087;33.568;-4.24;-10.741;93.641;20.978;43.399
3060;-13.299;-16.265;12.702;46.77;-19.074;16.229;71.05;22.48;-2.537;34.734;-2.663;-10.192;93.338;20.324;42.919
3070;-14.324;-18.612;13.212;49.767;-18.174;13.811;73.388;22.814;-2.828;35.072;-0.832;-9.912;92.514;20.03;42.899
3080;-15.113;-20.939;11.977;52.076;-16.094;10.029;75.906;21.657;-3.203;34.892;1.8;-11.201;91.719;20.181;42.225
3090;-15.794;-22.379;13.852;52.578;-13.032;6.812;79.378;21.09;-3.574;34.963;4.549;-12.381;91.229;21.698;40.754
3100;-16.148;-23.294;13.088;55.501;-11.881;3.655;81.239;20.703;-4.484;35.599;5.338;-15.13;90.703;22.717;38.004
3110;-15.713;-23.905;13.211;57.957;-11.399;1.832;82.203;19.022;-5.252;37.662;4.636;-17.879;90.241;22.314;36.374
3120;-15.703;-23.851;13.186;59.117;-10.69;1.146;82.246;17.259;-5.85;39.721;3.993;-19.894;88.862;21.172;35.833
3130;-17.348;-24.546;11.724;61.528;-10.208;-0.484;81.586;15.894;-6.537;39.341;3.31;-22.777;87.6;20.844;35.086
3140;-20.272;-25.407;11.709;61.677;-8.017;-1.582;81.941;13.435;-5.982;38.783;3.007;-25.102;86.378;21.015;35.088
3150;-23.327;-24.868;13.52;58.581;-6.006;-2.425;81.186;10.497;-5.574;37.967;4.243;-29.308;84.679;21.022;33.858
3160;-25.353;-23.388;15.891;53.771;-3.996;-2.822;81.789;7.846;-4.542;38.192;5.989;-33.106;84.121;20.492;32.148
3170;-26.063;-21.928;18.491;47.684;-2.865;-3.146;81.101;6.708;-3.596;34.84;7.203;-37.863;83.195;19.461;29.886
3180;-26.768;-22.585;0.577;44.869;-0.863;-5.19;79.713;7.29;-2.47;31.686;8.554;-42.621;81.582;18.803;27.658
3190;-27.228;-23.404;-1.288;42.582;1.981;-6.255;78.135;7.961;-2.036;29.952;10.746;-44.109;79.4;18.223;26.31
3200;-27.341;-24.258;2.697;41.621;3.608;-6.254;75.538;8.364;-1.473;27.654;12.759;-45.328;77.142;17.964;26.327
3210;-26.018;-22.661;6.785;41.21;3.83;-4.996;73.237;8.63;-0.559;25.521;15.789;-42.796;74.244;17.764;26.021
3220;-25.687;-19.32;9.196;40.404;3.407;-4.855;69.841;9.607;0.553;24.523;18.385;-40.623;72.555;17.65;25.726
3230;-24.327;-15.848;9.157;39.167;2.843;-3.072;65.571;10.928;1.637;22.844;20.199;-39.421;71.465;17.374;24.83
3240;-24.814;-13.767;7.952;38.211;2.752;-0.919;58.65;12.109;2.081;20.632;21.709;-36.898;71.124;16.567;22.677
3250;-25.019;-11.521;9.142;36.145;3.422;1.095;51.88;11.381;2.04;18.112;23.419;-34.072;71.183;16.786;21.262
3260;-25.225;-8.327;12.181;33.564;4.407;0.719;44.492;9.883;2.236;16.022;25.143;-31.055;69.083;16.669;16.767
3270;-23.088;-6.145;17.149;31.906;4.537;-1.353;39.928;7.891;2.668;13.359;27.669;-28.039;67.127;16.418;14.393
3280;-19.885;-4.723;20.646;30.057;5.05;-2.149;34.619;5.986;2.548;10.952;29.912;-26.201;63.97;14.574;11.719
3290;-16.99;-4.497;24.794;28.862;6.239;-2.836;30.292;3.57;2.281;8.309;32.021;-24.364;61.255;12.843;10.564
3300;-14.532;-3.701;28.388;27.55;7.861;-3.108;25.239;2.698;1.17;6.877;32.724;-20.295;59.261;11.366;9.346
3310;-13.315;-1.895;31.145;22.935;9.708;-5.999;17.741;2.214;-0.046;6.781;32.388;-16.266;56.846;11.254;8.252
3320;-12.872;0.326;30.073;19.331;10.972;-8.921;12.75;0.93;-1.574;8.476;31.55;-11.154;55.086;10.404;7.839
3330;-12.057;5.814;30.843;14.535;11.368;-11.428;7.287;0.211;-2.901;11.251;29.081;-4.339;52.006;8.877;4.937
3340;-11.411;11.844;31.723;10.618;10.359;-15.582;-0.143;-0.912;-3.697;13.12;27.612;2.359;49.208;6.145;1.989
3350;-9.139;16.268;33.072;3.986;8.244;-18.608;-5.97;-2.527;-3.549;13.308;25.95;10.537;48.611;5.324;0.677
3360;-6.545;19.932;32.448;-1.865;6.483;-21.412;-10.87;-2.782;-3.422;11.705;26.713;18.432;45.705;4.908;-0.262
3370;-4.004;22.883;31.632;-6.63;6.836;-25.557;-16.288;-2.608;-4.215;8.884;27.676;26.236;43.225;4.487;-2.519
3380;-0.663;25.145;30.826;-11.937;7.141;-28.597;-19.519;-3.088;-4.801;6.542;28.902;34.04;40.377;4.608;-4.51
3390;4.372;27.393;31.341;-15.917;6.194;-30.914;-22.354;-2.978;-6.074;6.212;29.88;42.774;37.756;3.669;-6.822
3400;9.484;27.348;32.727;-17.422;4.981;-33.03;-24.246;-2.88;-6.092;6.498;29.578;50.883;36.415;2.781;-6.483
3410;14.328;26.797;33.59;-19.125;3.943;-36.17;-27.923;-2.382;-6.055;6.299;29.862;60.211;35.164;1.655;-6.102
3420;16.837;26.337;33.534;-19.441;3.502;-40.913;-30.343;-2.73;-6.974;7.92;31.255;68.019;33.473;2.098;-5.441
3430;19.818;28.876;32.549;-21.503;3.068;-45.108;-33.19;-4.087;-8.232;9.385;32.752;76.076;31.863;3.018;-5.568
3440;21.635;32.739;31.644;-24.086;2.034;-48.961;-35.503;-5.392;-10.055;10.599;33.586;85.852;30.534;4.059;-4.939
3450;22.818;36.32;30.268;-24.643;0.476;-52.999;-37.004;-5.981;-11.77;12.491;33.924;95.781;28.868;4.596;-6.903
3460;22.048;37.872;28.542;-24.895;-1.644;-56.29;-37.385;-6.65;-12.503;14.179;31.422;102.832;27.901;4.903;-8.79
3470;21.349;36.93;27.11;-24.946;-3.312;-57.821;-35.834;-7.586;-12.67;14.668;29.341;109.766;23.374;6.171;-10.254
3480;19.945;36.126;26.432;-25.69;-5.219;-61.263;-33.029;-8.212;-12.83;13.88;27.108;117.771;18.847;5.4;-11.139
3490;19.759;33.637;26.996;-27.697;-6.986;-64.599;-31.121;-8.397;-13.126;12.83;24.812;126.857;14.343;3.932;-10.044
3500;19.652;32.548;27.588;-30.45;-8.796;-68.815;-27.964;-8.537;-13.65;11.839;22.342;138.098;9.048;2.505;-10.327
3510;19.421;31.796;27.473;-30.834;-10.568;-74.971;-24.229;-7.814;-14.28;11.092;20.957;145.819;5.233;1.742;-8.873
3520;18.182;33.017;24.781;-30.815;-11.526;-80.245;-22.994;-6.423;-14.23;11.218;19.172;153.196;0.023;2.023;-11.52
3530;16.785;34.983;21.105;-29.353;-11.843;-83.09;-21.244;-6.553;-13.622;10.767;17.418;157.538;-3.974;2.225;-14.506
3540;15.68;36.93;16.942;-25.916;-11.694;-85.684;-21.992;-8.149;-13.069;9.217;15.877;162.066;-8.131;2.143;-17.713
3550;15.461;38.145;13.928;-23.945;-11.073;-88.683;-21.156;-9.992;-12.364;3.599;14.363;165.294;-11.335;0.905;-22.04
3560;16.804;37.837;11.825;-20.728;-10.319;-89.948;-18.538;-12.303;-11.274;-3.508;13.069;168.521;-14.139;-0.422;-24.746
3570;19.669;37.668;11.55;-21.852;-9.96;-91.927;-17.553;-13.448;-10.044;-10.018;11.175;174.223;-18.003;-0.63;-28.545
3580;21.981;36.848;9.541;-22.899;-9.812;-93.19;-17.066;-14.932;-8.433;-14.814;9.426;179.406;-20.436;-0.743;-25.186
3590;25.079;35.283;7.354;-22.902;-9.229;-91.19;-16.676;-16.217;-6.905;-17.437;6.666;183.978;-24.189;-0.577;-22.165
3600;28.268;33.448;6.03;-20.495;-8.001;-88.363;-16.239;-15.93;-5.772;-19.166;3.796;187.912;-29.954;-1.903;-23.225
3610;30.388;31.942;7.331;-18.13;-6.826;-84.411;-15.251;-15.59;-4.731;-20.49;1.479;191.977;-33.021;-1.971;-24.054
3620;33.948;31.541;8.193;-16.517;-6.308;-78.925;-14.759;-15.963;-3.261;-23.168;-1.066;196.081;-36.706;-1.052;-24.099
3630;37.143;33.154;7.557;-16.192;-5.723;-73.154;-16.288;-15.919;-1.334;-25.568;-3.531;200.069;-40.072;-0.41;-23.059
3640;39.697;34.535;1.767;-17.375;-5.286;-67.601;-15.589;-16.081;-0.455;-28.84;-5.575;201.29;-42.88;0.76;-21.502
3650;42.334;36.476;-5.421;-17.865;-4.719;-60.85;-17.124;-17.101;0.139;-32.447;-7.497;202.51;-46.519;0.837;-21.905
3660;44.356;38.579;-12.781;-18.796;-4.126;-54.514;-16.268;-18.662;0.732;-34.87;-9.549;200.541;-50.757;0.897;-23.003
3670;47.708;40.545;-18.632;-18.669;-3.302;-47.255;-16.102;-19.048;1.966;-36.924;-12.542;200.501;-54.214;-0.124;-25.741
3680;50.523;43.047;-23.163;-18.517;-2.785;-39.334;-16.161;-18.263;3.258;-39.612;-15.418;199.393;-58.59;-0.732;-26.212
3690;54.832;43.494;-28.863;-19.63;-2.782;-32.334;-17.095;-17.968;3.665;-43.677;-17.734;194.445;-62.942;-1.768;-26.155
3700;59.372;43.789;-34.433;-21.583;-2.088;-24.713;-17.528;-17.919;3.766;-48.022;-19.932;189.822;-66.578;-2.668;-23.943
3710;63.981;42.319;-40.094;-23.927;-1.371;-19.414;-18.985;-17.895;2.629;-53.887;-22.458;185.559;-70.207;-4.326;-23.211
3720;69.15;41.646;-44.897;-24.876;-1.419;-13.652;-21.834;-18.255;1.705;-59.622;-23.752;181.226;-71.294;-6.832;-22.086
3730;74.592;40.917;-48.206;-26.923;-1.363;-5.75;-25.226;-20.255;0.775;-63.737;-24.303;175.108;-72.263;-7.011;-21.993
3740;80.033;42.557;-52.338;-29.439;-0.75;1.709;-27.803;-22.114;-0.484;-64.348;-24.796;168.934;-73.909;-7.091;-22.596
3750;84.332;43.64;-57.753;-30.63;-1.604;8.225;-31.232;-23.764;-1.189;-65.699;-26.439;160.79;-74.714;-7.334;-21.777
3760;86.31;44.625;-63.196;-31.404;-2.768;16.25;-35.549;-25.801;-1.041;-67.499;-29.588;152.007;-76.239;-7.594;-21.997
3770;86.537;44.029;-67.459;-31.581;-4.092;24.563;-38.981;-28.095;-0.839;-68.097;-32.952;143.575;-76.403;-7.399;-19.703
3780;86.935;42.272;-66.862;-34.022;-5.732;31.835;-42.734;-29.327;-0.865;-66.757;-37.156;138.943;-76.443;-7.244;-17.497
3790;86.812;39.237;-68.792;-38.061;-7.921;38.971;-45.069;-28.913;-1.105;-64.713;-41.05;133.981;-77.55;-7.171;-15.414
3800;86.632;35.923;-72.193;-41.25;-9.546;46.106;-47.498;-27.818;-1.633;-60.229;-43.356;128.338;-79.818;-7.098;-12.891
3810;84.538;32.743;-76.037;-43.84;-10.666;52.96;-50.436;-26.73;-2.39;-56.152;-44.19;122.647;-82.134;-6.888;-11.192
3820;81.829;29.966;-77.575;-43.01;-11.792;58.921;-52.538;-26.93;-2.727;-52.188;-44.828;113.778;-81.259;-7.294;-9.741
3830;79.051;26.266;-75.91;-41.033;-12.552;63.731;-54.142;-26.221;-3.21;-49.17;-45.05;104.549;-80.488;-7.321;-11.17
3840;75.559;22.315;-74.428;-40.964;-12.952;68.154;-54.498;-25.546;-3.63;-46.512;-45.312;95.64;-78.397;-6.531;-13.048
3850;70.219;17.532;-73.818;-44.648;-13.63;71.957;-54.897;-25.869;-2.643;-43.172;-44.974;86.851;-78.019;-6.499;-9.601
3860;64.88;13.174;-74.786;-49.699;-14.349;73.702;-55.469;-26.534;-1.844;-40.691;-45.251;77.928;-77.804;-7.178;-5.971
3870;56.833;7.895;-75.836;-54.986;-14.499;74.582;-55.121;-25.999;-1.771;-37.764;-44.705;68.55;-76.949;-9.611;0.935
3880;47.927;2.472;-76.288;-57.506;-14.411;74.075;-54.063;-25.182;-1.778;-37.666;-44.386;59.207;-75.95;-10.909;9.255
3890;40.182;-2.491;-74.877;-57.909;-14.397;72.028;-55.492;-24.023;-1.961;-38.552;-43.898;50.943;-75.392;-10.972;17.251
3900;32.477;-7.934;-72.463;-59.605;-13.93;72.343;-54.273;-21.229;-3.08;-39.417;-42.97;41.785;-74.957;-9.778;24.297
3910;26.844;-14.821;-69.912;-58.233;-13.149;70.883;-54.24;-18.788;-4.218;-40.207;-42.11;35.08;-73.755;-8.952;30.326
3920;20.537;-21.666;-66.252;-55.221;-12.211;68.618;-54.006;-17.395;-5.375;-42.036;-38.772;28.375;-72.655;-8.458;35.975
3930;15.477;-29.283;-62.361;-51.945;-11.295;66.039;-53.203;-17.041;-5.324;-43.702;-34.043;22.124;-70.51;-8.383;40.865
3940;9.992;-36.011;-58.643;-46.626;-10.716;61.812;-51.389;-16.84;-4.298;-44.408;-29.847;16.706;-69.097;-7.6;44.928
3950;3.254;-41.481;-56.405;-41.799;-10.913;55.428;-49.81;-16.577;-4.608;-44.45;-23.461;11.061;-67.71;-6.654;48.992
3960;-4.163;-45.688;-52.377;-36.886;-10.599;50.639;-48.548;-16.513;-4.63;-42.44;-19.772;5.415;-66.324;-4.771;52.655
3970;-10.633;-47.273;-47.668;-34.283;-9.894;46.192;-47.265;-16.96;-4.803;-38.639;-17.585;-1.374;-65.69;-2.81;54.679
3980;-17.423;-50.491;-42.881;-30.766;-9.284;40.702;-45.674;-15.993;-5.37;-33.506;-16.259;-6.003;-65.055;-1.77;53.891
3990;-23.796;-53.874;-37.644;-25.487;-9.426;35.97;-43.377;-15.157;-5.594;-31.713;-14.814;-10.521;-64.49;-0.84;53.288
4000;-30.057;-58.165;-32.681;-22.099;-9.07;30.432;-41.32;-14.101;-5.497;-29.288;-12.149;-17.494;-63.855;0.143;51.517
4010;-34.408;-62.102;-27.81;-20.317;-9.543;25.13;-39.098;-10.723;-6.124;-28.012;-11.538;-22.778;-62.861;1.49;48.713
4020;-36.981;-65.599;-22.717;-18.382;-10.332;20.804;-37.19;-7.179;-6.27;-27.524;-11.201;-28.048;-61.914;2.869;43.988
4030;-38.766;-68.561;-17.324;-14.685;-11.276;15.679;-34.928;-3.477;-7.04;-28.065;-10;-34.399;-61.208;4.012;40.862
4040;-39.846;-69.266;-10.945;-12.052;-12.451;10.283;-32.514;-0.188;-6.512;-26.539;-8.232;-40.432;-59.786;5.008;38.408
4050;-40.673;-67.939;-3.117;-9.637;-13.299;4.923;-30.294;2.234;-5.837;-24.276;-4.623;-44.905;-58.364;6.792;38.677
4060;-40.557;-65.764;3.712;-6.841;-12.848;-1.514;-28.068;4.677;-5.172;-22.429;-2.418;-48.93;-55.941;8.484;37.906
4070;-41.068;-64.128;8.033;-5.565;-11.607;-5.407;-25.905;7.051;-6.197;-20.803;-1.132;-52.274;-55.524;10.763;37.792
4080;-41.474;-62.899;11.661;-5.628;-10.43;-9.149;-23.914;8.837;-6.277;-18.25;-0.57;-55.508;-55.108;13.21;36.316
4090;-41.766;-62.138;14.771;-5.084;-9.401;-16.145;-22.076;10.534;-4.898;-15.807;0.148;-58.927;-55.174;15.393;35.177
4100;-42.017;-60.657;17.804;-1.44;-7.996;-23.259;-20.32;12.196;-5.323;-14.018;1.212;-61.386;-53.713;17.697;35.161
4110;-41.823;-60.152;21.556;3.27;-6.996;-28.462;-19.741;14.488;-5.298;-13.815;2.517;-62.863;-52.508;20.381;34.767
4120;-39.989;-58.072;25.343;6.957;-6.561;-33.607;-18.899;16.258;-4.906;-12.748;2.93;-64.341;-51.062;22.84;32.196
4130;-38.212;-56.094;28.734;8.066;-6.752;-37.905;-18.106;18.083;-4.561;-10.091;3.938;-66.881;-50.063;24.346;26.419
4140;-37.77;-54.102;31.799;7.995;-6.807;-40.251;-17.127;19.977;-4.622;-5.337;4.866;-69.263;-49.003;24.968;20.406
4150;-38.844;-52.646;34.4;10.043;-6.563;-45.348;-17.143;20.581;-4.168;-0.909;6.908;-70.971;-46.902;27.068;14.919
4160;-40.324;-49.961;38.447;11.117;-6.406;-46.668;-17.332;21.254;-2.994;2.859;9.327;-72.679;-44.832;28.455;8.992
4170;-40.043;-47.717;41.556;11.105;-6.692;-46.894;-17.377;21.941;-1.956;7.028;9.292;-74.608;-42.761;28.821;3.706
4180;-40.425;-45.197;41.621;11.668;-6.854;-46.163;-17.421;22.313;-2.099;10.939;6.407;-75.828;-40.433;29.766;-2.153
4190;-40.637;-43.543;43.491;12.932;-6.841;-42.914;-17.632;23.091;-2.588;14.88;3.197;-77.047;-37.295;30.639;-4.892
4200;-39.766;-43.674;46.643;14.819;-6.739;-38.208;-17.843;23.841;-1.389;17.921;-2.092;-76.159;-33.806;31.57;-7.487
4210;-37.451;-43.806;46.567;14.341;-7.273;-33.214;-18.054;24.661;-0.537;21.554;-1.903;-75.477;-30.617;31.876;-9.052
4220;-36.377;-44.106;45.328;12.568;-8.047;-30.669;-18.348;26.045;-0.257;23.657;-1.546;-73.694;-27.432;32.223;-10.821
4230;-33.832;-43.164;46.11;10.848;-8.594;-28.087;-18.487;27.299;0.418;24.517;-0.568;-71.91;-24.302;32.208;-10.771
4240;-30.309;-42.702;45.994;9.368;-9.168;-24.614;-18.537;28.539;1.028;25.446;-1.246;-69.432;-21.172;32.531;-10.218
4250;-26.528;-41.201;45.403;9.061;-9.023;-19.674;-18.724;30.425;1.166;26.084;-2.513;-64.492;-17.76;32.625;-8.684
4260;-21.823;-40.022;47.561;7.058;-8.335;-15.148;-19.091;30.295;1.483;27.037;-1.541;-59.339;-14.348;31.203;-5.612
4270;-17.854;-39.644;49.466;2.914;-7.775;-13.163;-18.658;30.179;1.215;27.87;0.09;-57.274;-11.499;29.145;-2.113
4280;-14.312;-38.666;50.779;0.206;-7.626;-10.254;-18.266;29.905;2.266;29.063;1.03;-54.088;-8.487;27.839;-0.305
4290;-12.004;-37.835;50.768;-1.323;-7.404;-5.196;-17.888;30.418;2.803;27.523;1.639;-50.35;-5.474;27.143;0.739
4300;-9.705;-36.411;49.135;-3.48;-8.081;-0.534;-17.593;30.979;3.314;25.21;1.306;-47.732;-4.138;25.681;0.905
4310;-8.774;-36.603;46.971;-6.582;-10.148;5.804;-16.539;31.548;3.168;23.177;1.746;-45.163;-4.161;23.994;2.141
4320;-7.966;-37.291;45.647;-9.124;-13.079;11.843;-15.21;32.217;4.612;22.392;3.106;-43.273;-4.495;22.323;3.737
4330;-6.245;-37.382;44.193;-9.306;-15.724;18.426;-13.797;33.007;5.643;20.301;4.2;-41.411;-5.509;19.99;7.212
4340;-4.685;-37.513;43.539;-8.702;-18.029;26.455;-12.668;33.777;5.179;17.086;5.455;-39.229;-5.909;17.474;9.981
4350;-3.346;-35.888;43.726;-8.321;-19.243;32.891;-11.546;34.436;5.166;13.859;6.39;-37.71;-6.454;15.772;9.297
4360;-3.703;-34.039;43.07;-7.21;-19.052;36.371;-9.28;33.611;4.919;13.432;8.839;-36.364;-5.999;15.543;8.353
4370;-3.506;-30.945;41.501;-5.243;-18.596;39.568;-7.131;32.814;4.774;12.683;11.912;-35.978;-5.894;15.175;7.476
4380;-3.103;-27.095;40.468;-2.459;-16.963;42.506;-4.954;31.81;3.829;10.908;14.486;-35.28;-5.789;13.374;8.254
4390;-0.483;-22.885;39.881;0.499;-14.817;43.75;-3.479;30.948;3.443;7.563;15.159;-34.582;-3.93;11.577;8.243
4400;4.255;-18.099;38.85;2.77;-14.135;43.395;-1.829;30.36;2.939;3.91;15.371;-34.036;-2.897;8.619;7.956
4410;6.36;-14.13;37.052;3.743;-14.597;40.095;-0.048;29.772;1.716;1.258;15.343;-34.451;-1.863;8.086;9.99
4420;7.716;-10.93;34.088;3.125;-14.996;36.455;1.594;29.364;-0.023;-1.177;17.868;-33.948;-0.497;8.001;12.065
4430;7.028;-7.372;34.232;1.068;-14.979;32.138;2.695;29.539;-0.996;-3.314;21.785;-33.444;0.364;6.683;14.636
4440;7.212;-3.825;34.361;-3.499;-13.939;28.01;2.983;29.714;-1.808;-4.941;26.088;-32.019;0.997;4.563;14.401
4450;9.637;0.498;33.574;-6.825;-12.015;24.571;3.375;30.11;-3.382;-6.448;26.646;-32.55;1.59;2.454;11.392
4460;11.582;5.509;33.905;-5.917;-9.585;22.459;3.877;30.738;-4.23;-8.065;25.156;-33.081;2.146;1.114;7.948
4470;14.851;9.343;34.868;-2.57;-6.472;20.694;4.186;31.034;-4.614;-9.994;23.546;-33.223;2.592;0.476;6.153
4480;16.982;13.857;33.872;-0.829;-3.577;17.818;3.872;31.29;-5.343;-11.319;22.221;-33.883;3.517;0.708;6.783
4490;18.892;18.703;33.698;0.161;-1.476;13.495;3.957;31.269;-5.177;-12.749;21.847;-35.168;4.422;0.343;7.339
4500;21.516;22.473;34.339;0.399;-0.237;7.266;3.657;30.425;-4.305;-13.662;21.863;-36.454;5.327;-0.054;6.721
4510;24.499;26.777;32.288;2.697;1.086;2.092;3.597;29.643;-3.615;-14.913;23.113;-40.451;5.848;0.128;3.073
4520;27.134;31.159;30.185;6.564;2.56;-1.665;3.361;29.068;-2.846;-16.981;24.441;-41.643;6.672;0.469;1.83
4530;29.088;35.873;27.83;8.941;4.514;-6.047;2.891;27.913;-2.705;-19.334;26.37;-43.048;7.309;-0.117;1.543
4540;31.399;40.861;25.319;11.222;6.479;-11.017;2.372;26.397;-2.983;-21.417;27.494;-45.684;7.56;-1.277;2.212
4550;34.474;44.432;23.418;14.406;7.837;-15.599;1.854;24.881;-3.299;-22.559;26.808;-46.497;9.349;-1.647;2.701
4560;39.349;49.806;21.71;16.483;9.194;-21.114;1.575;23.338;-3.377;-23.454;24.585;-47.309;11.138;-1.694;2.803
4570;45.272;58.996;19.812;17.364;10.062;-24.036;1.276;21.794;-3.88;-25.735;23.786;-47.001;13.484;-1.436;-0.272
4580;50.89;68.306;16.153;17.143;10.585;-25.632;0.977;20.01;-5.13;-27.52;24.841;-46.956;16.607;-1.148;-4.97
4590;56.734;76.199;12.553;16.832;12.294;-29.794;0.56;18.225;-6.101;-26.848;25.79;-47.23;19.73;-0.862;-6.894
4600;62.892;83.714;10.141;17.088;14.974;-31.719;0.463;15.277;-6.407;-26.455;26.557;-47.505;22.092;-1.383;-7.201
