timepoints (min);31: frq9,- -1;32: frq9,- -2;33: frq9,- -3;34: frq10,- -1;35: frq10,- -2;36: frq10,- -3;37: wc-1,+ -1;38: wc-1,+ -2;39: wc-1,+ -3;40: wc-2,+ -1;41: wc-2,+ -2;42: wc-2,+ -3;43: wc-1,- -2;44: wc-1,- -3;45: wc-2,- -1
4600;-26.039;-29.977;9.327;-105.36;-91.112;-8.917;-36.749;-53.559;-13.076;3.37;-1.338;30.003;-29.803;23.462;-13.377
4610;-24.938;-27.247;10.848;-104.153;-85.85;-7.963;-34.586;-53.486;-13.232;4.652;0.879;34.234;-29.157;26.21;-11.032
4620;-24.039;-24.837;14.098;-103.346;-80.152;-7.928;-31.601;-52.611;-11.942;5.67;1.854;38.716;-27.64;29.372;-6.859
4630;-23.139;-23.334;17.348;-102.865;-74.178;-7.811;-27.033;-51.069;-10.549;6.44;2.269;43.32;-26.13;32.538;-2.687
4640;-20.308;-21.51;21.516;-103.377;-65.844;-8.474;-21.961;-49.139;-9.855;7.05;2.618;46.454;-23.541;36.043;0.832
4650;-17.476;-19.914;25.852;-103.909;-56.719;-8.669;-19.454;-47.676;-9.04;6.654;3.43;48.313;-20.899;38.604;3.532
4660;-15.012;-15.599;29.668;-105.771;-44.713;-8.866;-18.902;-46.142;-7.123;7.314;4.268;49.501;-18.327;40.939;4.044
4670;-11.152;-11.503;32.892;-107.633;-33.179;-9.229;-16.774;-43.788;-4.648;9.019;5.051;50.363;-16.754;42.763;3.51
4680;-7.029;-9.048;36.262;-109.153;-21.646;-10.33;-15.014;-41.532;-2.535;10.316;5.697;51.455;-15.086;44.356;2.977
4690;-7.106;-6.662;38.677;-110.134;-8.473;-11.313;-12.448;-38.588;-0.592;12.03;6.156;53.897;-13.241;46.313;2.352
4700;-8.268;-2.796;41.065;-110.339;4.699;-12.599;-10.481;-35.757;2.44;13.028;7.054;57.247;-11.437;47.699;1.727
4710;-9.429;1.215;44.636;-108.319;19.048;-13.67;-8.844;-33.018;4.695;13.004;7.841;59.914;-9.723;49.28;4.048
4720;-7.183;5.906;48.09;-106.298;33.397;-14.599;-6.92;-29.567;6.646;12.72;8.818;61.772;-7.916;49.148;6.37
4730;-5.476;10.818;51.887;-103.956;46.979;-16.145;-4.814;-26.134;8.481;13.39;10.257;63.321;-6.189;48.197;9.663
4740;-3.844;15.29;55.346;-101.779;59.601;-15.291;-4.142;-23.441;10.546;14.897;12.988;65.219;-4.4;47.829;14.077
4750;0.622;19.713;57.725;-99.481;70.077;-15.063;-4.972;-20.546;12.756;15.96;15.044;67.499;-1.975;47.541;18.448
4760;5.006;22.137;59.789;-96.145;80.352;-16.956;-7.759;-18.669;14.753;17.684;16.81;69.954;0.017;46.486;22.171
4770;10.989;24.47;61.852;-92.048;90.474;-17.567;-12.044;-17.092;16.032;19.495;17.924;72.876;2.222;45.153;25.556
4780;15.738;28.364;62.257;-86.102;96.89;-18.178;-14.981;-15.03;16.743;20.426;18.608;75.872;3.55;44.799;28.041
4790;20.487;32.299;62.661;-80.094;103.263;-14.908;-16.797;-12.519;17.305;20.761;19.931;76.654;5.841;45.459;30.465
4800;25.577;38.514;62.988;-73.623;106.843;-11.637;-17.727;-10.237;17.894;21.177;22.406;77.731;8.339;46.48;32.265
4810;28.226;44.812;63.314;-67.153;110.484;-2.861;-20.132;-7.337;18.895;22.051;24.897;80.018;10.277;48.323;34.065
4820;30.876;51.71;64.95;-60.276;116.487;6.659;-25.972;-3.738;20.829;23.421;25.931;81.029;12.153;49.212;34.914
4830;33.288;58.512;67.226;-53.399;121.839;13.417;-30.084;0.057;22.988;24.542;26.679;79.12;14.738;49.577;34.724
4840;35.611;64.655;69.822;-44.061;127.63;20.385;-29.619;3.586;24.287;24.797;28.535;79.559;17.803;49.137;33.779
4850;37.934;70.743;72.331;-34.743;132.885;26.843;-28.364;7.306;24.818;26.207;29.234;82.545;20.771;48.377;32.199
4860;40.309;73.966;74.083;-24.506;138.101;31.937;-28.263;11.313;26.218;27.163;29.2;80.77;23.658;47.368;33.91
4870;42.684;77.105;74.68;-14.83;143.553;36.968;-31.418;14.77;27.497;28.279;30.297;79.33;27.145;46.31;34.88
4880;44.628;81.014;75.277;-5.099;149.006;39.517;-34.701;18.749;28.89;29.752;31.737;79.748;30.501;44.972;35.87
4890;46.743;84.835;73.872;3.506;154.07;41.977;-37.44;20.454;31.127;31.665;31.923;81.126;34.052;43.433;38.909
4900;48.839;88.259;72.466;12.388;159.135;45.268;-37.811;21.27;33.716;33.153;31.681;81.137;35.484;42.974;41.982
4910;52.174;88.888;71.215;23.687;161.534;48.072;-37.27;22.647;35.617;34.059;32.742;78.727;37.13;43.101;42.881
4920;55.081;89.459;69.964;34.815;163.932;50.863;-38.506;23.92;36.436;35.59;34.662;76.55;37.975;43.284;43.753
4930;57.989;90.099;68.39;45.589;164.79;53.926;-40.066;25.337;36.928;37.519;35.948;76.219;38.917;42.028;43.185
4940;68.317;91.164;66.476;54.194;162.45;56.228;-41.065;25.451;37.474;38.313;36.59;76.549;39.963;38.594;43.408
4950;78.646;91.588;64.674;62.752;158.018;57.33;-40.823;24.672;37.466;37.844;36.222;75.159;40.848;36.201;44.819
4960;87.783;91.898;61.495;68.316;151.372;58.432;-40.121;24.881;37.472;37.604;35.941;71.601;41.534;34.476;44.619
4970;94.116;91.91;58.502;73.88;144.906;59.404;-37.174;25.834;37.018;38.545;36.255;68.219;41.775;34.815;44.571
4980;100.338;91.258;54.728;79.262;136.957;60.377;-34.545;25.832;36.381;39.543;36.388;64.441;41.977;35.154;42.703
4990;102.76;90.64;51.072;85.251;129.098;59.713;-31.472;26.404;35.903;40.131;35.532;60.268;42.288;34.203;40.801
5000;102.521;88.37;47.332;92.2;122.931;59.05;-29.317;27.386;35.874;41.114;33.612;55.785;42.783;33.185;40.629
5010;102.283;86.499;43.559;98.537;116.723;61.702;-26.368;28.113;35.883;40.967;31.839;50.759;43.999;32.313;40.677
5020;100.287;82.942;39.152;104.639;110.721;63.684;-21.793;28.138;36.112;39.618;30.934;45.279;45.241;30.752;40.483
5030;98.291;77.225;35.83;109.928;107.735;65.657;-18.339;27.963;36.423;38.459;29.742;39.894;46.966;28.15;40.141
5040;96.392;71.468;32.469;115.225;103.749;65.189;-16.086;27.85;36.033;38.018;29.036;36.885;48.65;26.506;38.119
5050;93.556;64.63;29.607;118.894;101.361;63.359;-15.335;28.237;35.117;37.574;27.208;33.817;50.891;24.543;35.603
5060;90.603;58.237;26.745;122.639;98.974;57.286;-14.741;28.361;33.157;36.712;25.171;27.774;53.015;22.972;32.783
5070;86.77;52.444;22.956;123.47;92.841;51.261;-11.742;27.688;30.796;35.739;24.543;20.514;55.174;21.073;29.681
5080;82.054;44.548;19.167;123.669;86.709;48.492;-8.636;27.066;27.881;35.087;24.262;15.575;55.247;19.506;26.724
5090;77.338;37.491;15.327;120.887;78.375;45.372;-7.257;27.001;25.11;34.381;23.026;9.759;55.2;17.314;24.53
5100;71.021;33.281;11.487;117.932;70.041;42.801;-6.73;25.832;23.076;31.337;21.639;2.727;55.015;15.457;22.673
5110;65.029;29.512;8.33;114.978;61.986;41.432;-4.81;23.484;21.015;29.065;20.654;-0.719;55.698;13.421;17.905
5120;58.996;28.331;5.172;112.956;53.931;39.633;-0.698;21.466;18.21;26.663;19.099;-5.437;54.781;10.939;13.171
5130;51.418;28.03;2.331;111.03;46.04;39.648;1.948;19.326;15.713;23.314;16.812;-10.971;54.132;8.628;8.117
5140;43.881;27.619;0.422;108.637;36.225;38.546;1.728;18.948;12.994;19.473;13.804;-16.383;52.563;5.297;1.952
5150;34.505;24.034;-1.375;104.924;26.439;34.841;-1.225;17.87;10.458;15.903;11.709;-20.854;52.713;0.657;-5.334
5160;24.85;20.463;-2.812;98.338;16.797;31.095;-2.643;15.909;6.404;12.163;8.328;-23.877;52.663;-4.452;-9.153
5170;15.194;16.314;-4.512;91.364;8.237;26.418;-1.96;12.479;1.497;8.017;4.574;-27.654;51.942;-9.748;-12.972
5180;5.801;12.172;-6.07;84.39;1.011;21.837;-2.797;7.801;-2.319;3.532;-0.617;-34.777;51.09;-13.41;-15.837
5190;-7.309;8.337;-7.629;78.96;-4.85;17.876;-4.081;4.462;-5.223;0.248;-6.179;-43.452;49.095;-15.59;-18.578
5200;-19.219;4.611;-9.828;74.57;-8.364;15.542;-4.577;2.848;-7.681;-1.601;-10.087;-50.001;47.792;-18.084;-20.764
5210;-30.015;1.237;-12.026;71.421;-11.641;14.022;-7.17;1.095;-9.074;-5.137;-12.479;-55.28;46.406;-21.39;-22.626
5220;-38.807;-2.081;-14.262;68.352;-15.036;12.295;-7.508;-1.368;-10.13;-8.71;-15.301;-59.028;46.24;-24.897;-27.074
5230;-47.999;-6.406;-16.178;64.542;-18.698;11.288;-11.775;-1.908;-11.101;-11.836;-18.302;-62.615;46.61;-28.229;-31.317
5240;-52.368;-10.812;-17.702;61.146;-22.36;9.193;-17.21;-1.754;-12.152;-14.52;-19.375;-66.194;46.938;-30.137;-35.48
5250;-57.131;-12.45;-17.967;56.55;-27.422;7.858;-19.808;-1.937;-13.159;-17.403;-18.88;-69.279;47.777;-31.178;-40.957
5260;-62.774;-14.087;-17.957;55.441;-32.484;5.679;-19.945;-2.57;-14.724;-21.074;-19.033;-71.288;48.778;-31.966;-44.874
5270;-68.563;-13.134;-16.99;54.436;-36.021;4.459;-20.425;-2.494;-17.726;-25.123;-20.428;-72.503;49.917;-30.858;-48.163
5280;-75.872;-11.898;-17.07;54.523;-39.557;3.56;-21.352;-1.644;-20.914;-28.112;-20.663;-73.737;50.648;-29.53;-51.451
5290;-83.084;-9.895;-16.897;54.596;-42.109;1.981;-21.819;-0.153;-22.741;-30.701;-21.061;-75.683;50.746;-27.338;-52.822
5300;-89.691;-8.01;-16.777;53.859;-44.661;1.868;-19.681;1.123;-23.632;-34.239;-20.884;-77.327;50.625;-27.666;-54.297
5310;-96.036;-5.967;-16.663;50.179;-50.225;0.194;-15.612;2.243;-22.954;-36.903;-20.572;-76.879;50.875;-28.4;-55.415
5320;-100.546;-3.979;-16.549;47.506;-53.909;-1.803;-10.392;2.677;-22.552;-39.673;-21.948;-74.007;51.634;-30.084;-55.101
5330;-105.312;-0.81;-16.434;44.981;-56.628;-5.203;-7.731;2.444;-22.782;-43.048;-24.203;-70.211;53.698;-31.644;-54.106
5340;-109.637;2.401;-15.672;43.188;-57.661;-8.754;-5.31;1.741;-23.422;-45.89;-25.578;-67.428;55.841;-32.61;-53.403
5350;-112.72;1.954;-14.909;41.491;-57.621;-12.756;-2.135;1.982;-24.488;-47.866;-25.77;-66.247;57.799;-33.575;-53.379
5360;-115.323;1.783;-14.072;40.554;-57.433;-16.75;0.566;3.215;-25.499;-49.822;-26.206;-64.719;60.793;-32.672;-53.833
5370;-117.898;-1.695;-13.234;39.233;-55.924;-19.948;2.876;4.599;-26.175;-50.668;-25.781;-62.497;63.804;-30.457;-52.327
5380;-117.061;-5.51;-12.923;37.753;-54.634;-23.062;5.143;4.928;-26.348;-50.811;-25.68;-61.297;66.946;-28.241;-50.39
5390;-115.996;-9.781;-12.611;36.753;-53.036;-24.418;8.188;4.457;-26.731;-50.476;-24.317;-59.92;66.81;-26.481;-48.094
5400;-112.051;-10.578;-13.19;35.382;-51.473;-24.837;12.149;5.239;-28.668;-49.487;-23.723;-57.008;64.559;-23.841;-44.394
5410;-107.796;-11.228;-13.77;34.252;-50.429;-24.83;15.152;6.113;-29.674;-49.011;-23.31;-53.753;62.328;-22.628;-40.695
5420;-103.541;-11.324;-15.047;32.761;-50.625;-24.342;19.265;8.047;-29.206;-49.225;-24.117;-49.804;61.506;-21.033;-37.316
5430;-99.203;-11.201;-16.114;31.174;-51.317;-24.534;23.131;10.832;-28.993;-49.743;-23.858;-44.53;59.41;-19.439;-33.492
5440;-94.345;-12.459;-17.23;29.961;-53.61;-24.495;23.788;12.69;-28.96;-51.29;-22.447;-38.548;58.219;-17.454;-29.469
5450;-90.632;-13.766;-17.812;29.474;-56.091;-26.137;22.901;13.359;-28.337;-53.691;-20.967;-32.768;57.65;-15.149;-27.415
5460;-85.84;-16.537;-17.997;28.463;-59.092;-28.357;24.101;13.695;-27.687;-53.899;-20.246;-25.437;58.217;-13.044;-25.201
5470;-83.452;-19.308;-18.069;28.909;-62.077;-30.218;20.197;13.276;-26.737;-53.658;-19.783;-21.132;57.406;-10.68;-20.284
5480;-82.505;-21.211;-18.32;29.062;-63.462;-32.709;20.817;12.466;-25.966;-52.124;-19.669;-18.517;56.32;-8.316;-15.487
5490;-83.117;-23.142;-17.966;29.291;-64.008;-34.68;24.623;11.342;-25.794;-49.88;-19.556;-15.823;54.786;-6.666;-10.777
5500;-83.61;-27.014;-17.611;27.8;-63.314;-37.956;27.97;9.97;-26.222;-47.603;-20.386;-13.251;53.299;-6.021;-6.266
5510;-83.284;-30.417;-17.212;21.921;-61.542;-41.109;28.168;9.272;-27.07;-44.549;-20.927;-10.148;51.145;-6.272;-3.55
5520;-81.759;-35.545;-16.814;16.132;-60.73;-45.601;27.988;8.164;-26.828;-42.203;-20.607;-6.491;48.956;-9.084;-0.674
5530;-78.403;-40.673;-16.359;10.039;-59.797;-50.036;29.633;6.579;-25.487;-41.219;-20.51;-2.808;46.69;-11.897;2.339
5540;-73.851;-46.126;-15.848;4.055;-58.181;-53.914;31.44;4.423;-25.171;-40.312;-20.618;0.905;44.855;-15.483;4.923
5550;-69.199;-51.44;-16.708;-0.168;-56.737;-57.302;30.029;2.225;-26.561;-36.917;-20.287;3.423;43.097;-16.728;7.346
5560;-63.906;-55.808;-17.353;-1.356;-52.108;-59.422;25.966;-0.937;-28.901;-33.963;-20.375;5.519;41.916;-18.141;9.386
5570;-59.389;-60.114;-19.752;-2.619;-48.519;-61.221;18.897;-3.498;-29.872;-31.949;-19.792;7.295;40.338;-19.644;10.546
5580;-54.232;-62.328;-22.074;-2.932;-46.157;-61.566;12.623;-6.255;-28.872;-28.512;-19.36;8.534;38.767;-21.175;11.185
5590;-49.639;-64.577;-25.712;-7.068;-44.468;-61.097;6.763;-8.868;-27.64;-25.392;-18.81;9.392;36.978;-22.218;12.023
5600;-44.03;-65.861;-29.535;-11.223;-44.196;-59.644;0.261;-11.262;-27.303;-23.306;-17.597;9.622;35.474;-23.247;13.563
5610;-39.026;-67.214;-33.11;-16.153;-43.808;-58.797;-5.783;-13.444;-26.721;-21.481;-16.366;9.892;32.741;-25.215;13.822
5620;-33.466;-68.262;-36.686;-19.902;-44.301;-58.381;-11.146;-15.228;-25.814;-19.799;-17.127;11.125;30.094;-28.276;12.19
5630;-28.783;-68.938;-39.858;-23.486;-44.719;-58.604;-15.985;-16.549;-24.695;-17.959;-17.623;12.846;25.812;-31.192;10.739
5640;-24.661;-69.377;-43.03;-26.749;-45.377;-59.6;-19.272;-17.927;-22.174;-16.754;-17.823;15.028;24.952;-33.55;9.101
5650;-21.35;-69.629;-45.578;-27.956;-45.903;-61.276;-20.92;-19.52;-17.884;-17.025;-17.898;17.288;24.117;-35.847;7.545
5660;-17.36;-71.781;-48.126;-29.603;-46.07;-62.854;-24.051;-21.207;-13.183;-16.923;-18.403;20.499;22.727;-36.658;7.749
5670;-13.032;-74.036;-49.97;-29.734;-47.367;-64.712;-29.85;-22.75;-9.218;-16.286;-17.401;24.457;21.372;-36.81;8.294
5680;-8.731;-77.796;-51.814;-30.258;-48.263;-66.234;-32.908;-24.412;-6.052;-15.145;-16.015;28.378;21.731;-37.023;7.999
5690;-4.474;-81.341;-53.687;-30.752;-51.109;-65.717;-30.788;-25.059;-3.044;-13.902;-15.85;31.428;22.159;-36.599;7.621
5700;-1.138;-84.182;-55.56;-34.661;-53.834;-63.541;-26.808;-25.054;0.01;-11.606;-16.068;34.543;21.034;-36.229;5.283
5710;1.051;-85.859;-59.032;-38.639;-58.174;-61.804;-23.443;-24.359;2.956;-9.498;-16.337;35.652;16.447;-36.006;3.488
5720;3.48;-85.103;-62.503;-43.741;-62.833;-60.6;-21.926;-23.139;5.388;-8.208;-17.374;37.941;11.983;-36.697;1.494
5730;7.577;-83.903;-66.146;-49.214;-67.018;-59.941;-21.852;-22.512;7.072;-9.192;-16.992;42.153;6.679;-37.436;-0.45
5740;11.433;-81.418;-70.634;-54.859;-71.538;-59.397;-23.766;-22.428;8.64;-11.152;-16.502;46.055;1.541;-37.397;-3.039
5750;15.666;-78.222;-74.794;-59.425;-75.374;-58.53;-24.555;-22.354;10.146;-11.65;-16.572;48.302;-3.797;-37.297;-5.241
5760;18.703;-75.206;-79.177;-60.851;-79.964;-57.462;-22.76;-22.076;12.117;-10.767;-14.832;49.241;-8.331;-35.983;-4.668
5770;20.892;-72.203;-81.728;-62.519;-83.731;-56.077;-22.412;-21.491;14.433;-8.592;-12.655;49.872;-12.026;-34.567;-4.247
5780;21.561;-69.2;-83.676;-64.386;-87.88;-55.372;-24.84;-20.651;16.539;-6.742;-10.306;50.281;-15.441;-33.399;-4.074
5790;20.821;-65.119;-85.292;-66.647;-89.759;-54.468;-28.03;-20.29;18.892;-6.535;-8.734;50.93;-18.088;-33.214;-4.622
5800;20.08;-61.037;-84.403;-69.188;-91.61;-54.559;-28.564;-20.419;21.819;-7.597;-8.099;52.396;-21.447;-33.029;-5.154
5810;18.065;-56.505;-83.603;-71.404;-91.152;-54.663;-27.912;-19.677;24.549;-7.534;-7.793;53.943;-24.632;-31.363;-7.567
5820;16.05;-51.972;-81.803;-73.703;-89.654;-54.054;-28.156;-18.734;26.025;-5.592;-7.788;54.247;-28.574;-27.577;-9.037
5830;15.728;-48.411;-80.52;-75.753;-88.313;-53.403;-27.843;-17.512;26.874;-5.172;-6.589;52.943;-32.836;-23.983;-9.223
5840;14.752;-44.85;-79.437;-75.774;-86.452;-52.001;-26.679;-16.308;28.812;-5.927;-5.532;51.935;-37.054;-21.95;-9.575
5850;15.771;-42.223;-78.741;-75.567;-85.79;-50.6;-25.702;-15.601;32.61;-5.952;-6.426;52.23;-41.593;-19.752;-8.426
5860;16.79;-39.597;-78.444;-76.066;-85.368;-49.821;-26.137;-15.606;35.909;-5.89;-7.88;54.919;-46.806;-19.966;-6.39
5870;19.138;-35.657;-78.403;-78.291;-85.407;-49.041;-25.403;-16.21;38.119;-4.441;-6.859;56.461;-51.69;-19.334;-3.971
5880;21.485;-31.971;-77.361;-80.612;-85.541;-48.439;-22.668;-17.094;39.335;-2.946;-4.939;58.699;-54.687;-18.737;-1.801
5890;23.695;-27.127;-76.341;-82.772;-85.327;-47.663;-21.949;-17.436;38.648;-1.149;-3.308;60.248;-57.725;-17.866;0.079
5900;25.815;-21.91;-74.312;-85.063;-85.692;-46.343;-24.192;-17.07;35.539;0.822;-2.28;61.612;-59.069;-16.996;2.841
5910;25.535;-14.393;-72.283;-87.023;-83.938;-44.823;-25.328;-16.326;31.05;2.39;-1.375;60.679;-60.803;-16.241;3.844
5920;24.959;-7.214;-69.415;-88.425;-81.647;-41.143;-24.516;-15.103;26.581;4.004;-1.514;57.157;-62.447;-15.749;3.534
5930;26.062;0.546;-66.548;-89.937;-77.996;-37.408;-23.255;-13.857;22.302;5.065;-1.326;53.946;-66.183;-15.339;4.063
5940;26.8;8.106;-63.517;-90.214;-72.754;-34.806;-23.537;-12.914;18.317;5.851;-0.041;52.436;-71.239;-15.612;4.261
5950;30.594;14.27;-60.487;-88.486;-67.473;-32.258;-24.912;-12.073;14.297;6.44;0.768;50.206;-76.417;-16.044;6.135
5960;34.43;20.455;-56.057;-86.55;-60.385;-29.407;-24.85;-11.792;10.508;7.24;0.945;46.6;-79.394;-16.252;9.552
5970;37.866;23.903;-51.626;-85.113;-55.898;-26.618;-21.206;-11.537;7.371;8.557;2.057;42.578;-81.766;-15.767;13.12
5980;41.185;27.545;-46.32;-83.676;-51.81;-24.061;-16.175;-10.726;4.683;10.806;2.199;39.52;-83.377;-15.281;17.033
5990;43.423;30.083;-41.014;-82.563;-48.363;-22.377;-12.592;-10.33;2.331;13.292;1.017;36.341;-81.348;-14.059;21.95
6000;45.683;31.906;-35.781;-82.56;-45.648;-21.397;-11.993;-10.032;0.105;15.113;1.043;33.374;-77.924;-12.989;26.034
6010;49.902;34.764;-30.548;-85.077;-42.159;-20.761;-12.553;-9.959;-2.261;15.938;0.229;30.353;-74.701;-11.908;26.659
6020;54.142;37.851;-27.257;-87.781;-39.375;-20.356;-10.167;-10.527;-5.283;16.949;-0.692;28.273;-72.775;-11.381;27.284
6030;60.742;42.328;-24.097;-89.924;-35.298;-19.425;-5.572;-11.483;-8.113;18.408;-3.076;26.559;-71.33;-10.902;28.16
6040;67.28;45.738;-20.657;-91.937;-32.305;-18.509;-1.472;-11.877;-11.519;21.559;-5.728;24.548;-70.341;-10.13;29.756
6050;73.67;49.172;-18.706;-91.215;-28.203;-17.406;0.932;-11.945;-14.761;24.586;-7.121;20.985;-68.657;-9.302;33.025
6060;80.261;51.284;-15.116;-88.494;-25.63;-16.039;2.486;-12.058;-16.681;25.484;-6.439;16.018;-66.972;-8.314;38.174
6070;89.041;53.203;-11.211;-85.752;-21.618;-15.632;7.484;-11.646;-17.601;24.65;-5.644;12.857;-64.284;-8.138;42.996
6080;95.502;54.932;-6.266;-82.524;-18.021;-15.497;14.531;-11.07;-18.688;24.083;-5.364;11.47;-61.034;-7.961;46.458
6090;103.061;56.662;-0.586;-78.474;-12.983;-16.201;20.749;-10.966;-20.495;25.366;-4.01;11.123;-57.785;-7.483;49.334
6100;108.339;59.487;5.094;-74.239;-7.375;-13.008;25.087;-10.234;-22.757;26.766;-2.223;11.234;-54.967;-6.852;50.702
6110;112.975;62.312;9.76;-68.91;-0.967;-8.56;28.237;-9.461;-25.028;27.848;-0.239;9.134;-51.481;-3.378;51.779
6120;116.251;64.954;14.426;-63.35;6.433;-1.746;30.448;-7.803;-26.981;27.055;1.174;7.017;-48.086;0.848;52.659
6130;117.472;67.597;18.499;-57.694;13.833;5.87;31.557;-6.32;-29.268;26.641;3.043;3.257;-44.6;4.895;52.739
6140;119.252;68.914;22.814;-52.142;20.72;14.09;33.553;-5.019;-30.992;27.506;4.163;-0.852;-40.985;9.378;53.033
6150;121.141;70.232;26.436;-46.935;26.287;22.341;38.174;-3.659;-31.291;27.87;4.564;-4.377;-37.833;13.302;52.727
6160;124.549;69.954;30.168;-41.418;28.899;30.342;44.68;-2.468;-30.692;28.513;6.057;-7.971;-34.79;17.426;51.712
6170;128.79;69.677;33.058;-36.546;31.891;36.463;51.288;-1.89;-30.091;29.328;7.702;-10.628;-32.428;20.738;51.817
6180;131.552;68.415;36.072;-31.764;33.73;41.2;55.989;-1.305;-29.364;30.519;9.364;-13.04;-28.252;24.05;52.201
6190;134.909;67.153;38.343;-27.728;36.745;45.057;59.181;-0.655;-28.703;32.069;9.196;-13.746;-23.25;25.647;52.946
6200;135.495;68.735;40.746;-23.865;39.906;48.168;63.886;-0.792;-27.719;32.732;8.779;-13.389;-17.248;27.244;53.514
6210;136.884;70.317;43.754;-19.87;43.87;51.32;68.106;-0.775;-26.523;33.178;9.757;-12.683;-10.996;27.829;52.603
6220;138.068;74.414;46.928;-14.771;50.546;54.801;68.498;-1.257;-25.45;33.654;10.295;-13.153;-4.354;29.091;51.298
6230;140.062;78.614;49.247;-9.64;58.343;58.735;67.423;-1.789;-24.13;34.4;11.087;-14.301;2.294;30.381;49.593
6240;142.914;82.905;51.524;-4.571;66.582;63.961;68.426;-1.641;-23.281;34.881;11.316;-15.156;2.099;31.217;46.95
6250;145.146;87.182;54.458;1.374;75.687;69.734;70.912;-1.4;-22.514;35.521;11.594;-15.018;0.294;32.108;44.775
6260;146.724;89.234;57.488;8.719;83.789;75.817;72.924;-0.619;-21.582;34.466;12.052;-15.844;-1.594;32.665;42.6
6270;146.342;91.039;63.977;16.833;92.971;82.088;73.254;0.146;-20.262;32.466;11.931;-16.53;-2.51;34.843;39.065
6280;145.444;90.159;70.465;26.654;100.942;87.549;71.099;0.509;-19.126;31.81;11.459;-17.575;-2.159;37.021;35.21
6290;141.876;89.41;76.15;36.578;109.753;92.97;67.025;0.026;-17.545;30.823;11.978;-18.817;-1.807;38.204;30.161
6300;138.91;86.621;81.836;44.218;117.745;97.393;64.117;-0.589;-15.789;29.397;12.836;-19.07;-0.034;39.388;23.833
6310;136.138;83.728;83.972;50.138;125.777;101.657;60.989;-1.153;-14.327;29.079;11.654;-18.401;1.994;37.785;16.662
6320;131.375;79.716;86.109;56.348;132.617;106.892;56.149;-1.252;-12.673;28.921;10.65;-18.681;4.263;36.15;9.211
6330;124.164;75.754;85.728;62.145;139.257;112.11;49.978;-1.597;-10.597;28.548;9.97;-20.014;5.35;34.723;2.105
6340;115.993;71.876;85.465;68.622;144.698;119.018;44.208;-2.394;-8.57;28.833;9.251;-23.39;4.974;32.964;-4.401
6350;104.756;67.753;84.977;74.913;150.462;121.848;37.819;-3.572;-6.737;29.53;8.575;-28.047;4.975;31.157;-11.863
6360;93.679;64.525;85.716;79.75;155.55;124.686;31.501;-3.659;-5.433;29.939;7.643;-32.727;4.166;28.252;-18.766
6370;80.582;60.236;84.634;86.426;160.916;123.884;25.996;-4.131;-4.062;29.524;6.172;-38.948;2.596;24.516;-25.797
6380;69.286;55.946;82.836;93.268;166.302;123.103;20.945;-4.21;-1.332;28.55;3.752;-43.919;0.25;20.779;-32.029
6390;59.008;51.712;79.014;100.909;166.553;119.772;17.106;-5.341;1.945;25.668;1.819;-48.44;-3.789;16.801;-38.261
6400;48.851;47.553;74.458;108.647;168.055;116.655;11.201;-8.252;3.17;23.652;0.72;-53.686;-7.828;12.823;-42.644
6410;40.21;43.988;70.422;112.366;165.967;113.778;2.49;-11.97;4.033;21.956;-1.17;-57.463;-12.389;7.928;-46.588
6420;30.928;40.539;66.302;116.076;163.699;111.066;-7.436;-15.314;5.156;20.145;-2.575;-61.046;-16.359;2.868;-50.615
6430;21.698;37.316;64.862;119.731;162.063;109.354;-18.396;-18.586;7.313;18.567;-4.119;-65.466;-20.314;-1.364;-54.723
6440;11.748;34.196;64.348;122.143;159.279;106.724;-27.539;-21.68;9.029;16.793;-4.237;-71.91;-23.505;-4.066;-58.844
6450;0.383;28.323;64.793;123.993;159.894;104.797;-38.607;-23.752;10.414;14.468;-4.021;-78.794;-27.446;-7.666;-62.686
6460;-11.701;22.45;64.179;124.788;159.582;101.989;-47.12;-25.612;11.379;12.128;-6.408;-83.068;-30.103;-9.841;-64.426
6470;-25.313;15.33;64.206;123.417;157.83;99.154;-52.901;-26.123;11.919;9.55;-8.701;-85.012;-33.084;-10.212;-65.767
6480;-39.461;9.69;64.692;122.712;150.354;96.65;-58.535;-25.292;12.259;6.76;-10.658;-87.686;-36.313;-10.563;-66.553
6490;-52.905;3.308;65.259;121.76;142.879;92.073;-65.138;-24.298;13.178;3.908;-12.263;-89.208;-35.783;-11.777;-66.339
6500;-65.418;-5.234;64.676;120.363;133.941;87.214;-71.395;-23.414;14.583;0.566;-13.034;-91.117;-35.634;-13.101;-68.062
6510;-76.654;-12.476;64.092;119.283;125.003;81.314;-76.259;-22.643;15.977;-1.811;-14.161;-90.625;-35.637;-16.017;-69.481
6520;-85.214;-17.757;59.99;117.378;116.64;75.319;-80.481;-21.796;16.459;-3.902;-13.868;-90.703;-36.894;-19.553;-70.274
6530;-93.808;-21.697;55.819;113.31;108.277;70.163;-84.473;-20.469;16.874;-7.378;-12.923;-90.695;-39.062;-22.61;-71.212
6540;-97.861;-24.476;51.781;109.063;99;65.337;-87.555;-18.295;17.73;-11.494;-12.619;-91.756;-40.051;-24.65;-70.75
6550;-102.072;-25.385;47.639;105.229;89.737;61.397;-90.154;-15.865;19.637;-14.606;-12.585;-92.717;-41.433;-25.77;-68.8
