timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
880;-433.214;-149.721;-124.485;-135.916;-118.24;-128.095;-178.681;-246.032;-236.599;-278.19;-86.384;-224.214;-221.51;-280.988;52.899
890;-417.674;-136.867;-119.1;-125.201;-109.508;-119.99;-173.025;-236.614;-238.125;-267.483;-63.178;-201.081;-217.16;-269.911;52.598
900;-403.107;-125.04;-115.387;-113.107;-101.76;-112.907;-170;-230.627;-235.12;-257.413;-43.24;-181.187;-214.307;-260.56;52.573
910;-394.197;-114.855;-112.253;-99.27;-91.766;-108.201;-167.944;-225.092;-231.5;-249.408;-25.655;-162.711;-212.286;-253.227;52.033
920;-386.233;-105.588;-107.277;-86.86;-79.856;-106.256;-168.05;-220.944;-226.552;-246.267;-9.162;-145.95;-213.188;-249.95;48.736
930;-379.291;-95.667;-101.154;-74.41;-67.936;-105.974;-169.021;-215.338;-222.291;-246.628;7.91;-131.15;-216.385;-247.256;45.936
940;-371.169;-88.841;-96.559;-64.951;-57.397;-103.93;-170.078;-207.84;-217.291;-247.003;23.342;-118.632;-219.576;-244.532;40.849
950;-363.7;-84.65;-92.387;-56.625;-48.075;-102.337;-170.75;-201.263;-212.775;-245.387;40.088;-106.862;-223.975;-242.087;35.663
960;-357.697;-80.683;-88.28;-49.34;-40.982;-98.608;-171.529;-195.928;-208.365;-244.219;52.347;-95.861;-228.18;-240.056;30.921
970;-349.169;-79.905;-84.89;-42.795;-36.271;-93.88;-170.826;-190.364;-206.476;-241.999;63.735;-83.481;-231.448;-237.545;28.004
980;-338.145;-80.644;-81.839;-37.618;-32.233;-89.4;-169.729;-183.062;-205.385;-240.759;72.21;-72.165;-232.608;-234.577;27.687
990;-327.917;-80.571;-78.137;-28.982;-27.369;-85.768;-167.387;-176.137;-203.708;-239.423;80.095;-62.524;-233.81;-231.988;27.482
1000;-316.374;-81.155;-73.381;-20.911;-23.188;-82.555;-164.005;-166.92;-200.588;-237.92;84.774;-56.664;-232.249;-231.245;24.508
1010;-291.606;-70.763;-54.964;-1.757;-10.963;-69.045;-153.959;-151.722;-187.472;-219.974;107.809;-30.99;-225.376;-221.457;21.025
1020;-266.39;-60.595;-36.549;16.729;2.06;-54.632;-144.31;-136.037;-174.464;-202.315;130.817;-5.627;-218.474;-210.411;19.4
1030;-242.271;-51.355;-19.886;31.324;13.975;-40.819;-137.461;-121.571;-166.43;-187.382;146.505;15.885;-214.459;-199.534;12.012
1040;-217.493;-44.493;-9.605;44.156;25.111;-30.841;-128.227;-109.634;-162.968;-172.342;162.779;37.4;-208.159;-188.597;4.603
1050;-192.318;-37.629;1.833;58.429;36.071;-22.884;-117.689;-99.649;-159.92;-164.104;175.047;49.516;-201.331;-181.229;2.538
1060;-165.102;-32.788;7.968;71.292;45.625;-15.792;-107.132;-89.433;-155.306;-160.853;183.258;61.996;-192.691;-177.876;3.05
1070;-140.148;-30.14;9.218;82.98;54.919;-12.918;-97.965;-80.879;-148.988;-156.942;191.122;73.759;-184.158;-174.446;3.563
1080;-115.545;-27.577;7.255;93.231;63.317;-9.57;-89.303;-73.189;-143.638;-155.485;195.407;82.31;-176.582;-171.714;8.314
1090;-92.006;-24.986;5.272;104.311;70.289;-3.837;-81.55;-65.777;-140.828;-154.139;197.374;87.54;-169.121;-167.198;12.223
