timepoints (min);31: frq9,- -1;32: frq9,- -2;33: frq9,- -3;34: frq10,- -1;35: frq10,- -2;36: frq10,- -3;37: wc-1,+ -1;38: wc-1,+ -2;39: wc-1,+ -3;40: wc-2,+ -1;41: wc-2,+ -2;42: wc-2,+ -3;43: wc-1,- -1;44: wc-1,- -2;45: wc-1,- -3
2590;-48.891;-1.572;15.692;98.309;117.599;-11.193;51.857;56.64;43.796;28.83;-7.294;-14.655;-1.742;0.778;29.218
2600;-52.189;-1.986;16.509;98.96;119.248;-10.977;45.379;57.801;38.823;29.655;-10.502;-15.517;0.852;1.099;30.328
2610;-54.217;-2.632;16.086;98.131;116.274;-11.415;39.621;59.997;33.681;29.357;-11.568;-14.8;2.57;3.397;30.852
2620;-56.244;-3.243;13.921;97.199;113.094;-11.734;31.837;62.403;27.172;30.662;-12.488;-13.583;3.963;6.203;32.017
2630;-56.556;-4.312;11.861;95.026;110.735;-12.863;22.64;62.269;20.17;32.116;-13.319;-14.189;5.275;8.709;31.364
2640;-56.868;-6.701;10.251;90.592;106.611;-15.676;14.007;61.608;14.619;32.669;-13.608;-15.141;7.429;10.03;30.419
2650;-55.532;-9.234;8.807;85.647;101.786;-18.865;7.626;61.644;12.09;32.498;-12.469;-15.124;9.417;9.25;28.263
2660;-54.197;-10.634;20.794;78.102;97.906;-21.527;2.484;61.847;9.378;32.543;-9.33;-15.327;11.206;11.292;26.628
2670;-52.708;-12.034;32.81;69.888;93.232;-23.782;-2.681;61.686;4.892;32.483;-6.204;-16.735;12.599;12.381;24.857
2680;-51.138;-14.316;46.159;60.452;88.492;-26.157;-7.506;62.472;1.01;32.637;-2.877;-19.03;13.417;14.161;23.979
2690;-49.486;-16.917;60.828;50.568;82.771;-27.055;-11.119;64.655;-1.818;31.822;-0.691;-21.439;12.691;13.159;23.323
2700;-48.473;-19.519;61.531;40.559;77.29;-27.935;-11.974;65.737;-4.945;29.857;0.199;-23.261;11.023;11.676;21.165
2710;-47.302;-22.905;62.09;32.088;71.608;-28.575;-12.508;64.588;-9.465;28.677;1.061;-24.284;9.523;9.659;18.374
2720;-45.658;-26.971;62.876;24.17;63.967;-29.201;-11.703;63.541;-13.046;27.782;1.996;-25.305;7.788;9.088;18.548
2730;-43.89;-30.223;59.251;18.375;56.229;-30.596;-11.13;63.603;-15.059;26.91;2.919;-26.691;5.237;9.727;20.401
2740;-42.248;-34.276;55.992;12.188;50.068;-32.01;-10.535;63.586;-17.539;25.385;2.568;-28.2;3.553;10.662;23.702
2750;-40.434;-38.328;51.37;7.989;44.723;-32.778;-9.389;61.833;-21.201;23.281;3.64;-29.374;0.268;10.349;27.303
2760;-38.572;-41.794;46.748;3.259;38.859;-33.375;-7.601;60.56;-25.138;20.088;5.04;-29.259;-4.03;9.621;30.694
2770;-37.414;-45.981;41.782;-0.79;33.585;-34.852;-5.462;61.542;-27.952;17.941;7.458;-27.599;-8.356;8.313;33.484
2780;-36.255;-50.388;37.737;-4.323;26.487;-35.782;-4.094;62.661;-29.691;16.858;9.084;-25.087;-12.563;7.488;35.054
2790;-36.612;-53.876;34.058;-10.615;18.211;-37.633;-3.473;63.154;-31.054;16.578;12.04;-22.01;-13.982;6.873;36.27
2800;-36.97;-58.964;31.379;-16.623;8.439;-39.594;-5.186;62.588;-32.463;16.641;12.914;-19.604;-15.622;6.081;36.597
2810;-36.588;-64.604;29.265;-22.392;-1.702;-39.985;-7.48;61.036;-34.046;16.552;13.63;-17.851;-15.051;4.269;36.432
2820;-36.206;-69.164;26.698;-26.203;-11.85;-40.335;-9.112;59.317;-34.978;13.723;13.532;-17.034;-14.832;2.909;36.334
2830;-34.698;-72.001;24.131;-30.2;-19.317;-41.446;-10.755;57.619;-35.146;11.378;13.319;-15.939;-16.865;2.177;36.361
2840;-34.47;-75.19;20.119;-30.917;-26.516;-41.248;-14.637;55.713;-33.268;9.445;12.76;-15.126;-19.015;3.166;35.686
2850;-33.863;-75.499;16.106;-32.145;-35.091;-42.192;-17.84;52.873;-31.537;8.193;13.178;-13.451;-20.328;3.446;34.13
2860;-35.458;-75.663;12.432;-34.452;-41.659;-41.815;-20.552;48.468;-29.472;7.366;13.026;-13.417;-21.248;1.804;32.352
2870;-37.052;-74.883;8.757;-36.843;-49.32;-41.676;-22.266;44.07;-26.505;4.341;12.817;-13.916;-22.399;-2.526;30.098
2880;-40.44;-73.727;4.825;-41.785;-58.072;-42.538;-23.433;40.094;-23.618;1.356;12.724;-12.901;-23.703;-7.008;28.495
2890;-43.828;-72.571;-1.468;-46.458;-66.89;-41.49;-25.6;34.983;-21.737;-0.044;11.928;-11.106;-25.328;-10.575;26.721
2900;-48.797;-70.291;-6.72;-51.771;-75.028;-40.521;-28.447;29.095;-22.124;-0.255;10.531;-9.837;-26.683;-11.766;25.589
2910;-53.186;-68.128;-25.087;-55.466;-82.375;-40.156;-30.32;22.746;-22.206;-1.084;7.647;-9.65;-28.11;-14.251;24.463
2920;-57.796;-65.752;-43.454;-59.092;-89.163;-38.43;-31.306;16.317;-21.188;-2.959;4.055;-9.49;-29.138;-15.52;22.963
2930;-62.004;-60.775;-62.486;-59.639;-95.606;-36.629;-33.297;9.04;-19.363;-4.16;0.552;-8.763;-29.058;-18.423;20.404
2940;-66.212;-55.833;-81.517;-60.35;-102.208;-35.988;-38.222;0.211;-19.046;-3.346;-2.497;-7.599;-28.229;-19.927;17.007
2950;-69.655;-49.073;-88.295;-60.942;-108.859;-32.69;-42.691;-7.28;-19.444;-2.114;-4.876;-6.382;-26.761;-21.371;13.439
2960;-73.098;-41.673;-95.073;-61.265;-115.75;-29.632;-47.626;-12.647;-18.488;-1.964;-6.112;-5.021;-27.087;-22.023;12.328
2970;-76.927;-34.232;-102.215;-63.197;-119.844;-30.666;-53.281;-16.56;-16.527;-3.309;-6.748;-3.524;-27.488;-21.676;9.895
2980;-80.425;-27.647;-105.757;-66.001;-123.418;-30.808;-58.746;-21.771;-14.23;-5.094;-4.466;-1.599;-27.497;-21.869;8.019
2990;-83.912;-20.841;-109.099;-68.568;-128.41;-32.914;-63.487;-28.483;-11.916;-5.105;-3.939;0.723;-27.386;-20.619;3.486
3000;-87.403;-14.077;-110.708;-71.055;-132.506;-35.652;-68.796;-34.127;-10.341;-3.703;-5.331;2.821;-26.866;-20.09;-0.982
3010;-90.894;-8.633;-112.316;-73.57;-136.243;-38.028;-74.75;-38.745;-9.257;-4.335;-6.55;3.53;-26.298;-19.131;-6.977
3020;-92.662;-3.23;-112.127;-76.644;-140.317;-39.654;-80.603;-45.105;-7.727;-4.83;-5.036;3.294;-25.09;-20.127;-12.07
3030;-94.43;2.607;-111.938;-79.753;-142.472;-39.88;-84.592;-52.233;-6.134;-4.902;-2.419;2.317;-22.821;-22.883;-16.399
3040;-93.699;8.804;-109.917;-81.262;-144.957;-39.116;-87.166;-58.858;-5.692;-4.843;-2.244;1.548;-22.011;-25.731;-19.146
3050;-92.968;15.16;-107.897;-82.861;-146.003;-36.592;-87.044;-63.546;-6.299;-4.93;-2.414;1.463;-20.841;-25.152;-21.462
3060;-92.714;22.479;-105.876;-82.957;-146.552;-34.199;-86.342;-67.433;-7.063;-5.709;-3.357;1.287;-20.349;-21.492;-23.801
3070;-91.708;28.931;-103.855;-82.935;-146.181;-31.646;-87.808;-70.673;-7.734;-4.621;-2.71;1.706;-18.72;-18.375;-27.55
3080;-90.466;35.356;-103.001;-82.927;-146.843;-29.883;-89.68;-72.054;-7.647;-3.574;-1.455;2.228;-17.374;-17.083;-31.31
3090;-87.585;38.781;-101.706;-84.039;-148.145;-29.2;-89.607;-72.154;-7.87;-2.462;-0.248;3.029;-15.389;-20.43;-34.407
3100;-84.703;41.692;-101.371;-85.074;-147.705;-28.917;-90.709;-73.399;-8.091;-0.754;-0.487;3.946;-14.142;-23.607;-35.928
3110;-81.168;44.549;-100.582;-86.39;-147.985;-29.954;-92.63;-75.408;-8.018;0.91;0.883;4.385;-12.957;-25.79;-37.543
3120;-77.633;45.886;-99.793;-87.313;-147.338;-30.633;-94.935;-77.499;-8.986;1.692;3.087;4.876;-12.374;-24.346;-39.061
3130;-74.348;47.022;-99.261;-86.796;-145.465;-30.552;-97.629;-77.593;-9.92;2.634;5.452;5.382;-11.796;-22.846;-39.012
3140;-71.352;49.208;-98.728;-86.196;-143.567;-29.555;-98.239;-76.161;-10.372;3.012;7.897;5.287;-11.672;-21.276;-37.942
3150;-68.183;50.567;-98.334;-86.423;-142.014;-28.415;-96.989;-75.412;-8.839;3.423;9.83;5.792;-9.732;-22.203;-36.261
3160;-65.328;51.712;-97.939;-85.981;-140.737;-26.772;-95.749;-74.152;-7.292;3.474;11.643;6.27;-6.526;-22.457;-35.713
3170;-62.211;52.857;-97.301;-85.779;-139.846;-26.586;-95.583;-73.007;-6.72;2.948;14.338;6.652;-3.764;-21.801;-35.537
3180;-58.804;51.869;-98.062;-84.12;-138.354;-26.393;-94.745;-71.749;-6.677;1.091;16.778;6.272;-3.883;-19.226;-35.465
3190;-55.052;50.695;-98.116;-82.254;-136.011;-25.281;-90.139;-70.04;-6.244;-0.738;19.996;5.8;-5.04;-16.018;-35.472
3200;-50.501;49.201;-96.727;-80.283;-132.908;-26.53;-85.75;-68.2;-6.003;-1.699;22.714;5.2;-6.331;-12.35;-35.788
3210;-45.997;47.756;-95.593;-77.946;-129.074;-26.014;-80.421;-65.606;-6.731;-2.793;22.73;4.186;-4.142;-9.171;-37.32
3220;-41.294;46.165;-92.077;-73.513;-124.041;-21.778;-72.368;-63.396;-8.797;-3.105;22.497;3.815;-2.343;-8.276;-38.77
3230;-36.292;45.135;-88.741;-68.763;-119.452;-15.858;-65.919;-60.63;-11.087;-2.716;20.275;3.545;-0.837;-7.365;-38.215
3240;-31.291;44.663;-83.761;-62.978;-113.628;-8.098;-60.982;-55.622;-11.869;-3.537;20.408;2.494;-0.065;-7.974;-36.36
3250;-25.745;45.032;-78.789;-55.593;-108.388;0.47;-56.237;-48.626;-11.723;-4.772;21.17;1.676;0.69;-6.345;-32.364
3260;-20.199;46.127;-72.549;-48.374;-103.141;8.759;-50.003;-41.625;-11.622;-3.332;21.8;1.19;1.286;-3.326;-29.619
3270;-14.588;47.167;-67.066;-37.394;-96.134;16.548;-42.848;-34.05;-11.345;-2.37;19.75;0.574;1.076;1.614;-26.941
3280;-8.977;50.127;-60.503;-26.746;-89.099;22.957;-37.088;-25.712;-11.57;-2.577;16.488;0.77;-0.164;8.786;-24.291
3290;-4.046;51.622;-55.732;-13.138;-80.145;28.917;-33.97;-16.615;-11.772;-4.015;14.851;1.108;-0.654;14.299;-23.287
3300;0.961;52.952;-50.961;0.498;-71.017;33.138;-32.048;-7.447;-11.563;-5.768;13.836;1.554;-1.241;16.812;-21.777
3310;5.968;53.601;-45.59;6.477;-60.048;37.352;-29.326;2.043;-9.822;-7.288;13.622;1.978;-1.109;18.134;-21.652
3320;9.724;54.368;-40.219;11.076;-50.248;41.564;-26.83;11.323;-9.014;-8.717;12.643;3.014;-1.646;18.212;-17.014
3330;13.48;52.259;-32.749;13.883;-38.888;46.457;-24.586;19.458;-9.647;-9.557;8.287;4.578;-1.926;20.378;-12.745
3340;17.524;53.219;-25.279;18.626;-26.812;51.188;-21.825;25.48;-10.305;-10.199;4.029;6.295;-3.366;24.269;-9.728
3350;21.568;54.4;-16.292;23.094;-13.266;56.519;-18.055;33.342;-10.084;-10.154;1.167;8.279;-3.054;28.072;-8.811
3360;25.575;55.741;-7.306;31.354;1;60.71;-13.406;38.861;-8.469;-8.658;-1.783;10.495;-2.499;30.592;-7.406
3370;29.63;58.326;1.908;39.45;15.411;64.702;-8.397;43.517;-5.977;-6.108;-4.404;12.229;-1.985;30.73;-7.132
3380;34.411;60.828;10.843;46.168;28.222;66.934;-2.56;48.523;-3.873;-5.239;-6.037;12.749;-1.583;30.524;-7.316
3390;37.659;63.57;18.658;53.025;41.468;68.326;2.512;53.902;-1.854;-3.732;-7.67;11.863;-1.361;30.319;-8.157
3400;41.108;66.588;25.392;58.28;52.953;70.55;6.917;59.174;0.259;-2.338;-7.832;10.753;-1.382;31.636;-6.883
3410;43.796;70.588;32.126;62.695;63.986;72.161;8.759;64.076;3.203;-0.327;-7.327;12.335;-2.025;34.21;-3.833
3420;46.484;74.588;38.303;67.557;73.339;74.712;12.128;70.174;7.412;1.967;-6.374;13.771;-2.008;35.681;-0.03
3430;50.48;78.243;44.481;72.299;81.596;77.062;16.821;77.157;12.519;4.428;-5.283;14.956;-0.054;35.637;3.167
3440;54.476;83.938;49.652;76.738;89.628;78.252;21.276;85.266;17.564;5.328;-3.604;15.486;3.501;33.612;6.418
3450;57.859;87.866;54.823;82.177;96.899;79.512;24.505;93.577;22.069;3.994;-2.099;15.414;7.487;31.087;10.101
3460;63.523;91.884;58.748;87.788;105.001;78.931;26.55;100.476;25.392;2.152;0.186;15.681;9.668;29.126;14.306
3470;68.986;92.942;61.392;91.239;111.903;77.379;26.617;106.19;28.079;2.083;2.228;15.625;12.368;29.175;18.087
3480;72.206;93.91;64.628;94.841;118.964;74.268;27.145;111.032;31.473;2.819;4.775;15.601;14.739;29.265;19.423
3490;75.059;94.948;66.71;98.215;126.145;70.268;28.183;115.788;32.757;3.953;7.352;16.361;17.749;31.124;21.279
3500;77.415;93.265;68.814;99.582;133.05;65.708;26.943;119.723;33.663;4.829;9.801;16.96;21.079;32.319;19.174
3510;79.826;91.403;73.863;101.068;140.753;62.532;22.647;122.636;35.406;5.32;11.808;16.917;24.843;32.164;19.874
3520;82.477;88.301;79.03;99.171;147;60.077;19.099;124.383;37.608;6.127;13.735;18.023;28.572;31.284;20.583
3530;85.446;83.203;84.579;96.868;153.114;58.356;16.942;126.032;39.564;7.818;15.23;18.863;32.302;30.124;21.974
3540;88.454;78.001;90.225;91.597;157.219;57.636;15.331;128.317;41.65;10.53;16.439;18.217;35.028;29.706;23.67
3550;92.575;72;92.526;86.21;160.159;56.436;13.195;128.917;43.476;13.687;17.079;16.88;36.743;29.92;25.844
3560;96.697;66.088;94.055;86.222;161.258;55.298;10.948;128.087;42.699;17.44;17.719;16.483;38.382;27.612;29.25
3570;100.726;60.135;93.225;86.372;159.52;54.12;10.8;127.647;42.578;21.363;18.126;16.92;40.301;27.072;29.709
3580;104.754;58.702;90.979;88.041;156.222;51.914;12.037;127.603;42.75;23.319;19.68;17.126;42.19;24.844;30.862
3590;106.844;57.186;88.734;87.138;153.021;49.829;14.115;128.87;42.375;22.986;19.777;17.317;44.808;22.396;34.731
3600;108.851;55.91;84.41;86.29;146.503;47.781;16.538;128.423;41.51;21.886;20.011;16.843;42.706;19.843;38.821
3610;111.138;54.543;80.086;81.541;139.924;46.692;17.672;129.709;39.33;19.396;18.983;14.906;42.2;17.404;42.75
3620;112.637;53.011;74.425;76.743;133.226;46.392;18.593;130.701;35.069;17.79;17.64;13.88;42.497;16.726;47.058
3630;114.137;48.959;68.764;72.568;126.757;47.651;19.8;130.865;30.017;18.128;17.018;14.919;44.473;16.963;50.353
3640;115.81;43.706;62.993;68.055;120.701;49.902;20.644;130.299;26.345;16.883;16.644;17.368;47.014;16.892;53.611
3650;117.483;38.385;57.222;66.032;116.094;51.492;19.832;129.899;24.804;13.454;17.127;18.739;48.001;13.342;54.185
3660;117.491;29.143;50.582;64.05;111.954;53.323;21.96;129.305;21.785;10.914;16.873;16.51;46.629;7.942;53.779
3670;117.499;20.143;44.102;62.116;109.495;54.103;23.659;126.666;19.383;10.912;15.665;14.523;43.397;2.019;52.899
3680;113.959;11.303;37.959;58.022;107.73;53.764;22.618;121.514;15.139;10.298;14.57;12.324;39.527;-2.088;52.432
3690;110.197;0.423;32.032;54.508;106.023;53.549;20.734;113.833;8.255;10.346;13.328;10.537;35.137;-3.636;51.948
3700;106.415;-10.298;26.105;50.473;103.662;51.734;20.982;106.161;2.327;9.774;10.223;7.201;29.879;-3.156;52.262
3710;100.586;-20.699;22.447;46.287;100.243;50.236;22.372;100.674;-2.36;8.858;4.644;4.737;24.898;-2.799;52.106
3720;94.75;-27.872;18.789;43.301;95.499;49.258;23.611;97.808;-5.381;7.466;-1.828;2.026;19.615;-6.054;52.637
3730;90.166;-34.996;15.138;39.632;90.804;48.19;25.69;94.888;-11.388;5.432;-8.149;-0.937;15.892;-9.585;52.208
3740;85.581;-41.48;11.487;34.403;84.21;47.323;28.154;92.12;-14.44;2.663;-13.794;-4.13;12.243;-15.716;50.152
3750;79.636;-46.022;8.368;28.932;77.581;46.386;33.603;90.15;-17.194;0.059;-19.154;-7.236;8.64;-21.542;49.452
3760;73.857;-49.324;3.05;22.51;70.669;43.486;42.437;88.381;-20.603;-2.441;-23.694;-8.994;6.597;-27.486;48.888
3770;65.353;-51.386;-1.794;16.661;63.346;40.819;50.866;86.756;-23.88;-4.279;-26.953;-11.513;5.881;-32.077;49.823
3780;56.96;-53.255;-7.597;10.135;56.087;37.352;59.597;84.472;-26.192;-6.127;-28.501;-13.779;5.101;-36.694;50.272
3790;46.657;-54.044;-12.324;4.397;47.83;35.484;68.39;80.43;-28.025;-9.015;-31.903;-14.843;4.6;-41.461;51.971
3800;35.206;-53.743;-16.286;-2.312;40.788;34.193;78.712;77.846;-29.617;-11.538;-35.175;-15.179;5.832;-46.88;53.371
3810;23.855;-53.601;-18.932;-9.12;32.983;33.542;88.135;76.683;-29.404;-12.935;-38.15;-15.629;6.712;-50.903;54.919
3820;12.55;-53.779;-19.364;-16.75;27.603;32.574;95.873;74.84;-28.101;-14.03;-40.526;-17.749;8.752;-53.012;55.903
3830;2.525;-55.829;-18.839;-24.377;21.872;32.166;103.244;72.855;-26.266;-14.131;-41.407;-20.396;10.841;-53.241;54.949
3840;-6.739;-59.799;-18.279;-30.297;16.217;31.681;111.84;70.779;-25.208;-13.11;-41.85;-22.975;10.85;-51.501;52.614
3850;-14.865;-64.008;-16.721;-36.037;11.832;30.317;120.381;68.383;-23.156;-12.487;-42.808;-24.655;14.13;-50.222;48.668
3860;-22.99;-68.383;-15.164;-38.818;6.414;28.905;129.628;65.472;-20.048;-11.35;-42.193;-23.884;16.114;-51.063;43.603
3870;-30.452;-72.439;-13.502;-41.254;1.252;25.059;136.521;62.172;-16.21;-10.534;-41.406;-22.96;19.239;-52.316;39.072
3880;-37.914;-73.974;-11.84;-41.49;-4.149;21.455;143.407;58.93;-11.683;-11.366;-41.164;-23.876;20.691;-55.732;34.968
3890;-44.308;-75.247;-9.505;-41.539;-9.914;16.04;153.4;55.28;-7.309;-12.108;-40.771;-25.457;20.76;-55.808;31.961
3900;-51.461;-75.56;-7.17;-41.669;-14.902;10.928;164.644;50.739;-5.15;-11.268;-42.28;-25.783;20.153;-53.607;29.619
3910;-56.974;-72.983;-3.538;-41.792;-20.461;5.665;174.88;46.08;-3.852;-11.79;-44.364;-24.8;20.371;-48.949;27.225
3920;-61.848;-70.407;0.094;-42.926;-24.941;0.641;184.15;41.317;-4.891;-14.434;-45.713;-23.919;22.189;-43.555;24.512
3930;-65.363;-67.55;3.298;-43.943;-30.239;-3.607;194.629;38.519;-3.632;-15.385;-46.741;-23.017;24.876;-41.45;21.812
3940;-66.859;-64.963;6.502;-45.446;-36.246;-7.575;204.043;37.388;0.186;-15.51;-47.741;-22.479;27.777;-39.814;18.932
3950;-68.356;-63.655;8.992;-46.572;-41.292;-10.268;209.605;36.982;3.51;-13.634;-46.888;-20.719;30.357;-37.018;16.272
3960;-68.57;-62.668;10.121;-47.783;-46.657;-12.16;213.538;36.269;6.76;-11.859;-44.01;-20.156;32.6;-31.67;13.655
3970;-68.783;-61.659;10.822;-48.363;-51.581;-13.491;217.756;32.743;9.957;-10.819;-40.014;-18.881;34.788;-24.789;10.81
3980;-68.412;-60.171;10.903;-48.479;-56.581;-13.961;221.001;28.826;15.959;-10.263;-36.462;-15.843;36.643;-20.99;8.559
3990;-68.041;-59.185;10.985;-47.808;-61.621;-13.847;221.594;24.681;18.666;-9.566;-32.785;-11.404;38.226;-15.644;7.272
4000;-67.851;-58.199;11.389;-46.506;-66.957;-14.763;219.255;19.439;18.088;-9.063;-31.538;-8.131;39.302;-10.284;6.808
4010;-67.516;-57.652;11.793;-44.502;-72.491;-15.01;215.098;13.476;16.294;-8.588;-28.159;-6.254;39.101;-5.428;8.636
4020;-65.985;-57.368;12.919;-41.618;-77.979;-15.116;211.003;7.455;13.837;-9.346;-25.261;-5.335;38.461;-0.672;9.652
4030;-65.829;-56.924;14.044;-37.761;-82.041;-13.262;206.677;1.822;11.57;-10.428;-23.786;-5.201;39.099;3.157;10.586
4040;-63.956;-57.56;13.95;-34.148;-85.543;-12.884;202.131;-3.89;9.279;-9.978;-21.153;-5.08;39.712;7.026;9.428
4050;-62.132;-58.023;13.857;-29.832;-88.666;-11.786;197.168;-11.492;6.669;-9.458;-19.159;-4.026;39.472;10.898;7.981
4060;-60.575;-59.007;12.25;-26.303;-91.589;-11.273;192.939;-20.739;4.759;-9.542;-17.474;-2.63;38.823;14.172;5.971
4070;-57.858;-59.774;10.863;-22.132;-94.098;-11.04;188.606;-28.796;3.669;-11.389;-16.35;-0.661;37.287;16.419;3.484
4080;-56.324;-60.541;9.166;-18.655;-96.127;-10.581;181.239;-36.672;2.575;-13.837;-15.691;0.71;36.39;18.639;2.677
4090;-52.767;-59.788;7.737;-16.419;-98.011;-10.481;171.302;-44.85;1.524;-16.142;-14.527;0.87;37.45;19.338;3.243
4100;-50.177;-58.986;6.12;-13.571;-98.655;-9.257;161.586;-52.997;-1.309;-17.607;-12.673;1.018;38.412;19.109;8.075
4110;-47.961;-57.145;4.752;-12.883;-98.137;-8.352;152.462;-59.21;-4.55;-19.806;-10.177;-0.175;37.981;20.775;13.137
4120;-45.567;-55.623;2.79;-11.179;-96.832;-6.291;143.73;-62.938;-7.779;-21.96;-7.611;-2.594;36.49;22.461;13.279
4130;-45.029;-53.909;1.015;-10.396;-95.447;-5.215;130.942;-66.601;-10.898;-23.095;-6.131;-4.663;35.088;26.007;12.459
4140;-44.498;-51.594;-0.57;-9.221;-93.579;-4.996;116.68;-68.752;-14.474;-23.265;-5.982;-6.183;34.843;27.372;10.939
4150;-44.175;-50.275;-2.154;-7.565;-92.752;-4.749;105.545;-68.092;-17.788;-23.659;-6.297;-7.378;35.695;28.821;11.073
4160;-43.852;-48.989;-3.415;-7.303;-91.814;-4.662;93.229;-67.63;-19.701;-23.72;-6.399;-8.44;37.346;29.523;11.61
4170;-43.997;-47.463;-4.676;-6.401;-91.276;-4.912;78.062;-68.281;-20.883;-23.153;-6.364;-9.859;38.294;27.257;13.691
4180;-44.142;-46.778;-5.052;-5.906;-90.676;-5.721;62.909;-70.395;-23.29;-22.993;-6.909;-11.651;39.441;27.35;14.326
4190;-46.112;-46.012;-5.429;-4.618;-88.716;-6.563;48.222;-72.956;-25.69;-23.44;-7.141;-13.45;39.781;28.524;14.574
4200;-47.601;-43.967;-5.069;-3.081;-86.531;-8.564;36.069;-76.743;-27.48;-24.074;-6.462;-14.928;41.041;26.766;13.908
4210;-50.834;-41.715;-4.709;-0.934;-84.636;-11.634;24.228;-81.063;-28.994;-23.916;-5.017;-15.71;41.357;23.767;14.739
4220;-53.468;-38.502;-2.84;1.366;-83.381;-15.979;11.095;-83.326;-33.063;-23.221;-3.451;-16.108;41.097;20.52;16.423
4230;-55.825;-35.659;-0.971;2.428;-81.663;-21.233;-1.11;-85.865;-38.768;-22.528;-1.287;-16.76;39.917;19.768;18.852
4240;-58.091;-32.575;1.581;3.297;-80.066;-27.314;-12.189;-89.52;-41.608;-22.909;0.877;-18.021;39.738;19.372;20.608
4250;-59.197;-29.091;3.732;2.248;-78.641;-32.046;-22.552;-92.097;-41.999;-23.026;4.946;-17.808;40.24;18.713;19.782
4260;-59.788;-26.359;5.392;0.641;-77.537;-36.542;-32.863;-93.803;-42.058;-24.437;6.229;-16.407;40.921;19.901;16.688
4270;-60.378;-23.946;6.103;-2.935;-76.908;-40.633;-42.572;-95.131;-41.679;-24.469;5.866;-14.935;40.154;20.735;12.848
4280;-58.814;-21.694;5.095;-5.926;-76.559;-46.913;-52.239;-96.527;-42.21;-24.57;4.654;-13.323;37.937;23.302;10.688
4290;-57.25;-19.138;3.789;-10.756;-74.796;-52.833;-63.33;-97.383;-43.534;-24.921;3.473;-12.305;35.781;25.655;9.715
4300;-55.537;-16.982;2.483;-15.848;-73.426;-59.583;-76.234;-98.349;-44.461;-25.964;2.326;-12.073;34.508;26.128;8.85
4310;-53.465;-14.189;1.116;-20.141;-71.703;-66.854;-88.876;-100.353;-46.054;-27.487;1.418;-11.956;34.252;26.204;7.923
4320;-52.141;-11.941;-0.251;-24.55;-69.705;-73.906;-98.346;-102.37;-48.354;-28.16;0.629;-11.919;34.23;26.131;7.719
4330;-51.154;-9.972;-1.665;-26.72;-68.026;-80.971;-105.728;-104.018;-50.372;-26.905;0.342;-11.782;33.527;27.822;7.728
4340;-51.854;-7.611;-3.079;-28.117;-65.844;-87.786;-112.623;-107.597;-52.55;-24.334;0.382;-11.76;33.484;30.761;6.561
4350;-52.491;-5.134;-5.52;-28.994;-64.382;-94.447;-119.619;-110.806;-54.966;-21.942;0.112;-12.502;33.617;35.764;2.546
4360;-52.732;-3.697;-7.582;-29.21;-62.974;-99.654;-127.757;-113.419;-57.225;-20.559;-1.127;-12.433;34.829;40.732;-1.748
4370;-53.193;-2.625;-10.455;-30.854;-60.806;-105.061;-134.822;-116.739;-57.982;-21.348;-3.246;-11.316;35.014;44.884;-1.508
4380;-52.059;-0.513;-13.121;-33.132;-58.393;-107.738;-137.585;-119.982;-58.028;-22.083;-4.806;-9.337;34.916;47.662;-0.665
4390;-51.446;0.916;-15.799;-37.993;-55.588;-109.112;-140.67;-124.335;-58.972;-23.044;-3.607;-6.77;34.723;49.36;-1.811
4400;-49.719;2.207;-18.648;-42.943;-52.869;-108.768;-147.377;-131.335;-59.841;-23.739;-1.247;-5.994;34.491;50.698;-5.952
4410;-48.201;4.418;-20.117;-45.742;-49.978;-108.222;-151.959;-134.801;-60.168;-23.778;0.702;-6.326;33.702;50.532;-10.519
4420;-46.738;6.782;-21.993;-48.058;-48.607;-109.556;-153.811;-132.977;-61.441;-23.888;1.897;-5.695;32.899;52.367;-14.599
4430;-44.819;9.763;-23.361;-48.822;-47.236;-110.247;-153.854;-129.695;-63.149;-23.808;2.92;-4.419;31.583;53.85;-15.848
4440;-43.032;12.663;-24.73;-49.226;-47.225;-112.152;-152.873;-128.567;-65.406;-24.255;4.309;-2.608;30.837;52.476;-16.538
4450;-41.663;15.819;-25.149;-50.27;-47.868;-112.945;-153.636;-129.415;-67.961;-25.361;5.268;0.146;29.298;53.265;-15.314
4460;-40.295;19.015;-25.568;-51.697;-48.164;-113.192;-153.143;-130.097;-70.186;-26.617;4.702;2.305;29.381;52.577;-14.643
4470;-39.131;21.251;-24.651;-55.963;-46.923;-109.988;-149.571;-130.361;-70.371;-28.908;3.538;3.004;29.323;50.03;-14.781
4480;-37.967;23.052;-23.734;-59.814;-45.847;-106.894;-146.217;-129.863;-69.746;-29.578;2.828;2.926;29.727;48.086;-15.099
4490;-36.861;24.854;-21.799;-65.105;-43.01;-102.061;-143.543;-129.535;-69.897;-28.288;2.156;2.41;28.887;45.492;-15.091
4500;-35.754;26.193;-19.863;-69.945;-40.379;-97.361;-139.95;-130.073;-69.284;-26.406;2.68;2.367;27.858;42.789;-13.007
4510;-35.33;27.01;-19.219;-72.945;-36.753;-92.901;-136.012;-131.396;-67.716;-22.855;4.841;2.331;26.285;39.766;-10.945
4520;-34.665;28.146;-18.575;-74.821;-33.037;-88.4;-130.852;-132.626;-65.419;-20.477;7.88;1.268;25.501;36.182;-9.683
