timepoints (min);31: frq9,- -1;32: frq9,- -2;33: frq9,- -3;34: frq10,- -1;35: frq10,- -2;36: frq10,- -3;37: wc-1,+ -1;38: wc-1,+ -2;39: wc-1,+ -3;40: wc-2,+ -1;41: wc-2,+ -2;42: wc-2,+ -3;43: wc-1,- -1;44: wc-1,- -2;45: wc-1,- -3
4530;-34.683;29.586;-17.487;-76.121;-29.564;-82.772;-127.05;-133.174;-61.739;-17.924;11.074;-0.319;24.183;31.869;-9.901
4540;-33.781;29.586;-16.399;-75.622;-26.017;-77.408;-122.952;-132.292;-57.701;-15.531;14.513;-1.098;22.417;27.859;-9.971
4550;-32.93;29.717;-15.159;-75.36;-22.11;-70.819;-116.33;-129.356;-54.065;-13.481;17.821;-1.832;19.91;25.975;-9.484
4560;-30.757;29.903;-13.604;-75.538;-16.724;-63.71;-107.919;-124.742;-51.648;-12.148;20.822;-3.727;16.626;27.011;-8.338
4570;-28.845;28.85;-10.49;-76.396;-11.2;-56.614;-100.881;-120.541;-49.913;-10.553;24.028;-6.443;12.77;27.806;-6.226
4580;-26.324;27.986;-7.47;-79.214;-3.916;-50.557;-95.312;-117.582;-49.239;-10.665;25.406;-8.509;9.051;26.28;-4.24
4590;-23.803;27.593;-4.451;-82.041;3.423;-44.639;-89.735;-111.008;-47.486;-10.717;24.388;-9.283;4.586;19.741;-2.601
4600;-21.568;26.919;0.131;-85.429;12.283;-39.56;-85.029;-104.716;-43.346;-11.019;23.735;-9.975;0.763;12.963;-1.508
4610;-19.334;26.458;4.713;-88.488;21.218;-35.498;-80.759;-100.259;-37.499;-10.063;23.124;-10.626;-2.812;9.105;-0.8
4620;-15;27.772;10.846;-90.548;30.705;-31.556;-76.832;-96.861;-32.356;-7.305;23.946;-10.261;-5.314;6.292;0.625
4630;-10.666;28.047;16.978;-91.705;40.229;-28.814;-73.586;-95.225;-27.977;-5.086;24.004;-9.895;-7.465;3.357;1.37
4640;-4.097;28.259;25.643;-88.501;49.629;-25.19;-69.67;-93.484;-22.771;-2.942;21.681;-10.316;-9.56;0.415;4.141
4650;2.473;28.832;34.259;-85.441;57.669;-23.367;-66.761;-89.008;-17.523;-0.695;19.8;-10.617;-12.378;-1.359;8.052
4660;10.001;28.574;42.131;-82.461;65.571;-19.872;-66.208;-84.646;-13.433;1.193;19.19;-10.339;-15.796;-1.244;12.444
4670;17.53;28.661;49.81;-79.577;72.873;-14.497;-65.766;-81.652;-10.097;2.797;18.684;-10.291;-19.269;-0.368;16.698
4680;25.154;28.497;54.588;-75.92;80.086;-6.583;-66.737;-78.714;-6.843;3.263;18.186;-9.669;-22.508;0.331;18.886
4690;33.339;28.001;59.366;-71.884;87.858;2.73;-67.275;-73.948;-3.383;4.142;16.396;-8.942;-25.612;2.669;21.233
4700;41.353;28.004;62.512;-68.528;95.665;12.748;-67.105;-66.88;1.149;5.859;14.308;-9.243;-28.407;0.688;21.292
4710;49.687;27.967;65.658;-64.903;104.012;21.197;-67.331;-61.057;6.601;8.11;12.855;-9.332;-31.556;-1.417;20.668
4720;57.735;27.778;68.716;-59.319;109.181;27.146;-68.567;-58.239;10.596;11.553;11.643;-8.534;-34.39;-2.241;20.194
4730;66.343;28.389;71.774;-53.734;114.377;31.615;-68.789;-54.566;13.908;14.578;10.679;-7.783;-37.425;-2.833;20.058
4740;74.443;29.131;71.345;-46.149;117.972;35.214;-65.804;-48.159;18.212;16.781;9.575;-7.102;-40.203;-2.498;20.199
4750;82.691;30.239;70.916;-38.599;121.472;38.604;-62.869;-39.832;22.77;18.633;8.008;-7.006;-42.626;-2.643;20.204
4760;91.091;31.393;68.607;-30.378;125.411;42.281;-59.21;-31.354;25.714;19.807;5.799;-7.113;-44.41;-4.052;19.636
4770;99.534;32.548;66.395;-22.337;129.523;46.586;-56.786;-24.079;27.539;20.754;4.061;-6.288;-46.055;-4.622;20.724
4780;108.259;33.298;64;-14.281;134.034;49.557;-54.497;-15.949;29.272;21.617;3.803;-5.175;-47.341;-6.095;22.93
4790;116.143;35.24;61.709;-6.323;137.674;51.017;-52.048;-7.207;30.837;23.861;3.884;-4.734;-48.266;-7.472;24.788
4800;124.2;36.961;62.335;0.53;141.171;50.982;-50.583;1.244;32.254;26.092;4.568;-4.771;-49.433;-8.338;25.938
4810;130.454;37.326;62.975;7.389;145.152;51.686;-49.476;9.586;33.997;28.095;4.001;-4.669;-50.324;-10.803;25.149
4820;136.514;38.93;60.668;14.386;148.822;53.52;-48.12;18.401;36.57;29.277;2.559;-3.719;-51.181;-13.363;22.932
4830;139.13;39.99;58.36;21.128;147.772;56.745;-46.484;28.457;39.332;30.775;2.473;-2.411;-51.872;-15.794;20.669
4840;142.083;40.691;54.452;28.91;146.426;60.026;-46.148;36.77;41.348;30.834;4.611;-0.841;-52.648;-12.885;19.526
4850;144.716;41.585;50.254;36.686;142.6;63.634;-44.022;45.279;41.964;30.654;5.389;-0.098;-53.232;-9.88;19.324
4860;147.065;43.457;46.219;47.221;138.808;66.041;-40.131;54.953;40.841;29.993;5.888;-0.408;-53.375;-8.13;20.608
4870;147.534;43.726;42.263;58.094;134.737;68.451;-36.061;61.938;38.91;29.514;6.513;-1.134;-52.775;-6.53;20.652
4880;148.577;44.022;38.68;66.447;130.399;72.752;-31.801;68.81;37.01;29.047;9.592;-1.428;-51.796;-4.323;20.385
4890;147.979;44.433;34.81;73.353;126.806;76.578;-27.723;75.772;35.713;28.512;13.243;-0.801;-50.808;-3.526;19.99
4900;148.183;44.484;30.939;82.007;127.167;81.168;-21.725;80.879;33.415;27.508;17.262;1.559;-49.668;-3.743;20.418
4910;147.308;43.579;26.389;88.119;127.466;84.225;-14.366;83.083;31.406;28.098;20.331;4.756;-48.139;-7.201;19.985
4920;144.403;42.275;21.839;93.141;127.366;86.553;-8.617;83.126;30.834;28.959;23.051;7.454;-46.345;-10.666;18.727
4930;141.498;40.818;19.374;95.714;127.155;84.699;-5.234;83.661;31.117;29.788;25.215;9.233;-44.44;-14.806;15.974
4940;135.603;39.332;16.909;94.513;124.983;82.756;0.535;85.615;31.669;29.952;26.931;9.945;-42.937;-20.928;13.524
4950;129.708;37.639;13.844;94.639;122.854;81.012;5.868;87.348;30.313;29.91;28.354;10.484;-42.048;-25.192;11.843
4960;122.928;36.124;10.779;91.277;119.846;80.512;8.713;88.406;26.477;30.892;30.04;10.517;-41.346;-29.255;10.439
4970;116.149;35.49;6.077;88.948;119.886;81.171;9.258;90.712;24.585;31.811;31.963;10.25;-40.371;-32.437;7.266
4980;109.577;34.331;1.472;90.298;122.498;83.276;10.273;93.017;22.454;31.363;33.777;10.023;-39.466;-32.24;3.676
4990;103.004;33.756;-0.67;91.171;123.628;85.699;11.017;93.03;20.872;30.75;35.73;9.717;-38.55;-31.857;0.479
5000;96.2;33.022;-2.633;93.69;124.661;88.4;12.222;90.392;19.197;29.734;36.185;9.477;-37.932;-28.684;-1.396
5010;89.916;32.288;-1.425;93.843;123.494;90.538;11.967;87.109;18.006;28.454;36.073;9.128;-36.745;-25.586;-2.723
5020;83.487;29.13;-0.161;93.447;122.458;92.076;11.807;84.686;18.17;27.506;36.826;9.612;-35.811;-23.237;-4.09
5030;74.418;26.451;0.937;92.331;120.222;91.872;15.084;80.903;18.181;26.39;37.604;9.846;-34.822;-20.673;-5.877
5040;65.712;23.717;2.034;89.728;118.262;92.148;15.919;75.026;17.338;24.194;37.899;8.497;-34.319;-18.488;-7.092
5050;59.288;19.743;-1.852;88.566;116.378;92.182;17.552;71.844;16.688;21.979;37.265;7.083;-32.652;-15.692;-8.268
5060;53.643;16.844;-5.739;88.102;110.781;91.697;17.074;68.091;17.779;19.84;36.252;6.326;-30.845;-12.917;-7.302
5070;47.101;14.11;-9.563;88.519;105.073;89.548;14.21;63.932;16.046;18.556;35.05;7.274;-27.826;-12.502;-5.212
5080;43.126;11.865;-13.386;87.301;103.566;88.052;11.172;59.754;14.349;17.31;33.33;9.808;-25.595;-12.617;-3.175
5090;37.852;9.619;-16.328;85.149;101.872;86.259;7.528;55.777;12.894;16.241;31.974;12.088;-23.073;-13.286;-2.577
5100;32.283;7.803;-19.27;82.708;102.138;84.746;2.937;52.044;10.966;14.41;30.473;14.808;-22.639;-15.075;-2.637
5110;26.909;5.146;-21.222;77.185;102.308;84.593;-3.097;47.677;9.999;12.724;27.429;17.61;-22.814;-17.59;-3.277
5120;21.452;2.662;-23.298;72.135;100.877;82.341;-9.894;44.519;10.345;11.057;25.077;19.319;-23.279;-20.479;-3.503
5130;15.585;-1.422;-24.03;69.303;99.599;78.528;-14.819;40.361;10.888;8.106;21.541;19.338;-24.183;-23.222;-2.835
5140;9.828;-5.752;-26.603;66.161;95.221;74.025;-20.45;34.156;8.886;3.788;15.808;18.389;-25.978;-24.437;-2.719
5150;2.931;-8.59;-27.735;60.561;86.076;67.601;-27.868;27.924;6.81;-0.179;7.428;17.326;-27.921;-26.276;-3.161
5160;-4.097;-10.866;-28.154;55.065;77.021;60.985;-36.236;21.781;7.281;-4.92;-0.967;16.185;-30.183;-26.777;-3.575
5170;-7.677;-13.142;-28.574;48.928;67.565;54.361;-41.866;14.861;7.276;-9.661;-9.847;14.884;-32.844;-26.928;-7.097
5180;-11.61;-14.946;-27.546;42.847;57.883;49.017;-44.87;6.741;6.196;-14.603;-19.017;12.394;-35.385;-26.077;-9.378
5190;-13.022;-17.018;-26.312;40.206;48.88;44.101;-49.85;-2.963;4.679;-19.794;-29.171;9.207;-37.412;-23.04;-11.16
5200;-13.074;-19.934;-25.75;37.447;39.76;38.28;-53.535;-12.317;3.923;-23.036;-35.047;7.383;-38.139;-20.857;-13.262
5210;-13.059;-23.05;-25.279;38.408;30.88;33.669;-53.817;-19.286;4.063;-27.523;-40.498;5.308;-38.291;-18.873;-15.4
5220;-13.36;-28.526;-26.201;39.349;22.076;27.898;-51.837;-23.614;3.141;-32.101;-47.101;3.476;-38.968;-17.079;-17.916
5230;-14.703;-33.926;-27.331;36.52;11.248;21.106;-51.138;-24.763;3.527;-34.32;-52.375;2.498;-41.394;-18.375;-20.432
5240;-18.577;-38.366;-29.297;31.863;2.63;12.863;-51.09;-23.087;3.48;-36.072;-56.581;1.774;-44.036;-19.699;-23.687
5250;-22.201;-42.695;-30.982;25.258;-6.043;4.931;-51.126;-20.583;2.895;-38.166;-59.612;0.531;-45.171;-21.997;-26.808
5260;-24.887;-47.386;-32.575;21.112;-13.636;-2.63;-50.43;-17.862;2.073;-39.905;-62.15;-0.764;-46.903;-23.855;-29.93
5270;-27.283;-49.873;-33.048;17.397;-21.484;-10.516;-49.909;-16.275;0.622;-42.193;-66.228;-2.621;-47.236;-24.183;-31.745
5280;-26.319;-52.705;-32.284;14.119;-29.252;-15.786;-51.821;-15.254;-0.363;-44.457;-70.037;-4.131;-47.803;-22.572;-33.31
5290;-25.23;-55.75;-31.52;11.699;-37.172;-20.218;-51.025;-13.993;0.189;-45.63;-73.141;-4.008;-47.774;-21.217;-34.786
5300;-26.666;-57.196;-27.913;9.535;-45.372;-25.572;-50.67;-16.604;1.287;-46.047;-76.469;-3.007;-49.665;-18.143;-37.019
5310;-28.261;-58.855;-24.341;7.251;-51.312;-31.873;-48.629;-17.825;-0.35;-45.968;-77.27;-1.673;-50.876;-15.99;-38.916
5320;-29;-59.314;-19.168;4.581;-58.497;-37.781;-43.112;-17.375;-0.76;-45.417;-77.127;-1.72;-52.531;-12.21;-41.568
5330;-29.739;-59.801;-14.113;4.43;-67.076;-44.363;-37.771;-19.112;-1.698;-44.233;-76.783;-3.077;-53.261;-11.108;-43.368
5340;-27.517;-61.048;-8.408;3.825;-75.634;-50.814;-32.833;-21.53;-1.923;-43.532;-76.607;-4.254;-53.367;-11.666;-44.829
5350;-24.95;-62.931;-2.924;2.939;-83.993;-57.086;-28.63;-25.531;-1.479;-42.659;-76.174;-5.559;-51.29;-11.057;-46.108
5360;-23.023;-64.861;1.385;1.786;-92.393;-63.406;-24.308;-29.806;-1.319;-41.745;-73.617;-7.168;-48.981;-9.277;-46.614
5370;-20.938;-66.873;5.134;0.194;-100.353;-67.312;-19.668;-32.488;-1.724;-40.593;-72.596;-7.968;-46.872;-6.955;-47.425
5380;-20.772;-67.286;6.732;-1.953;-108.41;-70.91;-16.691;-32.731;-2.575;-38.801;-72.222;-7.077;-42.677;-1.317;-47.535
5390;-20.579;-66.506;7.731;-4.039;-114.508;-73.921;-11.81;-30.781;-2.31;-36.972;-71.036;-5.375;-37.843;4.45;-47.465
5400;-20.986;-67.204;7.062;-5.459;-118.332;-74.212;-3.411;-28.972;-0.334;-35.262;-69.196;-4.997;-31.808;10.537;-46.218
5410;-21.297;-66.062;6.313;-7.239;-121.524;-74.503;3.663;-27.435;0.44;-32.532;-67.99;-5.218;-26.254;15.379;-45.091
5420;-21.767;-65.072;6.012;-8.33;-121.772;-72.679;8.799;-25.491;1.254;-29.96;-66.6;-5.375;-19.607;21.622;-40.739
5430;-21.748;-64.681;4.752;-7.257;-121.862;-71.074;14.113;-23.652;1.543;-26.319;-64.56;-5.261;-13.597;28.913;-36.679
5440;-23.688;-64.394;3.491;-5.855;-119.952;-69.334;23.214;-20.582;2.091;-21.418;-61.846;-2.899;-5.756;35.745;-33.098
5450;-26.913;-64.308;2.723;-3.534;-118.007;-67.683;32.065;-18.819;2.906;-17.226;-61.623;0.701;1.672;43.417;-28.941
5460;-30.578;-64.607;0.074;-1.618;-116.102;-68.086;38.658;-18.589;3.172;-13.021;-59.435;6.65;8.779;49.171;-26.908
5470;-33.851;-62.684;-2.229;-0.782;-114.239;-67.799;43.446;-19.305;2.629;-10.04;-55.171;11.712;13.565;56.197;-23.852
5480;-37.564;-60.823;-6.692;-0.353;-113.698;-66.312;49.165;-22.618;1.626;-7.932;-53.49;14.314;19.663;62.606;-19.33
5490;-38.817;-59.443;-11.101;0.679;-113.225;-63.851;53.063;-28.484;1.022;-5.775;-52.909;16.861;27.28;72.302;-14.661
5500;-40.469;-57.8;-15.789;1.861;-114.36;-61.39;55.917;-33.719;1.178;-3.708;-53.919;19.777;33.68;80.599;-11.811
5510;-43.636;-54.557;-21.684;1.446;-115.735;-58.444;60.181;-37.008;0.764;-2.356;-54.341;23.058;40.286;89.674;-9.052
5520;-46.403;-50.935;-29.092;1.55;-117.014;-55.498;65.261;-37.69;-1.414;-0.674;-52.141;27.594;45.887;98.189;-7.657
5530;-49.986;-46.033;-36.469;1.792;-117.692;-52.72;70.374;-38.668;-5.502;1.211;-52.04;31.841;51.792;104.044;-5.32
5540;-51.873;-40.883;-43.894;3.153;-118.502;-49.63;73.034;-39.683;-10.203;2.926;-52.127;34.917;57.818;109.934;-3.316
5550;-53.546;-38.036;-48.851;4.183;-118.112;-45.57;71.668;-39.995;-12.886;4.018;-51.228;36.246;65.018;111.092;-0.725
5560;-54.764;-35.065;-53.526;4.654;-117.632;-41.919;68.069;-41.563;-12.076;4.043;-50.931;36.761;71.848;113.171;-1.521
5570;-56.037;-33.294;-57.607;4.508;-115.543;-38.268;62.783;-44.91;-9.146;3.527;-50.23;36.672;77.818;115.954;-1.437
5580;-57.854;-32.985;-62.248;3.159;-112.869;-35.967;57.592;-46.232;-6.868;2.421;-49.037;36.323;83.178;121.625;-1.997
5590;-61.417;-31.75;-66.441;1.466;-109.866;-33.666;53.233;-46.913;-6.502;1.783;-47.775;36.012;86.912;128.935;-2.517
5600;-66.131;-30.721;-71.674;0.081;-107.752;-32.263;50.148;-47.079;-7.305;2.368;-46.673;36.51;89.429;133.546;-3.509
5610;-69.931;-29.549;-77.266;-0.45;-105.899;-30.501;48.281;-47.386;-8.394;2.926;-45.743;35.764;92.301;136.557;-3.219
5620;-73.977;-27.297;-82.618;-0.926;-104.207;-28.542;46.519;-45.55;-9.152;3.094;-44.423;35.604;95.563;139.858;-2.53
5630;-76.175;-25.03;-88.177;-1.197;-102.39;-25.793;43.782;-43.694;-9.661;3.087;-43.785;36.022;97.614;140.172;-1.666
5640;-78.902;-23.804;-93.135;-1.423;-100.534;-23.313;39.349;-43.914;-11.4;4.076;-39.041;35.851;99.83;139.99;-3.268
5650;-80.905;-22.557;-97.068;-2.08;-98.546;-21.957;33.727;-44.445;-15.389;5.726;-33.272;35.961;102.069;140.112;-5.909
5660;-82.692;-23.53;-100.548;-2.497;-97.909;-20.498;31.041;-43.472;-19.97;7.377;-26.799;36.047;104.719;142.806;-10.517
5670;-85.697;-24.357;-103.782;-2.561;-98.782;-19.527;30.094;-40.466;-23.483;9.007;-21.455;35.855;107.221;144.047;-15.298
5680;-88.057;-24.335;-106.713;-4.826;-100.172;-18.636;28.781;-36.788;-25.323;10.196;-17.633;36.374;109.821;146.484;-18.388
5690;-88.057;-24.099;-109.56;-7.909;-102.323;-18.234;23.451;-33.763;-26.852;10.848;-13.903;35.847;109.572;147.526;-20.83
5700;-86.337;-22.743;-112.207;-11.657;-104.439;-18.956;16.179;-31.105;-27.935;12.072;-11.137;32.081;109.018;148.408;-23.585
5710;-83.597;-21.063;-113.001;-15.766;-106.114;-18.992;9.288;-28.523;-28.012;13.228;-10.688;27.48;107.899;150.05;-25.599
5720;-80.378;-21.183;-113.076;-18.629;-107.866;-21.03;4.07;-26.41;-27.269;13.189;-10.745;23.843;109.919;149.364;-27.706
5730;-76.305;-21.179;-110.797;-22.548;-108.378;-22.8;-2.137;-24.847;-26.585;12.07;-8.902;22.105;112.666;148.954;-31.543
5740;-72.872;-22.287;-107.076;-25.228;-108.938;-23.712;-6.708;-22.768;-26.876;10.986;-7.446;20.349;115.081;145.363;-32.908
5750;-68.852;-23.346;-103.472;-27.811;-107.705;-24.513;-9.534;-20.403;-26.739;10.32;-2.579;18.363;116.219;142.491;-33.781
5760;-64.073;-24.923;-97.706;-30.265;-107.026;-24.76;-14.443;-18.459;-25.734;9.909;1.657;16.634;117.259;138.975;-33.116
5770;-59.921;-26.72;-91.927;-33.211;-106.154;-24.926;-21.641;-18.156;-23.891;9.883;3.077;13.945;118.474;133.297;-33.541
5780;-53.73;-29.397;-86.71;-34.517;-104.923;-25.679;-28.203;-17.403;-21.458;9.599;4.956;10.855;122.01;128.454;-35.659
5790;-49.152;-30.748;-82.445;-36.702;-103.85;-26.847;-30.67;-15.07;-18.906;10.317;6.506;8.091;123.858;124.699;-38.317
5800;-44.574;-30.079;-81.513;-37.647;-102.577;-27.85;-30.939;-11.946;-18.366;10.548;7.857;6.15;125.324;124.025;-40.975
5810;-37.794;-28.25;-80.061;-39.287;-101.248;-27.473;-31.646;-8.858;-20.846;12.054;7.455;5.003;124.185;123.743;-39.229
5820;-31.015;-26.124;-78.07;-41.211;-100.48;-26.897;-33.099;-6.286;-23.738;13.992;6.477;3.857;124.153;121.062;-37.386
5830;-22.95;-21.799;-74.32;-41.981;-99.236;-24.892;-33.706;-4.578;-24.303;15.79;4.252;2.51;124.517;119.143;-35.823
5840;-14.686;-17.239;-70.314;-42.303;-99.44;-23.226;-33.072;-5.863;-24.221;17.415;2.332;1.851;124.741;117.385;-35.25
5850;-6.661;-13.079;-65.269;-40.777;-99.764;-20.88;-32.479;-7.917;-25.036;18.663;1.481;0.406;124.261;118.818;-34.564
5860;1.44;-9.084;-59.517;-39.222;-100.088;-19.764;-33.196;-9.407;-26.034;19.61;1.183;0.47;123.663;120.806;-35.319
5870;8.141;-6.123;-53.445;-37.739;-99.292;-18.648;-34.339;-11.163;-25.703;20.669;2.673;-1.756;122.945;120.393;-34.305
5880;14.283;-3.348;-46.572;-36.257;-98.414;-19.012;-34.67;-12.204;-23.319;24.258;5.196;-5.183;122.164;117.818;-33.117
5890;20.185;0.268;-39.699;-36.011;-96.415;-19.563;-34.292;-11.113;-21.301;26.869;5.599;-7.712;120.374;115.243;-29.93
5900;26.349;3.586;-33.521;-37.886;-94.561;-19.797;-33.062;-8.921;-20.881;28.095;5.498;-9.821;117.91;112.459;-26.49
5910;33.073;8.385;-27.143;-39.634;-92.206;-19.538;-31.684;-8.032;-19.091;28.16;3.628;-12.69;114.607;107.996;-22.177
5920;39.528;13.17;-21.577;-41.708;-89.09;-19.985;-30.877;-9.279;-15.763;27.494;2.697;-15.301;109.782;103.988;-18.583
5930;44.863;17.234;-15.33;-43.897;-85.726;-20.062;-31.066;-9.474;-13.876;27.101;3.37;-17.003;103.768;98.661;-15.935
5940;49.847;21.265;-9.732;-43.64;-81.841;-20.139;-31.545;-7.514;-12.781;26.428;6.132;-18.306;98.674;93.814;-14.423
5950;51.11;26.957;-2.855;-43.418;-77.737;-19.146;-29.763;-3.01;-11.352;23.77;9.575;-17.51;92.524;88.494;-12.112
5960;52.194;32.505;4.091;-42.541;-73.032;-18.153;-26.025;0.077;-9.692;19.988;12.749;-16.705;86.806;84.614;-8.334
5970;52.119;39.852;10.317;-42.988;-68.444;-16.913;-23.901;0.088;-8.877;18.178;14.182;-16.43;80.374;81.806;-3.386
5980;51.891;46.966;18.717;-42.531;-62.804;-15.673;-23.27;-1.532;-8.477;17.079;14.978;-17.199;73.437;76.477;0.047
5990;53.063;54.279;25.957;-42.483;-57.599;-15.761;-24.411;-2.247;-7.001;16.779;16.105;-18.31;65.386;71.247;0.724
6000;53.988;61.505;35.145;-42.212;-51.668;-15.861;-26.636;-2.966;-5.967;17.142;16.541;-19.472;58.53;66.086;0.389
6010;54.872;68.051;43.212;-39.812;-44.857;-16.56;-27.13;-3.497;-4.843;18.01;17.177;-19.193;51.073;65.364;-1.538
6020;55.949;74.237;50.185;-37.861;-37.727;-16.702;-26.978;-2.908;-2.014;18.672;17.494;-19.182;43.368;66.334;-2.331
6030;52.866;80.575;57.323;-38.269;-31.077;-16.844;-29.014;-2.956;1.669;18.99;17.16;-18.759;34.113;60.543;-4.644
6040;49.887;86.553;65.53;-39.057;-24.628;-15.897;-31.469;-5.564;4.371;17.608;16.257;-19.45;26.582;54.386;-5.754
6050;46.822;92.359;73.041;-41.084;-17.538;-14.949;-31.84;-5.45;7.281;16.463;16.222;-19.949;20.21;47.524;-6.796
6060;41.48;99.244;79.971;-41.548;-10.448;-13.859;-31.942;-3.752;10.532;14.425;18.148;-19.942;17.61;42.771;-9.117
6070;37.097;105.757;87.232;-41.028;-2.106;-12.112;-31.163;-3.476;12.986;14.559;19.916;-19.519;14.072;39.51;-11.439
6080;31.978;112.03;93.368;-37.628;6.319;-10.931;-28.026;-1.677;16.061;15.474;24.211;-19.025;10.062;36.332;-12.542
6090;27.959;118.517;101.105;-34.317;16.487;-8.01;-24.454;3.319;20.428;16.217;28.419;-18.808;5.972;30.319;-12.793
6100;25.241;124.484;108.931;-34.367;26.298;-5.088;-21.039;9.066;25.135;15.924;31.483;-17.757;1.95;24.537;-11.585
6110;24.059;130.417;115.637;-34.33;36.123;-0.833;-16.225;14.357;29.629;15.589;33.577;-17.135;-1.957;16.178;-11.236
6120;24.799;134.109;124.817;-34.634;43.301;3.422;-10.076;18.057;33.669;15.859;35.43;-15.017;-6.105;9.513;-12.352
6130;26.222;137.843;133.036;-34.232;50.492;7.949;-5.661;22.345;37.206;14.932;38.748;-13.921;-10.97;5.469;-15.88
6140;28.448;138.897;141.604;-33.203;58.145;11.658;-3.298;26.905;42.058;14.862;40.921;-14.121;-15.115;1.225;-18.888
6150;31.686;140.068;150.331;-29.454;65.708;14.742;-1.261;29.8;48.941;14.716;41.706;-12.902;-20.568;-3.697;-20.434
6160;33.886;139.239;157.287;-25.836;73.639;17.818;0.01;33.548;54.775;14.52;43.978;-9.575;-26.001;-8.88;-19.513
6170;37.531;138.754;164.208;-22.021;81.459;20.894;0.508;38.862;55.514;14.608;46.617;-6.84;-30.463;-15.783;-18.023
6180;40.997;138.11;170.457;-16.407;87.931;24.097;1.538;41.754;55.775;14.804;50.465;-4.899;-33.797;-21.963;-16.583
6190;45.812;136.334;174.556;-11.897;93.892;27.299;3.658;41.844;57.225;14.272;52.574;-2.612;-35.927;-28.425;-14.143
6200;52.807;132.957;177.327;-6.469;99.215;29.766;4.047;40.411;59.047;13.753;52.542;-1.615;-36.874;-35.221;-11.648
6210;59.45;128.967;178.818;-0.673;106.313;32.018;1.448;40.281;60.254;14.316;52.517;-2.274;-37.662;-41.705;-8.884
6220;66.903;124.497;180.164;6.203;113.397;33.364;-2.555;41.537;61.778;14.607;53.863;-2.506;-39.103;-49.417;-7.354
6230;72.874;119.549;179.63;13.065;119.622;35.32;-4.877;43.801;63.676;14.815;55.799;-1.068;-40.35;-55.131;-6.822
6240;77.865;114.85;179.11;19.486;125.833;37.436;-5.007;46.455;65.437;13.946;57.875;1.121;-41.037;-60.622;-6.754
6250;84.283;110.683;176.87;27.578;129.844;40.572;-5.386;49.906;67.938;13.233;58.159;2.852;-41.85;-65.429;-5.419
6260;89.96;106.833;172.615;33.59;134.159;43.709;-8.486;52.28;68.106;11.219;56.095;2.412;-42.145;-74.355;-1.385
6270;96.39;102.503;169.4;41.426;136.412;45.761;-11.45;52.563;65.07;9.143;54.523;1.732;-42.102;-83.121;2.088
6280;105.279;98.263;164.783;50.334;137.983;47.821;-12.721;53.175;61.062;6.981;52.789;1.394;-42.379;-85.568;6.225
6290;111.509;91.823;160.167;59.352;139.699;48.903;-17.08;56.637;56.79;5.172;50.792;1.912;-42.073;-88.985;10.502
6300;118.163;85.163;155.334;66.655;138.79;50.597;-22.6;55.811;53.131;4.601;48.668;3.241;-42.466;-91.737;15
6310;121.021;75.222;150.177;72.519;137.861;52.052;-25.072;53.381;51.047;4.978;46.292;3.77;-44.019;-98.033;19.033
6320;123.134;65.268;144.585;77.084;136.851;54.607;-25.716;54.796;49.476;3.674;44.247;4.193;-46.697;-104.127;22.149
6330;123.531;54.233;137.501;78.25;135.697;57.161;-26.629;56.486;45.236;2.608;40.632;4.585;-50.051;-111.821;22.532
6340;122.657;43.24;128.41;78.543;134.302;58.632;-29.226;55.539;41.023;1.85;35.028;5.211;-52.361;-117.254;21.796
6350;121.393;33.127;119.999;80.761;132.666;60.102;-33.018;54.702;35.774;1.339;28.094;5.354;-53.232;-122.811;19.737
6360;119.022;23.152;111.091;81.619;130.043;60.874;-36.194;54.655;29.548;0.152;23.392;5.114;-54.068;-125.346;18.957
6370;115.88;16.257;99.823;80.793;126.197;60.734;-39.606;53.61;22.815;-2.197;18.964;3.996;-55.65;-126.392;18.698
6380;112.247;9.603;88.583;79.287;122.545;61.055;-41.498;50.899;15.139;-5.178;13.087;3.91;-56.632;-126.954;21.237
6390;106.45;4.389;75.623;77.149;117.092;61.341;-42.676;45.299;8.25;-8.697;7.212;3.288;-58.881;-128.29;23.823
6400;99.552;-0.981;63.353;74.604;111.716;61.626;-44.037;41.503;1.702;-12.577;3.251;1.479;-60.036;-129.139;24.33
6410;89.723;-5.63;52.723;72.386;105.619;60.297;-44.066;37.721;-5.33;-17.4;1.146;-1.894;-60.812;-132.4;21.063
6420;78.428;-11.127;39.808;70.055;99.585;58.967;-42.513;33.317;-10.095;-22.223;-0.512;-4.778;-61.603;-134.81;18.582
6430;67.022;-16.899;26.797;66.084;94.484;57.116;-42.177;28.684;-12.902;-27.109;-3.234;-7.735;-62.484;-139.949;16.309
6440;53.432;-22.757;15.236;62.073;89.786;55.472;-44.725;23.978;-14.654;-30.581;-6.839;-11.052;-64.57;-145.088;14.794
6450;39.634;-28.657;3.495;57.352;86.154;54.23;-47.24;18.106;-18.167;-32.135;-9.931;-14.207;-65.663;-151.415;11.4
6460;26.138;-33.168;-4.444;53.596;78.803;53.066;-47.823;12.844;-21.473;-33.746;-13.377;-17.117;-67.483;-157.863;7.999
6470;12.593;-37.494;-12.439;52.182;71.52;52.902;-46.943;9.022;-24.138;-35.612;-18.466;-19.192;-68.648;-162.912;4.146
6480;0.745;-40.269;-20.672;50.768;63.277;51.905;-46.095;4.894;-27.156;-37.706;-23.772;-20.768;-69.04;-165.189;2.421
