timepoints (min);46: wc-2-.1;47: wc-2-.2;48: wc-2-.3
660;-25.673;7.571;50.18
670;-19.539;14.288;54.153
680;-13.987;18.333;57.827
690;-7.908;21.691;59.914
700;-1.908;24.606;62.174
710;1.321;25.526;65.141
720;0.865;26.326;67.965
730;0.375;28.263;70.375
740;-1.57;30.023;70.102
750;-3.233;27.585;69.96
760;-5.197;25.716;69.356
770;-5.607;24.03;68.94
780;-6.285;23.035;68.838
790;-4.859;25.987;68.515
800;-0.943;29.254;69.12
810;3.481;32.516;71.434
820;8.167;30.733;73.702
830;10.187;28.4;75.902
840;13.064;24.435;78.084
850;16.597;21.239;78.628
860;18.897;18.281;79.435
870;20.653;17.311;78.779
880;23;16.343;78.187
890;24.749;13.857;77.674
900;25.689;10.971;79.732
910;27.573;6.134;81.762
920;28.656;0.777;82.415
930;33.53;-3.53;83.04
940;37.716;-7.909;83.914
950;42.653;-12.282;81.093
960;47.774;-15.969;78.16
970;55.062;-19.613;73.893
980;59.467;-23.931;69.608
990;63.772;-27.125;70.858
1000;67.974;-26.762;72.093
1010;76.649;-26.222;72.692
1020;83.561;-25.674;72.525
1030;90.115;-25.998;70.745
1040;91.634;-26.27;71.559
1050;90.752;-27.256;72.848
1060;91.265;-28.174;72.984
1070;89.795;-26.489;73.104
1080;90.082;-24.026;69.95
1090;90.124;-21.56;66.786
1100;89.345;-18.49;64.302
1110;88.964;-15.28;60.007
1120;90.243;-14.23;55.61
1130;89.853;-14.693;51.478
1140;87.707;-15.074;47.337
1150;85.81;-14.474;41.128
1160;82.317;-13.873;34.9
1170;79.8;-13.953;29.265
1180;73.552;-13.952;22.864
1190;65.739;-12.793;15.825
1200;54.711;-11.54;11.941
1210;45.45;-9.65;8.186
1220;35.069;-9.377;5.709
1230;28.006;-9.106;3.223
1240;23.736;-8.797;-3.876
1250;19.483;-8.837;-10.982
1260;10.621;-7.914;-16.547
1270;1.513;-6.921;-21.44
1280;-7.569;-5.364;-26.215
1290;-12.694;-3.013;-29.959
1300;-19.34;-0.664;-33.712
1310;-27.706;1.122;-39.392
1320;-34.467;2.905;-45.079
1330;-40.29;2.646;-49.649
1340;-45.751;2.299;-53.903
1350;-51.054;0.99;-58.641
1360;-54.992;-1.402;-64.585
1370;-59.993;-3.797;-70.479
1380;-63.793;-5.633;-70.913
1390;-66.124;-8.011;-70.807
1400;-67.775;-9.869;-72.567
1410;-70.615;-11.499;-76.105
1420;-74.003;-11.549;-79.964
1430;-78.303;-9.618;-78.688
1440;-81.946;-8.284;-77.302
1450;-83.215;-8.568;-75.012
1460;-84.39;-8.894;-72.723
1470;-84.397;-6.743;-69.839
1480;-82.539;-4.593;-67.051
1490;-82.105;-3.033;-63.494
1500;-81.55;0.087;-62.389
1510;-81.097;1.524;-61.73
1520;-79.269;3.037;-61.302
1530;-77.076;4.371;-61.143
1540;-74.766;4.52;-60.774
1550;-71.066;4.669;-60.356
1560;-68.963;5.127;-56.85
1570;-65.492;5.425;-54.663
1580;-62.742;6.887;-53.659
1590;-61.305;6.364;-53.134
1600;-59.546;5.228;-52.091
1610;-59.663;8.201;-46.389
1620;-57.48;11.175;-41.252
1630;-56.421;14.724;-41.346
1640;-56.131;18.073;-41.557
1650;-56.513;19.938;-40.648
1660;-55.775;21.301;-38.055
1670;-55.095;22.215;-35.703
1680;-53.468;21.317;-35.463
1690;-51.4;20.419;-35.672
1700;-48.32;20.726;-36.567
1710;-45.106;20.392;-38.041
1720;-43.408;19.894;-38.956
1730;-40.837;19.756;-40.389
1740;-39.006;20.177;-41.462
1750;-37.428;18.288;-42.309
1760;-35.101;16.4;-43.156
1770;-35.134;13.994;-40.357
1780;-34.989;11.189;-37.483
1790;-34.961;8.97;-36.206
1800;-33.054;6.27;-35.673
1810;-30.563;3.599;-36.221
1820;-29.945;1.491;-36.406
1830;-32.372;-0.617;-36.59
1840;-34.273;-0.863;-36.025
1850;-37.174;0.73;-35.459
1860;-38.607;-0.786;-37.634
1870;-41.906;-2.662;-39.941
1880;-44.436;-4.166;-42.697
1890;-45.097;-7.499;-44.737
