timepoints (min);29: frq9-.1;30: frq9-.2;31: frq9-.3;32: frq10-.1;33: frq10-.2;34: frq10-.3;35: wc-1+.1;36: wc-1+.2;37: wc-1+.3;38: wc-2+.1;39: wc-2+.2;40: wc-2+.3;41: wc-1-.1;42: wc-1-.2;43: wc-1-.3
740;9.727;-84.654;-123.739;-87.998;-77.795;-159.958;-22.17;-54.626;-48.138;-61.396;-125.613;-20.298;-78.274;-127.348;-111.059
750;13.965;-78.367;-109.378;-80.681;-74.039;-161.394;-20.369;-50.917;-44.585;-59.237;-117.983;-17.958;-75.517;-116.494;-107.133
760;17.72;-72.107;-96.96;-73.987;-70.893;-158.253;-17.133;-47.093;-41.213;-56.347;-111.453;-17.56;-75.067;-109.067;-105.24
770;21.079;-66.648;-86.118;-68.184;-66.447;-155.586;-14.513;-43.763;-36.78;-53.842;-106.576;-16.266;-73.786;-102.806;-103.49
780;19.809;-61.849;-78.789;-65.703;-62.222;-151.454;-12.578;-41.173;-33.036;-51.497;-102.335;-14.867;-72.863;-96.539;-99.672
790;18.735;-59.462;-72.308;-63.543;-58.372;-148.825;-11.466;-38.876;-29.645;-50.722;-97.727;-13.235;-69.107;-91.021;-96.329
800;19.037;-57.351;-66.539;-61.411;-55.509;-147.56;-9.85;-37.774;-27.092;-50.063;-93.664;-13.434;-65.479;-87.444;-93.486
810;19.3;-57.137;-62.688;-59.512;-52.913;-146.688;-8.45;-36.787;-24.988;-49.125;-90.712;-13.8;-62.1;-83.175;-89.3
820;19.529;-56.966;-59.226;-59.337;-50.578;-143.735;-7.649;-36.497;-22.991;-47.693;-88.086;-13.714;-60.436;-79.582;-85.827
830;17.248;-55.581;-56.1;-59.194;-48.571;-143.183;-6.208;-36.243;-20.864;-46.448;-85.611;-13.518;-59.854;-74.931;-81.355
840;15.197;-54.345;-53.265;-58.597;-48.172;-142.201;-5.063;-35.727;-18.425;-45.325;-83.405;-13.318;-60.106;-70.708;-77.347
850;14.06;-53.345;-48.506;-58.036;-48.226;-140.351;-4.875;-35.25;-16.196;-43.542;-80.268;-13.565;-60.405;-67.53;-74.607
860;13.005;-51.496;-44.129;-56.226;-49.668;-139.974;-4.732;-34.499;-14.082;-41.922;-77.428;-14.296;-59.609;-64.628;-72.169
870;17.943;-43.295;-30.2;-47.62;-47.023;-126.602;0.396;-31.249;-0.155;-35.698;-65.827;-10.707;-53.647;-47.558;-58.027
880;24.181;-34.391;-16.271;-39.002;-43.88;-122.472;5.055;-27.799;12.557;-30.326;-54.216;-7.237;-48.791;-30.318;-44.539
890;30.426;-25.474;-3.67;-30.372;-43.588;-117.076;6.962;-25.276;19.119;-27.386;-42.815;-6.71;-48.447;-20.909;-38.691
900;31.146;-20.522;8.936;-22.129;-42.973;-113.771;6.89;-22.356;21.587;-25.613;-33.523;-6.575;-47.264;-11.592;-33.092
910;31.871;-15.558;15.149;-22.249;-41.62;-109.967;6.527;-19.722;22.66;-23.504;-23.938;-6.24;-44.833;-6.271;-32.978
920;29.801;-11.792;21.367;-22.35;-39.022;-108.112;4.972;-17.091;20.932;-23.108;-19.852;-5.556;-42.216;-0.902;-27.806
930;26.221;-8.02;27.413;-20.873;-35.124;-104.215;3.218;-14.438;19.46;-22.143;-15.76;-5.736;-40.695;2.112;-25.523
940;22.653;-4.762;33.465;-19.379;-30.74;-103.926;1.536;-11.785;18.535;-21.037;-13.534;-5.714;-39.88;4;-24.318
950;19.707;-1.352;35.12;-19.372;-27.169;-105.443;-0.69;-9.241;15.186;-19.525;-11.306;-6.019;-38.442;6.514;-22.229
960;16.775;2.057;36.381;-19.347;-24.526;-104.408;-3.227;-6.697;11.846;-17.396;-9.846;-7.107;-36.954;8.358;-22.042
970;12.296;3.36;37.74;-18.986;-22.75;-104.828;-4.858;-4.373;9.28;-15.245;-8.378;-8.357;-37.679;9.429;-23.286
980;8.517;4.672;39.101;-18.608;-21.582;-104.779;-5.912;-2.048;7.216;-12.807;-6.854;-10.006;-37.994;9.106;-24.132
990;4.747;5.157;36.665;-19.44;-21.699;-102.378;-6.885;-1.235;5.8;-11.568;-5.327;-10.963;-38.762;7.908;-25.3
1000;1.954;5.653;33.899;-20.26;-21.522;-100.215;-8.684;-0.419;5.433;-10.395;-3.864;-11.558;-39.634;6.676;-23.375
