timepoints (min);16: frq7+.1;17: frq7+.2;18: frq7+.3;19: frq1-.1;20: frq1-.2;21: frq1-.3;22: frq7-.1;23: frq7-.2;24: frq7-.3;25: frq9+.1;26: frq9+.2;27: frq9+.3;28: frq10+.1;29: frq10+.2;30: frq10+.3
800;-259.236;-343.587;-229.102;-165.104;-230.024;-114.911;-137.135;-181.143;-133.327;-145.459;-136.222;-78.283;-48.259;-104.725;-225.332
810;-250.093;-339.892;-232.12;-156.357;-224.006;-106.485;-133.921;-177.212;-133.222;-136.954;-121.554;-65.602;-45.056;-96.421;-214.876
820;-242.867;-337.467;-235.72;-146.747;-219.827;-97.707;-129.547;-171.72;-127.907;-126.4;-105.907;-57.307;-43.227;-91.333;-205.72
830;-239.138;-335.766;-238.717;-137.253;-216.095;-90.372;-128.405;-166.954;-123.786;-114.743;-94.717;-50.809;-42.063;-88.178;-197.78
840;-236.988;-332.849;-241.233;-128.771;-212.335;-83.976;-127.58;-159.378;-124.416;-102.529;-84.809;-49.917;-41.862;-84.918;-191.757
850;-234.624;-330.03;-243.808;-118.252;-207.021;-79.132;-128.406;-150.812;-124.658;-91.44;-74.88;-49.739;-43.107;-80.41;-186.637
860;-232.668;-324.621;-246.616;-107.291;-200.322;-73.92;-128.566;-143.863;-123.135;-81.52;-67.129;-49.548;-44.25;-76.328;-178.989
870;-230.213;-318.625;-249.7;-97.638;-194.65;-67.038;-128.813;-139.175;-121.088;-72.038;-60.688;-48.363;-44.137;-70.975;-168.837
880;-226.794;-311.972;-250.381;-89.028;-189.594;-60.582;-128.019;-134.335;-115.653;-62.483;-53.605;-47.51;-42.349;-65.002;-157.926
890;-225.134;-304.733;-248.755;-80.577;-181.533;-52.21;-126.912;-128.628;-110.286;-52.439;-47.156;-47.942;-41.01;-57.818;-147.977
900;-224.198;-297.523;-246.302;-71.817;-171.918;-43.833;-126.007;-123.353;-104.907;-43.364;-42.239;-48.423;-40.089;-51.957;-138.195
910;-221.881;-288.97;-243.363;-62.554;-161.089;-37.351;-125.637;-121.214;-99.482;-33.202;-38.905;-47.065;-38.512;-46.732;-129.036
920;-219.475;-280.847;-239.758;-54.184;-151.169;-31.075;-126.28;-119.588;-94.172;-22.515;-36.856;-45.487;-37.407;-42.593;-120.998
930;-207.874;-267.101;-232.026;-37.841;-130.342;-14.719;-123.775;-111.194;-85.631;6.817;-21.705;-30.413;-29.911;-31.229;-96.47
940;-199.794;-255.183;-226.918;-22.305;-107.952;4.719;-119.741;-102.794;-77.457;36.606;-6.552;-13.138;-22.262;-19.798;-70.931
950;-194.821;-240.773;-226.184;-4.6;-91.85;22.166;-119.58;-95.735;-69.942;58.54;4.918;2.257;-18.879;-10.826;-48.673
960;-188.785;-226.59;-224.997;9.916;-76.364;39.103;-118.24;-88.238;-61.446;77.695;13.419;13.377;-16.863;-3.207;-30.567
970;-183.647;-215.669;-222.789;24.693;-61.229;62.402;-117.129;-80.922;-52.351;89.038;19.347;22.129;-14.387;3.656;-16.742
980;-178.494;-202.5;-219.993;37.424;-46.226;86.678;-110.834;-73.377;-42.519;96.205;24.522;27.568;-10.843;9.545;-4.143
990;-172.243;-185.199;-214.632;47.996;-31.065;104.414;-104.01;-65.894;-31.698;103.039;29.712;32.673;-7.492;13.027;8.763
1000;-161.549;-167.885;-209.95;57.965;-15.742;119.14;-97.426;-58.838;-21.143;109.767;34.227;35.551;-3.086;18.933;22.596
1010;-149.086;-151.025;-204.809;67.171;-0.051;132.216;-91.895;-51.802;-9.251;115.753;37.948;39.091;3.864;27.819;37.455
1020;-135.171;-135.312;-196.423;77.808;15.836;145.112;-88.924;-44.752;0.714;120.737;40.173;40.674;9.703;37.962;51.032
1030;-118.463;-120.29;-186.708;90.272;32.755;147.593;-86.295;-37.005;11.099;127.318;41.834;39.341;12.695;45.659;63.763
1040;-102.647;-105.226;-178.069;101.824;51.77;156.013;-82.852;-28.656;21.329;134.838;43.517;35.452;15.02;51.057;78.046
1050;-90.089;-90.012;-166.773;112.541;71.5;162.461;-79.984;-20.014;30.784;141.363;43.285;31.851;16.171;51.112;89.064
1060;-75.783;-74.405;-155.535;121.773;91.649;170.49;-76.129;-11.312;41.435;147.276;41.69;31.36;18.1;49.929;95.628
1070;-58.83;-56.38;-143.41;128.63;110.4;178.21;-74.68;-3.38;48.51;150.61;37.25;33.73;20.6;47.98;98.44
1080;-41.343;-38.283;-130.345;134.808;126.307;186.493;-72.125;4.531;55.968;150.883;33.642;36.513;21.88;43.925;99.122
1090;-23.491;-23.384;-117.196;140.406;138.321;194.961;-70.595;11;66.473;148.753;30.062;42.327;22.501;38.628;100.412
1100;-3.021;-7.942;-103.209;142.363;148.225;202.494;-64.515;16.742;76.836;145.222;26.237;47.676;23.482;33.129;100.674
1110;22.788;5.289;-88.434;141.309;157.073;208.723;-59.009;22.61;85.799;141.782;23.323;50.895;23.068;27.907;97.583
1120;51.413;17.655;-74.939;140.459;167.909;213.804;-50.516;30.33;94.063;136.621;19.611;52.716;21.099;21.084;93.391
1130;75.126;31.671;-63.112;139.174;180.145;217.649;-45.138;37.791;99.434;130.687;13.722;55.56;17.907;12.072;89.336
1140;97.086;44.958;-51.289;135.089;189.762;216.001;-40.342;45.298;103.988;123.892;7.867;59.666;14.418;2.162;87.898
1150;121.099;58.831;-36.216;130.017;195.326;213.764;-36.554;52.778;107.809;116.734;3.111;61.454;11.12;-7.432;85.638
1160;143.178;69.948;-20.772;121.603;198.912;211.672;-32.225;61.908;111.263;107.218;0.485;63.259;6.705;-17.386;80.248
1170;158.953;81.482;-9.511;114.762;199.171;210.865;-26.687;72.375;114.864;96.989;0.551;65.507;2.889;-24.553;75.218
1180;174.368;94.64;1.542;109.329;197.232;208.488;-20.128;82.28;117.271;86.59;1.628;67.254;-1.219;-29.174;68.577
1190;188.955;106.991;12.172;104.856;192.665;202.577;-13.302;90.923;120.223;76.158;2.723;65.519;-5.254;-33.317;60.235
1200;202.231;118.072;24.894;97.892;188.8;192.693;-7.419;96.986;122.968;65.018;2.206;63.143;-8.766;-40.21;49.805
1210;213.016;130.663;34.516;90.161;183.595;183.309;-0.367;105.109;125.32;52.532;0.883;59.207;-13.046;-49.434;38.292
1220;225.838;146.543;44.43;82.678;178.388;168.235;7.231;113.203;127.452;42.986;1.398;55.638;-18.988;-56.873;29.473
1230;238.119;160.669;53.591;77.131;173.647;152.175;13.486;123.238;128.901;35.117;1.534;53.792;-26.301;-62.723;23.137
1240;250.697;172.633;62.032;71.387;167.162;137.735;19.679;130.617;129.729;27.024;1.687;53.301;-33.738;-69.916;17.45
1250;260.7;185.219;72.135;65.259;158.786;123.655;27.814;134.525;130.204;17.69;-0.333;52.899;-41.081;-78.12;11.37
1260;269.41;199.016;86.114;59.017;148.085;111.444;36.178;138.406;127.379;8.277;-1.568;52.534;-50.435;-85.836;5.089
1270;275.923;211.395;100.428;51.252;137.333;98.228;47.22;141.905;124.685;-1.013;-2.368;50.873;-58.218;-93.585;0.358
1280;277.896;223.634;114.367;40.16;126.597;83.427;59.667;146.254;120.135;-11.807;-4.456;48.043;-63.538;-101.015;-5.157
1290;278.113;234.939;132.555;27.532;113.624;68.419;70.986;150.524;114.726;-22.245;-6.543;46.008;-66.119;-106.635;-11.315
1300;276.409;247.832;150.239;15.832;99.383;55.603;79.901;153.284;109.88;-31.21;-8.166;43.156;-67.986;-109.417;-15.557
1310;272.922;262.739;164.589;4.137;83.7;44.179;87.341;153.999;104.219;-39.529;-10.226;37.648;-68.591;-109.476;-16.021
1320;268.264;274.16;175.792;-7.232;69.544;32.248;96.088;152.496;98.968;-46.296;-11.912;31.288;-67.816;-101.856;-15.368
1330;265.804;281.942;188.401;-18.842;59.186;20.752;102.564;150.961;94.143;-51.307;-12.146;24.877;-65.489;-93.735;-14.303
1340;267.543;291.655;197.276;-29.602;53.092;8.171;112.66;149.087;89.116;-54.396;-12.386;18.383;-64.355;-85.959;-13.524
1350;268.213;300.703;202.615;-38.894;47.921;-2.903;120.134;150.163;85.228;-55.231;-14.265;12.191;-63.678;-82.753;-12.237
1360;260.891;311.745;207.553;-46.943;42.35;-14.46;125.429;151.854;81.812;-56.371;-16.139;6.998;-64.23;-79.998;-9.823
1370;247.745;319.772;215.177;-54.934;34.891;-26.537;127.117;154.195;79.355;-56.268;-15.768;2.517;-65.409;-77.751;-8.017
1380;237.799;321.486;224.815;-60.754;26.554;-37.753;131.022;153.3;76.688;-55.959;-13.988;-0.999;-66.054;-74.688;-7.626
1390;231.038;321.154;233.014;-64.383;18.185;-45.662;135.466;149.337;75.05;-54.534;-12.205;-3.547;-65.727;-70.825;-9.939
1400;221.989;320.041;234.276;-66.503;11.339;-53.719;140.092;145.353;73.794;-52.057;-11.308;-5.412;-65.75;-63.555;-10.921
1410;212.782;319.708;230.879;-65.644;4.157;-59.939;144.822;141.629;72.123;-49.709;-11.727;-8.989;-66.274;-54.234;-8.224
1420;209.871;318.2;231.216;-65.102;-0.123;-67.33;149.421;138.366;70.206;-48.919;-13.997;-11.705;-66.907;-47.85;-6.271
1430;206.234;317.642;231.635;-65.592;-4.059;-73.843;154.863;135.231;69.95;-48.618;-17.667;-14.895;-68.596;-43.098;-6.755
1440;201.62;314.943;233.018;-66.701;-7.18;-79.668;158.738;133.868;68.933;-49.902;-21.328;-16.841;-71.88;-38.383;-6.938
1450;197.027;309.383;232.587;-69.223;-10.739;-83.251;160.885;130.372;66.82;-50.973;-24.008;-18.342;-75.755;-31.34;-6.558
1460;195.271;301.067;235.065;-71.933;-14.084;-87.826;162.402;126.963;63.985;-52.605;-26.048;-17.837;-78.315;-23.979;-5.871
1470;191.49;292.17;241.517;-74.764;-17.821;-92.079;163.35;123.529;59.179;-54.151;-30.154;-18.137;-78.29;-18.067;-7.7
1480;188.74;282.543;246.283;-76.966;-21.046;-96.662;165.204;117.409;53.574;-55.293;-34.3;-18.54;-77.507;-12.325;-13.518
1490;184.509;269.986;249.016;-79.385;-23.705;-98.723;167.117;110.591;48.692;-55.477;-38.426;-19.517;-76.549;-7.763;-19.632
1500;178.224;254.411;246.729;-81.916;-25.872;-100.951;167.499;107.218;42.396;-54.076;-40.934;-18.834;-78.696;-0.83;-23.555
1510;171.776;238.074;239.199;-83.996;-27.127;-103.563;167.453;107.616;37.957;-52.961;-43.468;-17.944;-81.083;4.821;-25.816
1520;166.206;224.851;231.763;-85.749;-28.001;-107.04;164.069;107.652;32.666;-53.146;-44.946;-16.719;-83.648;8.377;-28.685
1530;160.386;210.043;223.029;-88.641;-32.388;-109.903;158.411;105.131;27.861;-56.637;-49.465;-18.039;-91.394;9.779;-33.677
1540;156.701;195.308;209.463;-90.417;-37.131;-112.863;151.553;102.61;25.055;-61.217;-53.983;-19.194;-99.354;9.837;-36.301
1550;156.941;175.389;196.112;-92.239;-40.663;-113.731;148.789;99.086;23.309;-64.254;-58.07;-20.57;-103.698;7.797;-38.801
1560;154.145;152.229;189.334;-93.615;-43.657;-113.514;146.335;96.098;22.301;-67.406;-59.175;-21.633;-104.684;7.156;-41.906
1570;149.276;132.793;186.113;-94.8;-46.611;-114.728;144.201;95.56;20.577;-71.43;-58.636;-22.556;-105.524;2.39;-41.575
1580;143.174;117.841;180.648;-96.553;-50.855;-116.43;142.103;95.015;18.211;-73.979;-58.254;-24.905;-109.443;0.676;-39.439
1590;131.891;100.392;176.778;-98.138;-55.749;-118.212;137.13;93.229;14.794;-77.192;-57.872;-28.512;-112.465;0.036;-36.91
1600;117.029;82.004;176.357;-99.705;-61.346;-118.983;130.996;87.481;10.2;-82.219;-55.526;-31.437;-114.31;0.861;-34.303
1610;104.763;61.301;173.477;-100.552;-66.748;-118.314;127.272;81.568;4.938;-84.149;-53.546;-31.919;-115.817;0.632;-32.181
1620;95.117;43.661;165.211;-101.687;-71.971;-117.305;124.777;75.596;0.806;-82.23;-52.328;-31.172;-116.992;2.542;-30.743
1630;84.949;29.972;154.608;-103.768;-77.474;-114.897;121.601;71.926;-3.127;-79.923;-50.908;-32.589;-116.633;5.99;-31.154
1640;75.15;18.397;142.474;-105.65;-83.073;-113.84;115.501;68.572;-6.386;-80.794;-49.487;-34.128;-115.383;8.283;-35.246
1650;66.799;6.434;132.134;-109.371;-88.753;-112.623;110.346;65.281;-9.617;-82.363;-47.601;-35.072;-113.532;9.785;-42.168
1660;59.579;-5.052;125.414;-113.349;-93.175;-112.272;104.872;62.716;-12.687;-83.742;-45.073;-36.516;-111.088;8.134;-49.801
1670;51.81;-15.759;116.855;-116.767;-96.455;-111.875;99.753;58.979;-15.537;-83.76;-41.461;-41.335;-108.28;5.567;-55.599
1680;42.67;-28.119;107.788;-119.745;-99.385;-112.633;92.189;55.084;-20.923;-83.822;-35.047;-45.863;-103.639;6.534;-57.672
1690;34.23;-38.397;96.858;-122.683;-102.226;-113.752;86.625;48.21;-27.566;-83.098;-28.633;-49.684;-96.975;7.77;-60.008
1700;27.052;-47.044;86.706;-122.785;-104.901;-116.044;80.363;45.841;-32.708;-81.923;-21.766;-53.181;-89.804;9.516;-62.662
1710;18.232;-55.101;77.07;-120.745;-107.192;-117.608;74.092;40.495;-37.382;-79.445;-14.568;-54.554;-80.339;10.577;-62.714
1720;8.628;-63.313;63.612;-118.698;-108.531;-120.665;67.142;34.839;-39.897;-76.161;-5.361;-55.461;-72.839;10.335;-61.672
1730;-2.614;-71.128;51.825;-117.851;-110.91;-121.35;58.363;32.004;-40.876;-75.434;3.32;-55.699;-67.097;8.061;-58.399
1740;-13.686;-79.29;41.503;-116.895;-112.055;-122.298;49.131;30.389;-41.8;-73.992;12.001;-57.037;-61.181;8.252;-54.914
1750;-23.852;-87.941;34.771;-115.063;-112.594;-123.655;38.018;28.857;-40.858;-72.989;17.185;-59.661;-51.509;4.72;-51.746
1760;-35.583;-95.415;30.445;-111.269;-112.146;-126.68;26.069;25.153;-40.047;-70.872;19.888;-62.709;-40.542;3.2;-47.901
1770;-48.563;-104.084;24.113;-108.434;-111.978;-127.603;14.735;20.674;-38.396;-68.21;22.559;-64.491;-31.655;3.128;-43.451
1780;-62.101;-113.255;12.633;-104.994;-111.408;-128.208;4.234;14.996;-37.372;-60.799;26.575;-65.742;-22.61;2.767;-41.108
1790;-75.71;-121.593;1.374;-101.952;-111.463;-126.297;-4.386;8.952;-37.743;-52.829;30.461;-67.084;-15.117;0.63;-41.16
1800;-90.705;-128.364;-10.303;-98.119;-111.495;-126.52;-13.607;4.97;-39.492;-45.774;34.008;-66.977;-10.858;3.67;-40.326
1810;-104.074;-134.589;-24.217;-93.766;-109.563;-129.29;-24.123;0.378;-41.556;-38.651;35.247;-65.857;-10.499;7.099;-39.161
1820;-117.826;-145.055;-40.15;-89.521;-107.27;-130.041;-33.865;-4.793;-43.007;-31.524;36.742;-63.806;-11.143;6.517;-38.386
1830;-131.844;-156.65;-54.839;-85.019;-106.481;-129.879;-41.619;-10.743;-44.767;-24.783;39.218;-59.19;-8.979;4.465;-37.408
1840;-144.594;-164.949;-68.834;-79.647;-105.434;-128.912;-46.753;-15.273;-45.71;-19.735;41.783;-54.629;-3.792;4.215;-38.208
1850;-154.96;-171.527;-83.324;-74.554;-102.772;-128.741;-50.451;-19.119;-46.774;-15.36;44.417;-52.87;3.721;4.823;-42.152
1860;-164.012;-177.512;-94.952;-69.735;-100.451;-128.825;-53.785;-22.806;-47.45;-13.174;45.567;-52.539;12.921;2.988;-48.458
1870;-171.658;-184.633;-103.57;-65.477;-97.859;-128.246;-57.919;-28.898;-49.789;-13.023;43.673;-52.822;22.225;1.738;-55.701
1880;-178.248;-192.072;-112.088;-61.406;-95.444;-127.423;-60.796;-35.099;-51.63;-13.523;40.652;-51.364;30.888;-1.778;-58.803
1890;-185.463;-198.185;-119.243;-56.454;-91.926;-125.572;-61.426;-38.861;-54.152;-11.986;37.514;-50.931;38.283;-5.243;-58.328
1900;-192.737;-202.975;-126.203;-51.261;-87.207;-124.041;-63.457;-42.732;-56.041;-9.61;35.288;-47.99;43.771;-11.978;-55.392
1910;-201.114;-208.989;-135.523;-46.212;-82.752;-121.717;-65.792;-47.237;-57.766;-6.386;32.487;-44.142;48.629;-22.272;-54.328
1920;-209.219;-216.214;-143.465;-42.699;-79.634;-120.265;-67.978;-53.564;-59.486;-3.422;27.79;-39.508;53.528;-34.494;-55.252
1930;-216.259;-223.048;-151.768;-37.186;-76.828;-118.76;-71.284;-59.891;-60.197;-2.236;20.76;-36.117;57.109;-48.8;-58.098
1940;-222.764;-229.543;-159.131;-31.487;-74.436;-117.466;-78.28;-61.832;-59.237;-0.992;13.909;-33.854;59.258;-60.945;-61.743
1950;-229.665;-235.537;-165.928;-24.317;-70.743;-116.008;-82.782;-63.299;-57.218;0.212;8.346;-32.161;61.072;-72.917;-63.154
1960;-235.575;-241.89;-173.716;-17.797;-66.263;-113.269;-88.179;-67.407;-55.383;0.117;3.178;-30.978;61.212;-81.823;-62.419
1970;-240.105;-249.27;-182.47;-11.277;-60.022;-108.141;-92.487;-71.708;-55.222;-0.437;-5.095;-30.265;62.659;-88.372;-59.538
1980;-245.341;-256.268;-190.725;-3.92;-52.567;-105.954;-95.839;-77.342;-55.541;0.348;-12.288;-31.197;65.032;-91.08;-56.243
1990;-250.357;-261.577;-196.633;3.549;-47.356;-104.342;-98.785;-78.034;-59.371;2.248;-19.302;-30.113;66.924;-93.666;-53.145
2000;-254.977;-265.614;-198.69;11.164;-42.83;-101.614;-100.044;-78.727;-63.978;4.239;-22.663;-29.159;66.257;-97.723;-52.094
