timepoints (min);31: frq9-.1;32: frq9-.2;33: frq9-.3;34: frq10-.1;35: frq10-.2;36: frq10-.3;37: wc-1+.1;38: wc-1+.2;39: wc-1+.3;40: wc-2+.1;41: wc-2+.2;42: wc-2+.3;43: wc-1-.1;44: wc-1-.2;45: wc-1-.3
660;-136.636;-134.456;-149.11;-191.969;-101.022;-228.767;-173.59;-66.961;-87.936;-67.494;3.424;-15.292;40.801;-93.918;-160.676
670;-133.589;-130.299;-147.183;-186.025;-100.674;-225.909;-169.114;-65.508;-83.106;-64.737;2.898;-7.969;43.004;-95.473;-157.305
680;-129.52;-124.773;-145.413;-180.88;-100.44;-225.28;-166.16;-64.88;-78.893;-61.04;9.173;0.933;41.707;-97.347;-139.72
690;-127.22;-119.332;-141.74;-176.171;-100.566;-221.714;-163.957;-64.22;-75.908;-55.786;15;9.536;43.513;-99.434;-137.711
700;-125.215;-110.643;-138.562;-168.84;-99.574;-214.335;-160.947;-63.396;-74.178;-51.516;21.161;15.413;49;-101.688;-135.816
710;-125.179;-101.547;-132.979;-160.547;-99.047;-207.756;-157.782;-62.761;-70.821;-48.859;26.906;21.265;54.081;-103.449;-133.526
720;-125.31;-93.45;-122.863;-153.194;-96.686;-201.57;-156.123;-62.085;-67.851;-45.217;29.411;26.49;53.996;-105.329;-133.17
730;-123.1;-87.563;-116.9;-145.737;-94.687;-199.913;-154.325;-61.313;-66.075;-40.613;29.775;28.737;54.925;-106.838;-131.125
740;-121.138;-82.439;-111.624;-139.078;-92.97;-192.443;-152.182;-60.351;-63.141;-37.342;30.877;31.453;56.224;-108.358;-129.568
750;-117.247;-78.355;-108.391;-137.088;-92.667;-181.242;-150.344;-59.937;-59.605;-32.915;31.637;35.42;57.274;-109.89;-127.966
760;-114.076;-74.754;-100.36;-136.203;-93.831;-171.537;-148.26;-59.595;-56.474;-29.156;33.441;38.103;55.406;-111.747;-127.004
770;-111.56;-72.167;-92.583;-134.185;-94.863;-166.554;-146.417;-58.833;-53.31;-26.548;34.976;40.643;52.095;-113.024;-126.393
780;-108.626;-68.762;-85.788;-131.922;-94.765;-162.435;-144.113;-57.734;-50.962;-24.972;36.028;40.847;49.012;-114.871;-124.445
790;-100.923;-57.689;-71.804;-114.747;-91.103;-146.045;-134.17;-54.789;-39.835;-16.501;41.744;47.113;46.109;-116.291;-115.334
800;-91.748;-45.021;-61.064;-97.309;-87.45;-129.57;-123.703;-52.194;-31.056;-6.958;47.108;50.557;44.266;-117.621;-109.785
810;-83.037;-35.376;-52.565;-90.603;-83.412;-115.772;-114.484;-49.545;-24.493;-0.328;50.054;51.424;41.03;-119.375;-105.277
820;-76.476;-27.063;-45.422;-82.462;-79.449;-109.469;-108.676;-47.62;-19.668;5.866;53.491;55.461;37.111;-120.876;-100.974
830;-71.044;-18.827;-37.151;-74.122;-76.864;-95.611;-103.527;-45.531;-16.758;7.147;57.211;57.702;36.922;-122.378;-97.704
840;-64.166;-11.373;-29.751;-64.209;-73.486;-83.109;-98.759;-43.636;-13.619;9.08;58.055;57.491;33.6;-123.978;-95.496
850;-57.182;-1.602;-21.037;-58.901;-70.226;-74.447;-96.017;-41.817;-8.977;9.576;58.212;60.83;34.74;-124.642;-90.775
860;-50.097;7.603;-12.426;-58.284;-67.076;-65.26;-92.915;-39.463;-5.331;7.674;59.944;62.5;36.272;-124.732;-87.6
870;-43.37;16.979;-4.491;-57.183;-65.413;-55.471;-88.014;-37.556;-2.005;6.33;61.105;63.72;35.254;-123.591;-85.852
880;-34.777;23.448;2.082;-53.598;-63.518;-45.987;-83.994;-36.122;0.333;5.604;61.585;63.421;34.415;-122.771;-83.086
890;-27.3;26.755;6.658;-51.517;-61.869;-37.212;-78.005;-34.327;3.547;4.243;61.143;62.607;30.924;-122.303;-79.152
900;-23.322;30.295;10.293;-49.636;-59.357;-28.805;-73.819;-32.951;4.147;3.181;59.473;61.09;30.176;-121.391;-76.583
910;-21.136;33.338;16.481;-49.106;-56.751;-18.453;-70.341;-31.638;5.239;2.427;58.838;61.128;27.549;-119.702;-73.98
920;-19.709;38.961;21.917;-48.755;-51.885;-8.482;-66.693;-30.435;7.541;1.425;58.166;60.49;22.52;-119.007;-71.273
930;-17.5;43.26;26.4;-48.59;-49.72;1.74;-63.23;-28.24;10.9;-0.38;54.03;57.69;17.87;-117.19;-78.17
940;-13.047;44.596;29.876;-48.711;-47.575;5.332;-58.898;-26.773;13.296;-0.77;49.475;54.397;11.535;-115.091;-77.157
950;-7.087;42.933;33.821;-49.235;-47.252;4.79;-55.659;-25.033;15.663;-0.422;42.875;49.924;4.841;-111.794;-75.245
960;0.376;43.071;35.659;-49.215;-45.541;5.082;-52.035;-23.131;16.493;-0.294;36.795;43.612;-0.317;-108.325;-75.505
970;12.333;42.22;34.702;-49.488;-44.861;6.74;-47.675;-21.137;18.122;0.31;32.367;40.51;-1.892;-102.385;-73.09
980;19.408;45.914;36.192;-50.945;-44.128;13.701;-43.507;-19.377;21.987;0.21;29.844;38.448;-4.798;-97.236;-72.968
990;22.106;48.839;38.852;-55.78;-43.816;17.481;-40.077;-17.663;24.628;0.835;25.486;35.786;-8.696;-91.758;-71.631
1000;23.152;52.289;42.965;-57.117;-43.745;17.629;-37.439;-15.518;25.262;0.304;20.269;31.25;-12.685;-84.705;-70.634
1010;23.711;53.741;42.773;-56.702;-43.339;17.545;-34.826;-13.317;26.669;0.083;15.173;26.543;-15.39;-79.49;-68.796
1020;26.172;53.685;42.497;-57.233;-42.957;21.049;-30.847;-11.51;28.605;9.129;9.195;23.475;-16.953;-72.967;-65.774
1030;28.122;54.362;40.616;-58.275;-43.251;26.145;-27.609;-10.133;31;18.18;3.116;24.116;-19.367;-64.145;-63.755
1040;28.337;55.294;35.273;-59.37;-44.13;30.025;-25.147;-8.544;34.489;17.997;-4.948;27.548;-22.063;-58.012;-61.973
1050;27.818;51.694;31.392;-59.167;-44.878;34.435;-22.96;-6.717;36.425;16.992;-11.339;33.087;-26.758;-49.923;-59.059
1060;28.216;49.064;26.204;-58.163;-45.653;40.031;-21.749;-5.457;36.479;14.845;-15.344;47.112;-32.358;-44.144;-54.642
1070;29.168;45.565;22.631;-57.386;-44.642;46.399;-21.238;-4.313;36.432;10.973;-20.227;60.974;-38.788;-37.301;-51.842
1080;30.23;43.466;18.369;-57.007;-43.758;49.35;-19.36;-3.718;37.376;11.075;-25.708;67.746;-44.708;-32.03;-47.132
1090;27.292;41.296;15.308;-55.686;-42.02;52.347;-16.031;-3.059;35.831;13.51;-31.13;67.181;-46.99;-26.191;-42.412
1100;23.532;35.007;12.844;-51.669;-40.365;53.267;-12.903;-2.103;34.504;15.829;-36.832;62.842;-50.298;-19.249;-40.983
1110;20.575;28.747;11.261;-47.638;-39.112;53.839;-10.294;-1.576;31.857;18.352;-41.898;59.595;-53.887;-12.823;-38.139
1120;19.611;21.357;12.319;-42.949;-39.047;53.543;-6.922;-0.776;29.091;19.285;-47.018;57.218;-59.324;-8.064;-35.379
1130;17.277;16.337;14.378;-37.36;-39.022;53.033;-4.11;-0.085;26.652;18.378;-50.137;53.313;-64.478;-4.018;-33.433
1140;13.744;11.62;9.797;-32.199;-39.101;50.18;-1.351;0.266;24.044;17.481;-52.693;49.439;-70.218;1.131;-30.778
1150;12.6;5.873;4.511;-25.757;-38.566;46.768;3.496;0.89;22.369;16.475;-53.758;47.191;-76.159;6.121;-29.742
1160;12.944;-1.455;-4.093;-19.912;-38.084;44.687;7.917;1.954;20.722;18.049;-53.044;42.927;-81.259;9.984;-29.536
1170;14.74;-8.479;-10.788;-11.993;-38.557;43.571;10.407;2.916;18.591;20.58;-52.448;36.845;-83.027;15.496;-30.467
1180;14.776;-15.456;-14.992;-4.072;-35.256;41.008;13.304;3.176;14.984;22.336;-52.976;33.2;-83.504;18.592;-30.944
1190;13.603;-17.425;-19.326;5.068;-31.895;41.459;15.984;3.886;11.97;20.189;-54.502;28.183;-82.721;22.69;-31.484
1200;11.468;-19.143;-24.329;12.168;-26.561;43.716;17.66;4.446;9.317;16.537;-56.743;26.752;-83.344;24.856;-34.566
1210;7.408;-23.392;-28.206;17.836;-22.669;45.103;17.556;4.731;7.448;14.606;-58.836;28.577;-86.912;28.782;-34.645
1220;-1.887;-28.187;-29.047;21.978;-18.81;46.517;18.087;4.809;4.552;10.144;-58.449;26.93;-90.433;27.631;-37.015
1230;-9.411;-29.6;-31.622;23.663;-15.297;43.831;18.508;4.794;0.469;7.251;-58.383;26.322;-95.032;29.449;-37.175
1240;-12.739;-32.887;-35.332;28.865;-11.686;41.799;19.462;4.948;-3.064;5.7;-57.411;27;-98.188;32.057;-38.91
1250;-15.333;-36.155;-37.832;34.119;-6.346;41.211;21.595;4.94;-6.356;4.108;-55.642;25.182;-100.231;31.912;-40.914
1260;-17.181;-36.768;-39.757;42.536;0.249;40.695;24.302;4.991;-10.007;3.672;-53.546;24.648;-101.703;35.292;-42.117
1270;-19.13;-30.907;-38.495;52.613;6.762;38.678;26.262;4.722;-13.449;-5.325;-48.303;22.732;-102.795;36.7;-44.927
1280;-21.286;-26.747;-37.477;62.533;13.095;37.425;27.403;3.966;-16.773;-15.97;-42.396;20.157;-103.85;37.025;-46.879
1290;-24.803;-25.563;-40.482;70.441;19.801;34.292;28.263;3.329;-21.545;-21.527;-35.739;14.373;-105.89;39.996;-48.881
1300;-28.952;-23.123;-40.845;73.822;26.775;31.232;28.931;2.823;-25.112;-25.94;-30.04;7.466;-106.993;41.955;-52.616
1310;-34.848;-22.699;-38.972;74.066;34.288;27.208;31.45;2.598;-29.019;-27.714;-29.02;-7.833;-108.817;44.328;-55.152
1320;-40.091;-22.243;-41.225;74.314;38.486;19.938;35.309;2.235;-32.268;-29.592;-26.965;-22.984;-110.351;46.49;-57.574
1330;-43.196;-25.113;-36.974;76.19;42.674;13.986;37.593;1.774;-35.227;-32.054;-24.739;-31.031;-109.571;49.311;-61.129
1340;-43.534;-28.498;-33.459;79.868;45.467;8.096;38.299;1.655;-35.86;-33.872;-20.387;-33.506;-109.426;51.606;-63.275
1350;-44.075;-29.935;-31.874;81.991;47.936;7.926;39.31;1.467;-37.93;-36.495;-15.563;-35.474;-108.719;52.251;-63.888
1360;-43.805;-31.117;-33.522;86.669;50.215;9.542;40.136;1.152;-39.322;-38.004;-10.68;-37.157;-106.475;54.008;-64.618
1370;-43.137;-30.698;-38.497;89.079;52.824;9.274;40.313;0.69;-39.971;-38.659;-4.939;-38.597;-101.818;54.505;-64.649
1380;-41.741;-29.541;-44.646;89.67;55.332;6.45;41.498;0.389;-40.862;-36.294;1.935;-37.985;-97.43;58.273;-64.848
