timepoints (min);15: frq7+.1;16: frq7+.2;17: frq7+.3;18: frq1-.1;19: frq1-.2;20: frq1-.3;21: frq7-.1;22: frq7-.2;23: frq7-.3;24: frq9+.1;25: frq9+.2;26: frq9+.3;27: frq10+.1;28: frq10+.2;29: frq10+.3
1080;-370.246;-226.464;-231.328;-244.175;-204.385;-245.694;-171.334;-177.272;-127.005;-107.359;-12.932;-207.876;-186.491;-91.327;-130.183
1090;-344.691;-231.562;-212.768;-235.473;-195.699;-239.678;-171.894;-174.736;-126.01;-78.838;-8.004;-198.985;-177.537;-88.438;-123.403
1100;-321;-236.133;-198.453;-226.4;-187.56;-233.787;-172.227;-172.413;-125.88;-57.48;-9.893;-192.707;-169.587;-85.987;-113.187
1110;-298.809;-240.549;-186.734;-218.207;-180.5;-227.438;-171.882;-170.615;-126.164;-37.701;-11.737;-194.391;-162.421;-82.661;-101.924
1120;-279.079;-243.982;-174.774;-210.532;-175.037;-220.45;-171.183;-167.719;-126.353;-20.245;-13.34;-194.373;-155.364;-78.853;-91.756
1130;-260.551;-246.59;-163.226;-202.303;-165.496;-218.773;-170.761;-163.333;-126.85;-3.466;-13.983;-190.316;-148.833;-73.256;-84.453
1140;-244.155;-249.49;-152.168;-193.266;-156.366;-214.148;-171.048;-159.422;-127.479;10.378;-15.763;-184.063;-142.508;-66.476;-77.763
1150;-229.825;-252.113;-142.563;-184.587;-147.175;-209.825;-171.188;-156.563;-128.55;19.9;-18.125;-173.975;-138.063;-60.325;-71.738
1160;-218.243;-254.273;-133.032;-176.825;-139.004;-205.317;-171.12;-153.691;-129.538;26.564;-19.497;-164.952;-134.115;-56.402;-65.517
1170;-208.579;-256.305;-125.001;-169.315;-131.247;-198.458;-172.025;-149.662;-130.394;31.828;-20.835;-155.748;-130.21;-54.325;-60.839
1180;-199.569;-258.029;-117.146;-162.278;-122.728;-192.26;-173.756;-145.942;-131.219;36.541;-20.629;-149.778;-125.379;-51.968;-58.752
1190;-191.077;-259.69;-109.565;-153.381;-114.94;-184.202;-171.012;-144.417;-131.435;40.375;-20.202;-144.036;-119.833;-49.827;-56.732
1200;-182.788;-261.311;-104;-143.212;-107.739;-176.981;-168.826;-144.289;-130.367;44.049;-20.421;-137.96;-114.64;-47.059;-54.976
1210;-167.979;-257.52;-75.56;-125.242;-96.669;-164.523;-161.189;-137.618;-125.88;70.789;-14.845;-119.684;-94.06;-38.397;-43.668
1220;-152.746;-253.297;-48.184;-107.43;-85.697;-152.135;-156.071;-128.792;-120.442;98.666;-9.276;-102.354;-74.804;-30.488;-32.525
1230;-133.262;-251.23;-28.001;-91.827;-73.387;-135.968;-154.605;-121.399;-117.368;123.234;-0.939;-88.16;-60.464;-24.886;-26.896
1240;-110.107;-249.054;-16.507;-76.294;-62.674;-118.102;-152.907;-115.201;-114.2;143.471;3.293;-77.53;-50.582;-20.78;-22.732
1250;-87.284;-246.916;-7.978;-59.022;-49.46;-100.222;-150.187;-109.011;-111.024;156.947;8.171;-69.2;-44.331;-17.04;-18.238
1260;-64.279;-245.291;-4.214;-42.36;-35.798;-82.327;-145.709;-104.773;-109.589;164.546;10.308;-61.535;-40.618;-13.296;-12.895
1270;-41.826;-244.36;-2.169;-26.515;-22.805;-66.003;-141.067;-99.445;-107.806;174.62;12.447;-52.889;-37.318;-9.937;-7.397
1280;-22.406;-244.599;-3.221;-10.727;-9.499;-52.369;-136.607;-93.889;-106.586;182.688;12.296;-44.346;-33.963;-7.008;-2.572
1290;-3.724;-245.337;-5.806;4.387;2.934;-38.746;-130.494;-87.977;-104.666;194.174;8.07;-38.839;-31.406;-4.423;0.894
1300;9.699;-245.097;-8.92;20.659;16.886;-23.373;-125.021;-82.181;-103.691;204.589;1.556;-34.798;-29.337;-1.309;2.914
1310;18.873;-244;-12.237;36.806;29.431;-5.929;-121.043;-75.157;-101.985;213.8;-4.206;-29.556;-27.337;1.978;4.08
1320;22.019;-242.598;-16.218;55.083;45.293;11.425;-117.754;-68.143;-100.282;223.522;-9.944;-25.078;-25.723;5.272;5.412
1330;22.587;-241.489;-18.585;72.604;62.156;27.734;-112.645;-61.978;-97.251;232.349;-17.047;-17.944;-24.173;8.568;6.578
1340;22.124;-240.382;-20.362;90.069;78.095;44.028;-107.58;-55.822;-95.074;236.826;-23.129;-12.333;-21.825;11.265;7.181
1350;19.82;-238.96;-20.67;107.96;93.96;60.26;-102.41;-49.84;-92.62;244.47;-24.03;-6.26;-18.27;13.6;5.92
1360;16.381;-236.751;-20.926;126.301;109.681;76.47;-98.782;-42.242;-89.801;249.878;-24.124;4.234;-15.509;14.646;3.037
1370;13.763;-234.818;-22.48;144.742;125.951;94.201;-94.408;-33.291;-86.416;257.846;-24.198;9.98;-13.277;14.934;1.014
1380;11.223;-233.273;-23.675;163.214;138.959;117.193;-88.239;-24.802;-82.934;258.114;-27.087;4.819;-11.332;13.361;0.922
1390;9.585;-231.171;-23.961;180.94;154.935;141.296;-81.614;-16.334;-79.464;259.268;-29.848;-1.363;-9.042;10.14;2.009
