timepoints (min);01: bdA,+ -1;02: bdA,+ -2;03: bdA,+ -3;04: crybdIm1,+ -1;05: crybdIm1,+ -2;06: crybdIm1,+ -3;07: bdA,- -1;08: bdA,- -2;09: bdA,- -3;10: crybdIm1,- -1;11: crybdIm1,- -2;12: crybdIm1,- -3;13: frq1,+ -1;14: frq1,+ -2;15: frq1,+ -3
2600;68.974;126.341;78.788;9.502;-69.154;-3.76;63.339;-52.597;21.412;-66.328;-99.651;-41.207;218.134;415.004;365.458
2610;86.743;138.196;95.146;21.706;-61.27;6.636;74.211;-47.898;29.852;-60.68;-97.377;-34.433;189.885;400.71;353.246
2620;106.128;150.6;112.152;35.203;-52.291;18.095;88.074;-40.866;37.652;-53.937;-96.206;-27.735;162.468;385.579;338.448
2630;125.692;162.582;127.411;50.274;-42.032;30.044;102.363;-34.142;45.637;-47.052;-92.858;-21.017;134.357;369.388;320.868
2640;144.953;175.048;142.953;65.67;-29.01;41.708;116.651;-24.432;52.986;-39.786;-88.974;-14;108.098;351.19;302.963
2650;164.146;187.61;157.497;80.637;-15.208;52.756;128.295;-13.029;62.535;-33.619;-83.876;-7.63;84.171;332.545;284.745
2660;183.189;200.019;172.943;96.364;-1.057;64.655;139.884;-1.764;71.445;-27.439;-79.594;0.541;60.337;313.788;264.687
2670;201.43;213.702;189.156;112.208;14.497;77.528;152.054;10.281;83.257;-22.916;-75.673;7.476;37.178;293.724;243.709
2680;218.556;228.884;205.368;127.823;29.059;90.808;167.274;22.171;94.708;-17.901;-72.554;14.342;15.081;271.646;222.171
2690;234.521;243.945;221.633;142.952;43.428;105.563;182.495;34.868;107.196;-12.934;-68.143;19.986;-3.83;248.287;201.145
2700;250.546;258.888;236.972;156.887;58.49;119.397;197.502;48.167;119.992;-5.223;-62.892;25.603;-23.004;225.028;180.481
2710;265.982;273.194;251.726;171.309;74.31;134.89;212.509;61.937;134.023;2.476;-56.611;31.458;-39.952;202.512;160.386
2720;280.679;287.141;266.554;184.792;90.971;150.948;224.094;77.621;148.643;12.771;-50.828;38.92;-55.639;180.766;139.091
2730;293.29;300.298;280.717;197.356;106.659;167.658;232.29;94.206;164.05;24.014;-42.804;46.396;-71.412;158.23;116.788
2740;306.363;313.545;294.499;209.414;122.415;183.814;240.417;112.123;178.977;34.268;-35.648;55.637;-85.781;135.782;94.815
2750;317.716;324.476;308.261;223.131;139.581;199.697;246.076;129.96;194.534;45.233;-26.421;64.865;-98.291;114.353;73.516
2760;328.295;335.339;321.487;237.472;157.305;216.292;251.708;150.146;208.261;56.479;-17.203;75.359;-109.506;92.535;51.937
2770;339.032;346.939;333.555;252.735;173.979;232.782;254.444;169.648;223.339;67.786;-8.65;86.468;-121.44;71.25;30.869
2780;348.288;358.636;343.828;267.211;190.367;249.6;253.199;188.055;237.679;81.55;-1.203;98.382;-134.273;48.575;9.662
2790;357.305;370.436;354.121;279.72;206.835;265.28;252.153;206.945;253.11;94.668;8.072;111.217;-145.63;27.226;-11.599
2800;365.19;381.097;364.483;292.19;222.737;279.367;247.719;224.834;267.622;110.561;16.994;123.975;-157.181;5.934;-33.327
2810;372.455;390.41;375.232;305.483;238.459;293.44;243.291;242.633;280.859;127.531;26.301;139.079;-166.131;-13.766;-51.549
2820;377.72;399.626;385.556;319.21;254.927;306.759;238.091;259.611;292.702;144.028;37.63;153.516;-174.211;-33.825;-69.906
2830;381.63;407.385;394.621;331.589;271.353;319.143;233.446;275.939;302.452;163.201;48.564;169.847;-181.32;-51.891;-86.014
2840;384.688;412.49;401.652;343.218;286.905;331.148;228.8;294.063;310.782;183.75;58.519;185.383;-188.695;-68.52;-99.131
2850;388.36;416.018;406.789;354.287;302.316;342.644;220.332;311.6;316.888;204.41;69.713;200.886;-194.19;-84.946;-110.368
2860;390.258;419.491;411.794;364.412;317.615;354.292;211.865;327.674;322.594;223.701;80.934;215.674;-198.259;-101.317;-121.932
2870;390.625;421.71;413.926;372.943;332.079;365.692;199.102;341.382;325.757;241.855;94.006;230.677;-202.473;-117.891;-131.076
2880;389.23;421.837;415.145;379.048;345.4;375.644;186.131;355.437;328.57;259.589;109.074;244.959;-205.799;-133.583;-138.622
2890;385.341;418.637;415.699;384.815;357.041;385.221;173.16;362.772;328.596;278.194;123.607;257.92;-208.702;-147.99;-146.356
2900;381.211;414.938;416.295;389.974;368.764;394.065;162.097;368.24;326.319;297.782;140.08;270.778;-211.778;-162.684;-153.73
2910;373.001;409.65;413.983;394.549;378.974;401.116;151.033;370.906;321.436;316.466;157.597;281.516;-215.029;-177.542;-159.167
2920;362.152;401.275;408.843;397.941;387.679;405.892;138.374;372.785;313.68;334.07;175.681;292.986;-217.611;-191.179;-162.444
2930;349.335;388.153;403.743;401.088;395.643;410.163;121.555;373.095;303.734;351;192.479;300.633;-219.517;-202.766;-165.614
2940;336.726;374.716;396.599;403.326;403.946;412.266;104.735;372.55;292.75;364.217;211.156;309.541;-220.928;-213.659;-169.847
2950;322.265;358.982;386.139;404.575;410.858;413.257;88.397;368.603;279.142;372.062;229;318.559;-222.579;-223.887;-174
2960;305.935;342.28;372.159;404.218;417.17;410.583;72.059;362.233;264.457;379.963;248.898;324.737;-223.764;-233.832;-178.794
2970;289.439;323.557;358.178;401.942;421.665;403.479;58.832;353.97;248.389;383.12;269.076;328.434;-224.942;-243.479;-182.374
2980;271.007;301.939;341.332;399.577;425.185;395.461;46.291;342.956;231.561;384.572;287.159;329.31;-225.524;-252.65;-185.461
2990;250.641;280.073;321.759;394.93;426.668;384.497;33.75;330.541;214.491;383.581;304.472;324.779;-226.657;-260.68;-188.868
3000;229.946;258.497;302.137;387.399;426.589;370.572;22.719;316.406;196.466;379.411;318.145;320.303;-227.363;-268.543;-192.377
3010;208.057;236.597;279.804;377.222;423.378;353.983;11.687;298.83;178.761;374.404;331.793;312.068;-228.141;-274.589;-195.688
3020;186.334;214.372;256.048;364.219;418.481;334.283;2.862;281.327;159.691;367.408;343.044;303.701;-228.479;-280.374;-198.8
3030;165.285;192.479;231.968;350.508;412.941;314.608;-4.807;262.644;140.941;356.96;351.495;293.152;-228.792;-284.836;-201.265
3040;143.822;169.789;207.916;335.145;405.088;292.49;-12.476;243.872;121.394;346.643;357.615;279.65;-229.655;-290;-203.537
3050;122.992;146.699;183.483;317.484;394.967;269.022;-19.352;224.432;101.888;332.076;360.124;266.244;-230.059;-294.444;-205.448
3060;102.181;123.404;158.832;296.708;381.647;244.994;-26.228;205.179;83.891;315.292;360.393;248.519;-230.476;-298.683;-207.731
3070;80.605;100.061;134.516;275.25;367.458;221.062;-33.394;186.214;65.574;297.269;358.48;231.014;-230.771;-302.323;-210.054
3080;59.137;77.328;110.29;252.243;349.846;197.97;-40.772;168.51;49.404;276.247;354.001;211.117;-231.403;-304.874;-211.844
3090;37.914;55.756;87.319;228.949;330.851;175.132;-48.15;148.811;32.354;253.439;347.763;190.883;-231.994;-307.061;-214.115
3100;15.404;34.032;64.495;205.265;311.069;152.394;-54.279;128.741;17.818;230.851;340.429;171.099;-232.571;-309.272;-216.018
3110;-7.697;12.073;41.679;180.657;291.723;128.154;-60.421;110.132;3.481;208.44;331.716;151.636;-232.43;-311.652;-217.684
3120;-30.709;-8.428;19.436;156.378;271.243;102.886;-65.949;90.295;-8.436;186.098;320.068;132.055;-232.077;-313.103;-218.916
3130;-53.018;-27.029;-1.708;132.095;248.746;77.91;-71.301;69.102;-21.273;163.676;306.277;112.994;-232.017;-313.48;-219.764
3140;-73.015;-44.006;-22.861;107.261;224.975;52.841;-76.652;51.739;-31.51;139.993;292.783;94.861;-232.091;-313.062;-220.679
3150;-93.281;-61.044;-44.048;82.574;201.137;28.036;-81.247;34.154;-42.388;115.887;277.96;76.701;-231.888;-312.43;-221.305
3160;-109.483;-77.188;-64.266;57.555;176.206;3.394;-85.841;19.364;-50.446;92.553;261.999;58.963;-231.806;-311.411;-222.015
3170;-123.457;-92.37;-83.309;32.916;150.354;-20.287;-89.335;4.273;-58.343;71.686;245.058;41.232;-232.47;-309.206;-221.843
3180;-134.961;-104.432;-102.4;8.363;124.065;-44.207;-91.857;-9.043;-64.003;49.23;227.621;26.581;-234.035;-306.469;-221.93
3190;-146.832;-116.349;-119.454;-15.71;97.429;-66.939;-94.378;-22.768;-69.433;29.881;207.566;11.695;-235.99;-303.6;-221.553
3200;-156.745;-125.596;-133.364;-38.921;71.055;-88.571;-96.931;-35.076;-72.411;13.345;187.694;-4.295;-237.32;-300.891;-222.039
3210;-165.366;-134.374;-144.701;-61.207;44.43;-108.401;-99.484;-44.934;-75.527;-3.592;166.196;-18.634;-237.804;-298.55;-221.883
3220;-174.451;-142.652;-156.113;-82.132;18.35;-125.299;-101.672;-54.916;-77.012;-18.604;143.858;-33.008;-237.572;-295.884;-220.687
3230;-181.488;-148.905;-165.244;-103.661;-6.81;-142.116;-102.567;-62.21;-78.725;-33.637;119.701;-44.783;-237.301;-293.143;-218.593
3240;-187.04;-155.331;-171.854;-122.826;-31.481;-155.524;-103.407;-69.451;-79.948;-46.386;96.423;-53.621;-236.945;-290.258;-216.681
3250;-192.061;-161.786;-178.665;-140.288;-56.623;-166.196;-105.326;-74.752;-81.204;-56.621;73.615;-62.428;-236.491;-286.343;-214.728
3260;-197.188;-167.673;-182.912;-155.59;-79.834;-174.923;-107.313;-78.892;-82.663;-67.092;50.808;-69.054;-235.597;-281.623;-212.975
3270;-202.583;-172.943;-185.943;-168.927;-100.763;-181.246;-110.792;-83.132;-84.764;-75.949;30.281;-75.611;-234.335;-276.479;-211.687
3280;-208.457;-178.308;-188.538;-182.592;-120.872;-187.589;-113.524;-86.124;-87.192;-83.757;13.065;-81.193;-233.164;-271.509;-210.666
3290;-212.83;-183.215;-191.201;-194.506;-138.728;-191.52;-116.257;-89.183;-89.379;-91.286;-4.724;-86.074;-231.137;-265.61;-209.651
3300;-217.259;-186.914;-193.451;-204.861;-154.592;-193.594;-118.647;-91.623;-91.738;-96.939;-18.833;-90.858;-229.149;-259.023;-208.172
3310;-221.039;-188.916;-195.297;-212.935;-168.223;-195.171;-121.223;-94.12;-94.537;-102.579;-30.323;-93.825;-227.444;-252.502;-206.637
3320;-224.015;-191.069;-197.157;-221.146;-182.09;-196.589;-123.319;-97.441;-97.167;-107.654;-41.361;-96.64;-225.497;-245.359;-204.396
3330;-226.156;-192.799;-198.866;-228.007;-192.983;-198.167;-124.892;-101.629;-100.157;-112.303;-49.862;-99.023;-223.069;-238.429;-201.259
3340;-228.497;-195.377;-200.916;-235.086;-202.33;-199.717;-126.466;-106.188;-102.212;-116.811;-56.754;-101.303;-220.519;-230.821;-197.054
3350;-229.873;-197.03;-202.196;-241.025;-210.898;-200.908;-127.582;-110.506;-104.108;-121.239;-63.422;-104.554;-217.479;-222.6;-193.068
3360;-230.352;-198.67;-203.393;-245.748;-219.447;-201.658;-128.698;-114.745;-105.954;-125.343;-68.841;-107.906;-214.115;-213.89;-188.937
3370;-230.63;-200.886;-204.044;-250.004;-226.287;-202.606;-129.644;-117.748;-107.68;-129.328;-72.651;-111.437;-209.87;-205.734;-184.781
3380;-230.483;-204.236;-204.033;-252.789;-231.034;-203.884;-130.284;-119.091;-108.354;-133.903;-76.479;-114.568;-205.019;-197.298;-180.284
3390;-230.345;-208.083;-203.821;-254.844;-234.243;-205.148;-130.924;-121.964;-109.606;-138.368;-80.734;-117.479;-198.898;-187.749;-174.908
3400;-230.463;-212.15;-203.912;-256.314;-237.672;-205.832;-131.383;-124.305;-110.058;-142.721;-85.88;-120.123;-191.457;-177.229;-168.999
3410;-230.702;-215.652;-203.999;-258.218;-240.033;-206.058;-131.843;-127.509;-111.31;-146.356;-91.709;-122.698;-183.847;-165.481;-163.742
3420;-230.356;-218.757;-204.217;-260.586;-241.564;-205.937;-132.527;-130.619;-112.488;-150.059;-96.393;-125.326;-175.663;-154.294;-158.965
3430;-230.21;-222.619;-204.444;-262.672;-242.23;-205.56;-132.821;-133.203;-114.054;-151.723;-100.028;-127.393;-166.068;-142.669;-154.869
3440;-230.193;-226.564;-204.684;-263.887;-242.731;-205.201;-133.308;-134.863;-115.538;-152.883;-103.754;-129.53;-153.392;-129.622;-151.023
3450;-230.257;-231.483;-204.644;-265.046;-242.644;-205.099;-132.888;-136.028;-117.426;-154.603;-107.561;-130.306;-140.992;-115.93;-146.64
3460;-229.778;-235.761;-203.926;-266.138;-242.658;-204.72;-132.614;-136.777;-119.046;-155.346;-111.226;-130.967;-126.061;-101.572;-140.95
3470;-228.862;-239.303;-203.193;-267.859;-242.863;-204.168;-132.046;-137.263;-120.295;-155.59;-114.039;-131.945;-109.57;-87.55;-136.066
3480;-227.87;-242.604;-202.403;-267.823;-242.928;-203.171;-131.902;-137.67;-121.345;-155.31;-115.411;-132.523;-93.221;-73.498;-132.232
3490;-226.559;-245.298;-202.785;-268.319;-242.621;-202.433;-131.779;-138.088;-122.474;-154.335;-116.43;-133.094;-76.051;-58.437;-126.575
3500;-225.324;-247.782;-203.114;-269.11;-242.383;-202.243;-131.524;-138.189;-123.404;-153.939;-116.157;-133.305;-57.873;-42.273;-120.137
3510;-223.666;-250.884;-203.341;-270.423;-242.248;-201.757;-131.131;-138.319;-124.534;-152.623;-115.63;-133.076;-39.794;-26.92;-113.884
3520;-222.043;-253.483;-202.694;-271.001;-242.789;-200.691;-129.647;-138.314;-124.891;-151.279;-116.655;-132.938;-20.956;-11.257;-107.865
3530;-220.201;-255.668;-201.983;-270.759;-243.942;-199.45;-128.19;-139.19;-124.608;-149.098;-118.24;-133.683;-1.979;5.567;-100.788
3540;-219.623;-257.177;-201.328;-270.321;-245.148;-198.314;-126.734;-139.881;-124.738;-147.499;-119.37;-134.855;17.157;24.076;-91.713
3550;-218.884;-258.883;-200.465;-269.989;-245.846;-197.203;-125.057;-140.97;-124.028;-146.357;-120.412;-136.668;36.019;42.618;-83.123
3560;-217.745;-261.257;-199.378;-269.659;-245.892;-195.954;-123.379;-141.8;-123.167;-145.815;-122.175;-138.811;56.011;62.2;-73.012
3570;-216.203;-263.172;-198.121;-268.255;-246.036;-194.519;-122.288;-142.43;-123.106;-145.172;-124.451;-140.567;77.086;81.912;-62.343
3580;-213.633;-264.756;-197.017;-265.811;-246.379;-193.186;-121.454;-142.421;-122.555;-144.226;-126.861;-142.041;98.106;103.51;-51.658
3590;-210.088;-264.61;-195.474;-263.034;-246.654;-192.102;-120.619;-141.978;-122.641;-143.931;-129.608;-143.102;119.76;124.841;-41.348
3600;-206.023;-263.53;-193.319;-260.448;-246.937;-190.948;-118.708;-141.575;-121.604;-143.785;-132.319;-144.229;141.848;145.892;-29.815
3610;-201.777;-261.921;-191.004;-257.499;-247.177;-189.901;-116.796;-141.19;-120.732;-143.479;-134.815;-145.236;164.217;166.404;-16.251
3620;-197.541;-262.31;-187.55;-254.32;-247.815;-188.572;-113.432;-141.272;-120.179;-142.892;-137.898;-145.578;185.617;187.921;-2.885
3630;-193.388;-262.822;-184.668;-251.051;-248.93;-187.025;-109.797;-142.124;-119.695;-141.443;-141.218;-145.869;208.063;210.032;12.105
3640;-188.914;-262.088;-182.148;-247.767;-250.412;-185.357;-106.163;-141.681;-119.292;-140.273;-142.588;-145.767;230.143;230.782;27.771
3650;-184.371;-261.527;-179.393;-244.393;-251.73;-183.596;-102.528;-141.079;-118.614;-138.963;-145.371;-146.189;250.578;251.437;43.215
3660;-179.601;-260.491;-176.852;-240.154;-251.949;-181.833;-98.97;-140.281;-117.183;-137.847;-147.672;-146.128;272.006;271.099;60.659
3670;-174.112;-259.041;-174.374;-235.246;-251.19;-180.342;-95.153;-139.804;-115.326;-137.891;-150.128;-146.484;293.088;290.939;79.094
3680;-168.254;-256.574;-171.884;-231.368;-249.422;-179.261;-91.662;-140.662;-112.989;-138.179;-151.252;-146.516;313.851;309.954;97.512
3690;-161.977;-254.354;-169.505;-227.972;-247.826;-178.207;-88.061;-141.757;-110.652;-138.888;-151.994;-145.913;331.603;327.706;115.69
3700;-154.961;-250.255;-167.757;-224.968;-246.324;-176.823;-85.001;-142.092;-109.367;-139.157;-152.055;-144.932;350.21;344.15;133.939
3710;-147.306;-245.183;-166.011;-221.779;-245.299;-174.817;-81.69;-142.519;-108.081;-140.065;-152.596;-143.979;365.297;360.003;151.41
3720;-139.692;-240.041;-164.244;-217.501;-244.069;-172.444;-78.49;-142.545;-107.782;-140.892;-152.812;-142.199;378.383;376.023;168.354
3730;-131.553;-234.986;-162.305;-214.418;-241.161;-170.295;-73.819;-142.368;-107.483;-142.527;-153.259;-140.815;391.214;391.001;185.292
3740;-123.302;-229.528;-159.457;-210.425;-238.088;-167.939;-69.149;-142.862;-106.157;-144.188;-154.266;-139.286;403.143;403.767;200.517
3750;-114.651;-222.352;-155.837;-206.168;-233.779;-164.75;-63.121;-144.356;-104.832;-145.952;-155.924;-138.036;414.193;414.898;214.941
3760;-106.676;-215.317;-152.073;-200.141;-229.025;-160.153;-57.094;-146.048;-103.792;-148.294;-157.279;-136.912;425.201;426.057;230.036
3770;-98.357;-206.975;-148.152;-193.594;-224.51;-155.716;-51.854;-147.621;-102.49;-150.677;-157.633;-135.708;436.026;436.528;245.083
3780;-89.479;-197.903;-143.77;-187.479;-219.603;-149.821;-46.374;-148.299;-101.946;-153.661;-157.396;-134.081;446.924;445.72;259.983
3790;-79.288;-187.903;-139.484;-180.364;-214.447;-143.568;-40.894;-147.688;-101.465;-156.535;-156.697;-131.433;457.383;452.757;273.541
3800;-69.349;-178.197;-136.316;-172.975;-208.857;-137.309;-33.012;-146.361;-102.251;-158.534;-155.985;-128.305;466.742;459.877;287.479
3810;-59.052;-168.16;-133.709;-164.741;-201.906;-130.897;-25.131;-145.45;-102.99;-159.422;-153.863;-124.68;474.349;464.994;300.432
3820;-47.916;-157.114;-129.407;-157.196;-195.074;-124.643;-16.491;-144.978;-103.192;-159.71;-151.659;-121.015;479.201;468.232;312.578
3830;-37.614;-145.16;-125.36;-148.203;-188.156;-118.139;-8.47;-145.236;-102.985;-159.633;-148.263;-117.774;483.985;469.423;324.24
3840;-28.799;-133.766;-121.018;-138.916;-180.394;-111.986;-0.756;-145.12;-102.16;-160.27;-144.386;-114.65;486.292;468.785;336.448
3850;-21.025;-121.505;-117.028;-129.592;-171.583;-106.055;6.094;-145.261;-102.247;-160.597;-141.066;-111.05;485.793;466.728;347.806
3860;-13.331;-109.963;-113.149;-120.672;-162.654;-99.676;13.337;-145.463;-102.506;-161.564;-137.981;-106.81;484.159;462.548;357.083
3870;-5.412;-96.836;-110.374;-110.81;-154.381;-94.008;19.348;-145.306;-102.246;-162.448;-135.408;-103.29;480.17;457.348;365.909
3880;3.237;-82.189;-106.768;-99.607;-145.363;-88.181;25.49;-145.057;-101.495;-162.739;-133.239;-99.435;473.327;449.283;372.967
3890;12.385;-66.743;-102.076;-88.661;-136.117;-82.926;31.597;-144.647;-100.225;-162.212;-132.188;-95.697;463.859;439.428;378.654
3900;23.226;-50.639;-97.149;-76.563;-126.303;-77.708;37.043;-143.137;-98.323;-159.855;-130.291;-91.19;454.392;425.766;384.306
3910;33.527;-35.39;-91.724;-64.941;-117.33;-72.259;43.506;-141.564;-96.821;-157.091;-128.386;-87.106;441.857;412.149;387.112
3920;42.284;-18.582;-85.514;-52.626;-107.876;-66.811;49.754;-137.623;-94.923;-152.621;-125.76;-82.263;426.247;395.463;386.494
3930;49.705;-0.192;-78.499;-39.535;-99.353;-60.881;57.617;-133.137;-93.585;-147.621;-124.062;-76.978;409.961;376.201;383.924
3940;57.146;19.652;-71.284;-25.028;-90.399;-54.295;65.479;-127.89;-92.183;-142.061;-121.866;-71.692;390.848;356.905;379.25
3950;64.046;38.189;-63.4;-10.197;-81.014;-46.912;74.835;-123.247;-89.982;-136.119;-120.71;-65.908;368.524;336.154;374.462
3960;70.196;56.262;-55.295;4.818;-68.994;-40.004;84.11;-118.446;-87.521;-130.258;-119.012;-60.095;344.183;314.749;368.425
3970;76.346;76.41;-47.273;18.88;-56.723;-32.079;93.738;-113.844;-84.048;-124.429;-117.821;-54.237;319.739;293.759;361.092
3980;81.548;96.937;-39.606;33.303;-46.186;-22.505;102.33;-109.319;-80.734;-115.603;-115.269;-48.407;294.059;273.73;351.494
3990;87.036;116.869;-31.559;48.81;-35.785;-12.226;110.921;-104.873;-76.708;-106.651;-112.295;-42.608;267.117;254.207;342.254
4000;94.425;137.088;-22.183;63.825;-25.545;-2.857;119.428;-99.683;-72.792;-98.669;-108.564;-36.737;239.997;233.059;330.726
4010;104.134;158.977;-12.801;78.938;-15.113;5.032;127.934;-93.851;-67.161;-90.771;-105.099;-30.65;211.094;210.063;317.372
4020;113.058;180.88;-3.554;94.091;-3.76;13.433;138.503;-86.308;-61.503;-81.993;-101.363;-24.342;180.735;186.723;303.052
4030;122.993;201.748;5.96;109.977;7.517;22.034;149.011;-78.806;-54.897;-73.623;-98.476;-18.179;150.412;162.178;287.828
4040;133.094;223.68;15.53;125.108;19.942;30.644;160.673;-71.679;-47.862;-64.283;-95.68;-11.037;120.007;137.079;270.91
4050;143.27;247.288;26.546;140.371;32.126;40.85;170.014;-65.07;-38.982;-56.342;-92.514;-4.095;90.283;111.676;252.85
4060;153.924;270.517;38.946;155.661;44.643;52.363;180.208;-58.865;-29.708;-49.128;-89.669;5.046;60.866;86.286;232.121
4070;165.771;292.317;51.48;172.67;59.865;65.07;189.731;-50.254;-19.793;-42.41;-86.876;15.826;33.086;62.36;210.189
4080;178.839;312.181;63.966;187.644;75.094;77.665;199.302;-41.677;-9.861;-36.439;-84.451;26.581;4.931;38.135;188.388
4090;192.701;332.326;77.048;201.972;91.04;91.542;209.196;-30.647;0.072;-29.81;-80.283;37.302;-21.981;14.654;165.363
4100;206.713;351.535;91.228;217.259;106.571;106.781;218.952;-19.568;10.761;-20.92;-73.532;48.01;-47.145;-7.971;141.829
4110;220;370.803;106.561;233.546;122.474;122.286;227.439;-6.93;21.451;-11.605;-66.423;58.16;-72.495;-28.581;118.647
4120;233.487;388.956;121.847;248.408;139.781;138.156;235.705;6.606;33.622;-1.674;-57.683;68.31;-96.006;-48.868;95.957
4130;246.498;406.066;137.212;261.433;157.17;152.812;240.294;20.265;45.393;7.457;-48.843;80.386;-117.873;-68.03;72.901
4140;259.222;421.698;152.495;274.377;175.232;168.641;244.883;33.717;59.346;18.377;-39.872;93.902;-138.206;-85.75;48.681
4150;270.341;437.054;167.778;287.063;193.76;184.683;244.858;45.999;72.819;29.513;-30.073;107.092;-158.566;-100.957;23.832
4160;281.487;452.926;183.727;300.71;211.759;200.364;243.753;58.647;89.084;40.643;-20.448;121.931;-176.615;-116.447;-0.152
4170;291.873;465.556;200.01;313.694;229.804;216.211;241.789;71.113;105.119;51.577;-9.303;136.77;-191.112;-130.132;-21.695
4180;301.545;475.934;217.331;326.343;247.932;232.185;238.499;83.524;121.091;62.517;1.557;152.214;-205.801;-142.414;-40.897
4190;311.262;483.157;234.535;337.737;266.966;248.12;235.21;95.374;136.67;73.672;12.686;167.658;-217.688;-154.302;-57.728
4200;321.105;488.408;251.04;349.03;286.285;263.135;227.294;107.109;152.277;84.854;23.774;182.179;-227.804;-164.281;-74.341
4210;330.614;493.378;266.742;359.709;303.327;277.863;219.378;120.778;168.516;96.796;33.982;196.714;-235.822;-173.324;-90.113
4220;340.004;495.018;282.313;370.797;319.665;290.33;209.019;134.109;183.883;108.545;45.119;211.062;-244.306;-183.395;-105.029
4230;349.474;494.491;297.279;381.548;336.044;301.159;198.723;149.512;199.567;117.837;57.342;226.691;-251.79;-193.226;-118.767
4240;358.164;491.257;310.617;390.545;352.657;311.087;188.537;167.472;213.483;126.93;69.406;242.219;-257.72;-202.85;-133.095
4250;364.35;486.582;320.868;398.594;368.687;320.348;177.539;185.411;225.854;138.206;82.757;257.269;-263.822;-210.252;-145.316
4260;367.745;478.903;331.091;405.368;383.836;329.008;167.003;205.739;237.113;149.861;96.444;272.319;-268.537;-215.777;-156.646
4270;371.091;467.316;340.379;410.993;398.472;336.919;155.159;224.077;245.892;164.116;110.251;285.081;-272.648;-221.335;-166.844
4280;371.767;452.701;348.261;415.532;412.247;343.644;143.335;244.632;252.639;178.385;125.102;297.796;-276.881;-226.826;-176.988
4290;370.017;436.406;356.138;419.262;424.836;349.37;129.628;263.75;259.385;195.854;139.858;305.588;-281.022;-232.378;-186.171
4300;366.892;415.934;363.193;421.531;436.357;352.258;115.968;282.979;263.741;213.261;157.858;312.614;-285.417;-237.532;-194.715
4310;362.348;393.302;367.983;423.172;445.959;353.113;100.448;299.63;268.097;233.196;178.674;317.152;-288.897;-242.41;-201.251
4320;354.823;368.149;369.859;423.252;452.677;352.683;84.921;314.275;271.654;253.152;199.426;318.778;-292.19;-247.123;-206.603
4330;345.328;343.476;371.625;423.565;458.668;351.377;68.742;327.599;274.971;275.857;220.612;320.452;-294.396;-252.21;-212.011
4340;333.728;317.342;371.215;421.941;461.844;347.545;52.443;335.243;276.763;298.568;240.221;320.968;-295.705;-257.742;-216.832
4350;322.403;289.094;368.65;419.783;462.807;341.659;34.781;342.997;277.535;319.44;256.832;321.532;-296.541;-262.596;-221.611
4360;310.378;261.074;362.971;414.779;460.888;335.215;17.919;346.233;276.593;340.422;272.986;319.846;-297.371;-267.863;-226.703
4370;297.233;233.895;357.354;408.233;458.054;327.852;1.361;348.789;272.182;358.644;287.254;318.166;-297.713;-273.585;-231.739
4380;283.985;207.157;349.926;400.131;452.352;319.51;-12.714;349.393;267.881;377.101;300.59;310.503;-297.968;-279.272;-235.817
4390;268.248;180.022;340.608;389.314;443.41;308.367;-26.79;348.261;259.446;389.91;313.406;298.921;-298.086;-284.716;-238.035
4400;250.508;152.2;331.257;377.596;429.756;296.623;-35.872;346.99;251.154;401.155;323.274;287.25;-298.488;-290.117;-239.921
4410;231.516;123.498;319.306;361.595;413.942;282.832;-44.953;343.382;237.663;409.335;330.611;271.377;-299.29;-294.646;-242.673
4420;213.983;95.65;305.25;343.531;396.741;267.905;-53.172;337.873;224.034;416.09;336.628;255.497;-300.571;-298.046;-245.611
4430;197.258;67.64;288.852;322.805;377.495;252.119;-61.316;330.354;208.986;420.724;339.341;237.724;-301.406;-299.156;-248.972
4440;179.214;41.407;272.483;301.968;354.986;236.052;-69.657;321.328;194.061;424.502;337.855;219.952;-302.108;-300.717;-251.727
4450;161.259;16.597;254.877;280.241;330.13;219.221;-74.679;312.268;179.048;424;336.41;201.688;-302.392;-302.879;-254.154
4460;143.651;-8.337;236.244;256.986;303.993;201.494;-79.661;300.487;164.375;422.716;332.968;183.145;-302.303;-305.095;-256.306
4470;124.679;-32.091;216.937;232.434;278.041;183.978;-82.545;288.679;149.654;416.781;328.516;164.399;-301.669;-307.026;-258.418
4480;103.946;-54.143;198.073;207.663;251.077;166.396;-85.27;273.89;134.346;410.181;321.063;144.2;-300.648;-308.741;-259.854
4490;83.283;-73.492;178.697;183.247;223.481;149.586;-87.782;256.928;118.949;400.412;312.501;124.001;-299.495;-310.4;-260.705
4500;61.196;-92.996;158.843;159.528;195.408;133.403;-90.19;239.055;104.326;389.217;302.443;103.935;-297.779;-312.738;-261.218
4510;39.079;-110.654;138.906;134.119;167.539;117.337;-92.665;217.702;89.771;375.661;290.214;83.869;-295.418;-314.713;-261.428
4520;17.046;-125.815;117.994;107.557;139.788;101.59;-95.112;196.397;76.943;358.466;275.986;65.575;-292.629;-315.967;-261.218
4530;-4.055;-137.585;98.043;81.039;112.295;84.681;-97.822;172.51;64.932;339.222;260.583;47.353;-289.543;-316.24;-261.433
4540;-24.065;-149.963;77.505;54.552;84.814;67.225;-99.892;149.538;52.622;315.738;244.361;32.37;-285.637;-315.401;-261.275
