timepoints (min);46: wc-2-.1;47: wc-2-.2;48: wc-2-.3
740;-115.033;-213.348;-70.919
750;-107.452;-197.892;-63.347
760;-99.933;-186.68;-56.773
770;-93.401;-176.783;-51.01
780;-87.589;-167.608;-46.385
790;-82.786;-159.376;-42.265
800;-78.517;-152.026;-38.57
810;-74.2;-143.675;-36.988
820;-70.296;-136.589;-35.968
830;-66.579;-130.19;-35.063
840;-62.567;-124.559;-34.344
850;-58.881;-119.946;-33.976
860;-55.471;-116.005;-33.671
870;-43.25;-97.152;-25.779
880;-31.033;-78.277;-17.38
890;-19.122;-58.421;-8.98
900;-11.456;-46.447;-3.379
910;-3.738;-34.453;2.344
920;3.255;-19.258;8.066
930;7.643;-8.375;12.307
940;12.036;1.077;12.573
950;17.065;4.938;12.841
960;17.928;8.806;13.992
970;18.663;11.723;14.603
980;20.635;12.48;15.216
990;22.605;13.249;16.432
1000;23.492;15.553;16.529
1010;23.78;19.14;16.63
1020;24.158;22.011;16.695
1030;25.534;24.918;17.154
1040;27.15;27.821;17.615
1050;28.918;31.881;17.358
1060;29.562;34.461;19.048
1070;30.202;36.959;20.729
1080;30.372;39.362;21.883
1090;29.981;41.925;22.693
1100;29.591;44.528;23.503
1110;30.08;47.253;23.595
1120;29.929;49.979;22.277
1130;29.742;51.748;20.955
1140;30.436;52.577;19.626
1150;31.13;52.607;17.599
1160;31.666;52.682;15.572
1170;32.924;50.038;14.346
1180;34.286;47.434;14.874
1190;35.249;46.28;15.397
1200;35.571;45.126;15.916
1210;36.077;44.813;15.493
1220;35.939;45.362;15.067
1230;35.199;46.232;15.399
1240;34.48;46.95;14.713
1250;33.917;46.513;14.03
1260;33.352;45.56;12.752
1270;32.961;45.22;11.771
1280;31.569;44.887;10.791
1290;30.113;45.039;9.009
1300;28.818;44.013;7.715
1310;28.483;42.154;6.425
1320;28.103;40.647;5.457
1330;28.283;39.142;4.755
1340;28.464;37.199;4.06
1350;29.239;35.426;2.892
1360;29.135;33.652;2.769
1370;28.98;31.476;2.648
1380;28.547;30.324;2.528
1390;27.595;28.85;2.403
1400;26.566;28.058;2.28
